game,2010,1,20100912,201009120buf,mia,"Miami Dolphins",15,buf,"Buffalo Bills",10
player,201009120buf,mia,HennCh01,rec,0,,,,,
player,201009120buf,mia,HennCh01,rec_yds,0,,,,,
player,201009120buf,mia,HennCh01,rec_td,0,,,,,
player,201009120buf,mia,HennCh01,rec_long,0,,,,,
player,201009120buf,mia,HennCh01,fumbles,0,,,,,
player,201009120buf,mia,HennCh01,fumbles_lost,,,,,,
player,201009120buf,mia,BrowRo05,pass_cmp,0,,,,,
player,201009120buf,mia,BrowRo05,pass_att,0,,,,,
player,201009120buf,mia,BrowRo05,pass_yds,0,,,,,
player,201009120buf,mia,BrowRo05,pass_td,0,,,,,
player,201009120buf,mia,BrowRo05,pass_int,0,,,,,
player,201009120buf,mia,BrowRo05,pass_sacked,0,,,,,
player,201009120buf,mia,BrowRo05,pass_sacked_yds,,,,,,
player,201009120buf,mia,BrowRo05,pass_long,0,,,,,
player,201009120buf,mia,BrowRo05,pass_rating,,,,,,
player,201009120buf,mia,BrowRo05,rush_att,13,,,,,
player,201009120buf,mia,BrowRo05,rush_yds,65,,,,,
player,201009120buf,mia,BrowRo05,rush_td,1,,,,,
player,201009120buf,mia,BrowRo05,rush_long,17,,,,,
player,201009120buf,mia,BrowRo05,targets,3,,,,,
player,201009120buf,mia,BrowRo05,rec,2,,,,,
player,201009120buf,mia,BrowRo05,rec_yds,20,,,,,
player,201009120buf,mia,BrowRo05,rec_td,0,,,,,
player,201009120buf,mia,BrowRo05,rec_long,16,,,,,
player,201009120buf,mia,BrowRo05,fumbles,0,,,,,
player,201009120buf,mia,BrowRo05,fumbles_lost,,,,,,
player,201009120buf,mia,WillRi00,pass_cmp,0,,,,,
player,201009120buf,mia,WillRi00,pass_att,0,,,,,
player,201009120buf,mia,WillRi00,pass_yds,0,,,,,
player,201009120buf,mia,WillRi00,pass_td,0,,,,,
player,201009120buf,mia,WillRi00,pass_int,0,,,,,
player,201009120buf,mia,WillRi00,pass_sacked,,,,,,
player,201009120buf,mia,WillRi00,pass_sacked_yds,,,,,,
player,201009120buf,mia,WillRi00,pass_long,0,,,,,
player,201009120buf,mia,WillRi00,pass_rating,,,,,,
player,201009120buf,mia,WillRi00,rush_att,18,,,,,
player,201009120buf,mia,WillRi00,rush_yds,62,,,,,
player,201009120buf,mia,WillRi00,rush_td,0,,,,,
player,201009120buf,mia,WillRi00,rush_long,8,,,,,
player,201009120buf,mia,WillRi00,targets,1,,,,,
player,201009120buf,mia,WillRi00,rec,0,,,,,
player,201009120buf,mia,WillRi00,rec_yds,0,,,,,
player,201009120buf,mia,WillRi00,rec_td,0,,,,,
player,201009120buf,mia,WillRi00,rec_long,0,,,,,
player,201009120buf,mia,WillRi00,fumbles,0,,,,,
player,201009120buf,mia,WillRi00,fumbles_lost,,,,,,
player,201009120buf,mia,PoliLo00,pass_cmp,0,,,,,
player,201009120buf,mia,PoliLo00,pass_att,0,,,,,
player,201009120buf,mia,PoliLo00,pass_yds,0,,,,,
player,201009120buf,mia,PoliLo00,pass_td,0,,,,,
player,201009120buf,mia,PoliLo00,pass_int,0,,,,,
player,201009120buf,mia,PoliLo00,pass_sacked,,,,,,
player,201009120buf,mia,PoliLo00,pass_sacked_yds,,,,,,
player,201009120buf,mia,PoliLo00,pass_long,0,,,,,
player,201009120buf,mia,PoliLo00,pass_rating,,,,,,
player,201009120buf,mia,PoliLo00,rush_att,2,,,,,
player,201009120buf,mia,PoliLo00,rush_yds,6,,,,,
player,201009120buf,mia,PoliLo00,rush_td,0,,,,,
player,201009120buf,mia,PoliLo00,rush_long,3,,,,,
player,201009120buf,mia,PoliLo00,targets,3,,,,,
player,201009120buf,mia,PoliLo00,rec,2,,,,,
player,201009120buf,mia,PoliLo00,rec_yds,12,,,,,
player,201009120buf,mia,PoliLo00,rec_td,0,,,,,
player,201009120buf,mia,PoliLo00,rec_long,9,,,,,
player,201009120buf,mia,PoliLo00,fumbles,0,,,,,
player,201009120buf,mia,PoliLo00,fumbles_lost,,,,,,
player,201009120buf,mia,MarsBr00,pass_cmp,0,,,,,
player,201009120buf,mia,MarsBr00,pass_att,0,,,,,
player,201009120buf,mia,MarsBr00,pass_yds,0,,,,,
player,201009120buf,mia,MarsBr00,pass_td,0,,,,,
player,201009120buf,mia,MarsBr00,pass_int,0,,,,,
player,201009120buf,mia,MarsBr00,pass_sacked,0,,,,,
player,201009120buf,mia,MarsBr00,pass_sacked_yds,,,,,,
player,201009120buf,mia,MarsBr00,pass_long,0,,,,,
player,201009120buf,mia,MarsBr00,pass_rating,,,,,,
player,201009120buf,mia,MarsBr00,rush_att,0,,,,,
player,201009120buf,mia,MarsBr00,rush_yds,0,,,,,
player,201009120buf,mia,MarsBr00,rush_td,0,,,,,
player,201009120buf,mia,MarsBr00,rush_long,0,,,,,
player,201009120buf,mia,MarsBr00,targets,13,,,,,
player,201009120buf,mia,MarsBr00,rec,8,,,,,
player,201009120buf,mia,MarsBr00,rec_yds,53,,,,,
player,201009120buf,mia,MarsBr00,rec_td,0,,,,,
player,201009120buf,mia,MarsBr00,rec_long,13,,,,,
player,201009120buf,mia,MarsBr00,fumbles,0,,,,,
player,201009120buf,mia,MarsBr00,fumbles_lost,,,,,,
player,201009120buf,mia,BessDa00,pass_cmp,0,,,,,
player,201009120buf,mia,BessDa00,pass_att,0,,,,,
player,201009120buf,mia,BessDa00,pass_yds,0,,,,,
player,201009120buf,mia,BessDa00,pass_td,0,,,,,
player,201009120buf,mia,BessDa00,pass_int,0,,,,,
player,201009120buf,mia,BessDa00,pass_sacked,,,,,,
player,201009120buf,mia,BessDa00,pass_sacked_yds,,,,,,
player,201009120buf,mia,BessDa00,pass_long,0,,,,,
player,201009120buf,mia,BessDa00,pass_rating,,,,,,
player,201009120buf,mia,BessDa00,rush_att,1,,,,,
player,201009120buf,mia,BessDa00,rush_yds,0,,,,,
player,201009120buf,mia,BessDa00,rush_td,0,,,,,
player,201009120buf,mia,BessDa00,rush_long,0,,,,,
player,201009120buf,mia,BessDa00,targets,7,,,,,
player,201009120buf,mia,BessDa00,rec,6,,,,,
player,201009120buf,mia,BessDa00,rec_yds,51,,,,,
player,201009120buf,mia,BessDa00,rec_td,0,,,,,
player,201009120buf,mia,BessDa00,rec_long,11,,,,,
player,201009120buf,mia,BessDa00,fumbles,0,,,,,
player,201009120buf,mia,BessDa00,fumbles_lost,,,,,,
player,201009120buf,mia,FasaAn00,pass_cmp,0,,,,,
player,201009120buf,mia,FasaAn00,pass_att,0,,,,,
player,201009120buf,mia,FasaAn00,pass_yds,0,,,,,
player,201009120buf,mia,FasaAn00,pass_td,0,,,,,
player,201009120buf,mia,FasaAn00,pass_int,0,,,,,
player,201009120buf,mia,FasaAn00,pass_sacked,,,,,,
player,201009120buf,mia,FasaAn00,pass_sacked_yds,,,,,,
player,201009120buf,mia,FasaAn00,pass_long,0,,,,,
player,201009120buf,mia,FasaAn00,pass_rating,,,,,,
player,201009120buf,mia,FasaAn00,rush_att,0,,,,,
player,201009120buf,mia,FasaAn00,rush_yds,0,,,,,
player,201009120buf,mia,FasaAn00,rush_td,0,,,,,
player,201009120buf,mia,FasaAn00,rush_long,0,,,,,
player,201009120buf,mia,FasaAn00,targets,3,,,,,
player,201009120buf,mia,FasaAn00,rec,3,,,,,
player,201009120buf,mia,FasaAn00,rec_yds,46,,,,,
player,201009120buf,mia,FasaAn00,rec_td,0,,,,,
player,201009120buf,mia,FasaAn00,rec_long,21,,,,,
player,201009120buf,mia,FasaAn00,fumbles,0,,,,,
player,201009120buf,mia,FasaAn00,fumbles_lost,,,,,,
player,201009120buf,mia,HartBr00,pass_cmp,,,,,,
player,201009120buf,mia,HartBr00,pass_att,,,,,,
player,201009120buf,mia,HartBr00,pass_yds,,,,,,
player,201009120buf,mia,HartBr00,pass_td,,,,,,
player,201009120buf,mia,HartBr00,pass_int,,,,,,
player,201009120buf,mia,HartBr00,pass_sacked,,,,,,
player,201009120buf,mia,HartBr00,pass_sacked_yds,,,,,,
player,201009120buf,mia,HartBr00,pass_long,,,,,,
player,201009120buf,mia,HartBr00,pass_rating,,,,,,
player,201009120buf,mia,HartBr00,rush_att,,,,,,
player,201009120buf,mia,HartBr00,rush_yds,,,,,,
player,201009120buf,mia,HartBr00,rush_td,,,,,,
player,201009120buf,mia,HartBr00,rush_long,,,,,,
player,201009120buf,mia,HartBr00,targets,3,,,,,
player,201009120buf,mia,HartBr00,rec,0,,,,,
player,201009120buf,mia,HartBr00,rec_yds,0,,,,,
player,201009120buf,mia,HartBr00,rec_td,0,,,,,
player,201009120buf,mia,HartBr00,rec_long,,,,,,
player,201009120buf,mia,HartBr00,fumbles,,,,,,
player,201009120buf,mia,HartBr00,fumbles_lost,,,,,,
player,201009120buf,mia,MoorMa02,pass_cmp,,,,,,
player,201009120buf,mia,MoorMa02,pass_att,,,,,,
player,201009120buf,mia,MoorMa02,pass_yds,,,,,,
player,201009120buf,mia,MoorMa02,pass_td,,,,,,
player,201009120buf,mia,MoorMa02,pass_int,,,,,,
player,201009120buf,mia,MoorMa02,pass_sacked,,,,,,
player,201009120buf,mia,MoorMa02,pass_sacked_yds,,,,,,
player,201009120buf,mia,MoorMa02,pass_long,,,,,,
player,201009120buf,mia,MoorMa02,pass_rating,,,,,,
player,201009120buf,mia,MoorMa02,rush_att,,,,,,
player,201009120buf,mia,MoorMa02,rush_yds,,,,,,
player,201009120buf,mia,MoorMa02,rush_td,,,,,,
player,201009120buf,mia,MoorMa02,rush_long,,,,,,
player,201009120buf,mia,MoorMa02,targets,1,,,,,
player,201009120buf,mia,MoorMa02,rec,0,,,,,
player,201009120buf,mia,MoorMa02,rec_yds,0,,,,,
player,201009120buf,mia,MoorMa02,rec_td,0,,,,,
player,201009120buf,mia,MoorMa02,rec_long,,,,,,
player,201009120buf,mia,MoorMa02,fumbles,,,,,,
player,201009120buf,mia,MoorMa02,fumbles_lost,,,,,,
player,201009120buf,buf,EdwaTr01,pass_cmp,18,,,,,
player,201009120buf,buf,EdwaTr01,pass_att,34,,,,,
player,201009120buf,buf,EdwaTr01,pass_yds,139,,,,,
player,201009120buf,buf,EdwaTr01,pass_td,1,,,,,
player,201009120buf,buf,EdwaTr01,pass_int,0,,,,,
player,201009120buf,buf,EdwaTr01,pass_sacked,3,,,,,
player,201009120buf,buf,EdwaTr01,pass_sacked_yds,23,,,,,
player,201009120buf,buf,EdwaTr01,pass_long,31,,,,,
player,201009120buf,buf,EdwaTr01,pass_rating,73.0,,,,,
player,201009120buf,buf,EdwaTr01,rush_att,2,,,,,
player,201009120buf,buf,EdwaTr01,rush_yds,12,,,,,
player,201009120buf,buf,EdwaTr01,rush_td,0,,,,,
player,201009120buf,buf,EdwaTr01,rush_long,8,,,,,
player,201009120buf,buf,EdwaTr01,targets,0,,,,,
player,201009120buf,buf,EdwaTr01,rec,0,,,,,
player,201009120buf,buf,EdwaTr01,rec_yds,0,,,,,
player,201009120buf,buf,EdwaTr01,rec_td,0,,,,,
player,201009120buf,buf,EdwaTr01,rec_long,0,,,,,
player,201009120buf,buf,EdwaTr01,fumbles,0,,,,,
player,201009120buf,buf,EdwaTr01,fumbles_lost,,,,,,
player,201009120buf,buf,JackFr02,pass_cmp,0,,,,,
player,201009120buf,buf,JackFr02,pass_att,0,,,,,
player,201009120buf,buf,JackFr02,pass_yds,0,,,,,
player,201009120buf,buf,JackFr02,pass_td,0,,,,,
player,201009120buf,buf,JackFr02,pass_int,0,,,,,
player,201009120buf,buf,JackFr02,pass_sacked,,,,,,
player,201009120buf,buf,JackFr02,pass_sacked_yds,,,,,,
player,201009120buf,buf,JackFr02,pass_long,0,,,,,
player,201009120buf,buf,JackFr02,pass_rating,,,,,,
player,201009120buf,buf,JackFr02,rush_att,4,,,,,
player,201009120buf,buf,JackFr02,rush_yds,19,,,,,
player,201009120buf,buf,JackFr02,rush_td,0,,,,,
player,201009120buf,buf,JackFr02,rush_long,9,,,,,
player,201009120buf,buf,JackFr02,targets,4,,,,,
player,201009120buf,buf,JackFr02,rec,2,,,,,
player,201009120buf,buf,JackFr02,rec_yds,0,,,,,
player,201009120buf,buf,JackFr02,rec_td,0,,,,,
player,201009120buf,buf,JackFr02,rec_long,1,,,,,
player,201009120buf,buf,JackFr02,fumbles,0,,,,,
player,201009120buf,buf,JackFr02,fumbles_lost,,,,,,
player,201009120buf,buf,LyncMa00,pass_cmp,0,,,,,
player,201009120buf,buf,LyncMa00,pass_att,0,,,,,
player,201009120buf,buf,LyncMa00,pass_yds,0,,,,,
player,201009120buf,buf,LyncMa00,pass_td,0,,,,,
player,201009120buf,buf,LyncMa00,pass_int,0,,,,,
player,201009120buf,buf,LyncMa00,pass_sacked,,,,,,
player,201009120buf,buf,LyncMa00,pass_sacked_yds,,,,,,
player,201009120buf,buf,LyncMa00,pass_long,0,,,,,
player,201009120buf,buf,LyncMa00,pass_rating,,,,,,
player,201009120buf,buf,LyncMa00,rush_att,3,,,,,
player,201009120buf,buf,LyncMa00,rush_yds,13,,,,,
player,201009120buf,buf,LyncMa00,rush_td,0,,,,,
player,201009120buf,buf,LyncMa00,rush_long,15,,,,,
player,201009120buf,buf,LyncMa00,targets,0,,,,,
player,201009120buf,buf,LyncMa00,rec,0,,,,,
player,201009120buf,buf,LyncMa00,rec_yds,0,,,,,
player,201009120buf,buf,LyncMa00,rec_td,0,,,,,
player,201009120buf,buf,LyncMa00,rec_long,0,,,,,
player,201009120buf,buf,LyncMa00,fumbles,0,,,,,
player,201009120buf,buf,LyncMa00,fumbles_lost,,,,,,
player,201009120buf,buf,SpilC.00,pass_cmp,0,,,,,
player,201009120buf,buf,SpilC.00,pass_att,0,,,,,
player,201009120buf,buf,SpilC.00,pass_yds,0,,,,,
player,201009120buf,buf,SpilC.00,pass_td,0,,,,,
player,201009120buf,buf,SpilC.00,pass_int,0,,,,,
player,201009120buf,buf,SpilC.00,pass_sacked,,,,,,
player,201009120buf,buf,SpilC.00,pass_sacked_yds,,,,,,
player,201009120buf,buf,SpilC.00,pass_long,0,,,,,
player,201009120buf,buf,SpilC.00,pass_rating,,,,,,
player,201009120buf,buf,SpilC.00,rush_att,7,,,,,
player,201009120buf,buf,SpilC.00,rush_yds,6,,,,,
player,201009120buf,buf,SpilC.00,rush_td,0,,,,,
player,201009120buf,buf,SpilC.00,rush_long,6,,,,,
player,201009120buf,buf,SpilC.00,targets,5,,,,,
player,201009120buf,buf,SpilC.00,rec,4,,,,,
player,201009120buf,buf,SpilC.00,rec_yds,8,,,,,
player,201009120buf,buf,SpilC.00,rec_td,0,,,,,
player,201009120buf,buf,SpilC.00,rec_long,9,,,,,
player,201009120buf,buf,SpilC.00,fumbles,0,,,,,
player,201009120buf,buf,SpilC.00,fumbles_lost,,,,,,
player,201009120buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201009120buf,buf,JohnSt00,pass_att,0,,,,,
player,201009120buf,buf,JohnSt00,pass_yds,0,,,,,
player,201009120buf,buf,JohnSt00,pass_td,0,,,,,
player,201009120buf,buf,JohnSt00,pass_int,0,,,,,
player,201009120buf,buf,JohnSt00,pass_sacked,,,,,,
player,201009120buf,buf,JohnSt00,pass_sacked_yds,,,,,,
player,201009120buf,buf,JohnSt00,pass_long,0,,,,,
player,201009120buf,buf,JohnSt00,pass_rating,,,,,,
player,201009120buf,buf,JohnSt00,rush_att,0,,,,,
player,201009120buf,buf,JohnSt00,rush_yds,0,,,,,
player,201009120buf,buf,JohnSt00,rush_td,0,,,,,
player,201009120buf,buf,JohnSt00,rush_long,0,,,,,
player,201009120buf,buf,JohnSt00,targets,5,,,,,
player,201009120buf,buf,JohnSt00,rec,3,,,,,
player,201009120buf,buf,JohnSt00,rec_yds,40,,,,,
player,201009120buf,buf,JohnSt00,rec_td,0,,,,,
player,201009120buf,buf,JohnSt00,rec_long,19,,,,,
player,201009120buf,buf,JohnSt00,fumbles,0,,,,,
player,201009120buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201009120buf,buf,ParrRo00,pass_cmp,0,,,,,
player,201009120buf,buf,ParrRo00,pass_att,0,,,,,
player,201009120buf,buf,ParrRo00,pass_yds,0,,,,,
player,201009120buf,buf,ParrRo00,pass_td,0,,,,,
player,201009120buf,buf,ParrRo00,pass_int,0,,,,,
player,201009120buf,buf,ParrRo00,pass_sacked,,,,,,
player,201009120buf,buf,ParrRo00,pass_sacked_yds,,,,,,
player,201009120buf,buf,ParrRo00,pass_long,0,,,,,
player,201009120buf,buf,ParrRo00,pass_rating,,,,,,
player,201009120buf,buf,ParrRo00,rush_att,0,,,,,
player,201009120buf,buf,ParrRo00,rush_yds,0,,,,,
player,201009120buf,buf,ParrRo00,rush_td,0,,,,,
player,201009120buf,buf,ParrRo00,rush_long,0,,,,,
player,201009120buf,buf,ParrRo00,targets,3,,,,,
player,201009120buf,buf,ParrRo00,rec,2,,,,,
player,201009120buf,buf,ParrRo00,rec_yds,35,,,,,
player,201009120buf,buf,ParrRo00,rec_td,1,,,,,
player,201009120buf,buf,ParrRo00,rec_long,31,,,,,
player,201009120buf,buf,ParrRo00,fumbles,0,,,,,
player,201009120buf,buf,ParrRo00,fumbles_lost,,,,,,
player,201009120buf,buf,EvanLe00,pass_cmp,0,,,,,
player,201009120buf,buf,EvanLe00,pass_att,0,,,,,
player,201009120buf,buf,EvanLe00,pass_yds,0,,,,,
player,201009120buf,buf,EvanLe00,pass_td,0,,,,,
player,201009120buf,buf,EvanLe00,pass_int,0,,,,,
player,201009120buf,buf,EvanLe00,pass_sacked,,,,,,
player,201009120buf,buf,EvanLe00,pass_sacked_yds,,,,,,
player,201009120buf,buf,EvanLe00,pass_long,0,,,,,
player,201009120buf,buf,EvanLe00,pass_rating,,,,,,
player,201009120buf,buf,EvanLe00,rush_att,0,,,,,
player,201009120buf,buf,EvanLe00,rush_yds,0,,,,,
player,201009120buf,buf,EvanLe00,rush_td,0,,,,,
player,201009120buf,buf,EvanLe00,rush_long,0,,,,,
player,201009120buf,buf,EvanLe00,targets,8,,,,,
player,201009120buf,buf,EvanLe00,rec,4,,,,,
player,201009120buf,buf,EvanLe00,rec_yds,34,,,,,
player,201009120buf,buf,EvanLe00,rec_td,0,,,,,
player,201009120buf,buf,EvanLe00,rec_long,16,,,,,
player,201009120buf,buf,EvanLe00,fumbles,0,,,,,
player,201009120buf,buf,EvanLe00,fumbles_lost,,,,,,
player,201009120buf,buf,NelsDa01,pass_cmp,0,,,,,
player,201009120buf,buf,NelsDa01,pass_att,0,,,,,
player,201009120buf,buf,NelsDa01,pass_yds,0,,,,,
player,201009120buf,buf,NelsDa01,pass_td,0,,,,,
player,201009120buf,buf,NelsDa01,pass_int,0,,,,,
player,201009120buf,buf,NelsDa01,pass_sacked,,,,,,
player,201009120buf,buf,NelsDa01,pass_sacked_yds,,,,,,
player,201009120buf,buf,NelsDa01,pass_long,0,,,,,
player,201009120buf,buf,NelsDa01,pass_rating,,,,,,
player,201009120buf,buf,NelsDa01,rush_att,0,,,,,
player,201009120buf,buf,NelsDa01,rush_yds,0,,,,,
player,201009120buf,buf,NelsDa01,rush_td,0,,,,,
player,201009120buf,buf,NelsDa01,rush_long,0,,,,,
player,201009120buf,buf,NelsDa01,targets,6,,,,,
player,201009120buf,buf,NelsDa01,rec,3,,,,,
player,201009120buf,buf,NelsDa01,rec_yds,22,,,,,
player,201009120buf,buf,NelsDa01,rec_td,0,,,,,
player,201009120buf,buf,NelsDa01,rec_long,9,,,,,
player,201009120buf,buf,NelsDa01,fumbles,0,,,,,
player,201009120buf,buf,NelsDa01,fumbles_lost,,,,,,
player,201009120buf,buf,MoorBr24,pass_cmp,0,,,,,
player,201009120buf,buf,MoorBr24,pass_att,0,,,,,
player,201009120buf,buf,MoorBr24,pass_yds,0,,,,,
player,201009120buf,buf,MoorBr24,pass_td,0,,,,,
player,201009120buf,buf,MoorBr24,pass_int,0,,,,,
player,201009120buf,buf,MoorBr24,pass_sacked,,,,,,
player,201009120buf,buf,MoorBr24,pass_sacked_yds,,,,,,
player,201009120buf,buf,MoorBr24,pass_long,0,,,,,
player,201009120buf,buf,MoorBr24,pass_rating,,,,,,
player,201009120buf,buf,MoorBr24,rush_att,1,,,,,
player,201009120buf,buf,MoorBr24,rush_yds,0,,,,,
player,201009120buf,buf,MoorBr24,rush_td,0,,,,,
player,201009120buf,buf,MoorBr24,rush_long,0,,,,,
player,201009120buf,buf,MoorBr24,targets,0,,,,,
player,201009120buf,buf,MoorBr24,rec,0,,,,,
player,201009120buf,buf,MoorBr24,rec_yds,0,,,,,
player,201009120buf,buf,MoorBr24,rec_td,0,,,,,
player,201009120buf,buf,MoorBr24,rec_long,0,,,,,
player,201009120buf,buf,MoorBr24,fumbles,0,,,,,
player,201009120buf,buf,MoorBr24,fumbles_lost,,,,,,
player,201009120buf,mia,DansKa20,def_int,0,,,,,
player,201009120buf,mia,DansKa20,def_int_yds,0,,,,,
player,201009120buf,mia,DansKa20,def_int_td,0,,,,,
player,201009120buf,mia,DansKa20,def_int_long,0,,,,,
player,201009120buf,mia,DansKa20,pass_defended,0,,,,,
player,201009120buf,mia,DansKa20,sacks,1.0,,,,,
player,201009120buf,mia,DansKa20,tackles_combined,8,,,,,
player,201009120buf,mia,DansKa20,tackles_solo,4,,,,,
player,201009120buf,mia,DansKa20,tackles_assists,4,,,,,
player,201009120buf,mia,DansKa20,tackles_loss,1,,,,,
player,201009120buf,mia,DansKa20,qb_hits,3,,,,,
player,201009120buf,mia,DansKa20,fumbles_rec,0,,,,,
player,201009120buf,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201009120buf,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201009120buf,mia,DansKa20,fumbles_forced,0,,,,,
player,201009120buf,mia,MisiKo99,def_int,0,,,,,
player,201009120buf,mia,MisiKo99,def_int_yds,0,,,,,
player,201009120buf,mia,MisiKo99,def_int_td,0,,,,,
player,201009120buf,mia,MisiKo99,def_int_long,0,,,,,
player,201009120buf,mia,MisiKo99,pass_defended,0,,,,,
player,201009120buf,mia,MisiKo99,sacks,1.0,,,,,
player,201009120buf,mia,MisiKo99,tackles_combined,4,,,,,
player,201009120buf,mia,MisiKo99,tackles_solo,2,,,,,
player,201009120buf,mia,MisiKo99,tackles_assists,2,,,,,
player,201009120buf,mia,MisiKo99,tackles_loss,1,,,,,
player,201009120buf,mia,MisiKo99,qb_hits,2,,,,,
player,201009120buf,mia,MisiKo99,fumbles_rec,0,,,,,
player,201009120buf,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201009120buf,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201009120buf,mia,MisiKo99,fumbles_forced,0,,,,,
player,201009120buf,mia,WakeCa00,def_int,0,,,,,
player,201009120buf,mia,WakeCa00,def_int_yds,0,,,,,
player,201009120buf,mia,WakeCa00,def_int_td,0,,,,,
player,201009120buf,mia,WakeCa00,def_int_long,0,,,,,
player,201009120buf,mia,WakeCa00,pass_defended,2,,,,,
player,201009120buf,mia,WakeCa00,sacks,1.0,,,,,
player,201009120buf,mia,WakeCa00,tackles_combined,3,,,,,
player,201009120buf,mia,WakeCa00,tackles_solo,3,,,,,
player,201009120buf,mia,WakeCa00,tackles_assists,0,,,,,
player,201009120buf,mia,WakeCa00,tackles_loss,2,,,,,
player,201009120buf,mia,WakeCa00,qb_hits,1,,,,,
player,201009120buf,mia,WakeCa00,fumbles_rec,0,,,,,
player,201009120buf,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201009120buf,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201009120buf,mia,WakeCa00,fumbles_forced,0,,,,,
player,201009120buf,mia,BellYe20,def_int,0,,,,,
player,201009120buf,mia,BellYe20,def_int_yds,0,,,,,
player,201009120buf,mia,BellYe20,def_int_td,0,,,,,
player,201009120buf,mia,BellYe20,def_int_long,0,,,,,
player,201009120buf,mia,BellYe20,pass_defended,0,,,,,
player,201009120buf,mia,BellYe20,sacks,0.0,,,,,
player,201009120buf,mia,BellYe20,tackles_combined,8,,,,,
player,201009120buf,mia,BellYe20,tackles_solo,6,,,,,
player,201009120buf,mia,BellYe20,tackles_assists,2,,,,,
player,201009120buf,mia,BellYe20,tackles_loss,1,,,,,
player,201009120buf,mia,BellYe20,qb_hits,1,,,,,
player,201009120buf,mia,BellYe20,fumbles_rec,0,,,,,
player,201009120buf,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201009120buf,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201009120buf,mia,BellYe20,fumbles_forced,0,,,,,
player,201009120buf,mia,AlleJa23,def_int,0,,,,,
player,201009120buf,mia,AlleJa23,def_int_yds,0,,,,,
player,201009120buf,mia,AlleJa23,def_int_td,0,,,,,
player,201009120buf,mia,AlleJa23,def_int_long,0,,,,,
player,201009120buf,mia,AlleJa23,pass_defended,1,,,,,
player,201009120buf,mia,AlleJa23,sacks,0.0,,,,,
player,201009120buf,mia,AlleJa23,tackles_combined,6,,,,,
player,201009120buf,mia,AlleJa23,tackles_solo,5,,,,,
player,201009120buf,mia,AlleJa23,tackles_assists,1,,,,,
player,201009120buf,mia,AlleJa23,tackles_loss,0,,,,,
player,201009120buf,mia,AlleJa23,qb_hits,0,,,,,
player,201009120buf,mia,AlleJa23,fumbles_rec,0,,,,,
player,201009120buf,mia,AlleJa23,fumbles_rec_yds,0,,,,,
