game,2010,17,20110102,201101020sfo,crd,"Arizona Cardinals",7,sfo,"San Francisco 49ers",38
player,201101020sfo,crd,WellCh00,fumbles,0,,,,,
player,201101020sfo,crd,WellCh00,fumbles_lost,,,,,,
player,201101020sfo,crd,FitzLa00,pass_cmp,0,,,,,
player,201101020sfo,crd,FitzLa00,pass_att,0,,,,,
player,201101020sfo,crd,FitzLa00,pass_yds,0,,,,,
player,201101020sfo,crd,FitzLa00,pass_td,0,,,,,
player,201101020sfo,crd,FitzLa00,pass_int,0,,,,,
player,201101020sfo,crd,FitzLa00,pass_sacked,0,,,,,
player,201101020sfo,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201101020sfo,crd,FitzLa00,pass_long,0,,,,,
player,201101020sfo,crd,FitzLa00,pass_rating,,,,,,
player,201101020sfo,crd,FitzLa00,rush_att,0,,,,,
player,201101020sfo,crd,FitzLa00,rush_yds,0,,,,,
player,201101020sfo,crd,FitzLa00,rush_td,0,,,,,
player,201101020sfo,crd,FitzLa00,rush_long,0,,,,,
player,201101020sfo,crd,FitzLa00,targets,17,,,,,
player,201101020sfo,crd,FitzLa00,rec,11,,,,,
player,201101020sfo,crd,FitzLa00,rec_yds,125,,,,,
player,201101020sfo,crd,FitzLa00,rec_td,1,,,,,
player,201101020sfo,crd,FitzLa00,rec_long,31,,,,,
player,201101020sfo,crd,FitzLa00,fumbles,0,,,,,
player,201101020sfo,crd,FitzLa00,fumbles_lost,,,,,,
player,201101020sfo,crd,BreaSt00,pass_cmp,0,,,,,
player,201101020sfo,crd,BreaSt00,pass_att,0,,,,,
player,201101020sfo,crd,BreaSt00,pass_yds,0,,,,,
player,201101020sfo,crd,BreaSt00,pass_td,0,,,,,
player,201101020sfo,crd,BreaSt00,pass_int,0,,,,,
player,201101020sfo,crd,BreaSt00,pass_sacked,0,,,,,
player,201101020sfo,crd,BreaSt00,pass_sacked_yds,0,,,,,
player,201101020sfo,crd,BreaSt00,pass_long,0,,,,,
player,201101020sfo,crd,BreaSt00,pass_rating,,,,,,
player,201101020sfo,crd,BreaSt00,rush_att,0,,,,,
player,201101020sfo,crd,BreaSt00,rush_yds,0,,,,,
player,201101020sfo,crd,BreaSt00,rush_td,0,,,,,
player,201101020sfo,crd,BreaSt00,rush_long,0,,,,,
player,201101020sfo,crd,BreaSt00,targets,6,,,,,
player,201101020sfo,crd,BreaSt00,rec,4,,,,,
player,201101020sfo,crd,BreaSt00,rec_yds,26,,,,,
player,201101020sfo,crd,BreaSt00,rec_td,0,,,,,
player,201101020sfo,crd,BreaSt00,rec_long,13,,,,,
player,201101020sfo,crd,BreaSt00,fumbles,0,,,,,
player,201101020sfo,crd,BreaSt00,fumbles_lost,,,,,,
player,201101020sfo,crd,WillSt01,pass_cmp,0,,,,,
player,201101020sfo,crd,WillSt01,pass_att,0,,,,,
player,201101020sfo,crd,WillSt01,pass_yds,0,,,,,
player,201101020sfo,crd,WillSt01,pass_td,0,,,,,
player,201101020sfo,crd,WillSt01,pass_int,0,,,,,
player,201101020sfo,crd,WillSt01,pass_sacked,0,,,,,
player,201101020sfo,crd,WillSt01,pass_sacked_yds,0,,,,,
player,201101020sfo,crd,WillSt01,pass_long,0,,,,,
player,201101020sfo,crd,WillSt01,pass_rating,,,,,,
player,201101020sfo,crd,WillSt01,rush_att,0,,,,,
player,201101020sfo,crd,WillSt01,rush_yds,0,,,,,
player,201101020sfo,crd,WillSt01,rush_td,0,,,,,
player,201101020sfo,crd,WillSt01,rush_long,0,,,,,
player,201101020sfo,crd,WillSt01,targets,3,,,,,
player,201101020sfo,crd,WillSt01,rec,2,,,,,
player,201101020sfo,crd,WillSt01,rec_yds,26,,,,,
player,201101020sfo,crd,WillSt01,rec_td,0,,,,,
player,201101020sfo,crd,WillSt01,rec_long,17,,,,,
player,201101020sfo,crd,WillSt01,fumbles,0,,,,,
player,201101020sfo,crd,WillSt01,fumbles_lost,,,,,,
player,201101020sfo,crd,KomaMa00,pass_cmp,0,,,,,
player,201101020sfo,crd,KomaMa00,pass_att,0,,,,,
player,201101020sfo,crd,KomaMa00,pass_yds,0,,,,,
player,201101020sfo,crd,KomaMa00,pass_td,0,,,,,
player,201101020sfo,crd,KomaMa00,pass_int,0,,,,,
player,201101020sfo,crd,KomaMa00,pass_sacked,0,,,,,
player,201101020sfo,crd,KomaMa00,pass_sacked_yds,0,,,,,
player,201101020sfo,crd,KomaMa00,pass_long,0,,,,,
player,201101020sfo,crd,KomaMa00,pass_rating,,,,,,
player,201101020sfo,crd,KomaMa00,rush_att,0,,,,,
player,201101020sfo,crd,KomaMa00,rush_yds,0,,,,,
player,201101020sfo,crd,KomaMa00,rush_td,0,,,,,
player,201101020sfo,crd,KomaMa00,rush_long,0,,,,,
player,201101020sfo,crd,KomaMa00,targets,4,,,,,
player,201101020sfo,crd,KomaMa00,rec,3,,,,,
player,201101020sfo,crd,KomaMa00,rec_yds,26,,,,,
player,201101020sfo,crd,KomaMa00,rec_td,0,,,,,
player,201101020sfo,crd,KomaMa00,rec_long,13,,,,,
player,201101020sfo,crd,KomaMa00,fumbles,0,,,,,
player,201101020sfo,crd,KomaMa00,fumbles_lost,,,,,,
player,201101020sfo,crd,RobeAn00,pass_cmp,0,,,,,
player,201101020sfo,crd,RobeAn00,pass_att,0,,,,,
player,201101020sfo,crd,RobeAn00,pass_yds,0,,,,,
player,201101020sfo,crd,RobeAn00,pass_td,0,,,,,
player,201101020sfo,crd,RobeAn00,pass_int,0,,,,,
player,201101020sfo,crd,RobeAn00,pass_sacked,0,,,,,
player,201101020sfo,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201101020sfo,crd,RobeAn00,pass_long,0,,,,,
player,201101020sfo,crd,RobeAn00,pass_rating,,,,,,
player,201101020sfo,crd,RobeAn00,rush_att,0,,,,,
player,201101020sfo,crd,RobeAn00,rush_yds,0,,,,,
player,201101020sfo,crd,RobeAn00,rush_td,0,,,,,
player,201101020sfo,crd,RobeAn00,rush_long,0,,,,,
player,201101020sfo,crd,RobeAn00,targets,11,,,,,
player,201101020sfo,crd,RobeAn00,rec,4,,,,,
player,201101020sfo,crd,RobeAn00,rec_yds,23,,,,,
player,201101020sfo,crd,RobeAn00,rec_td,0,,,,,
player,201101020sfo,crd,RobeAn00,rec_long,8,,,,,
player,201101020sfo,crd,RobeAn00,fumbles,1,,,,,
player,201101020sfo,crd,RobeAn00,fumbles_lost,0,,,,,
player,201101020sfo,sfo,SmitAl03,pass_cmp,15,,,,,
player,201101020sfo,sfo,SmitAl03,pass_att,29,,,,,
player,201101020sfo,sfo,SmitAl03,pass_yds,276,,,,,
player,201101020sfo,sfo,SmitAl03,pass_td,2,,,,,
player,201101020sfo,sfo,SmitAl03,pass_int,0,,,,,
player,201101020sfo,sfo,SmitAl03,pass_sacked,2,,,,,
player,201101020sfo,sfo,SmitAl03,pass_sacked_yds,14,,,,,
player,201101020sfo,sfo,SmitAl03,pass_long,59,,,,,
player,201101020sfo,sfo,SmitAl03,pass_rating,107.8,,,,,
player,201101020sfo,sfo,SmitAl03,rush_att,1,,,,,
player,201101020sfo,sfo,SmitAl03,rush_yds,-1,,,,,
player,201101020sfo,sfo,SmitAl03,rush_td,0,,,,,
player,201101020sfo,sfo,SmitAl03,rush_long,-1,,,,,
player,201101020sfo,sfo,SmitAl03,targets,0,,,,,
player,201101020sfo,sfo,SmitAl03,rec,0,,,,,
player,201101020sfo,sfo,SmitAl03,rec_yds,0,,,,,
player,201101020sfo,sfo,SmitAl03,rec_td,0,,,,,
player,201101020sfo,sfo,SmitAl03,rec_long,0,,,,,
player,201101020sfo,sfo,SmitAl03,fumbles,0,,,,,
player,201101020sfo,sfo,SmitAl03,fumbles_lost,,,,,,
player,201101020sfo,sfo,WestBr00,pass_cmp,0,,,,,
player,201101020sfo,sfo,WestBr00,pass_att,0,,,,,
player,201101020sfo,sfo,WestBr00,pass_yds,0,,,,,
player,201101020sfo,sfo,WestBr00,pass_td,0,,,,,
player,201101020sfo,sfo,WestBr00,pass_int,0,,,,,
player,201101020sfo,sfo,WestBr00,pass_sacked,,,,,,
player,201101020sfo,sfo,WestBr00,pass_sacked_yds,,,,,,
player,201101020sfo,sfo,WestBr00,pass_long,0,,,,,
player,201101020sfo,sfo,WestBr00,pass_rating,,,,,,
player,201101020sfo,sfo,WestBr00,rush_att,13,,,,,
player,201101020sfo,sfo,WestBr00,rush_yds,79,,,,,
player,201101020sfo,sfo,WestBr00,rush_td,2,,,,,
player,201101020sfo,sfo,WestBr00,rush_long,30,,,,,
player,201101020sfo,sfo,WestBr00,targets,4,,,,,
player,201101020sfo,sfo,WestBr00,rec,1,,,,,
player,201101020sfo,sfo,WestBr00,rec_yds,14,,,,,
player,201101020sfo,sfo,WestBr00,rec_td,0,,,,,
player,201101020sfo,sfo,WestBr00,rec_long,14,,,,,
player,201101020sfo,sfo,WestBr00,fumbles,0,,,,,
player,201101020sfo,sfo,WestBr00,fumbles_lost,,,,,,
player,201101020sfo,sfo,DixoAn00,pass_cmp,0,,,,,
player,201101020sfo,sfo,DixoAn00,pass_att,0,,,,,
player,201101020sfo,sfo,DixoAn00,pass_yds,0,,,,,
player,201101020sfo,sfo,DixoAn00,pass_td,0,,,,,
player,201101020sfo,sfo,DixoAn00,pass_int,0,,,,,
player,201101020sfo,sfo,DixoAn00,pass_sacked,,,,,,
player,201101020sfo,sfo,DixoAn00,pass_sacked_yds,,,,,,
player,201101020sfo,sfo,DixoAn00,pass_long,0,,,,,
player,201101020sfo,sfo,DixoAn00,pass_rating,,,,,,
player,201101020sfo,sfo,DixoAn00,rush_att,11,,,,,
player,201101020sfo,sfo,DixoAn00,rush_yds,22,,,,,
player,201101020sfo,sfo,DixoAn00,rush_td,0,,,,,
player,201101020sfo,sfo,DixoAn00,rush_long,8,,,,,
player,201101020sfo,sfo,DixoAn00,targets,1,,,,,
player,201101020sfo,sfo,DixoAn00,rec,1,,,,,
player,201101020sfo,sfo,DixoAn00,rec_yds,2,,,,,
player,201101020sfo,sfo,DixoAn00,rec_td,0,,,,,
player,201101020sfo,sfo,DixoAn00,rec_long,2,,,,,
player,201101020sfo,sfo,DixoAn00,fumbles,0,,,,,
player,201101020sfo,sfo,DixoAn00,fumbles_lost,,,,,,
player,201101020sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201101020sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201101020sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201101020sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201101020sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201101020sfo,sfo,DaviVe00,pass_sacked,,,,,,
player,201101020sfo,sfo,DaviVe00,pass_sacked_yds,,,,,,
player,201101020sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201101020sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201101020sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201101020sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201101020sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201101020sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201101020sfo,sfo,DaviVe00,targets,6,,,,,
player,201101020sfo,sfo,DaviVe00,rec,3,,,,,
player,201101020sfo,sfo,DaviVe00,rec_yds,96,,,,,
player,201101020sfo,sfo,DaviVe00,rec_td,1,,,,,
player,201101020sfo,sfo,DaviVe00,rec_long,59,,,,,
player,201101020sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201101020sfo,sfo,DaviVe00,fumbles_lost,,,,,,
player,201101020sfo,sfo,MorgJo00,pass_cmp,0,,,,,
player,201101020sfo,sfo,MorgJo00,pass_att,0,,,,,
player,201101020sfo,sfo,MorgJo00,pass_yds,0,,,,,
player,201101020sfo,sfo,MorgJo00,pass_td,0,,,,,
player,201101020sfo,sfo,MorgJo00,pass_int,0,,,,,
player,201101020sfo,sfo,MorgJo00,pass_sacked,,,,,,
player,201101020sfo,sfo,MorgJo00,pass_sacked_yds,,,,,,
player,201101020sfo,sfo,MorgJo00,pass_long,0,,,,,
player,201101020sfo,sfo,MorgJo00,pass_rating,,,,,,
player,201101020sfo,sfo,MorgJo00,rush_att,0,,,,,
player,201101020sfo,sfo,MorgJo00,rush_yds,0,,,,,
player,201101020sfo,sfo,MorgJo00,rush_td,0,,,,,
player,201101020sfo,sfo,MorgJo00,rush_long,0,,,,,
player,201101020sfo,sfo,MorgJo00,targets,4,,,,,
player,201101020sfo,sfo,MorgJo00,rec,3,,,,,
player,201101020sfo,sfo,MorgJo00,rec_yds,59,,,,,
player,201101020sfo,sfo,MorgJo00,rec_td,0,,,,,
player,201101020sfo,sfo,MorgJo00,rec_long,32,,,,,
player,201101020sfo,sfo,MorgJo00,fumbles,0,,,,,
player,201101020sfo,sfo,MorgJo00,fumbles_lost,,,,,,
player,201101020sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201101020sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201101020sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201101020sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201101020sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201101020sfo,sfo,CrabMi00,pass_sacked,,,,,,
player,201101020sfo,sfo,CrabMi00,pass_sacked_yds,,,,,,
player,201101020sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201101020sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201101020sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201101020sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201101020sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201101020sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201101020sfo,sfo,CrabMi00,targets,6,,,,,
player,201101020sfo,sfo,CrabMi00,rec,4,,,,,
player,201101020sfo,sfo,CrabMi00,rec_yds,47,,,,,
player,201101020sfo,sfo,CrabMi00,rec_td,0,,,,,
player,201101020sfo,sfo,CrabMi00,rec_long,18,,,,,
player,201101020sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201101020sfo,sfo,CrabMi00,fumbles_lost,,,,,,
player,201101020sfo,sfo,GinnTe00,pass_cmp,0,,,,,
player,201101020sfo,sfo,GinnTe00,pass_att,0,,,,,
player,201101020sfo,sfo,GinnTe00,pass_yds,0,,,,,
player,201101020sfo,sfo,GinnTe00,pass_td,0,,,,,
player,201101020sfo,sfo,GinnTe00,pass_int,0,,,,,
player,201101020sfo,sfo,GinnTe00,pass_sacked,,,,,,
player,201101020sfo,sfo,GinnTe00,pass_sacked_yds,,,,,,
player,201101020sfo,sfo,GinnTe00,pass_long,0,,,,,
player,201101020sfo,sfo,GinnTe00,pass_rating,,,,,,
player,201101020sfo,sfo,GinnTe00,rush_att,0,,,,,
player,201101020sfo,sfo,GinnTe00,rush_yds,0,,,,,
player,201101020sfo,sfo,GinnTe00,rush_td,0,,,,,
player,201101020sfo,sfo,GinnTe00,rush_long,0,,,,,
player,201101020sfo,sfo,GinnTe00,targets,4,,,,,
player,201101020sfo,sfo,GinnTe00,rec,2,,,,,
player,201101020sfo,sfo,GinnTe00,rec_yds,41,,,,,
player,201101020sfo,sfo,GinnTe00,rec_td,1,,,,,
player,201101020sfo,sfo,GinnTe00,rec_long,37,,,,,
player,201101020sfo,sfo,GinnTe00,fumbles,1,,,,,
player,201101020sfo,sfo,GinnTe00,fumbles_lost,0,,,,,
player,201101020sfo,sfo,WalkHu00,pass_cmp,0,,,,,
player,201101020sfo,sfo,WalkHu00,pass_att,0,,,,,
player,201101020sfo,sfo,WalkHu00,pass_yds,0,,,,,
player,201101020sfo,sfo,WalkHu00,pass_td,0,,,,,
player,201101020sfo,sfo,WalkHu00,pass_int,0,,,,,
player,201101020sfo,sfo,WalkHu00,pass_sacked,,,,,,
player,201101020sfo,sfo,WalkHu00,pass_sacked_yds,,,,,,
player,201101020sfo,sfo,WalkHu00,pass_long,0,,,,,
player,201101020sfo,sfo,WalkHu00,pass_rating,,,,,,
player,201101020sfo,sfo,WalkHu00,rush_att,0,,,,,
player,201101020sfo,sfo,WalkHu00,rush_yds,0,,,,,
player,201101020sfo,sfo,WalkHu00,rush_td,0,,,,,
player,201101020sfo,sfo,WalkHu00,rush_long,0,,,,,
player,201101020sfo,sfo,WalkHu00,targets,3,,,,,
player,201101020sfo,sfo,WalkHu00,rec,1,,,,,
player,201101020sfo,sfo,WalkHu00,rec_yds,17,,,,,
player,201101020sfo,sfo,WalkHu00,rec_td,0,,,,,
player,201101020sfo,sfo,WalkHu00,rec_long,17,,,,,
player,201101020sfo,sfo,WalkHu00,fumbles,0,,,,,
player,201101020sfo,sfo,WalkHu00,fumbles_lost,,,,,,
player,201101020sfo,sfo,SnydAd20,pass_cmp,,,,,,
player,201101020sfo,sfo,SnydAd20,pass_att,,,,,,
player,201101020sfo,sfo,SnydAd20,pass_yds,,,,,,
player,201101020sfo,sfo,SnydAd20,pass_td,,,,,,
player,201101020sfo,sfo,SnydAd20,pass_int,,,,,,
player,201101020sfo,sfo,SnydAd20,pass_sacked,,,,,,
player,201101020sfo,sfo,SnydAd20,pass_sacked_yds,,,,,,
player,201101020sfo,sfo,SnydAd20,pass_long,,,,,,
player,201101020sfo,sfo,SnydAd20,pass_rating,,,,,,
player,201101020sfo,sfo,SnydAd20,rush_att,,,,,,
player,201101020sfo,sfo,SnydAd20,rush_yds,,,,,,
player,201101020sfo,sfo,SnydAd20,rush_td,,,,,,
player,201101020sfo,sfo,SnydAd20,rush_long,,,,,,
player,201101020sfo,sfo,SnydAd20,targets,1,,,,,
player,201101020sfo,sfo,SnydAd20,rec,0,,,,,
player,201101020sfo,sfo,SnydAd20,rec_yds,0,,,,,
player,201101020sfo,sfo,SnydAd20,rec_td,0,,,,,
player,201101020sfo,sfo,SnydAd20,rec_long,,,,,,
player,201101020sfo,sfo,SnydAd20,fumbles,,,,,,
player,201101020sfo,sfo,SnydAd20,fumbles_lost,,,,,,
player,201101020sfo,crd,DockDa20,def_int,0,,,,,
player,201101020sfo,crd,DockDa20,def_int_yds,0,,,,,
player,201101020sfo,crd,DockDa20,def_int_td,0,,,,,
player,201101020sfo,crd,DockDa20,def_int_long,0,,,,,
player,201101020sfo,crd,DockDa20,pass_defended,0,,,,,
player,201101020sfo,crd,DockDa20,sacks,1.0,,,,,
player,201101020sfo,crd,DockDa20,tackles_combined,3,,,,,
player,201101020sfo,crd,DockDa20,tackles_solo,3,,,,,
player,201101020sfo,crd,DockDa20,tackles_assists,0,,,,,
player,201101020sfo,crd,DockDa20,tackles_loss,1,,,,,
player,201101020sfo,crd,DockDa20,qb_hits,1,,,,,
player,201101020sfo,crd,DockDa20,fumbles_rec,0,,,,,
player,201101020sfo,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201101020sfo,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201101020sfo,crd,DockDa20,fumbles_forced,0,,,,,
player,201101020sfo,crd,SchoOB99,def_int,0,,,,,
player,201101020sfo,crd,SchoOB99,def_int_yds,0,,,,,
player,201101020sfo,crd,SchoOB99,def_int_td,0,,,,,
player,201101020sfo,crd,SchoOB99,def_int_long,0,,,,,
player,201101020sfo,crd,SchoOB99,pass_defended,0,,,,,
player,201101020sfo,crd,SchoOB99,sacks,1.0,,,,,
player,201101020sfo,crd,SchoOB99,tackles_combined,2,,,,,
player,201101020sfo,crd,SchoOB99,tackles_solo,2,,,,,
player,201101020sfo,crd,SchoOB99,tackles_assists,0,,,,,
player,201101020sfo,crd,SchoOB99,tackles_loss,2,,,,,
player,201101020sfo,crd,SchoOB99,qb_hits,1,,,,,
player,201101020sfo,crd,SchoOB99,fumbles_rec,0,,,,,
player,201101020sfo,crd,SchoOB99,fumbles_rec_yds,0,,,,,
player,201101020sfo,crd,SchoOB99,fumbles_rec_td,0,,,,,
player,201101020sfo,crd,SchoOB99,fumbles_forced,0,,,,,
player,201101020sfo,crd,HaggCl20,def_int,0,,,,,
player,201101020sfo,crd,HaggCl20,def_int_yds,0,,,,,
player,201101020sfo,crd,HaggCl20,def_int_td,0,,,,,
