game,2010,9,20101107,201011070sea,nyg,"New York Giants",41,sea,"Seattle Seahawks",7
player,201011070sea,sea,ForsJu00,pass_td,0,,,,,
player,201011070sea,sea,ForsJu00,pass_int,0,,,,,
player,201011070sea,sea,ForsJu00,pass_sacked,,,,,,
player,201011070sea,sea,ForsJu00,pass_sacked_yds,,,,,,
player,201011070sea,sea,ForsJu00,pass_long,0,,,,,
player,201011070sea,sea,ForsJu00,pass_rating,,,,,,
player,201011070sea,sea,ForsJu00,rush_att,1,,,,,
player,201011070sea,sea,ForsJu00,rush_yds,-1,,,,,
player,201011070sea,sea,ForsJu00,rush_td,0,,,,,
player,201011070sea,sea,ForsJu00,rush_long,-1,,,,,
player,201011070sea,sea,ForsJu00,targets,1,,,,,
player,201011070sea,sea,ForsJu00,rec,1,,,,,
player,201011070sea,sea,ForsJu00,rec_yds,5,,,,,
player,201011070sea,sea,ForsJu00,rec_td,0,,,,,
player,201011070sea,sea,ForsJu00,rec_long,5,,,,,
player,201011070sea,sea,ForsJu00,fumbles,0,,,,,
player,201011070sea,sea,ForsJu00,fumbles_lost,,,,,,
player,201011070sea,nyg,WebsCo20,def_int,1,,,,,
player,201011070sea,nyg,WebsCo20,def_int_yds,2,,,,,
player,201011070sea,nyg,WebsCo20,def_int_td,0,,,,,
player,201011070sea,nyg,WebsCo20,def_int_long,2,,,,,
player,201011070sea,nyg,WebsCo20,pass_defended,1,,,,,
player,201011070sea,nyg,WebsCo20,sacks,0.0,,,,,
player,201011070sea,nyg,WebsCo20,tackles_combined,5,,,,,
player,201011070sea,nyg,WebsCo20,tackles_solo,4,,,,,
player,201011070sea,nyg,WebsCo20,tackles_assists,1,,,,,
player,201011070sea,nyg,WebsCo20,tackles_loss,0,,,,,
player,201011070sea,nyg,WebsCo20,qb_hits,0,,,,,
player,201011070sea,nyg,WebsCo20,fumbles_rec,0,,,,,
player,201011070sea,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201011070sea,nyg,ThomTe99,def_int,1,,,,,
player,201011070sea,nyg,ThomTe99,def_int_yds,28,,,,,
player,201011070sea,nyg,ThomTe99,def_int_td,0,,,,,
player,201011070sea,nyg,ThomTe99,def_int_long,28,,,,,
player,201011070sea,nyg,ThomTe99,pass_defended,2,,,,,
player,201011070sea,nyg,ThomTe99,sacks,0.0,,,,,
player,201011070sea,nyg,ThomTe99,tackles_combined,2,,,,,
player,201011070sea,nyg,ThomTe99,tackles_solo,0,,,,,
player,201011070sea,nyg,ThomTe99,tackles_assists,2,,,,,
player,201011070sea,nyg,ThomTe99,tackles_loss,0,,,,,
player,201011070sea,nyg,ThomTe99,qb_hits,0,,,,,
player,201011070sea,nyg,ThomTe99,fumbles_rec,0,,,,,
player,201011070sea,nyg,ThomTe99,fumbles_rec_yds,0,,,,,
