game,2010,2,20100919,201009190gnb,buf,"Buffalo Bills",7,gnb,"Green Bay Packers",34
player,201009190gnb,buf,LyncMa00,pass_rating,,,,,,
player,201009190gnb,buf,LyncMa00,rush_att,17,,,,,
player,201009190gnb,buf,LyncMa00,rush_yds,64,,,,,
player,201009190gnb,buf,LyncMa00,rush_td,0,,,,,
player,201009190gnb,buf,LyncMa00,rush_long,14,,,,,
player,201009190gnb,buf,LyncMa00,targets,0,,,,,
player,201009190gnb,buf,LyncMa00,rec,0,,,,,
player,201009190gnb,buf,LyncMa00,rec_yds,0,,,,,
player,201009190gnb,buf,LyncMa00,rec_td,0,,,,,
player,201009190gnb,buf,LyncMa00,rec_long,0,,,,,
player,201009190gnb,buf,LyncMa00,fumbles,0,,,,,
player,201009190gnb,buf,LyncMa00,fumbles_lost,,,,,,
player,201009190gnb,buf,JackFr02,pass_cmp,0,,,,,
player,201009190gnb,buf,JackFr02,pass_att,0,,,,,
player,201009190gnb,buf,JackFr02,pass_yds,0,,,,,
player,201009190gnb,buf,JackFr02,pass_td,0,,,,,
player,201009190gnb,buf,JackFr02,pass_int,0,,,,,
player,201009190gnb,buf,JackFr02,pass_sacked,,,,,,
player,201009190gnb,buf,JackFr02,pass_sacked_yds,,,,,,
player,201009190gnb,buf,JackFr02,pass_long,0,,,,,
player,201009190gnb,buf,JackFr02,pass_rating,,,,,,
player,201009190gnb,buf,JackFr02,rush_att,9,,,,,
player,201009190gnb,buf,JackFr02,rush_yds,39,,,,,
player,201009190gnb,buf,JackFr02,rush_td,1,,,,,
player,201009190gnb,buf,JackFr02,rush_long,11,,,,,
player,201009190gnb,buf,JackFr02,targets,1,,,,,
player,201009190gnb,buf,JackFr02,rec,0,,,,,
player,201009190gnb,buf,JackFr02,rec_yds,0,,,,,
player,201009190gnb,buf,JackFr02,rec_td,0,,,,,
player,201009190gnb,buf,JackFr02,rec_long,0,,,,,
player,201009190gnb,buf,JackFr02,fumbles,0,,,,,
player,201009190gnb,buf,JackFr02,fumbles_lost,,,,,,
player,201009190gnb,buf,ParrRo00,pass_cmp,0,,,,,
player,201009190gnb,buf,ParrRo00,pass_att,0,,,,,
player,201009190gnb,buf,ParrRo00,pass_yds,0,,,,,
player,201009190gnb,buf,ParrRo00,pass_td,0,,,,,
player,201009190gnb,buf,ParrRo00,pass_int,0,,,,,
player,201009190gnb,buf,ParrRo00,pass_sacked,,,,,,
player,201009190gnb,buf,ParrRo00,pass_sacked_yds,,,,,,
player,201009190gnb,buf,ParrRo00,pass_long,0,,,,,
player,201009190gnb,buf,ParrRo00,pass_rating,,,,,,
player,201009190gnb,buf,ParrRo00,rush_att,1,,,,,
player,201009190gnb,buf,ParrRo00,rush_yds,4,,,,,
player,201009190gnb,buf,ParrRo00,rush_td,0,,,,,
player,201009190gnb,buf,ParrRo00,rush_long,4,,,,,
player,201009190gnb,buf,ParrRo00,targets,4,,,,,
player,201009190gnb,buf,ParrRo00,rec,2,,,,,
player,201009190gnb,buf,ParrRo00,rec_yds,34,,,,,
player,201009190gnb,buf,ParrRo00,rec_td,0,,,,,
player,201009190gnb,buf,ParrRo00,rec_long,21,,,,,
player,201009190gnb,buf,ParrRo00,fumbles,0,,,,,
player,201009190gnb,buf,ParrRo00,fumbles_lost,,,,,,
player,201009190gnb,buf,SpilC.00,pass_cmp,0,,,,,
player,201009190gnb,buf,SpilC.00,pass_att,0,,,,,
player,201009190gnb,buf,SpilC.00,pass_yds,0,,,,,
player,201009190gnb,buf,SpilC.00,pass_td,0,,,,,
player,201009190gnb,buf,SpilC.00,pass_int,0,,,,,
player,201009190gnb,buf,SpilC.00,pass_sacked,,,,,,
player,201009190gnb,buf,SpilC.00,pass_sacked_yds,,,,,,
player,201009190gnb,buf,SpilC.00,pass_long,0,,,,,
player,201009190gnb,buf,SpilC.00,pass_rating,,,,,,
player,201009190gnb,buf,SpilC.00,rush_att,1,,,,,
player,201009190gnb,buf,SpilC.00,rush_yds,3,,,,,
player,201009190gnb,buf,SpilC.00,rush_td,0,,,,,
player,201009190gnb,buf,SpilC.00,rush_long,3,,,,,
player,201009190gnb,buf,SpilC.00,targets,4,,,,,
player,201009190gnb,buf,SpilC.00,rec,4,,,,,
player,201009190gnb,buf,SpilC.00,rec_yds,23,,,,,
player,201009190gnb,buf,SpilC.00,rec_td,0,,,,,
player,201009190gnb,buf,SpilC.00,rec_long,7,,,,,
player,201009190gnb,buf,SpilC.00,fumbles,0,,,,,
player,201009190gnb,buf,SpilC.00,fumbles_lost,,,,,,
player,201009190gnb,buf,McInCo00,pass_cmp,0,,,,,
player,201009190gnb,buf,McInCo00,pass_att,0,,,,,
player,201009190gnb,buf,McInCo00,pass_yds,0,,,,,
player,201009190gnb,buf,McInCo00,pass_td,0,,,,,
player,201009190gnb,buf,McInCo00,pass_int,0,,,,,
player,201009190gnb,buf,McInCo00,pass_sacked,,,,,,
player,201009190gnb,buf,McInCo00,pass_sacked_yds,,,,,,
player,201009190gnb,buf,McInCo00,pass_long,0,,,,,
player,201009190gnb,buf,McInCo00,pass_rating,,,,,,
player,201009190gnb,buf,McInCo00,rush_att,1,,,,,
player,201009190gnb,buf,McInCo00,rush_yds,2,,,,,
player,201009190gnb,buf,McInCo00,rush_td,0,,,,,
player,201009190gnb,buf,McInCo00,rush_long,2,,,,,
player,201009190gnb,buf,McInCo00,targets,0,,,,,
player,201009190gnb,buf,McInCo00,rec,0,,,,,
player,201009190gnb,buf,McInCo00,rec_yds,0,,,,,
player,201009190gnb,buf,McInCo00,rec_td,0,,,,,
player,201009190gnb,buf,McInCo00,rec_long,0,,,,,
player,201009190gnb,buf,McInCo00,fumbles,0,,,,,
player,201009190gnb,buf,McInCo00,fumbles_lost,,,,,,
player,201009190gnb,buf,JohnSt00,pass_cmp,0,,,,,
player,201009190gnb,buf,JohnSt00,pass_att,0,,,,,
player,201009190gnb,buf,JohnSt00,pass_yds,0,,,,,
player,201009190gnb,buf,JohnSt00,pass_td,0,,,,,
player,201009190gnb,buf,JohnSt00,pass_int,0,,,,,
player,201009190gnb,buf,JohnSt00,pass_sacked,,,,,,
player,201009190gnb,buf,JohnSt00,pass_sacked_yds,,,,,,
player,201009190gnb,buf,JohnSt00,pass_long,0,,,,,
player,201009190gnb,buf,JohnSt00,pass_rating,,,,,,
player,201009190gnb,buf,JohnSt00,rush_att,0,,,,,
player,201009190gnb,buf,JohnSt00,rush_yds,0,,,,,
player,201009190gnb,buf,JohnSt00,rush_td,0,,,,,
player,201009190gnb,buf,JohnSt00,rush_long,0,,,,,
player,201009190gnb,buf,JohnSt00,targets,6,,,,,
player,201009190gnb,buf,JohnSt00,rec,3,,,,,
player,201009190gnb,buf,JohnSt00,rec_yds,31,,,,,
player,201009190gnb,buf,JohnSt00,rec_td,0,,,,,
player,201009190gnb,buf,JohnSt00,rec_long,15,,,,,
player,201009190gnb,buf,JohnSt00,fumbles,0,,,,,
player,201009190gnb,buf,JohnSt00,fumbles_lost,,,,,,
player,201009190gnb,buf,StupJo00,pass_cmp,0,,,,,
player,201009190gnb,buf,StupJo00,pass_att,0,,,,,
player,201009190gnb,buf,StupJo00,pass_yds,0,,,,,
player,201009190gnb,buf,StupJo00,pass_td,0,,,,,
player,201009190gnb,buf,StupJo00,pass_int,0,,,,,
player,201009190gnb,buf,StupJo00,pass_sacked,,,,,,
player,201009190gnb,buf,StupJo00,pass_sacked_yds,,,,,,
player,201009190gnb,buf,StupJo00,pass_long,0,,,,,
player,201009190gnb,buf,StupJo00,pass_rating,,,,,,
player,201009190gnb,buf,StupJo00,rush_att,0,,,,,
player,201009190gnb,buf,StupJo00,rush_yds,0,,,,,
player,201009190gnb,buf,StupJo00,rush_td,0,,,,,
player,201009190gnb,buf,StupJo00,rush_long,0,,,,,
player,201009190gnb,buf,StupJo00,targets,2,,,,,
player,201009190gnb,buf,StupJo00,rec,2,,,,,
player,201009190gnb,buf,StupJo00,rec_yds,14,,,,,
player,201009190gnb,buf,StupJo00,rec_td,0,,,,,
player,201009190gnb,buf,StupJo00,rec_long,9,,,,,
player,201009190gnb,buf,StupJo00,fumbles,0,,,,,
player,201009190gnb,buf,StupJo00,fumbles_lost,,,,,,
player,201009190gnb,buf,NelsDa01,pass_cmp,,,,,,
player,201009190gnb,buf,NelsDa01,pass_att,,,,,,
player,201009190gnb,buf,NelsDa01,pass_yds,,,,,,
player,201009190gnb,buf,NelsDa01,pass_td,,,,,,
player,201009190gnb,buf,NelsDa01,pass_int,,,,,,
player,201009190gnb,buf,NelsDa01,pass_sacked,,,,,,
player,201009190gnb,buf,NelsDa01,pass_sacked_yds,,,,,,
player,201009190gnb,buf,NelsDa01,pass_long,,,,,,
player,201009190gnb,buf,NelsDa01,pass_rating,,,,,,
player,201009190gnb,buf,NelsDa01,rush_att,,,,,,
player,201009190gnb,buf,NelsDa01,rush_yds,,,,,,
player,201009190gnb,buf,NelsDa01,rush_td,,,,,,
player,201009190gnb,buf,NelsDa01,rush_long,,,,,,
player,201009190gnb,buf,NelsDa01,targets,1,,,,,
player,201009190gnb,buf,NelsDa01,rec,0,,,,,
player,201009190gnb,buf,NelsDa01,rec_yds,0,,,,,
player,201009190gnb,buf,NelsDa01,rec_td,0,,,,,
player,201009190gnb,buf,NelsDa01,rec_long,,,,,,
player,201009190gnb,buf,NelsDa01,fumbles,,,,,,
player,201009190gnb,buf,NelsDa01,fumbles_lost,,,,,,
player,201009190gnb,gnb,RodgAa00,pass_cmp,19,,,,,
player,201009190gnb,gnb,RodgAa00,pass_att,29,,,,,
player,201009190gnb,gnb,RodgAa00,pass_yds,255,,,,,
player,201009190gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201009190gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201009190gnb,gnb,RodgAa00,pass_sacked,0,,,,,
player,201009190gnb,gnb,RodgAa00,pass_sacked_yds,0,,,,,
player,201009190gnb,gnb,RodgAa00,pass_long,34,,,,,
player,201009190gnb,gnb,RodgAa00,pass_rating,116.3,,,,,
player,201009190gnb,gnb,RodgAa00,rush_att,5,,,,,
player,201009190gnb,gnb,RodgAa00,rush_yds,20,,,,,
player,201009190gnb,gnb,RodgAa00,rush_td,1,,,,,
player,201009190gnb,gnb,RodgAa00,rush_long,12,,,,,
player,201009190gnb,gnb,RodgAa00,targets,0,,,,,
player,201009190gnb,gnb,RodgAa00,rec,0,,,,,
player,201009190gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201009190gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201009190gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201009190gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201009190gnb,gnb,RodgAa00,fumbles_lost,,,,,,
player,201009190gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201009190gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201009190gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201009190gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201009190gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201009190gnb,gnb,KuhnJo00,pass_sacked,,,,,,
player,201009190gnb,gnb,KuhnJo00,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201009190gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201009190gnb,gnb,KuhnJo00,rush_att,9,,,,,
player,201009190gnb,gnb,KuhnJo00,rush_yds,36,,,,,
player,201009190gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201009190gnb,gnb,KuhnJo00,rush_long,12,,,,,
player,201009190gnb,gnb,KuhnJo00,targets,1,,,,,
player,201009190gnb,gnb,KuhnJo00,rec,0,,,,,
player,201009190gnb,gnb,KuhnJo00,rec_yds,0,,,,,
player,201009190gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201009190gnb,gnb,KuhnJo00,rec_long,0,,,,,
player,201009190gnb,gnb,KuhnJo00,fumbles,1,,,,,
player,201009190gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201009190gnb,gnb,JackBr00,pass_cmp,0,,,,,
player,201009190gnb,gnb,JackBr00,pass_att,0,,,,,
player,201009190gnb,gnb,JackBr00,pass_yds,0,,,,,
player,201009190gnb,gnb,JackBr00,pass_td,0,,,,,
player,201009190gnb,gnb,JackBr00,pass_int,0,,,,,
player,201009190gnb,gnb,JackBr00,pass_sacked,,,,,,
player,201009190gnb,gnb,JackBr00,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,JackBr00,pass_long,0,,,,,
player,201009190gnb,gnb,JackBr00,pass_rating,,,,,,
player,201009190gnb,gnb,JackBr00,rush_att,11,,,,,
player,201009190gnb,gnb,JackBr00,rush_yds,29,,,,,
player,201009190gnb,gnb,JackBr00,rush_td,1,,,,,
player,201009190gnb,gnb,JackBr00,rush_long,6,,,,,
player,201009190gnb,gnb,JackBr00,targets,1,,,,,
player,201009190gnb,gnb,JackBr00,rec,1,,,,,
player,201009190gnb,gnb,JackBr00,rec_yds,10,,,,,
player,201009190gnb,gnb,JackBr00,rec_td,0,,,,,
player,201009190gnb,gnb,JackBr00,rec_long,10,,,,,
player,201009190gnb,gnb,JackBr00,fumbles,0,,,,,
player,201009190gnb,gnb,JackBr00,fumbles_lost,,,,,,
player,201009190gnb,gnb,NancDi00,pass_cmp,0,,,,,
player,201009190gnb,gnb,NancDi00,pass_att,0,,,,,
player,201009190gnb,gnb,NancDi00,pass_yds,0,,,,,
player,201009190gnb,gnb,NancDi00,pass_td,0,,,,,
player,201009190gnb,gnb,NancDi00,pass_int,0,,,,,
player,201009190gnb,gnb,NancDi00,pass_sacked,,,,,,
player,201009190gnb,gnb,NancDi00,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,NancDi00,pass_long,0,,,,,
player,201009190gnb,gnb,NancDi00,pass_rating,,,,,,
player,201009190gnb,gnb,NancDi00,rush_att,2,,,,,
player,201009190gnb,gnb,NancDi00,rush_yds,6,,,,,
player,201009190gnb,gnb,NancDi00,rush_td,0,,,,,
player,201009190gnb,gnb,NancDi00,rush_long,4,,,,,
player,201009190gnb,gnb,NancDi00,targets,0,,,,,
player,201009190gnb,gnb,NancDi00,rec,0,,,,,
player,201009190gnb,gnb,NancDi00,rec_yds,0,,,,,
player,201009190gnb,gnb,NancDi00,rec_td,0,,,,,
player,201009190gnb,gnb,NancDi00,rec_long,0,,,,,
player,201009190gnb,gnb,NancDi00,fumbles,0,,,,,
player,201009190gnb,gnb,NancDi00,fumbles_lost,,,,,,
player,201009190gnb,gnb,FinlJe00,pass_cmp,0,,,,,
player,201009190gnb,gnb,FinlJe00,pass_att,0,,,,,
player,201009190gnb,gnb,FinlJe00,pass_yds,0,,,,,
player,201009190gnb,gnb,FinlJe00,pass_td,0,,,,,
player,201009190gnb,gnb,FinlJe00,pass_int,0,,,,,
player,201009190gnb,gnb,FinlJe00,pass_sacked,,,,,,
player,201009190gnb,gnb,FinlJe00,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,FinlJe00,pass_long,0,,,,,
player,201009190gnb,gnb,FinlJe00,pass_rating,,,,,,
player,201009190gnb,gnb,FinlJe00,rush_att,0,,,,,
player,201009190gnb,gnb,FinlJe00,rush_yds,0,,,,,
player,201009190gnb,gnb,FinlJe00,rush_td,0,,,,,
player,201009190gnb,gnb,FinlJe00,rush_long,0,,,,,
player,201009190gnb,gnb,FinlJe00,targets,6,,,,,
player,201009190gnb,gnb,FinlJe00,rec,4,,,,,
player,201009190gnb,gnb,FinlJe00,rec_yds,103,,,,,
player,201009190gnb,gnb,FinlJe00,rec_td,0,,,,,
player,201009190gnb,gnb,FinlJe00,rec_long,34,,,,,
player,201009190gnb,gnb,FinlJe00,fumbles,0,,,,,
player,201009190gnb,gnb,FinlJe00,fumbles_lost,,,,,,
player,201009190gnb,gnb,DrivDo00,pass_cmp,0,,,,,
player,201009190gnb,gnb,DrivDo00,pass_att,0,,,,,
player,201009190gnb,gnb,DrivDo00,pass_yds,0,,,,,
player,201009190gnb,gnb,DrivDo00,pass_td,0,,,,,
player,201009190gnb,gnb,DrivDo00,pass_int,0,,,,,
player,201009190gnb,gnb,DrivDo00,pass_sacked,,,,,,
player,201009190gnb,gnb,DrivDo00,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,DrivDo00,pass_long,0,,,,,
player,201009190gnb,gnb,DrivDo00,pass_rating,,,,,,
player,201009190gnb,gnb,DrivDo00,rush_att,0,,,,,
player,201009190gnb,gnb,DrivDo00,rush_yds,0,,,,,
player,201009190gnb,gnb,DrivDo00,rush_td,0,,,,,
player,201009190gnb,gnb,DrivDo00,rush_long,0,,,,,
player,201009190gnb,gnb,DrivDo00,targets,5,,,,,
player,201009190gnb,gnb,DrivDo00,rec,4,,,,,
player,201009190gnb,gnb,DrivDo00,rec_yds,38,,,,,
player,201009190gnb,gnb,DrivDo00,rec_td,1,,,,,
player,201009190gnb,gnb,DrivDo00,rec_long,13,,,,,
player,201009190gnb,gnb,DrivDo00,fumbles,0,,,,,
player,201009190gnb,gnb,DrivDo00,fumbles_lost,,,,,,
player,201009190gnb,gnb,JennGr00,pass_cmp,0,,,,,
player,201009190gnb,gnb,JennGr00,pass_att,0,,,,,
player,201009190gnb,gnb,JennGr00,pass_yds,0,,,,,
player,201009190gnb,gnb,JennGr00,pass_td,0,,,,,
player,201009190gnb,gnb,JennGr00,pass_int,0,,,,,
player,201009190gnb,gnb,JennGr00,pass_sacked,,,,,,
player,201009190gnb,gnb,JennGr00,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,JennGr00,pass_long,0,,,,,
player,201009190gnb,gnb,JennGr00,pass_rating,,,,,,
player,201009190gnb,gnb,JennGr00,rush_att,0,,,,,
player,201009190gnb,gnb,JennGr00,rush_yds,0,,,,,
player,201009190gnb,gnb,JennGr00,rush_td,0,,,,,
player,201009190gnb,gnb,JennGr00,rush_long,0,,,,,
player,201009190gnb,gnb,JennGr00,targets,5,,,,,
player,201009190gnb,gnb,JennGr00,rec,3,,,,,
player,201009190gnb,gnb,JennGr00,rec_yds,36,,,,,
player,201009190gnb,gnb,JennGr00,rec_td,0,,,,,
player,201009190gnb,gnb,JennGr00,rec_long,21,,,,,
player,201009190gnb,gnb,JennGr00,fumbles,0,,,,,
player,201009190gnb,gnb,JennGr00,fumbles_lost,,,,,,
player,201009190gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201009190gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201009190gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201009190gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201009190gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201009190gnb,gnb,JoneJa04,pass_sacked,,,,,,
player,201009190gnb,gnb,JoneJa04,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201009190gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201009190gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201009190gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201009190gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201009190gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201009190gnb,gnb,JoneJa04,targets,7,,,,,
player,201009190gnb,gnb,JoneJa04,rec,3,,,,,
player,201009190gnb,gnb,JoneJa04,rec_yds,32,,,,,
player,201009190gnb,gnb,JoneJa04,rec_td,1,,,,,
player,201009190gnb,gnb,JoneJa04,rec_long,30,,,,,
player,201009190gnb,gnb,JoneJa04,fumbles,1,,,,,
player,201009190gnb,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201009190gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201009190gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201009190gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201009190gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201009190gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201009190gnb,gnb,NelsJo00,pass_sacked,,,,,,
player,201009190gnb,gnb,NelsJo00,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201009190gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201009190gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201009190gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201009190gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201009190gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201009190gnb,gnb,NelsJo00,targets,2,,,,,
player,201009190gnb,gnb,NelsJo00,rec,2,,,,,
player,201009190gnb,gnb,NelsJo00,rec_yds,26,,,,,
player,201009190gnb,gnb,NelsJo00,rec_td,0,,,,,
player,201009190gnb,gnb,NelsJo00,rec_long,15,,,,,
player,201009190gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201009190gnb,gnb,NelsJo00,fumbles_lost,,,,,,
player,201009190gnb,gnb,JohnQu00,pass_cmp,0,,,,,
player,201009190gnb,gnb,JohnQu00,pass_att,0,,,,,
player,201009190gnb,gnb,JohnQu00,pass_yds,0,,,,,
player,201009190gnb,gnb,JohnQu00,pass_td,0,,,,,
player,201009190gnb,gnb,JohnQu00,pass_int,0,,,,,
player,201009190gnb,gnb,JohnQu00,pass_sacked,,,,,,
player,201009190gnb,gnb,JohnQu00,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,JohnQu00,pass_long,0,,,,,
player,201009190gnb,gnb,JohnQu00,pass_rating,,,,,,
player,201009190gnb,gnb,JohnQu00,rush_att,0,,,,,
player,201009190gnb,gnb,JohnQu00,rush_yds,0,,,,,
player,201009190gnb,gnb,JohnQu00,rush_td,0,,,,,
player,201009190gnb,gnb,JohnQu00,rush_long,0,,,,,
player,201009190gnb,gnb,JohnQu00,targets,1,,,,,
player,201009190gnb,gnb,JohnQu00,rec,1,,,,,
player,201009190gnb,gnb,JohnQu00,rec_yds,11,,,,,
player,201009190gnb,gnb,JohnQu00,rec_td,0,,,,,
player,201009190gnb,gnb,JohnQu00,rec_long,11,,,,,
player,201009190gnb,gnb,JohnQu00,fumbles,0,,,,,
player,201009190gnb,gnb,JohnQu00,fumbles_lost,,,,,,
player,201009190gnb,gnb,LeexDo00,pass_cmp,0,,,,,
player,201009190gnb,gnb,LeexDo00,pass_att,0,,,,,
player,201009190gnb,gnb,LeexDo00,pass_yds,0,,,,,
player,201009190gnb,gnb,LeexDo00,pass_td,0,,,,,
player,201009190gnb,gnb,LeexDo00,pass_int,0,,,,,
player,201009190gnb,gnb,LeexDo00,pass_sacked,,,,,,
player,201009190gnb,gnb,LeexDo00,pass_sacked_yds,,,,,,
player,201009190gnb,gnb,LeexDo00,pass_long,0,,,,,
player,201009190gnb,gnb,LeexDo00,pass_rating,,,,,,
player,201009190gnb,gnb,LeexDo00,rush_att,0,,,,,
player,201009190gnb,gnb,LeexDo00,rush_yds,0,,,,,
player,201009190gnb,gnb,LeexDo00,rush_td,0,,,,,
player,201009190gnb,gnb,LeexDo00,rush_long,0,,,,,
player,201009190gnb,gnb,LeexDo00,targets,1,,,,,
player,201009190gnb,gnb,LeexDo00,rec,1,,,,,
player,201009190gnb,gnb,LeexDo00,rec_yds,-1,,,,,
player,201009190gnb,gnb,LeexDo00,rec_td,0,,,,,
player,201009190gnb,gnb,LeexDo00,rec_long,-1,,,,,
player,201009190gnb,gnb,LeexDo00,fumbles,0,,,,,
player,201009190gnb,gnb,LeexDo00,fumbles_lost,,,,,,
player,201009190gnb,buf,KelsCh21,def_int,0,,,,,
player,201009190gnb,buf,KelsCh21,def_int_yds,0,,,,,
player,201009190gnb,buf,KelsCh21,def_int_td,0,,,,,
player,201009190gnb,buf,KelsCh21,def_int_long,0,,,,,
player,201009190gnb,buf,KelsCh21,pass_defended,0,,,,,
player,201009190gnb,buf,KelsCh21,sacks,0.0,,,,,
player,201009190gnb,buf,KelsCh21,tackles_combined,8,,,,,
player,201009190gnb,buf,KelsCh21,tackles_solo,7,,,,,
player,201009190gnb,buf,KelsCh21,tackles_assists,1,,,,,
player,201009190gnb,buf,KelsCh21,tackles_loss,0,,,,,
player,201009190gnb,buf,KelsCh21,qb_hits,1,,,,,
player,201009190gnb,buf,KelsCh21,fumbles_rec,0,,,,,
player,201009190gnb,buf,KelsCh21,fumbles_rec_yds,0,,,,,
