game,2010,6,20101017,201010170ram,sdg,"San Diego Chargers",17,ram,"St. Louis Rams",20
player,201010170ram,ram,BartRo20,qb_hits,0,,,,,
player,201010170ram,ram,BartRo20,fumbles_rec,0,,,,,
player,201010170ram,ram,BartRo20,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,BartRo20,fumbles_rec_td,0,,,,,
player,201010170ram,ram,BartRo20,fumbles_forced,0,,,,,
player,201010170ram,ram,LaurJa99,def_int,0,,,,,
player,201010170ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201010170ram,ram,LaurJa99,def_int_td,0,,,,,
player,201010170ram,ram,LaurJa99,def_int_long,0,,,,,
player,201010170ram,ram,LaurJa99,pass_defended,0,,,,,
player,201010170ram,ram,LaurJa99,sacks,0.0,,,,,
player,201010170ram,ram,LaurJa99,tackles_combined,5,,,,,
player,201010170ram,ram,LaurJa99,tackles_solo,5,,,,,
player,201010170ram,ram,LaurJa99,tackles_assists,0,,,,,
player,201010170ram,ram,LaurJa99,tackles_loss,0,,,,,
player,201010170ram,ram,LaurJa99,qb_hits,0,,,,,
player,201010170ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201010170ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201010170ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201010170ram,ram,ButlJa20,def_int,0,,,,,
player,201010170ram,ram,ButlJa20,def_int_yds,0,,,,,
player,201010170ram,ram,ButlJa20,def_int_td,0,,,,,
player,201010170ram,ram,ButlJa20,def_int_long,0,,,,,
player,201010170ram,ram,ButlJa20,pass_defended,0,,,,,
player,201010170ram,ram,ButlJa20,sacks,0.0,,,,,
player,201010170ram,ram,ButlJa20,tackles_combined,4,,,,,
player,201010170ram,ram,ButlJa20,tackles_solo,4,,,,,
player,201010170ram,ram,ButlJa20,tackles_assists,0,,,,,
player,201010170ram,ram,ButlJa20,tackles_loss,0,,,,,
player,201010170ram,ram,ButlJa20,qb_hits,0,,,,,
player,201010170ram,ram,ButlJa20,fumbles_rec,0,,,,,
player,201010170ram,ram,ButlJa20,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,ButlJa20,fumbles_rec_td,0,,,,,
player,201010170ram,ram,ButlJa20,fumbles_forced,0,,,,,
player,201010170ram,ram,AhYoC.00,def_int,0,,,,,
player,201010170ram,ram,AhYoC.00,def_int_yds,0,,,,,
player,201010170ram,ram,AhYoC.00,def_int_td,0,,,,,
player,201010170ram,ram,AhYoC.00,def_int_long,0,,,,,
player,201010170ram,ram,AhYoC.00,pass_defended,0,,,,,
player,201010170ram,ram,AhYoC.00,sacks,0.0,,,,,
player,201010170ram,ram,AhYoC.00,tackles_combined,2,,,,,
player,201010170ram,ram,AhYoC.00,tackles_solo,1,,,,,
player,201010170ram,ram,AhYoC.00,tackles_assists,1,,,,,
player,201010170ram,ram,AhYoC.00,tackles_loss,0,,,,,
player,201010170ram,ram,AhYoC.00,qb_hits,1,,,,,
player,201010170ram,ram,AhYoC.00,fumbles_rec,0,,,,,
player,201010170ram,ram,AhYoC.00,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,AhYoC.00,fumbles_rec_td,0,,,,,
player,201010170ram,ram,AhYoC.00,fumbles_forced,0,,,,,
player,201010170ram,ram,DahlCr99,def_int,0,,,,,
player,201010170ram,ram,DahlCr99,def_int_yds,0,,,,,
player,201010170ram,ram,DahlCr99,def_int_td,0,,,,,
player,201010170ram,ram,DahlCr99,def_int_long,0,,,,,
player,201010170ram,ram,DahlCr99,pass_defended,0,,,,,
player,201010170ram,ram,DahlCr99,sacks,0.0,,,,,
player,201010170ram,ram,DahlCr99,tackles_combined,2,,,,,
player,201010170ram,ram,DahlCr99,tackles_solo,2,,,,,
player,201010170ram,ram,DahlCr99,tackles_assists,0,,,,,
player,201010170ram,ram,DahlCr99,tackles_loss,0,,,,,
player,201010170ram,ram,DahlCr99,qb_hits,0,,,,,
player,201010170ram,ram,DahlCr99,fumbles_rec,0,,,,,
player,201010170ram,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201010170ram,ram,DahlCr99,fumbles_forced,0,,,,,
player,201010170ram,ram,DiggNa20,def_int,0,,,,,
player,201010170ram,ram,DiggNa20,def_int_yds,0,,,,,
player,201010170ram,ram,DiggNa20,def_int_td,0,,,,,
player,201010170ram,ram,DiggNa20,def_int_long,0,,,,,
player,201010170ram,ram,DiggNa20,pass_defended,0,,,,,
player,201010170ram,ram,DiggNa20,sacks,0.0,,,,,
player,201010170ram,ram,DiggNa20,tackles_combined,2,,,,,
player,201010170ram,ram,DiggNa20,tackles_solo,2,,,,,
player,201010170ram,ram,DiggNa20,tackles_assists,0,,,,,
player,201010170ram,ram,DiggNa20,tackles_loss,0,,,,,
player,201010170ram,ram,DiggNa20,qb_hits,0,,,,,
player,201010170ram,ram,DiggNa20,fumbles_rec,0,,,,,
player,201010170ram,ram,DiggNa20,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,DiggNa20,fumbles_rec_td,0,,,,,
player,201010170ram,ram,DiggNa20,fumbles_forced,0,,,,,
player,201010170ram,ram,GibsGa99,def_int,0,,,,,
player,201010170ram,ram,GibsGa99,def_int_yds,0,,,,,
player,201010170ram,ram,GibsGa99,def_int_td,0,,,,,
player,201010170ram,ram,GibsGa99,def_int_long,0,,,,,
player,201010170ram,ram,GibsGa99,pass_defended,0,,,,,
player,201010170ram,ram,GibsGa99,sacks,0.0,,,,,
player,201010170ram,ram,GibsGa99,tackles_combined,2,,,,,
player,201010170ram,ram,GibsGa99,tackles_solo,2,,,,,
player,201010170ram,ram,GibsGa99,tackles_assists,0,,,,,
player,201010170ram,ram,GibsGa99,tackles_loss,1,,,,,
player,201010170ram,ram,GibsGa99,qb_hits,0,,,,,
player,201010170ram,ram,GibsGa99,fumbles_rec,0,,,,,
player,201010170ram,ram,GibsGa99,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,GibsGa99,fumbles_rec_td,0,,,,,
player,201010170ram,ram,GibsGa99,fumbles_forced,0,,,,,
player,201010170ram,ram,MurpJe99,def_int,0,,,,,
player,201010170ram,ram,MurpJe99,def_int_yds,0,,,,,
player,201010170ram,ram,MurpJe99,def_int_td,0,,,,,
player,201010170ram,ram,MurpJe99,def_int_long,0,,,,,
player,201010170ram,ram,MurpJe99,pass_defended,1,,,,,
player,201010170ram,ram,MurpJe99,sacks,0.0,,,,,
player,201010170ram,ram,MurpJe99,tackles_combined,2,,,,,
player,201010170ram,ram,MurpJe99,tackles_solo,2,,,,,
player,201010170ram,ram,MurpJe99,tackles_assists,0,,,,,
player,201010170ram,ram,MurpJe99,tackles_loss,0,,,,,
player,201010170ram,ram,MurpJe99,qb_hits,0,,,,,
player,201010170ram,ram,MurpJe99,fumbles_rec,0,,,,,
player,201010170ram,ram,MurpJe99,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,MurpJe99,fumbles_rec_td,0,,,,,
player,201010170ram,ram,MurpJe99,fumbles_forced,0,,,,,
player,201010170ram,ram,DarbKe00,def_int,0,,,,,
player,201010170ram,ram,DarbKe00,def_int_yds,0,,,,,
player,201010170ram,ram,DarbKe00,def_int_td,0,,,,,
player,201010170ram,ram,DarbKe00,def_int_long,0,,,,,
player,201010170ram,ram,DarbKe00,pass_defended,0,,,,,
player,201010170ram,ram,DarbKe00,sacks,0.0,,,,,
player,201010170ram,ram,DarbKe00,tackles_combined,1,,,,,
player,201010170ram,ram,DarbKe00,tackles_solo,1,,,,,
player,201010170ram,ram,DarbKe00,tackles_assists,0,,,,,
player,201010170ram,ram,DarbKe00,tackles_loss,0,,,,,
player,201010170ram,ram,DarbKe00,qb_hits,0,,,,,
player,201010170ram,ram,DarbKe00,fumbles_rec,0,,,,,
player,201010170ram,ram,DarbKe00,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,DarbKe00,fumbles_rec_td,0,,,,,
player,201010170ram,ram,DarbKe00,fumbles_forced,0,,,,,
player,201010170ram,ram,FellDa00,def_int,0,,,,,
player,201010170ram,ram,FellDa00,def_int_yds,0,,,,,
player,201010170ram,ram,FellDa00,def_int_td,0,,,,,
player,201010170ram,ram,FellDa00,def_int_long,0,,,,,
player,201010170ram,ram,FellDa00,pass_defended,0,,,,,
player,201010170ram,ram,FellDa00,sacks,0.0,,,,,
player,201010170ram,ram,FellDa00,tackles_combined,1,,,,,
player,201010170ram,ram,FellDa00,tackles_solo,1,,,,,
player,201010170ram,ram,FellDa00,tackles_assists,0,,,,,
player,201010170ram,ram,FellDa00,tackles_loss,0,,,,,
player,201010170ram,ram,FellDa00,qb_hits,0,,,,,
player,201010170ram,ram,FellDa00,fumbles_rec,0,,,,,
player,201010170ram,ram,FellDa00,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,FellDa00,fumbles_rec_td,0,,,,,
player,201010170ram,ram,FellDa00,fumbles_forced,0,,,,,
player,201010170ram,ram,KehlBr99,def_int,0,,,,,
player,201010170ram,ram,KehlBr99,def_int_yds,0,,,,,
player,201010170ram,ram,KehlBr99,def_int_td,0,,,,,
player,201010170ram,ram,KehlBr99,def_int_long,0,,,,,
player,201010170ram,ram,KehlBr99,pass_defended,0,,,,,
player,201010170ram,ram,KehlBr99,sacks,0.0,,,,,
player,201010170ram,ram,KehlBr99,tackles_combined,1,,,,,
player,201010170ram,ram,KehlBr99,tackles_solo,1,,,,,
player,201010170ram,ram,KehlBr99,tackles_assists,0,,,,,
player,201010170ram,ram,KehlBr99,tackles_loss,0,,,,,
player,201010170ram,ram,KehlBr99,qb_hits,0,,,,,
player,201010170ram,ram,KehlBr99,fumbles_rec,0,,,,,
player,201010170ram,ram,KehlBr99,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,KehlBr99,fumbles_rec_td,0,,,,,
player,201010170ram,ram,KehlBr99,fumbles_forced,0,,,,,
player,201010170ram,ram,MillBr01,def_int,0,,,,,
player,201010170ram,ram,MillBr01,def_int_yds,0,,,,,
player,201010170ram,ram,MillBr01,def_int_td,0,,,,,
player,201010170ram,ram,MillBr01,def_int_long,0,,,,,
player,201010170ram,ram,MillBr01,pass_defended,0,,,,,
player,201010170ram,ram,MillBr01,sacks,0.0,,,,,
player,201010170ram,ram,MillBr01,tackles_combined,1,,,,,
player,201010170ram,ram,MillBr01,tackles_solo,1,,,,,
player,201010170ram,ram,MillBr01,tackles_assists,0,,,,,
player,201010170ram,ram,MillBr01,tackles_loss,0,,,,,
player,201010170ram,ram,MillBr01,qb_hits,0,,,,,
player,201010170ram,ram,MillBr01,fumbles_rec,0,,,,,
player,201010170ram,ram,MillBr01,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,MillBr01,fumbles_rec_td,0,,,,,
player,201010170ram,ram,MillBr01,fumbles_forced,0,,,,,
player,201010170ram,ram,TostKe00,def_int,0,,,,,
player,201010170ram,ram,TostKe00,def_int_yds,0,,,,,
player,201010170ram,ram,TostKe00,def_int_td,0,,,,,
player,201010170ram,ram,TostKe00,def_int_long,0,,,,,
player,201010170ram,ram,TostKe00,pass_defended,0,,,,,
player,201010170ram,ram,TostKe00,sacks,0.0,,,,,
player,201010170ram,ram,TostKe00,tackles_combined,1,,,,,
player,201010170ram,ram,TostKe00,tackles_solo,1,,,,,
player,201010170ram,ram,TostKe00,tackles_assists,0,,,,,
player,201010170ram,ram,TostKe00,tackles_loss,0,,,,,
player,201010170ram,ram,TostKe00,qb_hits,0,,,,,
player,201010170ram,ram,TostKe00,fumbles_rec,0,,,,,
player,201010170ram,ram,TostKe00,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,TostKe00,fumbles_rec_td,0,,,,,
player,201010170ram,ram,TostKe00,fumbles_forced,0,,,,,
player,201010170ram,ram,KingJu99,def_int,0,,,,,
player,201010170ram,ram,KingJu99,def_int_yds,0,,,,,
player,201010170ram,ram,KingJu99,def_int_td,0,,,,,
player,201010170ram,ram,KingJu99,def_int_long,0,,,,,
player,201010170ram,ram,KingJu99,pass_defended,1,,,,,
player,201010170ram,ram,KingJu99,sacks,0.0,,,,,
player,201010170ram,ram,KingJu99,tackles_combined,0,,,,,
player,201010170ram,ram,KingJu99,tackles_solo,0,,,,,
player,201010170ram,ram,KingJu99,tackles_assists,0,,,,,
player,201010170ram,ram,KingJu99,tackles_loss,0,,,,,
player,201010170ram,ram,KingJu99,qb_hits,0,,,,,
player,201010170ram,ram,KingJu99,fumbles_rec,0,,,,,
player,201010170ram,ram,KingJu99,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,KingJu99,fumbles_rec_td,0,,,,,
player,201010170ram,ram,KingJu99,fumbles_forced,0,,,,,
player,201010170ram,ram,CudjJe00,def_int,,,,,,
player,201010170ram,ram,CudjJe00,def_int_yds,,,,,,
player,201010170ram,ram,CudjJe00,def_int_td,,,,,,
player,201010170ram,ram,CudjJe00,def_int_long,,,,,,
player,201010170ram,ram,CudjJe00,pass_defended,,,,,,
player,201010170ram,ram,CudjJe00,sacks,0.0,,,,,
player,201010170ram,ram,CudjJe00,tackles_combined,,,,,,
player,201010170ram,ram,CudjJe00,tackles_solo,,,,,,
player,201010170ram,ram,CudjJe00,tackles_assists,,,,,,
player,201010170ram,ram,CudjJe00,tackles_loss,0,,,,,
player,201010170ram,ram,CudjJe00,qb_hits,1,,,,,
player,201010170ram,ram,CudjJe00,fumbles_rec,,,,,,
player,201010170ram,ram,CudjJe00,fumbles_rec_yds,,,,,,
player,201010170ram,ram,CudjJe00,fumbles_rec_td,,,,,,
player,201010170ram,ram,CudjJe00,fumbles_forced,,,,,,
player,201010170ram,ram,StewDa00,def_int,,,,,,
player,201010170ram,ram,StewDa00,def_int_yds,,,,,,
player,201010170ram,ram,StewDa00,def_int_td,,,,,,
player,201010170ram,ram,StewDa00,def_int_long,,,,,,
player,201010170ram,ram,StewDa00,pass_defended,,,,,,
player,201010170ram,ram,StewDa00,sacks,0.0,,,,,
player,201010170ram,ram,StewDa00,tackles_combined,,,,,,
player,201010170ram,ram,StewDa00,tackles_solo,,,,,,
player,201010170ram,ram,StewDa00,tackles_assists,,,,,,
player,201010170ram,ram,StewDa00,tackles_loss,2,,,,,
player,201010170ram,ram,StewDa00,qb_hits,2,,,,,
player,201010170ram,ram,StewDa00,fumbles_rec,,,,,,
player,201010170ram,ram,StewDa00,fumbles_rec_yds,,,,,,
player,201010170ram,ram,StewDa00,fumbles_rec_td,,,,,,
player,201010170ram,ram,StewDa00,fumbles_forced,,,,,,
player,201010170ram,sdg,SproDa00,kick_ret,5,,,,,
player,201010170ram,sdg,SproDa00,kick_ret_yds,115,,,,,
player,201010170ram,sdg,SproDa00,kick_ret_yds_per_ret,23.0,,,,,
player,201010170ram,sdg,SproDa00,kick_ret_td,0,,,,,
player,201010170ram,sdg,SproDa00,kick_ret_long,31,,,,,
player,201010170ram,sdg,SproDa00,punt_ret,2,,,,,
player,201010170ram,sdg,SproDa00,punt_ret_yds,13,,,,,
player,201010170ram,sdg,SproDa00,punt_ret_yds_per_ret,6.5,,,,,
player,201010170ram,sdg,SproDa00,punt_ret_td,0,,,,,
player,201010170ram,sdg,SproDa00,punt_ret_long,9,,,,,
player,201010170ram,ram,AmenDa00,kick_ret,2,,,,,
player,201010170ram,ram,AmenDa00,kick_ret_yds,46,,,,,
player,201010170ram,ram,AmenDa00,kick_ret_yds_per_ret,23.0,,,,,
player,201010170ram,ram,AmenDa00,kick_ret_td,0,,,,,
player,201010170ram,ram,AmenDa00,kick_ret_long,24,,,,,
player,201010170ram,ram,AmenDa00,punt_ret,4,,,,,
player,201010170ram,ram,AmenDa00,punt_ret_yds,72,,,,,
player,201010170ram,ram,AmenDa00,punt_ret_yds_per_ret,18.0,,,,,
player,201010170ram,ram,AmenDa00,punt_ret_td,0,,,,,
player,201010170ram,ram,AmenDa00,punt_ret_long,42,,,,,
player,201010170ram,ram,GilyMa00,kick_ret,1,,,,,
player,201010170ram,ram,GilyMa00,kick_ret_yds,23,,,,,
player,201010170ram,ram,GilyMa00,kick_ret_yds_per_ret,23.0,,,,,
player,201010170ram,ram,GilyMa00,kick_ret_td,0,,,,,
player,201010170ram,ram,GilyMa00,kick_ret_long,23,,,,,
player,201010170ram,ram,GilyMa00,punt_ret,0,,,,,
player,201010170ram,ram,GilyMa00,punt_ret_yds,0,,,,,
player,201010170ram,ram,GilyMa00,punt_ret_yds_per_ret,,,,,,
player,201010170ram,ram,GilyMa00,punt_ret_td,0,,,,,
player,201010170ram,ram,GilyMa00,punt_ret_long,0,,,,,
player,201010170ram,sdg,kaedinat01,xpm,2,,,,,
player,201010170ram,sdg,kaedinat01,xpa,2,,,,,
player,201010170ram,sdg,kaedinat01,fgm,1,,,,,
player,201010170ram,sdg,kaedinat01,fga,2,,,,,
player,201010170ram,sdg,kaedinat01,punt,0,,,,,
player,201010170ram,sdg,kaedinat01,punt_yds,0,,,,,
player,201010170ram,sdg,kaedinat01,punt_yds_per_punt,,,,,,
player,201010170ram,sdg,kaedinat01,punt_long,0,,,,,
player,201010170ram,sdg,ScifMi20,xpm,,,,,,
player,201010170ram,sdg,ScifMi20,xpa,,,,,,
player,201010170ram,sdg,ScifMi20,fgm,,,,,,
player,201010170ram,sdg,ScifMi20,fga,,,,,,
player,201010170ram,sdg,ScifMi20,punt,6,,,,,
player,201010170ram,sdg,ScifMi20,punt_yds,357,,,,,
player,201010170ram,sdg,ScifMi20,punt_yds_per_punt,59.5,,,,,
player,201010170ram,sdg,ScifMi20,punt_long,64,,,,,
player,201010170ram,ram,brownjos01,xpm,2,,,,,
player,201010170ram,ram,brownjos01,xpa,2,,,,,
player,201010170ram,ram,brownjos01,fgm,2,,,,,
player,201010170ram,ram,brownjos01,fga,2,,,,,
player,201010170ram,ram,brownjos01,punt,0,,,,,
player,201010170ram,ram,brownjos01,punt_yds,0,,,,,
player,201010170ram,ram,brownjos01,punt_yds_per_punt,,,,,,
player,201010170ram,ram,brownjos01,punt_long,0,,,,,
player,201010170ram,ram,JoneDo21,xpm,,,,,,
player,201010170ram,ram,JoneDo21,xpa,,,,,,
player,201010170ram,ram,JoneDo21,fgm,,,,,,
player,201010170ram,ram,JoneDo21,fga,,,,,,
player,201010170ram,ram,JoneDo21,punt,6,,,,,
player,201010170ram,ram,JoneDo21,punt_yds,247,,,,,
player,201010170ram,ram,JoneDo21,punt_yds_per_punt,41.2,,,,,
player,201010170ram,ram,JoneDo21,punt_long,48,,,,,
