game,2010,2,20100920,201009200sfo,nor,"New Orleans Saints",25,sfo,"San Francisco 49ers",22
player,201009200sfo,nor,ShocJe00,pass_yds,0,,,,,
player,201009200sfo,nor,ShocJe00,pass_td,0,,,,,
player,201009200sfo,nor,ShocJe00,pass_int,0,,,,,
player,201009200sfo,nor,ShocJe00,pass_sacked,,,,,,
player,201009200sfo,nor,ShocJe00,pass_sacked_yds,,,,,,
player,201009200sfo,nor,ShocJe00,pass_long,0,,,,,
player,201009200sfo,nor,ShocJe00,pass_rating,,,,,,
player,201009200sfo,nor,ShocJe00,rush_att,0,,,,,
player,201009200sfo,nor,ShocJe00,rush_yds,0,,,,,
player,201009200sfo,nor,ShocJe00,rush_td,0,,,,,
player,201009200sfo,nor,ShocJe00,rush_long,0,,,,,
player,201009200sfo,nor,ShocJe00,targets,5,,,,,
player,201009200sfo,nor,ShocJe00,rec,3,,,,,
player,201009200sfo,nor,ShocJe00,rec_yds,37,,,,,
player,201009200sfo,nor,ShocJe00,rec_td,0,,,,,
player,201009200sfo,nor,ShocJe00,rec_long,20,,,,,
player,201009200sfo,nor,ShocJe00,fumbles,0,,,,,
player,201009200sfo,nor,ShocJe00,fumbles_lost,,,,,,
player,201009200sfo,nor,HendDe00,pass_cmp,0,,,,,
player,201009200sfo,nor,HendDe00,pass_att,0,,,,,
player,201009200sfo,nor,HendDe00,pass_yds,0,,,,,
player,201009200sfo,nor,HendDe00,pass_td,0,,,,,
player,201009200sfo,nor,HendDe00,pass_int,0,,,,,
player,201009200sfo,nor,HendDe00,pass_sacked,,,,,,
player,201009200sfo,nor,HendDe00,pass_sacked_yds,,,,,,
player,201009200sfo,nor,HendDe00,pass_long,0,,,,,
player,201009200sfo,nor,HendDe00,pass_rating,,,,,,
player,201009200sfo,nor,HendDe00,rush_att,0,,,,,
player,201009200sfo,nor,HendDe00,rush_yds,0,,,,,
player,201009200sfo,nor,HendDe00,rush_td,0,,,,,
player,201009200sfo,nor,HendDe00,rush_long,0,,,,,
player,201009200sfo,nor,HendDe00,targets,4,,,,,
player,201009200sfo,nor,HendDe00,rec,3,,,,,
player,201009200sfo,nor,HendDe00,rec_yds,28,,,,,
player,201009200sfo,nor,HendDe00,rec_td,0,,,,,
player,201009200sfo,nor,HendDe00,rec_long,12,,,,,
player,201009200sfo,nor,HendDe00,fumbles,0,,,,,
player,201009200sfo,nor,HendDe00,fumbles_lost,,,,,,
player,201009200sfo,nor,EvanHe00,pass_cmp,0,,,,,
player,201009200sfo,nor,EvanHe00,pass_att,0,,,,,
player,201009200sfo,nor,EvanHe00,pass_yds,0,,,,,
player,201009200sfo,nor,EvanHe00,pass_td,0,,,,,
player,201009200sfo,nor,EvanHe00,pass_int,0,,,,,
player,201009200sfo,nor,EvanHe00,pass_sacked,,,,,,
player,201009200sfo,nor,EvanHe00,pass_sacked_yds,,,,,,
player,201009200sfo,nor,EvanHe00,pass_long,0,,,,,
player,201009200sfo,nor,EvanHe00,pass_rating,,,,,,
player,201009200sfo,nor,EvanHe00,rush_att,1,,,,,
player,201009200sfo,nor,EvanHe00,rush_yds,0,,,,,
player,201009200sfo,nor,EvanHe00,rush_td,0,,,,,
player,201009200sfo,nor,EvanHe00,rush_long,0,,,,,
player,201009200sfo,nor,EvanHe00,targets,1,,,,,
player,201009200sfo,nor,EvanHe00,rec,1,,,,,
player,201009200sfo,nor,EvanHe00,rec_yds,18,,,,,
player,201009200sfo,nor,EvanHe00,rec_td,0,,,,,
player,201009200sfo,nor,EvanHe00,rec_long,18,,,,,
player,201009200sfo,nor,EvanHe00,fumbles,0,,,,,
player,201009200sfo,nor,EvanHe00,fumbles_lost,,,,,,
player,201009200sfo,nor,ThomDa02,pass_cmp,0,,,,,
player,201009200sfo,nor,ThomDa02,pass_att,0,,,,,
player,201009200sfo,nor,ThomDa02,pass_yds,0,,,,,
player,201009200sfo,nor,ThomDa02,pass_td,0,,,,,
player,201009200sfo,nor,ThomDa02,pass_int,0,,,,,
player,201009200sfo,nor,ThomDa02,pass_sacked,,,,,,
player,201009200sfo,nor,ThomDa02,pass_sacked_yds,,,,,,
player,201009200sfo,nor,ThomDa02,pass_long,0,,,,,
player,201009200sfo,nor,ThomDa02,pass_rating,,,,,,
player,201009200sfo,nor,ThomDa02,rush_att,0,,,,,
player,201009200sfo,nor,ThomDa02,rush_yds,0,,,,,
player,201009200sfo,nor,ThomDa02,rush_td,0,,,,,
player,201009200sfo,nor,ThomDa02,rush_long,0,,,,,
player,201009200sfo,nor,ThomDa02,targets,4,,,,,
player,201009200sfo,nor,ThomDa02,rec,3,,,,,
player,201009200sfo,nor,ThomDa02,rec_yds,10,,,,,
player,201009200sfo,nor,ThomDa02,rec_td,1,,,,,
player,201009200sfo,nor,ThomDa02,rec_long,4,,,,,
player,201009200sfo,nor,ThomDa02,fumbles,0,,,,,
player,201009200sfo,nor,ThomDa02,fumbles_lost,,,,,,
player,201009200sfo,nor,MeacRo00,pass_cmp,,,,,,
player,201009200sfo,nor,MeacRo00,pass_att,,,,,,
player,201009200sfo,nor,MeacRo00,pass_yds,,,,,,
player,201009200sfo,nor,MeacRo00,pass_td,,,,,,
player,201009200sfo,nor,MeacRo00,pass_int,,,,,,
player,201009200sfo,nor,MeacRo00,pass_sacked,,,,,,
player,201009200sfo,nor,MeacRo00,pass_sacked_yds,,,,,,
player,201009200sfo,nor,MeacRo00,pass_long,,,,,,
player,201009200sfo,nor,MeacRo00,pass_rating,,,,,,
player,201009200sfo,nor,MeacRo00,rush_att,,,,,,
player,201009200sfo,nor,MeacRo00,rush_yds,,,,,,
player,201009200sfo,nor,MeacRo00,rush_td,,,,,,
player,201009200sfo,nor,MeacRo00,rush_long,,,,,,
player,201009200sfo,nor,MeacRo00,targets,1,,,,,
player,201009200sfo,nor,MeacRo00,rec,0,,,,,
player,201009200sfo,nor,MeacRo00,rec_yds,0,,,,,
player,201009200sfo,nor,MeacRo00,rec_td,0,,,,,
player,201009200sfo,nor,MeacRo00,rec_long,,,,,,
player,201009200sfo,nor,MeacRo00,fumbles,,,,,,
player,201009200sfo,nor,MeacRo00,fumbles_lost,,,,,,
player,201009200sfo,sfo,SmitAl03,pass_cmp,23,,,,,
player,201009200sfo,sfo,SmitAl03,pass_att,32,,,,,
player,201009200sfo,sfo,SmitAl03,pass_yds,275,,,,,
player,201009200sfo,sfo,SmitAl03,pass_td,1,,,,,
player,201009200sfo,sfo,SmitAl03,pass_int,2,,,,,
player,201009200sfo,sfo,SmitAl03,pass_sacked,0,,,,,
player,201009200sfo,sfo,SmitAl03,pass_sacked_yds,0,,,,,
player,201009200sfo,sfo,SmitAl03,pass_long,41,,,,,
player,201009200sfo,sfo,SmitAl03,pass_rating,82.2,,,,,
player,201009200sfo,sfo,SmitAl03,rush_att,4,,,,,
player,201009200sfo,sfo,SmitAl03,rush_yds,28,,,,,
player,201009200sfo,sfo,SmitAl03,rush_td,0,,,,,
player,201009200sfo,sfo,SmitAl03,rush_long,12,,,,,
player,201009200sfo,sfo,SmitAl03,targets,0,,,,,
player,201009200sfo,sfo,SmitAl03,rec,0,,,,,
player,201009200sfo,sfo,SmitAl03,rec_yds,0,,,,,
player,201009200sfo,sfo,SmitAl03,rec_td,0,,,,,
player,201009200sfo,sfo,SmitAl03,rec_long,0,,,,,
player,201009200sfo,sfo,SmitAl03,fumbles,0,,,,,
player,201009200sfo,sfo,SmitAl03,fumbles_lost,,,,,,
player,201009200sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201009200sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201009200sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201009200sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201009200sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201009200sfo,sfo,GoreFr00,pass_sacked,,,,,,
player,201009200sfo,sfo,GoreFr00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201009200sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201009200sfo,sfo,GoreFr00,rush_att,20,,,,,
player,201009200sfo,sfo,GoreFr00,rush_yds,112,,,,,
player,201009200sfo,sfo,GoreFr00,rush_td,1,,,,,
player,201009200sfo,sfo,GoreFr00,rush_long,20,,,,,
player,201009200sfo,sfo,GoreFr00,targets,9,,,,,
player,201009200sfo,sfo,GoreFr00,rec,7,,,,,
player,201009200sfo,sfo,GoreFr00,rec_yds,56,,,,,
player,201009200sfo,sfo,GoreFr00,rec_td,1,,,,,
player,201009200sfo,sfo,GoreFr00,rec_long,18,,,,,
player,201009200sfo,sfo,GoreFr00,fumbles,1,,,,,
player,201009200sfo,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201009200sfo,sfo,DixoAn00,pass_cmp,0,,,,,
player,201009200sfo,sfo,DixoAn00,pass_att,0,,,,,
player,201009200sfo,sfo,DixoAn00,pass_yds,0,,,,,
player,201009200sfo,sfo,DixoAn00,pass_td,0,,,,,
player,201009200sfo,sfo,DixoAn00,pass_int,0,,,,,
player,201009200sfo,sfo,DixoAn00,pass_sacked,,,,,,
player,201009200sfo,sfo,DixoAn00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,DixoAn00,pass_long,0,,,,,
player,201009200sfo,sfo,DixoAn00,pass_rating,,,,,,
player,201009200sfo,sfo,DixoAn00,rush_att,1,,,,,
player,201009200sfo,sfo,DixoAn00,rush_yds,2,,,,,
player,201009200sfo,sfo,DixoAn00,rush_td,1,,,,,
player,201009200sfo,sfo,DixoAn00,rush_long,2,,,,,
player,201009200sfo,sfo,DixoAn00,targets,0,,,,,
player,201009200sfo,sfo,DixoAn00,rec,0,,,,,
player,201009200sfo,sfo,DixoAn00,rec_yds,0,,,,,
player,201009200sfo,sfo,DixoAn00,rec_td,0,,,,,
player,201009200sfo,sfo,DixoAn00,rec_long,0,,,,,
player,201009200sfo,sfo,DixoAn00,fumbles,0,,,,,
player,201009200sfo,sfo,DixoAn00,fumbles_lost,,,,,,
player,201009200sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201009200sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201009200sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201009200sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201009200sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201009200sfo,sfo,DaviVe00,pass_sacked,,,,,,
player,201009200sfo,sfo,DaviVe00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201009200sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201009200sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201009200sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201009200sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201009200sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201009200sfo,sfo,DaviVe00,targets,7,,,,,
player,201009200sfo,sfo,DaviVe00,rec,4,,,,,
player,201009200sfo,sfo,DaviVe00,rec_yds,78,,,,,
player,201009200sfo,sfo,DaviVe00,rec_td,0,,,,,
player,201009200sfo,sfo,DaviVe00,rec_long,41,,,,,
player,201009200sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201009200sfo,sfo,DaviVe00,fumbles_lost,,,,,,
player,201009200sfo,sfo,MorgJo00,pass_cmp,0,,,,,
player,201009200sfo,sfo,MorgJo00,pass_att,0,,,,,
player,201009200sfo,sfo,MorgJo00,pass_yds,0,,,,,
player,201009200sfo,sfo,MorgJo00,pass_td,0,,,,,
player,201009200sfo,sfo,MorgJo00,pass_int,0,,,,,
player,201009200sfo,sfo,MorgJo00,pass_sacked,,,,,,
player,201009200sfo,sfo,MorgJo00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,MorgJo00,pass_long,0,,,,,
player,201009200sfo,sfo,MorgJo00,pass_rating,,,,,,
player,201009200sfo,sfo,MorgJo00,rush_att,0,,,,,
player,201009200sfo,sfo,MorgJo00,rush_yds,0,,,,,
player,201009200sfo,sfo,MorgJo00,rush_td,0,,,,,
player,201009200sfo,sfo,MorgJo00,rush_long,0,,,,,
player,201009200sfo,sfo,MorgJo00,targets,8,,,,,
player,201009200sfo,sfo,MorgJo00,rec,6,,,,,
player,201009200sfo,sfo,MorgJo00,rec_yds,70,,,,,
player,201009200sfo,sfo,MorgJo00,rec_td,0,,,,,
player,201009200sfo,sfo,MorgJo00,rec_long,15,,,,,
player,201009200sfo,sfo,MorgJo00,fumbles,0,,,,,
player,201009200sfo,sfo,MorgJo00,fumbles_lost,,,,,,
player,201009200sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201009200sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201009200sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201009200sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201009200sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201009200sfo,sfo,CrabMi00,pass_sacked,,,,,,
player,201009200sfo,sfo,CrabMi00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201009200sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201009200sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201009200sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201009200sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201009200sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201009200sfo,sfo,CrabMi00,targets,3,,,,,
player,201009200sfo,sfo,CrabMi00,rec,1,,,,,
player,201009200sfo,sfo,CrabMi00,rec_yds,32,,,,,
player,201009200sfo,sfo,CrabMi00,rec_td,0,,,,,
player,201009200sfo,sfo,CrabMi00,rec_long,32,,,,,
player,201009200sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201009200sfo,sfo,CrabMi00,fumbles_lost,,,,,,
player,201009200sfo,sfo,WalkHu00,pass_cmp,0,,,,,
player,201009200sfo,sfo,WalkHu00,pass_att,0,,,,,
player,201009200sfo,sfo,WalkHu00,pass_yds,0,,,,,
player,201009200sfo,sfo,WalkHu00,pass_td,0,,,,,
player,201009200sfo,sfo,WalkHu00,pass_int,0,,,,,
player,201009200sfo,sfo,WalkHu00,pass_sacked,,,,,,
player,201009200sfo,sfo,WalkHu00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,WalkHu00,pass_long,0,,,,,
player,201009200sfo,sfo,WalkHu00,pass_rating,,,,,,
player,201009200sfo,sfo,WalkHu00,rush_att,0,,,,,
player,201009200sfo,sfo,WalkHu00,rush_yds,0,,,,,
player,201009200sfo,sfo,WalkHu00,rush_td,0,,,,,
player,201009200sfo,sfo,WalkHu00,rush_long,0,,,,,
player,201009200sfo,sfo,WalkHu00,targets,2,,,,,
player,201009200sfo,sfo,WalkHu00,rec,2,,,,,
player,201009200sfo,sfo,WalkHu00,rec_yds,26,,,,,
player,201009200sfo,sfo,WalkHu00,rec_td,0,,,,,
player,201009200sfo,sfo,WalkHu00,rec_long,22,,,,,
player,201009200sfo,sfo,WalkHu00,fumbles,1,,,,,
player,201009200sfo,sfo,WalkHu00,fumbles_lost,1,,,,,
player,201009200sfo,sfo,ByhaNa00,pass_cmp,0,,,,,
player,201009200sfo,sfo,ByhaNa00,pass_att,0,,,,,
player,201009200sfo,sfo,ByhaNa00,pass_yds,0,,,,,
player,201009200sfo,sfo,ByhaNa00,pass_td,0,,,,,
player,201009200sfo,sfo,ByhaNa00,pass_int,0,,,,,
player,201009200sfo,sfo,ByhaNa00,pass_sacked,,,,,,
player,201009200sfo,sfo,ByhaNa00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,ByhaNa00,pass_long,0,,,,,
player,201009200sfo,sfo,ByhaNa00,pass_rating,,,,,,
player,201009200sfo,sfo,ByhaNa00,rush_att,0,,,,,
player,201009200sfo,sfo,ByhaNa00,rush_yds,0,,,,,
player,201009200sfo,sfo,ByhaNa00,rush_td,0,,,,,
player,201009200sfo,sfo,ByhaNa00,rush_long,0,,,,,
player,201009200sfo,sfo,ByhaNa00,targets,1,,,,,
player,201009200sfo,sfo,ByhaNa00,rec,1,,,,,
player,201009200sfo,sfo,ByhaNa00,rec_yds,6,,,,,
player,201009200sfo,sfo,ByhaNa00,rec_td,0,,,,,
player,201009200sfo,sfo,ByhaNa00,rec_long,6,,,,,
player,201009200sfo,sfo,ByhaNa00,fumbles,0,,,,,
player,201009200sfo,sfo,ByhaNa00,fumbles_lost,,,,,,
player,201009200sfo,sfo,NorrMo00,pass_cmp,0,,,,,
player,201009200sfo,sfo,NorrMo00,pass_att,0,,,,,
player,201009200sfo,sfo,NorrMo00,pass_yds,0,,,,,
player,201009200sfo,sfo,NorrMo00,pass_td,0,,,,,
player,201009200sfo,sfo,NorrMo00,pass_int,0,,,,,
player,201009200sfo,sfo,NorrMo00,pass_sacked,,,,,,
player,201009200sfo,sfo,NorrMo00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,NorrMo00,pass_long,0,,,,,
player,201009200sfo,sfo,NorrMo00,pass_rating,,,,,,
player,201009200sfo,sfo,NorrMo00,rush_att,0,,,,,
player,201009200sfo,sfo,NorrMo00,rush_yds,0,,,,,
player,201009200sfo,sfo,NorrMo00,rush_td,0,,,,,
player,201009200sfo,sfo,NorrMo00,rush_long,0,,,,,
player,201009200sfo,sfo,NorrMo00,targets,1,,,,,
player,201009200sfo,sfo,NorrMo00,rec,1,,,,,
player,201009200sfo,sfo,NorrMo00,rec_yds,5,,,,,
player,201009200sfo,sfo,NorrMo00,rec_td,0,,,,,
player,201009200sfo,sfo,NorrMo00,rec_long,5,,,,,
player,201009200sfo,sfo,NorrMo00,fumbles,0,,,,,
player,201009200sfo,sfo,NorrMo00,fumbles_lost,,,,,,
player,201009200sfo,sfo,ZiegDo00,pass_cmp,0,,,,,
player,201009200sfo,sfo,ZiegDo00,pass_att,0,,,,,
player,201009200sfo,sfo,ZiegDo00,pass_yds,0,,,,,
player,201009200sfo,sfo,ZiegDo00,pass_td,0,,,,,
player,201009200sfo,sfo,ZiegDo00,pass_int,0,,,,,
player,201009200sfo,sfo,ZiegDo00,pass_sacked,,,,,,
player,201009200sfo,sfo,ZiegDo00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,ZiegDo00,pass_long,0,,,,,
player,201009200sfo,sfo,ZiegDo00,pass_rating,,,,,,
player,201009200sfo,sfo,ZiegDo00,rush_att,0,,,,,
player,201009200sfo,sfo,ZiegDo00,rush_yds,0,,,,,
player,201009200sfo,sfo,ZiegDo00,rush_td,0,,,,,
player,201009200sfo,sfo,ZiegDo00,rush_long,0,,,,,
player,201009200sfo,sfo,ZiegDo00,targets,1,,,,,
player,201009200sfo,sfo,ZiegDo00,rec,1,,,,,
player,201009200sfo,sfo,ZiegDo00,rec_yds,2,,,,,
player,201009200sfo,sfo,ZiegDo00,rec_td,0,,,,,
player,201009200sfo,sfo,ZiegDo00,rec_long,2,,,,,
player,201009200sfo,sfo,ZiegDo00,fumbles,0,,,,,
player,201009200sfo,sfo,ZiegDo00,fumbles_lost,,,,,,
player,201009200sfo,sfo,WestBr00,pass_cmp,0,,,,,
player,201009200sfo,sfo,WestBr00,pass_att,0,,,,,
player,201009200sfo,sfo,WestBr00,pass_yds,0,,,,,
player,201009200sfo,sfo,WestBr00,pass_td,0,,,,,
player,201009200sfo,sfo,WestBr00,pass_int,0,,,,,
player,201009200sfo,sfo,WestBr00,pass_sacked,,,,,,
player,201009200sfo,sfo,WestBr00,pass_sacked_yds,,,,,,
player,201009200sfo,sfo,WestBr00,pass_long,0,,,,,
player,201009200sfo,sfo,WestBr00,pass_rating,,,,,,
player,201009200sfo,sfo,WestBr00,rush_att,1,,,,,
player,201009200sfo,sfo,WestBr00,rush_yds,0,,,,,
player,201009200sfo,sfo,WestBr00,rush_td,0,,,,,
player,201009200sfo,sfo,WestBr00,rush_long,0,,,,,
player,201009200sfo,sfo,WestBr00,targets,0,,,,,
player,201009200sfo,sfo,WestBr00,rec,0,,,,,
player,201009200sfo,sfo,WestBr00,rec_yds,0,,,,,
player,201009200sfo,sfo,WestBr00,rec_td,0,,,,,
player,201009200sfo,sfo,WestBr00,rec_long,0,,,,,
player,201009200sfo,sfo,WestBr00,fumbles,0,,,,,
player,201009200sfo,sfo,WestBr00,fumbles_lost,,,,,,
player,201009200sfo,nor,HarpRo21,def_int,1,,,,,
player,201009200sfo,nor,HarpRo21,def_int_yds,6,,,,,
player,201009200sfo,nor,HarpRo21,def_int_td,0,,,,,
player,201009200sfo,nor,HarpRo21,def_int_long,6,,,,,
player,201009200sfo,nor,HarpRo21,pass_defended,1,,,,,
player,201009200sfo,nor,HarpRo21,sacks,0.0,,,,,
player,201009200sfo,nor,HarpRo21,tackles_combined,7,,,,,
player,201009200sfo,nor,HarpRo21,tackles_solo,7,,,,,
player,201009200sfo,nor,HarpRo21,tackles_assists,0,,,,,
player,201009200sfo,nor,HarpRo21,tackles_loss,0,,,,,
player,201009200sfo,nor,HarpRo21,qb_hits,1,,,,,
