game,2010,14,20101212,201012120was,tam,"Tampa Bay Buccaneers",17,was,"Washington Redskins",16
player,201012120was,tam,SpurMi00,pass_cmp,0,,,,,
player,201012120was,tam,SpurMi00,pass_att,0,,,,,
player,201012120was,tam,SpurMi00,pass_yds,0,,,,,
player,201012120was,tam,SpurMi00,pass_td,0,,,,,
player,201012120was,tam,SpurMi00,pass_int,0,,,,,
player,201012120was,tam,SpurMi00,pass_sacked,0,,,,,
player,201012120was,tam,SpurMi00,pass_sacked_yds,,,,,,
player,201012120was,tam,SpurMi00,pass_long,0,,,,,
player,201012120was,tam,SpurMi00,pass_rating,,,,,,
player,201012120was,tam,SpurMi00,rush_att,0,,,,,
player,201012120was,tam,SpurMi00,rush_yds,0,,,,,
player,201012120was,tam,SpurMi00,rush_td,0,,,,,
player,201012120was,tam,SpurMi00,rush_long,0,,,,,
player,201012120was,tam,SpurMi00,targets,2,,,,,
player,201012120was,tam,SpurMi00,rec,0,,,,,
player,201012120was,tam,SpurMi00,rec_yds,0,,,,,
player,201012120was,tam,SpurMi00,rec_td,0,,,,,
player,201012120was,tam,SpurMi00,rec_long,0,,,,,
player,201012120was,tam,SpurMi00,fumbles,0,,,,,
player,201012120was,tam,SpurMi00,fumbles_lost,,,,,,
player,201012120was,was,McNaDo00,pass_cmp,22,,,,,
player,201012120was,was,McNaDo00,pass_att,35,,,,,
player,201012120was,was,McNaDo00,pass_yds,228,,,,,
player,201012120was,was,McNaDo00,pass_td,2,,,,,
player,201012120was,was,McNaDo00,pass_int,0,,,,,
player,201012120was,was,McNaDo00,pass_sacked,2,,,,,
player,201012120was,was,McNaDo00,pass_sacked_yds,17,,,,,
player,201012120was,was,McNaDo00,pass_long,36,,,,,
player,201012120was,was,McNaDo00,pass_rating,100.7,,,,,
player,201012120was,was,McNaDo00,rush_att,0,,,,,
player,201012120was,was,McNaDo00,rush_yds,0,,,,,
player,201012120was,was,McNaDo00,rush_td,0,,,,,
player,201012120was,was,McNaDo00,rush_long,0,,,,,
player,201012120was,was,McNaDo00,targets,0,,,,,
player,201012120was,was,McNaDo00,rec,0,,,,,
player,201012120was,was,McNaDo00,rec_yds,0,,,,,
player,201012120was,was,McNaDo00,rec_td,0,,,,,
player,201012120was,was,McNaDo00,rec_long,0,,,,,
player,201012120was,was,McNaDo00,fumbles,0,,,,,
player,201012120was,was,McNaDo00,fumbles_lost,,,,,,
player,201012120was,was,ToraRy00,pass_cmp,0,,,,,
player,201012120was,was,ToraRy00,pass_att,0,,,,,
player,201012120was,was,ToraRy00,pass_yds,0,,,,,
player,201012120was,was,ToraRy00,pass_td,0,,,,,
player,201012120was,was,ToraRy00,pass_int,0,,,,,
player,201012120was,was,ToraRy00,pass_sacked,,,,,,
player,201012120was,was,ToraRy00,pass_sacked_yds,,,,,,
player,201012120was,was,ToraRy00,pass_long,0,,,,,
player,201012120was,was,ToraRy00,pass_rating,,,,,,
player,201012120was,was,ToraRy00,rush_att,24,,,,,
player,201012120was,was,ToraRy00,rush_yds,172,,,,,
player,201012120was,was,ToraRy00,rush_td,0,,,,,
player,201012120was,was,ToraRy00,rush_long,54,,,,,
player,201012120was,was,ToraRy00,targets,2,,,,,
player,201012120was,was,ToraRy00,rec,2,,,,,
player,201012120was,was,ToraRy00,rec_yds,10,,,,,
player,201012120was,was,ToraRy00,rec_td,0,,,,,
player,201012120was,was,ToraRy00,rec_long,7,,,,,
player,201012120was,was,ToraRy00,fumbles,0,,,,,
player,201012120was,was,ToraRy00,fumbles_lost,,,,,,
player,201012120was,was,WillKe03,pass_cmp,0,,,,,
player,201012120was,was,WillKe03,pass_att,0,,,,,
player,201012120was,was,WillKe03,pass_yds,0,,,,,
player,201012120was,was,WillKe03,pass_td,0,,,,,
player,201012120was,was,WillKe03,pass_int,0,,,,,
player,201012120was,was,WillKe03,pass_sacked,,,,,,
player,201012120was,was,WillKe03,pass_sacked_yds,,,,,,
player,201012120was,was,WillKe03,pass_long,0,,,,,
player,201012120was,was,WillKe03,pass_rating,,,,,,
player,201012120was,was,WillKe03,rush_att,4,,,,,
player,201012120was,was,WillKe03,rush_yds,16,,,,,
player,201012120was,was,WillKe03,rush_td,0,,,,,
player,201012120was,was,WillKe03,rush_long,7,,,,,
player,201012120was,was,WillKe03,targets,7,,,,,
player,201012120was,was,WillKe03,rec,3,,,,,
player,201012120was,was,WillKe03,rec_yds,60,,,,,
player,201012120was,was,WillKe03,rec_td,0,,,,,
player,201012120was,was,WillKe03,rec_long,36,,,,,
player,201012120was,was,WillKe03,fumbles,0,,,,,
player,201012120was,was,WillKe03,fumbles_lost,,,,,,
player,201012120was,was,MossSa00,pass_cmp,0,,,,,
player,201012120was,was,MossSa00,pass_att,0,,,,,
player,201012120was,was,MossSa00,pass_yds,0,,,,,
player,201012120was,was,MossSa00,pass_td,0,,,,,
player,201012120was,was,MossSa00,pass_int,0,,,,,
player,201012120was,was,MossSa00,pass_sacked,,,,,,
player,201012120was,was,MossSa00,pass_sacked_yds,,,,,,
player,201012120was,was,MossSa00,pass_long,0,,,,,
player,201012120was,was,MossSa00,pass_rating,,,,,,
player,201012120was,was,MossSa00,rush_att,0,,,,,
player,201012120was,was,MossSa00,rush_yds,0,,,,,
player,201012120was,was,MossSa00,rush_td,0,,,,,
player,201012120was,was,MossSa00,rush_long,0,,,,,
player,201012120was,was,MossSa00,targets,10,,,,,
player,201012120was,was,MossSa00,rec,7,,,,,
player,201012120was,was,MossSa00,rec_yds,82,,,,,
player,201012120was,was,MossSa00,rec_td,1,,,,,
player,201012120was,was,MossSa00,rec_long,22,,,,,
player,201012120was,was,MossSa00,fumbles,0,,,,,
player,201012120was,was,MossSa00,fumbles_lost,,,,,,
player,201012120was,was,ArmsAn00,pass_cmp,0,,,,,
player,201012120was,was,ArmsAn00,pass_att,0,,,,,
player,201012120was,was,ArmsAn00,pass_yds,0,,,,,
player,201012120was,was,ArmsAn00,pass_td,0,,,,,
player,201012120was,was,ArmsAn00,pass_int,0,,,,,
player,201012120was,was,ArmsAn00,pass_sacked,,,,,,
player,201012120was,was,ArmsAn00,pass_sacked_yds,,,,,,
player,201012120was,was,ArmsAn00,pass_long,0,,,,,
player,201012120was,was,ArmsAn00,pass_rating,,,,,,
player,201012120was,was,ArmsAn00,rush_att,0,,,,,
player,201012120was,was,ArmsAn00,rush_yds,0,,,,,
player,201012120was,was,ArmsAn00,rush_td,0,,,,,
player,201012120was,was,ArmsAn00,rush_long,0,,,,,
player,201012120was,was,ArmsAn00,targets,5,,,,,
player,201012120was,was,ArmsAn00,rec,4,,,,,
player,201012120was,was,ArmsAn00,rec_yds,30,,,,,
player,201012120was,was,ArmsAn00,rec_td,0,,,,,
player,201012120was,was,ArmsAn00,rec_long,10,,,,,
player,201012120was,was,ArmsAn00,fumbles,0,,,,,
player,201012120was,was,ArmsAn00,fumbles_lost,,,,,,
player,201012120was,was,SellMi00,pass_cmp,0,,,,,
player,201012120was,was,SellMi00,pass_att,0,,,,,
player,201012120was,was,SellMi00,pass_yds,0,,,,,
player,201012120was,was,SellMi00,pass_td,0,,,,,
player,201012120was,was,SellMi00,pass_int,0,,,,,
player,201012120was,was,SellMi00,pass_sacked,,,,,,
player,201012120was,was,SellMi00,pass_sacked_yds,,,,,,
player,201012120was,was,SellMi00,pass_long,0,,,,,
player,201012120was,was,SellMi00,pass_rating,,,,,,
player,201012120was,was,SellMi00,rush_att,0,,,,,
player,201012120was,was,SellMi00,rush_yds,0,,,,,
player,201012120was,was,SellMi00,rush_td,0,,,,,
player,201012120was,was,SellMi00,rush_long,0,,,,,
player,201012120was,was,SellMi00,targets,3,,,,,
player,201012120was,was,SellMi00,rec,2,,,,,
player,201012120was,was,SellMi00,rec_yds,28,,,,,
player,201012120was,was,SellMi00,rec_td,0,,,,,
player,201012120was,was,SellMi00,rec_long,25,,,,,
player,201012120was,was,SellMi00,fumbles,0,,,,,
player,201012120was,was,SellMi00,fumbles_lost,,,,,,
player,201012120was,was,CoolCh00,pass_cmp,0,,,,,
player,201012120was,was,CoolCh00,pass_att,0,,,,,
player,201012120was,was,CoolCh00,pass_yds,0,,,,,
player,201012120was,was,CoolCh00,pass_td,0,,,,,
player,201012120was,was,CoolCh00,pass_int,0,,,,,
player,201012120was,was,CoolCh00,pass_sacked,,,,,,
player,201012120was,was,CoolCh00,pass_sacked_yds,,,,,,
player,201012120was,was,CoolCh00,pass_long,0,,,,,
player,201012120was,was,CoolCh00,pass_rating,,,,,,
player,201012120was,was,CoolCh00,rush_att,0,,,,,
player,201012120was,was,CoolCh00,rush_yds,0,,,,,
player,201012120was,was,CoolCh00,rush_td,0,,,,,
player,201012120was,was,CoolCh00,rush_long,0,,,,,
player,201012120was,was,CoolCh00,targets,4,,,,,
player,201012120was,was,CoolCh00,rec,2,,,,,
player,201012120was,was,CoolCh00,rec_yds,22,,,,,
player,201012120was,was,CoolCh00,rec_td,0,,,,,
player,201012120was,was,CoolCh00,rec_long,15,,,,,
player,201012120was,was,CoolCh00,fumbles,0,,,,,
player,201012120was,was,CoolCh00,fumbles_lost,,,,,,
player,201012120was,was,PaulLo00,pass_cmp,0,,,,,
player,201012120was,was,PaulLo00,pass_att,0,,,,,
player,201012120was,was,PaulLo00,pass_yds,0,,,,,
player,201012120was,was,PaulLo00,pass_td,0,,,,,
player,201012120was,was,PaulLo00,pass_int,0,,,,,
player,201012120was,was,PaulLo00,pass_sacked,,,,,,
player,201012120was,was,PaulLo00,pass_sacked_yds,,,,,,
player,201012120was,was,PaulLo00,pass_long,0,,,,,
player,201012120was,was,PaulLo00,pass_rating,,,,,,
player,201012120was,was,PaulLo00,rush_att,0,,,,,
player,201012120was,was,PaulLo00,rush_yds,0,,,,,
player,201012120was,was,PaulLo00,rush_td,0,,,,,
player,201012120was,was,PaulLo00,rush_long,0,,,,,
player,201012120was,was,PaulLo00,targets,1,,,,,
player,201012120was,was,PaulLo00,rec,1,,,,,
player,201012120was,was,PaulLo00,rec_yds,1,,,,,
player,201012120was,was,PaulLo00,rec_td,1,,,,,
player,201012120was,was,PaulLo00,rec_long,1,,,,,
player,201012120was,was,PaulLo00,fumbles,0,,,,,
player,201012120was,was,PaulLo00,fumbles_lost,,,,,,
player,201012120was,was,DaviFr01,pass_cmp,0,,,,,
player,201012120was,was,DaviFr01,pass_att,0,,,,,
player,201012120was,was,DaviFr01,pass_yds,0,,,,,
player,201012120was,was,DaviFr01,pass_td,0,,,,,
player,201012120was,was,DaviFr01,pass_int,0,,,,,
player,201012120was,was,DaviFr01,pass_sacked,,,,,,
player,201012120was,was,DaviFr01,pass_sacked_yds,,,,,,
player,201012120was,was,DaviFr01,pass_long,0,,,,,
player,201012120was,was,DaviFr01,pass_rating,,,,,,
player,201012120was,was,DaviFr01,rush_att,0,,,,,
player,201012120was,was,DaviFr01,rush_yds,0,,,,,
player,201012120was,was,DaviFr01,rush_td,0,,,,,
player,201012120was,was,DaviFr01,rush_long,0,,,,,
player,201012120was,was,DaviFr01,targets,2,,,,,
player,201012120was,was,DaviFr01,rec,1,,,,,
player,201012120was,was,DaviFr01,rec_yds,-5,,,,,
player,201012120was,was,DaviFr01,rec_td,0,,,,,
player,201012120was,was,DaviFr01,rec_long,-5,,,,,
player,201012120was,was,DaviFr01,fumbles,0,,,,,
player,201012120was,was,DaviFr01,fumbles_lost,,,,,,
player,201012120was,was,WillRo05,pass_cmp,,,,,,
player,201012120was,was,WillRo05,pass_att,,,,,,
player,201012120was,was,WillRo05,pass_yds,,,,,,
player,201012120was,was,WillRo05,pass_td,,,,,,
player,201012120was,was,WillRo05,pass_int,,,,,,
player,201012120was,was,WillRo05,pass_sacked,,,,,,
player,201012120was,was,WillRo05,pass_sacked_yds,,,,,,
player,201012120was,was,WillRo05,pass_long,,,,,,
player,201012120was,was,WillRo05,pass_rating,,,,,,
player,201012120was,was,WillRo05,rush_att,,,,,,
player,201012120was,was,WillRo05,rush_yds,,,,,,
player,201012120was,was,WillRo05,rush_td,,,,,,
player,201012120was,was,WillRo05,rush_long,,,,,,
player,201012120was,was,WillRo05,targets,1,,,,,
player,201012120was,was,WillRo05,rec,0,,,,,
player,201012120was,was,WillRo05,rec_yds,0,,,,,
player,201012120was,was,WillRo05,rec_td,0,,,,,
player,201012120was,was,WillRo05,rec_long,,,,,,
player,201012120was,was,WillRo05,fumbles,,,,,,
player,201012120was,was,WillRo05,fumbles_lost,,,,,,
player,201012120was,tam,BlacQu99,def_int,0,,,,,
player,201012120was,tam,BlacQu99,def_int_yds,0,,,,,
player,201012120was,tam,BlacQu99,def_int_td,0,,,,,
player,201012120was,tam,BlacQu99,def_int_long,0,,,,,
player,201012120was,tam,BlacQu99,pass_defended,0,,,,,
player,201012120was,tam,BlacQu99,sacks,1.0,,,,,
player,201012120was,tam,BlacQu99,tackles_combined,9,,,,,
player,201012120was,tam,BlacQu99,tackles_solo,6,,,,,
player,201012120was,tam,BlacQu99,tackles_assists,3,,,,,
player,201012120was,tam,BlacQu99,tackles_loss,1,,,,,
player,201012120was,tam,BlacQu99,qb_hits,1,,,,,
player,201012120was,tam,BlacQu99,fumbles_rec,0,,,,,
player,201012120was,tam,BlacQu99,fumbles_rec_yds,0,,,,,
player,201012120was,tam,BlacQu99,fumbles_rec_td,0,,,,,
player,201012120was,tam,BlacQu99,fumbles_forced,0,,,,,
player,201012120was,tam,HayeGe98,def_int,0,,,,,
player,201012120was,tam,HayeGe98,def_int_yds,0,,,,,
player,201012120was,tam,HayeGe98,def_int_td,0,,,,,
player,201012120was,tam,HayeGe98,def_int_long,0,,,,,
player,201012120was,tam,HayeGe98,pass_defended,1,,,,,
player,201012120was,tam,HayeGe98,sacks,1.0,,,,,
player,201012120was,tam,HayeGe98,tackles_combined,3,,,,,
player,201012120was,tam,HayeGe98,tackles_solo,1,,,,,
player,201012120was,tam,HayeGe98,tackles_assists,2,,,,,
player,201012120was,tam,HayeGe98,tackles_loss,1,,,,,
player,201012120was,tam,HayeGe98,qb_hits,1,,,,,
player,201012120was,tam,HayeGe98,fumbles_rec,0,,,,,
player,201012120was,tam,HayeGe98,fumbles_rec_yds,0,,,,,
player,201012120was,tam,HayeGe98,fumbles_rec_td,0,,,,,
player,201012120was,tam,HayeGe98,fumbles_forced,0,,,,,
player,201012120was,tam,BarbRo00,def_int,0,,,,,
player,201012120was,tam,BarbRo00,def_int_yds,0,,,,,
player,201012120was,tam,BarbRo00,def_int_td,0,,,,,
player,201012120was,tam,BarbRo00,def_int_long,0,,,,,
player,201012120was,tam,BarbRo00,pass_defended,1,,,,,
player,201012120was,tam,BarbRo00,sacks,0.0,,,,,
player,201012120was,tam,BarbRo00,tackles_combined,10,,,,,
player,201012120was,tam,BarbRo00,tackles_solo,5,,,,,
player,201012120was,tam,BarbRo00,tackles_assists,5,,,,,
player,201012120was,tam,BarbRo00,tackles_loss,0,,,,,
player,201012120was,tam,BarbRo00,qb_hits,2,,,,,
player,201012120was,tam,BarbRo00,fumbles_rec,0,,,,,
player,201012120was,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201012120was,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201012120was,tam,BarbRo00,fumbles_forced,0,,,,,
player,201012120was,tam,LyncCo99,def_int,0,,,,,
player,201012120was,tam,LyncCo99,def_int_yds,0,,,,,
player,201012120was,tam,LyncCo99,def_int_td,0,,,,,
player,201012120was,tam,LyncCo99,def_int_long,0,,,,,
player,201012120was,tam,LyncCo99,pass_defended,0,,,,,
player,201012120was,tam,LyncCo99,sacks,0.0,,,,,
player,201012120was,tam,LyncCo99,tackles_combined,9,,,,,
player,201012120was,tam,LyncCo99,tackles_solo,6,,,,,
player,201012120was,tam,LyncCo99,tackles_assists,3,,,,,
player,201012120was,tam,LyncCo99,tackles_loss,0,,,,,
player,201012120was,tam,LyncCo99,qb_hits,0,,,,,
player,201012120was,tam,LyncCo99,fumbles_rec,0,,,,,
