game,2010,4,20101003,201010030pit,rav,"Baltimore Ravens",17,pit,"Pittsburgh Steelers",14
player,201010030pit,rav,McClLe00,pass_att,0,,,,,
player,201010030pit,rav,McClLe00,pass_yds,0,,,,,
player,201010030pit,rav,McClLe00,pass_td,0,,,,,
player,201010030pit,rav,McClLe00,pass_int,0,,,,,
player,201010030pit,rav,McClLe00,pass_sacked,,,,,,
player,201010030pit,rav,McClLe00,pass_sacked_yds,,,,,,
player,201010030pit,rav,McClLe00,pass_long,0,,,,,
player,201010030pit,rav,McClLe00,pass_rating,,,,,,
player,201010030pit,rav,McClLe00,rush_att,2,,,,,
player,201010030pit,rav,McClLe00,rush_yds,7,,,,,
player,201010030pit,rav,McClLe00,rush_td,0,,,,,
player,201010030pit,rav,McClLe00,rush_long,5,,,,,
player,201010030pit,rav,McClLe00,targets,3,,,,,
player,201010030pit,rav,McClLe00,rec,2,,,,,
player,201010030pit,rav,McClLe00,rec_yds,13,,,,,
player,201010030pit,rav,McClLe00,rec_td,0,,,,,
player,201010030pit,rav,McClLe00,rec_long,10,,,,,
player,201010030pit,rav,McClLe00,fumbles,0,,,,,
player,201010030pit,rav,McClLe00,fumbles_lost,,,,,,
player,201010030pit,rav,BoldAn00,pass_cmp,0,,,,,
player,201010030pit,rav,BoldAn00,pass_att,0,,,,,
player,201010030pit,rav,BoldAn00,pass_yds,0,,,,,
player,201010030pit,rav,BoldAn00,pass_td,0,,,,,
player,201010030pit,rav,BoldAn00,pass_int,0,,,,,
player,201010030pit,rav,BoldAn00,pass_sacked,0,,,,,
player,201010030pit,rav,BoldAn00,pass_sacked_yds,,,,,,
player,201010030pit,rav,BoldAn00,pass_long,0,,,,,
player,201010030pit,rav,BoldAn00,pass_rating,,,,,,
player,201010030pit,rav,BoldAn00,rush_att,1,,,,,
player,201010030pit,rav,BoldAn00,rush_yds,3,,,,,
player,201010030pit,rav,BoldAn00,rush_td,0,,,,,
player,201010030pit,rav,BoldAn00,rush_long,3,,,,,
player,201010030pit,rav,BoldAn00,targets,10,,,,,
player,201010030pit,rav,BoldAn00,rec,7,,,,,
player,201010030pit,rav,BoldAn00,rec_yds,68,,,,,
player,201010030pit,rav,BoldAn00,rec_td,0,,,,,
player,201010030pit,rav,BoldAn00,rec_long,18,,,,,
player,201010030pit,rav,BoldAn00,fumbles,0,,,,,
player,201010030pit,rav,BoldAn00,fumbles_lost,,,,,,
player,201010030pit,rav,MasoDe00,pass_cmp,0,,,,,
player,201010030pit,rav,MasoDe00,pass_att,0,,,,,
player,201010030pit,rav,MasoDe00,pass_yds,0,,,,,
player,201010030pit,rav,MasoDe00,pass_td,0,,,,,
player,201010030pit,rav,MasoDe00,pass_int,0,,,,,
player,201010030pit,rav,MasoDe00,pass_sacked,,,,,,
player,201010030pit,rav,MasoDe00,pass_sacked_yds,,,,,,
player,201010030pit,rav,MasoDe00,pass_long,0,,,,,
player,201010030pit,rav,MasoDe00,pass_rating,,,,,,
player,201010030pit,rav,MasoDe00,rush_att,0,,,,,
player,201010030pit,rav,MasoDe00,rush_yds,0,,,,,
player,201010030pit,rav,MasoDe00,rush_td,0,,,,,
player,201010030pit,rav,MasoDe00,rush_long,0,,,,,
player,201010030pit,rav,MasoDe00,targets,8,,,,,
player,201010030pit,rav,MasoDe00,rec,6,,,,,
player,201010030pit,rav,MasoDe00,rec_yds,80,,,,,
player,201010030pit,rav,MasoDe00,rec_td,0,,,,,
player,201010030pit,rav,MasoDe00,rec_long,40,,,,,
player,201010030pit,rav,MasoDe00,fumbles,0,,,,,
player,201010030pit,rav,MasoDe00,fumbles_lost,,,,,,
player,201010030pit,rav,HousTJ00,pass_cmp,0,,,,,
player,201010030pit,rav,HousTJ00,pass_att,0,,,,,
player,201010030pit,rav,HousTJ00,pass_yds,0,,,,,
player,201010030pit,rav,HousTJ00,pass_td,0,,,,,
player,201010030pit,rav,HousTJ00,pass_int,0,,,,,
player,201010030pit,rav,HousTJ00,pass_sacked,,,,,,
player,201010030pit,rav,HousTJ00,pass_sacked_yds,,,,,,
player,201010030pit,rav,HousTJ00,pass_long,0,,,,,
player,201010030pit,rav,HousTJ00,pass_rating,,,,,,
player,201010030pit,rav,HousTJ00,rush_att,0,,,,,
player,201010030pit,rav,HousTJ00,rush_yds,0,,,,,
player,201010030pit,rav,HousTJ00,rush_td,0,,,,,
player,201010030pit,rav,HousTJ00,rush_long,0,,,,,
player,201010030pit,rav,HousTJ00,targets,6,,,,,
player,201010030pit,rav,HousTJ00,rec,3,,,,,
player,201010030pit,rav,HousTJ00,rec_yds,49,,,,,
player,201010030pit,rav,HousTJ00,rec_td,1,,,,,
player,201010030pit,rav,HousTJ00,rec_long,21,,,,,
player,201010030pit,rav,HousTJ00,fumbles,0,,,,,
player,201010030pit,rav,HousTJ00,fumbles_lost,,,,,,
player,201010030pit,rav,HeapTo00,pass_cmp,0,,,,,
player,201010030pit,rav,HeapTo00,pass_att,0,,,,,
player,201010030pit,rav,HeapTo00,pass_yds,0,,,,,
player,201010030pit,rav,HeapTo00,pass_td,0,,,,,
player,201010030pit,rav,HeapTo00,pass_int,0,,,,,
player,201010030pit,rav,HeapTo00,pass_sacked,,,,,,
player,201010030pit,rav,HeapTo00,pass_sacked_yds,,,,,,
player,201010030pit,rav,HeapTo00,pass_long,0,,,,,
player,201010030pit,rav,HeapTo00,pass_rating,,,,,,
player,201010030pit,rav,HeapTo00,rush_att,0,,,,,
player,201010030pit,rav,HeapTo00,rush_yds,0,,,,,
player,201010030pit,rav,HeapTo00,rush_td,0,,,,,
player,201010030pit,rav,HeapTo00,rush_long,0,,,,,
player,201010030pit,rav,HeapTo00,targets,5,,,,,
player,201010030pit,rav,HeapTo00,rec,3,,,,,
player,201010030pit,rav,HeapTo00,rec_yds,35,,,,,
player,201010030pit,rav,HeapTo00,rec_td,0,,,,,
player,201010030pit,rav,HeapTo00,rec_long,16,,,,,
player,201010030pit,rav,HeapTo00,fumbles,0,,,,,
player,201010030pit,rav,HeapTo00,fumbles_lost,,,,,,
player,201010030pit,pit,BatcCh00,pass_cmp,12,,,,,
player,201010030pit,pit,BatcCh00,pass_att,21,,,,,
player,201010030pit,pit,BatcCh00,pass_yds,141,,,,,
player,201010030pit,pit,BatcCh00,pass_td,0,,,,,
player,201010030pit,pit,BatcCh00,pass_int,1,,,,,
player,201010030pit,pit,BatcCh00,pass_sacked,2,,,,,
player,201010030pit,pit,BatcCh00,pass_sacked_yds,15,,,,,
player,201010030pit,pit,BatcCh00,pass_long,34,,,,,
player,201010030pit,pit,BatcCh00,pass_rating,57.8,,,,,
player,201010030pit,pit,BatcCh00,rush_att,1,,,,,
player,201010030pit,pit,BatcCh00,rush_yds,4,,,,,
player,201010030pit,pit,BatcCh00,rush_td,0,,,,,
player,201010030pit,pit,BatcCh00,rush_long,4,,,,,
player,201010030pit,pit,BatcCh00,targets,0,,,,,
player,201010030pit,pit,BatcCh00,rec,0,,,,,
player,201010030pit,pit,BatcCh00,rec_yds,0,,,,,
player,201010030pit,pit,BatcCh00,rec_td,0,,,,,
player,201010030pit,pit,BatcCh00,rec_long,0,,,,,
player,201010030pit,pit,BatcCh00,fumbles,0,,,,,
player,201010030pit,pit,BatcCh00,fumbles_lost,,,,,,
player,201010030pit,pit,MendRa00,pass_cmp,0,,,,,
player,201010030pit,pit,MendRa00,pass_att,0,,,,,
player,201010030pit,pit,MendRa00,pass_yds,0,,,,,
player,201010030pit,pit,MendRa00,pass_td,0,,,,,
player,201010030pit,pit,MendRa00,pass_int,0,,,,,
player,201010030pit,pit,MendRa00,pass_sacked,,,,,,
player,201010030pit,pit,MendRa00,pass_sacked_yds,,,,,,
player,201010030pit,pit,MendRa00,pass_long,0,,,,,
player,201010030pit,pit,MendRa00,pass_rating,,,,,,
player,201010030pit,pit,MendRa00,rush_att,25,,,,,
player,201010030pit,pit,MendRa00,rush_yds,79,,,,,
player,201010030pit,pit,MendRa00,rush_td,2,,,,,
player,201010030pit,pit,MendRa00,rush_long,11,,,,,
player,201010030pit,pit,MendRa00,targets,2,,,,,
player,201010030pit,pit,MendRa00,rec,2,,,,,
player,201010030pit,pit,MendRa00,rec_yds,9,,,,,
player,201010030pit,pit,MendRa00,rec_td,0,,,,,
player,201010030pit,pit,MendRa00,rec_long,5,,,,,
player,201010030pit,pit,MendRa00,fumbles,0,,,,,
player,201010030pit,pit,MendRa00,fumbles_lost,,,,,,
player,201010030pit,pit,WallMi00,pass_cmp,0,,,,,
player,201010030pit,pit,WallMi00,pass_att,0,,,,,
player,201010030pit,pit,WallMi00,pass_yds,0,,,,,
player,201010030pit,pit,WallMi00,pass_td,0,,,,,
player,201010030pit,pit,WallMi00,pass_int,0,,,,,
player,201010030pit,pit,WallMi00,pass_sacked,,,,,,
player,201010030pit,pit,WallMi00,pass_sacked_yds,,,,,,
player,201010030pit,pit,WallMi00,pass_long,0,,,,,
player,201010030pit,pit,WallMi00,pass_rating,,,,,,
player,201010030pit,pit,WallMi00,rush_att,1,,,,,
player,201010030pit,pit,WallMi00,rush_yds,1,,,,,
player,201010030pit,pit,WallMi00,rush_td,0,,,,,
player,201010030pit,pit,WallMi00,rush_long,1,,,,,
player,201010030pit,pit,WallMi00,targets,6,,,,,
player,201010030pit,pit,WallMi00,rec,2,,,,,
player,201010030pit,pit,WallMi00,rec_yds,24,,,,,
player,201010030pit,pit,WallMi00,rec_td,0,,,,,
player,201010030pit,pit,WallMi00,rec_long,20,,,,,
player,201010030pit,pit,WallMi00,fumbles,0,,,,,
player,201010030pit,pit,WallMi00,fumbles_lost,,,,,,
player,201010030pit,pit,RandAn00,pass_cmp,0,,,,,
player,201010030pit,pit,RandAn00,pass_att,0,,,,,
player,201010030pit,pit,RandAn00,pass_yds,0,,,,,
player,201010030pit,pit,RandAn00,pass_td,0,,,,,
player,201010030pit,pit,RandAn00,pass_int,0,,,,,
player,201010030pit,pit,RandAn00,pass_sacked,0,,,,,
player,201010030pit,pit,RandAn00,pass_sacked_yds,,,,,,
player,201010030pit,pit,RandAn00,pass_long,0,,,,,
player,201010030pit,pit,RandAn00,pass_rating,,,,,,
player,201010030pit,pit,RandAn00,rush_att,0,,,,,
player,201010030pit,pit,RandAn00,rush_yds,0,,,,,
player,201010030pit,pit,RandAn00,rush_td,0,,,,,
player,201010030pit,pit,RandAn00,rush_long,0,,,,,
player,201010030pit,pit,RandAn00,targets,2,,,,,
player,201010030pit,pit,RandAn00,rec,2,,,,,
player,201010030pit,pit,RandAn00,rec_yds,50,,,,,
player,201010030pit,pit,RandAn00,rec_td,0,,,,,
player,201010030pit,pit,RandAn00,rec_long,34,,,,,
player,201010030pit,pit,RandAn00,fumbles,1,,,,,
player,201010030pit,pit,RandAn00,fumbles_lost,0,,,,,
player,201010030pit,pit,MillHe00,pass_cmp,0,,,,,
player,201010030pit,pit,MillHe00,pass_att,0,,,,,
player,201010030pit,pit,MillHe00,pass_yds,0,,,,,
player,201010030pit,pit,MillHe00,pass_td,0,,,,,
player,201010030pit,pit,MillHe00,pass_int,0,,,,,
player,201010030pit,pit,MillHe00,pass_sacked,,,,,,
player,201010030pit,pit,MillHe00,pass_sacked_yds,,,,,,
player,201010030pit,pit,MillHe00,pass_long,0,,,,,
player,201010030pit,pit,MillHe00,pass_rating,,,,,,
player,201010030pit,pit,MillHe00,rush_att,0,,,,,
player,201010030pit,pit,MillHe00,rush_yds,0,,,,,
player,201010030pit,pit,MillHe00,rush_td,0,,,,,
player,201010030pit,pit,MillHe00,rush_long,0,,,,,
player,201010030pit,pit,MillHe00,targets,4,,,,,
player,201010030pit,pit,MillHe00,rec,2,,,,,
player,201010030pit,pit,MillHe00,rec_yds,32,,,,,
player,201010030pit,pit,MillHe00,rec_td,0,,,,,
player,201010030pit,pit,MillHe00,rec_long,19,,,,,
player,201010030pit,pit,MillHe00,fumbles,0,,,,,
player,201010030pit,pit,MillHe00,fumbles_lost,,,,,,
player,201010030pit,pit,WardHi00,pass_cmp,0,,,,,
player,201010030pit,pit,WardHi00,pass_att,0,,,,,
player,201010030pit,pit,WardHi00,pass_yds,0,,,,,
player,201010030pit,pit,WardHi00,pass_td,0,,,,,
player,201010030pit,pit,WardHi00,pass_int,0,,,,,
player,201010030pit,pit,WardHi00,pass_sacked,,,,,,
player,201010030pit,pit,WardHi00,pass_sacked_yds,,,,,,
player,201010030pit,pit,WardHi00,pass_long,0,,,,,
player,201010030pit,pit,WardHi00,pass_rating,,,,,,
player,201010030pit,pit,WardHi00,rush_att,0,,,,,
player,201010030pit,pit,WardHi00,rush_yds,0,,,,,
player,201010030pit,pit,WardHi00,rush_td,0,,,,,
player,201010030pit,pit,WardHi00,rush_long,0,,,,,
player,201010030pit,pit,WardHi00,targets,4,,,,,
player,201010030pit,pit,WardHi00,rec,2,,,,,
player,201010030pit,pit,WardHi00,rec_yds,14,,,,,
player,201010030pit,pit,WardHi00,rec_td,0,,,,,
player,201010030pit,pit,WardHi00,rec_long,9,,,,,
player,201010030pit,pit,WardHi00,fumbles,0,,,,,
player,201010030pit,pit,WardHi00,fumbles_lost,,,,,,
player,201010030pit,pit,BrowAn04,pass_cmp,0,,,,,
player,201010030pit,pit,BrowAn04,pass_att,0,,,,,
player,201010030pit,pit,BrowAn04,pass_yds,0,,,,,
player,201010030pit,pit,BrowAn04,pass_td,0,,,,,
player,201010030pit,pit,BrowAn04,pass_int,0,,,,,
player,201010030pit,pit,BrowAn04,pass_sacked,,,,,,
player,201010030pit,pit,BrowAn04,pass_sacked_yds,,,,,,
player,201010030pit,pit,BrowAn04,pass_long,0,,,,,
player,201010030pit,pit,BrowAn04,pass_rating,,,,,,
player,201010030pit,pit,BrowAn04,rush_att,0,,,,,
player,201010030pit,pit,BrowAn04,rush_yds,0,,,,,
player,201010030pit,pit,BrowAn04,rush_td,0,,,,,
player,201010030pit,pit,BrowAn04,rush_long,0,,,,,
player,201010030pit,pit,BrowAn04,targets,1,,,,,
player,201010030pit,pit,BrowAn04,rec,1,,,,,
player,201010030pit,pit,BrowAn04,rec_yds,6,,,,,
player,201010030pit,pit,BrowAn04,rec_td,0,,,,,
player,201010030pit,pit,BrowAn04,rec_long,6,,,,,
player,201010030pit,pit,BrowAn04,fumbles,0,,,,,
player,201010030pit,pit,BrowAn04,fumbles_lost,,,,,,
player,201010030pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201010030pit,pit,RedmIs20,pass_att,0,,,,,
player,201010030pit,pit,RedmIs20,pass_yds,0,,,,,
player,201010030pit,pit,RedmIs20,pass_td,0,,,,,
player,201010030pit,pit,RedmIs20,pass_int,0,,,,,
player,201010030pit,pit,RedmIs20,pass_sacked,,,,,,
player,201010030pit,pit,RedmIs20,pass_sacked_yds,,,,,,
player,201010030pit,pit,RedmIs20,pass_long,0,,,,,
player,201010030pit,pit,RedmIs20,pass_rating,,,,,,
player,201010030pit,pit,RedmIs20,rush_att,0,,,,,
player,201010030pit,pit,RedmIs20,rush_yds,0,,,,,
player,201010030pit,pit,RedmIs20,rush_td,0,,,,,
player,201010030pit,pit,RedmIs20,rush_long,0,,,,,
player,201010030pit,pit,RedmIs20,targets,1,,,,,
player,201010030pit,pit,RedmIs20,rec,1,,,,,
player,201010030pit,pit,RedmIs20,rec_yds,6,,,,,
player,201010030pit,pit,RedmIs20,rec_td,0,,,,,
player,201010030pit,pit,RedmIs20,rec_long,6,,,,,
player,201010030pit,pit,RedmIs20,fumbles,0,,,,,
player,201010030pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201010030pit,pit,BattAr00,pass_cmp,0,,,,,
player,201010030pit,pit,BattAr00,pass_att,0,,,,,
player,201010030pit,pit,BattAr00,pass_yds,0,,,,,
player,201010030pit,pit,BattAr00,pass_td,0,,,,,
player,201010030pit,pit,BattAr00,pass_int,0,,,,,
player,201010030pit,pit,BattAr00,pass_sacked,,,,,,
player,201010030pit,pit,BattAr00,pass_sacked_yds,,,,,,
player,201010030pit,pit,BattAr00,pass_long,0,,,,,
player,201010030pit,pit,BattAr00,pass_rating,,,,,,
player,201010030pit,pit,BattAr00,rush_att,0,,,,,
player,201010030pit,pit,BattAr00,rush_yds,0,,,,,
player,201010030pit,pit,BattAr00,rush_td,0,,,,,
player,201010030pit,pit,BattAr00,rush_long,0,,,,,
player,201010030pit,pit,BattAr00,targets,1,,,,,
player,201010030pit,pit,BattAr00,rec,0,,,,,
player,201010030pit,pit,BattAr00,rec_yds,0,,,,,
player,201010030pit,pit,BattAr00,rec_td,0,,,,,
player,201010030pit,pit,BattAr00,rec_long,0,,,,,
player,201010030pit,pit,BattAr00,fumbles,0,,,,,
player,201010030pit,pit,BattAr00,fumbles_lost,,,,,,
player,201010030pit,rav,LewiRa00,def_int,1,,,,,
player,201010030pit,rav,LewiRa00,def_int_yds,2,,,,,
player,201010030pit,rav,LewiRa00,def_int_td,0,,,,,
player,201010030pit,rav,LewiRa00,def_int_long,2,,,,,
player,201010030pit,rav,LewiRa00,pass_defended,2,,,,,
player,201010030pit,rav,LewiRa00,sacks,0.0,,,,,
player,201010030pit,rav,LewiRa00,tackles_combined,9,,,,,
player,201010030pit,rav,LewiRa00,tackles_solo,7,,,,,
player,201010030pit,rav,LewiRa00,tackles_assists,2,,,,,
player,201010030pit,rav,LewiRa00,tackles_loss,0,,,,,
player,201010030pit,rav,LewiRa00,qb_hits,0,,,,,
player,201010030pit,rav,LewiRa00,fumbles_rec,0,,,,,
player,201010030pit,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201010030pit,rav,LewiRa00,fumbles_forced,0,,,,,
player,201010030pit,rav,NgatHa20,def_int,0,,,,,
player,201010030pit,rav,NgatHa20,def_int_yds,0,,,,,
player,201010030pit,rav,NgatHa20,def_int_td,0,,,,,
player,201010030pit,rav,NgatHa20,def_int_long,0,,,,,
player,201010030pit,rav,NgatHa20,pass_defended,0,,,,,
player,201010030pit,rav,NgatHa20,sacks,1.0,,,,,
player,201010030pit,rav,NgatHa20,tackles_combined,11,,,,,
player,201010030pit,rav,NgatHa20,tackles_solo,8,,,,,
player,201010030pit,rav,NgatHa20,tackles_assists,3,,,,,
player,201010030pit,rav,NgatHa20,tackles_loss,2,,,,,
player,201010030pit,rav,NgatHa20,qb_hits,2,,,,,
player,201010030pit,rav,NgatHa20,fumbles_rec,0,,,,,
player,201010030pit,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201010030pit,rav,NgatHa20,fumbles_forced,0,,,,,
player,201010030pit,rav,SuggTe99,def_int,0,,,,,
player,201010030pit,rav,SuggTe99,def_int_yds,0,,,,,
player,201010030pit,rav,SuggTe99,def_int_td,0,,,,,
player,201010030pit,rav,SuggTe99,def_int_long,0,,,,,
player,201010030pit,rav,SuggTe99,pass_defended,0,,,,,
player,201010030pit,rav,SuggTe99,sacks,1.0,,,,,
player,201010030pit,rav,SuggTe99,tackles_combined,4,,,,,
player,201010030pit,rav,SuggTe99,tackles_solo,1,,,,,
player,201010030pit,rav,SuggTe99,tackles_assists,3,,,,,
player,201010030pit,rav,SuggTe99,tackles_loss,1,,,,,
player,201010030pit,rav,SuggTe99,qb_hits,1,,,,,
player,201010030pit,rav,SuggTe99,fumbles_rec,0,,,,,
player,201010030pit,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201010030pit,rav,SuggTe99,fumbles_forced,0,,,,,
player,201010030pit,rav,LandDa21,def_int,0,,,,,
player,201010030pit,rav,LandDa21,def_int_yds,0,,,,,
player,201010030pit,rav,LandDa21,def_int_td,0,,,,,
player,201010030pit,rav,LandDa21,def_int_long,0,,,,,
player,201010030pit,rav,LandDa21,pass_defended,0,,,,,
player,201010030pit,rav,LandDa21,sacks,0.0,,,,,
player,201010030pit,rav,LandDa21,tackles_combined,8,,,,,
player,201010030pit,rav,LandDa21,tackles_solo,6,,,,,
player,201010030pit,rav,LandDa21,tackles_assists,2,,,,,
player,201010030pit,rav,LandDa21,tackles_loss,0,,,,,
player,201010030pit,rav,LandDa21,qb_hits,0,,,,,
player,201010030pit,rav,LandDa21,fumbles_rec,0,,,,,
player,201010030pit,rav,LandDa21,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,LandDa21,fumbles_rec_td,0,,,,,
player,201010030pit,rav,LandDa21,fumbles_forced,0,,,,,
player,201010030pit,rav,McClJa01,def_int,0,,,,,
player,201010030pit,rav,McClJa01,def_int_yds,0,,,,,
player,201010030pit,rav,McClJa01,def_int_td,0,,,,,
player,201010030pit,rav,McClJa01,def_int_long,0,,,,,
player,201010030pit,rav,McClJa01,pass_defended,1,,,,,
player,201010030pit,rav,McClJa01,sacks,0.0,,,,,
player,201010030pit,rav,McClJa01,tackles_combined,5,,,,,
player,201010030pit,rav,McClJa01,tackles_solo,2,,,,,
player,201010030pit,rav,McClJa01,tackles_assists,3,,,,,
player,201010030pit,rav,McClJa01,tackles_loss,0,,,,,
player,201010030pit,rav,McClJa01,qb_hits,0,,,,,
player,201010030pit,rav,McClJa01,fumbles_rec,0,,,,,
player,201010030pit,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201010030pit,rav,McClJa01,fumbles_forced,0,,,,,
player,201010030pit,rav,GregKe20,def_int,0,,,,,
player,201010030pit,rav,GregKe20,def_int_yds,0,,,,,
player,201010030pit,rav,GregKe20,def_int_td,0,,,,,
player,201010030pit,rav,GregKe20,def_int_long,0,,,,,
player,201010030pit,rav,GregKe20,pass_defended,0,,,,,
player,201010030pit,rav,GregKe20,sacks,0.0,,,,,
player,201010030pit,rav,GregKe20,tackles_combined,4,,,,,
player,201010030pit,rav,GregKe20,tackles_solo,2,,,,,
player,201010030pit,rav,GregKe20,tackles_assists,2,,,,,
player,201010030pit,rav,GregKe20,tackles_loss,0,,,,,
player,201010030pit,rav,GregKe20,qb_hits,0,,,,,
player,201010030pit,rav,GregKe20,fumbles_rec,0,,,,,
player,201010030pit,rav,GregKe20,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,GregKe20,fumbles_rec_td,0,,,,,
player,201010030pit,rav,GregKe20,fumbles_forced,0,,,,,
player,201010030pit,rav,WashFa20,def_int,0,,,,,
player,201010030pit,rav,WashFa20,def_int_yds,0,,,,,
player,201010030pit,rav,WashFa20,def_int_td,0,,,,,
player,201010030pit,rav,WashFa20,def_int_long,0,,,,,
