game,2010,5,20101010,201010100cin,tam,"Tampa Bay Buccaneers",24,cin,"Cincinnati Bengals",21
player,201010100cin,tam,WillMi04,fumbles,1,,,,,
player,201010100cin,tam,WillMi04,fumbles_lost,1,,,,,
player,201010100cin,tam,WinsKe01,pass_cmp,0,,,,,
player,201010100cin,tam,WinsKe01,pass_att,0,,,,,
player,201010100cin,tam,WinsKe01,pass_yds,0,,,,,
player,201010100cin,tam,WinsKe01,pass_td,0,,,,,
player,201010100cin,tam,WinsKe01,pass_int,0,,,,,
player,201010100cin,tam,WinsKe01,pass_sacked,,,,,,
player,201010100cin,tam,WinsKe01,pass_sacked_yds,,,,,,
player,201010100cin,tam,WinsKe01,pass_long,0,,,,,
player,201010100cin,tam,WinsKe01,pass_rating,,,,,,
player,201010100cin,tam,WinsKe01,rush_att,0,,,,,
player,201010100cin,tam,WinsKe01,rush_yds,0,,,,,
player,201010100cin,tam,WinsKe01,rush_td,0,,,,,
player,201010100cin,tam,WinsKe01,rush_long,0,,,,,
player,201010100cin,tam,WinsKe01,targets,9,,,,,
player,201010100cin,tam,WinsKe01,rec,6,,,,,
player,201010100cin,tam,WinsKe01,rec_yds,75,,,,,
player,201010100cin,tam,WinsKe01,rec_td,0,,,,,
player,201010100cin,tam,WinsKe01,rec_long,22,,,,,
player,201010100cin,tam,WinsKe01,fumbles,0,,,,,
player,201010100cin,tam,WinsKe01,fumbles_lost,,,,,,
player,201010100cin,tam,StroSa00,pass_cmp,0,,,,,
player,201010100cin,tam,StroSa00,pass_att,0,,,,,
player,201010100cin,tam,StroSa00,pass_yds,0,,,,,
player,201010100cin,tam,StroSa00,pass_td,0,,,,,
player,201010100cin,tam,StroSa00,pass_int,0,,,,,
player,201010100cin,tam,StroSa00,pass_sacked,,,,,,
player,201010100cin,tam,StroSa00,pass_sacked_yds,,,,,,
player,201010100cin,tam,StroSa00,pass_long,0,,,,,
player,201010100cin,tam,StroSa00,pass_rating,,,,,,
player,201010100cin,tam,StroSa00,rush_att,0,,,,,
player,201010100cin,tam,StroSa00,rush_yds,0,,,,,
player,201010100cin,tam,StroSa00,rush_td,0,,,,,
player,201010100cin,tam,StroSa00,rush_long,0,,,,,
player,201010100cin,tam,StroSa00,targets,3,,,,,
player,201010100cin,tam,StroSa00,rec,3,,,,,
player,201010100cin,tam,StroSa00,rec_yds,39,,,,,
player,201010100cin,tam,StroSa00,rec_td,0,,,,,
player,201010100cin,tam,StroSa00,rec_long,19,,,,,
player,201010100cin,tam,StroSa00,fumbles,0,,,,,
player,201010100cin,tam,StroSa00,fumbles_lost,,,,,,
player,201010100cin,tam,SpurMi00,pass_cmp,0,,,,,
player,201010100cin,tam,SpurMi00,pass_att,0,,,,,
player,201010100cin,tam,SpurMi00,pass_yds,0,,,,,
player,201010100cin,tam,SpurMi00,pass_td,0,,,,,
player,201010100cin,tam,SpurMi00,pass_int,0,,,,,
player,201010100cin,tam,SpurMi00,pass_sacked,0,,,,,
player,201010100cin,tam,SpurMi00,pass_sacked_yds,,,,,,
player,201010100cin,tam,SpurMi00,pass_long,0,,,,,
player,201010100cin,tam,SpurMi00,pass_rating,,,,,,
player,201010100cin,tam,SpurMi00,rush_att,0,,,,,
player,201010100cin,tam,SpurMi00,rush_yds,0,,,,,
player,201010100cin,tam,SpurMi00,rush_td,0,,,,,
player,201010100cin,tam,SpurMi00,rush_long,0,,,,,
player,201010100cin,tam,SpurMi00,targets,3,,,,,
player,201010100cin,tam,SpurMi00,rec,3,,,,,
player,201010100cin,tam,SpurMi00,rec_yds,35,,,,,
player,201010100cin,tam,SpurMi00,rec_td,0,,,,,
player,201010100cin,tam,SpurMi00,rec_long,21,,,,,
player,201010100cin,tam,SpurMi00,fumbles,1,,,,,
player,201010100cin,tam,SpurMi00,fumbles_lost,1,,,,,
player,201010100cin,tam,BennAr00,pass_cmp,0,,,,,
player,201010100cin,tam,BennAr00,pass_att,0,,,,,
player,201010100cin,tam,BennAr00,pass_yds,0,,,,,
player,201010100cin,tam,BennAr00,pass_td,0,,,,,
player,201010100cin,tam,BennAr00,pass_int,0,,,,,
player,201010100cin,tam,BennAr00,pass_sacked,,,,,,
player,201010100cin,tam,BennAr00,pass_sacked_yds,,,,,,
player,201010100cin,tam,BennAr00,pass_long,0,,,,,
player,201010100cin,tam,BennAr00,pass_rating,,,,,,
player,201010100cin,tam,BennAr00,rush_att,0,,,,,
player,201010100cin,tam,BennAr00,rush_yds,0,,,,,
player,201010100cin,tam,BennAr00,rush_td,0,,,,,
player,201010100cin,tam,BennAr00,rush_long,0,,,,,
player,201010100cin,tam,BennAr00,targets,3,,,,,
player,201010100cin,tam,BennAr00,rec,2,,,,,
player,201010100cin,tam,BennAr00,rec_yds,25,,,,,
player,201010100cin,tam,BennAr00,rec_td,0,,,,,
player,201010100cin,tam,BennAr00,rec_long,18,,,,,
player,201010100cin,tam,BennAr00,fumbles,0,,,,,
player,201010100cin,tam,BennAr00,fumbles_lost,,,,,,
player,201010100cin,tam,GilmJo00,pass_cmp,0,,,,,
player,201010100cin,tam,GilmJo00,pass_att,0,,,,,
player,201010100cin,tam,GilmJo00,pass_yds,0,,,,,
player,201010100cin,tam,GilmJo00,pass_td,0,,,,,
player,201010100cin,tam,GilmJo00,pass_int,0,,,,,
player,201010100cin,tam,GilmJo00,pass_sacked,,,,,,
player,201010100cin,tam,GilmJo00,pass_sacked_yds,,,,,,
player,201010100cin,tam,GilmJo00,pass_long,0,,,,,
player,201010100cin,tam,GilmJo00,pass_rating,,,,,,
player,201010100cin,tam,GilmJo00,rush_att,0,,,,,
player,201010100cin,tam,GilmJo00,rush_yds,0,,,,,
player,201010100cin,tam,GilmJo00,rush_td,0,,,,,
player,201010100cin,tam,GilmJo00,rush_long,0,,,,,
player,201010100cin,tam,GilmJo00,targets,1,,,,,
player,201010100cin,tam,GilmJo00,rec,1,,,,,
player,201010100cin,tam,GilmJo00,rec_yds,11,,,,,
player,201010100cin,tam,GilmJo00,rec_td,0,,,,,
player,201010100cin,tam,GilmJo00,rec_long,11,,,,,
player,201010100cin,tam,GilmJo00,fumbles,0,,,,,
player,201010100cin,tam,GilmJo00,fumbles_lost,,,,,,
player,201010100cin,cin,PalmCa00,pass_cmp,21,,,,,
player,201010100cin,cin,PalmCa00,pass_att,36,,,,,
player,201010100cin,cin,PalmCa00,pass_yds,209,,,,,
player,201010100cin,cin,PalmCa00,pass_td,2,,,,,
player,201010100cin,cin,PalmCa00,pass_int,3,,,,,
player,201010100cin,cin,PalmCa00,pass_sacked,0,,,,,
player,201010100cin,cin,PalmCa00,pass_sacked_yds,0,,,,,
player,201010100cin,cin,PalmCa00,pass_long,43,,,,,
player,201010100cin,cin,PalmCa00,pass_rating,58.7,,,,,
player,201010100cin,cin,PalmCa00,rush_att,1,,,,,
player,201010100cin,cin,PalmCa00,rush_yds,3,,,,,
player,201010100cin,cin,PalmCa00,rush_td,0,,,,,
player,201010100cin,cin,PalmCa00,rush_long,3,,,,,
player,201010100cin,cin,PalmCa00,targets,0,,,,,
player,201010100cin,cin,PalmCa00,rec,0,,,,,
player,201010100cin,cin,PalmCa00,rec_yds,0,,,,,
player,201010100cin,cin,PalmCa00,rec_td,0,,,,,
player,201010100cin,cin,PalmCa00,rec_long,0,,,,,
player,201010100cin,cin,PalmCa00,fumbles,0,,,,,
player,201010100cin,cin,PalmCa00,fumbles_lost,,,,,,
player,201010100cin,cin,BensCe00,pass_cmp,0,,,,,
player,201010100cin,cin,BensCe00,pass_att,0,,,,,
player,201010100cin,cin,BensCe00,pass_yds,0,,,,,
player,201010100cin,cin,BensCe00,pass_td,0,,,,,
player,201010100cin,cin,BensCe00,pass_int,0,,,,,
player,201010100cin,cin,BensCe00,pass_sacked,,,,,,
player,201010100cin,cin,BensCe00,pass_sacked_yds,,,,,,
player,201010100cin,cin,BensCe00,pass_long,0,,,,,
player,201010100cin,cin,BensCe00,pass_rating,,,,,,
player,201010100cin,cin,BensCe00,rush_att,23,,,,,
player,201010100cin,cin,BensCe00,rush_yds,144,,,,,
player,201010100cin,cin,BensCe00,rush_td,0,,,,,
player,201010100cin,cin,BensCe00,rush_long,22,,,,,
player,201010100cin,cin,BensCe00,targets,3,,,,,
player,201010100cin,cin,BensCe00,rec,2,,,,,
player,201010100cin,cin,BensCe00,rec_yds,19,,,,,
player,201010100cin,cin,BensCe00,rec_td,0,,,,,
player,201010100cin,cin,BensCe00,rec_long,12,,,,,
player,201010100cin,cin,BensCe00,fumbles,0,,,,,
player,201010100cin,cin,BensCe00,fumbles_lost,,,,,,
player,201010100cin,cin,ScotBe00,pass_cmp,0,,,,,
player,201010100cin,cin,ScotBe00,pass_att,0,,,,,
player,201010100cin,cin,ScotBe00,pass_yds,0,,,,,
player,201010100cin,cin,ScotBe00,pass_td,0,,,,,
player,201010100cin,cin,ScotBe00,pass_int,0,,,,,
player,201010100cin,cin,ScotBe00,pass_sacked,,,,,,
player,201010100cin,cin,ScotBe00,pass_sacked_yds,,,,,,
player,201010100cin,cin,ScotBe00,pass_long,0,,,,,
player,201010100cin,cin,ScotBe00,pass_rating,,,,,,
player,201010100cin,cin,ScotBe00,rush_att,2,,,,,
player,201010100cin,cin,ScotBe00,rush_yds,4,,,,,
player,201010100cin,cin,ScotBe00,rush_td,0,,,,,
player,201010100cin,cin,ScotBe00,rush_long,3,,,,,
player,201010100cin,cin,ScotBe00,targets,0,,,,,
player,201010100cin,cin,ScotBe00,rec,0,,,,,
player,201010100cin,cin,ScotBe00,rec_yds,0,,,,,
player,201010100cin,cin,ScotBe00,rec_td,0,,,,,
player,201010100cin,cin,ScotBe00,rec_long,0,,,,,
player,201010100cin,cin,ScotBe00,fumbles,1,,,,,
player,201010100cin,cin,ScotBe00,fumbles_lost,,,,,,
player,201010100cin,cin,OwenTe00,pass_cmp,0,,,,,
player,201010100cin,cin,OwenTe00,pass_att,0,,,,,
player,201010100cin,cin,OwenTe00,pass_yds,0,,,,,
player,201010100cin,cin,OwenTe00,pass_td,0,,,,,
player,201010100cin,cin,OwenTe00,pass_int,0,,,,,
player,201010100cin,cin,OwenTe00,pass_sacked,,,,,,
player,201010100cin,cin,OwenTe00,pass_sacked_yds,,,,,,
player,201010100cin,cin,OwenTe00,pass_long,0,,,,,
player,201010100cin,cin,OwenTe00,pass_rating,,,,,,
player,201010100cin,cin,OwenTe00,rush_att,0,,,,,
player,201010100cin,cin,OwenTe00,rush_yds,0,,,,,
player,201010100cin,cin,OwenTe00,rush_td,0,,,,,
player,201010100cin,cin,OwenTe00,rush_long,0,,,,,
player,201010100cin,cin,OwenTe00,targets,12,,,,,
player,201010100cin,cin,OwenTe00,rec,7,,,,,
player,201010100cin,cin,OwenTe00,rec_yds,102,,,,,
player,201010100cin,cin,OwenTe00,rec_td,1,,,,,
player,201010100cin,cin,OwenTe00,rec_long,43,,,,,
player,201010100cin,cin,OwenTe00,fumbles,0,,,,,
player,201010100cin,cin,OwenTe00,fumbles_lost,,,,,,
player,201010100cin,cin,CaldAn00,pass_cmp,0,,,,,
player,201010100cin,cin,CaldAn00,pass_att,0,,,,,
player,201010100cin,cin,CaldAn00,pass_yds,0,,,,,
player,201010100cin,cin,CaldAn00,pass_td,0,,,,,
player,201010100cin,cin,CaldAn00,pass_int,0,,,,,
player,201010100cin,cin,CaldAn00,pass_sacked,,,,,,
player,201010100cin,cin,CaldAn00,pass_sacked_yds,,,,,,
player,201010100cin,cin,CaldAn00,pass_long,0,,,,,
player,201010100cin,cin,CaldAn00,pass_rating,,,,,,
player,201010100cin,cin,CaldAn00,rush_att,0,,,,,
player,201010100cin,cin,CaldAn00,rush_yds,0,,,,,
player,201010100cin,cin,CaldAn00,rush_td,0,,,,,
player,201010100cin,cin,CaldAn00,rush_long,0,,,,,
player,201010100cin,cin,CaldAn00,targets,7,,,,,
player,201010100cin,cin,CaldAn00,rec,4,,,,,
player,201010100cin,cin,CaldAn00,rec_yds,33,,,,,
player,201010100cin,cin,CaldAn00,rec_td,0,,,,,
player,201010100cin,cin,CaldAn00,rec_long,19,,,,,
player,201010100cin,cin,CaldAn00,fumbles,0,,,,,
player,201010100cin,cin,CaldAn00,fumbles_lost,,,,,,
player,201010100cin,cin,GresJe00,pass_cmp,0,,,,,
player,201010100cin,cin,GresJe00,pass_att,0,,,,,
player,201010100cin,cin,GresJe00,pass_yds,0,,,,,
player,201010100cin,cin,GresJe00,pass_td,0,,,,,
player,201010100cin,cin,GresJe00,pass_int,0,,,,,
player,201010100cin,cin,GresJe00,pass_sacked,,,,,,
player,201010100cin,cin,GresJe00,pass_sacked_yds,,,,,,
player,201010100cin,cin,GresJe00,pass_long,0,,,,,
player,201010100cin,cin,GresJe00,pass_rating,,,,,,
player,201010100cin,cin,GresJe00,rush_att,0,,,,,
player,201010100cin,cin,GresJe00,rush_yds,0,,,,,
player,201010100cin,cin,GresJe00,rush_td,0,,,,,
player,201010100cin,cin,GresJe00,rush_long,0,,,,,
player,201010100cin,cin,GresJe00,targets,6,,,,,
player,201010100cin,cin,GresJe00,rec,4,,,,,
player,201010100cin,cin,GresJe00,rec_yds,24,,,,,
player,201010100cin,cin,GresJe00,rec_td,1,,,,,
player,201010100cin,cin,GresJe00,rec_long,10,,,,,
player,201010100cin,cin,GresJe00,fumbles,0,,,,,
player,201010100cin,cin,GresJe00,fumbles_lost,,,,,,
player,201010100cin,cin,JohnCh01,pass_cmp,0,,,,,
player,201010100cin,cin,JohnCh01,pass_att,0,,,,,
player,201010100cin,cin,JohnCh01,pass_yds,0,,,,,
player,201010100cin,cin,JohnCh01,pass_td,0,,,,,
player,201010100cin,cin,JohnCh01,pass_int,0,,,,,
player,201010100cin,cin,JohnCh01,pass_sacked,0,,,,,
player,201010100cin,cin,JohnCh01,pass_sacked_yds,0,,,,,
player,201010100cin,cin,JohnCh01,pass_long,0,,,,,
player,201010100cin,cin,JohnCh01,pass_rating,,,,,,
player,201010100cin,cin,JohnCh01,rush_att,0,,,,,
player,201010100cin,cin,JohnCh01,rush_yds,0,,,,,
player,201010100cin,cin,JohnCh01,rush_td,0,,,,,
player,201010100cin,cin,JohnCh01,rush_long,0,,,,,
player,201010100cin,cin,JohnCh01,targets,6,,,,,
player,201010100cin,cin,JohnCh01,rec,3,,,,,
player,201010100cin,cin,JohnCh01,rec_yds,20,,,,,
player,201010100cin,cin,JohnCh01,rec_td,0,,,,,
player,201010100cin,cin,JohnCh01,rec_long,9,,,,,
player,201010100cin,cin,JohnCh01,fumbles,0,,,,,
player,201010100cin,cin,JohnCh01,fumbles_lost,,,,,,
player,201010100cin,cin,LeonBr00,pass_cmp,0,,,,,
player,201010100cin,cin,LeonBr00,pass_att,0,,,,,
player,201010100cin,cin,LeonBr00,pass_yds,0,,,,,
player,201010100cin,cin,LeonBr00,pass_td,0,,,,,
player,201010100cin,cin,LeonBr00,pass_int,0,,,,,
player,201010100cin,cin,LeonBr00,pass_sacked,,,,,,
player,201010100cin,cin,LeonBr00,pass_sacked_yds,,,,,,
player,201010100cin,cin,LeonBr00,pass_long,0,,,,,
player,201010100cin,cin,LeonBr00,pass_rating,,,,,,
player,201010100cin,cin,LeonBr00,rush_att,2,,,,,
player,201010100cin,cin,LeonBr00,rush_yds,-2,,,,,
player,201010100cin,cin,LeonBr00,rush_td,0,,,,,
player,201010100cin,cin,LeonBr00,rush_long,0,,,,,
player,201010100cin,cin,LeonBr00,targets,1,,,,,
player,201010100cin,cin,LeonBr00,rec,1,,,,,
player,201010100cin,cin,LeonBr00,rec_yds,11,,,,,
player,201010100cin,cin,LeonBr00,rec_td,0,,,,,
player,201010100cin,cin,LeonBr00,rec_long,11,,,,,
player,201010100cin,cin,LeonBr00,fumbles,0,,,,,
player,201010100cin,cin,LeonBr00,fumbles_lost,,,,,,
player,201010100cin,cin,SimpJe00,pass_cmp,,,,,,
player,201010100cin,cin,SimpJe00,pass_att,,,,,,
player,201010100cin,cin,SimpJe00,pass_yds,,,,,,
player,201010100cin,cin,SimpJe00,pass_td,,,,,,
player,201010100cin,cin,SimpJe00,pass_int,,,,,,
player,201010100cin,cin,SimpJe00,pass_sacked,,,,,,
player,201010100cin,cin,SimpJe00,pass_sacked_yds,,,,,,
player,201010100cin,cin,SimpJe00,pass_long,,,,,,
player,201010100cin,cin,SimpJe00,pass_rating,,,,,,
player,201010100cin,cin,SimpJe00,rush_att,,,,,,
player,201010100cin,cin,SimpJe00,rush_yds,,,,,,
player,201010100cin,cin,SimpJe00,rush_td,,,,,,
player,201010100cin,cin,SimpJe00,rush_long,,,,,,
player,201010100cin,cin,SimpJe00,targets,1,,,,,
player,201010100cin,cin,SimpJe00,rec,0,,,,,
player,201010100cin,cin,SimpJe00,rec_yds,0,,,,,
player,201010100cin,cin,SimpJe00,rec_td,0,,,,,
player,201010100cin,cin,SimpJe00,rec_long,,,,,,
player,201010100cin,cin,SimpJe00,fumbles,,,,,,
player,201010100cin,cin,SimpJe00,fumbles_lost,,,,,,
player,201010100cin,tam,GrimCo99,def_int,1,,,,,
player,201010100cin,tam,GrimCo99,def_int_yds,11,,,,,
player,201010100cin,tam,GrimCo99,def_int_td,1,,,,,
player,201010100cin,tam,GrimCo99,def_int_long,11,,,,,
player,201010100cin,tam,GrimCo99,pass_defended,1,,,,,
player,201010100cin,tam,GrimCo99,sacks,0.0,,,,,
player,201010100cin,tam,GrimCo99,tackles_combined,11,,,,,
player,201010100cin,tam,GrimCo99,tackles_solo,7,,,,,
player,201010100cin,tam,GrimCo99,tackles_assists,4,,,,,
player,201010100cin,tam,GrimCo99,tackles_loss,0,,,,,
player,201010100cin,tam,GrimCo99,qb_hits,0,,,,,
player,201010100cin,tam,GrimCo99,fumbles_rec,0,,,,,
player,201010100cin,tam,GrimCo99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,GrimCo99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,GrimCo99,fumbles_forced,0,,,,,
