game,2010,5,20101010,201010100cin,tam,"Tampa Bay Buccaneers",24,cin,"Cincinnati Bengals",21
player,201010100cin,cin,AtkiGe99,def_int_td,0,,,,,
player,201010100cin,cin,AtkiGe99,def_int_long,0,,,,,
player,201010100cin,cin,AtkiGe99,pass_defended,0,,,,,
player,201010100cin,cin,AtkiGe99,sacks,0.0,,,,,
player,201010100cin,cin,AtkiGe99,tackles_combined,1,,,,,
player,201010100cin,cin,AtkiGe99,tackles_solo,1,,,,,
player,201010100cin,cin,AtkiGe99,tackles_assists,0,,,,,
player,201010100cin,cin,AtkiGe99,tackles_loss,0,,,,,
player,201010100cin,cin,AtkiGe99,qb_hits,0,,,,,
player,201010100cin,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201010100cin,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201010100cin,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201010100cin,cin,GheeBr99,def_int,0,,,,,
player,201010100cin,cin,GheeBr99,def_int_yds,0,,,,,
player,201010100cin,cin,GheeBr99,def_int_td,0,,,,,
player,201010100cin,cin,GheeBr99,def_int_long,0,,,,,
player,201010100cin,cin,GheeBr99,pass_defended,0,,,,,
player,201010100cin,cin,GheeBr99,sacks,0.0,,,,,
player,201010100cin,cin,GheeBr99,tackles_combined,1,,,,,
player,201010100cin,cin,GheeBr99,tackles_solo,1,,,,,
player,201010100cin,cin,GheeBr99,tackles_assists,0,,,,,
player,201010100cin,cin,GheeBr99,tackles_loss,0,,,,,
player,201010100cin,cin,GheeBr99,qb_hits,0,,,,,
player,201010100cin,cin,GheeBr99,fumbles_rec,0,,,,,
player,201010100cin,cin,GheeBr99,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,GheeBr99,fumbles_rec_td,0,,,,,
player,201010100cin,cin,GheeBr99,fumbles_forced,0,,,,,
player,201010100cin,cin,JohnTa20,def_int,0,,,,,
player,201010100cin,cin,JohnTa20,def_int_yds,0,,,,,
player,201010100cin,cin,JohnTa20,def_int_td,0,,,,,
player,201010100cin,cin,JohnTa20,def_int_long,0,,,,,
player,201010100cin,cin,JohnTa20,pass_defended,0,,,,,
player,201010100cin,cin,JohnTa20,sacks,0.0,,,,,
player,201010100cin,cin,JohnTa20,tackles_combined,1,,,,,
player,201010100cin,cin,JohnTa20,tackles_solo,0,,,,,
player,201010100cin,cin,JohnTa20,tackles_assists,1,,,,,
player,201010100cin,cin,JohnTa20,tackles_loss,0,,,,,
player,201010100cin,cin,JohnTa20,qb_hits,1,,,,,
player,201010100cin,cin,JohnTa20,fumbles_rec,0,,,,,
player,201010100cin,cin,JohnTa20,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,JohnTa20,fumbles_rec_td,0,,,,,
player,201010100cin,cin,JohnTa20,fumbles_forced,0,,,,,
player,201010100cin,cin,LeonBr00,def_int,0,,,,,
player,201010100cin,cin,LeonBr00,def_int_yds,0,,,,,
player,201010100cin,cin,LeonBr00,def_int_td,0,,,,,
player,201010100cin,cin,LeonBr00,def_int_long,0,,,,,
player,201010100cin,cin,LeonBr00,pass_defended,0,,,,,
player,201010100cin,cin,LeonBr00,sacks,0.0,,,,,
player,201010100cin,cin,LeonBr00,tackles_combined,1,,,,,
player,201010100cin,cin,LeonBr00,tackles_solo,1,,,,,
player,201010100cin,cin,LeonBr00,tackles_assists,0,,,,,
player,201010100cin,cin,LeonBr00,tackles_loss,0,,,,,
player,201010100cin,cin,LeonBr00,qb_hits,0,,,,,
player,201010100cin,cin,LeonBr00,fumbles_rec,0,,,,,
player,201010100cin,cin,LeonBr00,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,LeonBr00,fumbles_rec_td,0,,,,,
player,201010100cin,cin,LeonBr00,fumbles_forced,0,,,,,
player,201010100cin,cin,PekoDo20,def_int,0,,,,,
player,201010100cin,cin,PekoDo20,def_int_yds,0,,,,,
player,201010100cin,cin,PekoDo20,def_int_td,0,,,,,
player,201010100cin,cin,PekoDo20,def_int_long,0,,,,,
player,201010100cin,cin,PekoDo20,pass_defended,0,,,,,
player,201010100cin,cin,PekoDo20,sacks,0.0,,,,,
player,201010100cin,cin,PekoDo20,tackles_combined,1,,,,,
player,201010100cin,cin,PekoDo20,tackles_solo,1,,,,,
player,201010100cin,cin,PekoDo20,tackles_assists,0,,,,,
player,201010100cin,cin,PekoDo20,tackles_loss,0,,,,,
player,201010100cin,cin,PekoDo20,qb_hits,0,,,,,
player,201010100cin,cin,PekoDo20,fumbles_rec,0,,,,,
player,201010100cin,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201010100cin,cin,PekoDo20,fumbles_forced,0,,,,,
player,201010100cin,cin,RuckFr99,def_int,0,,,,,
player,201010100cin,cin,RuckFr99,def_int_yds,0,,,,,
player,201010100cin,cin,RuckFr99,def_int_td,0,,,,,
player,201010100cin,cin,RuckFr99,def_int_long,0,,,,,
player,201010100cin,cin,RuckFr99,pass_defended,0,,,,,
player,201010100cin,cin,RuckFr99,sacks,0.0,,,,,
player,201010100cin,cin,RuckFr99,tackles_combined,1,,,,,
player,201010100cin,cin,RuckFr99,tackles_solo,0,,,,,
player,201010100cin,cin,RuckFr99,tackles_assists,1,,,,,
player,201010100cin,cin,RuckFr99,tackles_loss,0,,,,,
player,201010100cin,cin,RuckFr99,qb_hits,4,,,,,
player,201010100cin,cin,RuckFr99,fumbles_rec,0,,,,,
player,201010100cin,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201010100cin,cin,RuckFr99,fumbles_forced,0,,,,,
player,201010100cin,cin,SkutDa00,def_int,0,,,,,
player,201010100cin,cin,SkutDa00,def_int_yds,0,,,,,
player,201010100cin,cin,SkutDa00,def_int_td,0,,,,,
player,201010100cin,cin,SkutDa00,def_int_long,0,,,,,
player,201010100cin,cin,SkutDa00,pass_defended,0,,,,,
player,201010100cin,cin,SkutDa00,sacks,0.0,,,,,
player,201010100cin,cin,SkutDa00,tackles_combined,1,,,,,
player,201010100cin,cin,SkutDa00,tackles_solo,1,,,,,
player,201010100cin,cin,SkutDa00,tackles_assists,0,,,,,
player,201010100cin,cin,SkutDa00,tackles_loss,0,,,,,
player,201010100cin,cin,SkutDa00,qb_hits,0,,,,,
player,201010100cin,cin,SkutDa00,fumbles_rec,0,,,,,
player,201010100cin,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201010100cin,cin,SkutDa00,fumbles_forced,0,,,,,
player,201010100cin,cin,TrenMo99,def_int,0,,,,,
player,201010100cin,cin,TrenMo99,def_int_yds,0,,,,,
player,201010100cin,cin,TrenMo99,def_int_td,0,,,,,
player,201010100cin,cin,TrenMo99,def_int_long,0,,,,,
player,201010100cin,cin,TrenMo99,pass_defended,0,,,,,
player,201010100cin,cin,TrenMo99,sacks,0.0,,,,,
player,201010100cin,cin,TrenMo99,tackles_combined,1,,,,,
player,201010100cin,cin,TrenMo99,tackles_solo,1,,,,,
player,201010100cin,cin,TrenMo99,tackles_assists,0,,,,,
player,201010100cin,cin,TrenMo99,tackles_loss,0,,,,,
player,201010100cin,cin,TrenMo99,qb_hits,0,,,,,
player,201010100cin,cin,TrenMo99,fumbles_rec,0,,,,,
player,201010100cin,cin,TrenMo99,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,TrenMo99,fumbles_rec_td,0,,,,,
player,201010100cin,cin,TrenMo99,fumbles_forced,0,,,,,
player,201010100cin,cin,JohnBr20,def_int,,,,,,
player,201010100cin,cin,JohnBr20,def_int_yds,,,,,,
player,201010100cin,cin,JohnBr20,def_int_td,,,,,,
player,201010100cin,cin,JohnBr20,def_int_long,,,,,,
player,201010100cin,cin,JohnBr20,pass_defended,,,,,,
player,201010100cin,cin,JohnBr20,sacks,0.0,,,,,
player,201010100cin,cin,JohnBr20,tackles_combined,,,,,,
player,201010100cin,cin,JohnBr20,tackles_solo,,,,,,
player,201010100cin,cin,JohnBr20,tackles_assists,,,,,,
player,201010100cin,cin,JohnBr20,tackles_loss,0,,,,,
player,201010100cin,cin,JohnBr20,qb_hits,1,,,,,
player,201010100cin,cin,JohnBr20,fumbles_rec,,,,,,
player,201010100cin,cin,JohnBr20,fumbles_rec_yds,,,,,,
player,201010100cin,cin,JohnBr20,fumbles_rec_td,,,,,,
player,201010100cin,cin,JohnBr20,fumbles_forced,,,,,,
player,201010100cin,cin,NelsRe99,def_int,,,,,,
player,201010100cin,cin,NelsRe99,def_int_yds,,,,,,
player,201010100cin,cin,NelsRe99,def_int_td,,,,,,
player,201010100cin,cin,NelsRe99,def_int_long,,,,,,
player,201010100cin,cin,NelsRe99,pass_defended,,,,,,
player,201010100cin,cin,NelsRe99,sacks,0.0,,,,,
player,201010100cin,cin,NelsRe99,tackles_combined,,,,,,
player,201010100cin,cin,NelsRe99,tackles_solo,,,,,,
player,201010100cin,cin,NelsRe99,tackles_assists,,,,,,
player,201010100cin,cin,NelsRe99,tackles_loss,0,,,,,
player,201010100cin,cin,NelsRe99,qb_hits,1,,,,,
player,201010100cin,cin,NelsRe99,fumbles_rec,,,,,,
player,201010100cin,cin,NelsRe99,fumbles_rec_yds,,,,,,
player,201010100cin,cin,NelsRe99,fumbles_rec_td,,,,,,
player,201010100cin,cin,NelsRe99,fumbles_forced,,,,,,
player,201010100cin,tam,SpurMi00,kick_ret,4,,,,,
player,201010100cin,tam,SpurMi00,kick_ret_yds,80,,,,,
player,201010100cin,tam,SpurMi00,kick_ret_yds_per_ret,20.0,,,,,
player,201010100cin,tam,SpurMi00,kick_ret_td,0,,,,,
player,201010100cin,tam,SpurMi00,kick_ret_long,24,,,,,
player,201010100cin,tam,SpurMi00,punt_ret,2,,,,,
player,201010100cin,tam,SpurMi00,punt_ret_yds,17,,,,,
player,201010100cin,tam,SpurMi00,punt_ret_yds_per_ret,8.5,,,,,
player,201010100cin,tam,SpurMi00,punt_ret_td,0,,,,,
player,201010100cin,tam,SpurMi00,punt_ret_long,11,,,,,
player,201010100cin,cin,JonePa20,kick_ret,2,,,,,
player,201010100cin,cin,JonePa20,kick_ret_yds,42,,,,,
player,201010100cin,cin,JonePa20,kick_ret_yds_per_ret,21.0,,,,,
player,201010100cin,cin,JonePa20,kick_ret_td,0,,,,,
player,201010100cin,cin,JonePa20,kick_ret_long,24,,,,,
player,201010100cin,cin,JonePa20,punt_ret,2,,,,,
player,201010100cin,cin,JonePa20,punt_ret_yds,27,,,,,
player,201010100cin,cin,JonePa20,punt_ret_yds_per_ret,13.5,,,,,
player,201010100cin,cin,JonePa20,punt_ret_td,0,,,,,
player,201010100cin,cin,JonePa20,punt_ret_long,27,,,,,
player,201010100cin,cin,ScotBe00,kick_ret,2,,,,,
player,201010100cin,cin,ScotBe00,kick_ret_yds,31,,,,,
player,201010100cin,cin,ScotBe00,kick_ret_yds_per_ret,15.5,,,,,
player,201010100cin,cin,ScotBe00,kick_ret_td,0,,,,,
player,201010100cin,cin,ScotBe00,kick_ret_long,16,,,,,
player,201010100cin,cin,ScotBe00,punt_ret,0,,,,,
player,201010100cin,cin,ScotBe00,punt_ret_yds,0,,,,,
player,201010100cin,cin,ScotBe00,punt_ret_yds_per_ret,,,,,,
player,201010100cin,cin,ScotBe00,punt_ret_td,0,,,,,
player,201010100cin,cin,ScotBe00,punt_ret_long,0,,,,,
player,201010100cin,cin,HallLe98,kick_ret,1,,,,,
player,201010100cin,cin,HallLe98,kick_ret_yds,29,,,,,
player,201010100cin,cin,HallLe98,kick_ret_yds_per_ret,29.0,,,,,
player,201010100cin,cin,HallLe98,kick_ret_td,0,,,,,
player,201010100cin,cin,HallLe98,kick_ret_long,29,,,,,
player,201010100cin,cin,HallLe98,punt_ret,0,,,,,
player,201010100cin,cin,HallLe98,punt_ret_yds,0,,,,,
player,201010100cin,cin,HallLe98,punt_ret_yds_per_ret,,,,,,
player,201010100cin,cin,HallLe98,punt_ret_td,0,,,,,
player,201010100cin,cin,HallLe98,punt_ret_long,0,,,,,
player,201010100cin,tam,barthco01,xpm,3,,,,,
player,201010100cin,tam,barthco01,xpa,3,,,,,
player,201010100cin,tam,barthco01,fgm,1,,,,,
player,201010100cin,tam,barthco01,fga,1,,,,,
player,201010100cin,tam,barthco01,punt,0,,,,,
player,201010100cin,tam,barthco01,punt_yds,0,,,,,
player,201010100cin,tam,barthco01,punt_yds_per_punt,,,,,,
player,201010100cin,tam,barthco01,punt_long,0,,,,,
player,201010100cin,tam,BryaCh01,xpm,,,,,,
player,201010100cin,tam,BryaCh01,xpa,,,,,,
player,201010100cin,tam,BryaCh01,fgm,,,,,,
player,201010100cin,tam,BryaCh01,fga,,,,,,
player,201010100cin,tam,BryaCh01,punt,6,,,,,
player,201010100cin,tam,BryaCh01,punt_yds,203,,,,,
player,201010100cin,tam,BryaCh01,punt_yds_per_punt,33.8,,,,,
player,201010100cin,tam,BryaCh01,punt_long,44,,,,,
player,201010100cin,cin,nugenmik01,xpm,1,,,,,
player,201010100cin,cin,nugenmik01,xpa,1,,,,,
player,201010100cin,cin,nugenmik01,fgm,2,,,,,
player,201010100cin,cin,nugenmik01,fga,2,,,,,
player,201010100cin,cin,nugenmik01,punt,0,,,,,
player,201010100cin,cin,nugenmik01,punt_yds,0,,,,,
player,201010100cin,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201010100cin,cin,nugenmik01,punt_long,0,,,,,
player,201010100cin,cin,HubeKe20,xpm,,,,,,
player,201010100cin,cin,HubeKe20,xpa,,,,,,
player,201010100cin,cin,HubeKe20,fgm,,,,,,
player,201010100cin,cin,HubeKe20,fga,,,,,,
player,201010100cin,cin,HubeKe20,punt,6,,,,,
player,201010100cin,cin,HubeKe20,punt_yds,308,,,,,
player,201010100cin,cin,HubeKe20,punt_yds_per_punt,51.3,,,,,
player,201010100cin,cin,HubeKe20,punt_long,72,,,,,
