game,2010,3,20100926,201009260htx,dal,"Dallas Cowboys",27,htx,"Houston Texans",13
player,201009260htx,dal,ChoiTa00,pass_yds,0,,,,,
player,201009260htx,dal,ChoiTa00,pass_td,0,,,,,
player,201009260htx,dal,ChoiTa00,pass_int,0,,,,,
player,201009260htx,dal,ChoiTa00,pass_sacked,,,,,,
player,201009260htx,dal,ChoiTa00,pass_sacked_yds,,,,,,
player,201009260htx,dal,ChoiTa00,pass_long,0,,,,,
player,201009260htx,dal,ChoiTa00,pass_rating,,,,,,
player,201009260htx,dal,ChoiTa00,rush_att,2,,,,,
player,201009260htx,dal,ChoiTa00,rush_yds,4,,,,,
player,201009260htx,dal,ChoiTa00,rush_td,0,,,,,
player,201009260htx,dal,ChoiTa00,rush_long,3,,,,,
player,201009260htx,dal,ChoiTa00,targets,0,,,,,
player,201009260htx,dal,ChoiTa00,rec,0,,,,,
player,201009260htx,dal,ChoiTa00,rec_yds,0,,,,,
player,201009260htx,dal,ChoiTa00,rec_td,0,,,,,
player,201009260htx,dal,ChoiTa00,rec_long,0,,,,,
player,201009260htx,dal,ChoiTa00,fumbles,0,,,,,
player,201009260htx,dal,ChoiTa00,fumbles_lost,,,,,,
player,201009260htx,dal,WillRo04,pass_cmp,0,,,,,
player,201009260htx,dal,WillRo04,pass_att,0,,,,,
player,201009260htx,dal,WillRo04,pass_yds,0,,,,,
player,201009260htx,dal,WillRo04,pass_td,0,,,,,
player,201009260htx,dal,WillRo04,pass_int,0,,,,,
player,201009260htx,dal,WillRo04,pass_sacked,,,,,,
player,201009260htx,dal,WillRo04,pass_sacked_yds,,,,,,
player,201009260htx,dal,WillRo04,pass_long,0,,,,,
player,201009260htx,dal,WillRo04,pass_rating,,,,,,
player,201009260htx,dal,WillRo04,rush_att,0,,,,,
player,201009260htx,dal,WillRo04,rush_yds,0,,,,,
player,201009260htx,dal,WillRo04,rush_td,0,,,,,
player,201009260htx,dal,WillRo04,rush_long,0,,,,,
player,201009260htx,dal,WillRo04,targets,6,,,,,
player,201009260htx,dal,WillRo04,rec,5,,,,,
player,201009260htx,dal,WillRo04,rec_yds,117,,,,,
player,201009260htx,dal,WillRo04,rec_td,2,,,,,
player,201009260htx,dal,WillRo04,rec_long,63,,,,,
player,201009260htx,dal,WillRo04,fumbles,0,,,,,
player,201009260htx,dal,WillRo04,fumbles_lost,,,,,,
player,201009260htx,dal,WittJa00,pass_cmp,0,,,,,
player,201009260htx,dal,WittJa00,pass_att,0,,,,,
player,201009260htx,dal,WittJa00,pass_yds,0,,,,,
player,201009260htx,dal,WittJa00,pass_td,0,,,,,
player,201009260htx,dal,WittJa00,pass_int,0,,,,,
player,201009260htx,dal,WittJa00,pass_sacked,,,,,,
player,201009260htx,dal,WittJa00,pass_sacked_yds,,,,,,
player,201009260htx,dal,WittJa00,pass_long,0,,,,,
player,201009260htx,dal,WittJa00,pass_rating,,,,,,
player,201009260htx,dal,WittJa00,rush_att,0,,,,,
player,201009260htx,dal,WittJa00,rush_yds,0,,,,,
player,201009260htx,dal,WittJa00,rush_td,0,,,,,
player,201009260htx,dal,WittJa00,rush_long,0,,,,,
player,201009260htx,dal,WittJa00,targets,8,,,,,
player,201009260htx,dal,WittJa00,rec,7,,,,,
player,201009260htx,dal,WittJa00,rec_yds,56,,,,,
player,201009260htx,dal,WittJa00,rec_td,0,,,,,
player,201009260htx,dal,WittJa00,rec_long,14,,,,,
player,201009260htx,dal,WittJa00,fumbles,0,,,,,
player,201009260htx,dal,WittJa00,fumbles_lost,,,,,,
player,201009260htx,dal,BryaDe01,pass_cmp,0,,,,,
player,201009260htx,dal,BryaDe01,pass_att,0,,,,,
player,201009260htx,dal,BryaDe01,pass_yds,0,,,,,
player,201009260htx,dal,BryaDe01,pass_td,0,,,,,
player,201009260htx,dal,BryaDe01,pass_int,0,,,,,
player,201009260htx,dal,BryaDe01,pass_sacked,,,,,,
player,201009260htx,dal,BryaDe01,pass_sacked_yds,,,,,,
player,201009260htx,dal,BryaDe01,pass_long,0,,,,,
player,201009260htx,dal,BryaDe01,pass_rating,,,,,,
player,201009260htx,dal,BryaDe01,rush_att,0,,,,,
player,201009260htx,dal,BryaDe01,rush_yds,0,,,,,
player,201009260htx,dal,BryaDe01,rush_td,0,,,,,
player,201009260htx,dal,BryaDe01,rush_long,0,,,,,
player,201009260htx,dal,BryaDe01,targets,6,,,,,
player,201009260htx,dal,BryaDe01,rec,4,,,,,
player,201009260htx,dal,BryaDe01,rec_yds,50,,,,,
player,201009260htx,dal,BryaDe01,rec_td,0,,,,,
player,201009260htx,dal,BryaDe01,rec_long,30,,,,,
player,201009260htx,dal,BryaDe01,fumbles,0,,,,,
player,201009260htx,dal,BryaDe01,fumbles_lost,,,,,,
player,201009260htx,dal,BennMa00,pass_cmp,0,,,,,
player,201009260htx,dal,BennMa00,pass_att,0,,,,,
player,201009260htx,dal,BennMa00,pass_yds,0,,,,,
player,201009260htx,dal,BennMa00,pass_td,0,,,,,
player,201009260htx,dal,BennMa00,pass_int,0,,,,,
player,201009260htx,dal,BennMa00,pass_sacked,,,,,,
player,201009260htx,dal,BennMa00,pass_sacked_yds,,,,,,
player,201009260htx,dal,BennMa00,pass_long,0,,,,,
player,201009260htx,dal,BennMa00,pass_rating,,,,,,
player,201009260htx,dal,BennMa00,rush_att,0,,,,,
player,201009260htx,dal,BennMa00,rush_yds,0,,,,,
player,201009260htx,dal,BennMa00,rush_td,0,,,,,
player,201009260htx,dal,BennMa00,rush_long,0,,,,,
player,201009260htx,dal,BennMa00,targets,4,,,,,
player,201009260htx,dal,BennMa00,rec,3,,,,,
player,201009260htx,dal,BennMa00,rec_yds,26,,,,,
player,201009260htx,dal,BennMa00,rec_td,0,,,,,
player,201009260htx,dal,BennMa00,rec_long,14,,,,,
player,201009260htx,dal,BennMa00,fumbles,0,,,,,
player,201009260htx,dal,BennMa00,fumbles_lost,,,,,,
player,201009260htx,dal,AustMi00,pass_cmp,0,,,,,
player,201009260htx,dal,AustMi00,pass_att,0,,,,,
player,201009260htx,dal,AustMi00,pass_yds,0,,,,,
player,201009260htx,dal,AustMi00,pass_td,0,,,,,
player,201009260htx,dal,AustMi00,pass_int,0,,,,,
player,201009260htx,dal,AustMi00,pass_sacked,,,,,,
player,201009260htx,dal,AustMi00,pass_sacked_yds,,,,,,
player,201009260htx,dal,AustMi00,pass_long,0,,,,,
player,201009260htx,dal,AustMi00,pass_rating,,,,,,
player,201009260htx,dal,AustMi00,rush_att,0,,,,,
player,201009260htx,dal,AustMi00,rush_yds,0,,,,,
player,201009260htx,dal,AustMi00,rush_td,0,,,,,
player,201009260htx,dal,AustMi00,rush_long,0,,,,,
player,201009260htx,dal,AustMi00,targets,3,,,,,
player,201009260htx,dal,AustMi00,rec,2,,,,,
player,201009260htx,dal,AustMi00,rec_yds,20,,,,,
player,201009260htx,dal,AustMi00,rec_td,0,,,,,
player,201009260htx,dal,AustMi00,rec_long,17,,,,,
player,201009260htx,dal,AustMi00,fumbles,0,,,,,
player,201009260htx,dal,AustMi00,fumbles_lost,,,,,,
player,201009260htx,dal,HurdSa00,pass_cmp,0,,,,,
player,201009260htx,dal,HurdSa00,pass_att,0,,,,,
player,201009260htx,dal,HurdSa00,pass_yds,0,,,,,
player,201009260htx,dal,HurdSa00,pass_td,0,,,,,
player,201009260htx,dal,HurdSa00,pass_int,0,,,,,
player,201009260htx,dal,HurdSa00,pass_sacked,,,,,,
player,201009260htx,dal,HurdSa00,pass_sacked_yds,,,,,,
player,201009260htx,dal,HurdSa00,pass_long,0,,,,,
player,201009260htx,dal,HurdSa00,pass_rating,,,,,,
player,201009260htx,dal,HurdSa00,rush_att,0,,,,,
player,201009260htx,dal,HurdSa00,rush_yds,0,,,,,
player,201009260htx,dal,HurdSa00,rush_td,0,,,,,
player,201009260htx,dal,HurdSa00,rush_long,0,,,,,
player,201009260htx,dal,HurdSa00,targets,1,,,,,
player,201009260htx,dal,HurdSa00,rec,1,,,,,
player,201009260htx,dal,HurdSa00,rec_yds,10,,,,,
player,201009260htx,dal,HurdSa00,rec_td,0,,,,,
player,201009260htx,dal,HurdSa00,rec_long,10,,,,,
player,201009260htx,dal,HurdSa00,fumbles,0,,,,,
player,201009260htx,dal,HurdSa00,fumbles_lost,,,,,,
player,201009260htx,htx,SchaMa00,pass_cmp,23,,,,,
player,201009260htx,htx,SchaMa00,pass_att,32,,,,,
player,201009260htx,htx,SchaMa00,pass_yds,241,,,,,
player,201009260htx,htx,SchaMa00,pass_td,1,,,,,
player,201009260htx,htx,SchaMa00,pass_int,2,,,,,
player,201009260htx,htx,SchaMa00,pass_sacked,4,,,,,
player,201009260htx,htx,SchaMa00,pass_sacked_yds,25,,,,,
player,201009260htx,htx,SchaMa00,pass_long,26,,,,,
player,201009260htx,htx,SchaMa00,pass_rating,77.7,,,,,
player,201009260htx,htx,SchaMa00,rush_att,0,,,,,
player,201009260htx,htx,SchaMa00,rush_yds,0,,,,,
player,201009260htx,htx,SchaMa00,rush_td,0,,,,,
player,201009260htx,htx,SchaMa00,rush_long,0,,,,,
player,201009260htx,htx,SchaMa00,targets,0,,,,,
player,201009260htx,htx,SchaMa00,rec,0,,,,,
player,201009260htx,htx,SchaMa00,rec_yds,0,,,,,
player,201009260htx,htx,SchaMa00,rec_td,0,,,,,
player,201009260htx,htx,SchaMa00,rec_long,0,,,,,
player,201009260htx,htx,SchaMa00,fumbles,0,,,,,
player,201009260htx,htx,SchaMa00,fumbles_lost,,,,,,
player,201009260htx,htx,FostAr00,pass_cmp,0,,,,,
player,201009260htx,htx,FostAr00,pass_att,0,,,,,
player,201009260htx,htx,FostAr00,pass_yds,0,,,,,
player,201009260htx,htx,FostAr00,pass_td,0,,,,,
player,201009260htx,htx,FostAr00,pass_int,0,,,,,
player,201009260htx,htx,FostAr00,pass_sacked,,,,,,
player,201009260htx,htx,FostAr00,pass_sacked_yds,,,,,,
player,201009260htx,htx,FostAr00,pass_long,0,,,,,
player,201009260htx,htx,FostAr00,pass_rating,,,,,,
player,201009260htx,htx,FostAr00,rush_att,17,,,,,
player,201009260htx,htx,FostAr00,rush_yds,106,,,,,
player,201009260htx,htx,FostAr00,rush_td,0,,,,,
player,201009260htx,htx,FostAr00,rush_long,26,,,,,
player,201009260htx,htx,FostAr00,targets,5,,,,,
player,201009260htx,htx,FostAr00,rec,4,,,,,
player,201009260htx,htx,FostAr00,rec_yds,20,,,,,
player,201009260htx,htx,FostAr00,rec_td,0,,,,,
player,201009260htx,htx,FostAr00,rec_long,14,,,,,
player,201009260htx,htx,FostAr00,fumbles,1,,,,,
player,201009260htx,htx,FostAr00,fumbles_lost,1,,,,,
player,201009260htx,htx,SlatSt00,pass_cmp,0,,,,,
player,201009260htx,htx,SlatSt00,pass_att,0,,,,,
player,201009260htx,htx,SlatSt00,pass_yds,0,,,,,
player,201009260htx,htx,SlatSt00,pass_td,0,,,,,
player,201009260htx,htx,SlatSt00,pass_int,0,,,,,
player,201009260htx,htx,SlatSt00,pass_sacked,,,,,,
player,201009260htx,htx,SlatSt00,pass_sacked_yds,,,,,,
player,201009260htx,htx,SlatSt00,pass_long,0,,,,,
player,201009260htx,htx,SlatSt00,pass_rating,,,,,,
player,201009260htx,htx,SlatSt00,rush_att,3,,,,,
player,201009260htx,htx,SlatSt00,rush_yds,14,,,,,
player,201009260htx,htx,SlatSt00,rush_td,0,,,,,
player,201009260htx,htx,SlatSt00,rush_long,16,,,,,
player,201009260htx,htx,SlatSt00,targets,2,,,,,
player,201009260htx,htx,SlatSt00,rec,1,,,,,
player,201009260htx,htx,SlatSt00,rec_yds,3,,,,,
player,201009260htx,htx,SlatSt00,rec_td,0,,,,,
player,201009260htx,htx,SlatSt00,rec_long,3,,,,,
player,201009260htx,htx,SlatSt00,fumbles,0,,,,,
player,201009260htx,htx,SlatSt00,fumbles_lost,,,,,,
player,201009260htx,htx,WardDe01,pass_cmp,0,,,,,
player,201009260htx,htx,WardDe01,pass_att,0,,,,,
player,201009260htx,htx,WardDe01,pass_yds,0,,,,,
player,201009260htx,htx,WardDe01,pass_td,0,,,,,
player,201009260htx,htx,WardDe01,pass_int,0,,,,,
player,201009260htx,htx,WardDe01,pass_sacked,,,,,,
player,201009260htx,htx,WardDe01,pass_sacked_yds,,,,,,
player,201009260htx,htx,WardDe01,pass_long,0,,,,,
player,201009260htx,htx,WardDe01,pass_rating,,,,,,
player,201009260htx,htx,WardDe01,rush_att,2,,,,,
player,201009260htx,htx,WardDe01,rush_yds,4,,,,,
player,201009260htx,htx,WardDe01,rush_td,0,,,,,
player,201009260htx,htx,WardDe01,rush_long,3,,,,,
player,201009260htx,htx,WardDe01,targets,0,,,,,
player,201009260htx,htx,WardDe01,rec,0,,,,,
player,201009260htx,htx,WardDe01,rec_yds,0,,,,,
player,201009260htx,htx,WardDe01,rec_td,0,,,,,
player,201009260htx,htx,WardDe01,rec_long,0,,,,,
player,201009260htx,htx,WardDe01,fumbles,0,,,,,
player,201009260htx,htx,WardDe01,fumbles_lost,,,,,,
player,201009260htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201009260htx,htx,JohnAn02,pass_att,0,,,,,
player,201009260htx,htx,JohnAn02,pass_yds,0,,,,,
player,201009260htx,htx,JohnAn02,pass_td,0,,,,,
player,201009260htx,htx,JohnAn02,pass_int,0,,,,,
player,201009260htx,htx,JohnAn02,pass_sacked,,,,,,
player,201009260htx,htx,JohnAn02,pass_sacked_yds,,,,,,
player,201009260htx,htx,JohnAn02,pass_long,0,,,,,
player,201009260htx,htx,JohnAn02,pass_rating,,,,,,
player,201009260htx,htx,JohnAn02,rush_att,0,,,,,
player,201009260htx,htx,JohnAn02,rush_yds,0,,,,,
player,201009260htx,htx,JohnAn02,rush_td,0,,,,,
player,201009260htx,htx,JohnAn02,rush_long,0,,,,,
player,201009260htx,htx,JohnAn02,targets,7,,,,,
player,201009260htx,htx,JohnAn02,rec,4,,,,,
player,201009260htx,htx,JohnAn02,rec_yds,64,,,,,
player,201009260htx,htx,JohnAn02,rec_td,0,,,,,
player,201009260htx,htx,JohnAn02,rec_long,26,,,,,
player,201009260htx,htx,JohnAn02,fumbles,0,,,,,
player,201009260htx,htx,JohnAn02,fumbles_lost,,,,,,
player,201009260htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201009260htx,htx,JoneJa03,pass_att,0,,,,,
player,201009260htx,htx,JoneJa03,pass_yds,0,,,,,
player,201009260htx,htx,JoneJa03,pass_td,0,,,,,
player,201009260htx,htx,JoneJa03,pass_int,0,,,,,
player,201009260htx,htx,JoneJa03,pass_sacked,,,,,,
player,201009260htx,htx,JoneJa03,pass_sacked_yds,,,,,,
player,201009260htx,htx,JoneJa03,pass_long,0,,,,,
player,201009260htx,htx,JoneJa03,pass_rating,,,,,,
player,201009260htx,htx,JoneJa03,rush_att,0,,,,,
player,201009260htx,htx,JoneJa03,rush_yds,0,,,,,
player,201009260htx,htx,JoneJa03,rush_td,0,,,,,
player,201009260htx,htx,JoneJa03,rush_long,0,,,,,
player,201009260htx,htx,JoneJa03,targets,5,,,,,
player,201009260htx,htx,JoneJa03,rec,5,,,,,
player,201009260htx,htx,JoneJa03,rec_yds,51,,,,,
player,201009260htx,htx,JoneJa03,rec_td,0,,,,,
player,201009260htx,htx,JoneJa03,rec_long,15,,,,,
player,201009260htx,htx,JoneJa03,fumbles,0,,,,,
player,201009260htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201009260htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201009260htx,htx,WaltKe00,pass_att,0,,,,,
player,201009260htx,htx,WaltKe00,pass_yds,0,,,,,
player,201009260htx,htx,WaltKe00,pass_td,0,,,,,
player,201009260htx,htx,WaltKe00,pass_int,0,,,,,
player,201009260htx,htx,WaltKe00,pass_sacked,,,,,,
player,201009260htx,htx,WaltKe00,pass_sacked_yds,,,,,,
player,201009260htx,htx,WaltKe00,pass_long,0,,,,,
player,201009260htx,htx,WaltKe00,pass_rating,,,,,,
player,201009260htx,htx,WaltKe00,rush_att,0,,,,,
player,201009260htx,htx,WaltKe00,rush_yds,0,,,,,
player,201009260htx,htx,WaltKe00,rush_td,0,,,,,
player,201009260htx,htx,WaltKe00,rush_long,0,,,,,
player,201009260htx,htx,WaltKe00,targets,4,,,,,
player,201009260htx,htx,WaltKe00,rec,3,,,,,
player,201009260htx,htx,WaltKe00,rec_yds,34,,,,,
player,201009260htx,htx,WaltKe00,rec_td,1,,,,,
player,201009260htx,htx,WaltKe00,rec_long,22,,,,,
player,201009260htx,htx,WaltKe00,fumbles,0,,,,,
player,201009260htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201009260htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201009260htx,htx,DaniOw00,pass_att,0,,,,,
player,201009260htx,htx,DaniOw00,pass_yds,0,,,,,
player,201009260htx,htx,DaniOw00,pass_td,0,,,,,
player,201009260htx,htx,DaniOw00,pass_int,0,,,,,
player,201009260htx,htx,DaniOw00,pass_sacked,,,,,,
player,201009260htx,htx,DaniOw00,pass_sacked_yds,,,,,,
player,201009260htx,htx,DaniOw00,pass_long,0,,,,,
player,201009260htx,htx,DaniOw00,pass_rating,,,,,,
player,201009260htx,htx,DaniOw00,rush_att,0,,,,,
player,201009260htx,htx,DaniOw00,rush_yds,0,,,,,
player,201009260htx,htx,DaniOw00,rush_td,0,,,,,
player,201009260htx,htx,DaniOw00,rush_long,0,,,,,
player,201009260htx,htx,DaniOw00,targets,6,,,,,
player,201009260htx,htx,DaniOw00,rec,3,,,,,
player,201009260htx,htx,DaniOw00,rec_yds,27,,,,,
player,201009260htx,htx,DaniOw00,rec_td,0,,,,,
player,201009260htx,htx,DaniOw00,rec_long,11,,,,,
player,201009260htx,htx,DaniOw00,fumbles,0,,,,,
player,201009260htx,htx,DaniOw00,fumbles_lost,,,,,,
player,201009260htx,htx,LeacVo00,pass_cmp,0,,,,,
player,201009260htx,htx,LeacVo00,pass_att,0,,,,,
player,201009260htx,htx,LeacVo00,pass_yds,0,,,,,
player,201009260htx,htx,LeacVo00,pass_td,0,,,,,
player,201009260htx,htx,LeacVo00,pass_int,0,,,,,
player,201009260htx,htx,LeacVo00,pass_sacked,,,,,,
player,201009260htx,htx,LeacVo00,pass_sacked_yds,,,,,,
player,201009260htx,htx,LeacVo00,pass_long,0,,,,,
player,201009260htx,htx,LeacVo00,pass_rating,,,,,,
player,201009260htx,htx,LeacVo00,rush_att,0,,,,,
player,201009260htx,htx,LeacVo00,rush_yds,0,,,,,
player,201009260htx,htx,LeacVo00,rush_td,0,,,,,
player,201009260htx,htx,LeacVo00,rush_long,0,,,,,
player,201009260htx,htx,LeacVo00,targets,1,,,,,
player,201009260htx,htx,LeacVo00,rec,1,,,,,
player,201009260htx,htx,LeacVo00,rec_yds,18,,,,,
player,201009260htx,htx,LeacVo00,rec_td,0,,,,,
player,201009260htx,htx,LeacVo00,rec_long,18,,,,,
player,201009260htx,htx,LeacVo00,fumbles,0,,,,,
player,201009260htx,htx,LeacVo00,fumbles_lost,,,,,,
player,201009260htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201009260htx,htx,DreeJo00,pass_att,0,,,,,
player,201009260htx,htx,DreeJo00,pass_yds,0,,,,,
player,201009260htx,htx,DreeJo00,pass_td,0,,,,,
player,201009260htx,htx,DreeJo00,pass_int,0,,,,,
player,201009260htx,htx,DreeJo00,pass_sacked,,,,,,
player,201009260htx,htx,DreeJo00,pass_sacked_yds,,,,,,
player,201009260htx,htx,DreeJo00,pass_long,0,,,,,
player,201009260htx,htx,DreeJo00,pass_rating,,,,,,
player,201009260htx,htx,DreeJo00,rush_att,0,,,,,
player,201009260htx,htx,DreeJo00,rush_yds,0,,,,,
player,201009260htx,htx,DreeJo00,rush_td,0,,,,,
player,201009260htx,htx,DreeJo00,rush_long,0,,,,,
player,201009260htx,htx,DreeJo00,targets,1,,,,,
player,201009260htx,htx,DreeJo00,rec,1,,,,,
player,201009260htx,htx,DreeJo00,rec_yds,18,,,,,
player,201009260htx,htx,DreeJo00,rec_td,0,,,,,
player,201009260htx,htx,DreeJo00,rec_long,18,,,,,
player,201009260htx,htx,DreeJo00,fumbles,0,,,,,
player,201009260htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201009260htx,htx,AndeDa01,pass_cmp,0,,,,,
player,201009260htx,htx,AndeDa01,pass_att,0,,,,,
player,201009260htx,htx,AndeDa01,pass_yds,0,,,,,
player,201009260htx,htx,AndeDa01,pass_td,0,,,,,
player,201009260htx,htx,AndeDa01,pass_int,0,,,,,
player,201009260htx,htx,AndeDa01,pass_sacked,,,,,,
player,201009260htx,htx,AndeDa01,pass_sacked_yds,,,,,,
player,201009260htx,htx,AndeDa01,pass_long,0,,,,,
player,201009260htx,htx,AndeDa01,pass_rating,,,,,,
player,201009260htx,htx,AndeDa01,rush_att,0,,,,,
player,201009260htx,htx,AndeDa01,rush_yds,0,,,,,
player,201009260htx,htx,AndeDa01,rush_td,0,,,,,
player,201009260htx,htx,AndeDa01,rush_long,0,,,,,
player,201009260htx,htx,AndeDa01,targets,1,,,,,
player,201009260htx,htx,AndeDa01,rec,1,,,,,
player,201009260htx,htx,AndeDa01,rec_yds,6,,,,,
player,201009260htx,htx,AndeDa01,rec_td,0,,,,,
player,201009260htx,htx,AndeDa01,rec_long,6,,,,,
player,201009260htx,htx,AndeDa01,fumbles,0,,,,,
player,201009260htx,htx,AndeDa01,fumbles_lost,,,,,,
player,201009260htx,dal,JenkMi99,def_int,1,,,,,
player,201009260htx,dal,JenkMi99,def_int_yds,-4,,,,,
player,201009260htx,dal,JenkMi99,def_int_td,0,,,,,
player,201009260htx,dal,JenkMi99,def_int_long,-4,,,,,
player,201009260htx,dal,JenkMi99,pass_defended,1,,,,,
player,201009260htx,dal,JenkMi99,sacks,0.0,,,,,
player,201009260htx,dal,JenkMi99,tackles_combined,2,,,,,
player,201009260htx,dal,JenkMi99,tackles_solo,2,,,,,
player,201009260htx,dal,JenkMi99,tackles_assists,0,,,,,
player,201009260htx,dal,JenkMi99,tackles_loss,0,,,,,
player,201009260htx,dal,JenkMi99,qb_hits,0,,,,,
player,201009260htx,dal,JenkMi99,fumbles_rec,0,,,,,
player,201009260htx,dal,JenkMi99,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,JenkMi99,fumbles_rec_td,0,,,,,
player,201009260htx,dal,JenkMi99,fumbles_forced,0,,,,,
