game,2010,8,20101031,201010310dal,jax,"Jacksonville Jaguars",35,dal,"Dallas Cowboys",17
player,201010310dal,dal,BuehDa44,def_int,0,,,,,
player,201010310dal,dal,BuehDa44,def_int_yds,0,,,,,
player,201010310dal,dal,BuehDa44,def_int_td,0,,,,,
player,201010310dal,dal,BuehDa44,def_int_long,0,,,,,
player,201010310dal,dal,BuehDa44,pass_defended,0,,,,,
player,201010310dal,dal,BuehDa44,sacks,0.0,,,,,
player,201010310dal,dal,BuehDa44,tackles_combined,1,,,,,
player,201010310dal,dal,BuehDa44,tackles_solo,1,,,,,
player,201010310dal,dal,BuehDa44,tackles_assists,0,,,,,
player,201010310dal,dal,BuehDa44,tackles_loss,0,,,,,
player,201010310dal,dal,BuehDa44,qb_hits,0,,,,,
player,201010310dal,dal,BuehDa44,fumbles_rec,0,,,,,
player,201010310dal,dal,BuehDa44,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,BuehDa44,fumbles_rec_td,0,,,,,
player,201010310dal,dal,BuehDa44,fumbles_forced,0,,,,,
player,201010310dal,dal,HurdSa00,def_int,0,,,,,
player,201010310dal,dal,HurdSa00,def_int_yds,0,,,,,
player,201010310dal,dal,HurdSa00,def_int_td,0,,,,,
player,201010310dal,dal,HurdSa00,def_int_long,0,,,,,
player,201010310dal,dal,HurdSa00,pass_defended,0,,,,,
player,201010310dal,dal,HurdSa00,sacks,0.0,,,,,
player,201010310dal,dal,HurdSa00,tackles_combined,1,,,,,
player,201010310dal,dal,HurdSa00,tackles_solo,1,,,,,
player,201010310dal,dal,HurdSa00,tackles_assists,0,,,,,
player,201010310dal,dal,HurdSa00,tackles_loss,0,,,,,
player,201010310dal,dal,HurdSa00,qb_hits,0,,,,,
player,201010310dal,dal,HurdSa00,fumbles_rec,0,,,,,
player,201010310dal,dal,HurdSa00,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,HurdSa00,fumbles_rec_td,0,,,,,
player,201010310dal,dal,HurdSa00,fumbles_forced,0,,,,,
player,201010310dal,dal,RatlJa20,def_int,0,,,,,
player,201010310dal,dal,RatlJa20,def_int_yds,0,,,,,
player,201010310dal,dal,RatlJa20,def_int_td,0,,,,,
player,201010310dal,dal,RatlJa20,def_int_long,0,,,,,
player,201010310dal,dal,RatlJa20,pass_defended,0,,,,,
player,201010310dal,dal,RatlJa20,sacks,0.0,,,,,
player,201010310dal,dal,RatlJa20,tackles_combined,1,,,,,
player,201010310dal,dal,RatlJa20,tackles_solo,1,,,,,
player,201010310dal,dal,RatlJa20,tackles_assists,0,,,,,
player,201010310dal,dal,RatlJa20,tackles_loss,0,,,,,
player,201010310dal,dal,RatlJa20,qb_hits,0,,,,,
player,201010310dal,dal,RatlJa20,fumbles_rec,1,,,,,
player,201010310dal,dal,RatlJa20,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,RatlJa20,fumbles_rec_td,0,,,,,
player,201010310dal,dal,RatlJa20,fumbles_forced,0,,,,,
player,201010310dal,dal,ScanOr99,def_int,0,,,,,
player,201010310dal,dal,ScanOr99,def_int_yds,0,,,,,
player,201010310dal,dal,ScanOr99,def_int_td,0,,,,,
player,201010310dal,dal,ScanOr99,def_int_long,0,,,,,
player,201010310dal,dal,ScanOr99,pass_defended,0,,,,,
player,201010310dal,dal,ScanOr99,sacks,0.0,,,,,
player,201010310dal,dal,ScanOr99,tackles_combined,1,,,,,
player,201010310dal,dal,ScanOr99,tackles_solo,1,,,,,
player,201010310dal,dal,ScanOr99,tackles_assists,0,,,,,
player,201010310dal,dal,ScanOr99,tackles_loss,0,,,,,
player,201010310dal,dal,ScanOr99,qb_hits,0,,,,,
player,201010310dal,dal,ScanOr99,fumbles_rec,0,,,,,
player,201010310dal,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201010310dal,dal,ScanOr99,fumbles_forced,0,,,,,
player,201010310dal,dal,WareDe99,def_int,,,,,,
player,201010310dal,dal,WareDe99,def_int_yds,,,,,,
player,201010310dal,dal,WareDe99,def_int_td,,,,,,
player,201010310dal,dal,WareDe99,def_int_long,,,,,,
player,201010310dal,dal,WareDe99,pass_defended,0,,,,,
player,201010310dal,dal,WareDe99,sacks,0.0,,,,,
player,201010310dal,dal,WareDe99,tackles_combined,0,,,,,
player,201010310dal,dal,WareDe99,tackles_solo,0,,,,,
player,201010310dal,dal,WareDe99,tackles_assists,0,,,,,
player,201010310dal,dal,WareDe99,tackles_loss,0,,,,,
player,201010310dal,dal,WareDe99,qb_hits,1,,,,,
player,201010310dal,dal,WareDe99,fumbles_rec,0,,,,,
player,201010310dal,dal,WareDe99,fumbles_rec_yds,,,,,,
player,201010310dal,dal,WareDe99,fumbles_rec_td,,,,,,
player,201010310dal,dal,WareDe99,fumbles_forced,0,,,,,
player,201010310dal,dal,WillLe20,def_int,,,,,,
player,201010310dal,dal,WillLe20,def_int_yds,,,,,,
player,201010310dal,dal,WillLe20,def_int_td,,,,,,
player,201010310dal,dal,WillLe20,def_int_long,,,,,,
player,201010310dal,dal,WillLe20,pass_defended,,,,,,
player,201010310dal,dal,WillLe20,sacks,0.0,,,,,
player,201010310dal,dal,WillLe20,tackles_combined,,,,,,
player,201010310dal,dal,WillLe20,tackles_solo,,,,,,
player,201010310dal,dal,WillLe20,tackles_assists,,,,,,
player,201010310dal,dal,WillLe20,tackles_loss,0,,,,,
player,201010310dal,dal,WillLe20,qb_hits,1,,,,,
player,201010310dal,dal,WillLe20,fumbles_rec,,,,,,
player,201010310dal,dal,WillLe20,fumbles_rec_yds,,,,,,
player,201010310dal,dal,WillLe20,fumbles_rec_td,,,,,,
player,201010310dal,dal,WillLe20,fumbles_forced,,,,,,
player,201010310dal,jax,ThomMi01,kick_ret,0,,,,,
player,201010310dal,jax,ThomMi01,kick_ret_yds,0,,,,,
player,201010310dal,jax,ThomMi01,kick_ret_yds_per_ret,,,,,,
player,201010310dal,jax,ThomMi01,kick_ret_td,0,,,,,
player,201010310dal,jax,ThomMi01,kick_ret_long,0,,,,,
player,201010310dal,jax,ThomMi01,punt_ret,1,,,,,
player,201010310dal,jax,ThomMi01,punt_ret_yds,16,,,,,
player,201010310dal,jax,ThomMi01,punt_ret_yds_per_ret,16.0,,,,,
player,201010310dal,jax,ThomMi01,punt_ret_td,0,,,,,
player,201010310dal,jax,ThomMi01,punt_ret_long,16,,,,,
player,201010310dal,jax,KariDe00,kick_ret,3,,,,,
player,201010310dal,jax,KariDe00,kick_ret_yds,57,,,,,
player,201010310dal,jax,KariDe00,kick_ret_yds_per_ret,19.0,,,,,
player,201010310dal,jax,KariDe00,kick_ret_td,0,,,,,
player,201010310dal,jax,KariDe00,kick_ret_long,32,,,,,
player,201010310dal,jax,KariDe00,punt_ret,0,,,,,
player,201010310dal,jax,KariDe00,punt_ret_yds,0,,,,,
player,201010310dal,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201010310dal,jax,KariDe00,punt_ret_td,0,,,,,
player,201010310dal,jax,KariDe00,punt_ret_long,0,,,,,
player,201010310dal,dal,BryaDe01,kick_ret,0,,,,,
player,201010310dal,dal,BryaDe01,kick_ret_yds,0,,,,,
player,201010310dal,dal,BryaDe01,kick_ret_yds_per_ret,,,,,,
player,201010310dal,dal,BryaDe01,kick_ret_td,0,,,,,
player,201010310dal,dal,BryaDe01,kick_ret_long,0,,,,,
player,201010310dal,dal,BryaDe01,punt_ret,1,,,,,
player,201010310dal,dal,BryaDe01,punt_ret_yds,12,,,,,
player,201010310dal,dal,BryaDe01,punt_ret_yds_per_ret,12.0,,,,,
player,201010310dal,dal,BryaDe01,punt_ret_td,0,,,,,
player,201010310dal,dal,BryaDe01,punt_ret_long,12,,,,,
player,201010310dal,dal,OwusAk99,kick_ret,5,,,,,
player,201010310dal,dal,OwusAk99,kick_ret_yds,104,,,,,
player,201010310dal,dal,OwusAk99,kick_ret_yds_per_ret,20.8,,,,,
player,201010310dal,dal,OwusAk99,kick_ret_td,0,,,,,
player,201010310dal,dal,OwusAk99,kick_ret_long,28,,,,,
player,201010310dal,dal,OwusAk99,punt_ret,0,,,,,
player,201010310dal,dal,OwusAk99,punt_ret_yds,0,,,,,
player,201010310dal,dal,OwusAk99,punt_ret_yds_per_ret,,,,,,
player,201010310dal,dal,OwusAk99,punt_ret_td,0,,,,,
player,201010310dal,dal,OwusAk99,punt_ret_long,0,,,,,
player,201010310dal,dal,ChoiTa00,kick_ret,1,,,,,
player,201010310dal,dal,ChoiTa00,kick_ret_yds,27,,,,,
player,201010310dal,dal,ChoiTa00,kick_ret_yds_per_ret,27.0,,,,,
player,201010310dal,dal,ChoiTa00,kick_ret_td,0,,,,,
player,201010310dal,dal,ChoiTa00,kick_ret_long,27,,,,,
player,201010310dal,dal,ChoiTa00,punt_ret,0,,,,,
player,201010310dal,dal,ChoiTa00,punt_ret_yds,0,,,,,
player,201010310dal,dal,ChoiTa00,punt_ret_yds_per_ret,,,,,,
player,201010310dal,dal,ChoiTa00,punt_ret_td,0,,,,,
player,201010310dal,dal,ChoiTa00,punt_ret_long,0,,,,,
player,201010310dal,jax,scobejos01,xpm,5,,,,,
player,201010310dal,jax,scobejos01,xpa,5,,,,,
player,201010310dal,jax,scobejos01,fgm,,,,,,
player,201010310dal,jax,scobejos01,fga,,,,,,
player,201010310dal,jax,scobejos01,punt,0,,,,,
player,201010310dal,jax,scobejos01,punt_yds,0,,,,,
player,201010310dal,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201010310dal,jax,scobejos01,punt_long,0,,,,,
player,201010310dal,jax,PodlAd20,xpm,,,,,,
player,201010310dal,jax,PodlAd20,xpa,,,,,,
player,201010310dal,jax,PodlAd20,fgm,,,,,,
player,201010310dal,jax,PodlAd20,fga,,,,,,
player,201010310dal,jax,PodlAd20,punt,5,,,,,
player,201010310dal,jax,PodlAd20,punt_yds,242,,,,,
player,201010310dal,jax,PodlAd20,punt_yds_per_punt,48.4,,,,,
player,201010310dal,jax,PodlAd20,punt_long,57,,,,,
player,201010310dal,dal,BuehDa44,xpm,2,,,,,
player,201010310dal,dal,BuehDa44,xpa,2,,,,,
player,201010310dal,dal,BuehDa44,fgm,1,,,,,
player,201010310dal,dal,BuehDa44,fga,1,,,,,
player,201010310dal,dal,BuehDa44,punt,0,,,,,
player,201010310dal,dal,BuehDa44,punt_yds,0,,,,,
player,201010310dal,dal,BuehDa44,punt_yds_per_punt,,,,,,
player,201010310dal,dal,BuehDa44,punt_long,0,,,,,
player,201010310dal,dal,McBrMa20,xpm,,,,,,
player,201010310dal,dal,McBrMa20,xpa,,,,,,
player,201010310dal,dal,McBrMa20,fgm,,,,,,
player,201010310dal,dal,McBrMa20,fga,,,,,,
player,201010310dal,dal,McBrMa20,punt,3,,,,,
player,201010310dal,dal,McBrMa20,punt_yds,134,,,,,
player,201010310dal,dal,McBrMa20,punt_yds_per_punt,44.7,,,,,
player,201010310dal,dal,McBrMa20,punt_long,63,,,,,
