game,2010,3,20100926,201009260mia,nyj,"New York Jets",31,mia,"Miami Dolphins",23
player,201009260mia,nyj,SancMa00,pass_rating,120.5,,,,,
player,201009260mia,nyj,SancMa00,rush_att,1,,,,,
player,201009260mia,nyj,SancMa00,rush_yds,-1,,,,,
player,201009260mia,nyj,SancMa00,rush_td,0,,,,,
player,201009260mia,nyj,SancMa00,rush_long,-1,,,,,
player,201009260mia,nyj,SancMa00,targets,0,,,,,
player,201009260mia,nyj,SancMa00,rec,0,,,,,
player,201009260mia,nyj,SancMa00,rec_yds,0,,,,,
player,201009260mia,nyj,SancMa00,rec_td,0,,,,,
player,201009260mia,nyj,SancMa00,rec_long,0,,,,,
player,201009260mia,nyj,SancMa00,fumbles,0,,,,,
player,201009260mia,nyj,SancMa00,fumbles_lost,,,,,,
player,201009260mia,nyj,TomlLa00,pass_cmp,0,,,,,
player,201009260mia,nyj,TomlLa00,pass_att,0,,,,,
player,201009260mia,nyj,TomlLa00,pass_yds,0,,,,,
player,201009260mia,nyj,TomlLa00,pass_td,0,,,,,
player,201009260mia,nyj,TomlLa00,pass_int,0,,,,,
player,201009260mia,nyj,TomlLa00,pass_sacked,,,,,,
player,201009260mia,nyj,TomlLa00,pass_sacked_yds,,,,,,
player,201009260mia,nyj,TomlLa00,pass_long,0,,,,,
player,201009260mia,nyj,TomlLa00,pass_rating,,,,,,
player,201009260mia,nyj,TomlLa00,rush_att,15,,,,,
player,201009260mia,nyj,TomlLa00,rush_yds,70,,,,,
player,201009260mia,nyj,TomlLa00,rush_td,1,,,,,
player,201009260mia,nyj,TomlLa00,rush_long,21,,,,,
player,201009260mia,nyj,TomlLa00,targets,5,,,,,
player,201009260mia,nyj,TomlLa00,rec,3,,,,,
player,201009260mia,nyj,TomlLa00,rec_yds,18,,,,,
player,201009260mia,nyj,TomlLa00,rec_td,0,,,,,
player,201009260mia,nyj,TomlLa00,rec_long,9,,,,,
player,201009260mia,nyj,TomlLa00,fumbles,0,,,,,
player,201009260mia,nyj,TomlLa00,fumbles_lost,,,,,,
player,201009260mia,nyj,SmitBr01,pass_cmp,0,,,,,
player,201009260mia,nyj,SmitBr01,pass_att,0,,,,,
player,201009260mia,nyj,SmitBr01,pass_yds,0,,,,,
player,201009260mia,nyj,SmitBr01,pass_td,0,,,,,
player,201009260mia,nyj,SmitBr01,pass_int,0,,,,,
player,201009260mia,nyj,SmitBr01,pass_sacked,0,,,,,
player,201009260mia,nyj,SmitBr01,pass_sacked_yds,,,,,,
player,201009260mia,nyj,SmitBr01,pass_long,0,,,,,
player,201009260mia,nyj,SmitBr01,pass_rating,,,,,,
player,201009260mia,nyj,SmitBr01,rush_att,3,,,,,
player,201009260mia,nyj,SmitBr01,rush_yds,41,,,,,
player,201009260mia,nyj,SmitBr01,rush_td,0,,,,,
player,201009260mia,nyj,SmitBr01,rush_long,16,,,,,
player,201009260mia,nyj,SmitBr01,targets,1,,,,,
player,201009260mia,nyj,SmitBr01,rec,1,,,,,
player,201009260mia,nyj,SmitBr01,rec_yds,11,,,,,
player,201009260mia,nyj,SmitBr01,rec_td,0,,,,,
player,201009260mia,nyj,SmitBr01,rec_long,11,,,,,
player,201009260mia,nyj,SmitBr01,fumbles,0,,,,,
player,201009260mia,nyj,SmitBr01,fumbles_lost,,,,,,
player,201009260mia,nyj,GreeSh00,pass_cmp,0,,,,,
player,201009260mia,nyj,GreeSh00,pass_att,0,,,,,
player,201009260mia,nyj,GreeSh00,pass_yds,0,,,,,
player,201009260mia,nyj,GreeSh00,pass_td,0,,,,,
player,201009260mia,nyj,GreeSh00,pass_int,0,,,,,
player,201009260mia,nyj,GreeSh00,pass_sacked,,,,,,
player,201009260mia,nyj,GreeSh00,pass_sacked_yds,,,,,,
player,201009260mia,nyj,GreeSh00,pass_long,0,,,,,
player,201009260mia,nyj,GreeSh00,pass_rating,,,,,,
player,201009260mia,nyj,GreeSh00,rush_att,10,,,,,
player,201009260mia,nyj,GreeSh00,rush_yds,36,,,,,
player,201009260mia,nyj,GreeSh00,rush_td,0,,,,,
player,201009260mia,nyj,GreeSh00,rush_long,9,,,,,
player,201009260mia,nyj,GreeSh00,targets,0,,,,,
player,201009260mia,nyj,GreeSh00,rec,0,,,,,
player,201009260mia,nyj,GreeSh00,rec_yds,0,,,,,
player,201009260mia,nyj,GreeSh00,rec_td,0,,,,,
player,201009260mia,nyj,GreeSh00,rec_long,0,,,,,
player,201009260mia,nyj,GreeSh00,fumbles,0,,,,,
player,201009260mia,nyj,GreeSh00,fumbles_lost,,,,,,
player,201009260mia,nyj,KellDu00,pass_cmp,0,,,,,
player,201009260mia,nyj,KellDu00,pass_att,0,,,,,
player,201009260mia,nyj,KellDu00,pass_yds,0,,,,,
player,201009260mia,nyj,KellDu00,pass_td,0,,,,,
player,201009260mia,nyj,KellDu00,pass_int,0,,,,,
player,201009260mia,nyj,KellDu00,pass_sacked,,,,,,
player,201009260mia,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201009260mia,nyj,KellDu00,pass_long,0,,,,,
player,201009260mia,nyj,KellDu00,pass_rating,,,,,,
player,201009260mia,nyj,KellDu00,rush_att,0,,,,,
player,201009260mia,nyj,KellDu00,rush_yds,0,,,,,
player,201009260mia,nyj,KellDu00,rush_td,0,,,,,
player,201009260mia,nyj,KellDu00,rush_long,0,,,,,
player,201009260mia,nyj,KellDu00,targets,10,,,,,
player,201009260mia,nyj,KellDu00,rec,6,,,,,
player,201009260mia,nyj,KellDu00,rec_yds,98,,,,,
player,201009260mia,nyj,KellDu00,rec_td,2,,,,,
player,201009260mia,nyj,KellDu00,rec_long,31,,,,,
player,201009260mia,nyj,KellDu00,fumbles,0,,,,,
player,201009260mia,nyj,KellDu00,fumbles_lost,,,,,,
player,201009260mia,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201009260mia,nyj,EdwaBr00,pass_att,0,,,,,
player,201009260mia,nyj,EdwaBr00,pass_yds,0,,,,,
player,201009260mia,nyj,EdwaBr00,pass_td,0,,,,,
player,201009260mia,nyj,EdwaBr00,pass_int,0,,,,,
player,201009260mia,nyj,EdwaBr00,pass_sacked,,,,,,
player,201009260mia,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201009260mia,nyj,EdwaBr00,pass_long,0,,,,,
player,201009260mia,nyj,EdwaBr00,pass_rating,,,,,,
player,201009260mia,nyj,EdwaBr00,rush_att,0,,,,,
player,201009260mia,nyj,EdwaBr00,rush_yds,0,,,,,
player,201009260mia,nyj,EdwaBr00,rush_td,0,,,,,
player,201009260mia,nyj,EdwaBr00,rush_long,0,,,,,
player,201009260mia,nyj,EdwaBr00,targets,3,,,,,
player,201009260mia,nyj,EdwaBr00,rec,2,,,,,
player,201009260mia,nyj,EdwaBr00,rec_yds,87,,,,,
player,201009260mia,nyj,EdwaBr00,rec_td,1,,,,,
player,201009260mia,nyj,EdwaBr00,rec_long,67,,,,,
player,201009260mia,nyj,EdwaBr00,fumbles,0,,,,,
player,201009260mia,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201009260mia,nyj,ClowDa00,pass_cmp,0,,,,,
player,201009260mia,nyj,ClowDa00,pass_att,0,,,,,
player,201009260mia,nyj,ClowDa00,pass_yds,0,,,,,
player,201009260mia,nyj,ClowDa00,pass_td,0,,,,,
player,201009260mia,nyj,ClowDa00,pass_int,0,,,,,
player,201009260mia,nyj,ClowDa00,pass_sacked,,,,,,
player,201009260mia,nyj,ClowDa00,pass_sacked_yds,,,,,,
player,201009260mia,nyj,ClowDa00,pass_long,0,,,,,
player,201009260mia,nyj,ClowDa00,pass_rating,,,,,,
player,201009260mia,nyj,ClowDa00,rush_att,0,,,,,
player,201009260mia,nyj,ClowDa00,rush_yds,0,,,,,
player,201009260mia,nyj,ClowDa00,rush_td,0,,,,,
player,201009260mia,nyj,ClowDa00,rush_long,0,,,,,
player,201009260mia,nyj,ClowDa00,targets,3,,,,,
player,201009260mia,nyj,ClowDa00,rec,1,,,,,
player,201009260mia,nyj,ClowDa00,rec_yds,22,,,,,
player,201009260mia,nyj,ClowDa00,rec_td,0,,,,,
player,201009260mia,nyj,ClowDa00,rec_long,22,,,,,
player,201009260mia,nyj,ClowDa00,fumbles,0,,,,,
player,201009260mia,nyj,ClowDa00,fumbles_lost,,,,,,
player,201009260mia,nyj,CotcJe00,pass_cmp,0,,,,,
player,201009260mia,nyj,CotcJe00,pass_att,0,,,,,
player,201009260mia,nyj,CotcJe00,pass_yds,0,,,,,
player,201009260mia,nyj,CotcJe00,pass_td,0,,,,,
player,201009260mia,nyj,CotcJe00,pass_int,0,,,,,
player,201009260mia,nyj,CotcJe00,pass_sacked,,,,,,
player,201009260mia,nyj,CotcJe00,pass_sacked_yds,,,,,,
player,201009260mia,nyj,CotcJe00,pass_long,0,,,,,
player,201009260mia,nyj,CotcJe00,pass_rating,,,,,,
player,201009260mia,nyj,CotcJe00,rush_att,0,,,,,
player,201009260mia,nyj,CotcJe00,rush_yds,0,,,,,
player,201009260mia,nyj,CotcJe00,rush_td,0,,,,,
player,201009260mia,nyj,CotcJe00,rush_long,0,,,,,
player,201009260mia,nyj,CotcJe00,targets,4,,,,,
player,201009260mia,nyj,CotcJe00,rec,2,,,,,
player,201009260mia,nyj,CotcJe00,rec_yds,20,,,,,
player,201009260mia,nyj,CotcJe00,rec_td,0,,,,,
player,201009260mia,nyj,CotcJe00,rec_long,13,,,,,
player,201009260mia,nyj,CotcJe00,fumbles,0,,,,,
player,201009260mia,nyj,CotcJe00,fumbles_lost,,,,,,
player,201009260mia,nyj,ConnJo00,pass_cmp,,,,,,
player,201009260mia,nyj,ConnJo00,pass_att,,,,,,
player,201009260mia,nyj,ConnJo00,pass_yds,,,,,,
player,201009260mia,nyj,ConnJo00,pass_td,,,,,,
player,201009260mia,nyj,ConnJo00,pass_int,,,,,,
player,201009260mia,nyj,ConnJo00,pass_sacked,,,,,,
player,201009260mia,nyj,ConnJo00,pass_sacked_yds,,,,,,
player,201009260mia,nyj,ConnJo00,pass_long,,,,,,
player,201009260mia,nyj,ConnJo00,pass_rating,,,,,,
player,201009260mia,nyj,ConnJo00,rush_att,,,,,,
player,201009260mia,nyj,ConnJo00,rush_yds,,,,,,
player,201009260mia,nyj,ConnJo00,rush_td,,,,,,
player,201009260mia,nyj,ConnJo00,rush_long,,,,,,
player,201009260mia,nyj,ConnJo00,targets,1,,,,,
player,201009260mia,nyj,ConnJo00,rec,0,,,,,
player,201009260mia,nyj,ConnJo00,rec_yds,0,,,,,
player,201009260mia,nyj,ConnJo00,rec_td,0,,,,,
player,201009260mia,nyj,ConnJo00,rec_long,,,,,,
player,201009260mia,nyj,ConnJo00,fumbles,,,,,,
player,201009260mia,nyj,ConnJo00,fumbles_lost,,,,,,
player,201009260mia,mia,HennCh01,pass_cmp,26,,,,,
player,201009260mia,mia,HennCh01,pass_att,44,,,,,
player,201009260mia,mia,HennCh01,pass_yds,363,,,,,
player,201009260mia,mia,HennCh01,pass_td,2,,,,,
player,201009260mia,mia,HennCh01,pass_int,1,,,,,
player,201009260mia,mia,HennCh01,pass_sacked,2,,,,,
player,201009260mia,mia,HennCh01,pass_sacked_yds,11,,,,,
player,201009260mia,mia,HennCh01,pass_long,40,,,,,
player,201009260mia,mia,HennCh01,pass_rating,91.4,,,,,
player,201009260mia,mia,HennCh01,rush_att,1,,,,,
player,201009260mia,mia,HennCh01,rush_yds,1,,,,,
player,201009260mia,mia,HennCh01,rush_td,0,,,,,
player,201009260mia,mia,HennCh01,rush_long,1,,,,,
player,201009260mia,mia,HennCh01,targets,0,,,,,
player,201009260mia,mia,HennCh01,rec,0,,,,,
player,201009260mia,mia,HennCh01,rec_yds,0,,,,,
player,201009260mia,mia,HennCh01,rec_td,0,,,,,
player,201009260mia,mia,HennCh01,rec_long,0,,,,,
player,201009260mia,mia,HennCh01,fumbles,0,,,,,
player,201009260mia,mia,HennCh01,fumbles_lost,,,,,,
player,201009260mia,mia,BrowRo05,pass_cmp,0,,,,,
player,201009260mia,mia,BrowRo05,pass_att,1,,,,,
player,201009260mia,mia,BrowRo05,pass_yds,0,,,,,
player,201009260mia,mia,BrowRo05,pass_td,0,,,,,
player,201009260mia,mia,BrowRo05,pass_int,0,,,,,
player,201009260mia,mia,BrowRo05,pass_sacked,0,,,,,
player,201009260mia,mia,BrowRo05,pass_sacked_yds,0,,,,,
player,201009260mia,mia,BrowRo05,pass_long,0,,,,,
player,201009260mia,mia,BrowRo05,pass_rating,39.6,,,,,
player,201009260mia,mia,BrowRo05,rush_att,11,,,,,
player,201009260mia,mia,BrowRo05,rush_yds,54,,,,,
player,201009260mia,mia,BrowRo05,rush_td,0,,,,,
player,201009260mia,mia,BrowRo05,rush_long,17,,,,,
player,201009260mia,mia,BrowRo05,targets,2,,,,,
player,201009260mia,mia,BrowRo05,rec,2,,,,,
player,201009260mia,mia,BrowRo05,rec_yds,-1,,,,,
player,201009260mia,mia,BrowRo05,rec_td,0,,,,,
player,201009260mia,mia,BrowRo05,rec_long,5,,,,,
player,201009260mia,mia,BrowRo05,fumbles,0,,,,,
player,201009260mia,mia,BrowRo05,fumbles_lost,,,,,,
player,201009260mia,mia,WillRi00,pass_cmp,0,,,,,
player,201009260mia,mia,WillRi00,pass_att,0,,,,,
player,201009260mia,mia,WillRi00,pass_yds,0,,,,,
player,201009260mia,mia,WillRi00,pass_td,0,,,,,
player,201009260mia,mia,WillRi00,pass_int,0,,,,,
player,201009260mia,mia,WillRi00,pass_sacked,,,,,,
player,201009260mia,mia,WillRi00,pass_sacked_yds,,,,,,
player,201009260mia,mia,WillRi00,pass_long,0,,,,,
player,201009260mia,mia,WillRi00,pass_rating,,,,,,
player,201009260mia,mia,WillRi00,rush_att,7,,,,,
player,201009260mia,mia,WillRi00,rush_yds,28,,,,,
player,201009260mia,mia,WillRi00,rush_td,0,,,,,
player,201009260mia,mia,WillRi00,rush_long,6,,,,,
player,201009260mia,mia,WillRi00,targets,1,,,,,
player,201009260mia,mia,WillRi00,rec,0,,,,,
player,201009260mia,mia,WillRi00,rec_yds,0,,,,,
player,201009260mia,mia,WillRi00,rec_td,0,,,,,
player,201009260mia,mia,WillRi00,rec_long,0,,,,,
player,201009260mia,mia,WillRi00,fumbles,1,,,,,
player,201009260mia,mia,WillRi00,fumbles_lost,0,,,,,
player,201009260mia,mia,PoliLo00,pass_cmp,0,,,,,
player,201009260mia,mia,PoliLo00,pass_att,0,,,,,
player,201009260mia,mia,PoliLo00,pass_yds,0,,,,,
player,201009260mia,mia,PoliLo00,pass_td,0,,,,,
player,201009260mia,mia,PoliLo00,pass_int,0,,,,,
player,201009260mia,mia,PoliLo00,pass_sacked,,,,,,
player,201009260mia,mia,PoliLo00,pass_sacked_yds,,,,,,
player,201009260mia,mia,PoliLo00,pass_long,0,,,,,
player,201009260mia,mia,PoliLo00,pass_rating,,,,,,
player,201009260mia,mia,PoliLo00,rush_att,1,,,,,
player,201009260mia,mia,PoliLo00,rush_yds,4,,,,,
player,201009260mia,mia,PoliLo00,rush_td,0,,,,,
player,201009260mia,mia,PoliLo00,rush_long,4,,,,,
player,201009260mia,mia,PoliLo00,targets,2,,,,,
player,201009260mia,mia,PoliLo00,rec,1,,,,,
player,201009260mia,mia,PoliLo00,rec_yds,14,,,,,
player,201009260mia,mia,PoliLo00,rec_td,0,,,,,
player,201009260mia,mia,PoliLo00,rec_long,14,,,,,
player,201009260mia,mia,PoliLo00,fumbles,0,,,,,
player,201009260mia,mia,PoliLo00,fumbles_lost,,,,,,
player,201009260mia,mia,MarsBr00,pass_cmp,0,,,,,
player,201009260mia,mia,MarsBr00,pass_att,0,,,,,
player,201009260mia,mia,MarsBr00,pass_yds,0,,,,,
player,201009260mia,mia,MarsBr00,pass_td,0,,,,,
player,201009260mia,mia,MarsBr00,pass_int,0,,,,,
player,201009260mia,mia,MarsBr00,pass_sacked,0,,,,,
player,201009260mia,mia,MarsBr00,pass_sacked_yds,,,,,,
player,201009260mia,mia,MarsBr00,pass_long,0,,,,,
player,201009260mia,mia,MarsBr00,pass_rating,,,,,,
player,201009260mia,mia,MarsBr00,rush_att,2,,,,,
player,201009260mia,mia,MarsBr00,rush_yds,3,,,,,
player,201009260mia,mia,MarsBr00,rush_td,0,,,,,
player,201009260mia,mia,MarsBr00,rush_long,4,,,,,
player,201009260mia,mia,MarsBr00,targets,17,,,,,
player,201009260mia,mia,MarsBr00,rec,10,,,,,
player,201009260mia,mia,MarsBr00,rec_yds,166,,,,,
player,201009260mia,mia,MarsBr00,rec_td,1,,,,,
player,201009260mia,mia,MarsBr00,rec_long,40,,,,,
player,201009260mia,mia,MarsBr00,fumbles,0,,,,,
player,201009260mia,mia,MarsBr00,fumbles_lost,,,,,,
player,201009260mia,mia,BessDa00,pass_cmp,0,,,,,
player,201009260mia,mia,BessDa00,pass_att,0,,,,,
player,201009260mia,mia,BessDa00,pass_yds,0,,,,,
player,201009260mia,mia,BessDa00,pass_td,0,,,,,
player,201009260mia,mia,BessDa00,pass_int,0,,,,,
player,201009260mia,mia,BessDa00,pass_sacked,,,,,,
player,201009260mia,mia,BessDa00,pass_sacked_yds,,,,,,
player,201009260mia,mia,BessDa00,pass_long,0,,,,,
player,201009260mia,mia,BessDa00,pass_rating,,,,,,
player,201009260mia,mia,BessDa00,rush_att,0,,,,,
player,201009260mia,mia,BessDa00,rush_yds,0,,,,,
player,201009260mia,mia,BessDa00,rush_td,0,,,,,
player,201009260mia,mia,BessDa00,rush_long,0,,,,,
player,201009260mia,mia,BessDa00,targets,7,,,,,
player,201009260mia,mia,BessDa00,rec,6,,,,,
player,201009260mia,mia,BessDa00,rec_yds,86,,,,,
player,201009260mia,mia,BessDa00,rec_td,0,,,,,
player,201009260mia,mia,BessDa00,rec_long,17,,,,,
player,201009260mia,mia,BessDa00,fumbles,0,,,,,
player,201009260mia,mia,BessDa00,fumbles_lost,,,,,,
player,201009260mia,mia,HartBr00,pass_cmp,0,,,,,
player,201009260mia,mia,HartBr00,pass_att,0,,,,,
player,201009260mia,mia,HartBr00,pass_yds,0,,,,,
player,201009260mia,mia,HartBr00,pass_td,0,,,,,
player,201009260mia,mia,HartBr00,pass_int,0,,,,,
player,201009260mia,mia,HartBr00,pass_sacked,,,,,,
player,201009260mia,mia,HartBr00,pass_sacked_yds,,,,,,
player,201009260mia,mia,HartBr00,pass_long,0,,,,,
player,201009260mia,mia,HartBr00,pass_rating,,,,,,
player,201009260mia,mia,HartBr00,rush_att,0,,,,,
player,201009260mia,mia,HartBr00,rush_yds,0,,,,,
player,201009260mia,mia,HartBr00,rush_td,0,,,,,
player,201009260mia,mia,HartBr00,rush_long,0,,,,,
player,201009260mia,mia,HartBr00,targets,11,,,,,
player,201009260mia,mia,HartBr00,rec,5,,,,,
player,201009260mia,mia,HartBr00,rec_yds,84,,,,,
player,201009260mia,mia,HartBr00,rec_td,0,,,,,
player,201009260mia,mia,HartBr00,rec_long,28,,,,,
player,201009260mia,mia,HartBr00,fumbles,0,,,,,
player,201009260mia,mia,HartBr00,fumbles_lost,,,,,,
player,201009260mia,mia,FasaAn00,pass_cmp,0,,,,,
player,201009260mia,mia,FasaAn00,pass_att,0,,,,,
player,201009260mia,mia,FasaAn00,pass_yds,0,,,,,
player,201009260mia,mia,FasaAn00,pass_td,0,,,,,
player,201009260mia,mia,FasaAn00,pass_int,0,,,,,
player,201009260mia,mia,FasaAn00,pass_sacked,,,,,,
player,201009260mia,mia,FasaAn00,pass_sacked_yds,,,,,,
player,201009260mia,mia,FasaAn00,pass_long,0,,,,,
player,201009260mia,mia,FasaAn00,pass_rating,,,,,,
player,201009260mia,mia,FasaAn00,rush_att,0,,,,,
player,201009260mia,mia,FasaAn00,rush_yds,0,,,,,
player,201009260mia,mia,FasaAn00,rush_td,0,,,,,
player,201009260mia,mia,FasaAn00,rush_long,0,,,,,
player,201009260mia,mia,FasaAn00,targets,5,,,,,
player,201009260mia,mia,FasaAn00,rec,2,,,,,
player,201009260mia,mia,FasaAn00,rec_yds,14,,,,,
player,201009260mia,mia,FasaAn00,rec_td,1,,,,,
player,201009260mia,mia,FasaAn00,rec_long,11,,,,,
player,201009260mia,mia,FasaAn00,fumbles,0,,,,,
player,201009260mia,mia,FasaAn00,fumbles_lost,,,,,,
player,201009260mia,mia,CobbPa00,pass_cmp,0,,,,,
player,201009260mia,mia,CobbPa00,pass_att,0,,,,,
player,201009260mia,mia,CobbPa00,pass_yds,0,,,,,
player,201009260mia,mia,CobbPa00,pass_td,0,,,,,
player,201009260mia,mia,CobbPa00,pass_int,0,,,,,
player,201009260mia,mia,CobbPa00,pass_sacked,,,,,,
player,201009260mia,mia,CobbPa00,pass_sacked_yds,,,,,,
player,201009260mia,mia,CobbPa00,pass_long,0,,,,,
player,201009260mia,mia,CobbPa00,pass_rating,,,,,,
player,201009260mia,mia,CobbPa00,rush_att,1,,,,,
player,201009260mia,mia,CobbPa00,rush_yds,-6,,,,,
player,201009260mia,mia,CobbPa00,rush_td,0,,,,,
player,201009260mia,mia,CobbPa00,rush_long,-6,,,,,
player,201009260mia,mia,CobbPa00,targets,0,,,,,
player,201009260mia,mia,CobbPa00,rec,0,,,,,
player,201009260mia,mia,CobbPa00,rec_yds,0,,,,,
player,201009260mia,mia,CobbPa00,rec_td,0,,,,,
player,201009260mia,mia,CobbPa00,rec_long,0,,,,,
player,201009260mia,mia,CobbPa00,fumbles,0,,,,,
player,201009260mia,mia,CobbPa00,fumbles_lost,,,,,,
player,201009260mia,nyj,ColeDr20,def_int,1,,,,,
player,201009260mia,nyj,ColeDr20,def_int_yds,0,,,,,
player,201009260mia,nyj,ColeDr20,def_int_td,0,,,,,
player,201009260mia,nyj,ColeDr20,def_int_long,0,,,,,
player,201009260mia,nyj,ColeDr20,pass_defended,1,,,,,
player,201009260mia,nyj,ColeDr20,sacks,0.0,,,,,
player,201009260mia,nyj,ColeDr20,tackles_combined,1,,,,,
player,201009260mia,nyj,ColeDr20,tackles_solo,1,,,,,
player,201009260mia,nyj,ColeDr20,tackles_assists,0,,,,,
player,201009260mia,nyj,ColeDr20,tackles_loss,0,,,,,
player,201009260mia,nyj,ColeDr20,qb_hits,0,,,,,
player,201009260mia,nyj,ColeDr20,fumbles_rec,0,,,,,
player,201009260mia,nyj,ColeDr20,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,ColeDr20,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,ColeDr20,fumbles_forced,0,,,,,
player,201009260mia,nyj,ElliSh00,def_int,0,,,,,
player,201009260mia,nyj,ElliSh00,def_int_yds,0,,,,,
player,201009260mia,nyj,ElliSh00,def_int_td,0,,,,,
player,201009260mia,nyj,ElliSh00,def_int_long,0,,,,,
player,201009260mia,nyj,ElliSh00,pass_defended,1,,,,,
player,201009260mia,nyj,ElliSh00,sacks,1.0,,,,,
player,201009260mia,nyj,ElliSh00,tackles_combined,3,,,,,
player,201009260mia,nyj,ElliSh00,tackles_solo,2,,,,,
player,201009260mia,nyj,ElliSh00,tackles_assists,1,,,,,
player,201009260mia,nyj,ElliSh00,tackles_loss,1,,,,,
player,201009260mia,nyj,ElliSh00,qb_hits,2,,,,,
player,201009260mia,nyj,ElliSh00,fumbles_rec,0,,,,,
player,201009260mia,nyj,ElliSh00,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,ElliSh00,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,ElliSh00,fumbles_forced,0,,,,,
player,201009260mia,nyj,TaylJa03,def_int,0,,,,,
player,201009260mia,nyj,TaylJa03,def_int_yds,0,,,,,
player,201009260mia,nyj,TaylJa03,def_int_td,0,,,,,
player,201009260mia,nyj,TaylJa03,def_int_long,0,,,,,
player,201009260mia,nyj,TaylJa03,pass_defended,0,,,,,
player,201009260mia,nyj,TaylJa03,sacks,1.0,,,,,
player,201009260mia,nyj,TaylJa03,tackles_combined,1,,,,,
player,201009260mia,nyj,TaylJa03,tackles_solo,1,,,,,
player,201009260mia,nyj,TaylJa03,tackles_assists,0,,,,,
player,201009260mia,nyj,TaylJa03,tackles_loss,1,,,,,
player,201009260mia,nyj,TaylJa03,qb_hits,1,,,,,
player,201009260mia,nyj,TaylJa03,fumbles_rec,0,,,,,
player,201009260mia,nyj,TaylJa03,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,TaylJa03,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,TaylJa03,fumbles_forced,0,,,,,
player,201009260mia,nyj,HarrDa99,def_int,0,,,,,
player,201009260mia,nyj,HarrDa99,def_int_yds,0,,,,,
player,201009260mia,nyj,HarrDa99,def_int_td,0,,,,,
player,201009260mia,nyj,HarrDa99,def_int_long,0,,,,,
player,201009260mia,nyj,HarrDa99,pass_defended,0,,,,,
player,201009260mia,nyj,HarrDa99,sacks,0.0,,,,,
player,201009260mia,nyj,HarrDa99,tackles_combined,7,,,,,
player,201009260mia,nyj,HarrDa99,tackles_solo,7,,,,,
player,201009260mia,nyj,HarrDa99,tackles_assists,0,,,,,
player,201009260mia,nyj,HarrDa99,tackles_loss,2,,,,,
player,201009260mia,nyj,HarrDa99,qb_hits,0,,,,,
player,201009260mia,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201009260mia,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201009260mia,nyj,WilsKy99,def_int,0,,,,,
player,201009260mia,nyj,WilsKy99,def_int_yds,0,,,,,
player,201009260mia,nyj,WilsKy99,def_int_td,0,,,,,
player,201009260mia,nyj,WilsKy99,def_int_long,0,,,,,
