game,2010,10,20101114,201011140jax,htx,"Houston Texans",24,jax,"Jacksonville Jaguars",31
player,201011140jax,htx,SchaMa00,rush_yds,14,,,,,
player,201011140jax,htx,SchaMa00,rush_td,0,,,,,
player,201011140jax,htx,SchaMa00,rush_long,8,,,,,
player,201011140jax,htx,SchaMa00,targets,0,,,,,
player,201011140jax,htx,SchaMa00,rec,0,,,,,
player,201011140jax,htx,SchaMa00,rec_yds,0,,,,,
player,201011140jax,htx,SchaMa00,rec_td,0,,,,,
player,201011140jax,htx,SchaMa00,rec_long,0,,,,,
player,201011140jax,htx,SchaMa00,fumbles,1,,,,,
player,201011140jax,htx,SchaMa00,fumbles_lost,0,,,,,
player,201011140jax,htx,FostAr00,pass_cmp,0,,,,,
player,201011140jax,htx,FostAr00,pass_att,0,,,,,
player,201011140jax,htx,FostAr00,pass_yds,0,,,,,
player,201011140jax,htx,FostAr00,pass_td,0,,,,,
player,201011140jax,htx,FostAr00,pass_int,0,,,,,
player,201011140jax,htx,FostAr00,pass_sacked,,,,,,
player,201011140jax,htx,FostAr00,pass_sacked_yds,,,,,,
player,201011140jax,htx,FostAr00,pass_long,0,,,,,
player,201011140jax,htx,FostAr00,pass_rating,,,,,,
player,201011140jax,htx,FostAr00,rush_att,15,,,,,
player,201011140jax,htx,FostAr00,rush_yds,56,,,,,
player,201011140jax,htx,FostAr00,rush_td,1,,,,,
player,201011140jax,htx,FostAr00,rush_long,14,,,,,
player,201011140jax,htx,FostAr00,targets,2,,,,,
player,201011140jax,htx,FostAr00,rec,1,,,,,
player,201011140jax,htx,FostAr00,rec_yds,4,,,,,
player,201011140jax,htx,FostAr00,rec_td,0,,,,,
player,201011140jax,htx,FostAr00,rec_long,4,,,,,
player,201011140jax,htx,FostAr00,fumbles,0,,,,,
player,201011140jax,htx,FostAr00,fumbles_lost,,,,,,
player,201011140jax,htx,WardDe01,pass_cmp,0,,,,,
player,201011140jax,htx,WardDe01,pass_att,0,,,,,
player,201011140jax,htx,WardDe01,pass_yds,0,,,,,
player,201011140jax,htx,WardDe01,pass_td,0,,,,,
player,201011140jax,htx,WardDe01,pass_int,0,,,,,
player,201011140jax,htx,WardDe01,pass_sacked,,,,,,
player,201011140jax,htx,WardDe01,pass_sacked_yds,,,,,,
player,201011140jax,htx,WardDe01,pass_long,0,,,,,
player,201011140jax,htx,WardDe01,pass_rating,,,,,,
player,201011140jax,htx,WardDe01,rush_att,3,,,,,
player,201011140jax,htx,WardDe01,rush_yds,11,,,,,
player,201011140jax,htx,WardDe01,rush_td,0,,,,,
player,201011140jax,htx,WardDe01,rush_long,6,,,,,
player,201011140jax,htx,WardDe01,targets,0,,,,,
player,201011140jax,htx,WardDe01,rec,0,,,,,
player,201011140jax,htx,WardDe01,rec_yds,0,,,,,
player,201011140jax,htx,WardDe01,rec_td,0,,,,,
player,201011140jax,htx,WardDe01,rec_long,0,,,,,
player,201011140jax,htx,WardDe01,fumbles,0,,,,,
player,201011140jax,htx,WardDe01,fumbles_lost,,,,,,
player,201011140jax,htx,JohnAn02,pass_cmp,0,,,,,
player,201011140jax,htx,JohnAn02,pass_att,0,,,,,
player,201011140jax,htx,JohnAn02,pass_yds,0,,,,,
player,201011140jax,htx,JohnAn02,pass_td,0,,,,,
player,201011140jax,htx,JohnAn02,pass_int,0,,,,,
player,201011140jax,htx,JohnAn02,pass_sacked,,,,,,
player,201011140jax,htx,JohnAn02,pass_sacked_yds,,,,,,
player,201011140jax,htx,JohnAn02,pass_long,0,,,,,
player,201011140jax,htx,JohnAn02,pass_rating,,,,,,
player,201011140jax,htx,JohnAn02,rush_att,0,,,,,
player,201011140jax,htx,JohnAn02,rush_yds,0,,,,,
player,201011140jax,htx,JohnAn02,rush_td,0,,,,,
player,201011140jax,htx,JohnAn02,rush_long,0,,,,,
player,201011140jax,htx,JohnAn02,targets,11,,,,,
player,201011140jax,htx,JohnAn02,rec,9,,,,,
player,201011140jax,htx,JohnAn02,rec_yds,146,,,,,
player,201011140jax,htx,JohnAn02,rec_td,1,,,,,
player,201011140jax,htx,JohnAn02,rec_long,60,,,,,
player,201011140jax,htx,JohnAn02,fumbles,0,,,,,
player,201011140jax,htx,JohnAn02,fumbles_lost,,,,,,
player,201011140jax,htx,WaltKe00,pass_cmp,0,,,,,
player,201011140jax,htx,WaltKe00,pass_att,0,,,,,
player,201011140jax,htx,WaltKe00,pass_yds,0,,,,,
player,201011140jax,htx,WaltKe00,pass_td,0,,,,,
player,201011140jax,htx,WaltKe00,pass_int,0,,,,,
player,201011140jax,htx,WaltKe00,pass_sacked,,,,,,
player,201011140jax,htx,WaltKe00,pass_sacked_yds,,,,,,
player,201011140jax,htx,WaltKe00,pass_long,0,,,,,
player,201011140jax,htx,WaltKe00,pass_rating,,,,,,
player,201011140jax,htx,WaltKe00,rush_att,0,,,,,
player,201011140jax,htx,WaltKe00,rush_yds,0,,,,,
player,201011140jax,htx,WaltKe00,rush_td,0,,,,,
player,201011140jax,htx,WaltKe00,rush_long,0,,,,,
player,201011140jax,htx,WaltKe00,targets,6,,,,,
player,201011140jax,htx,WaltKe00,rec,6,,,,,
player,201011140jax,htx,WaltKe00,rec_yds,90,,,,,
player,201011140jax,htx,WaltKe00,rec_td,1,,,,,
player,201011140jax,htx,WaltKe00,rec_long,25,,,,,
player,201011140jax,htx,WaltKe00,fumbles,0,,,,,
player,201011140jax,htx,WaltKe00,fumbles_lost,,,,,,
player,201011140jax,htx,AndeDa01,pass_cmp,0,,,,,
player,201011140jax,htx,AndeDa01,pass_att,0,,,,,
player,201011140jax,htx,AndeDa01,pass_yds,0,,,,,
player,201011140jax,htx,AndeDa01,pass_td,0,,,,,
player,201011140jax,htx,AndeDa01,pass_int,0,,,,,
player,201011140jax,htx,AndeDa01,pass_sacked,,,,,,
player,201011140jax,htx,AndeDa01,pass_sacked_yds,,,,,,
player,201011140jax,htx,AndeDa01,pass_long,0,,,,,
player,201011140jax,htx,AndeDa01,pass_rating,,,,,,
player,201011140jax,htx,AndeDa01,rush_att,0,,,,,
player,201011140jax,htx,AndeDa01,rush_yds,0,,,,,
player,201011140jax,htx,AndeDa01,rush_td,0,,,,,
player,201011140jax,htx,AndeDa01,rush_long,0,,,,,
player,201011140jax,htx,AndeDa01,targets,3,,,,,
player,201011140jax,htx,AndeDa01,rec,2,,,,,
player,201011140jax,htx,AndeDa01,rec_yds,27,,,,,
player,201011140jax,htx,AndeDa01,rec_td,0,,,,,
player,201011140jax,htx,AndeDa01,rec_long,19,,,,,
player,201011140jax,htx,AndeDa01,fumbles,0,,,,,
player,201011140jax,htx,AndeDa01,fumbles_lost,,,,,,
player,201011140jax,htx,DreeJo00,pass_cmp,0,,,,,
player,201011140jax,htx,DreeJo00,pass_att,0,,,,,
player,201011140jax,htx,DreeJo00,pass_yds,0,,,,,
player,201011140jax,htx,DreeJo00,pass_td,0,,,,,
player,201011140jax,htx,DreeJo00,pass_int,0,,,,,
player,201011140jax,htx,DreeJo00,pass_sacked,,,,,,
player,201011140jax,htx,DreeJo00,pass_sacked_yds,,,,,,
player,201011140jax,htx,DreeJo00,pass_long,0,,,,,
player,201011140jax,htx,DreeJo00,pass_rating,,,,,,
player,201011140jax,htx,DreeJo00,rush_att,0,,,,,
player,201011140jax,htx,DreeJo00,rush_yds,0,,,,,
player,201011140jax,htx,DreeJo00,rush_td,0,,,,,
player,201011140jax,htx,DreeJo00,rush_long,0,,,,,
player,201011140jax,htx,DreeJo00,targets,3,,,,,
player,201011140jax,htx,DreeJo00,rec,2,,,,,
player,201011140jax,htx,DreeJo00,rec_yds,24,,,,,
player,201011140jax,htx,DreeJo00,rec_td,0,,,,,
player,201011140jax,htx,DreeJo00,rec_long,16,,,,,
player,201011140jax,htx,DreeJo00,fumbles,1,,,,,
player,201011140jax,htx,DreeJo00,fumbles_lost,1,,,,,
player,201011140jax,htx,CaseJa00,pass_cmp,0,,,,,
player,201011140jax,htx,CaseJa00,pass_att,0,,,,,
player,201011140jax,htx,CaseJa00,pass_yds,0,,,,,
player,201011140jax,htx,CaseJa00,pass_td,0,,,,,
player,201011140jax,htx,CaseJa00,pass_int,0,,,,,
player,201011140jax,htx,CaseJa00,pass_sacked,,,,,,
player,201011140jax,htx,CaseJa00,pass_sacked_yds,,,,,,
player,201011140jax,htx,CaseJa00,pass_long,0,,,,,
player,201011140jax,htx,CaseJa00,pass_rating,,,,,,
player,201011140jax,htx,CaseJa00,rush_att,0,,,,,
player,201011140jax,htx,CaseJa00,rush_yds,0,,,,,
player,201011140jax,htx,CaseJa00,rush_td,0,,,,,
player,201011140jax,htx,CaseJa00,rush_long,0,,,,,
player,201011140jax,htx,CaseJa00,targets,2,,,,,
player,201011140jax,htx,CaseJa00,rec,1,,,,,
player,201011140jax,htx,CaseJa00,rec_yds,18,,,,,
player,201011140jax,htx,CaseJa00,rec_td,0,,,,,
player,201011140jax,htx,CaseJa00,rec_long,18,,,,,
player,201011140jax,htx,CaseJa00,fumbles,0,,,,,
player,201011140jax,htx,CaseJa00,fumbles_lost,,,,,,
player,201011140jax,htx,JoneJa03,pass_cmp,0,,,,,
player,201011140jax,htx,JoneJa03,pass_att,0,,,,,
player,201011140jax,htx,JoneJa03,pass_yds,0,,,,,
player,201011140jax,htx,JoneJa03,pass_td,0,,,,,
player,201011140jax,htx,JoneJa03,pass_int,0,,,,,
player,201011140jax,htx,JoneJa03,pass_sacked,,,,,,
player,201011140jax,htx,JoneJa03,pass_sacked_yds,,,,,,
player,201011140jax,htx,JoneJa03,pass_long,0,,,,,
player,201011140jax,htx,JoneJa03,pass_rating,,,,,,
player,201011140jax,htx,JoneJa03,rush_att,0,,,,,
player,201011140jax,htx,JoneJa03,rush_yds,0,,,,,
player,201011140jax,htx,JoneJa03,rush_td,0,,,,,
player,201011140jax,htx,JoneJa03,rush_long,0,,,,,
player,201011140jax,htx,JoneJa03,targets,2,,,,,
player,201011140jax,htx,JoneJa03,rec,1,,,,,
player,201011140jax,htx,JoneJa03,rec_yds,5,,,,,
player,201011140jax,htx,JoneJa03,rec_td,0,,,,,
player,201011140jax,htx,JoneJa03,rec_long,5,,,,,
player,201011140jax,htx,JoneJa03,fumbles,0,,,,,
player,201011140jax,htx,JoneJa03,fumbles_lost,,,,,,
player,201011140jax,htx,LeacVo00,pass_cmp,,,,,,
player,201011140jax,htx,LeacVo00,pass_att,,,,,,
player,201011140jax,htx,LeacVo00,pass_yds,,,,,,
player,201011140jax,htx,LeacVo00,pass_td,,,,,,
player,201011140jax,htx,LeacVo00,pass_int,,,,,,
player,201011140jax,htx,LeacVo00,pass_sacked,,,,,,
player,201011140jax,htx,LeacVo00,pass_sacked_yds,,,,,,
player,201011140jax,htx,LeacVo00,pass_long,,,,,,
player,201011140jax,htx,LeacVo00,pass_rating,,,,,,
player,201011140jax,htx,LeacVo00,rush_att,,,,,,
player,201011140jax,htx,LeacVo00,rush_yds,,,,,,
player,201011140jax,htx,LeacVo00,rush_td,,,,,,
player,201011140jax,htx,LeacVo00,rush_long,,,,,,
player,201011140jax,htx,LeacVo00,targets,2,,,,,
player,201011140jax,htx,LeacVo00,rec,0,,,,,
player,201011140jax,htx,LeacVo00,rec_yds,0,,,,,
player,201011140jax,htx,LeacVo00,rec_td,0,,,,,
player,201011140jax,htx,LeacVo00,rec_long,,,,,,
player,201011140jax,htx,LeacVo00,fumbles,,,,,,
player,201011140jax,htx,LeacVo00,fumbles_lost,,,,,,
player,201011140jax,jax,GarrDa00,pass_cmp,24,,,,,
player,201011140jax,jax,GarrDa00,pass_att,31,,,,,
player,201011140jax,jax,GarrDa00,pass_yds,342,,,,,
player,201011140jax,jax,GarrDa00,pass_td,2,,,,,
player,201011140jax,jax,GarrDa00,pass_int,0,,,,,
player,201011140jax,jax,GarrDa00,pass_sacked,2,,,,,
player,201011140jax,jax,GarrDa00,pass_sacked_yds,16,,,,,
player,201011140jax,jax,GarrDa00,pass_long,52,,,,,
player,201011140jax,jax,GarrDa00,pass_rating,134.1,,,,,
player,201011140jax,jax,GarrDa00,rush_att,7,,,,,
player,201011140jax,jax,GarrDa00,rush_yds,35,,,,,
player,201011140jax,jax,GarrDa00,rush_td,0,,,,,
player,201011140jax,jax,GarrDa00,rush_long,14,,,,,
player,201011140jax,jax,GarrDa00,targets,0,,,,,
player,201011140jax,jax,GarrDa00,rec,0,,,,,
player,201011140jax,jax,GarrDa00,rec_yds,0,,,,,
player,201011140jax,jax,GarrDa00,rec_td,0,,,,,
player,201011140jax,jax,GarrDa00,rec_long,0,,,,,
player,201011140jax,jax,GarrDa00,fumbles,0,,,,,
player,201011140jax,jax,GarrDa00,fumbles_lost,,,,,,
player,201011140jax,jax,DrewMa00,pass_cmp,0,,,,,
player,201011140jax,jax,DrewMa00,pass_att,0,,,,,
player,201011140jax,jax,DrewMa00,pass_yds,0,,,,,
player,201011140jax,jax,DrewMa00,pass_td,0,,,,,
player,201011140jax,jax,DrewMa00,pass_int,0,,,,,
player,201011140jax,jax,DrewMa00,pass_sacked,0,,,,,
player,201011140jax,jax,DrewMa00,pass_sacked_yds,,,,,,
player,201011140jax,jax,DrewMa00,pass_long,0,,,,,
player,201011140jax,jax,DrewMa00,pass_rating,,,,,,
player,201011140jax,jax,DrewMa00,rush_att,24,,,,,
player,201011140jax,jax,DrewMa00,rush_yds,100,,,,,
player,201011140jax,jax,DrewMa00,rush_td,2,,,,,
player,201011140jax,jax,DrewMa00,rush_long,15,,,,,
player,201011140jax,jax,DrewMa00,targets,3,,,,,
player,201011140jax,jax,DrewMa00,rec,2,,,,,
player,201011140jax,jax,DrewMa00,rec_yds,23,,,,,
player,201011140jax,jax,DrewMa00,rec_td,0,,,,,
player,201011140jax,jax,DrewMa00,rec_long,14,,,,,
player,201011140jax,jax,DrewMa00,fumbles,0,,,,,
player,201011140jax,jax,DrewMa00,fumbles_lost,,,,,,
player,201011140jax,jax,ThomMi01,pass_cmp,0,,,,,
player,201011140jax,jax,ThomMi01,pass_att,0,,,,,
player,201011140jax,jax,ThomMi01,pass_yds,0,,,,,
player,201011140jax,jax,ThomMi01,pass_td,0,,,,,
player,201011140jax,jax,ThomMi01,pass_int,0,,,,,
player,201011140jax,jax,ThomMi01,pass_sacked,,,,,,
player,201011140jax,jax,ThomMi01,pass_sacked_yds,,,,,,
player,201011140jax,jax,ThomMi01,pass_long,0,,,,,
player,201011140jax,jax,ThomMi01,pass_rating,,,,,,
player,201011140jax,jax,ThomMi01,rush_att,2,,,,,
player,201011140jax,jax,ThomMi01,rush_yds,18,,,,,
player,201011140jax,jax,ThomMi01,rush_td,0,,,,,
player,201011140jax,jax,ThomMi01,rush_long,20,,,,,
player,201011140jax,jax,ThomMi01,targets,9,,,,,
player,201011140jax,jax,ThomMi01,rec,8,,,,,
player,201011140jax,jax,ThomMi01,rec_yds,149,,,,,
player,201011140jax,jax,ThomMi01,rec_td,1,,,,,
player,201011140jax,jax,ThomMi01,rec_long,50,,,,,
player,201011140jax,jax,ThomMi01,fumbles,0,,,,,
player,201011140jax,jax,ThomMi01,fumbles_lost,,,,,,
player,201011140jax,jax,JennRa00,pass_cmp,0,,,,,
player,201011140jax,jax,JennRa00,pass_att,0,,,,,
player,201011140jax,jax,JennRa00,pass_yds,0,,,,,
player,201011140jax,jax,JennRa00,pass_td,0,,,,,
player,201011140jax,jax,JennRa00,pass_int,0,,,,,
player,201011140jax,jax,JennRa00,pass_sacked,,,,,,
player,201011140jax,jax,JennRa00,pass_sacked_yds,,,,,,
player,201011140jax,jax,JennRa00,pass_long,0,,,,,
player,201011140jax,jax,JennRa00,pass_rating,,,,,,
player,201011140jax,jax,JennRa00,rush_att,1,,,,,
player,201011140jax,jax,JennRa00,rush_yds,8,,,,,
player,201011140jax,jax,JennRa00,rush_td,0,,,,,
player,201011140jax,jax,JennRa00,rush_long,8,,,,,
player,201011140jax,jax,JennRa00,targets,0,,,,,
player,201011140jax,jax,JennRa00,rec,0,,,,,
player,201011140jax,jax,JennRa00,rec_yds,0,,,,,
player,201011140jax,jax,JennRa00,rec_td,0,,,,,
player,201011140jax,jax,JennRa00,rec_long,0,,,,,
player,201011140jax,jax,JennRa00,fumbles,0,,,,,
player,201011140jax,jax,JennRa00,fumbles_lost,,,,,,
player,201011140jax,jax,JoneGr01,pass_cmp,0,,,,,
player,201011140jax,jax,JoneGr01,pass_att,0,,,,,
player,201011140jax,jax,JoneGr01,pass_yds,0,,,,,
player,201011140jax,jax,JoneGr01,pass_td,0,,,,,
player,201011140jax,jax,JoneGr01,pass_int,0,,,,,
player,201011140jax,jax,JoneGr01,pass_sacked,,,,,,
player,201011140jax,jax,JoneGr01,pass_sacked_yds,,,,,,
player,201011140jax,jax,JoneGr01,pass_long,0,,,,,
player,201011140jax,jax,JoneGr01,pass_rating,,,,,,
player,201011140jax,jax,JoneGr01,rush_att,2,,,,,
player,201011140jax,jax,JoneGr01,rush_yds,4,,,,,
player,201011140jax,jax,JoneGr01,rush_td,0,,,,,
player,201011140jax,jax,JoneGr01,rush_long,3,,,,,
player,201011140jax,jax,JoneGr01,targets,2,,,,,
player,201011140jax,jax,JoneGr01,rec,2,,,,,
player,201011140jax,jax,JoneGr01,rec_yds,12,,,,,
player,201011140jax,jax,JoneGr01,rec_td,0,,,,,
player,201011140jax,jax,JoneGr01,rec_long,7,,,,,
player,201011140jax,jax,JoneGr01,fumbles,0,,,,,
player,201011140jax,jax,JoneGr01,fumbles_lost,,,,,,
player,201011140jax,jax,MillZa02,pass_cmp,0,,,,,
player,201011140jax,jax,MillZa02,pass_att,0,,,,,
player,201011140jax,jax,MillZa02,pass_yds,0,,,,,
player,201011140jax,jax,MillZa02,pass_td,0,,,,,
player,201011140jax,jax,MillZa02,pass_int,0,,,,,
player,201011140jax,jax,MillZa02,pass_sacked,,,,,,
player,201011140jax,jax,MillZa02,pass_sacked_yds,,,,,,
player,201011140jax,jax,MillZa02,pass_long,0,,,,,
player,201011140jax,jax,MillZa02,pass_rating,,,,,,
player,201011140jax,jax,MillZa02,rush_att,0,,,,,
player,201011140jax,jax,MillZa02,rush_yds,0,,,,,
player,201011140jax,jax,MillZa02,rush_td,0,,,,,
player,201011140jax,jax,MillZa02,rush_long,0,,,,,
player,201011140jax,jax,MillZa02,targets,5,,,,,
player,201011140jax,jax,MillZa02,rec,4,,,,,
player,201011140jax,jax,MillZa02,rec_yds,79,,,,,
player,201011140jax,jax,MillZa02,rec_td,1,,,,,
player,201011140jax,jax,MillZa02,rec_long,52,,,,,
player,201011140jax,jax,MillZa02,fumbles,0,,,,,
player,201011140jax,jax,MillZa02,fumbles_lost,,,,,,
player,201011140jax,jax,LewiMa00,pass_cmp,0,,,,,
player,201011140jax,jax,LewiMa00,pass_att,0,,,,,
player,201011140jax,jax,LewiMa00,pass_yds,0,,,,,
player,201011140jax,jax,LewiMa00,pass_td,0,,,,,
player,201011140jax,jax,LewiMa00,pass_int,0,,,,,
player,201011140jax,jax,LewiMa00,pass_sacked,,,,,,
player,201011140jax,jax,LewiMa00,pass_sacked_yds,,,,,,
player,201011140jax,jax,LewiMa00,pass_long,0,,,,,
player,201011140jax,jax,LewiMa00,pass_rating,,,,,,
player,201011140jax,jax,LewiMa00,rush_att,0,,,,,
player,201011140jax,jax,LewiMa00,rush_yds,0,,,,,
player,201011140jax,jax,LewiMa00,rush_td,0,,,,,
player,201011140jax,jax,LewiMa00,rush_long,0,,,,,
player,201011140jax,jax,LewiMa00,targets,6,,,,,
player,201011140jax,jax,LewiMa00,rec,5,,,,,
player,201011140jax,jax,LewiMa00,rec_yds,53,,,,,
player,201011140jax,jax,LewiMa00,rec_td,0,,,,,
player,201011140jax,jax,LewiMa00,rec_long,18,,,,,
player,201011140jax,jax,LewiMa00,fumbles,0,,,,,
player,201011140jax,jax,LewiMa00,fumbles_lost,,,,,,
player,201011140jax,jax,WalkMi01,pass_cmp,0,,,,,
player,201011140jax,jax,WalkMi01,pass_att,0,,,,,
player,201011140jax,jax,WalkMi01,pass_yds,0,,,,,
player,201011140jax,jax,WalkMi01,pass_td,0,,,,,
player,201011140jax,jax,WalkMi01,pass_int,0,,,,,
player,201011140jax,jax,WalkMi01,pass_sacked,,,,,,
player,201011140jax,jax,WalkMi01,pass_sacked_yds,,,,,,
player,201011140jax,jax,WalkMi01,pass_long,0,,,,,
player,201011140jax,jax,WalkMi01,pass_rating,,,,,,
player,201011140jax,jax,WalkMi01,rush_att,0,,,,,
player,201011140jax,jax,WalkMi01,rush_yds,0,,,,,
player,201011140jax,jax,WalkMi01,rush_td,0,,,,,
player,201011140jax,jax,WalkMi01,rush_long,0,,,,,
player,201011140jax,jax,WalkMi01,targets,4,,,,,
player,201011140jax,jax,WalkMi01,rec,3,,,,,
player,201011140jax,jax,WalkMi01,rec_yds,26,,,,,
player,201011140jax,jax,WalkMi01,rec_td,0,,,,,
player,201011140jax,jax,WalkMi01,rec_long,11,,,,,
player,201011140jax,jax,WalkMi01,fumbles,0,,,,,
player,201011140jax,jax,WalkMi01,fumbles_lost,,,,,,
player,201011140jax,jax,UndeTi00,pass_cmp,,,,,,
player,201011140jax,jax,UndeTi00,pass_att,,,,,,
player,201011140jax,jax,UndeTi00,pass_yds,,,,,,
player,201011140jax,jax,UndeTi00,pass_td,,,,,,
player,201011140jax,jax,UndeTi00,pass_int,,,,,,
player,201011140jax,jax,UndeTi00,pass_sacked,,,,,,
player,201011140jax,jax,UndeTi00,pass_sacked_yds,,,,,,
player,201011140jax,jax,UndeTi00,pass_long,,,,,,
player,201011140jax,jax,UndeTi00,pass_rating,,,,,,
player,201011140jax,jax,UndeTi00,rush_att,,,,,,
player,201011140jax,jax,UndeTi00,rush_yds,,,,,,
player,201011140jax,jax,UndeTi00,rush_td,,,,,,
player,201011140jax,jax,UndeTi00,rush_long,,,,,,
player,201011140jax,jax,UndeTi00,targets,1,,,,,
player,201011140jax,jax,UndeTi00,rec,0,,,,,
player,201011140jax,jax,UndeTi00,rec_yds,0,,,,,
player,201011140jax,jax,UndeTi00,rec_td,0,,,,,
player,201011140jax,jax,UndeTi00,rec_long,,,,,,
player,201011140jax,jax,UndeTi00,fumbles,,,,,,
player,201011140jax,jax,UndeTi00,fumbles_lost,,,,,,
player,201011140jax,jax,OsgoKa00,pass_cmp,,,,,,
player,201011140jax,jax,OsgoKa00,pass_att,,,,,,
player,201011140jax,jax,OsgoKa00,pass_yds,,,,,,
player,201011140jax,jax,OsgoKa00,pass_td,,,,,,
player,201011140jax,jax,OsgoKa00,pass_int,,,,,,
player,201011140jax,jax,OsgoKa00,pass_sacked,,,,,,
player,201011140jax,jax,OsgoKa00,pass_sacked_yds,,,,,,
player,201011140jax,jax,OsgoKa00,pass_long,,,,,,
player,201011140jax,jax,OsgoKa00,pass_rating,,,,,,
player,201011140jax,jax,OsgoKa00,rush_att,,,,,,
player,201011140jax,jax,OsgoKa00,rush_yds,,,,,,
player,201011140jax,jax,OsgoKa00,rush_td,,,,,,
player,201011140jax,jax,OsgoKa00,rush_long,,,,,,
player,201011140jax,jax,OsgoKa00,targets,1,,,,,
player,201011140jax,jax,OsgoKa00,rec,0,,,,,
player,201011140jax,jax,OsgoKa00,rec_yds,0,,,,,
player,201011140jax,jax,OsgoKa00,rec_td,0,,,,,
player,201011140jax,jax,OsgoKa00,rec_long,,,,,,
player,201011140jax,jax,OsgoKa00,fumbles,,,,,,
player,201011140jax,jax,OsgoKa00,fumbles_lost,,,,,,
player,201011140jax,htx,OkoyAm99,def_int,0,,,,,
player,201011140jax,htx,OkoyAm99,def_int_yds,0,,,,,
player,201011140jax,htx,OkoyAm99,def_int_td,0,,,,,
player,201011140jax,htx,OkoyAm99,def_int_long,0,,,,,
player,201011140jax,htx,OkoyAm99,pass_defended,0,,,,,
player,201011140jax,htx,OkoyAm99,sacks,1.0,,,,,
player,201011140jax,htx,OkoyAm99,tackles_combined,4,,,,,
player,201011140jax,htx,OkoyAm99,tackles_solo,4,,,,,
player,201011140jax,htx,OkoyAm99,tackles_assists,0,,,,,
player,201011140jax,htx,OkoyAm99,tackles_loss,1,,,,,
player,201011140jax,htx,OkoyAm99,qb_hits,3,,,,,
player,201011140jax,htx,OkoyAm99,fumbles_rec,0,,,,,
player,201011140jax,htx,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,OkoyAm99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,OkoyAm99,fumbles_forced,0,,,,,
player,201011140jax,htx,AndeMa21,def_int,0,,,,,
player,201011140jax,htx,AndeMa21,def_int_yds,0,,,,,
player,201011140jax,htx,AndeMa21,def_int_td,0,,,,,
player,201011140jax,htx,AndeMa21,def_int_long,0,,,,,
player,201011140jax,htx,AndeMa21,pass_defended,0,,,,,
player,201011140jax,htx,AndeMa21,sacks,1.0,,,,,
player,201011140jax,htx,AndeMa21,tackles_combined,1,,,,,
player,201011140jax,htx,AndeMa21,tackles_solo,1,,,,,
player,201011140jax,htx,AndeMa21,tackles_assists,0,,,,,
player,201011140jax,htx,AndeMa21,tackles_loss,1,,,,,
player,201011140jax,htx,AndeMa21,qb_hits,2,,,,,
player,201011140jax,htx,AndeMa21,fumbles_rec,0,,,,,
player,201011140jax,htx,AndeMa21,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,AndeMa21,fumbles_rec_td,0,,,,,
player,201011140jax,htx,AndeMa21,fumbles_forced,0,,,,,
player,201011140jax,htx,QuinGl99,def_int,0,,,,,
player,201011140jax,htx,QuinGl99,def_int_yds,0,,,,,
player,201011140jax,htx,QuinGl99,def_int_td,0,,,,,
player,201011140jax,htx,QuinGl99,def_int_long,0,,,,,
