game,2010,9,20101107,201011070htx,sdg,"San Diego Chargers",29,htx,"Houston Texans",23
player,201011070htx,sdg,MathRy00,pass_cmp,0,,,,,
player,201011070htx,sdg,MathRy00,pass_att,0,,,,,
player,201011070htx,sdg,MathRy00,pass_yds,0,,,,,
player,201011070htx,sdg,MathRy00,pass_td,0,,,,,
player,201011070htx,sdg,MathRy00,pass_int,0,,,,,
player,201011070htx,sdg,MathRy00,pass_sacked,,,,,,
player,201011070htx,sdg,MathRy00,pass_sacked_yds,,,,,,
player,201011070htx,sdg,MathRy00,pass_long,0,,,,,
player,201011070htx,sdg,MathRy00,pass_rating,,,,,,
player,201011070htx,sdg,MathRy00,rush_att,9,,,,,
player,201011070htx,sdg,MathRy00,rush_yds,42,,,,,
player,201011070htx,sdg,MathRy00,rush_td,0,,,,,
player,201011070htx,sdg,MathRy00,rush_long,11,,,,,
player,201011070htx,sdg,MathRy00,targets,2,,,,,
player,201011070htx,sdg,MathRy00,rec,2,,,,,
player,201011070htx,sdg,MathRy00,rec_yds,18,,,,,
player,201011070htx,sdg,MathRy00,rec_td,0,,,,,
player,201011070htx,sdg,MathRy00,rec_long,13,,,,,
player,201011070htx,sdg,MathRy00,fumbles,1,,,,,
player,201011070htx,sdg,MathRy00,fumbles_lost,1,,,,,
player,201011070htx,sdg,TolbMi00,pass_cmp,0,,,,,
player,201011070htx,sdg,TolbMi00,pass_att,0,,,,,
player,201011070htx,sdg,TolbMi00,pass_yds,0,,,,,
player,201011070htx,sdg,TolbMi00,pass_td,0,,,,,
player,201011070htx,sdg,TolbMi00,pass_int,0,,,,,
player,201011070htx,sdg,TolbMi00,pass_sacked,,,,,,
player,201011070htx,sdg,TolbMi00,pass_sacked_yds,,,,,,
player,201011070htx,sdg,TolbMi00,pass_long,0,,,,,
player,201011070htx,sdg,TolbMi00,pass_rating,,,,,,
player,201011070htx,sdg,TolbMi00,rush_att,8,,,,,
player,201011070htx,sdg,TolbMi00,rush_yds,32,,,,,
player,201011070htx,sdg,TolbMi00,rush_td,0,,,,,
player,201011070htx,sdg,TolbMi00,rush_long,9,,,,,
player,201011070htx,sdg,TolbMi00,targets,1,,,,,
player,201011070htx,sdg,TolbMi00,rec,1,,,,,
player,201011070htx,sdg,TolbMi00,rec_yds,2,,,,,
player,201011070htx,sdg,TolbMi00,rec_td,0,,,,,
player,201011070htx,sdg,TolbMi00,rec_long,2,,,,,
player,201011070htx,sdg,TolbMi00,fumbles,0,,,,,
player,201011070htx,sdg,TolbMi00,fumbles_lost,,,,,,
player,201011070htx,sdg,HestJa00,pass_cmp,0,,,,,
player,201011070htx,sdg,HestJa00,pass_att,0,,,,,
player,201011070htx,sdg,HestJa00,pass_yds,0,,,,,
player,201011070htx,sdg,HestJa00,pass_td,0,,,,,
player,201011070htx,sdg,HestJa00,pass_int,0,,,,,
player,201011070htx,sdg,HestJa00,pass_sacked,,,,,,
player,201011070htx,sdg,HestJa00,pass_sacked_yds,,,,,,
player,201011070htx,sdg,HestJa00,pass_long,0,,,,,
player,201011070htx,sdg,HestJa00,pass_rating,,,,,,
player,201011070htx,sdg,HestJa00,rush_att,4,,,,,
player,201011070htx,sdg,HestJa00,rush_yds,7,,,,,
player,201011070htx,sdg,HestJa00,rush_td,0,,,,,
player,201011070htx,sdg,HestJa00,rush_long,3,,,,,
player,201011070htx,sdg,HestJa00,targets,4,,,,,
player,201011070htx,sdg,HestJa00,rec,3,,,,,
player,201011070htx,sdg,HestJa00,rec_yds,28,,,,,
player,201011070htx,sdg,HestJa00,rec_td,0,,,,,
player,201011070htx,sdg,HestJa00,rec_long,15,,,,,
player,201011070htx,sdg,HestJa00,fumbles,0,,,,,
player,201011070htx,sdg,HestJa00,fumbles_lost,,,,,,
player,201011070htx,sdg,SproDa00,pass_cmp,0,,,,,
player,201011070htx,sdg,SproDa00,pass_att,0,,,,,
player,201011070htx,sdg,SproDa00,pass_yds,0,,,,,
player,201011070htx,sdg,SproDa00,pass_td,0,,,,,
player,201011070htx,sdg,SproDa00,pass_int,0,,,,,
player,201011070htx,sdg,SproDa00,pass_sacked,,,,,,
player,201011070htx,sdg,SproDa00,pass_sacked_yds,,,,,,
player,201011070htx,sdg,SproDa00,pass_long,0,,,,,
player,201011070htx,sdg,SproDa00,pass_rating,,,,,,
player,201011070htx,sdg,SproDa00,rush_att,1,,,,,
player,201011070htx,sdg,SproDa00,rush_yds,3,,,,,
player,201011070htx,sdg,SproDa00,rush_td,0,,,,,
player,201011070htx,sdg,SproDa00,rush_long,3,,,,,
player,201011070htx,sdg,SproDa00,targets,2,,,,,
player,201011070htx,sdg,SproDa00,rec,1,,,,,
player,201011070htx,sdg,SproDa00,rec_yds,6,,,,,
player,201011070htx,sdg,SproDa00,rec_td,0,,,,,
player,201011070htx,sdg,SproDa00,rec_long,6,,,,,
player,201011070htx,sdg,SproDa00,fumbles,0,,,,,
player,201011070htx,sdg,SproDa00,fumbles_lost,,,,,,
player,201011070htx,sdg,AjirSe00,pass_cmp,0,,,,,
player,201011070htx,sdg,AjirSe00,pass_att,0,,,,,
player,201011070htx,sdg,AjirSe00,pass_yds,0,,,,,
player,201011070htx,sdg,AjirSe00,pass_td,0,,,,,
player,201011070htx,sdg,AjirSe00,pass_int,0,,,,,
player,201011070htx,sdg,AjirSe00,pass_sacked,,,,,,
player,201011070htx,sdg,AjirSe00,pass_sacked_yds,,,,,,
player,201011070htx,sdg,AjirSe00,pass_long,0,,,,,
player,201011070htx,sdg,AjirSe00,pass_rating,,,,,,
player,201011070htx,sdg,AjirSe00,rush_att,0,,,,,
player,201011070htx,sdg,AjirSe00,rush_yds,0,,,,,
player,201011070htx,sdg,AjirSe00,rush_td,0,,,,,
player,201011070htx,sdg,AjirSe00,rush_long,0,,,,,
player,201011070htx,sdg,AjirSe00,targets,5,,,,,
player,201011070htx,sdg,AjirSe00,rec,4,,,,,
player,201011070htx,sdg,AjirSe00,rec_yds,111,,,,,
player,201011070htx,sdg,AjirSe00,rec_td,2,,,,,
player,201011070htx,sdg,AjirSe00,rec_long,55,,,,,
player,201011070htx,sdg,AjirSe00,fumbles,0,,,,,
player,201011070htx,sdg,AjirSe00,fumbles_lost,,,,,,
player,201011070htx,sdg,CrayPa00,pass_cmp,0,,,,,
player,201011070htx,sdg,CrayPa00,pass_att,0,,,,,
player,201011070htx,sdg,CrayPa00,pass_yds,0,,,,,
player,201011070htx,sdg,CrayPa00,pass_td,0,,,,,
player,201011070htx,sdg,CrayPa00,pass_int,0,,,,,
player,201011070htx,sdg,CrayPa00,pass_sacked,0,,,,,
player,201011070htx,sdg,CrayPa00,pass_sacked_yds,,,,,,
player,201011070htx,sdg,CrayPa00,pass_long,0,,,,,
player,201011070htx,sdg,CrayPa00,pass_rating,,,,,,
player,201011070htx,sdg,CrayPa00,rush_att,0,,,,,
player,201011070htx,sdg,CrayPa00,rush_yds,0,,,,,
player,201011070htx,sdg,CrayPa00,rush_td,0,,,,,
player,201011070htx,sdg,CrayPa00,rush_long,0,,,,,
player,201011070htx,sdg,CrayPa00,targets,4,,,,,
player,201011070htx,sdg,CrayPa00,rec,3,,,,,
player,201011070htx,sdg,CrayPa00,rec_yds,70,,,,,
player,201011070htx,sdg,CrayPa00,rec_td,0,,,,,
player,201011070htx,sdg,CrayPa00,rec_long,47,,,,,
player,201011070htx,sdg,CrayPa00,fumbles,0,,,,,
player,201011070htx,sdg,CrayPa00,fumbles_lost,,,,,,
player,201011070htx,sdg,WilsKr00,pass_cmp,0,,,,,
player,201011070htx,sdg,WilsKr00,pass_att,0,,,,,
player,201011070htx,sdg,WilsKr00,pass_yds,0,,,,,
player,201011070htx,sdg,WilsKr00,pass_td,0,,,,,
player,201011070htx,sdg,WilsKr00,pass_int,0,,,,,
player,201011070htx,sdg,WilsKr00,pass_sacked,0,,,,,
player,201011070htx,sdg,WilsKr00,pass_sacked_yds,0,,,,,
player,201011070htx,sdg,WilsKr00,pass_long,0,,,,,
player,201011070htx,sdg,WilsKr00,pass_rating,,,,,,
player,201011070htx,sdg,WilsKr00,rush_att,0,,,,,
player,201011070htx,sdg,WilsKr00,rush_yds,0,,,,,
player,201011070htx,sdg,WilsKr00,rush_td,0,,,,,
player,201011070htx,sdg,WilsKr00,rush_long,0,,,,,
player,201011070htx,sdg,WilsKr00,targets,,,,,,
player,201011070htx,sdg,WilsKr00,rec,1,,,,,
player,201011070htx,sdg,WilsKr00,rec_yds,37,,,,,
player,201011070htx,sdg,WilsKr00,rec_td,0,,,,,
player,201011070htx,sdg,WilsKr00,rec_long,37,,,,,
player,201011070htx,sdg,WilsKr00,fumbles,0,,,,,
player,201011070htx,sdg,WilsKr00,fumbles_lost,,,,,,
player,201011070htx,sdg,McMiRa01,pass_cmp,0,,,,,
player,201011070htx,sdg,McMiRa01,pass_att,0,,,,,
player,201011070htx,sdg,McMiRa01,pass_yds,0,,,,,
player,201011070htx,sdg,McMiRa01,pass_td,0,,,,,
player,201011070htx,sdg,McMiRa01,pass_int,0,,,,,
player,201011070htx,sdg,McMiRa01,pass_sacked,,,,,,
player,201011070htx,sdg,McMiRa01,pass_sacked_yds,,,,,,
player,201011070htx,sdg,McMiRa01,pass_long,0,,,,,
player,201011070htx,sdg,McMiRa01,pass_rating,,,,,,
player,201011070htx,sdg,McMiRa01,rush_att,0,,,,,
player,201011070htx,sdg,McMiRa01,rush_yds,0,,,,,
player,201011070htx,sdg,McMiRa01,rush_td,0,,,,,
player,201011070htx,sdg,McMiRa01,rush_long,0,,,,,
player,201011070htx,sdg,McMiRa01,targets,2,,,,,
player,201011070htx,sdg,McMiRa01,rec,2,,,,,
player,201011070htx,sdg,McMiRa01,rec_yds,23,,,,,
player,201011070htx,sdg,McMiRa01,rec_td,2,,,,,
player,201011070htx,sdg,McMiRa01,rec_long,12,,,,,
player,201011070htx,sdg,McMiRa01,fumbles,0,,,,,
player,201011070htx,sdg,McMiRa01,fumbles_lost,,,,,,
player,201011070htx,sdg,WilsKi00,pass_cmp,,,,,,
player,201011070htx,sdg,WilsKi00,pass_att,,,,,,
player,201011070htx,sdg,WilsKi00,pass_yds,,,,,,
player,201011070htx,sdg,WilsKi00,pass_td,,,,,,
player,201011070htx,sdg,WilsKi00,pass_int,,,,,,
player,201011070htx,sdg,WilsKi00,pass_sacked,,,,,,
player,201011070htx,sdg,WilsKi00,pass_sacked_yds,,,,,,
player,201011070htx,sdg,WilsKi00,pass_long,,,,,,
player,201011070htx,sdg,WilsKi00,pass_rating,,,,,,
player,201011070htx,sdg,WilsKi00,rush_att,,,,,,
player,201011070htx,sdg,WilsKi00,rush_yds,,,,,,
player,201011070htx,sdg,WilsKi00,rush_td,,,,,,
player,201011070htx,sdg,WilsKi00,rush_long,,,,,,
player,201011070htx,sdg,WilsKi00,targets,1,,,,,
player,201011070htx,sdg,WilsKi00,rec,0,,,,,
player,201011070htx,sdg,WilsKi00,rec_yds,0,,,,,
player,201011070htx,sdg,WilsKi00,rec_td,0,,,,,
player,201011070htx,sdg,WilsKi00,rec_long,,,,,,
player,201011070htx,sdg,WilsKi00,fumbles,,,,,,
player,201011070htx,sdg,WilsKi00,fumbles_lost,,,,,,
player,201011070htx,sdg,BankGa00,pass_cmp,,,,,,
player,201011070htx,sdg,BankGa00,pass_att,,,,,,
player,201011070htx,sdg,BankGa00,pass_yds,,,,,,
player,201011070htx,sdg,BankGa00,pass_td,,,,,,
player,201011070htx,sdg,BankGa00,pass_int,,,,,,
player,201011070htx,sdg,BankGa00,pass_sacked,,,,,,
player,201011070htx,sdg,BankGa00,pass_sacked_yds,,,,,,
player,201011070htx,sdg,BankGa00,pass_long,,,,,,
player,201011070htx,sdg,BankGa00,pass_rating,,,,,,
player,201011070htx,sdg,BankGa00,rush_att,,,,,,
player,201011070htx,sdg,BankGa00,rush_yds,,,,,,
player,201011070htx,sdg,BankGa00,rush_td,,,,,,
player,201011070htx,sdg,BankGa00,rush_long,,,,,,
player,201011070htx,sdg,BankGa00,targets,2,,,,,
player,201011070htx,sdg,BankGa00,rec,0,,,,,
player,201011070htx,sdg,BankGa00,rec_yds,0,,,,,
player,201011070htx,sdg,BankGa00,rec_td,0,,,,,
player,201011070htx,sdg,BankGa00,rec_long,,,,,,
player,201011070htx,sdg,BankGa00,fumbles,,,,,,
player,201011070htx,sdg,BankGa00,fumbles_lost,,,,,,
player,201011070htx,htx,SchaMa00,pass_cmp,21,,,,,
player,201011070htx,htx,SchaMa00,pass_att,32,,,,,
player,201011070htx,htx,SchaMa00,pass_yds,267,,,,,
player,201011070htx,htx,SchaMa00,pass_td,0,,,,,
player,201011070htx,htx,SchaMa00,pass_int,1,,,,,
player,201011070htx,htx,SchaMa00,pass_sacked,2,,,,,
player,201011070htx,htx,SchaMa00,pass_sacked_yds,15,,,,,
player,201011070htx,htx,SchaMa00,pass_long,33,,,,,
player,201011070htx,htx,SchaMa00,pass_rating,78.5,,,,,
player,201011070htx,htx,SchaMa00,rush_att,2,,,,,
player,201011070htx,htx,SchaMa00,rush_yds,1,,,,,
player,201011070htx,htx,SchaMa00,rush_td,0,,,,,
player,201011070htx,htx,SchaMa00,rush_long,1,,,,,
player,201011070htx,htx,SchaMa00,targets,0,,,,,
player,201011070htx,htx,SchaMa00,rec,0,,,,,
player,201011070htx,htx,SchaMa00,rec_yds,0,,,,,
player,201011070htx,htx,SchaMa00,rec_td,0,,,,,
player,201011070htx,htx,SchaMa00,rec_long,0,,,,,
player,201011070htx,htx,SchaMa00,fumbles,1,,,,,
player,201011070htx,htx,SchaMa00,fumbles_lost,0,,,,,
player,201011070htx,htx,FostAr00,pass_cmp,0,,,,,
player,201011070htx,htx,FostAr00,pass_att,0,,,,,
player,201011070htx,htx,FostAr00,pass_yds,0,,,,,
player,201011070htx,htx,FostAr00,pass_td,0,,,,,
player,201011070htx,htx,FostAr00,pass_int,0,,,,,
player,201011070htx,htx,FostAr00,pass_sacked,,,,,,
player,201011070htx,htx,FostAr00,pass_sacked_yds,,,,,,
player,201011070htx,htx,FostAr00,pass_long,0,,,,,
player,201011070htx,htx,FostAr00,pass_rating,,,,,,
player,201011070htx,htx,FostAr00,rush_att,27,,,,,
player,201011070htx,htx,FostAr00,rush_yds,127,,,,,
player,201011070htx,htx,FostAr00,rush_td,2,,,,,
player,201011070htx,htx,FostAr00,rush_long,15,,,,,
player,201011070htx,htx,FostAr00,targets,6,,,,,
player,201011070htx,htx,FostAr00,rec,4,,,,,
player,201011070htx,htx,FostAr00,rec_yds,70,,,,,
player,201011070htx,htx,FostAr00,rec_td,0,,,,,
player,201011070htx,htx,FostAr00,rec_long,33,,,,,
player,201011070htx,htx,FostAr00,fumbles,0,,,,,
player,201011070htx,htx,FostAr00,fumbles_lost,,,,,,
player,201011070htx,htx,WardDe01,pass_cmp,0,,,,,
player,201011070htx,htx,WardDe01,pass_att,0,,,,,
player,201011070htx,htx,WardDe01,pass_yds,0,,,,,
player,201011070htx,htx,WardDe01,pass_td,0,,,,,
player,201011070htx,htx,WardDe01,pass_int,0,,,,,
player,201011070htx,htx,WardDe01,pass_sacked,,,,,,
player,201011070htx,htx,WardDe01,pass_sacked_yds,,,,,,
player,201011070htx,htx,WardDe01,pass_long,0,,,,,
player,201011070htx,htx,WardDe01,pass_rating,,,,,,
player,201011070htx,htx,WardDe01,rush_att,5,,,,,
player,201011070htx,htx,WardDe01,rush_yds,12,,,,,
player,201011070htx,htx,WardDe01,rush_td,0,,,,,
player,201011070htx,htx,WardDe01,rush_long,6,,,,,
player,201011070htx,htx,WardDe01,targets,0,,,,,
player,201011070htx,htx,WardDe01,rec,0,,,,,
player,201011070htx,htx,WardDe01,rec_yds,0,,,,,
player,201011070htx,htx,WardDe01,rec_td,0,,,,,
player,201011070htx,htx,WardDe01,rec_long,0,,,,,
player,201011070htx,htx,WardDe01,fumbles,0,,,,,
player,201011070htx,htx,WardDe01,fumbles_lost,,,,,,
player,201011070htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201011070htx,htx,DreeJo00,pass_att,0,,,,,
player,201011070htx,htx,DreeJo00,pass_yds,0,,,,,
player,201011070htx,htx,DreeJo00,pass_td,0,,,,,
player,201011070htx,htx,DreeJo00,pass_int,0,,,,,
player,201011070htx,htx,DreeJo00,pass_sacked,,,,,,
player,201011070htx,htx,DreeJo00,pass_sacked_yds,,,,,,
player,201011070htx,htx,DreeJo00,pass_long,0,,,,,
player,201011070htx,htx,DreeJo00,pass_rating,,,,,,
player,201011070htx,htx,DreeJo00,rush_att,0,,,,,
player,201011070htx,htx,DreeJo00,rush_yds,0,,,,,
player,201011070htx,htx,DreeJo00,rush_td,0,,,,,
player,201011070htx,htx,DreeJo00,rush_long,0,,,,,
player,201011070htx,htx,DreeJo00,targets,8,,,,,
player,201011070htx,htx,DreeJo00,rec,5,,,,,
player,201011070htx,htx,DreeJo00,rec_yds,67,,,,,
player,201011070htx,htx,DreeJo00,rec_td,0,,,,,
player,201011070htx,htx,DreeJo00,rec_long,24,,,,,
player,201011070htx,htx,DreeJo00,fumbles,0,,,,,
player,201011070htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201011070htx,htx,CaseJa00,pass_cmp,0,,,,,
player,201011070htx,htx,CaseJa00,pass_att,0,,,,,
player,201011070htx,htx,CaseJa00,pass_yds,0,,,,,
player,201011070htx,htx,CaseJa00,pass_td,0,,,,,
player,201011070htx,htx,CaseJa00,pass_int,0,,,,,
player,201011070htx,htx,CaseJa00,pass_sacked,,,,,,
player,201011070htx,htx,CaseJa00,pass_sacked_yds,,,,,,
player,201011070htx,htx,CaseJa00,pass_long,0,,,,,
player,201011070htx,htx,CaseJa00,pass_rating,,,,,,
player,201011070htx,htx,CaseJa00,rush_att,0,,,,,
player,201011070htx,htx,CaseJa00,rush_yds,0,,,,,
player,201011070htx,htx,CaseJa00,rush_td,0,,,,,
player,201011070htx,htx,CaseJa00,rush_long,0,,,,,
player,201011070htx,htx,CaseJa00,targets,6,,,,,
player,201011070htx,htx,CaseJa00,rec,4,,,,,
player,201011070htx,htx,CaseJa00,rec_yds,48,,,,,
player,201011070htx,htx,CaseJa00,rec_td,0,,,,,
player,201011070htx,htx,CaseJa00,rec_long,33,,,,,
player,201011070htx,htx,CaseJa00,fumbles,0,,,,,
player,201011070htx,htx,CaseJa00,fumbles_lost,,,,,,
player,201011070htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201011070htx,htx,JoneJa03,pass_att,0,,,,,
player,201011070htx,htx,JoneJa03,pass_yds,0,,,,,
player,201011070htx,htx,JoneJa03,pass_td,0,,,,,
player,201011070htx,htx,JoneJa03,pass_int,0,,,,,
player,201011070htx,htx,JoneJa03,pass_sacked,,,,,,
player,201011070htx,htx,JoneJa03,pass_sacked_yds,,,,,,
player,201011070htx,htx,JoneJa03,pass_long,0,,,,,
player,201011070htx,htx,JoneJa03,pass_rating,,,,,,
player,201011070htx,htx,JoneJa03,rush_att,0,,,,,
player,201011070htx,htx,JoneJa03,rush_yds,0,,,,,
player,201011070htx,htx,JoneJa03,rush_td,0,,,,,
player,201011070htx,htx,JoneJa03,rush_long,0,,,,,
player,201011070htx,htx,JoneJa03,targets,5,,,,,
player,201011070htx,htx,JoneJa03,rec,4,,,,,
player,201011070htx,htx,JoneJa03,rec_yds,41,,,,,
player,201011070htx,htx,JoneJa03,rec_td,0,,,,,
player,201011070htx,htx,JoneJa03,rec_long,17,,,,,
player,201011070htx,htx,JoneJa03,fumbles,0,,,,,
player,201011070htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201011070htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201011070htx,htx,JohnAn02,pass_att,0,,,,,
player,201011070htx,htx,JohnAn02,pass_yds,0,,,,,
player,201011070htx,htx,JohnAn02,pass_td,0,,,,,
player,201011070htx,htx,JohnAn02,pass_int,0,,,,,
player,201011070htx,htx,JohnAn02,pass_sacked,,,,,,
player,201011070htx,htx,JohnAn02,pass_sacked_yds,,,,,,
player,201011070htx,htx,JohnAn02,pass_long,0,,,,,
player,201011070htx,htx,JohnAn02,pass_rating,,,,,,
player,201011070htx,htx,JohnAn02,rush_att,0,,,,,
player,201011070htx,htx,JohnAn02,rush_yds,0,,,,,
player,201011070htx,htx,JohnAn02,rush_td,0,,,,,
player,201011070htx,htx,JohnAn02,rush_long,0,,,,,
player,201011070htx,htx,JohnAn02,targets,7,,,,,
player,201011070htx,htx,JohnAn02,rec,4,,,,,
player,201011070htx,htx,JohnAn02,rec_yds,41,,,,,
player,201011070htx,htx,JohnAn02,rec_td,0,,,,,
player,201011070htx,htx,JohnAn02,rec_long,17,,,,,
player,201011070htx,htx,JohnAn02,fumbles,0,,,,,
player,201011070htx,htx,JohnAn02,fumbles_lost,,,,,,
player,201011070htx,sdg,OlivPa20,def_int,1,,,,,
player,201011070htx,sdg,OlivPa20,def_int_yds,15,,,,,
player,201011070htx,sdg,OlivPa20,def_int_td,0,,,,,
player,201011070htx,sdg,OlivPa20,def_int_long,15,,,,,
player,201011070htx,sdg,OlivPa20,pass_defended,1,,,,,
player,201011070htx,sdg,OlivPa20,sacks,0.0,,,,,
player,201011070htx,sdg,OlivPa20,tackles_combined,7,,,,,
player,201011070htx,sdg,OlivPa20,tackles_solo,5,,,,,
player,201011070htx,sdg,OlivPa20,tackles_assists,2,,,,,
player,201011070htx,sdg,OlivPa20,tackles_loss,0,,,,,
player,201011070htx,sdg,OlivPa20,qb_hits,0,,,,,
player,201011070htx,sdg,OlivPa20,fumbles_rec,0,,,,,
player,201011070htx,sdg,OlivPa20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,OlivPa20,fumbles_forced,0,,,,,
player,201011070htx,sdg,StriDo20,def_int,0,,,,,
player,201011070htx,sdg,StriDo20,def_int_yds,0,,,,,
player,201011070htx,sdg,StriDo20,def_int_td,0,,,,,
player,201011070htx,sdg,StriDo20,def_int_long,0,,,,,
player,201011070htx,sdg,StriDo20,pass_defended,0,,,,,
player,201011070htx,sdg,StriDo20,sacks,1.0,,,,,
player,201011070htx,sdg,StriDo20,tackles_combined,6,,,,,
player,201011070htx,sdg,StriDo20,tackles_solo,6,,,,,
player,201011070htx,sdg,StriDo20,tackles_assists,0,,,,,
player,201011070htx,sdg,StriDo20,tackles_loss,1,,,,,
player,201011070htx,sdg,StriDo20,qb_hits,0,,,,,
player,201011070htx,sdg,StriDo20,fumbles_rec,0,,,,,
player,201011070htx,sdg,StriDo20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,StriDo20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,StriDo20,fumbles_forced,1,,,,,
player,201011070htx,sdg,GaraAn20,def_int,0,,,,,
player,201011070htx,sdg,GaraAn20,def_int_yds,0,,,,,
player,201011070htx,sdg,GaraAn20,def_int_td,0,,,,,
player,201011070htx,sdg,GaraAn20,def_int_long,0,,,,,
player,201011070htx,sdg,GaraAn20,pass_defended,0,,,,,
player,201011070htx,sdg,GaraAn20,sacks,1.0,,,,,
player,201011070htx,sdg,GaraAn20,tackles_combined,5,,,,,
player,201011070htx,sdg,GaraAn20,tackles_solo,5,,,,,
player,201011070htx,sdg,GaraAn20,tackles_assists,0,,,,,
player,201011070htx,sdg,GaraAn20,tackles_loss,3,,,,,
player,201011070htx,sdg,GaraAn20,qb_hits,1,,,,,
player,201011070htx,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201011070htx,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201011070htx,sdg,CasoAn99,def_int,0,,,,,
player,201011070htx,sdg,CasoAn99,def_int_yds,0,,,,,
player,201011070htx,sdg,CasoAn99,def_int_td,0,,,,,
player,201011070htx,sdg,CasoAn99,def_int_long,0,,,,,
player,201011070htx,sdg,CasoAn99,pass_defended,0,,,,,
player,201011070htx,sdg,CasoAn99,sacks,0.0,,,,,
player,201011070htx,sdg,CasoAn99,tackles_combined,8,,,,,
player,201011070htx,sdg,CasoAn99,tackles_solo,7,,,,,
player,201011070htx,sdg,CasoAn99,tackles_assists,1,,,,,
player,201011070htx,sdg,CasoAn99,tackles_loss,1,,,,,
player,201011070htx,sdg,CasoAn99,qb_hits,0,,,,,
player,201011070htx,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201011070htx,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201011070htx,sdg,WeddEr99,def_int,0,,,,,
player,201011070htx,sdg,WeddEr99,def_int_yds,0,,,,,
player,201011070htx,sdg,WeddEr99,def_int_td,0,,,,,
player,201011070htx,sdg,WeddEr99,def_int_long,0,,,,,
player,201011070htx,sdg,WeddEr99,pass_defended,2,,,,,
