game,2010,8,20101031,201010310cin,mia,"Miami Dolphins",22,cin,"Cincinnati Bengals",14
player,201010310cin,cin,JohnBr20,def_int_td,0,,,,,
player,201010310cin,cin,JohnBr20,def_int_long,0,,,,,
player,201010310cin,cin,JohnBr20,pass_defended,0,,,,,
player,201010310cin,cin,JohnBr20,sacks,0.0,,,,,
player,201010310cin,cin,JohnBr20,tackles_combined,2,,,,,
player,201010310cin,cin,JohnBr20,tackles_solo,2,,,,,
player,201010310cin,cin,JohnBr20,tackles_assists,0,,,,,
player,201010310cin,cin,JohnBr20,tackles_loss,0,,,,,
player,201010310cin,cin,JohnBr20,qb_hits,1,,,,,
player,201010310cin,cin,JohnBr20,fumbles_rec,0,,,,,
player,201010310cin,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201010310cin,cin,JohnBr20,fumbles_forced,0,,,,,
player,201010310cin,cin,JohnTa20,def_int,0,,,,,
player,201010310cin,cin,JohnTa20,def_int_yds,0,,,,,
player,201010310cin,cin,JohnTa20,def_int_td,0,,,,,
player,201010310cin,cin,JohnTa20,def_int_long,0,,,,,
player,201010310cin,cin,JohnTa20,pass_defended,0,,,,,
player,201010310cin,cin,JohnTa20,sacks,0.0,,,,,
player,201010310cin,cin,JohnTa20,tackles_combined,2,,,,,
player,201010310cin,cin,JohnTa20,tackles_solo,1,,,,,
player,201010310cin,cin,JohnTa20,tackles_assists,1,,,,,
player,201010310cin,cin,JohnTa20,tackles_loss,0,,,,,
player,201010310cin,cin,JohnTa20,qb_hits,0,,,,,
player,201010310cin,cin,JohnTa20,fumbles_rec,0,,,,,
player,201010310cin,cin,JohnTa20,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,JohnTa20,fumbles_rec_td,0,,,,,
player,201010310cin,cin,JohnTa20,fumbles_forced,0,,,,,
player,201010310cin,cin,MurrRi00,def_int,0,,,,,
player,201010310cin,cin,MurrRi00,def_int_yds,0,,,,,
player,201010310cin,cin,MurrRi00,def_int_td,0,,,,,
player,201010310cin,cin,MurrRi00,def_int_long,0,,,,,
player,201010310cin,cin,MurrRi00,pass_defended,0,,,,,
player,201010310cin,cin,MurrRi00,sacks,0.0,,,,,
player,201010310cin,cin,MurrRi00,tackles_combined,2,,,,,
player,201010310cin,cin,MurrRi00,tackles_solo,2,,,,,
player,201010310cin,cin,MurrRi00,tackles_assists,0,,,,,
player,201010310cin,cin,MurrRi00,tackles_loss,0,,,,,
player,201010310cin,cin,MurrRi00,qb_hits,0,,,,,
player,201010310cin,cin,MurrRi00,fumbles_rec,0,,,,,
player,201010310cin,cin,MurrRi00,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,MurrRi00,fumbles_rec_td,0,,,,,
player,201010310cin,cin,MurrRi00,fumbles_forced,0,,,,,
player,201010310cin,cin,AtkiGe99,def_int,0,,,,,
player,201010310cin,cin,AtkiGe99,def_int_yds,0,,,,,
player,201010310cin,cin,AtkiGe99,def_int_td,0,,,,,
player,201010310cin,cin,AtkiGe99,def_int_long,0,,,,,
player,201010310cin,cin,AtkiGe99,pass_defended,0,,,,,
player,201010310cin,cin,AtkiGe99,sacks,0.0,,,,,
player,201010310cin,cin,AtkiGe99,tackles_combined,1,,,,,
player,201010310cin,cin,AtkiGe99,tackles_solo,1,,,,,
player,201010310cin,cin,AtkiGe99,tackles_assists,0,,,,,
player,201010310cin,cin,AtkiGe99,tackles_loss,0,,,,,
player,201010310cin,cin,AtkiGe99,qb_hits,0,,,,,
player,201010310cin,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201010310cin,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201010310cin,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201010310cin,cin,GeatRo21,def_int,0,,,,,
player,201010310cin,cin,GeatRo21,def_int_yds,0,,,,,
player,201010310cin,cin,GeatRo21,def_int_td,0,,,,,
player,201010310cin,cin,GeatRo21,def_int_long,0,,,,,
player,201010310cin,cin,GeatRo21,pass_defended,0,,,,,
player,201010310cin,cin,GeatRo21,sacks,0.0,,,,,
player,201010310cin,cin,GeatRo21,tackles_combined,1,,,,,
player,201010310cin,cin,GeatRo21,tackles_solo,1,,,,,
player,201010310cin,cin,GeatRo21,tackles_assists,0,,,,,
player,201010310cin,cin,GeatRo21,tackles_loss,0,,,,,
player,201010310cin,cin,GeatRo21,qb_hits,0,,,,,
player,201010310cin,cin,GeatRo21,fumbles_rec,0,,,,,
player,201010310cin,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201010310cin,cin,GeatRo21,fumbles_forced,0,,,,,
player,201010310cin,cin,GheeBr99,def_int,0,,,,,
player,201010310cin,cin,GheeBr99,def_int_yds,0,,,,,
player,201010310cin,cin,GheeBr99,def_int_td,0,,,,,
player,201010310cin,cin,GheeBr99,def_int_long,0,,,,,
player,201010310cin,cin,GheeBr99,pass_defended,0,,,,,
player,201010310cin,cin,GheeBr99,sacks,0.0,,,,,
player,201010310cin,cin,GheeBr99,tackles_combined,1,,,,,
player,201010310cin,cin,GheeBr99,tackles_solo,1,,,,,
player,201010310cin,cin,GheeBr99,tackles_assists,0,,,,,
player,201010310cin,cin,GheeBr99,tackles_loss,0,,,,,
player,201010310cin,cin,GheeBr99,qb_hits,0,,,,,
player,201010310cin,cin,GheeBr99,fumbles_rec,0,,,,,
player,201010310cin,cin,GheeBr99,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,GheeBr99,fumbles_rec_td,0,,,,,
player,201010310cin,cin,GheeBr99,fumbles_forced,0,,,,,
player,201010310cin,cin,NelsTo00,def_int,0,,,,,
player,201010310cin,cin,NelsTo00,def_int_yds,0,,,,,
player,201010310cin,cin,NelsTo00,def_int_td,0,,,,,
player,201010310cin,cin,NelsTo00,def_int_long,0,,,,,
player,201010310cin,cin,NelsTo00,pass_defended,0,,,,,
player,201010310cin,cin,NelsTo00,sacks,0.0,,,,,
player,201010310cin,cin,NelsTo00,tackles_combined,1,,,,,
player,201010310cin,cin,NelsTo00,tackles_solo,0,,,,,
player,201010310cin,cin,NelsTo00,tackles_assists,1,,,,,
player,201010310cin,cin,NelsTo00,tackles_loss,0,,,,,
player,201010310cin,cin,NelsTo00,qb_hits,0,,,,,
player,201010310cin,cin,NelsTo00,fumbles_rec,0,,,,,
player,201010310cin,cin,NelsTo00,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,NelsTo00,fumbles_rec_td,0,,,,,
player,201010310cin,cin,NelsTo00,fumbles_forced,0,,,,,
player,201010310cin,cin,PeerCe00,def_int,0,,,,,
player,201010310cin,cin,PeerCe00,def_int_yds,0,,,,,
player,201010310cin,cin,PeerCe00,def_int_td,0,,,,,
player,201010310cin,cin,PeerCe00,def_int_long,0,,,,,
player,201010310cin,cin,PeerCe00,pass_defended,0,,,,,
player,201010310cin,cin,PeerCe00,sacks,0.0,,,,,
player,201010310cin,cin,PeerCe00,tackles_combined,1,,,,,
player,201010310cin,cin,PeerCe00,tackles_solo,1,,,,,
player,201010310cin,cin,PeerCe00,tackles_assists,0,,,,,
player,201010310cin,cin,PeerCe00,tackles_loss,0,,,,,
player,201010310cin,cin,PeerCe00,qb_hits,0,,,,,
player,201010310cin,cin,PeerCe00,fumbles_rec,0,,,,,
player,201010310cin,cin,PeerCe00,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,PeerCe00,fumbles_rec_td,0,,,,,
player,201010310cin,cin,PeerCe00,fumbles_forced,0,,,,,
player,201010310cin,cin,PekoDo20,def_int,0,,,,,
player,201010310cin,cin,PekoDo20,def_int_yds,0,,,,,
player,201010310cin,cin,PekoDo20,def_int_td,0,,,,,
player,201010310cin,cin,PekoDo20,def_int_long,0,,,,,
player,201010310cin,cin,PekoDo20,pass_defended,0,,,,,
player,201010310cin,cin,PekoDo20,sacks,0.0,,,,,
player,201010310cin,cin,PekoDo20,tackles_combined,1,,,,,
player,201010310cin,cin,PekoDo20,tackles_solo,0,,,,,
player,201010310cin,cin,PekoDo20,tackles_assists,1,,,,,
player,201010310cin,cin,PekoDo20,tackles_loss,0,,,,,
player,201010310cin,cin,PekoDo20,qb_hits,0,,,,,
player,201010310cin,cin,PekoDo20,fumbles_rec,0,,,,,
player,201010310cin,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201010310cin,cin,PekoDo20,fumbles_forced,0,,,,,
player,201010310cin,mia,BessDa00,kick_ret,0,,,,,
player,201010310cin,mia,BessDa00,kick_ret_yds,0,,,,,
player,201010310cin,mia,BessDa00,kick_ret_yds_per_ret,,,,,,
player,201010310cin,mia,BessDa00,kick_ret_td,0,,,,,
player,201010310cin,mia,BessDa00,kick_ret_long,0,,,,,
player,201010310cin,mia,BessDa00,punt_ret,4,,,,,
player,201010310cin,mia,BessDa00,punt_ret_yds,28,,,,,
player,201010310cin,mia,BessDa00,punt_ret_yds_per_ret,7.0,,,,,
player,201010310cin,mia,BessDa00,punt_ret_td,0,,,,,
player,201010310cin,mia,BessDa00,punt_ret_long,17,,,,,
player,201010310cin,mia,CobbPa00,kick_ret,3,,,,,
player,201010310cin,mia,CobbPa00,kick_ret_yds,69,,,,,
player,201010310cin,mia,CobbPa00,kick_ret_yds_per_ret,23.0,,,,,
player,201010310cin,mia,CobbPa00,kick_ret_td,0,,,,,
player,201010310cin,mia,CobbPa00,kick_ret_long,40,,,,,
player,201010310cin,mia,CobbPa00,punt_ret,0,,,,,
player,201010310cin,mia,CobbPa00,punt_ret_yds,0,,,,,
player,201010310cin,mia,CobbPa00,punt_ret_yds_per_ret,,,,,,
player,201010310cin,mia,CobbPa00,punt_ret_td,0,,,,,
player,201010310cin,mia,CobbPa00,punt_ret_long,0,,,,,
player,201010310cin,cin,CosbQu00,kick_ret,0,,,,,
player,201010310cin,cin,CosbQu00,kick_ret_yds,0,,,,,
player,201010310cin,cin,CosbQu00,kick_ret_yds_per_ret,,,,,,
player,201010310cin,cin,CosbQu00,kick_ret_td,0,,,,,
player,201010310cin,cin,CosbQu00,kick_ret_long,0,,,,,
player,201010310cin,cin,CosbQu00,punt_ret,2,,,,,
player,201010310cin,cin,CosbQu00,punt_ret_yds,24,,,,,
player,201010310cin,cin,CosbQu00,punt_ret_yds_per_ret,12.0,,,,,
player,201010310cin,cin,CosbQu00,punt_ret_td,0,,,,,
player,201010310cin,cin,CosbQu00,punt_ret_long,12,,,,,
player,201010310cin,cin,ScotBe00,kick_ret,6,,,,,
player,201010310cin,cin,ScotBe00,kick_ret_yds,117,,,,,
player,201010310cin,cin,ScotBe00,kick_ret_yds_per_ret,19.5,,,,,
player,201010310cin,cin,ScotBe00,kick_ret_td,0,,,,,
player,201010310cin,cin,ScotBe00,kick_ret_long,28,,,,,
player,201010310cin,cin,ScotBe00,punt_ret,0,,,,,
player,201010310cin,cin,ScotBe00,punt_ret_yds,0,,,,,
player,201010310cin,cin,ScotBe00,punt_ret_yds_per_ret,,,,,,
player,201010310cin,cin,ScotBe00,punt_ret_td,0,,,,,
player,201010310cin,cin,ScotBe00,punt_ret_long,0,,,,,
player,201010310cin,mia,CarpDa44,xpm,1,,,,,
player,201010310cin,mia,CarpDa44,xpa,1,,,,,
player,201010310cin,mia,CarpDa44,fgm,5,,,,,
player,201010310cin,mia,CarpDa44,fga,5,,,,,
player,201010310cin,mia,CarpDa44,punt,0,,,,,
player,201010310cin,mia,CarpDa44,punt_yds,0,,,,,
player,201010310cin,mia,CarpDa44,punt_yds_per_punt,,,,,,
player,201010310cin,mia,CarpDa44,punt_long,0,,,,,
player,201010310cin,mia,FielBr20,xpm,,,,,,
player,201010310cin,mia,FielBr20,xpa,,,,,,
player,201010310cin,mia,FielBr20,fgm,,,,,,
player,201010310cin,mia,FielBr20,fga,,,,,,
player,201010310cin,mia,FielBr20,punt,4,,,,,
player,201010310cin,mia,FielBr20,punt_yds,196,,,,,
player,201010310cin,mia,FielBr20,punt_yds_per_punt,49.0,,,,,
player,201010310cin,mia,FielBr20,punt_long,55,,,,,
player,201010310cin,cin,nugenmik01,xpm,2,,,,,
player,201010310cin,cin,nugenmik01,xpa,2,,,,,
player,201010310cin,cin,nugenmik01,fgm,,,,,,
player,201010310cin,cin,nugenmik01,fga,,,,,,
player,201010310cin,cin,nugenmik01,punt,0,,,,,
player,201010310cin,cin,nugenmik01,punt_yds,0,,,,,
player,201010310cin,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201010310cin,cin,nugenmik01,punt_long,0,,,,,
player,201010310cin,cin,HubeKe20,xpm,,,,,,
player,201010310cin,cin,HubeKe20,xpa,,,,,,
player,201010310cin,cin,HubeKe20,fgm,,,,,,
player,201010310cin,cin,HubeKe20,fga,,,,,,
player,201010310cin,cin,HubeKe20,punt,9,,,,,
player,201010310cin,cin,HubeKe20,punt_yds,359,,,,,
player,201010310cin,cin,HubeKe20,punt_yds_per_punt,39.9,,,,,
player,201010310cin,cin,HubeKe20,punt_long,61,,,,,
