game,2010,15,20101219,201012190mia,buf,"Buffalo Bills",17,mia,"Miami Dolphins",14
player,201012190mia,buf,FitzRy00,rec_yds,0,,,,,
player,201012190mia,buf,FitzRy00,rec_td,0,,,,,
player,201012190mia,buf,FitzRy00,rec_long,0,,,,,
player,201012190mia,buf,FitzRy00,fumbles,0,,,,,
player,201012190mia,buf,FitzRy00,fumbles_lost,,,,,,
player,201012190mia,buf,JackFr02,pass_cmp,0,,,,,
player,201012190mia,buf,JackFr02,pass_att,0,,,,,
player,201012190mia,buf,JackFr02,pass_yds,0,,,,,
player,201012190mia,buf,JackFr02,pass_td,0,,,,,
player,201012190mia,buf,JackFr02,pass_int,0,,,,,
player,201012190mia,buf,JackFr02,pass_sacked,,,,,,
player,201012190mia,buf,JackFr02,pass_sacked_yds,,,,,,
player,201012190mia,buf,JackFr02,pass_long,0,,,,,
player,201012190mia,buf,JackFr02,pass_rating,,,,,,
player,201012190mia,buf,JackFr02,rush_att,15,,,,,
player,201012190mia,buf,JackFr02,rush_yds,36,,,,,
player,201012190mia,buf,JackFr02,rush_td,0,,,,,
player,201012190mia,buf,JackFr02,rush_long,7,,,,,
player,201012190mia,buf,JackFr02,targets,2,,,,,
player,201012190mia,buf,JackFr02,rec,0,,,,,
player,201012190mia,buf,JackFr02,rec_yds,0,,,,,
player,201012190mia,buf,JackFr02,rec_td,0,,,,,
player,201012190mia,buf,JackFr02,rec_long,0,,,,,
player,201012190mia,buf,JackFr02,fumbles,0,,,,,
player,201012190mia,buf,JackFr02,fumbles_lost,,,,,,
player,201012190mia,buf,SpilC.00,pass_cmp,0,,,,,
player,201012190mia,buf,SpilC.00,pass_att,0,,,,,
player,201012190mia,buf,SpilC.00,pass_yds,0,,,,,
player,201012190mia,buf,SpilC.00,pass_td,0,,,,,
player,201012190mia,buf,SpilC.00,pass_int,0,,,,,
player,201012190mia,buf,SpilC.00,pass_sacked,,,,,,
player,201012190mia,buf,SpilC.00,pass_sacked_yds,,,,,,
player,201012190mia,buf,SpilC.00,pass_long,0,,,,,
player,201012190mia,buf,SpilC.00,pass_rating,,,,,,
player,201012190mia,buf,SpilC.00,rush_att,9,,,,,
player,201012190mia,buf,SpilC.00,rush_yds,16,,,,,
player,201012190mia,buf,SpilC.00,rush_td,0,,,,,
player,201012190mia,buf,SpilC.00,rush_long,12,,,,,
player,201012190mia,buf,SpilC.00,targets,2,,,,,
player,201012190mia,buf,SpilC.00,rec,2,,,,,
player,201012190mia,buf,SpilC.00,rec_yds,21,,,,,
player,201012190mia,buf,SpilC.00,rec_td,0,,,,,
player,201012190mia,buf,SpilC.00,rec_long,14,,,,,
player,201012190mia,buf,SpilC.00,fumbles,0,,,,,
player,201012190mia,buf,SpilC.00,fumbles_lost,,,,,,
player,201012190mia,buf,JohnSt00,pass_cmp,0,,,,,
player,201012190mia,buf,JohnSt00,pass_att,0,,,,,
player,201012190mia,buf,JohnSt00,pass_yds,0,,,,,
player,201012190mia,buf,JohnSt00,pass_td,0,,,,,
player,201012190mia,buf,JohnSt00,pass_int,0,,,,,
player,201012190mia,buf,JohnSt00,pass_sacked,,,,,,
player,201012190mia,buf,JohnSt00,pass_sacked_yds,,,,,,
player,201012190mia,buf,JohnSt00,pass_long,0,,,,,
player,201012190mia,buf,JohnSt00,pass_rating,,,,,,
player,201012190mia,buf,JohnSt00,rush_att,0,,,,,
player,201012190mia,buf,JohnSt00,rush_yds,0,,,,,
player,201012190mia,buf,JohnSt00,rush_td,0,,,,,
player,201012190mia,buf,JohnSt00,rush_long,0,,,,,
player,201012190mia,buf,JohnSt00,targets,8,,,,,
player,201012190mia,buf,JohnSt00,rec,6,,,,,
player,201012190mia,buf,JohnSt00,rec_yds,69,,,,,
player,201012190mia,buf,JohnSt00,rec_td,1,,,,,
player,201012190mia,buf,JohnSt00,rec_long,18,,,,,
player,201012190mia,buf,JohnSt00,fumbles,0,,,,,
player,201012190mia,buf,JohnSt00,fumbles_lost,,,,,,
player,201012190mia,buf,NelsDa01,pass_cmp,0,,,,,
player,201012190mia,buf,NelsDa01,pass_att,0,,,,,
player,201012190mia,buf,NelsDa01,pass_yds,0,,,,,
player,201012190mia,buf,NelsDa01,pass_td,0,,,,,
player,201012190mia,buf,NelsDa01,pass_int,0,,,,,
player,201012190mia,buf,NelsDa01,pass_sacked,,,,,,
player,201012190mia,buf,NelsDa01,pass_sacked_yds,,,,,,
player,201012190mia,buf,NelsDa01,pass_long,0,,,,,
player,201012190mia,buf,NelsDa01,pass_rating,,,,,,
player,201012190mia,buf,NelsDa01,rush_att,0,,,,,
player,201012190mia,buf,NelsDa01,rush_yds,0,,,,,
player,201012190mia,buf,NelsDa01,rush_td,0,,,,,
player,201012190mia,buf,NelsDa01,rush_long,0,,,,,
player,201012190mia,buf,NelsDa01,targets,3,,,,,
player,201012190mia,buf,NelsDa01,rec,3,,,,,
player,201012190mia,buf,NelsDa01,rec_yds,61,,,,,
player,201012190mia,buf,NelsDa01,rec_td,1,,,,,
player,201012190mia,buf,NelsDa01,rec_long,23,,,,,
player,201012190mia,buf,NelsDa01,fumbles,0,,,,,
player,201012190mia,buf,NelsDa01,fumbles_lost,,,,,,
player,201012190mia,buf,RoosNa00,pass_cmp,0,,,,,
player,201012190mia,buf,RoosNa00,pass_att,0,,,,,
player,201012190mia,buf,RoosNa00,pass_yds,0,,,,,
player,201012190mia,buf,RoosNa00,pass_td,0,,,,,
player,201012190mia,buf,RoosNa00,pass_int,0,,,,,
player,201012190mia,buf,RoosNa00,pass_sacked,,,,,,
player,201012190mia,buf,RoosNa00,pass_sacked_yds,,,,,,
player,201012190mia,buf,RoosNa00,pass_long,0,,,,,
player,201012190mia,buf,RoosNa00,pass_rating,,,,,,
player,201012190mia,buf,RoosNa00,rush_att,0,,,,,
player,201012190mia,buf,RoosNa00,rush_yds,0,,,,,
player,201012190mia,buf,RoosNa00,rush_td,0,,,,,
player,201012190mia,buf,RoosNa00,rush_long,0,,,,,
player,201012190mia,buf,RoosNa00,targets,3,,,,,
player,201012190mia,buf,RoosNa00,rec,2,,,,,
player,201012190mia,buf,RoosNa00,rec_yds,35,,,,,
player,201012190mia,buf,RoosNa00,rec_td,0,,,,,
player,201012190mia,buf,RoosNa00,rec_long,24,,,,,
player,201012190mia,buf,RoosNa00,fumbles,0,,,,,
player,201012190mia,buf,RoosNa00,fumbles_lost,,,,,,
player,201012190mia,buf,JoneDo00,pass_cmp,0,,,,,
player,201012190mia,buf,JoneDo00,pass_att,0,,,,,
player,201012190mia,buf,JoneDo00,pass_yds,0,,,,,
player,201012190mia,buf,JoneDo00,pass_td,0,,,,,
player,201012190mia,buf,JoneDo00,pass_int,0,,,,,
player,201012190mia,buf,JoneDo00,pass_sacked,,,,,,
player,201012190mia,buf,JoneDo00,pass_sacked_yds,,,,,,
player,201012190mia,buf,JoneDo00,pass_long,0,,,,,
player,201012190mia,buf,JoneDo00,pass_rating,,,,,,
player,201012190mia,buf,JoneDo00,rush_att,0,,,,,
player,201012190mia,buf,JoneDo00,rush_yds,0,,,,,
player,201012190mia,buf,JoneDo00,rush_td,0,,,,,
player,201012190mia,buf,JoneDo00,rush_long,0,,,,,
player,201012190mia,buf,JoneDo00,targets,4,,,,,
player,201012190mia,buf,JoneDo00,rec,1,,,,,
player,201012190mia,buf,JoneDo00,rec_yds,29,,,,,
player,201012190mia,buf,JoneDo00,rec_td,0,,,,,
player,201012190mia,buf,JoneDo00,rec_long,29,,,,,
player,201012190mia,buf,JoneDo00,fumbles,0,,,,,
player,201012190mia,buf,JoneDo00,fumbles_lost,,,,,,
player,201012190mia,buf,ChanSc00,pass_cmp,0,,,,,
player,201012190mia,buf,ChanSc00,pass_att,0,,,,,
player,201012190mia,buf,ChanSc00,pass_yds,0,,,,,
player,201012190mia,buf,ChanSc00,pass_td,0,,,,,
player,201012190mia,buf,ChanSc00,pass_int,0,,,,,
player,201012190mia,buf,ChanSc00,pass_sacked,,,,,,
player,201012190mia,buf,ChanSc00,pass_sacked_yds,,,,,,
player,201012190mia,buf,ChanSc00,pass_long,0,,,,,
player,201012190mia,buf,ChanSc00,pass_rating,,,,,,
player,201012190mia,buf,ChanSc00,rush_att,0,,,,,
player,201012190mia,buf,ChanSc00,rush_yds,0,,,,,
player,201012190mia,buf,ChanSc00,rush_td,0,,,,,
player,201012190mia,buf,ChanSc00,rush_long,0,,,,,
player,201012190mia,buf,ChanSc00,targets,1,,,,,
player,201012190mia,buf,ChanSc00,rec,1,,,,,
player,201012190mia,buf,ChanSc00,rec_yds,8,,,,,
player,201012190mia,buf,ChanSc00,rec_td,0,,,,,
player,201012190mia,buf,ChanSc00,rec_long,8,,,,,
player,201012190mia,buf,ChanSc00,fumbles,0,,,,,
player,201012190mia,buf,ChanSc00,fumbles_lost,,,,,,
player,201012190mia,buf,StupJo00,pass_cmp,0,,,,,
player,201012190mia,buf,StupJo00,pass_att,0,,,,,
player,201012190mia,buf,StupJo00,pass_yds,0,,,,,
player,201012190mia,buf,StupJo00,pass_td,0,,,,,
player,201012190mia,buf,StupJo00,pass_int,0,,,,,
player,201012190mia,buf,StupJo00,pass_sacked,,,,,,
player,201012190mia,buf,StupJo00,pass_sacked_yds,,,,,,
player,201012190mia,buf,StupJo00,pass_long,0,,,,,
player,201012190mia,buf,StupJo00,pass_rating,,,,,,
player,201012190mia,buf,StupJo00,rush_att,0,,,,,
player,201012190mia,buf,StupJo00,rush_yds,0,,,,,
player,201012190mia,buf,StupJo00,rush_td,0,,,,,
player,201012190mia,buf,StupJo00,rush_long,0,,,,,
player,201012190mia,buf,StupJo00,targets,1,,,,,
player,201012190mia,buf,StupJo00,rec,1,,,,,
player,201012190mia,buf,StupJo00,rec_yds,0,,,,,
player,201012190mia,buf,StupJo00,rec_td,0,,,,,
player,201012190mia,buf,StupJo00,rec_long,0,,,,,
player,201012190mia,buf,StupJo00,fumbles,0,,,,,
player,201012190mia,buf,StupJo00,fumbles_lost,,,,,,
player,201012190mia,buf,McInCo00,pass_cmp,0,,,,,
player,201012190mia,buf,McInCo00,pass_att,0,,,,,
player,201012190mia,buf,McInCo00,pass_yds,0,,,,,
player,201012190mia,buf,McInCo00,pass_td,0,,,,,
player,201012190mia,buf,McInCo00,pass_int,0,,,,,
player,201012190mia,buf,McInCo00,pass_sacked,,,,,,
player,201012190mia,buf,McInCo00,pass_sacked_yds,,,,,,
player,201012190mia,buf,McInCo00,pass_long,0,,,,,
player,201012190mia,buf,McInCo00,pass_rating,,,,,,
player,201012190mia,buf,McInCo00,rush_att,0,,,,,
player,201012190mia,buf,McInCo00,rush_yds,0,,,,,
player,201012190mia,buf,McInCo00,rush_td,0,,,,,
player,201012190mia,buf,McInCo00,rush_long,0,,,,,
player,201012190mia,buf,McInCo00,targets,1,,,,,
player,201012190mia,buf,McInCo00,rec,0,,,,,
player,201012190mia,buf,McInCo00,rec_yds,0,,,,,
player,201012190mia,buf,McInCo00,rec_td,0,,,,,
player,201012190mia,buf,McInCo00,rec_long,0,,,,,
player,201012190mia,buf,McInCo00,fumbles,0,,,,,
player,201012190mia,buf,McInCo00,fumbles_lost,,,,,,
player,201012190mia,mia,HennCh01,pass_cmp,33,,,,,
player,201012190mia,mia,HennCh01,pass_att,45,,,,,
player,201012190mia,mia,HennCh01,pass_yds,276,,,,,
player,201012190mia,mia,HennCh01,pass_td,1,,,,,
player,201012190mia,mia,HennCh01,pass_int,1,,,,,
player,201012190mia,mia,HennCh01,pass_sacked,3,,,,,
player,201012190mia,mia,HennCh01,pass_sacked_yds,15,,,,,
player,201012190mia,mia,HennCh01,pass_long,23,,,,,
player,201012190mia,mia,HennCh01,pass_rating,86.9,,,,,
player,201012190mia,mia,HennCh01,rush_att,0,,,,,
player,201012190mia,mia,HennCh01,rush_yds,0,,,,,
player,201012190mia,mia,HennCh01,rush_td,0,,,,,
player,201012190mia,mia,HennCh01,rush_long,0,,,,,
player,201012190mia,mia,HennCh01,targets,0,,,,,
player,201012190mia,mia,HennCh01,rec,0,,,,,
player,201012190mia,mia,HennCh01,rec_yds,0,,,,,
player,201012190mia,mia,HennCh01,rec_td,0,,,,,
player,201012190mia,mia,HennCh01,rec_long,0,,,,,
player,201012190mia,mia,HennCh01,fumbles,0,,,,,
player,201012190mia,mia,HennCh01,fumbles_lost,,,,,,
player,201012190mia,mia,BrowRo05,pass_cmp,0,,,,,
player,201012190mia,mia,BrowRo05,pass_att,0,,,,,
player,201012190mia,mia,BrowRo05,pass_yds,0,,,,,
player,201012190mia,mia,BrowRo05,pass_td,0,,,,,
player,201012190mia,mia,BrowRo05,pass_int,0,,,,,
player,201012190mia,mia,BrowRo05,pass_sacked,0,,,,,
player,201012190mia,mia,BrowRo05,pass_sacked_yds,,,,,,
player,201012190mia,mia,BrowRo05,pass_long,0,,,,,
player,201012190mia,mia,BrowRo05,pass_rating,,,,,,
player,201012190mia,mia,BrowRo05,rush_att,10,,,,,
player,201012190mia,mia,BrowRo05,rush_yds,39,,,,,
player,201012190mia,mia,BrowRo05,rush_td,1,,,,,
player,201012190mia,mia,BrowRo05,rush_long,9,,,,,
player,201012190mia,mia,BrowRo05,targets,1,,,,,
player,201012190mia,mia,BrowRo05,rec,1,,,,,
player,201012190mia,mia,BrowRo05,rec_yds,3,,,,,
player,201012190mia,mia,BrowRo05,rec_td,0,,,,,
player,201012190mia,mia,BrowRo05,rec_long,3,,,,,
player,201012190mia,mia,BrowRo05,fumbles,0,,,,,
player,201012190mia,mia,BrowRo05,fumbles_lost,,,,,,
player,201012190mia,mia,WillRi00,pass_cmp,0,,,,,
player,201012190mia,mia,WillRi00,pass_att,0,,,,,
player,201012190mia,mia,WillRi00,pass_yds,0,,,,,
player,201012190mia,mia,WillRi00,pass_td,0,,,,,
player,201012190mia,mia,WillRi00,pass_int,0,,,,,
player,201012190mia,mia,WillRi00,pass_sacked,,,,,,
player,201012190mia,mia,WillRi00,pass_sacked_yds,,,,,,
player,201012190mia,mia,WillRi00,pass_long,0,,,,,
player,201012190mia,mia,WillRi00,pass_rating,,,,,,
player,201012190mia,mia,WillRi00,rush_att,7,,,,,
player,201012190mia,mia,WillRi00,rush_yds,19,,,,,
player,201012190mia,mia,WillRi00,rush_td,0,,,,,
player,201012190mia,mia,WillRi00,rush_long,7,,,,,
player,201012190mia,mia,WillRi00,targets,6,,,,,
player,201012190mia,mia,WillRi00,rec,5,,,,,
player,201012190mia,mia,WillRi00,rec_yds,34,,,,,
player,201012190mia,mia,WillRi00,rec_td,0,,,,,
player,201012190mia,mia,WillRi00,rec_long,23,,,,,
player,201012190mia,mia,WillRi00,fumbles,0,,,,,
player,201012190mia,mia,WillRi00,fumbles_lost,,,,,,
player,201012190mia,mia,CurtKe00,pass_cmp,0,,,,,
player,201012190mia,mia,CurtKe00,pass_att,0,,,,,
player,201012190mia,mia,CurtKe00,pass_yds,0,,,,,
player,201012190mia,mia,CurtKe00,pass_td,0,,,,,
player,201012190mia,mia,CurtKe00,pass_int,0,,,,,
player,201012190mia,mia,CurtKe00,pass_sacked,,,,,,
player,201012190mia,mia,CurtKe00,pass_sacked_yds,,,,,,
player,201012190mia,mia,CurtKe00,pass_long,0,,,,,
player,201012190mia,mia,CurtKe00,pass_rating,,,,,,
player,201012190mia,mia,CurtKe00,rush_att,1,,,,,
player,201012190mia,mia,CurtKe00,rush_yds,6,,,,,
player,201012190mia,mia,CurtKe00,rush_td,0,,,,,
player,201012190mia,mia,CurtKe00,rush_long,6,,,,,
player,201012190mia,mia,CurtKe00,targets,2,,,,,
player,201012190mia,mia,CurtKe00,rec,1,,,,,
player,201012190mia,mia,CurtKe00,rec_yds,6,,,,,
player,201012190mia,mia,CurtKe00,rec_td,0,,,,,
player,201012190mia,mia,CurtKe00,rec_long,6,,,,,
player,201012190mia,mia,CurtKe00,fumbles,0,,,,,
player,201012190mia,mia,CurtKe00,fumbles_lost,,,,,,
player,201012190mia,mia,PoliLo00,pass_cmp,0,,,,,
player,201012190mia,mia,PoliLo00,pass_att,0,,,,,
player,201012190mia,mia,PoliLo00,pass_yds,0,,,,,
player,201012190mia,mia,PoliLo00,pass_td,0,,,,,
player,201012190mia,mia,PoliLo00,pass_int,0,,,,,
player,201012190mia,mia,PoliLo00,pass_sacked,,,,,,
player,201012190mia,mia,PoliLo00,pass_sacked_yds,,,,,,
player,201012190mia,mia,PoliLo00,pass_long,0,,,,,
player,201012190mia,mia,PoliLo00,pass_rating,,,,,,
player,201012190mia,mia,PoliLo00,rush_att,1,,,,,
player,201012190mia,mia,PoliLo00,rush_yds,1,,,,,
player,201012190mia,mia,PoliLo00,rush_td,0,,,,,
player,201012190mia,mia,PoliLo00,rush_long,1,,,,,
player,201012190mia,mia,PoliLo00,targets,2,,,,,
player,201012190mia,mia,PoliLo00,rec,2,,,,,
player,201012190mia,mia,PoliLo00,rec_yds,6,,,,,
player,201012190mia,mia,PoliLo00,rec_td,0,,,,,
player,201012190mia,mia,PoliLo00,rec_long,5,,,,,
player,201012190mia,mia,PoliLo00,fumbles,0,,,,,
player,201012190mia,mia,PoliLo00,fumbles_lost,,,,,,
player,201012190mia,mia,MarsBr00,pass_cmp,0,,,,,
player,201012190mia,mia,MarsBr00,pass_att,0,,,,,
player,201012190mia,mia,MarsBr00,pass_yds,0,,,,,
player,201012190mia,mia,MarsBr00,pass_td,0,,,,,
player,201012190mia,mia,MarsBr00,pass_int,0,,,,,
player,201012190mia,mia,MarsBr00,pass_sacked,0,,,,,
player,201012190mia,mia,MarsBr00,pass_sacked_yds,,,,,,
player,201012190mia,mia,MarsBr00,pass_long,0,,,,,
player,201012190mia,mia,MarsBr00,pass_rating,,,,,,
player,201012190mia,mia,MarsBr00,rush_att,0,,,,,
player,201012190mia,mia,MarsBr00,rush_yds,0,,,,,
player,201012190mia,mia,MarsBr00,rush_td,0,,,,,
player,201012190mia,mia,MarsBr00,rush_long,0,,,,,
player,201012190mia,mia,MarsBr00,targets,12,,,,,
player,201012190mia,mia,MarsBr00,rec,11,,,,,
player,201012190mia,mia,MarsBr00,rec_yds,106,,,,,
player,201012190mia,mia,MarsBr00,rec_td,1,,,,,
player,201012190mia,mia,MarsBr00,rec_long,16,,,,,
player,201012190mia,mia,MarsBr00,fumbles,1,,,,,
player,201012190mia,mia,MarsBr00,fumbles_lost,1,,,,,
player,201012190mia,mia,BessDa00,pass_cmp,0,,,,,
player,201012190mia,mia,BessDa00,pass_att,0,,,,,
player,201012190mia,mia,BessDa00,pass_yds,0,,,,,
player,201012190mia,mia,BessDa00,pass_td,0,,,,,
player,201012190mia,mia,BessDa00,pass_int,0,,,,,
player,201012190mia,mia,BessDa00,pass_sacked,,,,,,
player,201012190mia,mia,BessDa00,pass_sacked_yds,,,,,,
player,201012190mia,mia,BessDa00,pass_long,0,,,,,
player,201012190mia,mia,BessDa00,pass_rating,,,,,,
player,201012190mia,mia,BessDa00,rush_att,0,,,,,
player,201012190mia,mia,BessDa00,rush_yds,0,,,,,
player,201012190mia,mia,BessDa00,rush_td,0,,,,,
player,201012190mia,mia,BessDa00,rush_long,0,,,,,
player,201012190mia,mia,BessDa00,targets,13,,,,,
player,201012190mia,mia,BessDa00,rec,9,,,,,
player,201012190mia,mia,BessDa00,rec_yds,78,,,,,
player,201012190mia,mia,BessDa00,rec_td,0,,,,,
player,201012190mia,mia,BessDa00,rec_long,15,,,,,
player,201012190mia,mia,BessDa00,fumbles,0,,,,,
player,201012190mia,mia,BessDa00,fumbles_lost,,,,,,
player,201012190mia,mia,FasaAn00,pass_cmp,0,,,,,
player,201012190mia,mia,FasaAn00,pass_att,0,,,,,
player,201012190mia,mia,FasaAn00,pass_yds,0,,,,,
player,201012190mia,mia,FasaAn00,pass_td,0,,,,,
player,201012190mia,mia,FasaAn00,pass_int,0,,,,,
player,201012190mia,mia,FasaAn00,pass_sacked,,,,,,
player,201012190mia,mia,FasaAn00,pass_sacked_yds,,,,,,
player,201012190mia,mia,FasaAn00,pass_long,0,,,,,
player,201012190mia,mia,FasaAn00,pass_rating,,,,,,
player,201012190mia,mia,FasaAn00,rush_att,0,,,,,
player,201012190mia,mia,FasaAn00,rush_yds,0,,,,,
player,201012190mia,mia,FasaAn00,rush_td,0,,,,,
player,201012190mia,mia,FasaAn00,rush_long,0,,,,,
player,201012190mia,mia,FasaAn00,targets,5,,,,,
player,201012190mia,mia,FasaAn00,rec,3,,,,,
player,201012190mia,mia,FasaAn00,rec_yds,30,,,,,
player,201012190mia,mia,FasaAn00,rec_td,0,,,,,
player,201012190mia,mia,FasaAn00,rec_long,16,,,,,
player,201012190mia,mia,FasaAn00,fumbles,0,,,,,
player,201012190mia,mia,FasaAn00,fumbles_lost,,,,,,
player,201012190mia,mia,CobbPa00,pass_cmp,0,,,,,
player,201012190mia,mia,CobbPa00,pass_att,0,,,,,
player,201012190mia,mia,CobbPa00,pass_yds,0,,,,,
player,201012190mia,mia,CobbPa00,pass_td,0,,,,,
player,201012190mia,mia,CobbPa00,pass_int,0,,,,,
player,201012190mia,mia,CobbPa00,pass_sacked,,,,,,
player,201012190mia,mia,CobbPa00,pass_sacked_yds,,,,,,
player,201012190mia,mia,CobbPa00,pass_long,0,,,,,
player,201012190mia,mia,CobbPa00,pass_rating,,,,,,
player,201012190mia,mia,CobbPa00,rush_att,0,,,,,
player,201012190mia,mia,CobbPa00,rush_yds,0,,,,,
player,201012190mia,mia,CobbPa00,rush_td,0,,,,,
player,201012190mia,mia,CobbPa00,rush_long,0,,,,,
player,201012190mia,mia,CobbPa00,targets,3,,,,,
player,201012190mia,mia,CobbPa00,rec,1,,,,,
player,201012190mia,mia,CobbPa00,rec_yds,13,,,,,
player,201012190mia,mia,CobbPa00,rec_td,0,,,,,
player,201012190mia,mia,CobbPa00,rec_long,13,,,,,
player,201012190mia,mia,CobbPa00,fumbles,0,,,,,
player,201012190mia,mia,CobbPa00,fumbles_lost,,,,,,
player,201012190mia,buf,WilsGe01,def_int,1,,,,,
player,201012190mia,buf,WilsGe01,def_int_yds,9,,,,,
player,201012190mia,buf,WilsGe01,def_int_td,0,,,,,
player,201012190mia,buf,WilsGe01,def_int_long,9,,,,,
player,201012190mia,buf,WilsGe01,pass_defended,1,,,,,
player,201012190mia,buf,WilsGe01,sacks,0.0,,,,,
player,201012190mia,buf,WilsGe01,tackles_combined,1,,,,,
player,201012190mia,buf,WilsGe01,tackles_solo,1,,,,,
player,201012190mia,buf,WilsGe01,tackles_assists,0,,,,,
player,201012190mia,buf,WilsGe01,tackles_loss,0,,,,,
player,201012190mia,buf,WilsGe01,qb_hits,0,,,,,
player,201012190mia,buf,WilsGe01,fumbles_rec,0,,,,,
player,201012190mia,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201012190mia,buf,WilsGe01,fumbles_forced,0,,,,,
player,201012190mia,buf,MoatAr00,def_int,0,,,,,
player,201012190mia,buf,MoatAr00,def_int_yds,0,,,,,
player,201012190mia,buf,MoatAr00,def_int_td,0,,,,,
player,201012190mia,buf,MoatAr00,def_int_long,0,,,,,
player,201012190mia,buf,MoatAr00,pass_defended,0,,,,,
player,201012190mia,buf,MoatAr00,sacks,1.0,,,,,
player,201012190mia,buf,MoatAr00,tackles_combined,5,,,,,
player,201012190mia,buf,MoatAr00,tackles_solo,5,,,,,
player,201012190mia,buf,MoatAr00,tackles_assists,0,,,,,
player,201012190mia,buf,MoatAr00,tackles_loss,1,,,,,
player,201012190mia,buf,MoatAr00,qb_hits,1,,,,,
player,201012190mia,buf,MoatAr00,fumbles_rec,0,,,,,
player,201012190mia,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201012190mia,buf,MoatAr00,fumbles_forced,0,,,,,
player,201012190mia,buf,ByrdJa99,def_int,0,,,,,
player,201012190mia,buf,ByrdJa99,def_int_yds,0,,,,,
player,201012190mia,buf,ByrdJa99,def_int_td,0,,,,,
player,201012190mia,buf,ByrdJa99,def_int_long,0,,,,,
player,201012190mia,buf,ByrdJa99,pass_defended,0,,,,,
player,201012190mia,buf,ByrdJa99,sacks,1.0,,,,,
player,201012190mia,buf,ByrdJa99,tackles_combined,4,,,,,
player,201012190mia,buf,ByrdJa99,tackles_solo,4,,,,,
player,201012190mia,buf,ByrdJa99,tackles_assists,0,,,,,
player,201012190mia,buf,ByrdJa99,tackles_loss,1,,,,,
player,201012190mia,buf,ByrdJa99,qb_hits,1,,,,,
player,201012190mia,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201012190mia,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201012190mia,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201012190mia,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201012190mia,buf,WhitDo20,def_int,0,,,,,
player,201012190mia,buf,WhitDo20,def_int_yds,0,,,,,
player,201012190mia,buf,WhitDo20,def_int_td,0,,,,,
player,201012190mia,buf,WhitDo20,def_int_long,0,,,,,
player,201012190mia,buf,WhitDo20,pass_defended,0,,,,,
player,201012190mia,buf,WhitDo20,sacks,0.5,,,,,
player,201012190mia,buf,WhitDo20,tackles_combined,8,,,,,
player,201012190mia,buf,WhitDo20,tackles_solo,6,,,,,
