game,2010,11,20101121,201011210car,rav,"Baltimore Ravens",37,car,"Carolina Panthers",13
player,201011210car,rav,McClLe00,rec_long,7,,,,,
player,201011210car,rav,McClLe00,fumbles,0,,,,,
player,201011210car,rav,McClLe00,fumbles_lost,,,,,,
player,201011210car,rav,HousTJ00,pass_cmp,0,,,,,
player,201011210car,rav,HousTJ00,pass_att,0,,,,,
player,201011210car,rav,HousTJ00,pass_yds,0,,,,,
player,201011210car,rav,HousTJ00,pass_td,0,,,,,
player,201011210car,rav,HousTJ00,pass_int,0,,,,,
player,201011210car,rav,HousTJ00,pass_sacked,,,,,,
player,201011210car,rav,HousTJ00,pass_sacked_yds,,,,,,
player,201011210car,rav,HousTJ00,pass_long,0,,,,,
player,201011210car,rav,HousTJ00,pass_rating,,,,,,
player,201011210car,rav,HousTJ00,rush_att,0,,,,,
player,201011210car,rav,HousTJ00,rush_yds,0,,,,,
player,201011210car,rav,HousTJ00,rush_td,0,,,,,
player,201011210car,rav,HousTJ00,rush_long,0,,,,,
player,201011210car,rav,HousTJ00,targets,2,,,,,
player,201011210car,rav,HousTJ00,rec,2,,,,,
player,201011210car,rav,HousTJ00,rec_yds,79,,,,,
player,201011210car,rav,HousTJ00,rec_td,1,,,,,
player,201011210car,rav,HousTJ00,rec_long,56,,,,,
player,201011210car,rav,HousTJ00,fumbles,0,,,,,
player,201011210car,rav,HousTJ00,fumbles_lost,,,,,,
player,201011210car,rav,HeapTo00,pass_cmp,0,,,,,
player,201011210car,rav,HeapTo00,pass_att,0,,,,,
player,201011210car,rav,HeapTo00,pass_yds,0,,,,,
player,201011210car,rav,HeapTo00,pass_td,0,,,,,
player,201011210car,rav,HeapTo00,pass_int,0,,,,,
player,201011210car,rav,HeapTo00,pass_sacked,,,,,,
player,201011210car,rav,HeapTo00,pass_sacked_yds,,,,,,
player,201011210car,rav,HeapTo00,pass_long,0,,,,,
player,201011210car,rav,HeapTo00,pass_rating,,,,,,
player,201011210car,rav,HeapTo00,rush_att,0,,,,,
player,201011210car,rav,HeapTo00,rush_yds,0,,,,,
player,201011210car,rav,HeapTo00,rush_td,0,,,,,
player,201011210car,rav,HeapTo00,rush_long,0,,,,,
player,201011210car,rav,HeapTo00,targets,6,,,,,
player,201011210car,rav,HeapTo00,rec,5,,,,,
player,201011210car,rav,HeapTo00,rec_yds,69,,,,,
player,201011210car,rav,HeapTo00,rec_td,0,,,,,
player,201011210car,rav,HeapTo00,rec_long,29,,,,,
player,201011210car,rav,HeapTo00,fumbles,1,,,,,
player,201011210car,rav,HeapTo00,fumbles_lost,0,,,,,
player,201011210car,rav,MasoDe00,pass_cmp,0,,,,,
player,201011210car,rav,MasoDe00,pass_att,0,,,,,
player,201011210car,rav,MasoDe00,pass_yds,0,,,,,
player,201011210car,rav,MasoDe00,pass_td,0,,,,,
player,201011210car,rav,MasoDe00,pass_int,0,,,,,
player,201011210car,rav,MasoDe00,pass_sacked,,,,,,
player,201011210car,rav,MasoDe00,pass_sacked_yds,,,,,,
player,201011210car,rav,MasoDe00,pass_long,0,,,,,
player,201011210car,rav,MasoDe00,pass_rating,,,,,,
player,201011210car,rav,MasoDe00,rush_att,0,,,,,
player,201011210car,rav,MasoDe00,rush_yds,0,,,,,
player,201011210car,rav,MasoDe00,rush_td,0,,,,,
player,201011210car,rav,MasoDe00,rush_long,0,,,,,
player,201011210car,rav,MasoDe00,targets,6,,,,,
player,201011210car,rav,MasoDe00,rec,3,,,,,
player,201011210car,rav,MasoDe00,rec_yds,42,,,,,
player,201011210car,rav,MasoDe00,rec_td,0,,,,,
player,201011210car,rav,MasoDe00,rec_long,23,,,,,
player,201011210car,rav,MasoDe00,fumbles,0,,,,,
player,201011210car,rav,MasoDe00,fumbles_lost,,,,,,
player,201011210car,rav,BoldAn00,pass_cmp,0,,,,,
player,201011210car,rav,BoldAn00,pass_att,0,,,,,
player,201011210car,rav,BoldAn00,pass_yds,0,,,,,
player,201011210car,rav,BoldAn00,pass_td,0,,,,,
player,201011210car,rav,BoldAn00,pass_int,0,,,,,
player,201011210car,rav,BoldAn00,pass_sacked,0,,,,,
player,201011210car,rav,BoldAn00,pass_sacked_yds,,,,,,
player,201011210car,rav,BoldAn00,pass_long,0,,,,,
player,201011210car,rav,BoldAn00,pass_rating,,,,,,
player,201011210car,rav,BoldAn00,rush_att,0,,,,,
player,201011210car,rav,BoldAn00,rush_yds,0,,,,,
player,201011210car,rav,BoldAn00,rush_td,0,,,,,
player,201011210car,rav,BoldAn00,rush_long,0,,,,,
player,201011210car,rav,BoldAn00,targets,4,,,,,
player,201011210car,rav,BoldAn00,rec,3,,,,,
player,201011210car,rav,BoldAn00,rec_yds,29,,,,,
player,201011210car,rav,BoldAn00,rec_td,0,,,,,
player,201011210car,rav,BoldAn00,rec_long,16,,,,,
player,201011210car,rav,BoldAn00,fumbles,1,,,,,
player,201011210car,rav,BoldAn00,fumbles_lost,1,,,,,
player,201011210car,rav,DickEd00,pass_cmp,,,,,,
player,201011210car,rav,DickEd00,pass_att,,,,,,
player,201011210car,rav,DickEd00,pass_yds,,,,,,
player,201011210car,rav,DickEd00,pass_td,,,,,,
player,201011210car,rav,DickEd00,pass_int,,,,,,
player,201011210car,rav,DickEd00,pass_sacked,,,,,,
player,201011210car,rav,DickEd00,pass_sacked_yds,,,,,,
player,201011210car,rav,DickEd00,pass_long,,,,,,
player,201011210car,rav,DickEd00,pass_rating,,,,,,
player,201011210car,rav,DickEd00,rush_att,,,,,,
player,201011210car,rav,DickEd00,rush_yds,,,,,,
player,201011210car,rav,DickEd00,rush_td,,,,,,
player,201011210car,rav,DickEd00,rush_long,,,,,,
player,201011210car,rav,DickEd00,targets,2,,,,,
player,201011210car,rav,DickEd00,rec,0,,,,,
player,201011210car,rav,DickEd00,rec_yds,0,,,,,
player,201011210car,rav,DickEd00,rec_td,0,,,,,
player,201011210car,rav,DickEd00,rec_long,,,,,,
player,201011210car,rav,DickEd00,fumbles,,,,,,
player,201011210car,rav,DickEd00,fumbles_lost,,,,,,
player,201011210car,car,St.PBr20,pass_cmp,13,,,,,
player,201011210car,car,St.PBr20,pass_att,28,,,,,
player,201011210car,car,St.PBr20,pass_yds,173,,,,,
player,201011210car,car,St.PBr20,pass_td,1,,,,,
player,201011210car,car,St.PBr20,pass_int,2,,,,,
player,201011210car,car,St.PBr20,pass_sacked,3,,,,,
player,201011210car,car,St.PBr20,pass_sacked_yds,23,,,,,
player,201011210car,car,St.PBr20,pass_long,88,,,,,
player,201011210car,car,St.PBr20,pass_rating,48.7,,,,,
player,201011210car,car,St.PBr20,rush_att,0,,,,,
player,201011210car,car,St.PBr20,rush_yds,0,,,,,
player,201011210car,car,St.PBr20,rush_td,0,,,,,
player,201011210car,car,St.PBr20,rush_long,0,,,,,
player,201011210car,car,St.PBr20,targets,0,,,,,
player,201011210car,car,St.PBr20,rec,0,,,,,
player,201011210car,car,St.PBr20,rec_yds,0,,,,,
player,201011210car,car,St.PBr20,rec_td,0,,,,,
player,201011210car,car,St.PBr20,rec_long,0,,,,,
player,201011210car,car,St.PBr20,fumbles,0,,,,,
player,201011210car,car,St.PBr20,fumbles_lost,,,,,,
player,201011210car,car,GoodMi00,pass_cmp,0,,,,,
player,201011210car,car,GoodMi00,pass_att,0,,,,,
player,201011210car,car,GoodMi00,pass_yds,0,,,,,
player,201011210car,car,GoodMi00,pass_td,0,,,,,
player,201011210car,car,GoodMi00,pass_int,0,,,,,
player,201011210car,car,GoodMi00,pass_sacked,,,,,,
player,201011210car,car,GoodMi00,pass_sacked_yds,,,,,,
player,201011210car,car,GoodMi00,pass_long,0,,,,,
player,201011210car,car,GoodMi00,pass_rating,,,,,,
player,201011210car,car,GoodMi00,rush_att,22,,,,,
player,201011210car,car,GoodMi00,rush_yds,120,,,,,
player,201011210car,car,GoodMi00,rush_td,0,,,,,
player,201011210car,car,GoodMi00,rush_long,45,,,,,
player,201011210car,car,GoodMi00,targets,6,,,,,
player,201011210car,car,GoodMi00,rec,5,,,,,
player,201011210car,car,GoodMi00,rec_yds,31,,,,,
player,201011210car,car,GoodMi00,rec_td,0,,,,,
player,201011210car,car,GoodMi00,rec_long,9,,,,,
player,201011210car,car,GoodMi00,fumbles,2,,,,,
player,201011210car,car,GoodMi00,fumbles_lost,0,,,,,
player,201011210car,car,GettDa00,pass_cmp,0,,,,,
player,201011210car,car,GettDa00,pass_att,0,,,,,
player,201011210car,car,GettDa00,pass_yds,0,,,,,
player,201011210car,car,GettDa00,pass_td,0,,,,,
player,201011210car,car,GettDa00,pass_int,0,,,,,
player,201011210car,car,GettDa00,pass_sacked,,,,,,
player,201011210car,car,GettDa00,pass_sacked_yds,,,,,,
player,201011210car,car,GettDa00,pass_long,0,,,,,
player,201011210car,car,GettDa00,pass_rating,,,,,,
player,201011210car,car,GettDa00,rush_att,0,,,,,
player,201011210car,car,GettDa00,rush_yds,0,,,,,
player,201011210car,car,GettDa00,rush_td,0,,,,,
player,201011210car,car,GettDa00,rush_long,0,,,,,
player,201011210car,car,GettDa00,targets,4,,,,,
player,201011210car,car,GettDa00,rec,2,,,,,
player,201011210car,car,GettDa00,rec_yds,92,,,,,
player,201011210car,car,GettDa00,rec_td,1,,,,,
player,201011210car,car,GettDa00,rec_long,88,,,,,
player,201011210car,car,GettDa00,fumbles,0,,,,,
player,201011210car,car,GettDa00,fumbles_lost,,,,,,
player,201011210car,car,SmitSt01,pass_cmp,0,,,,,
player,201011210car,car,SmitSt01,pass_att,0,,,,,
player,201011210car,car,SmitSt01,pass_yds,0,,,,,
player,201011210car,car,SmitSt01,pass_td,0,,,,,
player,201011210car,car,SmitSt01,pass_int,0,,,,,
player,201011210car,car,SmitSt01,pass_sacked,,,,,,
player,201011210car,car,SmitSt01,pass_sacked_yds,,,,,,
player,201011210car,car,SmitSt01,pass_long,0,,,,,
player,201011210car,car,SmitSt01,pass_rating,,,,,,
player,201011210car,car,SmitSt01,rush_att,0,,,,,
player,201011210car,car,SmitSt01,rush_yds,0,,,,,
player,201011210car,car,SmitSt01,rush_td,0,,,,,
player,201011210car,car,SmitSt01,rush_long,0,,,,,
player,201011210car,car,SmitSt01,targets,7,,,,,
player,201011210car,car,SmitSt01,rec,4,,,,,
player,201011210car,car,SmitSt01,rec_yds,46,,,,,
player,201011210car,car,SmitSt01,rec_td,0,,,,,
player,201011210car,car,SmitSt01,rec_long,20,,,,,
player,201011210car,car,SmitSt01,fumbles,0,,,,,
player,201011210car,car,SmitSt01,fumbles_lost,,,,,,
player,201011210car,car,KingJe00,pass_cmp,0,,,,,
player,201011210car,car,KingJe00,pass_att,0,,,,,
player,201011210car,car,KingJe00,pass_yds,0,,,,,
player,201011210car,car,KingJe00,pass_td,0,,,,,
player,201011210car,car,KingJe00,pass_int,0,,,,,
player,201011210car,car,KingJe00,pass_sacked,,,,,,
player,201011210car,car,KingJe00,pass_sacked_yds,,,,,,
player,201011210car,car,KingJe00,pass_long,0,,,,,
player,201011210car,car,KingJe00,pass_rating,,,,,,
player,201011210car,car,KingJe00,rush_att,0,,,,,
player,201011210car,car,KingJe00,rush_yds,0,,,,,
player,201011210car,car,KingJe00,rush_td,0,,,,,
player,201011210car,car,KingJe00,rush_long,0,,,,,
player,201011210car,car,KingJe00,targets,2,,,,,
player,201011210car,car,KingJe00,rec,2,,,,,
player,201011210car,car,KingJe00,rec_yds,4,,,,,
player,201011210car,car,KingJe00,rec_td,0,,,,,
player,201011210car,car,KingJe00,rec_long,3,,,,,
player,201011210car,car,KingJe00,fumbles,0,,,,,
player,201011210car,car,KingJe00,fumbles_lost,,,,,,
player,201011210car,car,BarnGa01,pass_cmp,0,,,,,
player,201011210car,car,BarnGa01,pass_att,0,,,,,
player,201011210car,car,BarnGa01,pass_yds,0,,,,,
player,201011210car,car,BarnGa01,pass_td,0,,,,,
player,201011210car,car,BarnGa01,pass_int,0,,,,,
player,201011210car,car,BarnGa01,pass_sacked,,,,,,
player,201011210car,car,BarnGa01,pass_sacked_yds,,,,,,
player,201011210car,car,BarnGa01,pass_long,0,,,,,
player,201011210car,car,BarnGa01,pass_rating,,,,,,
player,201011210car,car,BarnGa01,rush_att,0,,,,,
player,201011210car,car,BarnGa01,rush_yds,0,,,,,
player,201011210car,car,BarnGa01,rush_td,0,,,,,
player,201011210car,car,BarnGa01,rush_long,0,,,,,
player,201011210car,car,BarnGa01,targets,3,,,,,
player,201011210car,car,BarnGa01,rec,0,,,,,
player,201011210car,car,BarnGa01,rec_yds,0,,,,,
player,201011210car,car,BarnGa01,rec_td,0,,,,,
player,201011210car,car,BarnGa01,rec_long,0,,,,,
player,201011210car,car,BarnGa01,fumbles,0,,,,,
player,201011210car,car,BarnGa01,fumbles_lost,,,,,,
player,201011210car,car,ThomDe02,pass_cmp,0,,,,,
player,201011210car,car,ThomDe02,pass_att,0,,,,,
player,201011210car,car,ThomDe02,pass_yds,0,,,,,
player,201011210car,car,ThomDe02,pass_td,0,,,,,
player,201011210car,car,ThomDe02,pass_int,0,,,,,
player,201011210car,car,ThomDe02,pass_sacked,,,,,,
player,201011210car,car,ThomDe02,pass_sacked_yds,,,,,,
player,201011210car,car,ThomDe02,pass_long,0,,,,,
player,201011210car,car,ThomDe02,pass_rating,,,,,,
player,201011210car,car,ThomDe02,rush_att,0,,,,,
player,201011210car,car,ThomDe02,rush_yds,0,,,,,
player,201011210car,car,ThomDe02,rush_td,0,,,,,
player,201011210car,car,ThomDe02,rush_long,0,,,,,
player,201011210car,car,ThomDe02,targets,1,,,,,
player,201011210car,car,ThomDe02,rec,0,,,,,
player,201011210car,car,ThomDe02,rec_yds,0,,,,,
player,201011210car,car,ThomDe02,rec_td,0,,,,,
player,201011210car,car,ThomDe02,rec_long,0,,,,,
player,201011210car,car,ThomDe02,fumbles,0,,,,,
player,201011210car,car,ThomDe02,fumbles_lost,,,,,,
player,201011210car,car,RosaDa00,pass_cmp,,,,,,
player,201011210car,car,RosaDa00,pass_att,,,,,,
player,201011210car,car,RosaDa00,pass_yds,,,,,,
player,201011210car,car,RosaDa00,pass_td,,,,,,
player,201011210car,car,RosaDa00,pass_int,,,,,,
player,201011210car,car,RosaDa00,pass_sacked,,,,,,
player,201011210car,car,RosaDa00,pass_sacked_yds,,,,,,
player,201011210car,car,RosaDa00,pass_long,,,,,,
player,201011210car,car,RosaDa00,pass_rating,,,,,,
player,201011210car,car,RosaDa00,rush_att,,,,,,
player,201011210car,car,RosaDa00,rush_yds,,,,,,
player,201011210car,car,RosaDa00,rush_td,,,,,,
player,201011210car,car,RosaDa00,rush_long,,,,,,
player,201011210car,car,RosaDa00,targets,4,,,,,
player,201011210car,car,RosaDa00,rec,0,,,,,
player,201011210car,car,RosaDa00,rec_yds,0,,,,,
player,201011210car,car,RosaDa00,rec_td,0,,,,,
player,201011210car,car,RosaDa00,rec_long,,,,,,
player,201011210car,car,RosaDa00,fumbles,,,,,,
player,201011210car,car,RosaDa00,fumbles_lost,,,,,,
player,201011210car,car,ClowDa00,pass_cmp,,,,,,
player,201011210car,car,ClowDa00,pass_att,,,,,,
player,201011210car,car,ClowDa00,pass_yds,,,,,,
player,201011210car,car,ClowDa00,pass_td,,,,,,
player,201011210car,car,ClowDa00,pass_int,,,,,,
player,201011210car,car,ClowDa00,pass_sacked,,,,,,
player,201011210car,car,ClowDa00,pass_sacked_yds,,,,,,
player,201011210car,car,ClowDa00,pass_long,,,,,,
player,201011210car,car,ClowDa00,pass_rating,,,,,,
player,201011210car,car,ClowDa00,rush_att,,,,,,
player,201011210car,car,ClowDa00,rush_yds,,,,,,
player,201011210car,car,ClowDa00,rush_td,,,,,,
player,201011210car,car,ClowDa00,rush_long,,,,,,
player,201011210car,car,ClowDa00,targets,1,,,,,
player,201011210car,car,ClowDa00,rec,0,,,,,
player,201011210car,car,ClowDa00,rec_yds,0,,,,,
player,201011210car,car,ClowDa00,rec_td,0,,,,,
player,201011210car,car,ClowDa00,rec_long,,,,,,
player,201011210car,car,ClowDa00,fumbles,,,,,,
player,201011210car,car,ClowDa00,fumbles_lost,,,,,,
player,201011210car,rav,LewiRa00,def_int,1,,,,,
player,201011210car,rav,LewiRa00,def_int_yds,24,,,,,
player,201011210car,rav,LewiRa00,def_int_td,1,,,,,
player,201011210car,rav,LewiRa00,def_int_long,24,,,,,
player,201011210car,rav,LewiRa00,pass_defended,1,,,,,
player,201011210car,rav,LewiRa00,sacks,0.0,,,,,
player,201011210car,rav,LewiRa00,tackles_combined,10,,,,,
player,201011210car,rav,LewiRa00,tackles_solo,8,,,,,
player,201011210car,rav,LewiRa00,tackles_assists,2,,,,,
player,201011210car,rav,LewiRa00,tackles_loss,0,,,,,
player,201011210car,rav,LewiRa00,qb_hits,0,,,,,
player,201011210car,rav,LewiRa00,fumbles_rec,0,,,,,
player,201011210car,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201011210car,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201011210car,rav,LewiRa00,fumbles_forced,0,,,,,
player,201011210car,rav,ReedEd00,def_int,1,,,,,
player,201011210car,rav,ReedEd00,def_int_yds,19,,,,,
player,201011210car,rav,ReedEd00,def_int_td,0,,,,,
player,201011210car,rav,ReedEd00,def_int_long,19,,,,,
player,201011210car,rav,ReedEd00,pass_defended,1,,,,,
player,201011210car,rav,ReedEd00,sacks,0.0,,,,,
player,201011210car,rav,ReedEd00,tackles_combined,1,,,,,
player,201011210car,rav,ReedEd00,tackles_solo,1,,,,,
player,201011210car,rav,ReedEd00,tackles_assists,0,,,,,
player,201011210car,rav,ReedEd00,tackles_loss,0,,,,,
player,201011210car,rav,ReedEd00,qb_hits,0,,,,,
player,201011210car,rav,ReedEd00,fumbles_rec,0,,,,,
player,201011210car,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201011210car,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201011210car,rav,ReedEd00,fumbles_forced,0,,,,,
player,201011210car,rav,SuggTe99,def_int,0,,,,,
player,201011210car,rav,SuggTe99,def_int_yds,0,,,,,
player,201011210car,rav,SuggTe99,def_int_td,0,,,,,
player,201011210car,rav,SuggTe99,def_int_long,0,,,,,
player,201011210car,rav,SuggTe99,pass_defended,1,,,,,
player,201011210car,rav,SuggTe99,sacks,1.0,,,,,
player,201011210car,rav,SuggTe99,tackles_combined,7,,,,,
player,201011210car,rav,SuggTe99,tackles_solo,6,,,,,
player,201011210car,rav,SuggTe99,tackles_assists,1,,,,,
player,201011210car,rav,SuggTe99,tackles_loss,3,,,,,
player,201011210car,rav,SuggTe99,qb_hits,1,,,,,
player,201011210car,rav,SuggTe99,fumbles_rec,0,,,,,
player,201011210car,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201011210car,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201011210car,rav,SuggTe99,fumbles_forced,0,,,,,
player,201011210car,rav,McClJa01,def_int,0,,,,,
player,201011210car,rav,McClJa01,def_int_yds,0,,,,,
player,201011210car,rav,McClJa01,def_int_td,0,,,,,
player,201011210car,rav,McClJa01,def_int_long,0,,,,,
player,201011210car,rav,McClJa01,pass_defended,0,,,,,
player,201011210car,rav,McClJa01,sacks,1.0,,,,,
player,201011210car,rav,McClJa01,tackles_combined,3,,,,,
player,201011210car,rav,McClJa01,tackles_solo,2,,,,,
player,201011210car,rav,McClJa01,tackles_assists,1,,,,,
player,201011210car,rav,McClJa01,tackles_loss,1,,,,,
player,201011210car,rav,McClJa01,qb_hits,1,,,,,
player,201011210car,rav,McClJa01,fumbles_rec,0,,,,,
player,201011210car,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201011210car,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201011210car,rav,McClJa01,fumbles_forced,0,,,,,
player,201011210car,rav,KrugPa99,def_int,0,,,,,
player,201011210car,rav,KrugPa99,def_int_yds,0,,,,,
player,201011210car,rav,KrugPa99,def_int_td,0,,,,,
player,201011210car,rav,KrugPa99,def_int_long,0,,,,,
player,201011210car,rav,KrugPa99,pass_defended,0,,,,,
player,201011210car,rav,KrugPa99,sacks,1.0,,,,,
player,201011210car,rav,KrugPa99,tackles_combined,1,,,,,
player,201011210car,rav,KrugPa99,tackles_solo,1,,,,,
player,201011210car,rav,KrugPa99,tackles_assists,0,,,,,
player,201011210car,rav,KrugPa99,tackles_loss,1,,,,,
player,201011210car,rav,KrugPa99,qb_hits,1,,,,,
player,201011210car,rav,KrugPa99,fumbles_rec,0,,,,,
player,201011210car,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201011210car,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201011210car,rav,KrugPa99,fumbles_forced,0,,,,,
player,201011210car,rav,CarrCh22,def_int,0,,,,,
