game,2010,4,20101003,201010030sdg,crd,"Arizona Cardinals",10,sdg,"San Diego Chargers",41
player,201010030sdg,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201010030sdg,crd,WellCh00,pass_long,0,,,,,
player,201010030sdg,crd,WellCh00,pass_rating,,,,,,
player,201010030sdg,crd,WellCh00,rush_att,5,,,,,
player,201010030sdg,crd,WellCh00,rush_yds,19,,,,,
player,201010030sdg,crd,WellCh00,rush_td,0,,,,,
player,201010030sdg,crd,WellCh00,rush_long,7,,,,,
player,201010030sdg,crd,WellCh00,targets,1,,,,,
player,201010030sdg,crd,WellCh00,rec,1,,,,,
player,201010030sdg,crd,WellCh00,rec_yds,6,,,,,
player,201010030sdg,crd,WellCh00,rec_td,0,,,,,
player,201010030sdg,crd,WellCh00,rec_long,6,,,,,
player,201010030sdg,crd,WellCh00,fumbles,0,,,,,
player,201010030sdg,crd,WellCh00,fumbles_lost,,,,,,
player,201010030sdg,crd,StepLa00,pass_cmp,0,,,,,
player,201010030sdg,crd,StepLa00,pass_att,0,,,,,
player,201010030sdg,crd,StepLa00,pass_yds,0,,,,,
player,201010030sdg,crd,StepLa00,pass_td,0,,,,,
player,201010030sdg,crd,StepLa00,pass_int,0,,,,,
player,201010030sdg,crd,StepLa00,pass_sacked,0,,,,,
player,201010030sdg,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201010030sdg,crd,StepLa00,pass_long,0,,,,,
player,201010030sdg,crd,StepLa00,pass_rating,,,,,,
player,201010030sdg,crd,StepLa00,rush_att,2,,,,,
player,201010030sdg,crd,StepLa00,rush_yds,4,,,,,
player,201010030sdg,crd,StepLa00,rush_td,0,,,,,
player,201010030sdg,crd,StepLa00,rush_long,4,,,,,
player,201010030sdg,crd,StepLa00,targets,0,,,,,
player,201010030sdg,crd,StepLa00,rec,0,,,,,
player,201010030sdg,crd,StepLa00,rec_yds,0,,,,,
player,201010030sdg,crd,StepLa00,rec_td,0,,,,,
player,201010030sdg,crd,StepLa00,rec_long,0,,,,,
player,201010030sdg,crd,StepLa00,fumbles,0,,,,,
player,201010030sdg,crd,StepLa00,fumbles_lost,,,,,,
player,201010030sdg,crd,FitzLa00,pass_cmp,0,,,,,
player,201010030sdg,crd,FitzLa00,pass_att,0,,,,,
player,201010030sdg,crd,FitzLa00,pass_yds,0,,,,,
player,201010030sdg,crd,FitzLa00,pass_td,0,,,,,
player,201010030sdg,crd,FitzLa00,pass_int,0,,,,,
player,201010030sdg,crd,FitzLa00,pass_sacked,0,,,,,
player,201010030sdg,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201010030sdg,crd,FitzLa00,pass_long,0,,,,,
player,201010030sdg,crd,FitzLa00,pass_rating,,,,,,
player,201010030sdg,crd,FitzLa00,rush_att,0,,,,,
player,201010030sdg,crd,FitzLa00,rush_yds,0,,,,,
player,201010030sdg,crd,FitzLa00,rush_td,0,,,,,
player,201010030sdg,crd,FitzLa00,rush_long,0,,,,,
player,201010030sdg,crd,FitzLa00,targets,11,,,,,
player,201010030sdg,crd,FitzLa00,rec,7,,,,,
player,201010030sdg,crd,FitzLa00,rec_yds,56,,,,,
player,201010030sdg,crd,FitzLa00,rec_td,0,,,,,
player,201010030sdg,crd,FitzLa00,rec_long,13,,,,,
player,201010030sdg,crd,FitzLa00,fumbles,0,,,,,
player,201010030sdg,crd,FitzLa00,fumbles_lost,,,,,,
player,201010030sdg,crd,WillSt01,pass_cmp,0,,,,,
player,201010030sdg,crd,WillSt01,pass_att,0,,,,,
player,201010030sdg,crd,WillSt01,pass_yds,0,,,,,
player,201010030sdg,crd,WillSt01,pass_td,0,,,,,
player,201010030sdg,crd,WillSt01,pass_int,0,,,,,
player,201010030sdg,crd,WillSt01,pass_sacked,0,,,,,
player,201010030sdg,crd,WillSt01,pass_sacked_yds,0,,,,,
player,201010030sdg,crd,WillSt01,pass_long,0,,,,,
player,201010030sdg,crd,WillSt01,pass_rating,,,,,,
player,201010030sdg,crd,WillSt01,rush_att,0,,,,,
player,201010030sdg,crd,WillSt01,rush_yds,0,,,,,
player,201010030sdg,crd,WillSt01,rush_td,0,,,,,
player,201010030sdg,crd,WillSt01,rush_long,0,,,,,
player,201010030sdg,crd,WillSt01,targets,8,,,,,
player,201010030sdg,crd,WillSt01,rec,3,,,,,
player,201010030sdg,crd,WillSt01,rec_yds,32,,,,,
player,201010030sdg,crd,WillSt01,rec_td,0,,,,,
player,201010030sdg,crd,WillSt01,rec_long,17,,,,,
player,201010030sdg,crd,WillSt01,fumbles,0,,,,,
player,201010030sdg,crd,WillSt01,fumbles_lost,,,,,,
player,201010030sdg,crd,DrayJi00,pass_cmp,0,,,,,
player,201010030sdg,crd,DrayJi00,pass_att,0,,,,,
player,201010030sdg,crd,DrayJi00,pass_yds,0,,,,,
player,201010030sdg,crd,DrayJi00,pass_td,0,,,,,
player,201010030sdg,crd,DrayJi00,pass_int,0,,,,,
player,201010030sdg,crd,DrayJi00,pass_sacked,0,,,,,
player,201010030sdg,crd,DrayJi00,pass_sacked_yds,0,,,,,
player,201010030sdg,crd,DrayJi00,pass_long,0,,,,,
player,201010030sdg,crd,DrayJi00,pass_rating,,,,,,
player,201010030sdg,crd,DrayJi00,rush_att,0,,,,,
player,201010030sdg,crd,DrayJi00,rush_yds,0,,,,,
player,201010030sdg,crd,DrayJi00,rush_td,0,,,,,
player,201010030sdg,crd,DrayJi00,rush_long,0,,,,,
player,201010030sdg,crd,DrayJi00,targets,1,,,,,
player,201010030sdg,crd,DrayJi00,rec,1,,,,,
player,201010030sdg,crd,DrayJi00,rec_yds,24,,,,,
player,201010030sdg,crd,DrayJi00,rec_td,0,,,,,
player,201010030sdg,crd,DrayJi00,rec_long,24,,,,,
player,201010030sdg,crd,DrayJi00,fumbles,0,,,,,
player,201010030sdg,crd,DrayJi00,fumbles_lost,,,,,,
player,201010030sdg,crd,KomaMa00,pass_cmp,0,,,,,
player,201010030sdg,crd,KomaMa00,pass_att,0,,,,,
player,201010030sdg,crd,KomaMa00,pass_yds,0,,,,,
player,201010030sdg,crd,KomaMa00,pass_td,0,,,,,
player,201010030sdg,crd,KomaMa00,pass_int,0,,,,,
player,201010030sdg,crd,KomaMa00,pass_sacked,0,,,,,
player,201010030sdg,crd,KomaMa00,pass_sacked_yds,0,,,,,
player,201010030sdg,crd,KomaMa00,pass_long,0,,,,,
player,201010030sdg,crd,KomaMa00,pass_rating,,,,,,
player,201010030sdg,crd,KomaMa00,rush_att,0,,,,,
player,201010030sdg,crd,KomaMa00,rush_yds,0,,,,,
player,201010030sdg,crd,KomaMa00,rush_td,0,,,,,
player,201010030sdg,crd,KomaMa00,rush_long,0,,,,,
player,201010030sdg,crd,KomaMa00,targets,3,,,,,
player,201010030sdg,crd,KomaMa00,rec,1,,,,,
player,201010030sdg,crd,KomaMa00,rec_yds,16,,,,,
player,201010030sdg,crd,KomaMa00,rec_td,0,,,,,
player,201010030sdg,crd,KomaMa00,rec_long,16,,,,,
player,201010030sdg,crd,KomaMa00,fumbles,0,,,,,
player,201010030sdg,crd,KomaMa00,fumbles_lost,,,,,,
player,201010030sdg,crd,PatrBe00,pass_cmp,0,,,,,
player,201010030sdg,crd,PatrBe00,pass_att,0,,,,,
player,201010030sdg,crd,PatrBe00,pass_yds,0,,,,,
player,201010030sdg,crd,PatrBe00,pass_td,0,,,,,
player,201010030sdg,crd,PatrBe00,pass_int,0,,,,,
player,201010030sdg,crd,PatrBe00,pass_sacked,0,,,,,
player,201010030sdg,crd,PatrBe00,pass_sacked_yds,0,,,,,
player,201010030sdg,crd,PatrBe00,pass_long,0,,,,,
player,201010030sdg,crd,PatrBe00,pass_rating,,,,,,
player,201010030sdg,crd,PatrBe00,rush_att,0,,,,,
player,201010030sdg,crd,PatrBe00,rush_yds,0,,,,,
player,201010030sdg,crd,PatrBe00,rush_td,0,,,,,
player,201010030sdg,crd,PatrBe00,rush_long,0,,,,,
player,201010030sdg,crd,PatrBe00,targets,2,,,,,
player,201010030sdg,crd,PatrBe00,rec,2,,,,,
player,201010030sdg,crd,PatrBe00,rec_yds,12,,,,,
player,201010030sdg,crd,PatrBe00,rec_td,0,,,,,
player,201010030sdg,crd,PatrBe00,rec_long,7,,,,,
player,201010030sdg,crd,PatrBe00,fumbles,0,,,,,
player,201010030sdg,crd,PatrBe00,fumbles_lost,,,,,,
player,201010030sdg,sdg,RivePh00,pass_cmp,15,,,,,
player,201010030sdg,sdg,RivePh00,pass_att,20,,,,,
player,201010030sdg,sdg,RivePh00,pass_yds,241,,,,,
player,201010030sdg,sdg,RivePh00,pass_td,2,,,,,
player,201010030sdg,sdg,RivePh00,pass_int,0,,,,,
player,201010030sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201010030sdg,sdg,RivePh00,pass_sacked_yds,10,,,,,
player,201010030sdg,sdg,RivePh00,pass_long,33,,,,,
player,201010030sdg,sdg,RivePh00,pass_rating,148.1,,,,,
player,201010030sdg,sdg,RivePh00,rush_att,0,,,,,
player,201010030sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201010030sdg,sdg,RivePh00,rush_td,0,,,,,
player,201010030sdg,sdg,RivePh00,rush_long,0,,,,,
player,201010030sdg,sdg,RivePh00,targets,0,,,,,
player,201010030sdg,sdg,RivePh00,rec,0,,,,,
player,201010030sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201010030sdg,sdg,RivePh00,rec_td,0,,,,,
player,201010030sdg,sdg,RivePh00,rec_long,0,,,,,
player,201010030sdg,sdg,RivePh00,fumbles,0,,,,,
player,201010030sdg,sdg,RivePh00,fumbles_lost,,,,,,
player,201010030sdg,sdg,VoleBi00,pass_cmp,1,,,,,
player,201010030sdg,sdg,VoleBi00,pass_att,1,,,,,
player,201010030sdg,sdg,VoleBi00,pass_yds,8,,,,,
player,201010030sdg,sdg,VoleBi00,pass_td,0,,,,,
player,201010030sdg,sdg,VoleBi00,pass_int,0,,,,,
player,201010030sdg,sdg,VoleBi00,pass_sacked,0,,,,,
player,201010030sdg,sdg,VoleBi00,pass_sacked_yds,0,,,,,
player,201010030sdg,sdg,VoleBi00,pass_long,8,,,,,
player,201010030sdg,sdg,VoleBi00,pass_rating,100.0,,,,,
player,201010030sdg,sdg,VoleBi00,rush_att,2,,,,,
player,201010030sdg,sdg,VoleBi00,rush_yds,-2,,,,,
player,201010030sdg,sdg,VoleBi00,rush_td,0,,,,,
player,201010030sdg,sdg,VoleBi00,rush_long,-1,,,,,
player,201010030sdg,sdg,VoleBi00,targets,0,,,,,
player,201010030sdg,sdg,VoleBi00,rec,0,,,,,
player,201010030sdg,sdg,VoleBi00,rec_yds,0,,,,,
player,201010030sdg,sdg,VoleBi00,rec_td,0,,,,,
player,201010030sdg,sdg,VoleBi00,rec_long,0,,,,,
player,201010030sdg,sdg,VoleBi00,fumbles,0,,,,,
player,201010030sdg,sdg,VoleBi00,fumbles_lost,,,,,,
player,201010030sdg,sdg,TolbMi00,pass_cmp,0,,,,,
player,201010030sdg,sdg,TolbMi00,pass_att,0,,,,,
player,201010030sdg,sdg,TolbMi00,pass_yds,0,,,,,
player,201010030sdg,sdg,TolbMi00,pass_td,0,,,,,
player,201010030sdg,sdg,TolbMi00,pass_int,0,,,,,
player,201010030sdg,sdg,TolbMi00,pass_sacked,,,,,,
player,201010030sdg,sdg,TolbMi00,pass_sacked_yds,,,,,,
player,201010030sdg,sdg,TolbMi00,pass_long,0,,,,,
player,201010030sdg,sdg,TolbMi00,pass_rating,,,,,,
player,201010030sdg,sdg,TolbMi00,rush_att,16,,,,,
player,201010030sdg,sdg,TolbMi00,rush_yds,100,,,,,
player,201010030sdg,sdg,TolbMi00,rush_td,1,,,,,
player,201010030sdg,sdg,TolbMi00,rush_long,23,,,,,
player,201010030sdg,sdg,TolbMi00,targets,2,,,,,
player,201010030sdg,sdg,TolbMi00,rec,2,,,,,
player,201010030sdg,sdg,TolbMi00,rec_yds,3,,,,,
player,201010030sdg,sdg,TolbMi00,rec_td,0,,,,,
player,201010030sdg,sdg,TolbMi00,rec_long,8,,,,,
player,201010030sdg,sdg,TolbMi00,fumbles,0,,,,,
player,201010030sdg,sdg,TolbMi00,fumbles_lost,,,,,,
player,201010030sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201010030sdg,sdg,MathRy00,pass_att,0,,,,,
player,201010030sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201010030sdg,sdg,MathRy00,pass_td,0,,,,,
player,201010030sdg,sdg,MathRy00,pass_int,0,,,,,
player,201010030sdg,sdg,MathRy00,pass_sacked,,,,,,
player,201010030sdg,sdg,MathRy00,pass_sacked_yds,,,,,,
player,201010030sdg,sdg,MathRy00,pass_long,0,,,,,
player,201010030sdg,sdg,MathRy00,pass_rating,,,,,,
player,201010030sdg,sdg,MathRy00,rush_att,9,,,,,
player,201010030sdg,sdg,MathRy00,rush_yds,55,,,,,
player,201010030sdg,sdg,MathRy00,rush_td,1,,,,,
player,201010030sdg,sdg,MathRy00,rush_long,20,,,,,
player,201010030sdg,sdg,MathRy00,targets,1,,,,,
player,201010030sdg,sdg,MathRy00,rec,1,,,,,
player,201010030sdg,sdg,MathRy00,rec_yds,13,,,,,
player,201010030sdg,sdg,MathRy00,rec_td,0,,,,,
player,201010030sdg,sdg,MathRy00,rec_long,13,,,,,
player,201010030sdg,sdg,MathRy00,fumbles,0,,,,,
player,201010030sdg,sdg,MathRy00,fumbles_lost,,,,,,
player,201010030sdg,sdg,SproDa00,pass_cmp,0,,,,,
player,201010030sdg,sdg,SproDa00,pass_att,0,,,,,
player,201010030sdg,sdg,SproDa00,pass_yds,0,,,,,
player,201010030sdg,sdg,SproDa00,pass_td,0,,,,,
player,201010030sdg,sdg,SproDa00,pass_int,0,,,,,
player,201010030sdg,sdg,SproDa00,pass_sacked,,,,,,
player,201010030sdg,sdg,SproDa00,pass_sacked_yds,,,,,,
player,201010030sdg,sdg,SproDa00,pass_long,0,,,,,
player,201010030sdg,sdg,SproDa00,pass_rating,,,,,,
player,201010030sdg,sdg,SproDa00,rush_att,6,,,,,
player,201010030sdg,sdg,SproDa00,rush_yds,17,,,,,
player,201010030sdg,sdg,SproDa00,rush_td,0,,,,,
player,201010030sdg,sdg,SproDa00,rush_long,8,,,,,
player,201010030sdg,sdg,SproDa00,targets,0,,,,,
player,201010030sdg,sdg,SproDa00,rec,0,,,,,
player,201010030sdg,sdg,SproDa00,rec_yds,0,,,,,
player,201010030sdg,sdg,SproDa00,rec_td,0,,,,,
player,201010030sdg,sdg,SproDa00,rec_long,0,,,,,
player,201010030sdg,sdg,SproDa00,fumbles,1,,,,,
player,201010030sdg,sdg,SproDa00,fumbles_lost,1,,,,,
player,201010030sdg,sdg,HestJa00,pass_cmp,0,,,,,
player,201010030sdg,sdg,HestJa00,pass_att,0,,,,,
player,201010030sdg,sdg,HestJa00,pass_yds,0,,,,,
player,201010030sdg,sdg,HestJa00,pass_td,0,,,,,
player,201010030sdg,sdg,HestJa00,pass_int,0,,,,,
player,201010030sdg,sdg,HestJa00,pass_sacked,,,,,,
player,201010030sdg,sdg,HestJa00,pass_sacked_yds,,,,,,
player,201010030sdg,sdg,HestJa00,pass_long,0,,,,,
player,201010030sdg,sdg,HestJa00,pass_rating,,,,,,
player,201010030sdg,sdg,HestJa00,rush_att,5,,,,,
player,201010030sdg,sdg,HestJa00,rush_yds,10,,,,,
player,201010030sdg,sdg,HestJa00,rush_td,0,,,,,
player,201010030sdg,sdg,HestJa00,rush_long,5,,,,,
player,201010030sdg,sdg,HestJa00,targets,3,,,,,
player,201010030sdg,sdg,HestJa00,rec,3,,,,,
player,201010030sdg,sdg,HestJa00,rec_yds,40,,,,,
player,201010030sdg,sdg,HestJa00,rec_td,0,,,,,
player,201010030sdg,sdg,HestJa00,rec_long,21,,,,,
player,201010030sdg,sdg,HestJa00,fumbles,0,,,,,
player,201010030sdg,sdg,HestJa00,fumbles_lost,,,,,,
player,201010030sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201010030sdg,sdg,GateAn00,pass_att,0,,,,,
player,201010030sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201010030sdg,sdg,GateAn00,pass_td,0,,,,,
player,201010030sdg,sdg,GateAn00,pass_int,0,,,,,
player,201010030sdg,sdg,GateAn00,pass_sacked,,,,,,
player,201010030sdg,sdg,GateAn00,pass_sacked_yds,,,,,,
player,201010030sdg,sdg,GateAn00,pass_long,0,,,,,
player,201010030sdg,sdg,GateAn00,pass_rating,,,,,,
player,201010030sdg,sdg,GateAn00,rush_att,0,,,,,
player,201010030sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201010030sdg,sdg,GateAn00,rush_td,0,,,,,
player,201010030sdg,sdg,GateAn00,rush_long,0,,,,,
player,201010030sdg,sdg,GateAn00,targets,7,,,,,
player,201010030sdg,sdg,GateAn00,rec,7,,,,,
player,201010030sdg,sdg,GateAn00,rec_yds,144,,,,,
player,201010030sdg,sdg,GateAn00,rec_td,2,,,,,
player,201010030sdg,sdg,GateAn00,rec_long,33,,,,,
player,201010030sdg,sdg,GateAn00,fumbles,0,,,,,
player,201010030sdg,sdg,GateAn00,fumbles_lost,,,,,,
player,201010030sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201010030sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201010030sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201010030sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201010030sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201010030sdg,sdg,FloyMa00,pass_sacked,,,,,,
player,201010030sdg,sdg,FloyMa00,pass_sacked_yds,,,,,,
player,201010030sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201010030sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201010030sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201010030sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201010030sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201010030sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201010030sdg,sdg,FloyMa00,targets,3,,,,,
player,201010030sdg,sdg,FloyMa00,rec,2,,,,,
player,201010030sdg,sdg,FloyMa00,rec_yds,45,,,,,
player,201010030sdg,sdg,FloyMa00,rec_td,0,,,,,
player,201010030sdg,sdg,FloyMa00,rec_long,31,,,,,
player,201010030sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201010030sdg,sdg,FloyMa00,fumbles_lost,,,,,,
player,201010030sdg,sdg,NaanLe00,pass_cmp,0,,,,,
player,201010030sdg,sdg,NaanLe00,pass_att,0,,,,,
player,201010030sdg,sdg,NaanLe00,pass_yds,0,,,,,
player,201010030sdg,sdg,NaanLe00,pass_td,0,,,,,
player,201010030sdg,sdg,NaanLe00,pass_int,0,,,,,
player,201010030sdg,sdg,NaanLe00,pass_sacked,,,,,,
player,201010030sdg,sdg,NaanLe00,pass_sacked_yds,,,,,,
player,201010030sdg,sdg,NaanLe00,pass_long,0,,,,,
player,201010030sdg,sdg,NaanLe00,pass_rating,,,,,,
player,201010030sdg,sdg,NaanLe00,rush_att,0,,,,,
player,201010030sdg,sdg,NaanLe00,rush_yds,0,,,,,
player,201010030sdg,sdg,NaanLe00,rush_td,0,,,,,
player,201010030sdg,sdg,NaanLe00,rush_long,0,,,,,
player,201010030sdg,sdg,NaanLe00,targets,2,,,,,
player,201010030sdg,sdg,NaanLe00,rec,1,,,,,
player,201010030sdg,sdg,NaanLe00,rec_yds,4,,,,,
player,201010030sdg,sdg,NaanLe00,rec_td,0,,,,,
player,201010030sdg,sdg,NaanLe00,rec_long,4,,,,,
player,201010030sdg,sdg,NaanLe00,fumbles,0,,,,,
player,201010030sdg,sdg,NaanLe00,fumbles_lost,,,,,,
player,201010030sdg,sdg,DaviCr00,pass_cmp,,,,,,
player,201010030sdg,sdg,DaviCr00,pass_att,,,,,,
player,201010030sdg,sdg,DaviCr00,pass_yds,,,,,,
player,201010030sdg,sdg,DaviCr00,pass_td,,,,,,
player,201010030sdg,sdg,DaviCr00,pass_int,,,,,,
player,201010030sdg,sdg,DaviCr00,pass_sacked,,,,,,
player,201010030sdg,sdg,DaviCr00,pass_sacked_yds,,,,,,
player,201010030sdg,sdg,DaviCr00,pass_long,,,,,,
player,201010030sdg,sdg,DaviCr00,pass_rating,,,,,,
player,201010030sdg,sdg,DaviCr00,rush_att,,,,,,
player,201010030sdg,sdg,DaviCr00,rush_yds,,,,,,
player,201010030sdg,sdg,DaviCr00,rush_td,,,,,,
player,201010030sdg,sdg,DaviCr00,rush_long,,,,,,
player,201010030sdg,sdg,DaviCr00,targets,1,,,,,
player,201010030sdg,sdg,DaviCr00,rec,0,,,,,
player,201010030sdg,sdg,DaviCr00,rec_yds,0,,,,,
player,201010030sdg,sdg,DaviCr00,rec_td,0,,,,,
player,201010030sdg,sdg,DaviCr00,rec_long,,,,,,
player,201010030sdg,sdg,DaviCr00,fumbles,,,,,,
player,201010030sdg,sdg,DaviCr00,fumbles_lost,,,,,,
player,201010030sdg,crd,ToleGr99,def_int,0,,,,,
player,201010030sdg,crd,ToleGr99,def_int_yds,0,,,,,
player,201010030sdg,crd,ToleGr99,def_int_td,0,,,,,
player,201010030sdg,crd,ToleGr99,def_int_long,0,,,,,
player,201010030sdg,crd,ToleGr99,pass_defended,0,,,,,
player,201010030sdg,crd,ToleGr99,sacks,1.0,,,,,
player,201010030sdg,crd,ToleGr99,tackles_combined,7,,,,,
player,201010030sdg,crd,ToleGr99,tackles_solo,5,,,,,
player,201010030sdg,crd,ToleGr99,tackles_assists,2,,,,,
player,201010030sdg,crd,ToleGr99,tackles_loss,1,,,,,
player,201010030sdg,crd,ToleGr99,qb_hits,1,,,,,
player,201010030sdg,crd,ToleGr99,fumbles_rec,0,,,,,
player,201010030sdg,crd,ToleGr99,fumbles_rec_yds,0,,,,,
player,201010030sdg,crd,ToleGr99,fumbles_rec_td,0,,,,,
player,201010030sdg,crd,ToleGr99,fumbles_forced,1,,,,,
player,201010030sdg,crd,LenoPa20,def_int,0,,,,,
