game,2010,4,20101003,201010030sdg,crd,"Arizona Cardinals",10,sdg,"San Diego Chargers",41
player,201010030sdg,sdg,CesaJa20,def_int_td,0,,,,,
player,201010030sdg,sdg,CesaJa20,def_int_long,0,,,,,
player,201010030sdg,sdg,CesaJa20,pass_defended,0,,,,,
player,201010030sdg,sdg,CesaJa20,sacks,0.0,,,,,
player,201010030sdg,sdg,CesaJa20,tackles_combined,2,,,,,
player,201010030sdg,sdg,CesaJa20,tackles_solo,1,,,,,
player,201010030sdg,sdg,CesaJa20,tackles_assists,1,,,,,
player,201010030sdg,sdg,CesaJa20,tackles_loss,0,,,,,
player,201010030sdg,sdg,CesaJa20,qb_hits,0,,,,,
player,201010030sdg,sdg,CesaJa20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,CesaJa20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,CesaJa20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,CesaJa20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,JammQu20,def_int,0,,,,,
player,201010030sdg,sdg,JammQu20,def_int_yds,0,,,,,
player,201010030sdg,sdg,JammQu20,def_int_td,0,,,,,
player,201010030sdg,sdg,JammQu20,def_int_long,0,,,,,
player,201010030sdg,sdg,JammQu20,pass_defended,3,,,,,
player,201010030sdg,sdg,JammQu20,sacks,0.0,,,,,
player,201010030sdg,sdg,JammQu20,tackles_combined,2,,,,,
player,201010030sdg,sdg,JammQu20,tackles_solo,2,,,,,
player,201010030sdg,sdg,JammQu20,tackles_assists,0,,,,,
player,201010030sdg,sdg,JammQu20,tackles_loss,0,,,,,
player,201010030sdg,sdg,JammQu20,qb_hits,0,,,,,
player,201010030sdg,sdg,JammQu20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,JammQu20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,OlivPa20,def_int,0,,,,,
player,201010030sdg,sdg,OlivPa20,def_int_yds,0,,,,,
player,201010030sdg,sdg,OlivPa20,def_int_td,0,,,,,
player,201010030sdg,sdg,OlivPa20,def_int_long,0,,,,,
player,201010030sdg,sdg,OlivPa20,pass_defended,0,,,,,
player,201010030sdg,sdg,OlivPa20,sacks,0.0,,,,,
player,201010030sdg,sdg,OlivPa20,tackles_combined,2,,,,,
player,201010030sdg,sdg,OlivPa20,tackles_solo,1,,,,,
player,201010030sdg,sdg,OlivPa20,tackles_assists,1,,,,,
player,201010030sdg,sdg,OlivPa20,tackles_loss,0,,,,,
player,201010030sdg,sdg,OlivPa20,qb_hits,0,,,,,
player,201010030sdg,sdg,OlivPa20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,OlivPa20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,OlivPa20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,StriDo20,def_int,0,,,,,
player,201010030sdg,sdg,StriDo20,def_int_yds,0,,,,,
player,201010030sdg,sdg,StriDo20,def_int_td,0,,,,,
player,201010030sdg,sdg,StriDo20,def_int_long,0,,,,,
player,201010030sdg,sdg,StriDo20,pass_defended,0,,,,,
player,201010030sdg,sdg,StriDo20,sacks,0.0,,,,,
player,201010030sdg,sdg,StriDo20,tackles_combined,2,,,,,
player,201010030sdg,sdg,StriDo20,tackles_solo,1,,,,,
player,201010030sdg,sdg,StriDo20,tackles_assists,1,,,,,
player,201010030sdg,sdg,StriDo20,tackles_loss,0,,,,,
player,201010030sdg,sdg,StriDo20,qb_hits,0,,,,,
player,201010030sdg,sdg,StriDo20,fumbles_rec,0,,,,,
player,201010030sdg,sdg,StriDo20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,StriDo20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,StriDo20,fumbles_forced,0,,,,,
player,201010030sdg,sdg,TolbMi00,def_int,0,,,,,
player,201010030sdg,sdg,TolbMi00,def_int_yds,0,,,,,
player,201010030sdg,sdg,TolbMi00,def_int_td,0,,,,,
player,201010030sdg,sdg,TolbMi00,def_int_long,0,,,,,
player,201010030sdg,sdg,TolbMi00,pass_defended,0,,,,,
player,201010030sdg,sdg,TolbMi00,sacks,0.0,,,,,
player,201010030sdg,sdg,TolbMi00,tackles_combined,2,,,,,
player,201010030sdg,sdg,TolbMi00,tackles_solo,0,,,,,
player,201010030sdg,sdg,TolbMi00,tackles_assists,2,,,,,
player,201010030sdg,sdg,TolbMi00,tackles_loss,0,,,,,
player,201010030sdg,sdg,TolbMi00,qb_hits,0,,,,,
player,201010030sdg,sdg,TolbMi00,fumbles_rec,0,,,,,
player,201010030sdg,sdg,TolbMi00,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,TolbMi00,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,TolbMi00,fumbles_forced,0,,,,,
player,201010030sdg,sdg,SileBr99,def_int,0,,,,,
player,201010030sdg,sdg,SileBr99,def_int_yds,0,,,,,
player,201010030sdg,sdg,SileBr99,def_int_td,0,,,,,
player,201010030sdg,sdg,SileBr99,def_int_long,0,,,,,
player,201010030sdg,sdg,SileBr99,pass_defended,0,,,,,
player,201010030sdg,sdg,SileBr99,sacks,0.0,,,,,
player,201010030sdg,sdg,SileBr99,tackles_combined,1,,,,,
player,201010030sdg,sdg,SileBr99,tackles_solo,1,,,,,
player,201010030sdg,sdg,SileBr99,tackles_assists,0,,,,,
player,201010030sdg,sdg,SileBr99,tackles_loss,0,,,,,
player,201010030sdg,sdg,SileBr99,qb_hits,0,,,,,
player,201010030sdg,sdg,SileBr99,fumbles_rec,0,,,,,
player,201010030sdg,sdg,SileBr99,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,SileBr99,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,SileBr99,fumbles_forced,0,,,,,
player,201010030sdg,sdg,SpilCJ99,def_int,0,,,,,
player,201010030sdg,sdg,SpilCJ99,def_int_yds,0,,,,,
player,201010030sdg,sdg,SpilCJ99,def_int_td,0,,,,,
player,201010030sdg,sdg,SpilCJ99,def_int_long,0,,,,,
player,201010030sdg,sdg,SpilCJ99,pass_defended,0,,,,,
player,201010030sdg,sdg,SpilCJ99,sacks,0.0,,,,,
player,201010030sdg,sdg,SpilCJ99,tackles_combined,1,,,,,
player,201010030sdg,sdg,SpilCJ99,tackles_solo,1,,,,,
player,201010030sdg,sdg,SpilCJ99,tackles_assists,0,,,,,
player,201010030sdg,sdg,SpilCJ99,tackles_loss,0,,,,,
player,201010030sdg,sdg,SpilCJ99,qb_hits,0,,,,,
player,201010030sdg,sdg,SpilCJ99,fumbles_rec,0,,,,,
player,201010030sdg,sdg,SpilCJ99,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,SpilCJ99,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,SpilCJ99,fumbles_forced,0,,,,,
player,201010030sdg,sdg,WeddEr99,def_int,0,,,,,
player,201010030sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201010030sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201010030sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201010030sdg,sdg,WeddEr99,pass_defended,0,,,,,
player,201010030sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201010030sdg,sdg,WeddEr99,tackles_combined,1,,,,,
player,201010030sdg,sdg,WeddEr99,tackles_solo,1,,,,,
player,201010030sdg,sdg,WeddEr99,tackles_assists,0,,,,,
player,201010030sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201010030sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201010030sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201010030sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201010030sdg,sdg,WilsKr00,def_int,0,,,,,
player,201010030sdg,sdg,WilsKr00,def_int_yds,0,,,,,
player,201010030sdg,sdg,WilsKr00,def_int_td,0,,,,,
player,201010030sdg,sdg,WilsKr00,def_int_long,0,,,,,
player,201010030sdg,sdg,WilsKr00,pass_defended,0,,,,,
player,201010030sdg,sdg,WilsKr00,sacks,0.0,,,,,
player,201010030sdg,sdg,WilsKr00,tackles_combined,1,,,,,
player,201010030sdg,sdg,WilsKr00,tackles_solo,1,,,,,
player,201010030sdg,sdg,WilsKr00,tackles_assists,0,,,,,
player,201010030sdg,sdg,WilsKr00,tackles_loss,0,,,,,
player,201010030sdg,sdg,WilsKr00,qb_hits,0,,,,,
player,201010030sdg,sdg,WilsKr00,fumbles_rec,0,,,,,
player,201010030sdg,sdg,WilsKr00,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,WilsKr00,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,WilsKr00,fumbles_forced,0,,,,,
player,201010030sdg,sdg,WilsKi00,def_int,0,,,,,
player,201010030sdg,sdg,WilsKi00,def_int_yds,0,,,,,
player,201010030sdg,sdg,WilsKi00,def_int_td,0,,,,,
player,201010030sdg,sdg,WilsKi00,def_int_long,0,,,,,
player,201010030sdg,sdg,WilsKi00,pass_defended,0,,,,,
player,201010030sdg,sdg,WilsKi00,sacks,0.0,,,,,
player,201010030sdg,sdg,WilsKi00,tackles_combined,1,,,,,
player,201010030sdg,sdg,WilsKi00,tackles_solo,1,,,,,
player,201010030sdg,sdg,WilsKi00,tackles_assists,0,,,,,
player,201010030sdg,sdg,WilsKi00,tackles_loss,0,,,,,
player,201010030sdg,sdg,WilsKi00,qb_hits,0,,,,,
player,201010030sdg,sdg,WilsKi00,fumbles_rec,0,,,,,
player,201010030sdg,sdg,WilsKi00,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,WilsKi00,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,WilsKi00,fumbles_forced,0,,,,,
player,201010030sdg,sdg,CastLu20,def_int,0,,,,,
player,201010030sdg,sdg,CastLu20,def_int_yds,0,,,,,
player,201010030sdg,sdg,CastLu20,def_int_td,0,,,,,
player,201010030sdg,sdg,CastLu20,def_int_long,0,,,,,
player,201010030sdg,sdg,CastLu20,pass_defended,0,,,,,
player,201010030sdg,sdg,CastLu20,sacks,0.0,,,,,
player,201010030sdg,sdg,CastLu20,tackles_combined,0,,,,,
player,201010030sdg,sdg,CastLu20,tackles_solo,0,,,,,
player,201010030sdg,sdg,CastLu20,tackles_assists,0,,,,,
player,201010030sdg,sdg,CastLu20,tackles_loss,0,,,,,
player,201010030sdg,sdg,CastLu20,qb_hits,0,,,,,
player,201010030sdg,sdg,CastLu20,fumbles_rec,1,,,,,
player,201010030sdg,sdg,CastLu20,fumbles_rec_yds,0,,,,,
player,201010030sdg,sdg,CastLu20,fumbles_rec_td,0,,,,,
player,201010030sdg,sdg,CastLu20,fumbles_forced,0,,,,,
player,201010030sdg,crd,RobeAn00,kick_ret,0,,,,,
player,201010030sdg,crd,RobeAn00,kick_ret_yds,0,,,,,
player,201010030sdg,crd,RobeAn00,kick_ret_yds_per_ret,,,,,,
player,201010030sdg,crd,RobeAn00,kick_ret_td,0,,,,,
player,201010030sdg,crd,RobeAn00,kick_ret_long,0,,,,,
player,201010030sdg,crd,RobeAn00,punt_ret,1,,,,,
player,201010030sdg,crd,RobeAn00,punt_ret_yds,19,,,,,
player,201010030sdg,crd,RobeAn00,punt_ret_yds_per_ret,19.0,,,,,
player,201010030sdg,crd,RobeAn00,punt_ret_td,0,,,,,
player,201010030sdg,crd,RobeAn00,punt_ret_long,19,,,,,
player,201010030sdg,crd,StepLa00,kick_ret,7,,,,,
player,201010030sdg,crd,StepLa00,kick_ret_yds,119,,,,,
player,201010030sdg,crd,StepLa00,kick_ret_yds_per_ret,17.0,,,,,
player,201010030sdg,crd,StepLa00,kick_ret_td,0,,,,,
player,201010030sdg,crd,StepLa00,kick_ret_long,26,,,,,
player,201010030sdg,crd,StepLa00,punt_ret,0,,,,,
player,201010030sdg,crd,StepLa00,punt_ret_yds,0,,,,,
player,201010030sdg,crd,StepLa00,punt_ret_yds_per_ret,,,,,,
player,201010030sdg,crd,StepLa00,punt_ret_td,0,,,,,
player,201010030sdg,crd,StepLa00,punt_ret_long,0,,,,,
player,201010030sdg,sdg,SproDa00,kick_ret,2,,,,,
player,201010030sdg,sdg,SproDa00,kick_ret_yds,51,,,,,
player,201010030sdg,sdg,SproDa00,kick_ret_yds_per_ret,25.5,,,,,
player,201010030sdg,sdg,SproDa00,kick_ret_td,0,,,,,
player,201010030sdg,sdg,SproDa00,kick_ret_long,30,,,,,
player,201010030sdg,sdg,SproDa00,punt_ret,3,,,,,
player,201010030sdg,sdg,SproDa00,punt_ret_yds,19,,,,,
player,201010030sdg,sdg,SproDa00,punt_ret_yds_per_ret,6.3,,,,,
player,201010030sdg,sdg,SproDa00,punt_ret_td,0,,,,,
player,201010030sdg,sdg,SproDa00,punt_ret_long,13,,,,,
player,201010030sdg,crd,feelyjay01,xpm,1,,,,,
player,201010030sdg,crd,feelyjay01,xpa,1,,,,,
player,201010030sdg,crd,feelyjay01,fgm,1,,,,,
player,201010030sdg,crd,feelyjay01,fga,1,,,,,
player,201010030sdg,crd,feelyjay01,punt,0,,,,,
player,201010030sdg,crd,feelyjay01,punt_yds,0,,,,,
player,201010030sdg,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201010030sdg,crd,feelyjay01,punt_long,0,,,,,
player,201010030sdg,crd,GrahBe20,xpm,,,,,,
player,201010030sdg,crd,GrahBe20,xpa,,,,,,
player,201010030sdg,crd,GrahBe20,fgm,,,,,,
player,201010030sdg,crd,GrahBe20,fga,,,,,,
player,201010030sdg,crd,GrahBe20,punt,5,,,,,
player,201010030sdg,crd,GrahBe20,punt_yds,214,,,,,
player,201010030sdg,crd,GrahBe20,punt_yds_per_punt,42.8,,,,,
player,201010030sdg,crd,GrahBe20,punt_long,57,,,,,
player,201010030sdg,sdg,kaedinat01,xpm,5,,,,,
player,201010030sdg,sdg,kaedinat01,xpa,5,,,,,
player,201010030sdg,sdg,kaedinat01,fgm,2,,,,,
player,201010030sdg,sdg,kaedinat01,fga,3,,,,,
player,201010030sdg,sdg,kaedinat01,punt,0,,,,,
player,201010030sdg,sdg,kaedinat01,punt_yds,0,,,,,
player,201010030sdg,sdg,kaedinat01,punt_yds_per_punt,,,,,,
player,201010030sdg,sdg,kaedinat01,punt_long,0,,,,,
player,201010030sdg,sdg,ScifMi20,xpm,,,,,,
player,201010030sdg,sdg,ScifMi20,xpa,,,,,,
player,201010030sdg,sdg,ScifMi20,fgm,,,,,,
player,201010030sdg,sdg,ScifMi20,fga,,,,,,
player,201010030sdg,sdg,ScifMi20,punt,1,,,,,
player,201010030sdg,sdg,ScifMi20,punt_yds,67,,,,,
player,201010030sdg,sdg,ScifMi20,punt_yds_per_punt,67.0,,,,,
player,201010030sdg,sdg,ScifMi20,punt_long,67,,,,,
