game,2010,4,20101003,201010030jax,clt,"Indianapolis Colts",28,jax,"Jacksonville Jaguars",31
player,201010030jax,jax,OsgoKa00,tackles_combined,1,,,,,
player,201010030jax,jax,OsgoKa00,tackles_solo,1,,,,,
player,201010030jax,jax,OsgoKa00,tackles_assists,0,,,,,
player,201010030jax,jax,OsgoKa00,tackles_loss,0,,,,,
player,201010030jax,jax,OsgoKa00,qb_hits,0,,,,,
player,201010030jax,jax,OsgoKa00,fumbles_rec,0,,,,,
player,201010030jax,jax,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,OsgoKa00,fumbles_rec_td,0,,,,,
player,201010030jax,jax,OsgoKa00,fumbles_forced,0,,,,,
player,201010030jax,jax,OwenMo01,def_int,0,,,,,
player,201010030jax,jax,OwenMo01,def_int_yds,0,,,,,
player,201010030jax,jax,OwenMo01,def_int_td,0,,,,,
player,201010030jax,jax,OwenMo01,def_int_long,0,,,,,
player,201010030jax,jax,OwenMo01,pass_defended,0,,,,,
player,201010030jax,jax,OwenMo01,sacks,0.0,,,,,
player,201010030jax,jax,OwenMo01,tackles_combined,1,,,,,
player,201010030jax,jax,OwenMo01,tackles_solo,1,,,,,
player,201010030jax,jax,OwenMo01,tackles_assists,0,,,,,
player,201010030jax,jax,OwenMo01,tackles_loss,0,,,,,
player,201010030jax,jax,OwenMo01,qb_hits,0,,,,,
player,201010030jax,jax,OwenMo01,fumbles_rec,0,,,,,
player,201010030jax,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201010030jax,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201010030jax,jax,OwenMo01,fumbles_forced,0,,,,,
player,201010030jax,clt,PoweJe99,kick_ret,0,,,,,
player,201010030jax,clt,PoweJe99,kick_ret_yds,0,,,,,
player,201010030jax,clt,PoweJe99,kick_ret_yds_per_ret,,,,,,
player,201010030jax,clt,PoweJe99,kick_ret_td,0,,,,,
player,201010030jax,clt,PoweJe99,kick_ret_long,0,,,,,
player,201010030jax,clt,PoweJe99,punt_ret,2,,,,,
player,201010030jax,clt,PoweJe99,punt_ret_yds,14,,,,,
player,201010030jax,clt,PoweJe99,punt_ret_yds_per_ret,7.0,,,,,
player,201010030jax,clt,PoweJe99,punt_ret_td,0,,,,,
player,201010030jax,clt,PoweJe99,punt_ret_long,8,,,,,
player,201010030jax,clt,TryoJu99,kick_ret,3,,,,,
player,201010030jax,clt,TryoJu99,kick_ret_yds,76,,,,,
player,201010030jax,clt,TryoJu99,kick_ret_yds_per_ret,25.3,,,,,
player,201010030jax,clt,TryoJu99,kick_ret_td,0,,,,,
player,201010030jax,clt,TryoJu99,kick_ret_long,39,,,,,
player,201010030jax,clt,TryoJu99,punt_ret,0,,,,,
player,201010030jax,clt,TryoJu99,punt_ret_yds,0,,,,,
player,201010030jax,clt,TryoJu99,punt_ret_yds_per_ret,,,,,,
player,201010030jax,clt,TryoJu99,punt_ret_td,0,,,,,
player,201010030jax,clt,TryoJu99,punt_ret_long,0,,,,,
player,201010030jax,clt,MoorDe01,kick_ret,2,,,,,
player,201010030jax,clt,MoorDe01,kick_ret_yds,46,,,,,
player,201010030jax,clt,MoorDe01,kick_ret_yds_per_ret,23.0,,,,,
player,201010030jax,clt,MoorDe01,kick_ret_td,0,,,,,
player,201010030jax,clt,MoorDe01,kick_ret_long,33,,,,,
player,201010030jax,clt,MoorDe01,punt_ret,0,,,,,
player,201010030jax,clt,MoorDe01,punt_ret_yds,0,,,,,
player,201010030jax,clt,MoorDe01,punt_ret_yds_per_ret,,,,,,
player,201010030jax,clt,MoorDe01,punt_ret_td,0,,,,,
player,201010030jax,clt,MoorDe01,punt_ret_long,0,,,,,
player,201010030jax,jax,UndeTi00,kick_ret,5,,,,,
player,201010030jax,jax,UndeTi00,kick_ret_yds,127,,,,,
player,201010030jax,jax,UndeTi00,kick_ret_yds_per_ret,25.4,,,,,
player,201010030jax,jax,UndeTi00,kick_ret_td,0,,,,,
player,201010030jax,jax,UndeTi00,kick_ret_long,39,,,,,
player,201010030jax,jax,UndeTi00,punt_ret,0,,,,,
player,201010030jax,jax,UndeTi00,punt_ret_yds,0,,,,,
player,201010030jax,jax,UndeTi00,punt_ret_yds_per_ret,,,,,,
player,201010030jax,jax,UndeTi00,punt_ret_td,0,,,,,
player,201010030jax,jax,UndeTi00,punt_ret_long,0,,,,,
player,201010030jax,clt,vinatada01,xpm,4,,,,,
player,201010030jax,clt,vinatada01,xpa,4,,,,,
player,201010030jax,clt,vinatada01,fgm,,,,,,
player,201010030jax,clt,vinatada01,fga,,,,,,
player,201010030jax,clt,vinatada01,punt,0,,,,,
player,201010030jax,clt,vinatada01,punt_yds,0,,,,,
player,201010030jax,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201010030jax,clt,vinatada01,punt_long,0,,,,,
player,201010030jax,clt,McAfPa44,xpm,,,,,,
player,201010030jax,clt,McAfPa44,xpa,,,,,,
player,201010030jax,clt,McAfPa44,fgm,,,,,,
player,201010030jax,clt,McAfPa44,fga,,,,,,
player,201010030jax,clt,McAfPa44,punt,2,,,,,
player,201010030jax,clt,McAfPa44,punt_yds,110,,,,,
player,201010030jax,clt,McAfPa44,punt_yds_per_punt,55.0,,,,,
player,201010030jax,clt,McAfPa44,punt_long,66,,,,,
player,201010030jax,jax,scobejos01,xpm,4,,,,,
player,201010030jax,jax,scobejos01,xpa,4,,,,,
player,201010030jax,jax,scobejos01,fgm,1,,,,,
player,201010030jax,jax,scobejos01,fga,1,,,,,
player,201010030jax,jax,scobejos01,punt,0,,,,,
player,201010030jax,jax,scobejos01,punt_yds,0,,,,,
player,201010030jax,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201010030jax,jax,scobejos01,punt_long,0,,,,,
player,201010030jax,jax,PodlAd20,xpm,,,,,,
player,201010030jax,jax,PodlAd20,xpa,,,,,,
player,201010030jax,jax,PodlAd20,fgm,,,,,,
player,201010030jax,jax,PodlAd20,fga,,,,,,
player,201010030jax,jax,PodlAd20,punt,4,,,,,
player,201010030jax,jax,PodlAd20,punt_yds,170,,,,,
player,201010030jax,jax,PodlAd20,punt_yds_per_punt,42.5,,,,,
player,201010030jax,jax,PodlAd20,punt_long,47,,,,,
