game,2010,4,20101003,201010030jax,clt,"Indianapolis Colts",28,jax,"Jacksonville Jaguars",31
player,201010030jax,clt,AddaJo00,pass_td,0,,,,,
player,201010030jax,clt,AddaJo00,pass_int,0,,,,,
player,201010030jax,clt,AddaJo00,pass_sacked,,,,,,
player,201010030jax,clt,AddaJo00,pass_sacked_yds,,,,,,
player,201010030jax,clt,AddaJo00,pass_long,0,,,,,
player,201010030jax,clt,AddaJo00,pass_rating,,,,,,
player,201010030jax,clt,AddaJo00,rush_att,16,,,,,
player,201010030jax,clt,AddaJo00,rush_yds,63,,,,,
player,201010030jax,clt,AddaJo00,rush_td,2,,,,,
player,201010030jax,clt,AddaJo00,rush_long,7,,,,,
player,201010030jax,clt,AddaJo00,targets,3,,,,,
player,201010030jax,clt,AddaJo00,rec,3,,,,,
player,201010030jax,clt,AddaJo00,rec_yds,19,,,,,
player,201010030jax,clt,AddaJo00,rec_td,0,,,,,
player,201010030jax,clt,AddaJo00,rec_long,8,,,,,
player,201010030jax,clt,AddaJo00,fumbles,0,,,,,
player,201010030jax,clt,AddaJo00,fumbles_lost,,,,,,
player,201010030jax,clt,WaynRe00,pass_cmp,0,,,,,
player,201010030jax,clt,WaynRe00,pass_att,0,,,,,
player,201010030jax,clt,WaynRe00,pass_yds,0,,,,,
player,201010030jax,clt,WaynRe00,pass_td,0,,,,,
player,201010030jax,clt,WaynRe00,pass_int,0,,,,,
player,201010030jax,clt,WaynRe00,pass_sacked,,,,,,
player,201010030jax,clt,WaynRe00,pass_sacked_yds,,,,,,
player,201010030jax,clt,WaynRe00,pass_long,0,,,,,
player,201010030jax,clt,WaynRe00,pass_rating,,,,,,
player,201010030jax,clt,WaynRe00,rush_att,0,,,,,
player,201010030jax,clt,WaynRe00,rush_yds,0,,,,,
player,201010030jax,clt,WaynRe00,rush_td,0,,,,,
player,201010030jax,clt,WaynRe00,rush_long,0,,,,,
player,201010030jax,clt,WaynRe00,targets,19,,,,,
player,201010030jax,clt,WaynRe00,rec,15,,,,,
player,201010030jax,clt,WaynRe00,rec_yds,196,,,,,
player,201010030jax,clt,WaynRe00,rec_td,0,,,,,
player,201010030jax,clt,WaynRe00,rec_long,42,,,,,
player,201010030jax,clt,WaynRe00,fumbles,1,,,,,
player,201010030jax,clt,WaynRe00,fumbles_lost,1,,,,,
player,201010030jax,clt,ClarDa00,pass_cmp,0,,,,,
player,201010030jax,clt,ClarDa00,pass_att,0,,,,,
player,201010030jax,clt,ClarDa00,pass_yds,0,,,,,
player,201010030jax,clt,ClarDa00,pass_td,0,,,,,
player,201010030jax,clt,ClarDa00,pass_int,0,,,,,
player,201010030jax,clt,ClarDa00,pass_sacked,,,,,,
player,201010030jax,clt,ClarDa00,pass_sacked_yds,,,,,,
player,201010030jax,clt,ClarDa00,pass_long,0,,,,,
player,201010030jax,clt,ClarDa00,pass_rating,,,,,,
player,201010030jax,clt,ClarDa00,rush_att,0,,,,,
player,201010030jax,clt,ClarDa00,rush_yds,0,,,,,
player,201010030jax,clt,ClarDa00,rush_td,0,,,,,
player,201010030jax,clt,ClarDa00,rush_long,0,,,,,
player,201010030jax,clt,ClarDa00,targets,11,,,,,
player,201010030jax,clt,ClarDa00,rec,7,,,,,
player,201010030jax,clt,ClarDa00,rec_yds,68,,,,,
player,201010030jax,clt,ClarDa00,rec_td,1,,,,,
player,201010030jax,clt,ClarDa00,rec_long,16,,,,,
player,201010030jax,clt,ClarDa00,fumbles,0,,,,,
player,201010030jax,clt,ClarDa00,fumbles_lost,,,,,,
player,201010030jax,clt,CollAu00,pass_cmp,0,,,,,
player,201010030jax,clt,CollAu00,pass_att,0,,,,,
player,201010030jax,clt,CollAu00,pass_yds,0,,,,,
player,201010030jax,clt,CollAu00,pass_td,0,,,,,
player,201010030jax,clt,CollAu00,pass_int,0,,,,,
player,201010030jax,clt,CollAu00,pass_sacked,,,,,,
player,201010030jax,clt,CollAu00,pass_sacked_yds,,,,,,
player,201010030jax,clt,CollAu00,pass_long,0,,,,,
player,201010030jax,clt,CollAu00,pass_rating,,,,,,
player,201010030jax,clt,CollAu00,rush_att,0,,,,,
player,201010030jax,clt,CollAu00,rush_yds,0,,,,,
player,201010030jax,clt,CollAu00,rush_td,0,,,,,
player,201010030jax,clt,CollAu00,rush_long,0,,,,,
player,201010030jax,clt,CollAu00,targets,7,,,,,
player,201010030jax,clt,CollAu00,rec,5,,,,,
player,201010030jax,clt,CollAu00,rec_yds,39,,,,,
player,201010030jax,clt,CollAu00,rec_td,1,,,,,
player,201010030jax,clt,CollAu00,rec_long,14,,,,,
player,201010030jax,clt,CollAu00,fumbles,0,,,,,
player,201010030jax,clt,CollAu00,fumbles_lost,,,,,,
player,201010030jax,clt,WhitBl00,pass_cmp,0,,,,,
player,201010030jax,clt,WhitBl00,pass_att,0,,,,,
player,201010030jax,clt,WhitBl00,pass_yds,0,,,,,
player,201010030jax,clt,WhitBl00,pass_td,0,,,,,
player,201010030jax,clt,WhitBl00,pass_int,0,,,,,
player,201010030jax,clt,WhitBl00,pass_sacked,,,,,,
player,201010030jax,clt,WhitBl00,pass_sacked_yds,,,,,,
player,201010030jax,clt,WhitBl00,pass_long,0,,,,,
player,201010030jax,clt,WhitBl00,pass_rating,,,,,,
player,201010030jax,clt,WhitBl00,rush_att,0,,,,,
player,201010030jax,clt,WhitBl00,rush_yds,0,,,,,
player,201010030jax,clt,WhitBl00,rush_td,0,,,,,
player,201010030jax,clt,WhitBl00,rush_long,0,,,,,
player,201010030jax,clt,WhitBl00,targets,4,,,,,
player,201010030jax,clt,WhitBl00,rec,2,,,,,
player,201010030jax,clt,WhitBl00,rec_yds,20,,,,,
player,201010030jax,clt,WhitBl00,rec_td,0,,,,,
player,201010030jax,clt,WhitBl00,rec_long,14,,,,,
player,201010030jax,clt,WhitBl00,fumbles,0,,,,,
player,201010030jax,clt,WhitBl00,fumbles_lost,,,,,,
player,201010030jax,clt,EldrBr00,pass_cmp,0,,,,,
player,201010030jax,clt,EldrBr00,pass_att,0,,,,,
player,201010030jax,clt,EldrBr00,pass_yds,0,,,,,
player,201010030jax,clt,EldrBr00,pass_td,0,,,,,
player,201010030jax,clt,EldrBr00,pass_int,0,,,,,
player,201010030jax,clt,EldrBr00,pass_sacked,,,,,,
player,201010030jax,clt,EldrBr00,pass_sacked_yds,,,,,,
player,201010030jax,clt,EldrBr00,pass_long,0,,,,,
player,201010030jax,clt,EldrBr00,pass_rating,,,,,,
player,201010030jax,clt,EldrBr00,rush_att,0,,,,,
player,201010030jax,clt,EldrBr00,rush_yds,0,,,,,
player,201010030jax,clt,EldrBr00,rush_td,0,,,,,
player,201010030jax,clt,EldrBr00,rush_long,0,,,,,
player,201010030jax,clt,EldrBr00,targets,2,,,,,
player,201010030jax,clt,EldrBr00,rec,1,,,,,
player,201010030jax,clt,EldrBr00,rec_yds,10,,,,,
player,201010030jax,clt,EldrBr00,rec_td,0,,,,,
player,201010030jax,clt,EldrBr00,rec_long,10,,,,,
player,201010030jax,clt,EldrBr00,fumbles,0,,,,,
player,201010030jax,clt,EldrBr00,fumbles_lost,,,,,,
player,201010030jax,clt,HartMi00,pass_cmp,0,,,,,
player,201010030jax,clt,HartMi00,pass_att,0,,,,,
player,201010030jax,clt,HartMi00,pass_yds,0,,,,,
player,201010030jax,clt,HartMi00,pass_td,0,,,,,
player,201010030jax,clt,HartMi00,pass_int,0,,,,,
player,201010030jax,clt,HartMi00,pass_sacked,,,,,,
player,201010030jax,clt,HartMi00,pass_sacked_yds,,,,,,
player,201010030jax,clt,HartMi00,pass_long,0,,,,,
player,201010030jax,clt,HartMi00,pass_rating,,,,,,
player,201010030jax,clt,HartMi00,rush_att,2,,,,,
player,201010030jax,clt,HartMi00,rush_yds,-4,,,,,
player,201010030jax,clt,HartMi00,rush_td,0,,,,,
player,201010030jax,clt,HartMi00,rush_long,2,,,,,
player,201010030jax,clt,HartMi00,targets,0,,,,,
player,201010030jax,clt,HartMi00,rec,0,,,,,
player,201010030jax,clt,HartMi00,rec_yds,0,,,,,
player,201010030jax,clt,HartMi00,rec_td,0,,,,,
player,201010030jax,clt,HartMi00,rec_long,0,,,,,
player,201010030jax,clt,HartMi00,fumbles,0,,,,,
player,201010030jax,clt,HartMi00,fumbles_lost,,,,,,
player,201010030jax,jax,GarrDa00,pass_cmp,17,,,,,
player,201010030jax,jax,GarrDa00,pass_att,22,,,,,
player,201010030jax,jax,GarrDa00,pass_yds,163,,,,,
player,201010030jax,jax,GarrDa00,pass_td,2,,,,,
player,201010030jax,jax,GarrDa00,pass_int,0,,,,,
player,201010030jax,jax,GarrDa00,pass_sacked,0,,,,,
player,201010030jax,jax,GarrDa00,pass_sacked_yds,0,,,,,
player,201010030jax,jax,GarrDa00,pass_long,22,,,,,
player,201010030jax,jax,GarrDa00,pass_rating,127.7,,,,,
player,201010030jax,jax,GarrDa00,rush_att,5,,,,,
player,201010030jax,jax,GarrDa00,rush_yds,44,,,,,
player,201010030jax,jax,GarrDa00,rush_td,1,,,,,
player,201010030jax,jax,GarrDa00,rush_long,25,,,,,
player,201010030jax,jax,GarrDa00,targets,0,,,,,
player,201010030jax,jax,GarrDa00,rec,0,,,,,
player,201010030jax,jax,GarrDa00,rec_yds,0,,,,,
player,201010030jax,jax,GarrDa00,rec_td,0,,,,,
player,201010030jax,jax,GarrDa00,rec_long,0,,,,,
player,201010030jax,jax,GarrDa00,fumbles,0,,,,,
player,201010030jax,jax,GarrDa00,fumbles_lost,,,,,,
player,201010030jax,jax,DrewMa00,pass_cmp,0,,,,,
player,201010030jax,jax,DrewMa00,pass_att,0,,,,,
player,201010030jax,jax,DrewMa00,pass_yds,0,,,,,
player,201010030jax,jax,DrewMa00,pass_td,0,,,,,
player,201010030jax,jax,DrewMa00,pass_int,0,,,,,
player,201010030jax,jax,DrewMa00,pass_sacked,0,,,,,
player,201010030jax,jax,DrewMa00,pass_sacked_yds,,,,,,
player,201010030jax,jax,DrewMa00,pass_long,0,,,,,
player,201010030jax,jax,DrewMa00,pass_rating,,,,,,
player,201010030jax,jax,DrewMa00,rush_att,26,,,,,
player,201010030jax,jax,DrewMa00,rush_yds,105,,,,,
player,201010030jax,jax,DrewMa00,rush_td,1,,,,,
player,201010030jax,jax,DrewMa00,rush_long,14,,,,,
player,201010030jax,jax,DrewMa00,targets,2,,,,,
player,201010030jax,jax,DrewMa00,rec,2,,,,,
player,201010030jax,jax,DrewMa00,rec_yds,16,,,,,
player,201010030jax,jax,DrewMa00,rec_td,1,,,,,
player,201010030jax,jax,DrewMa00,rec_long,8,,,,,
player,201010030jax,jax,DrewMa00,fumbles,0,,,,,
player,201010030jax,jax,DrewMa00,fumbles_lost,,,,,,
player,201010030jax,jax,ThomMi01,pass_cmp,0,,,,,
player,201010030jax,jax,ThomMi01,pass_att,0,,,,,
player,201010030jax,jax,ThomMi01,pass_yds,0,,,,,
player,201010030jax,jax,ThomMi01,pass_td,0,,,,,
player,201010030jax,jax,ThomMi01,pass_int,0,,,,,
player,201010030jax,jax,ThomMi01,pass_sacked,,,,,,
player,201010030jax,jax,ThomMi01,pass_sacked_yds,,,,,,
player,201010030jax,jax,ThomMi01,pass_long,0,,,,,
player,201010030jax,jax,ThomMi01,pass_rating,,,,,,
player,201010030jax,jax,ThomMi01,rush_att,1,,,,,
player,201010030jax,jax,ThomMi01,rush_yds,19,,,,,
player,201010030jax,jax,ThomMi01,rush_td,0,,,,,
player,201010030jax,jax,ThomMi01,rush_long,19,,,,,
player,201010030jax,jax,ThomMi01,targets,7,,,,,
player,201010030jax,jax,ThomMi01,rec,5,,,,,
player,201010030jax,jax,ThomMi01,rec_yds,68,,,,,
player,201010030jax,jax,ThomMi01,rec_td,0,,,,,
player,201010030jax,jax,ThomMi01,rec_long,21,,,,,
player,201010030jax,jax,ThomMi01,fumbles,0,,,,,
player,201010030jax,jax,ThomMi01,fumbles_lost,,,,,,
player,201010030jax,jax,JennRa00,pass_cmp,0,,,,,
player,201010030jax,jax,JennRa00,pass_att,0,,,,,
player,201010030jax,jax,JennRa00,pass_yds,0,,,,,
player,201010030jax,jax,JennRa00,pass_td,0,,,,,
player,201010030jax,jax,JennRa00,pass_int,0,,,,,
player,201010030jax,jax,JennRa00,pass_sacked,,,,,,
player,201010030jax,jax,JennRa00,pass_sacked_yds,,,,,,
player,201010030jax,jax,JennRa00,pass_long,0,,,,,
player,201010030jax,jax,JennRa00,pass_rating,,,,,,
player,201010030jax,jax,JennRa00,rush_att,3,,,,,
player,201010030jax,jax,JennRa00,rush_yds,6,,,,,
player,201010030jax,jax,JennRa00,rush_td,0,,,,,
player,201010030jax,jax,JennRa00,rush_long,4,,,,,
player,201010030jax,jax,JennRa00,targets,2,,,,,
player,201010030jax,jax,JennRa00,rec,2,,,,,
player,201010030jax,jax,JennRa00,rec_yds,9,,,,,
player,201010030jax,jax,JennRa00,rec_td,0,,,,,
player,201010030jax,jax,JennRa00,rec_long,6,,,,,
player,201010030jax,jax,JennRa00,fumbles,0,,,,,
player,201010030jax,jax,JennRa00,fumbles_lost,,,,,,
player,201010030jax,jax,UndeTi00,pass_cmp,0,,,,,
player,201010030jax,jax,UndeTi00,pass_att,0,,,,,
player,201010030jax,jax,UndeTi00,pass_yds,0,,,,,
player,201010030jax,jax,UndeTi00,pass_td,0,,,,,
player,201010030jax,jax,UndeTi00,pass_int,0,,,,,
player,201010030jax,jax,UndeTi00,pass_sacked,,,,,,
player,201010030jax,jax,UndeTi00,pass_sacked_yds,,,,,,
player,201010030jax,jax,UndeTi00,pass_long,0,,,,,
player,201010030jax,jax,UndeTi00,pass_rating,,,,,,
player,201010030jax,jax,UndeTi00,rush_att,0,,,,,
player,201010030jax,jax,UndeTi00,rush_yds,0,,,,,
player,201010030jax,jax,UndeTi00,rush_td,0,,,,,
player,201010030jax,jax,UndeTi00,rush_long,0,,,,,
player,201010030jax,jax,UndeTi00,targets,5,,,,,
player,201010030jax,jax,UndeTi00,rec,3,,,,,
player,201010030jax,jax,UndeTi00,rec_yds,41,,,,,
player,201010030jax,jax,UndeTi00,rec_td,0,,,,,
player,201010030jax,jax,UndeTi00,rec_long,22,,,,,
player,201010030jax,jax,UndeTi00,fumbles,0,,,,,
player,201010030jax,jax,UndeTi00,fumbles_lost,,,,,,
player,201010030jax,jax,LewiMa00,pass_cmp,0,,,,,
player,201010030jax,jax,LewiMa00,pass_att,0,,,,,
player,201010030jax,jax,LewiMa00,pass_yds,0,,,,,
player,201010030jax,jax,LewiMa00,pass_td,0,,,,,
player,201010030jax,jax,LewiMa00,pass_int,0,,,,,
player,201010030jax,jax,LewiMa00,pass_sacked,,,,,,
player,201010030jax,jax,LewiMa00,pass_sacked_yds,,,,,,
player,201010030jax,jax,LewiMa00,pass_long,0,,,,,
player,201010030jax,jax,LewiMa00,pass_rating,,,,,,
player,201010030jax,jax,LewiMa00,rush_att,0,,,,,
player,201010030jax,jax,LewiMa00,rush_yds,0,,,,,
player,201010030jax,jax,LewiMa00,rush_td,0,,,,,
player,201010030jax,jax,LewiMa00,rush_long,0,,,,,
player,201010030jax,jax,LewiMa00,targets,2,,,,,
player,201010030jax,jax,LewiMa00,rec,2,,,,,
player,201010030jax,jax,LewiMa00,rec_yds,22,,,,,
player,201010030jax,jax,LewiMa00,rec_td,1,,,,,
player,201010030jax,jax,LewiMa00,rec_long,15,,,,,
player,201010030jax,jax,LewiMa00,fumbles,0,,,,,
player,201010030jax,jax,LewiMa00,fumbles_lost,,,,,,
player,201010030jax,jax,JoneGr01,pass_cmp,0,,,,,
player,201010030jax,jax,JoneGr01,pass_att,0,,,,,
player,201010030jax,jax,JoneGr01,pass_yds,0,,,,,
player,201010030jax,jax,JoneGr01,pass_td,0,,,,,
player,201010030jax,jax,JoneGr01,pass_int,0,,,,,
player,201010030jax,jax,JoneGr01,pass_sacked,,,,,,
player,201010030jax,jax,JoneGr01,pass_sacked_yds,,,,,,
player,201010030jax,jax,JoneGr01,pass_long,0,,,,,
player,201010030jax,jax,JoneGr01,pass_rating,,,,,,
player,201010030jax,jax,JoneGr01,rush_att,0,,,,,
player,201010030jax,jax,JoneGr01,rush_yds,0,,,,,
player,201010030jax,jax,JoneGr01,rush_td,0,,,,,
player,201010030jax,jax,JoneGr01,rush_long,0,,,,,
player,201010030jax,jax,JoneGr01,targets,2,,,,,
player,201010030jax,jax,JoneGr01,rec,2,,,,,
player,201010030jax,jax,JoneGr01,rec_yds,4,,,,,
player,201010030jax,jax,JoneGr01,rec_td,0,,,,,
player,201010030jax,jax,JoneGr01,rec_long,6,,,,,
player,201010030jax,jax,JoneGr01,fumbles,0,,,,,
player,201010030jax,jax,JoneGr01,fumbles_lost,,,,,,
player,201010030jax,jax,OsgoKa00,pass_cmp,0,,,,,
player,201010030jax,jax,OsgoKa00,pass_att,0,,,,,
player,201010030jax,jax,OsgoKa00,pass_yds,0,,,,,
player,201010030jax,jax,OsgoKa00,pass_td,0,,,,,
player,201010030jax,jax,OsgoKa00,pass_int,0,,,,,
player,201010030jax,jax,OsgoKa00,pass_sacked,,,,,,
player,201010030jax,jax,OsgoKa00,pass_sacked_yds,,,,,,
player,201010030jax,jax,OsgoKa00,pass_long,0,,,,,
player,201010030jax,jax,OsgoKa00,pass_rating,,,,,,
player,201010030jax,jax,OsgoKa00,rush_att,0,,,,,
player,201010030jax,jax,OsgoKa00,rush_yds,0,,,,,
player,201010030jax,jax,OsgoKa00,rush_td,0,,,,,
player,201010030jax,jax,OsgoKa00,rush_long,0,,,,,
player,201010030jax,jax,OsgoKa00,targets,1,,,,,
player,201010030jax,jax,OsgoKa00,rec,1,,,,,
player,201010030jax,jax,OsgoKa00,rec_yds,3,,,,,
player,201010030jax,jax,OsgoKa00,rec_td,0,,,,,
player,201010030jax,jax,OsgoKa00,rec_long,3,,,,,
player,201010030jax,jax,OsgoKa00,fumbles,0,,,,,
player,201010030jax,jax,OsgoKa00,fumbles_lost,,,,,,
player,201010030jax,jax,WalkMi01,pass_cmp,,,,,,
player,201010030jax,jax,WalkMi01,pass_att,,,,,,
player,201010030jax,jax,WalkMi01,pass_yds,,,,,,
player,201010030jax,jax,WalkMi01,pass_td,,,,,,
player,201010030jax,jax,WalkMi01,pass_int,,,,,,
player,201010030jax,jax,WalkMi01,pass_sacked,,,,,,
player,201010030jax,jax,WalkMi01,pass_sacked_yds,,,,,,
player,201010030jax,jax,WalkMi01,pass_long,,,,,,
player,201010030jax,jax,WalkMi01,pass_rating,,,,,,
player,201010030jax,jax,WalkMi01,rush_att,,,,,,
player,201010030jax,jax,WalkMi01,rush_yds,,,,,,
player,201010030jax,jax,WalkMi01,rush_td,,,,,,
player,201010030jax,jax,WalkMi01,rush_long,,,,,,
player,201010030jax,jax,WalkMi01,targets,1,,,,,
player,201010030jax,jax,WalkMi01,rec,0,,,,,
player,201010030jax,jax,WalkMi01,rec_yds,0,,,,,
player,201010030jax,jax,WalkMi01,rec_td,0,,,,,
player,201010030jax,jax,WalkMi01,rec_long,,,,,,
player,201010030jax,jax,WalkMi01,fumbles,,,,,,
player,201010030jax,jax,WalkMi01,fumbles_lost,,,,,,
player,201010030jax,clt,BracGa20,def_int,0,,,,,
player,201010030jax,clt,BracGa20,def_int_yds,0,,,,,
player,201010030jax,clt,BracGa20,def_int_td,0,,,,,
player,201010030jax,clt,BracGa20,def_int_long,0,,,,,
player,201010030jax,clt,BracGa20,pass_defended,0,,,,,
player,201010030jax,clt,BracGa20,sacks,0.0,,,,,
player,201010030jax,clt,BracGa20,tackles_combined,8,,,,,
player,201010030jax,clt,BracGa20,tackles_solo,8,,,,,
player,201010030jax,clt,BracGa20,tackles_assists,0,,,,,
player,201010030jax,clt,BracGa20,tackles_loss,1,,,,,
player,201010030jax,clt,BracGa20,qb_hits,0,,,,,
player,201010030jax,clt,BracGa20,fumbles_rec,0,,,,,
player,201010030jax,clt,BracGa20,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,BracGa20,fumbles_rec_td,0,,,,,
player,201010030jax,clt,BracGa20,fumbles_forced,0,,,,,
player,201010030jax,clt,BullMe99,def_int,0,,,,,
player,201010030jax,clt,BullMe99,def_int_yds,0,,,,,
player,201010030jax,clt,BullMe99,def_int_td,0,,,,,
player,201010030jax,clt,BullMe99,def_int_long,0,,,,,
player,201010030jax,clt,BullMe99,pass_defended,0,,,,,
player,201010030jax,clt,BullMe99,sacks,0.0,,,,,
player,201010030jax,clt,BullMe99,tackles_combined,4,,,,,
player,201010030jax,clt,BullMe99,tackles_solo,3,,,,,
player,201010030jax,clt,BullMe99,tackles_assists,1,,,,,
player,201010030jax,clt,BullMe99,tackles_loss,0,,,,,
player,201010030jax,clt,BullMe99,qb_hits,0,,,,,
player,201010030jax,clt,BullMe99,fumbles_rec,0,,,,,
player,201010030jax,clt,BullMe99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,BullMe99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,BullMe99,fumbles_forced,0,,,,,
player,201010030jax,clt,MoalFi99,def_int,0,,,,,
player,201010030jax,clt,MoalFi99,def_int_yds,0,,,,,
player,201010030jax,clt,MoalFi99,def_int_td,0,,,,,
player,201010030jax,clt,MoalFi99,def_int_long,0,,,,,
player,201010030jax,clt,MoalFi99,pass_defended,0,,,,,
player,201010030jax,clt,MoalFi99,sacks,0.0,,,,,
player,201010030jax,clt,MoalFi99,tackles_combined,4,,,,,
player,201010030jax,clt,MoalFi99,tackles_solo,4,,,,,
player,201010030jax,clt,MoalFi99,tackles_assists,0,,,,,
player,201010030jax,clt,MoalFi99,tackles_loss,0,,,,,
player,201010030jax,clt,MoalFi99,qb_hits,0,,,,,
player,201010030jax,clt,MoalFi99,fumbles_rec,0,,,,,
player,201010030jax,clt,MoalFi99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,MoalFi99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,MoalFi99,fumbles_forced,0,,,,,
player,201010030jax,clt,PoweJe99,def_int,0,,,,,
player,201010030jax,clt,PoweJe99,def_int_yds,0,,,,,
player,201010030jax,clt,PoweJe99,def_int_td,0,,,,,
player,201010030jax,clt,PoweJe99,def_int_long,0,,,,,
player,201010030jax,clt,PoweJe99,pass_defended,0,,,,,
player,201010030jax,clt,PoweJe99,sacks,0.0,,,,,
player,201010030jax,clt,PoweJe99,tackles_combined,4,,,,,
player,201010030jax,clt,PoweJe99,tackles_solo,4,,,,,
player,201010030jax,clt,PoweJe99,tackles_assists,0,,,,,
player,201010030jax,clt,PoweJe99,tackles_loss,1,,,,,
player,201010030jax,clt,PoweJe99,qb_hits,0,,,,,
player,201010030jax,clt,PoweJe99,fumbles_rec,0,,,,,
player,201010030jax,clt,PoweJe99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,PoweJe99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,PoweJe99,fumbles_forced,0,,,,,
player,201010030jax,clt,SessCl99,def_int,0,,,,,
player,201010030jax,clt,SessCl99,def_int_yds,0,,,,,
player,201010030jax,clt,SessCl99,def_int_td,0,,,,,
player,201010030jax,clt,SessCl99,def_int_long,0,,,,,
player,201010030jax,clt,SessCl99,pass_defended,0,,,,,
player,201010030jax,clt,SessCl99,sacks,0.0,,,,,
player,201010030jax,clt,SessCl99,tackles_combined,4,,,,,
player,201010030jax,clt,SessCl99,tackles_solo,4,,,,,
player,201010030jax,clt,SessCl99,tackles_assists,0,,,,,
player,201010030jax,clt,SessCl99,tackles_loss,0,,,,,
player,201010030jax,clt,SessCl99,qb_hits,0,,,,,
player,201010030jax,clt,SessCl99,fumbles_rec,0,,,,,
player,201010030jax,clt,SessCl99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,SessCl99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,SessCl99,fumbles_forced,0,,,,,
player,201010030jax,clt,WheePh99,def_int,0,,,,,
player,201010030jax,clt,WheePh99,def_int_yds,0,,,,,
player,201010030jax,clt,WheePh99,def_int_td,0,,,,,
player,201010030jax,clt,WheePh99,def_int_long,0,,,,,
player,201010030jax,clt,WheePh99,pass_defended,0,,,,,
player,201010030jax,clt,WheePh99,sacks,0.0,,,,,
player,201010030jax,clt,WheePh99,tackles_combined,4,,,,,
player,201010030jax,clt,WheePh99,tackles_solo,4,,,,,
player,201010030jax,clt,WheePh99,tackles_assists,0,,,,,
player,201010030jax,clt,WheePh99,tackles_loss,0,,,,,
player,201010030jax,clt,WheePh99,qb_hits,0,,,,,
player,201010030jax,clt,WheePh99,fumbles_rec,0,,,,,
player,201010030jax,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201010030jax,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201010030jax,clt,WheePh99,fumbles_forced,0,,,,,
player,201010030jax,clt,BethAn20,def_int,0,,,,,
player,201010030jax,clt,BethAn20,def_int_yds,0,,,,,
