game,2010,6,20101017,201010170min,dal,"Dallas Cowboys",21,min,"Minnesota Vikings",24
player,201010170min,min,CamaGr00,kick_ret_yds,0,,,,,
player,201010170min,min,CamaGr00,kick_ret_yds_per_ret,,,,,,
player,201010170min,min,CamaGr00,kick_ret_td,0,,,,,
player,201010170min,min,CamaGr00,kick_ret_long,0,,,,,
player,201010170min,min,CamaGr00,punt_ret,4,,,,,
player,201010170min,min,CamaGr00,punt_ret_yds,24,,,,,
player,201010170min,min,CamaGr00,punt_ret_yds_per_ret,6.0,,,,,
player,201010170min,min,CamaGr00,punt_ret_td,0,,,,,
player,201010170min,min,CamaGr00,punt_ret_long,10,,,,,
player,201010170min,min,HarvPe00,kick_ret,3,,,,,
player,201010170min,min,HarvPe00,kick_ret_yds,134,,,,,
player,201010170min,min,HarvPe00,kick_ret_yds_per_ret,44.7,,,,,
player,201010170min,min,HarvPe00,kick_ret_td,1,,,,,
player,201010170min,min,HarvPe00,kick_ret_long,95,,,,,
player,201010170min,min,HarvPe00,punt_ret,0,,,,,
player,201010170min,min,HarvPe00,punt_ret_yds,0,,,,,
player,201010170min,min,HarvPe00,punt_ret_yds_per_ret,,,,,,
player,201010170min,min,HarvPe00,punt_ret_td,0,,,,,
player,201010170min,min,HarvPe00,punt_ret_long,0,,,,,
player,201010170min,dal,BuehDa44,xpm,3,,,,,
player,201010170min,dal,BuehDa44,xpa,3,,,,,
player,201010170min,dal,BuehDa44,fgm,,,,,,
player,201010170min,dal,BuehDa44,fga,,,,,,
player,201010170min,dal,BuehDa44,punt,0,,,,,
player,201010170min,dal,BuehDa44,punt_yds,0,,,,,
player,201010170min,dal,BuehDa44,punt_yds_per_punt,,,,,,
player,201010170min,dal,BuehDa44,punt_long,0,,,,,
player,201010170min,dal,McBrMa20,xpm,,,,,,
player,201010170min,dal,McBrMa20,xpa,,,,,,
player,201010170min,dal,McBrMa20,fgm,,,,,,
player,201010170min,dal,McBrMa20,fga,,,,,,
player,201010170min,dal,McBrMa20,punt,5,,,,,
player,201010170min,dal,McBrMa20,punt_yds,244,,,,,
player,201010170min,dal,McBrMa20,punt_yds_per_punt,48.8,,,,,
player,201010170min,dal,McBrMa20,punt_long,60,,,,,
player,201010170min,min,longwrya01,xpm,3,,,,,
player,201010170min,min,longwrya01,xpa,3,,,,,
player,201010170min,min,longwrya01,fgm,1,,,,,
player,201010170min,min,longwrya01,fga,1,,,,,
player,201010170min,min,longwrya01,punt,0,,,,,
player,201010170min,min,longwrya01,punt_yds,0,,,,,
player,201010170min,min,longwrya01,punt_yds_per_punt,,,,,,
player,201010170min,min,longwrya01,punt_long,0,,,,,
player,201010170min,min,KluwCh20,xpm,,,,,,
player,201010170min,min,KluwCh20,xpa,,,,,,
player,201010170min,min,KluwCh20,fgm,,,,,,
player,201010170min,min,KluwCh20,fga,,,,,,
player,201010170min,min,KluwCh20,punt,5,,,,,
player,201010170min,min,KluwCh20,punt_yds,212,,,,,
player,201010170min,min,KluwCh20,punt_yds_per_punt,42.4,,,,,
player,201010170min,min,KluwCh20,punt_long,53,,,,,
