game,2010,12,20101128,201011280chi,phi,"Philadelphia Eagles",26,chi,"Chicago Bears",31
player,201011280chi,phi,BuckEl00,rec_yds,0,,,,,
player,201011280chi,phi,BuckEl00,rec_td,0,,,,,
player,201011280chi,phi,BuckEl00,rec_long,0,,,,,
player,201011280chi,phi,BuckEl00,fumbles,0,,,,,
player,201011280chi,phi,BuckEl00,fumbles_lost,,,,,,
player,201011280chi,phi,HarrJe00,pass_cmp,0,,,,,
player,201011280chi,phi,HarrJe00,pass_att,0,,,,,
player,201011280chi,phi,HarrJe00,pass_yds,0,,,,,
player,201011280chi,phi,HarrJe00,pass_td,0,,,,,
player,201011280chi,phi,HarrJe00,pass_int,0,,,,,
player,201011280chi,phi,HarrJe00,pass_sacked,,,,,,
player,201011280chi,phi,HarrJe00,pass_sacked_yds,,,,,,
player,201011280chi,phi,HarrJe00,pass_long,0,,,,,
player,201011280chi,phi,HarrJe00,pass_rating,,,,,,
player,201011280chi,phi,HarrJe00,rush_att,1,,,,,
player,201011280chi,phi,HarrJe00,rush_yds,2,,,,,
player,201011280chi,phi,HarrJe00,rush_td,0,,,,,
player,201011280chi,phi,HarrJe00,rush_long,2,,,,,
player,201011280chi,phi,HarrJe00,targets,1,,,,,
player,201011280chi,phi,HarrJe00,rec,1,,,,,
player,201011280chi,phi,HarrJe00,rec_yds,4,,,,,
player,201011280chi,phi,HarrJe00,rec_td,0,,,,,
player,201011280chi,phi,HarrJe00,rec_long,4,,,,,
player,201011280chi,phi,HarrJe00,fumbles,0,,,,,
player,201011280chi,phi,HarrJe00,fumbles_lost,,,,,,
player,201011280chi,phi,AvanJa00,pass_cmp,0,,,,,
player,201011280chi,phi,AvanJa00,pass_att,0,,,,,
player,201011280chi,phi,AvanJa00,pass_yds,0,,,,,
player,201011280chi,phi,AvanJa00,pass_td,0,,,,,
player,201011280chi,phi,AvanJa00,pass_int,0,,,,,
player,201011280chi,phi,AvanJa00,pass_sacked,,,,,,
player,201011280chi,phi,AvanJa00,pass_sacked_yds,,,,,,
player,201011280chi,phi,AvanJa00,pass_long,0,,,,,
player,201011280chi,phi,AvanJa00,pass_rating,,,,,,
player,201011280chi,phi,AvanJa00,rush_att,0,,,,,
player,201011280chi,phi,AvanJa00,rush_yds,0,,,,,
player,201011280chi,phi,AvanJa00,rush_td,0,,,,,
player,201011280chi,phi,AvanJa00,rush_long,0,,,,,
player,201011280chi,phi,AvanJa00,targets,9,,,,,
player,201011280chi,phi,AvanJa00,rec,8,,,,,
player,201011280chi,phi,AvanJa00,rec_yds,83,,,,,
player,201011280chi,phi,AvanJa00,rec_td,0,,,,,
player,201011280chi,phi,AvanJa00,rec_long,22,,,,,
player,201011280chi,phi,AvanJa00,fumbles,0,,,,,
player,201011280chi,phi,AvanJa00,fumbles_lost,,,,,,
player,201011280chi,phi,CeleBr00,pass_cmp,0,,,,,
player,201011280chi,phi,CeleBr00,pass_att,0,,,,,
player,201011280chi,phi,CeleBr00,pass_yds,0,,,,,
player,201011280chi,phi,CeleBr00,pass_td,0,,,,,
player,201011280chi,phi,CeleBr00,pass_int,0,,,,,
player,201011280chi,phi,CeleBr00,pass_sacked,,,,,,
player,201011280chi,phi,CeleBr00,pass_sacked_yds,,,,,,
player,201011280chi,phi,CeleBr00,pass_long,0,,,,,
player,201011280chi,phi,CeleBr00,pass_rating,,,,,,
player,201011280chi,phi,CeleBr00,rush_att,0,,,,,
player,201011280chi,phi,CeleBr00,rush_yds,0,,,,,
player,201011280chi,phi,CeleBr00,rush_td,0,,,,,
player,201011280chi,phi,CeleBr00,rush_long,0,,,,,
player,201011280chi,phi,CeleBr00,targets,8,,,,,
player,201011280chi,phi,CeleBr00,rec,3,,,,,
player,201011280chi,phi,CeleBr00,rec_yds,50,,,,,
player,201011280chi,phi,CeleBr00,rec_td,1,,,,,
player,201011280chi,phi,CeleBr00,rec_long,30,,,,,
player,201011280chi,phi,CeleBr00,fumbles,0,,,,,
player,201011280chi,phi,CeleBr00,fumbles_lost,,,,,,
player,201011280chi,phi,MaclJe00,pass_cmp,0,,,,,
player,201011280chi,phi,MaclJe00,pass_att,0,,,,,
player,201011280chi,phi,MaclJe00,pass_yds,0,,,,,
player,201011280chi,phi,MaclJe00,pass_td,0,,,,,
player,201011280chi,phi,MaclJe00,pass_int,0,,,,,
player,201011280chi,phi,MaclJe00,pass_sacked,,,,,,
player,201011280chi,phi,MaclJe00,pass_sacked_yds,,,,,,
player,201011280chi,phi,MaclJe00,pass_long,0,,,,,
player,201011280chi,phi,MaclJe00,pass_rating,,,,,,
player,201011280chi,phi,MaclJe00,rush_att,0,,,,,
player,201011280chi,phi,MaclJe00,rush_yds,0,,,,,
player,201011280chi,phi,MaclJe00,rush_td,0,,,,,
player,201011280chi,phi,MaclJe00,rush_long,0,,,,,
player,201011280chi,phi,MaclJe00,targets,6,,,,,
player,201011280chi,phi,MaclJe00,rec,4,,,,,
player,201011280chi,phi,MaclJe00,rec_yds,47,,,,,
player,201011280chi,phi,MaclJe00,rec_td,1,,,,,
player,201011280chi,phi,MaclJe00,rec_long,24,,,,,
player,201011280chi,phi,MaclJe00,fumbles,0,,,,,
player,201011280chi,phi,MaclJe00,fumbles_lost,,,,,,
player,201011280chi,phi,CoopRi00,pass_cmp,0,,,,,
player,201011280chi,phi,CoopRi00,pass_att,0,,,,,
player,201011280chi,phi,CoopRi00,pass_yds,0,,,,,
player,201011280chi,phi,CoopRi00,pass_td,0,,,,,
player,201011280chi,phi,CoopRi00,pass_int,0,,,,,
player,201011280chi,phi,CoopRi00,pass_sacked,,,,,,
player,201011280chi,phi,CoopRi00,pass_sacked_yds,,,,,,
player,201011280chi,phi,CoopRi00,pass_long,0,,,,,
player,201011280chi,phi,CoopRi00,pass_rating,,,,,,
player,201011280chi,phi,CoopRi00,rush_att,0,,,,,
player,201011280chi,phi,CoopRi00,rush_yds,0,,,,,
player,201011280chi,phi,CoopRi00,rush_td,0,,,,,
player,201011280chi,phi,CoopRi00,rush_long,0,,,,,
player,201011280chi,phi,CoopRi00,targets,2,,,,,
player,201011280chi,phi,CoopRi00,rec,1,,,,,
player,201011280chi,phi,CoopRi00,rec_yds,29,,,,,
player,201011280chi,phi,CoopRi00,rec_td,0,,,,,
player,201011280chi,phi,CoopRi00,rec_long,29,,,,,
player,201011280chi,phi,CoopRi00,fumbles,0,,,,,
player,201011280chi,phi,CoopRi00,fumbles_lost,,,,,,
player,201011280chi,phi,HarbCl00,pass_cmp,0,,,,,
player,201011280chi,phi,HarbCl00,pass_att,0,,,,,
player,201011280chi,phi,HarbCl00,pass_yds,0,,,,,
player,201011280chi,phi,HarbCl00,pass_td,0,,,,,
player,201011280chi,phi,HarbCl00,pass_int,0,,,,,
player,201011280chi,phi,HarbCl00,pass_sacked,,,,,,
player,201011280chi,phi,HarbCl00,pass_sacked_yds,,,,,,
player,201011280chi,phi,HarbCl00,pass_long,0,,,,,
player,201011280chi,phi,HarbCl00,pass_rating,,,,,,
player,201011280chi,phi,HarbCl00,rush_att,0,,,,,
player,201011280chi,phi,HarbCl00,rush_yds,0,,,,,
player,201011280chi,phi,HarbCl00,rush_td,0,,,,,
player,201011280chi,phi,HarbCl00,rush_long,0,,,,,
player,201011280chi,phi,HarbCl00,targets,2,,,,,
player,201011280chi,phi,HarbCl00,rec,2,,,,,
player,201011280chi,phi,HarbCl00,rec_yds,27,,,,,
player,201011280chi,phi,HarbCl00,rec_td,0,,,,,
player,201011280chi,phi,HarbCl00,rec_long,24,,,,,
player,201011280chi,phi,HarbCl00,fumbles,0,,,,,
player,201011280chi,phi,HarbCl00,fumbles_lost,,,,,,
player,201011280chi,phi,SchmOw00,pass_cmp,,,,,,
player,201011280chi,phi,SchmOw00,pass_att,,,,,,
player,201011280chi,phi,SchmOw00,pass_yds,,,,,,
player,201011280chi,phi,SchmOw00,pass_td,,,,,,
player,201011280chi,phi,SchmOw00,pass_int,,,,,,
player,201011280chi,phi,SchmOw00,pass_sacked,,,,,,
player,201011280chi,phi,SchmOw00,pass_sacked_yds,,,,,,
player,201011280chi,phi,SchmOw00,pass_long,,,,,,
player,201011280chi,phi,SchmOw00,pass_rating,,,,,,
player,201011280chi,phi,SchmOw00,rush_att,,,,,,
player,201011280chi,phi,SchmOw00,rush_yds,,,,,,
player,201011280chi,phi,SchmOw00,rush_td,,,,,,
player,201011280chi,phi,SchmOw00,rush_long,,,,,,
player,201011280chi,phi,SchmOw00,targets,1,,,,,
player,201011280chi,phi,SchmOw00,rec,0,,,,,
player,201011280chi,phi,SchmOw00,rec_yds,0,,,,,
player,201011280chi,phi,SchmOw00,rec_td,0,,,,,
player,201011280chi,phi,SchmOw00,rec_long,,,,,,
player,201011280chi,phi,SchmOw00,fumbles,,,,,,
player,201011280chi,phi,SchmOw00,fumbles_lost,,,,,,
player,201011280chi,chi,CutlJa00,pass_cmp,14,,,,,
player,201011280chi,chi,CutlJa00,pass_att,21,,,,,
player,201011280chi,chi,CutlJa00,pass_yds,247,,,,,
player,201011280chi,chi,CutlJa00,pass_td,4,,,,,
player,201011280chi,chi,CutlJa00,pass_int,0,,,,,
player,201011280chi,chi,CutlJa00,pass_sacked,4,,,,,
player,201011280chi,chi,CutlJa00,pass_sacked_yds,29,,,,,
player,201011280chi,chi,CutlJa00,pass_long,39,,,,,
player,201011280chi,chi,CutlJa00,pass_rating,146.2,,,,,
player,201011280chi,chi,CutlJa00,rush_att,7,,,,,
player,201011280chi,chi,CutlJa00,rush_yds,17,,,,,
player,201011280chi,chi,CutlJa00,rush_td,0,,,,,
player,201011280chi,chi,CutlJa00,rush_long,12,,,,,
player,201011280chi,chi,CutlJa00,targets,0,,,,,
player,201011280chi,chi,CutlJa00,rec,0,,,,,
player,201011280chi,chi,CutlJa00,rec_yds,0,,,,,
player,201011280chi,chi,CutlJa00,rec_td,0,,,,,
player,201011280chi,chi,CutlJa00,rec_long,0,,,,,
player,201011280chi,chi,CutlJa00,fumbles,0,,,,,
player,201011280chi,chi,CutlJa00,fumbles_lost,,,,,,
player,201011280chi,chi,FortMa00,pass_cmp,0,,,,,
player,201011280chi,chi,FortMa00,pass_att,0,,,,,
player,201011280chi,chi,FortMa00,pass_yds,0,,,,,
player,201011280chi,chi,FortMa00,pass_td,0,,,,,
player,201011280chi,chi,FortMa00,pass_int,0,,,,,
player,201011280chi,chi,FortMa00,pass_sacked,,,,,,
player,201011280chi,chi,FortMa00,pass_sacked_yds,,,,,,
player,201011280chi,chi,FortMa00,pass_long,0,,,,,
player,201011280chi,chi,FortMa00,pass_rating,,,,,,
player,201011280chi,chi,FortMa00,rush_att,14,,,,,
player,201011280chi,chi,FortMa00,rush_yds,117,,,,,
player,201011280chi,chi,FortMa00,rush_td,0,,,,,
player,201011280chi,chi,FortMa00,rush_long,61,,,,,
player,201011280chi,chi,FortMa00,targets,3,,,,,
player,201011280chi,chi,FortMa00,rec,2,,,,,
player,201011280chi,chi,FortMa00,rec_yds,22,,,,,
player,201011280chi,chi,FortMa00,rec_td,0,,,,,
player,201011280chi,chi,FortMa00,rec_long,16,,,,,
player,201011280chi,chi,FortMa00,fumbles,0,,,,,
player,201011280chi,chi,FortMa00,fumbles_lost,,,,,,
player,201011280chi,chi,HestDe99,pass_cmp,0,,,,,
player,201011280chi,chi,HestDe99,pass_att,0,,,,,
player,201011280chi,chi,HestDe99,pass_yds,0,,,,,
player,201011280chi,chi,HestDe99,pass_td,0,,,,,
player,201011280chi,chi,HestDe99,pass_int,0,,,,,
player,201011280chi,chi,HestDe99,pass_sacked,,,,,,
player,201011280chi,chi,HestDe99,pass_sacked_yds,,,,,,
player,201011280chi,chi,HestDe99,pass_long,0,,,,,
player,201011280chi,chi,HestDe99,pass_rating,,,,,,
player,201011280chi,chi,HestDe99,rush_att,1,,,,,
player,201011280chi,chi,HestDe99,rush_yds,0,,,,,
player,201011280chi,chi,HestDe99,rush_td,0,,,,,
player,201011280chi,chi,HestDe99,rush_long,0,,,,,
player,201011280chi,chi,HestDe99,targets,6,,,,,
player,201011280chi,chi,HestDe99,rec,3,,,,,
player,201011280chi,chi,HestDe99,rec_yds,86,,,,,
player,201011280chi,chi,HestDe99,rec_td,0,,,,,
player,201011280chi,chi,HestDe99,rec_long,39,,,,,
player,201011280chi,chi,HestDe99,fumbles,0,,,,,
player,201011280chi,chi,HestDe99,fumbles_lost,,,,,,
player,201011280chi,chi,KnoxJo00,pass_cmp,0,,,,,
player,201011280chi,chi,KnoxJo00,pass_att,0,,,,,
player,201011280chi,chi,KnoxJo00,pass_yds,0,,,,,
player,201011280chi,chi,KnoxJo00,pass_td,0,,,,,
player,201011280chi,chi,KnoxJo00,pass_int,0,,,,,
player,201011280chi,chi,KnoxJo00,pass_sacked,,,,,,
player,201011280chi,chi,KnoxJo00,pass_sacked_yds,,,,,,
player,201011280chi,chi,KnoxJo00,pass_long,0,,,,,
player,201011280chi,chi,KnoxJo00,pass_rating,,,,,,
player,201011280chi,chi,KnoxJo00,rush_att,0,,,,,
player,201011280chi,chi,KnoxJo00,rush_yds,0,,,,,
player,201011280chi,chi,KnoxJo00,rush_td,0,,,,,
player,201011280chi,chi,KnoxJo00,rush_long,0,,,,,
player,201011280chi,chi,KnoxJo00,targets,5,,,,,
player,201011280chi,chi,KnoxJo00,rec,3,,,,,
player,201011280chi,chi,KnoxJo00,rec_yds,68,,,,,
player,201011280chi,chi,KnoxJo00,rec_td,1,,,,,
player,201011280chi,chi,KnoxJo00,rec_long,34,,,,,
player,201011280chi,chi,KnoxJo00,fumbles,0,,,,,
player,201011280chi,chi,KnoxJo00,fumbles_lost,,,,,,
player,201011280chi,chi,BennEa00,pass_cmp,0,,,,,
player,201011280chi,chi,BennEa00,pass_att,0,,,,,
player,201011280chi,chi,BennEa00,pass_yds,0,,,,,
player,201011280chi,chi,BennEa00,pass_td,0,,,,,
player,201011280chi,chi,BennEa00,pass_int,0,,,,,
player,201011280chi,chi,BennEa00,pass_sacked,,,,,,
player,201011280chi,chi,BennEa00,pass_sacked_yds,,,,,,
player,201011280chi,chi,BennEa00,pass_long,0,,,,,
player,201011280chi,chi,BennEa00,pass_rating,,,,,,
player,201011280chi,chi,BennEa00,rush_att,0,,,,,
player,201011280chi,chi,BennEa00,rush_yds,0,,,,,
player,201011280chi,chi,BennEa00,rush_td,0,,,,,
player,201011280chi,chi,BennEa00,rush_long,0,,,,,
player,201011280chi,chi,BennEa00,targets,5,,,,,
player,201011280chi,chi,BennEa00,rec,4,,,,,
player,201011280chi,chi,BennEa00,rec_yds,56,,,,,
player,201011280chi,chi,BennEa00,rec_td,2,,,,,
player,201011280chi,chi,BennEa00,rec_long,30,,,,,
player,201011280chi,chi,BennEa00,fumbles,0,,,,,
player,201011280chi,chi,BennEa00,fumbles_lost,,,,,,
player,201011280chi,chi,OlseGr00,pass_cmp,0,,,,,
player,201011280chi,chi,OlseGr00,pass_att,0,,,,,
player,201011280chi,chi,OlseGr00,pass_yds,0,,,,,
player,201011280chi,chi,OlseGr00,pass_td,0,,,,,
player,201011280chi,chi,OlseGr00,pass_int,0,,,,,
player,201011280chi,chi,OlseGr00,pass_sacked,,,,,,
player,201011280chi,chi,OlseGr00,pass_sacked_yds,,,,,,
player,201011280chi,chi,OlseGr00,pass_long,0,,,,,
player,201011280chi,chi,OlseGr00,pass_rating,,,,,,
player,201011280chi,chi,OlseGr00,rush_att,0,,,,,
player,201011280chi,chi,OlseGr00,rush_yds,0,,,,,
player,201011280chi,chi,OlseGr00,rush_td,0,,,,,
player,201011280chi,chi,OlseGr00,rush_long,0,,,,,
player,201011280chi,chi,OlseGr00,targets,1,,,,,
player,201011280chi,chi,OlseGr00,rec,1,,,,,
player,201011280chi,chi,OlseGr00,rec_yds,9,,,,,
player,201011280chi,chi,OlseGr00,rec_td,1,,,,,
player,201011280chi,chi,OlseGr00,rec_long,9,,,,,
player,201011280chi,chi,OlseGr00,fumbles,0,,,,,
player,201011280chi,chi,OlseGr00,fumbles_lost,,,,,,
player,201011280chi,chi,ManuBr00,pass_cmp,0,,,,,
player,201011280chi,chi,ManuBr00,pass_att,0,,,,,
player,201011280chi,chi,ManuBr00,pass_yds,0,,,,,
player,201011280chi,chi,ManuBr00,pass_td,0,,,,,
player,201011280chi,chi,ManuBr00,pass_int,0,,,,,
player,201011280chi,chi,ManuBr00,pass_sacked,,,,,,
player,201011280chi,chi,ManuBr00,pass_sacked_yds,,,,,,
player,201011280chi,chi,ManuBr00,pass_long,0,,,,,
player,201011280chi,chi,ManuBr00,pass_rating,,,,,,
player,201011280chi,chi,ManuBr00,rush_att,0,,,,,
player,201011280chi,chi,ManuBr00,rush_yds,0,,,,,
player,201011280chi,chi,ManuBr00,rush_td,0,,,,,
player,201011280chi,chi,ManuBr00,rush_long,0,,,,,
player,201011280chi,chi,ManuBr00,targets,1,,,,,
player,201011280chi,chi,ManuBr00,rec,1,,,,,
player,201011280chi,chi,ManuBr00,rec_yds,6,,,,,
player,201011280chi,chi,ManuBr00,rec_td,0,,,,,
player,201011280chi,chi,ManuBr00,rec_long,6,,,,,
player,201011280chi,chi,ManuBr00,fumbles,0,,,,,
player,201011280chi,chi,ManuBr00,fumbles_lost,,,,,,
player,201011280chi,chi,TaylCh01,pass_cmp,0,,,,,
player,201011280chi,chi,TaylCh01,pass_att,0,,,,,
player,201011280chi,chi,TaylCh01,pass_yds,0,,,,,
player,201011280chi,chi,TaylCh01,pass_td,0,,,,,
player,201011280chi,chi,TaylCh01,pass_int,0,,,,,
player,201011280chi,chi,TaylCh01,pass_sacked,,,,,,
player,201011280chi,chi,TaylCh01,pass_sacked_yds,,,,,,
player,201011280chi,chi,TaylCh01,pass_long,0,,,,,
player,201011280chi,chi,TaylCh01,pass_rating,,,,,,
player,201011280chi,chi,TaylCh01,rush_att,6,,,,,
player,201011280chi,chi,TaylCh01,rush_yds,-3,,,,,
player,201011280chi,chi,TaylCh01,rush_td,0,,,,,
player,201011280chi,chi,TaylCh01,rush_long,2,,,,,
player,201011280chi,chi,TaylCh01,targets,0,,,,,
player,201011280chi,chi,TaylCh01,rec,0,,,,,
player,201011280chi,chi,TaylCh01,rec_yds,0,,,,,
player,201011280chi,chi,TaylCh01,rec_td,0,,,,,
player,201011280chi,chi,TaylCh01,rec_long,0,,,,,
player,201011280chi,chi,TaylCh01,fumbles,0,,,,,
player,201011280chi,chi,TaylCh01,fumbles_lost,,,,,,
player,201011280chi,phi,ColeTr20,def_int,0,,,,,
player,201011280chi,phi,ColeTr20,def_int_yds,0,,,,,
player,201011280chi,phi,ColeTr20,def_int_td,0,,,,,
player,201011280chi,phi,ColeTr20,def_int_long,0,,,,,
player,201011280chi,phi,ColeTr20,pass_defended,0,,,,,
player,201011280chi,phi,ColeTr20,sacks,2.0,,,,,
player,201011280chi,phi,ColeTr20,tackles_combined,5,,,,,
player,201011280chi,phi,ColeTr20,tackles_solo,4,,,,,
player,201011280chi,phi,ColeTr20,tackles_assists,1,,,,,
player,201011280chi,phi,ColeTr20,tackles_loss,3,,,,,
player,201011280chi,phi,ColeTr20,qb_hits,2,,,,,
player,201011280chi,phi,ColeTr20,fumbles_rec,0,,,,,
player,201011280chi,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201011280chi,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201011280chi,phi,ColeTr20,fumbles_forced,0,,,,,
player,201011280chi,phi,GrahBr99,def_int,0,,,,,
player,201011280chi,phi,GrahBr99,def_int_yds,0,,,,,
player,201011280chi,phi,GrahBr99,def_int_td,0,,,,,
player,201011280chi,phi,GrahBr99,def_int_long,0,,,,,
player,201011280chi,phi,GrahBr99,pass_defended,0,,,,,
player,201011280chi,phi,GrahBr99,sacks,1.0,,,,,
player,201011280chi,phi,GrahBr99,tackles_combined,3,,,,,
player,201011280chi,phi,GrahBr99,tackles_solo,3,,,,,
player,201011280chi,phi,GrahBr99,tackles_assists,0,,,,,
player,201011280chi,phi,GrahBr99,tackles_loss,1,,,,,
player,201011280chi,phi,GrahBr99,qb_hits,1,,,,,
player,201011280chi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201011280chi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201011280chi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201011280chi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201011280chi,phi,PattMi20,def_int,0,,,,,
player,201011280chi,phi,PattMi20,def_int_yds,0,,,,,
player,201011280chi,phi,PattMi20,def_int_td,0,,,,,
player,201011280chi,phi,PattMi20,def_int_long,0,,,,,
player,201011280chi,phi,PattMi20,pass_defended,0,,,,,
player,201011280chi,phi,PattMi20,sacks,1.0,,,,,
player,201011280chi,phi,PattMi20,tackles_combined,3,,,,,
player,201011280chi,phi,PattMi20,tackles_solo,2,,,,,
player,201011280chi,phi,PattMi20,tackles_assists,1,,,,,
player,201011280chi,phi,PattMi20,tackles_loss,1,,,,,
player,201011280chi,phi,PattMi20,qb_hits,1,,,,,
player,201011280chi,phi,PattMi20,fumbles_rec,0,,,,,
player,201011280chi,phi,PattMi20,fumbles_rec_yds,0,,,,,
player,201011280chi,phi,PattMi20,fumbles_rec_td,0,,,,,
player,201011280chi,phi,PattMi20,fumbles_forced,0,,,,,
player,201011280chi,phi,BradSt99,def_int,0,,,,,
player,201011280chi,phi,BradSt99,def_int_yds,0,,,,,
player,201011280chi,phi,BradSt99,def_int_td,0,,,,,
player,201011280chi,phi,BradSt99,def_int_long,0,,,,,
player,201011280chi,phi,BradSt99,pass_defended,0,,,,,
player,201011280chi,phi,BradSt99,sacks,0.0,,,,,
player,201011280chi,phi,BradSt99,tackles_combined,5,,,,,
player,201011280chi,phi,BradSt99,tackles_solo,5,,,,,
player,201011280chi,phi,BradSt99,tackles_assists,0,,,,,
