game,2010,9,20101107,201011070buf,chi,"Chicago Bears",22,buf,"Buffalo Bills",19
player,201011070buf,chi,OlseGr00,pass_att,0,,,,,
player,201011070buf,chi,OlseGr00,pass_yds,0,,,,,
player,201011070buf,chi,OlseGr00,pass_td,0,,,,,
player,201011070buf,chi,OlseGr00,pass_int,0,,,,,
player,201011070buf,chi,OlseGr00,pass_sacked,,,,,,
player,201011070buf,chi,OlseGr00,pass_sacked_yds,,,,,,
player,201011070buf,chi,OlseGr00,pass_long,0,,,,,
player,201011070buf,chi,OlseGr00,pass_rating,,,,,,
player,201011070buf,chi,OlseGr00,rush_att,0,,,,,
player,201011070buf,chi,OlseGr00,rush_yds,0,,,,,
player,201011070buf,chi,OlseGr00,rush_td,0,,,,,
player,201011070buf,chi,OlseGr00,rush_long,0,,,,,
player,201011070buf,chi,OlseGr00,targets,8,,,,,
player,201011070buf,chi,OlseGr00,rec,3,,,,,
player,201011070buf,chi,OlseGr00,rec_yds,29,,,,,
player,201011070buf,chi,OlseGr00,rec_td,1,,,,,
player,201011070buf,chi,OlseGr00,rec_long,18,,,,,
player,201011070buf,chi,OlseGr00,fumbles,0,,,,,
player,201011070buf,chi,OlseGr00,fumbles_lost,,,,,,
player,201011070buf,chi,ManuBr00,pass_cmp,0,,,,,
player,201011070buf,chi,ManuBr00,pass_att,0,,,,,
player,201011070buf,chi,ManuBr00,pass_yds,0,,,,,
player,201011070buf,chi,ManuBr00,pass_td,0,,,,,
player,201011070buf,chi,ManuBr00,pass_int,0,,,,,
player,201011070buf,chi,ManuBr00,pass_sacked,,,,,,
player,201011070buf,chi,ManuBr00,pass_sacked_yds,,,,,,
player,201011070buf,chi,ManuBr00,pass_long,0,,,,,
player,201011070buf,chi,ManuBr00,pass_rating,,,,,,
player,201011070buf,chi,ManuBr00,rush_att,0,,,,,
player,201011070buf,chi,ManuBr00,rush_yds,0,,,,,
player,201011070buf,chi,ManuBr00,rush_td,0,,,,,
player,201011070buf,chi,ManuBr00,rush_long,0,,,,,
player,201011070buf,chi,ManuBr00,targets,1,,,,,
player,201011070buf,chi,ManuBr00,rec,1,,,,,
player,201011070buf,chi,ManuBr00,rec_yds,9,,,,,
player,201011070buf,chi,ManuBr00,rec_td,0,,,,,
player,201011070buf,chi,ManuBr00,rec_long,9,,,,,
player,201011070buf,chi,ManuBr00,fumbles,0,,,,,
player,201011070buf,chi,ManuBr00,fumbles_lost,,,,,,
player,201011070buf,chi,HestDe99,pass_cmp,0,,,,,
player,201011070buf,chi,HestDe99,pass_att,0,,,,,
player,201011070buf,chi,HestDe99,pass_yds,0,,,,,
player,201011070buf,chi,HestDe99,pass_td,0,,,,,
player,201011070buf,chi,HestDe99,pass_int,0,,,,,
player,201011070buf,chi,HestDe99,pass_sacked,,,,,,
player,201011070buf,chi,HestDe99,pass_sacked_yds,,,,,,
player,201011070buf,chi,HestDe99,pass_long,0,,,,,
player,201011070buf,chi,HestDe99,pass_rating,,,,,,
player,201011070buf,chi,HestDe99,rush_att,1,,,,,
player,201011070buf,chi,HestDe99,rush_yds,-1,,,,,
player,201011070buf,chi,HestDe99,rush_td,0,,,,,
player,201011070buf,chi,HestDe99,rush_long,-1,,,,,
player,201011070buf,chi,HestDe99,targets,3,,,,,
player,201011070buf,chi,HestDe99,rec,2,,,,,
player,201011070buf,chi,HestDe99,rec_yds,23,,,,,
player,201011070buf,chi,HestDe99,rec_td,0,,,,,
player,201011070buf,chi,HestDe99,rec_long,16,,,,,
player,201011070buf,chi,HestDe99,fumbles,0,,,,,
player,201011070buf,chi,HestDe99,fumbles_lost,,,,,,
player,201011070buf,chi,AromDe00,pass_cmp,,,,,,
player,201011070buf,chi,AromDe00,pass_att,,,,,,
player,201011070buf,chi,AromDe00,pass_yds,,,,,,
player,201011070buf,chi,AromDe00,pass_td,,,,,,
player,201011070buf,chi,AromDe00,pass_int,,,,,,
player,201011070buf,chi,AromDe00,pass_sacked,,,,,,
player,201011070buf,chi,AromDe00,pass_sacked_yds,,,,,,
player,201011070buf,chi,AromDe00,pass_long,,,,,,
player,201011070buf,chi,AromDe00,pass_rating,,,,,,
player,201011070buf,chi,AromDe00,rush_att,,,,,,
player,201011070buf,chi,AromDe00,rush_yds,,,,,,
player,201011070buf,chi,AromDe00,rush_td,,,,,,
player,201011070buf,chi,AromDe00,rush_long,,,,,,
player,201011070buf,chi,AromDe00,targets,2,,,,,
player,201011070buf,chi,AromDe00,rec,0,,,,,
player,201011070buf,chi,AromDe00,rec_yds,0,,,,,
player,201011070buf,chi,AromDe00,rec_td,0,,,,,
player,201011070buf,chi,AromDe00,rec_long,,,,,,
player,201011070buf,chi,AromDe00,fumbles,,,,,,
player,201011070buf,chi,AromDe00,fumbles_lost,,,,,,
player,201011070buf,buf,FitzRy00,pass_cmp,31,,,,,
player,201011070buf,buf,FitzRy00,pass_att,51,,,,,
player,201011070buf,buf,FitzRy00,pass_yds,299,,,,,
player,201011070buf,buf,FitzRy00,pass_td,1,,,,,
player,201011070buf,buf,FitzRy00,pass_int,2,,,,,
player,201011070buf,buf,FitzRy00,pass_sacked,1,,,,,
player,201011070buf,buf,FitzRy00,pass_sacked_yds,5,,,,,
player,201011070buf,buf,FitzRy00,pass_long,45,,,,,
player,201011070buf,buf,FitzRy00,pass_rating,67.4,,,,,
player,201011070buf,buf,FitzRy00,rush_att,2,,,,,
player,201011070buf,buf,FitzRy00,rush_yds,9,,,,,
player,201011070buf,buf,FitzRy00,rush_td,0,,,,,
player,201011070buf,buf,FitzRy00,rush_long,7,,,,,
player,201011070buf,buf,FitzRy00,targets,0,,,,,
player,201011070buf,buf,FitzRy00,rec,0,,,,,
player,201011070buf,buf,FitzRy00,rec_yds,0,,,,,
player,201011070buf,buf,FitzRy00,rec_td,0,,,,,
player,201011070buf,buf,FitzRy00,rec_long,0,,,,,
player,201011070buf,buf,FitzRy00,fumbles,0,,,,,
player,201011070buf,buf,FitzRy00,fumbles_lost,,,,,,
player,201011070buf,buf,SpilC.00,pass_cmp,0,,,,,
player,201011070buf,buf,SpilC.00,pass_att,0,,,,,
player,201011070buf,buf,SpilC.00,pass_yds,0,,,,,
player,201011070buf,buf,SpilC.00,pass_td,0,,,,,
player,201011070buf,buf,SpilC.00,pass_int,0,,,,,
player,201011070buf,buf,SpilC.00,pass_sacked,,,,,,
player,201011070buf,buf,SpilC.00,pass_sacked_yds,,,,,,
player,201011070buf,buf,SpilC.00,pass_long,0,,,,,
player,201011070buf,buf,SpilC.00,pass_rating,,,,,,
player,201011070buf,buf,SpilC.00,rush_att,7,,,,,
player,201011070buf,buf,SpilC.00,rush_yds,20,,,,,
player,201011070buf,buf,SpilC.00,rush_td,0,,,,,
player,201011070buf,buf,SpilC.00,rush_long,15,,,,,
player,201011070buf,buf,SpilC.00,targets,2,,,,,
player,201011070buf,buf,SpilC.00,rec,1,,,,,
player,201011070buf,buf,SpilC.00,rec_yds,5,,,,,
player,201011070buf,buf,SpilC.00,rec_td,0,,,,,
player,201011070buf,buf,SpilC.00,rec_long,5,,,,,
player,201011070buf,buf,SpilC.00,fumbles,0,,,,,
player,201011070buf,buf,SpilC.00,fumbles_lost,,,,,,
player,201011070buf,buf,JackFr02,pass_cmp,0,,,,,
player,201011070buf,buf,JackFr02,pass_att,0,,,,,
player,201011070buf,buf,JackFr02,pass_yds,0,,,,,
player,201011070buf,buf,JackFr02,pass_td,0,,,,,
player,201011070buf,buf,JackFr02,pass_int,0,,,,,
player,201011070buf,buf,JackFr02,pass_sacked,,,,,,
player,201011070buf,buf,JackFr02,pass_sacked_yds,,,,,,
player,201011070buf,buf,JackFr02,pass_long,0,,,,,
player,201011070buf,buf,JackFr02,pass_rating,,,,,,
player,201011070buf,buf,JackFr02,rush_att,8,,,,,
player,201011070buf,buf,JackFr02,rush_yds,16,,,,,
player,201011070buf,buf,JackFr02,rush_td,1,,,,,
player,201011070buf,buf,JackFr02,rush_long,6,,,,,
player,201011070buf,buf,JackFr02,targets,7,,,,,
player,201011070buf,buf,JackFr02,rec,5,,,,,
player,201011070buf,buf,JackFr02,rec_yds,20,,,,,
player,201011070buf,buf,JackFr02,rec_td,0,,,,,
player,201011070buf,buf,JackFr02,rec_long,7,,,,,
player,201011070buf,buf,JackFr02,fumbles,1,,,,,
player,201011070buf,buf,JackFr02,fumbles_lost,1,,,,,
player,201011070buf,buf,McInCo00,pass_cmp,0,,,,,
player,201011070buf,buf,McInCo00,pass_att,0,,,,,
player,201011070buf,buf,McInCo00,pass_yds,0,,,,,
player,201011070buf,buf,McInCo00,pass_td,0,,,,,
player,201011070buf,buf,McInCo00,pass_int,0,,,,,
player,201011070buf,buf,McInCo00,pass_sacked,,,,,,
player,201011070buf,buf,McInCo00,pass_sacked_yds,,,,,,
player,201011070buf,buf,McInCo00,pass_long,0,,,,,
player,201011070buf,buf,McInCo00,pass_rating,,,,,,
player,201011070buf,buf,McInCo00,rush_att,1,,,,,
player,201011070buf,buf,McInCo00,rush_yds,1,,,,,
player,201011070buf,buf,McInCo00,rush_td,1,,,,,
player,201011070buf,buf,McInCo00,rush_long,1,,,,,
player,201011070buf,buf,McInCo00,targets,1,,,,,
player,201011070buf,buf,McInCo00,rec,0,,,,,
player,201011070buf,buf,McInCo00,rec_yds,0,,,,,
player,201011070buf,buf,McInCo00,rec_td,0,,,,,
player,201011070buf,buf,McInCo00,rec_long,0,,,,,
player,201011070buf,buf,McInCo00,fumbles,0,,,,,
player,201011070buf,buf,McInCo00,fumbles_lost,,,,,,
player,201011070buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201011070buf,buf,JohnSt00,pass_att,0,,,,,
player,201011070buf,buf,JohnSt00,pass_yds,0,,,,,
player,201011070buf,buf,JohnSt00,pass_td,0,,,,,
player,201011070buf,buf,JohnSt00,pass_int,0,,,,,
player,201011070buf,buf,JohnSt00,pass_sacked,,,,,,
player,201011070buf,buf,JohnSt00,pass_sacked_yds,,,,,,
player,201011070buf,buf,JohnSt00,pass_long,0,,,,,
player,201011070buf,buf,JohnSt00,pass_rating,,,,,,
player,201011070buf,buf,JohnSt00,rush_att,0,,,,,
player,201011070buf,buf,JohnSt00,rush_yds,0,,,,,
player,201011070buf,buf,JohnSt00,rush_td,0,,,,,
player,201011070buf,buf,JohnSt00,rush_long,0,,,,,
player,201011070buf,buf,JohnSt00,targets,14,,,,,
player,201011070buf,buf,JohnSt00,rec,11,,,,,
player,201011070buf,buf,JohnSt00,rec_yds,145,,,,,
player,201011070buf,buf,JohnSt00,rec_td,0,,,,,
player,201011070buf,buf,JohnSt00,rec_long,45,,,,,
player,201011070buf,buf,JohnSt00,fumbles,0,,,,,
player,201011070buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201011070buf,buf,ParrRo00,pass_cmp,0,,,,,
player,201011070buf,buf,ParrRo00,pass_att,0,,,,,
player,201011070buf,buf,ParrRo00,pass_yds,0,,,,,
player,201011070buf,buf,ParrRo00,pass_td,0,,,,,
player,201011070buf,buf,ParrRo00,pass_int,0,,,,,
player,201011070buf,buf,ParrRo00,pass_sacked,,,,,,
player,201011070buf,buf,ParrRo00,pass_sacked_yds,,,,,,
player,201011070buf,buf,ParrRo00,pass_long,0,,,,,
player,201011070buf,buf,ParrRo00,pass_rating,,,,,,
player,201011070buf,buf,ParrRo00,rush_att,0,,,,,
player,201011070buf,buf,ParrRo00,rush_yds,0,,,,,
player,201011070buf,buf,ParrRo00,rush_td,0,,,,,
player,201011070buf,buf,ParrRo00,rush_long,0,,,,,
player,201011070buf,buf,ParrRo00,targets,11,,,,,
player,201011070buf,buf,ParrRo00,rec,7,,,,,
player,201011070buf,buf,ParrRo00,rec_yds,60,,,,,
player,201011070buf,buf,ParrRo00,rec_td,1,,,,,
player,201011070buf,buf,ParrRo00,rec_long,14,,,,,
player,201011070buf,buf,ParrRo00,fumbles,0,,,,,
player,201011070buf,buf,ParrRo00,fumbles_lost,,,,,,
player,201011070buf,buf,EvanLe00,pass_cmp,0,,,,,
player,201011070buf,buf,EvanLe00,pass_att,0,,,,,
player,201011070buf,buf,EvanLe00,pass_yds,0,,,,,
player,201011070buf,buf,EvanLe00,pass_td,0,,,,,
player,201011070buf,buf,EvanLe00,pass_int,0,,,,,
player,201011070buf,buf,EvanLe00,pass_sacked,,,,,,
player,201011070buf,buf,EvanLe00,pass_sacked_yds,,,,,,
player,201011070buf,buf,EvanLe00,pass_long,0,,,,,
player,201011070buf,buf,EvanLe00,pass_rating,,,,,,
player,201011070buf,buf,EvanLe00,rush_att,0,,,,,
player,201011070buf,buf,EvanLe00,rush_yds,0,,,,,
player,201011070buf,buf,EvanLe00,rush_td,0,,,,,
player,201011070buf,buf,EvanLe00,rush_long,0,,,,,
player,201011070buf,buf,EvanLe00,targets,8,,,,,
player,201011070buf,buf,EvanLe00,rec,3,,,,,
player,201011070buf,buf,EvanLe00,rec_yds,31,,,,,
player,201011070buf,buf,EvanLe00,rec_td,0,,,,,
player,201011070buf,buf,EvanLe00,rec_long,14,,,,,
player,201011070buf,buf,EvanLe00,fumbles,0,,,,,
player,201011070buf,buf,EvanLe00,fumbles_lost,,,,,,
player,201011070buf,buf,NelsDa01,pass_cmp,0,,,,,
player,201011070buf,buf,NelsDa01,pass_att,0,,,,,
player,201011070buf,buf,NelsDa01,pass_yds,0,,,,,
player,201011070buf,buf,NelsDa01,pass_td,0,,,,,
player,201011070buf,buf,NelsDa01,pass_int,0,,,,,
player,201011070buf,buf,NelsDa01,pass_sacked,,,,,,
player,201011070buf,buf,NelsDa01,pass_sacked_yds,,,,,,
player,201011070buf,buf,NelsDa01,pass_long,0,,,,,
player,201011070buf,buf,NelsDa01,pass_rating,,,,,,
player,201011070buf,buf,NelsDa01,rush_att,0,,,,,
player,201011070buf,buf,NelsDa01,rush_yds,0,,,,,
player,201011070buf,buf,NelsDa01,rush_td,0,,,,,
player,201011070buf,buf,NelsDa01,rush_long,0,,,,,
player,201011070buf,buf,NelsDa01,targets,5,,,,,
player,201011070buf,buf,NelsDa01,rec,2,,,,,
player,201011070buf,buf,NelsDa01,rec_yds,19,,,,,
player,201011070buf,buf,NelsDa01,rec_td,0,,,,,
player,201011070buf,buf,NelsDa01,rec_long,10,,,,,
player,201011070buf,buf,NelsDa01,fumbles,0,,,,,
player,201011070buf,buf,NelsDa01,fumbles_lost,,,,,,
player,201011070buf,buf,MartDa00,pass_cmp,0,,,,,
player,201011070buf,buf,MartDa00,pass_att,0,,,,,
player,201011070buf,buf,MartDa00,pass_yds,0,,,,,
player,201011070buf,buf,MartDa00,pass_td,0,,,,,
player,201011070buf,buf,MartDa00,pass_int,0,,,,,
player,201011070buf,buf,MartDa00,pass_sacked,,,,,,
player,201011070buf,buf,MartDa00,pass_sacked_yds,,,,,,
player,201011070buf,buf,MartDa00,pass_long,0,,,,,
player,201011070buf,buf,MartDa00,pass_rating,,,,,,
player,201011070buf,buf,MartDa00,rush_att,0,,,,,
player,201011070buf,buf,MartDa00,rush_yds,0,,,,,
player,201011070buf,buf,MartDa00,rush_td,0,,,,,
player,201011070buf,buf,MartDa00,rush_long,0,,,,,
player,201011070buf,buf,MartDa00,targets,1,,,,,
player,201011070buf,buf,MartDa00,rec,1,,,,,
player,201011070buf,buf,MartDa00,rec_yds,11,,,,,
player,201011070buf,buf,MartDa00,rec_td,0,,,,,
player,201011070buf,buf,MartDa00,rec_long,11,,,,,
player,201011070buf,buf,MartDa00,fumbles,0,,,,,
player,201011070buf,buf,MartDa00,fumbles_lost,,,,,,
player,201011070buf,buf,JoneDo00,pass_cmp,0,,,,,
player,201011070buf,buf,JoneDo00,pass_att,0,,,,,
player,201011070buf,buf,JoneDo00,pass_yds,0,,,,,
player,201011070buf,buf,JoneDo00,pass_td,0,,,,,
player,201011070buf,buf,JoneDo00,pass_int,0,,,,,
player,201011070buf,buf,JoneDo00,pass_sacked,,,,,,
player,201011070buf,buf,JoneDo00,pass_sacked_yds,,,,,,
player,201011070buf,buf,JoneDo00,pass_long,0,,,,,
player,201011070buf,buf,JoneDo00,pass_rating,,,,,,
player,201011070buf,buf,JoneDo00,rush_att,0,,,,,
player,201011070buf,buf,JoneDo00,rush_yds,0,,,,,
player,201011070buf,buf,JoneDo00,rush_td,0,,,,,
player,201011070buf,buf,JoneDo00,rush_long,0,,,,,
player,201011070buf,buf,JoneDo00,targets,2,,,,,
player,201011070buf,buf,JoneDo00,rec,1,,,,,
player,201011070buf,buf,JoneDo00,rec_yds,8,,,,,
player,201011070buf,buf,JoneDo00,rec_td,0,,,,,
player,201011070buf,buf,JoneDo00,rec_long,8,,,,,
player,201011070buf,buf,JoneDo00,fumbles,0,,,,,
player,201011070buf,buf,JoneDo00,fumbles_lost,,,,,,
player,201011070buf,chi,JennTi20,def_int,1,,,,,
player,201011070buf,chi,JennTi20,def_int_yds,39,,,,,
player,201011070buf,chi,JennTi20,def_int_td,0,,,,,
player,201011070buf,chi,JennTi20,def_int_long,39,,,,,
player,201011070buf,chi,JennTi20,pass_defended,2,,,,,
player,201011070buf,chi,JennTi20,sacks,0.0,,,,,
player,201011070buf,chi,JennTi20,tackles_combined,9,,,,,
player,201011070buf,chi,JennTi20,tackles_solo,7,,,,,
player,201011070buf,chi,JennTi20,tackles_assists,2,,,,,
player,201011070buf,chi,JennTi20,tackles_loss,1,,,,,
player,201011070buf,chi,JennTi20,qb_hits,0,,,,,
player,201011070buf,chi,JennTi20,fumbles_rec,0,,,,,
player,201011070buf,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201011070buf,chi,JennTi20,fumbles_forced,0,,,,,
player,201011070buf,chi,HarrCh20,def_int,1,,,,,
player,201011070buf,chi,HarrCh20,def_int_yds,5,,,,,
player,201011070buf,chi,HarrCh20,def_int_td,0,,,,,
player,201011070buf,chi,HarrCh20,def_int_long,5,,,,,
player,201011070buf,chi,HarrCh20,pass_defended,1,,,,,
player,201011070buf,chi,HarrCh20,sacks,0.0,,,,,
player,201011070buf,chi,HarrCh20,tackles_combined,3,,,,,
player,201011070buf,chi,HarrCh20,tackles_solo,3,,,,,
player,201011070buf,chi,HarrCh20,tackles_assists,0,,,,,
player,201011070buf,chi,HarrCh20,tackles_loss,0,,,,,
player,201011070buf,chi,HarrCh20,qb_hits,1,,,,,
player,201011070buf,chi,HarrCh20,fumbles_rec,0,,,,,
player,201011070buf,chi,HarrCh20,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,HarrCh20,fumbles_rec_td,0,,,,,
player,201011070buf,chi,HarrCh20,fumbles_forced,0,,,,,
player,201011070buf,chi,IdonIs20,def_int,0,,,,,
player,201011070buf,chi,IdonIs20,def_int_yds,0,,,,,
player,201011070buf,chi,IdonIs20,def_int_td,0,,,,,
player,201011070buf,chi,IdonIs20,def_int_long,0,,,,,
player,201011070buf,chi,IdonIs20,pass_defended,0,,,,,
player,201011070buf,chi,IdonIs20,sacks,0.5,,,,,
player,201011070buf,chi,IdonIs20,tackles_combined,3,,,,,
player,201011070buf,chi,IdonIs20,tackles_solo,0,,,,,
player,201011070buf,chi,IdonIs20,tackles_assists,3,,,,,
player,201011070buf,chi,IdonIs20,tackles_loss,0,,,,,
player,201011070buf,chi,IdonIs20,qb_hits,3,,,,,
player,201011070buf,chi,IdonIs20,fumbles_rec,0,,,,,
player,201011070buf,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201011070buf,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201011070buf,chi,IdonIs20,fumbles_forced,0,,,,,
player,201011070buf,chi,HarrTo99,def_int,0,,,,,
player,201011070buf,chi,HarrTo99,def_int_yds,0,,,,,
player,201011070buf,chi,HarrTo99,def_int_td,0,,,,,
player,201011070buf,chi,HarrTo99,def_int_long,0,,,,,
player,201011070buf,chi,HarrTo99,pass_defended,0,,,,,
player,201011070buf,chi,HarrTo99,sacks,0.5,,,,,
player,201011070buf,chi,HarrTo99,tackles_combined,2,,,,,
player,201011070buf,chi,HarrTo99,tackles_solo,0,,,,,
player,201011070buf,chi,HarrTo99,tackles_assists,2,,,,,
player,201011070buf,chi,HarrTo99,tackles_loss,0,,,,,
