game,2010,9,20101107,201011070buf,chi,"Chicago Bears",22,buf,"Buffalo Bills",19
player,201011070buf,chi,MannDa21,kick_ret_td,0,,,,,
player,201011070buf,chi,MannDa21,kick_ret_long,15,,,,,
player,201011070buf,chi,MannDa21,punt_ret,0,,,,,
player,201011070buf,chi,MannDa21,punt_ret_yds,0,,,,,
player,201011070buf,chi,MannDa21,punt_ret_yds_per_ret,,,,,,
player,201011070buf,chi,MannDa21,punt_ret_td,0,,,,,
player,201011070buf,chi,MannDa21,punt_ret_long,0,,,,,
player,201011070buf,buf,ParrRo00,kick_ret,0,,,,,
player,201011070buf,buf,ParrRo00,kick_ret_yds,0,,,,,
player,201011070buf,buf,ParrRo00,kick_ret_yds_per_ret,,,,,,
player,201011070buf,buf,ParrRo00,kick_ret_td,0,,,,,
player,201011070buf,buf,ParrRo00,kick_ret_long,0,,,,,
player,201011070buf,buf,ParrRo00,punt_ret,1,,,,,
player,201011070buf,buf,ParrRo00,punt_ret_yds,6,,,,,
player,201011070buf,buf,ParrRo00,punt_ret_yds_per_ret,6.0,,,,,
player,201011070buf,buf,ParrRo00,punt_ret_td,0,,,,,
player,201011070buf,buf,ParrRo00,punt_ret_long,6,,,,,
player,201011070buf,chi,gouldrob01,xpm,2,,,,,
player,201011070buf,chi,gouldrob01,xpa,2,,,,,
player,201011070buf,chi,gouldrob01,fgm,,,,,,
player,201011070buf,chi,gouldrob01,fga,1,,,,,
player,201011070buf,chi,gouldrob01,punt,0,,,,,
player,201011070buf,chi,gouldrob01,punt_yds,0,,,,,
player,201011070buf,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201011070buf,chi,gouldrob01,punt_long,0,,,,,
player,201011070buf,chi,MaynBr20,xpm,,,,,,
player,201011070buf,chi,MaynBr20,xpa,,,,,,
player,201011070buf,chi,MaynBr20,fgm,,,,,,
player,201011070buf,chi,MaynBr20,fga,,,,,,
player,201011070buf,chi,MaynBr20,punt,4,,,,,
player,201011070buf,chi,MaynBr20,punt_yds,166,,,,,
player,201011070buf,chi,MaynBr20,punt_yds_per_punt,41.5,,,,,
player,201011070buf,chi,MaynBr20,punt_long,46,,,,,
player,201011070buf,buf,linderia01,xpm,1,,,,,
player,201011070buf,buf,linderia01,xpa,2,,,,,
player,201011070buf,buf,linderia01,fgm,,,,,,
player,201011070buf,buf,linderia01,fga,,,,,,
player,201011070buf,buf,linderia01,punt,0,,,,,
player,201011070buf,buf,linderia01,punt_yds,0,,,,,
player,201011070buf,buf,linderia01,punt_yds_per_punt,,,,,,
player,201011070buf,buf,linderia01,punt_long,0,,,,,
player,201011070buf,buf,MoorBr24,xpm,,,,,,
player,201011070buf,buf,MoorBr24,xpa,,,,,,
player,201011070buf,buf,MoorBr24,fgm,,,,,,
player,201011070buf,buf,MoorBr24,fga,,,,,,
player,201011070buf,buf,MoorBr24,punt,3,,,,,
player,201011070buf,buf,MoorBr24,punt_yds,87,,,,,
player,201011070buf,buf,MoorBr24,punt_yds_per_punt,29.0,,,,,
player,201011070buf,buf,MoorBr24,punt_long,38,,,,,
