game,2010,6,20101017,201010170htx,kan,"Kansas City Chiefs",31,htx,"Houston Texans",35
player,201010170htx,kan,McClDe00,pass_td,0,,,,,
player,201010170htx,kan,McClDe00,pass_int,0,,,,,
player,201010170htx,kan,McClDe00,pass_sacked,,,,,,
player,201010170htx,kan,McClDe00,pass_sacked_yds,,,,,,
player,201010170htx,kan,McClDe00,pass_long,0,,,,,
player,201010170htx,kan,McClDe00,pass_rating,,,,,,
player,201010170htx,kan,McClDe00,rush_att,2,,,,,
player,201010170htx,kan,McClDe00,rush_yds,27,,,,,
player,201010170htx,kan,McClDe00,rush_td,0,,,,,
player,201010170htx,kan,McClDe00,rush_long,20,,,,,
player,201010170htx,kan,McClDe00,targets,4,,,,,
player,201010170htx,kan,McClDe00,rec,3,,,,,
player,201010170htx,kan,McClDe00,rec_yds,13,,,,,
player,201010170htx,kan,McClDe00,rec_td,0,,,,,
player,201010170htx,kan,McClDe00,rec_long,6,,,,,
player,201010170htx,kan,McClDe00,fumbles,0,,,,,
player,201010170htx,kan,McClDe00,fumbles_lost,,,,,,
player,201010170htx,kan,BoweDw00,pass_cmp,0,,,,,
player,201010170htx,kan,BoweDw00,pass_att,0,,,,,
player,201010170htx,kan,BoweDw00,pass_yds,0,,,,,
player,201010170htx,kan,BoweDw00,pass_td,0,,,,,
player,201010170htx,kan,BoweDw00,pass_int,0,,,,,
player,201010170htx,kan,BoweDw00,pass_sacked,,,,,,
player,201010170htx,kan,BoweDw00,pass_sacked_yds,,,,,,
player,201010170htx,kan,BoweDw00,pass_long,0,,,,,
player,201010170htx,kan,BoweDw00,pass_rating,,,,,,
player,201010170htx,kan,BoweDw00,rush_att,0,,,,,
player,201010170htx,kan,BoweDw00,rush_yds,0,,,,,
player,201010170htx,kan,BoweDw00,rush_td,0,,,,,
player,201010170htx,kan,BoweDw00,rush_long,0,,,,,
player,201010170htx,kan,BoweDw00,targets,9,,,,,
player,201010170htx,kan,BoweDw00,rec,6,,,,,
player,201010170htx,kan,BoweDw00,rec_yds,108,,,,,
player,201010170htx,kan,BoweDw00,rec_td,2,,,,,
player,201010170htx,kan,BoweDw00,rec_long,42,,,,,
player,201010170htx,kan,BoweDw00,fumbles,0,,,,,
player,201010170htx,kan,BoweDw00,fumbles_lost,,,,,,
player,201010170htx,kan,MoeaTo00,pass_cmp,0,,,,,
player,201010170htx,kan,MoeaTo00,pass_att,0,,,,,
player,201010170htx,kan,MoeaTo00,pass_yds,0,,,,,
player,201010170htx,kan,MoeaTo00,pass_td,0,,,,,
player,201010170htx,kan,MoeaTo00,pass_int,0,,,,,
player,201010170htx,kan,MoeaTo00,pass_sacked,,,,,,
player,201010170htx,kan,MoeaTo00,pass_sacked_yds,,,,,,
player,201010170htx,kan,MoeaTo00,pass_long,0,,,,,
player,201010170htx,kan,MoeaTo00,pass_rating,,,,,,
player,201010170htx,kan,MoeaTo00,rush_att,0,,,,,
player,201010170htx,kan,MoeaTo00,rush_yds,0,,,,,
player,201010170htx,kan,MoeaTo00,rush_td,0,,,,,
player,201010170htx,kan,MoeaTo00,rush_long,0,,,,,
player,201010170htx,kan,MoeaTo00,targets,3,,,,,
player,201010170htx,kan,MoeaTo00,rec,2,,,,,
player,201010170htx,kan,MoeaTo00,rec_yds,21,,,,,
player,201010170htx,kan,MoeaTo00,rec_td,0,,,,,
player,201010170htx,kan,MoeaTo00,rec_long,11,,,,,
player,201010170htx,kan,MoeaTo00,fumbles,0,,,,,
player,201010170htx,kan,MoeaTo00,fumbles_lost,,,,,,
player,201010170htx,kan,PopeLe00,pass_cmp,0,,,,,
player,201010170htx,kan,PopeLe00,pass_att,0,,,,,
player,201010170htx,kan,PopeLe00,pass_yds,0,,,,,
player,201010170htx,kan,PopeLe00,pass_td,0,,,,,
player,201010170htx,kan,PopeLe00,pass_int,0,,,,,
player,201010170htx,kan,PopeLe00,pass_sacked,,,,,,
player,201010170htx,kan,PopeLe00,pass_sacked_yds,,,,,,
player,201010170htx,kan,PopeLe00,pass_long,0,,,,,
player,201010170htx,kan,PopeLe00,pass_rating,,,,,,
player,201010170htx,kan,PopeLe00,rush_att,0,,,,,
player,201010170htx,kan,PopeLe00,rush_yds,0,,,,,
player,201010170htx,kan,PopeLe00,rush_td,0,,,,,
player,201010170htx,kan,PopeLe00,rush_long,0,,,,,
player,201010170htx,kan,PopeLe00,targets,1,,,,,
player,201010170htx,kan,PopeLe00,rec,1,,,,,
player,201010170htx,kan,PopeLe00,rec_yds,12,,,,,
player,201010170htx,kan,PopeLe00,rec_td,0,,,,,
player,201010170htx,kan,PopeLe00,rec_long,12,,,,,
player,201010170htx,kan,PopeLe00,fumbles,0,,,,,
player,201010170htx,kan,PopeLe00,fumbles_lost,,,,,,
player,201010170htx,kan,OConJa00,pass_cmp,0,,,,,
player,201010170htx,kan,OConJa00,pass_att,0,,,,,
player,201010170htx,kan,OConJa00,pass_yds,0,,,,,
player,201010170htx,kan,OConJa00,pass_td,0,,,,,
player,201010170htx,kan,OConJa00,pass_int,0,,,,,
player,201010170htx,kan,OConJa00,pass_sacked,,,,,,
player,201010170htx,kan,OConJa00,pass_sacked_yds,,,,,,
player,201010170htx,kan,OConJa00,pass_long,0,,,,,
player,201010170htx,kan,OConJa00,pass_rating,,,,,,
player,201010170htx,kan,OConJa00,rush_att,0,,,,,
player,201010170htx,kan,OConJa00,rush_yds,0,,,,,
player,201010170htx,kan,OConJa00,rush_td,0,,,,,
player,201010170htx,kan,OConJa00,rush_long,0,,,,,
player,201010170htx,kan,OConJa00,targets,1,,,,,
player,201010170htx,kan,OConJa00,rec,1,,,,,
player,201010170htx,kan,OConJa00,rec_yds,7,,,,,
player,201010170htx,kan,OConJa00,rec_td,0,,,,,
player,201010170htx,kan,OConJa00,rec_long,7,,,,,
player,201010170htx,kan,OConJa00,fumbles,0,,,,,
player,201010170htx,kan,OConJa00,fumbles_lost,,,,,,
player,201010170htx,kan,Cox_Mi20,pass_cmp,0,,,,,
player,201010170htx,kan,Cox_Mi20,pass_att,0,,,,,
player,201010170htx,kan,Cox_Mi20,pass_yds,0,,,,,
player,201010170htx,kan,Cox_Mi20,pass_td,0,,,,,
player,201010170htx,kan,Cox_Mi20,pass_int,0,,,,,
player,201010170htx,kan,Cox_Mi20,pass_sacked,,,,,,
player,201010170htx,kan,Cox_Mi20,pass_sacked_yds,,,,,,
player,201010170htx,kan,Cox_Mi20,pass_long,0,,,,,
player,201010170htx,kan,Cox_Mi20,pass_rating,,,,,,
player,201010170htx,kan,Cox_Mi20,rush_att,0,,,,,
player,201010170htx,kan,Cox_Mi20,rush_yds,0,,,,,
player,201010170htx,kan,Cox_Mi20,rush_td,0,,,,,
player,201010170htx,kan,Cox_Mi20,rush_long,0,,,,,
player,201010170htx,kan,Cox_Mi20,targets,1,,,,,
player,201010170htx,kan,Cox_Mi20,rec,1,,,,,
player,201010170htx,kan,Cox_Mi20,rec_yds,4,,,,,
player,201010170htx,kan,Cox_Mi20,rec_td,0,,,,,
player,201010170htx,kan,Cox_Mi20,rec_long,4,,,,,
player,201010170htx,kan,Cox_Mi20,fumbles,0,,,,,
player,201010170htx,kan,Cox_Mi20,fumbles_lost,,,,,,
player,201010170htx,kan,VrabMi20,pass_cmp,0,,,,,
player,201010170htx,kan,VrabMi20,pass_att,0,,,,,
player,201010170htx,kan,VrabMi20,pass_yds,0,,,,,
player,201010170htx,kan,VrabMi20,pass_td,0,,,,,
player,201010170htx,kan,VrabMi20,pass_int,0,,,,,
player,201010170htx,kan,VrabMi20,pass_sacked,,,,,,
player,201010170htx,kan,VrabMi20,pass_sacked_yds,,,,,,
player,201010170htx,kan,VrabMi20,pass_long,0,,,,,
player,201010170htx,kan,VrabMi20,pass_rating,,,,,,
player,201010170htx,kan,VrabMi20,rush_att,0,,,,,
player,201010170htx,kan,VrabMi20,rush_yds,0,,,,,
player,201010170htx,kan,VrabMi20,rush_td,0,,,,,
player,201010170htx,kan,VrabMi20,rush_long,0,,,,,
player,201010170htx,kan,VrabMi20,targets,1,,,,,
player,201010170htx,kan,VrabMi20,rec,1,,,,,
player,201010170htx,kan,VrabMi20,rec_yds,2,,,,,
player,201010170htx,kan,VrabMi20,rec_td,1,,,,,
player,201010170htx,kan,VrabMi20,rec_long,2,,,,,
player,201010170htx,kan,VrabMi20,fumbles,0,,,,,
player,201010170htx,kan,VrabMi20,fumbles_lost,,,,,,
player,201010170htx,kan,HornJe00,pass_cmp,0,,,,,
player,201010170htx,kan,HornJe00,pass_att,0,,,,,
player,201010170htx,kan,HornJe00,pass_yds,0,,,,,
player,201010170htx,kan,HornJe00,pass_td,0,,,,,
player,201010170htx,kan,HornJe00,pass_int,0,,,,,
player,201010170htx,kan,HornJe00,pass_sacked,,,,,,
player,201010170htx,kan,HornJe00,pass_sacked_yds,,,,,,
player,201010170htx,kan,HornJe00,pass_long,0,,,,,
player,201010170htx,kan,HornJe00,pass_rating,,,,,,
player,201010170htx,kan,HornJe00,rush_att,0,,,,,
player,201010170htx,kan,HornJe00,rush_yds,0,,,,,
player,201010170htx,kan,HornJe00,rush_td,0,,,,,
player,201010170htx,kan,HornJe00,rush_long,0,,,,,
player,201010170htx,kan,HornJe00,targets,1,,,,,
player,201010170htx,kan,HornJe00,rec,0,,,,,
player,201010170htx,kan,HornJe00,rec_yds,0,,,,,
player,201010170htx,kan,HornJe00,rec_td,0,,,,,
player,201010170htx,kan,HornJe00,rec_long,0,,,,,
player,201010170htx,kan,HornJe00,fumbles,0,,,,,
player,201010170htx,kan,HornJe00,fumbles_lost,,,,,,
player,201010170htx,kan,CoppTe00,pass_cmp,0,,,,,
player,201010170htx,kan,CoppTe00,pass_att,0,,,,,
player,201010170htx,kan,CoppTe00,pass_yds,0,,,,,
player,201010170htx,kan,CoppTe00,pass_td,0,,,,,
player,201010170htx,kan,CoppTe00,pass_int,0,,,,,
player,201010170htx,kan,CoppTe00,pass_sacked,,,,,,
player,201010170htx,kan,CoppTe00,pass_sacked_yds,,,,,,
player,201010170htx,kan,CoppTe00,pass_long,0,,,,,
player,201010170htx,kan,CoppTe00,pass_rating,,,,,,
player,201010170htx,kan,CoppTe00,rush_att,0,,,,,
player,201010170htx,kan,CoppTe00,rush_yds,0,,,,,
player,201010170htx,kan,CoppTe00,rush_td,0,,,,,
player,201010170htx,kan,CoppTe00,rush_long,0,,,,,
player,201010170htx,kan,CoppTe00,targets,2,,,,,
player,201010170htx,kan,CoppTe00,rec,0,,,,,
player,201010170htx,kan,CoppTe00,rec_yds,0,,,,,
player,201010170htx,kan,CoppTe00,rec_td,0,,,,,
player,201010170htx,kan,CoppTe00,rec_long,0,,,,,
player,201010170htx,kan,CoppTe00,fumbles,0,,,,,
player,201010170htx,kan,CoppTe00,fumbles_lost,,,,,,
player,201010170htx,htx,SchaMa00,pass_cmp,25,,,,,
player,201010170htx,htx,SchaMa00,pass_att,33,,,,,
player,201010170htx,htx,SchaMa00,pass_yds,305,,,,,
player,201010170htx,htx,SchaMa00,pass_td,2,,,,,
player,201010170htx,htx,SchaMa00,pass_int,0,,,,,
player,201010170htx,htx,SchaMa00,pass_sacked,2,,,,,
player,201010170htx,htx,SchaMa00,pass_sacked_yds,16,,,,,
player,201010170htx,htx,SchaMa00,pass_long,44,,,,,
player,201010170htx,htx,SchaMa00,pass_rating,123.9,,,,,
player,201010170htx,htx,SchaMa00,rush_att,1,,,,,
player,201010170htx,htx,SchaMa00,rush_yds,3,,,,,
player,201010170htx,htx,SchaMa00,rush_td,0,,,,,
player,201010170htx,htx,SchaMa00,rush_long,3,,,,,
player,201010170htx,htx,SchaMa00,targets,0,,,,,
player,201010170htx,htx,SchaMa00,rec,0,,,,,
player,201010170htx,htx,SchaMa00,rec_yds,0,,,,,
player,201010170htx,htx,SchaMa00,rec_td,0,,,,,
player,201010170htx,htx,SchaMa00,rec_long,0,,,,,
player,201010170htx,htx,SchaMa00,fumbles,0,,,,,
player,201010170htx,htx,SchaMa00,fumbles_lost,,,,,,
player,201010170htx,htx,FostAr00,pass_cmp,0,,,,,
player,201010170htx,htx,FostAr00,pass_att,0,,,,,
player,201010170htx,htx,FostAr00,pass_yds,0,,,,,
player,201010170htx,htx,FostAr00,pass_td,0,,,,,
player,201010170htx,htx,FostAr00,pass_int,0,,,,,
player,201010170htx,htx,FostAr00,pass_sacked,,,,,,
player,201010170htx,htx,FostAr00,pass_sacked_yds,,,,,,
player,201010170htx,htx,FostAr00,pass_long,0,,,,,
player,201010170htx,htx,FostAr00,pass_rating,,,,,,
player,201010170htx,htx,FostAr00,rush_att,18,,,,,
player,201010170htx,htx,FostAr00,rush_yds,71,,,,,
player,201010170htx,htx,FostAr00,rush_td,2,,,,,
player,201010170htx,htx,FostAr00,rush_long,21,,,,,
player,201010170htx,htx,FostAr00,targets,6,,,,,
player,201010170htx,htx,FostAr00,rec,6,,,,,
player,201010170htx,htx,FostAr00,rec_yds,26,,,,,
player,201010170htx,htx,FostAr00,rec_td,0,,,,,
player,201010170htx,htx,FostAr00,rec_long,10,,,,,
player,201010170htx,htx,FostAr00,fumbles,0,,,,,
player,201010170htx,htx,FostAr00,fumbles_lost,,,,,,
player,201010170htx,htx,WardDe01,pass_cmp,0,,,,,
player,201010170htx,htx,WardDe01,pass_att,0,,,,,
player,201010170htx,htx,WardDe01,pass_yds,0,,,,,
player,201010170htx,htx,WardDe01,pass_td,0,,,,,
player,201010170htx,htx,WardDe01,pass_int,0,,,,,
player,201010170htx,htx,WardDe01,pass_sacked,,,,,,
player,201010170htx,htx,WardDe01,pass_sacked_yds,,,,,,
player,201010170htx,htx,WardDe01,pass_long,0,,,,,
player,201010170htx,htx,WardDe01,pass_rating,,,,,,
player,201010170htx,htx,WardDe01,rush_att,3,,,,,
player,201010170htx,htx,WardDe01,rush_yds,58,,,,,
player,201010170htx,htx,WardDe01,rush_td,1,,,,,
player,201010170htx,htx,WardDe01,rush_long,38,,,,,
player,201010170htx,htx,WardDe01,targets,1,,,,,
player,201010170htx,htx,WardDe01,rec,1,,,,,
player,201010170htx,htx,WardDe01,rec_yds,12,,,,,
player,201010170htx,htx,WardDe01,rec_td,0,,,,,
player,201010170htx,htx,WardDe01,rec_long,12,,,,,
player,201010170htx,htx,WardDe01,fumbles,0,,,,,
player,201010170htx,htx,WardDe01,fumbles_lost,,,,,,
player,201010170htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201010170htx,htx,JohnAn02,pass_att,0,,,,,
player,201010170htx,htx,JohnAn02,pass_yds,0,,,,,
player,201010170htx,htx,JohnAn02,pass_td,0,,,,,
player,201010170htx,htx,JohnAn02,pass_int,0,,,,,
player,201010170htx,htx,JohnAn02,pass_sacked,,,,,,
player,201010170htx,htx,JohnAn02,pass_sacked_yds,,,,,,
player,201010170htx,htx,JohnAn02,pass_long,0,,,,,
player,201010170htx,htx,JohnAn02,pass_rating,,,,,,
player,201010170htx,htx,JohnAn02,rush_att,0,,,,,
player,201010170htx,htx,JohnAn02,rush_yds,0,,,,,
player,201010170htx,htx,JohnAn02,rush_td,0,,,,,
player,201010170htx,htx,JohnAn02,rush_long,0,,,,,
player,201010170htx,htx,JohnAn02,targets,13,,,,,
player,201010170htx,htx,JohnAn02,rec,8,,,,,
player,201010170htx,htx,JohnAn02,rec_yds,138,,,,,
player,201010170htx,htx,JohnAn02,rec_td,1,,,,,
player,201010170htx,htx,JohnAn02,rec_long,44,,,,,
player,201010170htx,htx,JohnAn02,fumbles,0,,,,,
player,201010170htx,htx,JohnAn02,fumbles_lost,,,,,,
player,201010170htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201010170htx,htx,DaniOw00,pass_att,0,,,,,
player,201010170htx,htx,DaniOw00,pass_yds,0,,,,,
player,201010170htx,htx,DaniOw00,pass_td,0,,,,,
player,201010170htx,htx,DaniOw00,pass_int,0,,,,,
player,201010170htx,htx,DaniOw00,pass_sacked,,,,,,
player,201010170htx,htx,DaniOw00,pass_sacked_yds,,,,,,
player,201010170htx,htx,DaniOw00,pass_long,0,,,,,
player,201010170htx,htx,DaniOw00,pass_rating,,,,,,
player,201010170htx,htx,DaniOw00,rush_att,0,,,,,
player,201010170htx,htx,DaniOw00,rush_yds,0,,,,,
player,201010170htx,htx,DaniOw00,rush_td,0,,,,,
player,201010170htx,htx,DaniOw00,rush_long,0,,,,,
player,201010170htx,htx,DaniOw00,targets,7,,,,,
player,201010170htx,htx,DaniOw00,rec,5,,,,,
player,201010170htx,htx,DaniOw00,rec_yds,79,,,,,
player,201010170htx,htx,DaniOw00,rec_td,0,,,,,
player,201010170htx,htx,DaniOw00,rec_long,27,,,,,
player,201010170htx,htx,DaniOw00,fumbles,0,,,,,
player,201010170htx,htx,DaniOw00,fumbles_lost,,,,,,
player,201010170htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201010170htx,htx,JoneJa03,pass_att,0,,,,,
player,201010170htx,htx,JoneJa03,pass_yds,0,,,,,
player,201010170htx,htx,JoneJa03,pass_td,0,,,,,
player,201010170htx,htx,JoneJa03,pass_int,0,,,,,
player,201010170htx,htx,JoneJa03,pass_sacked,,,,,,
player,201010170htx,htx,JoneJa03,pass_sacked_yds,,,,,,
player,201010170htx,htx,JoneJa03,pass_long,0,,,,,
player,201010170htx,htx,JoneJa03,pass_rating,,,,,,
player,201010170htx,htx,JoneJa03,rush_att,0,,,,,
player,201010170htx,htx,JoneJa03,rush_yds,0,,,,,
player,201010170htx,htx,JoneJa03,rush_td,0,,,,,
player,201010170htx,htx,JoneJa03,rush_long,0,,,,,
player,201010170htx,htx,JoneJa03,targets,4,,,,,
player,201010170htx,htx,JoneJa03,rec,4,,,,,
player,201010170htx,htx,JoneJa03,rec_yds,45,,,,,
player,201010170htx,htx,JoneJa03,rec_td,0,,,,,
player,201010170htx,htx,JoneJa03,rec_long,17,,,,,
player,201010170htx,htx,JoneJa03,fumbles,0,,,,,
player,201010170htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201010170htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201010170htx,htx,DreeJo00,pass_att,0,,,,,
player,201010170htx,htx,DreeJo00,pass_yds,0,,,,,
player,201010170htx,htx,DreeJo00,pass_td,0,,,,,
player,201010170htx,htx,DreeJo00,pass_int,0,,,,,
player,201010170htx,htx,DreeJo00,pass_sacked,,,,,,
player,201010170htx,htx,DreeJo00,pass_sacked_yds,,,,,,
player,201010170htx,htx,DreeJo00,pass_long,0,,,,,
player,201010170htx,htx,DreeJo00,pass_rating,,,,,,
player,201010170htx,htx,DreeJo00,rush_att,0,,,,,
player,201010170htx,htx,DreeJo00,rush_yds,0,,,,,
player,201010170htx,htx,DreeJo00,rush_td,0,,,,,
player,201010170htx,htx,DreeJo00,rush_long,0,,,,,
player,201010170htx,htx,DreeJo00,targets,1,,,,,
player,201010170htx,htx,DreeJo00,rec,1,,,,,
player,201010170htx,htx,DreeJo00,rec_yds,5,,,,,
player,201010170htx,htx,DreeJo00,rec_td,1,,,,,
player,201010170htx,htx,DreeJo00,rec_long,5,,,,,
player,201010170htx,htx,DreeJo00,fumbles,0,,,,,
player,201010170htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201010170htx,kan,EdwaRo20,def_int,0,,,,,
player,201010170htx,kan,EdwaRo20,def_int_yds,0,,,,,
player,201010170htx,kan,EdwaRo20,def_int_td,0,,,,,
player,201010170htx,kan,EdwaRo20,def_int_long,0,,,,,
player,201010170htx,kan,EdwaRo20,pass_defended,0,,,,,
player,201010170htx,kan,EdwaRo20,sacks,1.0,,,,,
player,201010170htx,kan,EdwaRo20,tackles_combined,2,,,,,
player,201010170htx,kan,EdwaRo20,tackles_solo,1,,,,,
player,201010170htx,kan,EdwaRo20,tackles_assists,1,,,,,
player,201010170htx,kan,EdwaRo20,tackles_loss,1,,,,,
player,201010170htx,kan,EdwaRo20,qb_hits,1,,,,,
player,201010170htx,kan,EdwaRo20,fumbles_rec,0,,,,,
player,201010170htx,kan,EdwaRo20,fumbles_rec_yds,0,,,,,
player,201010170htx,kan,EdwaRo20,fumbles_rec_td,0,,,,,
player,201010170htx,kan,EdwaRo20,fumbles_forced,0,,,,,
player,201010170htx,kan,GilbWa00,def_int,0,,,,,
player,201010170htx,kan,GilbWa00,def_int_yds,0,,,,,
player,201010170htx,kan,GilbWa00,def_int_td,0,,,,,
player,201010170htx,kan,GilbWa00,def_int_long,0,,,,,
player,201010170htx,kan,GilbWa00,pass_defended,0,,,,,
player,201010170htx,kan,GilbWa00,sacks,1.0,,,,,
player,201010170htx,kan,GilbWa00,tackles_combined,1,,,,,
player,201010170htx,kan,GilbWa00,tackles_solo,1,,,,,
player,201010170htx,kan,GilbWa00,tackles_assists,0,,,,,
player,201010170htx,kan,GilbWa00,tackles_loss,1,,,,,
player,201010170htx,kan,GilbWa00,qb_hits,2,,,,,
player,201010170htx,kan,GilbWa00,fumbles_rec,0,,,,,
player,201010170htx,kan,GilbWa00,fumbles_rec_yds,0,,,,,
player,201010170htx,kan,GilbWa00,fumbles_rec_td,0,,,,,
player,201010170htx,kan,GilbWa00,fumbles_forced,0,,,,,
player,201010170htx,kan,JohnDe25,def_int,0,,,,,
player,201010170htx,kan,JohnDe25,def_int_yds,0,,,,,
player,201010170htx,kan,JohnDe25,def_int_td,0,,,,,
player,201010170htx,kan,JohnDe25,def_int_long,0,,,,,
player,201010170htx,kan,JohnDe25,pass_defended,0,,,,,
player,201010170htx,kan,JohnDe25,sacks,0.0,,,,,
player,201010170htx,kan,JohnDe25,tackles_combined,9,,,,,
player,201010170htx,kan,JohnDe25,tackles_solo,6,,,,,
player,201010170htx,kan,JohnDe25,tackles_assists,3,,,,,
player,201010170htx,kan,JohnDe25,tackles_loss,0,,,,,
player,201010170htx,kan,JohnDe25,qb_hits,0,,,,,
player,201010170htx,kan,JohnDe25,fumbles_rec,0,,,,,
player,201010170htx,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201010170htx,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201010170htx,kan,JohnDe25,fumbles_forced,0,,,,,
player,201010170htx,kan,BelcJo00,def_int,0,,,,,
player,201010170htx,kan,BelcJo00,def_int_yds,0,,,,,
player,201010170htx,kan,BelcJo00,def_int_td,0,,,,,
player,201010170htx,kan,BelcJo00,def_int_long,0,,,,,
player,201010170htx,kan,BelcJo00,pass_defended,0,,,,,
player,201010170htx,kan,BelcJo00,sacks,0.0,,,,,
player,201010170htx,kan,BelcJo00,tackles_combined,7,,,,,
