game,2010,4,20101003,201010030nyg,chi,"Chicago Bears",3,nyg,"New York Giants",17
player,201010030nyg,nyg,BlacCh21,tackles_solo,1,,,,,
player,201010030nyg,nyg,BlacCh21,tackles_assists,0,,,,,
player,201010030nyg,nyg,BlacCh21,tackles_loss,0,,,,,
player,201010030nyg,nyg,BlacCh21,qb_hits,0,,,,,
player,201010030nyg,nyg,BlacCh21,fumbles_rec,0,,,,,
player,201010030nyg,nyg,BlacCh21,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,BlacCh21,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,BlacCh21,fumbles_forced,0,,,,,
player,201010030nyg,nyg,DodgMa99,def_int,0,,,,,
player,201010030nyg,nyg,DodgMa99,def_int_yds,0,,,,,
player,201010030nyg,nyg,DodgMa99,def_int_td,0,,,,,
player,201010030nyg,nyg,DodgMa99,def_int_long,0,,,,,
player,201010030nyg,nyg,DodgMa99,pass_defended,0,,,,,
player,201010030nyg,nyg,DodgMa99,sacks,0.0,,,,,
player,201010030nyg,nyg,DodgMa99,tackles_combined,1,,,,,
player,201010030nyg,nyg,DodgMa99,tackles_solo,1,,,,,
player,201010030nyg,nyg,DodgMa99,tackles_assists,0,,,,,
player,201010030nyg,nyg,DodgMa99,tackles_loss,0,,,,,
player,201010030nyg,nyg,DodgMa99,qb_hits,0,,,,,
player,201010030nyg,nyg,DodgMa99,fumbles_rec,0,,,,,
player,201010030nyg,nyg,DodgMa99,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,DodgMa99,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,DodgMa99,fumbles_forced,0,,,,,
player,201010030nyg,nyg,HedgMa00,def_int,0,,,,,
player,201010030nyg,nyg,HedgMa00,def_int_yds,0,,,,,
player,201010030nyg,nyg,HedgMa00,def_int_td,0,,,,,
player,201010030nyg,nyg,HedgMa00,def_int_long,0,,,,,
player,201010030nyg,nyg,HedgMa00,pass_defended,0,,,,,
player,201010030nyg,nyg,HedgMa00,sacks,0.0,,,,,
player,201010030nyg,nyg,HedgMa00,tackles_combined,1,,,,,
player,201010030nyg,nyg,HedgMa00,tackles_solo,1,,,,,
player,201010030nyg,nyg,HedgMa00,tackles_assists,0,,,,,
player,201010030nyg,nyg,HedgMa00,tackles_loss,0,,,,,
player,201010030nyg,nyg,HedgMa00,qb_hits,0,,,,,
player,201010030nyg,nyg,HedgMa00,fumbles_rec,0,,,,,
player,201010030nyg,nyg,HedgMa00,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,HedgMa00,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,HedgMa00,fumbles_forced,0,,,,,
player,201010030nyg,nyg,JoseLi99,def_int,0,,,,,
player,201010030nyg,nyg,JoseLi99,def_int_yds,0,,,,,
player,201010030nyg,nyg,JoseLi99,def_int_td,0,,,,,
player,201010030nyg,nyg,JoseLi99,def_int_long,0,,,,,
player,201010030nyg,nyg,JoseLi99,pass_defended,0,,,,,
player,201010030nyg,nyg,JoseLi99,sacks,0.0,,,,,
player,201010030nyg,nyg,JoseLi99,tackles_combined,1,,,,,
player,201010030nyg,nyg,JoseLi99,tackles_solo,1,,,,,
player,201010030nyg,nyg,JoseLi99,tackles_assists,0,,,,,
player,201010030nyg,nyg,JoseLi99,tackles_loss,0,,,,,
player,201010030nyg,nyg,JoseLi99,qb_hits,0,,,,,
player,201010030nyg,nyg,JoseLi99,fumbles_rec,0,,,,,
player,201010030nyg,nyg,JoseLi99,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,JoseLi99,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,JoseLi99,fumbles_forced,0,,,,,
player,201010030nyg,nyg,SintCl99,def_int,0,,,,,
player,201010030nyg,nyg,SintCl99,def_int_yds,0,,,,,
player,201010030nyg,nyg,SintCl99,def_int_td,0,,,,,
player,201010030nyg,nyg,SintCl99,def_int_long,0,,,,,
player,201010030nyg,nyg,SintCl99,pass_defended,0,,,,,
player,201010030nyg,nyg,SintCl99,sacks,0.0,,,,,
player,201010030nyg,nyg,SintCl99,tackles_combined,1,,,,,
player,201010030nyg,nyg,SintCl99,tackles_solo,0,,,,,
player,201010030nyg,nyg,SintCl99,tackles_assists,1,,,,,
player,201010030nyg,nyg,SintCl99,tackles_loss,0,,,,,
player,201010030nyg,nyg,SintCl99,qb_hits,0,,,,,
player,201010030nyg,nyg,SintCl99,fumbles_rec,0,,,,,
player,201010030nyg,nyg,SintCl99,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,SintCl99,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,SintCl99,fumbles_forced,0,,,,,
player,201010030nyg,nyg,TollDa99,def_int,0,,,,,
player,201010030nyg,nyg,TollDa99,def_int_yds,0,,,,,
player,201010030nyg,nyg,TollDa99,def_int_td,0,,,,,
player,201010030nyg,nyg,TollDa99,def_int_long,0,,,,,
player,201010030nyg,nyg,TollDa99,pass_defended,2,,,,,
player,201010030nyg,nyg,TollDa99,sacks,0.0,,,,,
player,201010030nyg,nyg,TollDa99,tackles_combined,1,,,,,
player,201010030nyg,nyg,TollDa99,tackles_solo,1,,,,,
player,201010030nyg,nyg,TollDa99,tackles_assists,0,,,,,
player,201010030nyg,nyg,TollDa99,tackles_loss,0,,,,,
player,201010030nyg,nyg,TollDa99,qb_hits,0,,,,,
player,201010030nyg,nyg,TollDa99,fumbles_rec,0,,,,,
player,201010030nyg,nyg,TollDa99,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,TollDa99,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,TollDa99,fumbles_forced,0,,,,,
player,201010030nyg,nyg,WilkGe20,def_int,0,,,,,
player,201010030nyg,nyg,WilkGe20,def_int_yds,0,,,,,
player,201010030nyg,nyg,WilkGe20,def_int_td,0,,,,,
player,201010030nyg,nyg,WilkGe20,def_int_long,0,,,,,
player,201010030nyg,nyg,WilkGe20,pass_defended,0,,,,,
player,201010030nyg,nyg,WilkGe20,sacks,0.0,,,,,
player,201010030nyg,nyg,WilkGe20,tackles_combined,1,,,,,
player,201010030nyg,nyg,WilkGe20,tackles_solo,1,,,,,
player,201010030nyg,nyg,WilkGe20,tackles_assists,0,,,,,
player,201010030nyg,nyg,WilkGe20,tackles_loss,0,,,,,
player,201010030nyg,nyg,WilkGe20,qb_hits,0,,,,,
player,201010030nyg,nyg,WilkGe20,fumbles_rec,0,,,,,
player,201010030nyg,nyg,WilkGe20,fumbles_rec_yds,0,,,,,
player,201010030nyg,nyg,WilkGe20,fumbles_rec_td,0,,,,,
player,201010030nyg,nyg,WilkGe20,fumbles_forced,0,,,,,
player,201010030nyg,chi,HestDe99,kick_ret,0,,,,,
player,201010030nyg,chi,HestDe99,kick_ret_yds,0,,,,,
player,201010030nyg,chi,HestDe99,kick_ret_yds_per_ret,,,,,,
player,201010030nyg,chi,HestDe99,kick_ret_td,0,,,,,
player,201010030nyg,chi,HestDe99,kick_ret_long,0,,,,,
player,201010030nyg,chi,HestDe99,punt_ret,2,,,,,
player,201010030nyg,chi,HestDe99,punt_ret_yds,6,,,,,
player,201010030nyg,chi,HestDe99,punt_ret_yds_per_ret,3.0,,,,,
player,201010030nyg,chi,HestDe99,punt_ret_td,0,,,,,
player,201010030nyg,chi,HestDe99,punt_ret_long,6,,,,,
player,201010030nyg,chi,MannDa21,kick_ret,2,,,,,
player,201010030nyg,chi,MannDa21,kick_ret_yds,38,,,,,
player,201010030nyg,chi,MannDa21,kick_ret_yds_per_ret,19.0,,,,,
player,201010030nyg,chi,MannDa21,kick_ret_td,0,,,,,
player,201010030nyg,chi,MannDa21,kick_ret_long,23,,,,,
player,201010030nyg,chi,MannDa21,punt_ret,0,,,,,
player,201010030nyg,chi,MannDa21,punt_ret_yds,0,,,,,
player,201010030nyg,chi,MannDa21,punt_ret_yds_per_ret,,,,,,
player,201010030nyg,chi,MannDa21,punt_ret_td,0,,,,,
player,201010030nyg,chi,MannDa21,punt_ret_long,0,,,,,
player,201010030nyg,chi,KnoxJo00,kick_ret,1,,,,,
player,201010030nyg,chi,KnoxJo00,kick_ret_yds,13,,,,,
player,201010030nyg,chi,KnoxJo00,kick_ret_yds_per_ret,13.0,,,,,
player,201010030nyg,chi,KnoxJo00,kick_ret_td,0,,,,,
player,201010030nyg,chi,KnoxJo00,kick_ret_long,13,,,,,
player,201010030nyg,chi,KnoxJo00,punt_ret,0,,,,,
player,201010030nyg,chi,KnoxJo00,punt_ret_yds,0,,,,,
player,201010030nyg,chi,KnoxJo00,punt_ret_yds_per_ret,,,,,,
player,201010030nyg,chi,KnoxJo00,punt_ret_td,0,,,,,
player,201010030nyg,chi,KnoxJo00,punt_ret_long,0,,,,,
player,201010030nyg,nyg,ReynDa00,kick_ret,2,,,,,
player,201010030nyg,nyg,ReynDa00,kick_ret_yds,44,,,,,
player,201010030nyg,nyg,ReynDa00,kick_ret_yds_per_ret,22.0,,,,,
player,201010030nyg,nyg,ReynDa00,kick_ret_td,0,,,,,
player,201010030nyg,nyg,ReynDa00,kick_ret_long,24,,,,,
player,201010030nyg,nyg,ReynDa00,punt_ret,5,,,,,
player,201010030nyg,nyg,ReynDa00,punt_ret_yds,14,,,,,
player,201010030nyg,nyg,ReynDa00,punt_ret_yds_per_ret,2.8,,,,,
player,201010030nyg,nyg,ReynDa00,punt_ret_td,0,,,,,
player,201010030nyg,nyg,ReynDa00,punt_ret_long,9,,,,,
player,201010030nyg,chi,MaynBr20,xpm,,,,,,
player,201010030nyg,chi,MaynBr20,xpa,,,,,,
player,201010030nyg,chi,MaynBr20,fgm,,,,,,
player,201010030nyg,chi,MaynBr20,fga,,,,,,
player,201010030nyg,chi,MaynBr20,punt,9,,,,,
player,201010030nyg,chi,MaynBr20,punt_yds,375,,,,,
player,201010030nyg,chi,MaynBr20,punt_yds_per_punt,41.7,,,,,
player,201010030nyg,chi,MaynBr20,punt_long,50,,,,,
player,201010030nyg,chi,gouldrob01,xpm,,,,,,
player,201010030nyg,chi,gouldrob01,xpa,,,,,,
player,201010030nyg,chi,gouldrob01,fgm,1,,,,,
player,201010030nyg,chi,gouldrob01,fga,1,,,,,
player,201010030nyg,chi,gouldrob01,punt,0,,,,,
player,201010030nyg,chi,gouldrob01,punt_yds,0,,,,,
player,201010030nyg,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201010030nyg,chi,gouldrob01,punt_long,0,,,,,
player,201010030nyg,nyg,tyneslaw01,xpm,2,,,,,
player,201010030nyg,nyg,tyneslaw01,xpa,2,,,,,
player,201010030nyg,nyg,tyneslaw01,fgm,1,,,,,
player,201010030nyg,nyg,tyneslaw01,fga,2,,,,,
player,201010030nyg,nyg,tyneslaw01,punt,0,,,,,
player,201010030nyg,nyg,tyneslaw01,punt_yds,0,,,,,
player,201010030nyg,nyg,tyneslaw01,punt_yds_per_punt,,,,,,
player,201010030nyg,nyg,tyneslaw01,punt_long,0,,,,,
player,201010030nyg,nyg,DodgMa99,xpm,,,,,,
player,201010030nyg,nyg,DodgMa99,xpa,,,,,,
player,201010030nyg,nyg,DodgMa99,fgm,,,,,,
player,201010030nyg,nyg,DodgMa99,fga,,,,,,
player,201010030nyg,nyg,DodgMa99,punt,7,,,,,
player,201010030nyg,nyg,DodgMa99,punt_yds,294,,,,,
player,201010030nyg,nyg,DodgMa99,punt_yds_per_punt,42.0,,,,,
player,201010030nyg,nyg,DodgMa99,punt_long,57,,,,,
