game,2010,1,20100912,201009120nyg,car,"Carolina Panthers",18,nyg,"New York Giants",31
player,201009120nyg,car,ClauJi00,pass_sacked,0,,,,,
player,201009120nyg,car,ClauJi00,pass_sacked_yds,0,,,,,
player,201009120nyg,car,ClauJi00,pass_long,0,,,,,
player,201009120nyg,car,ClauJi00,pass_rating,39.6,,,,,
player,201009120nyg,car,ClauJi00,rush_att,0,,,,,
player,201009120nyg,car,ClauJi00,rush_yds,0,,,,,
player,201009120nyg,car,ClauJi00,rush_td,0,,,,,
player,201009120nyg,car,ClauJi00,rush_long,0,,,,,
player,201009120nyg,car,ClauJi00,targets,0,,,,,
player,201009120nyg,car,ClauJi00,rec,0,,,,,
player,201009120nyg,car,ClauJi00,rec_yds,0,,,,,
player,201009120nyg,car,ClauJi00,rec_td,0,,,,,
player,201009120nyg,car,ClauJi00,rec_long,0,,,,,
player,201009120nyg,car,ClauJi00,fumbles,0,,,,,
player,201009120nyg,car,ClauJi00,fumbles_lost,,,,,,
player,201009120nyg,car,WillDe02,pass_cmp,0,,,,,
player,201009120nyg,car,WillDe02,pass_att,0,,,,,
player,201009120nyg,car,WillDe02,pass_yds,0,,,,,
player,201009120nyg,car,WillDe02,pass_td,0,,,,,
player,201009120nyg,car,WillDe02,pass_int,0,,,,,
player,201009120nyg,car,WillDe02,pass_sacked,,,,,,
player,201009120nyg,car,WillDe02,pass_sacked_yds,,,,,,
player,201009120nyg,car,WillDe02,pass_long,0,,,,,
player,201009120nyg,car,WillDe02,pass_rating,,,,,,
player,201009120nyg,car,WillDe02,rush_att,16,,,,,
player,201009120nyg,car,WillDe02,rush_yds,62,,,,,
player,201009120nyg,car,WillDe02,rush_td,0,,,,,
player,201009120nyg,car,WillDe02,rush_long,29,,,,,
player,201009120nyg,car,WillDe02,targets,0,,,,,
player,201009120nyg,car,WillDe02,rec,0,,,,,
player,201009120nyg,car,WillDe02,rec_yds,0,,,,,
player,201009120nyg,car,WillDe02,rec_td,0,,,,,
player,201009120nyg,car,WillDe02,rec_long,0,,,,,
player,201009120nyg,car,WillDe02,fumbles,0,,,,,
player,201009120nyg,car,WillDe02,fumbles_lost,,,,,,
player,201009120nyg,car,StewJo00,pass_cmp,0,,,,,
player,201009120nyg,car,StewJo00,pass_att,0,,,,,
player,201009120nyg,car,StewJo00,pass_yds,0,,,,,
player,201009120nyg,car,StewJo00,pass_td,0,,,,,
player,201009120nyg,car,StewJo00,pass_int,0,,,,,
player,201009120nyg,car,StewJo00,pass_sacked,,,,,,
player,201009120nyg,car,StewJo00,pass_sacked_yds,,,,,,
player,201009120nyg,car,StewJo00,pass_long,0,,,,,
player,201009120nyg,car,StewJo00,pass_rating,,,,,,
player,201009120nyg,car,StewJo00,rush_att,5,,,,,
player,201009120nyg,car,StewJo00,rush_yds,12,,,,,
player,201009120nyg,car,StewJo00,rush_td,0,,,,,
player,201009120nyg,car,StewJo00,rush_long,4,,,,,
player,201009120nyg,car,StewJo00,targets,0,,,,,
player,201009120nyg,car,StewJo00,rec,0,,,,,
player,201009120nyg,car,StewJo00,rec_yds,0,,,,,
player,201009120nyg,car,StewJo00,rec_td,0,,,,,
player,201009120nyg,car,StewJo00,rec_long,0,,,,,
player,201009120nyg,car,StewJo00,fumbles,0,,,,,
player,201009120nyg,car,StewJo00,fumbles_lost,,,,,,
player,201009120nyg,car,SmitSt01,pass_cmp,0,,,,,
player,201009120nyg,car,SmitSt01,pass_att,0,,,,,
player,201009120nyg,car,SmitSt01,pass_yds,0,,,,,
player,201009120nyg,car,SmitSt01,pass_td,0,,,,,
player,201009120nyg,car,SmitSt01,pass_int,0,,,,,
player,201009120nyg,car,SmitSt01,pass_sacked,,,,,,
player,201009120nyg,car,SmitSt01,pass_sacked_yds,,,,,,
player,201009120nyg,car,SmitSt01,pass_long,0,,,,,
player,201009120nyg,car,SmitSt01,pass_rating,,,,,,
player,201009120nyg,car,SmitSt01,rush_att,0,,,,,
player,201009120nyg,car,SmitSt01,rush_yds,0,,,,,
player,201009120nyg,car,SmitSt01,rush_td,0,,,,,
player,201009120nyg,car,SmitSt01,rush_long,0,,,,,
player,201009120nyg,car,SmitSt01,targets,9,,,,,
player,201009120nyg,car,SmitSt01,rec,5,,,,,
player,201009120nyg,car,SmitSt01,rec_yds,75,,,,,
player,201009120nyg,car,SmitSt01,rec_td,1,,,,,
player,201009120nyg,car,SmitSt01,rec_long,27,,,,,
player,201009120nyg,car,SmitSt01,fumbles,0,,,,,
player,201009120nyg,car,SmitSt01,fumbles_lost,,,,,,
player,201009120nyg,car,JarrDw00,pass_cmp,0,,,,,
player,201009120nyg,car,JarrDw00,pass_att,0,,,,,
player,201009120nyg,car,JarrDw00,pass_yds,0,,,,,
player,201009120nyg,car,JarrDw00,pass_td,0,,,,,
player,201009120nyg,car,JarrDw00,pass_int,0,,,,,
player,201009120nyg,car,JarrDw00,pass_sacked,,,,,,
player,201009120nyg,car,JarrDw00,pass_sacked_yds,,,,,,
player,201009120nyg,car,JarrDw00,pass_long,0,,,,,
player,201009120nyg,car,JarrDw00,pass_rating,,,,,,
player,201009120nyg,car,JarrDw00,rush_att,0,,,,,
player,201009120nyg,car,JarrDw00,rush_yds,0,,,,,
player,201009120nyg,car,JarrDw00,rush_td,0,,,,,
player,201009120nyg,car,JarrDw00,rush_long,0,,,,,
player,201009120nyg,car,JarrDw00,targets,4,,,,,
player,201009120nyg,car,JarrDw00,rec,2,,,,,
player,201009120nyg,car,JarrDw00,rec_yds,40,,,,,
player,201009120nyg,car,JarrDw00,rec_td,0,,,,,
player,201009120nyg,car,JarrDw00,rec_long,21,,,,,
player,201009120nyg,car,JarrDw00,fumbles,0,,,,,
player,201009120nyg,car,JarrDw00,fumbles_lost,,,,,,
player,201009120nyg,car,GoodMi00,pass_cmp,0,,,,,
player,201009120nyg,car,GoodMi00,pass_att,0,,,,,
player,201009120nyg,car,GoodMi00,pass_yds,0,,,,,
player,201009120nyg,car,GoodMi00,pass_td,0,,,,,
player,201009120nyg,car,GoodMi00,pass_int,0,,,,,
player,201009120nyg,car,GoodMi00,pass_sacked,,,,,,
player,201009120nyg,car,GoodMi00,pass_sacked_yds,,,,,,
player,201009120nyg,car,GoodMi00,pass_long,0,,,,,
player,201009120nyg,car,GoodMi00,pass_rating,,,,,,
player,201009120nyg,car,GoodMi00,rush_att,0,,,,,
player,201009120nyg,car,GoodMi00,rush_yds,0,,,,,
player,201009120nyg,car,GoodMi00,rush_td,0,,,,,
player,201009120nyg,car,GoodMi00,rush_long,0,,,,,
player,201009120nyg,car,GoodMi00,targets,5,,,,,
player,201009120nyg,car,GoodMi00,rec,3,,,,,
player,201009120nyg,car,GoodMi00,rec_yds,31,,,,,
player,201009120nyg,car,GoodMi00,rec_td,0,,,,,
player,201009120nyg,car,GoodMi00,rec_long,13,,,,,
player,201009120nyg,car,GoodMi00,fumbles,0,,,,,
player,201009120nyg,car,GoodMi00,fumbles_lost,,,,,,
player,201009120nyg,car,LaFeBr00,pass_cmp,0,,,,,
player,201009120nyg,car,LaFeBr00,pass_att,0,,,,,
player,201009120nyg,car,LaFeBr00,pass_yds,0,,,,,
player,201009120nyg,car,LaFeBr00,pass_td,0,,,,,
player,201009120nyg,car,LaFeBr00,pass_int,0,,,,,
player,201009120nyg,car,LaFeBr00,pass_sacked,0,,,,,
player,201009120nyg,car,LaFeBr00,pass_sacked_yds,,,,,,
player,201009120nyg,car,LaFeBr00,pass_long,0,,,,,
player,201009120nyg,car,LaFeBr00,pass_rating,,,,,,
player,201009120nyg,car,LaFeBr00,rush_att,0,,,,,
player,201009120nyg,car,LaFeBr00,rush_yds,0,,,,,
player,201009120nyg,car,LaFeBr00,rush_td,0,,,,,
player,201009120nyg,car,LaFeBr00,rush_long,0,,,,,
player,201009120nyg,car,LaFeBr00,targets,8,,,,,
player,201009120nyg,car,LaFeBr00,rec,2,,,,,
player,201009120nyg,car,LaFeBr00,rec_yds,22,,,,,
player,201009120nyg,car,LaFeBr00,rec_td,0,,,,,
player,201009120nyg,car,LaFeBr00,rec_long,14,,,,,
player,201009120nyg,car,LaFeBr00,fumbles,0,,,,,
player,201009120nyg,car,LaFeBr00,fumbles_lost,,,,,,
player,201009120nyg,car,RosaDa00,pass_cmp,0,,,,,
player,201009120nyg,car,RosaDa00,pass_att,0,,,,,
player,201009120nyg,car,RosaDa00,pass_yds,0,,,,,
player,201009120nyg,car,RosaDa00,pass_td,0,,,,,
player,201009120nyg,car,RosaDa00,pass_int,0,,,,,
player,201009120nyg,car,RosaDa00,pass_sacked,,,,,,
player,201009120nyg,car,RosaDa00,pass_sacked_yds,,,,,,
player,201009120nyg,car,RosaDa00,pass_long,0,,,,,
player,201009120nyg,car,RosaDa00,pass_rating,,,,,,
player,201009120nyg,car,RosaDa00,rush_att,0,,,,,
player,201009120nyg,car,RosaDa00,rush_yds,0,,,,,
player,201009120nyg,car,RosaDa00,rush_td,0,,,,,
player,201009120nyg,car,RosaDa00,rush_long,0,,,,,
player,201009120nyg,car,RosaDa00,targets,4,,,,,
player,201009120nyg,car,RosaDa00,rec,2,,,,,
player,201009120nyg,car,RosaDa00,rec_yds,14,,,,,
player,201009120nyg,car,RosaDa00,rec_td,0,,,,,
player,201009120nyg,car,RosaDa00,rec_long,10,,,,,
player,201009120nyg,car,RosaDa00,fumbles,0,,,,,
player,201009120nyg,car,RosaDa00,fumbles_lost,,,,,,
player,201009120nyg,car,BakeJa20,pass_cmp,0,,,,,
player,201009120nyg,car,BakeJa20,pass_att,0,,,,,
player,201009120nyg,car,BakeJa20,pass_yds,0,,,,,
player,201009120nyg,car,BakeJa20,pass_td,0,,,,,
player,201009120nyg,car,BakeJa20,pass_int,0,,,,,
player,201009120nyg,car,BakeJa20,pass_sacked,,,,,,
player,201009120nyg,car,BakeJa20,pass_sacked_yds,,,,,,
player,201009120nyg,car,BakeJa20,pass_long,0,,,,,
player,201009120nyg,car,BakeJa20,pass_rating,,,,,,
player,201009120nyg,car,BakeJa20,rush_att,1,,,,,
player,201009120nyg,car,BakeJa20,rush_yds,0,,,,,
player,201009120nyg,car,BakeJa20,rush_td,0,,,,,
player,201009120nyg,car,BakeJa20,rush_long,0,,,,,
player,201009120nyg,car,BakeJa20,targets,0,,,,,
player,201009120nyg,car,BakeJa20,rec,0,,,,,
player,201009120nyg,car,BakeJa20,rec_yds,0,,,,,
player,201009120nyg,car,BakeJa20,rec_td,0,,,,,
player,201009120nyg,car,BakeJa20,rec_long,0,,,,,
player,201009120nyg,car,BakeJa20,fumbles,0,,,,,
player,201009120nyg,car,BakeJa20,fumbles_lost,1,,,,,
player,201009120nyg,car,BarnGa01,pass_cmp,0,,,,,
player,201009120nyg,car,BarnGa01,pass_att,0,,,,,
player,201009120nyg,car,BarnGa01,pass_yds,0,,,,,
player,201009120nyg,car,BarnGa01,pass_td,0,,,,,
player,201009120nyg,car,BarnGa01,pass_int,0,,,,,
player,201009120nyg,car,BarnGa01,pass_sacked,,,,,,
player,201009120nyg,car,BarnGa01,pass_sacked_yds,,,,,,
player,201009120nyg,car,BarnGa01,pass_long,0,,,,,
player,201009120nyg,car,BarnGa01,pass_rating,,,,,,
player,201009120nyg,car,BarnGa01,rush_att,0,,,,,
player,201009120nyg,car,BarnGa01,rush_yds,0,,,,,
player,201009120nyg,car,BarnGa01,rush_td,0,,,,,
player,201009120nyg,car,BarnGa01,rush_long,0,,,,,
player,201009120nyg,car,BarnGa01,targets,2,,,,,
player,201009120nyg,car,BarnGa01,rec,0,,,,,
player,201009120nyg,car,BarnGa01,rec_yds,0,,,,,
player,201009120nyg,car,BarnGa01,rec_td,0,,,,,
player,201009120nyg,car,BarnGa01,rec_long,0,,,,,
player,201009120nyg,car,BarnGa01,fumbles,0,,,,,
player,201009120nyg,car,BarnGa01,fumbles_lost,,,,,,
player,201009120nyg,car,KingJe00,pass_cmp,,,,,,
player,201009120nyg,car,KingJe00,pass_att,,,,,,
player,201009120nyg,car,KingJe00,pass_yds,,,,,,
player,201009120nyg,car,KingJe00,pass_td,,,,,,
player,201009120nyg,car,KingJe00,pass_int,,,,,,
player,201009120nyg,car,KingJe00,pass_sacked,,,,,,
player,201009120nyg,car,KingJe00,pass_sacked_yds,,,,,,
player,201009120nyg,car,KingJe00,pass_long,,,,,,
player,201009120nyg,car,KingJe00,pass_rating,,,,,,
player,201009120nyg,car,KingJe00,rush_att,,,,,,
player,201009120nyg,car,KingJe00,rush_yds,,,,,,
player,201009120nyg,car,KingJe00,rush_td,,,,,,
player,201009120nyg,car,KingJe00,rush_long,,,,,,
player,201009120nyg,car,KingJe00,targets,2,,,,,
player,201009120nyg,car,KingJe00,rec,0,,,,,
player,201009120nyg,car,KingJe00,rec_yds,0,,,,,
player,201009120nyg,car,KingJe00,rec_td,0,,,,,
player,201009120nyg,car,KingJe00,rec_long,,,,,,
player,201009120nyg,car,KingJe00,fumbles,,,,,,
player,201009120nyg,car,KingJe00,fumbles_lost,,,,,,
player,201009120nyg,nyg,MannEl00,pass_cmp,20,,,,,
player,201009120nyg,nyg,MannEl00,pass_att,30,,,,,
player,201009120nyg,nyg,MannEl00,pass_yds,263,,,,,
player,201009120nyg,nyg,MannEl00,pass_td,3,,,,,
player,201009120nyg,nyg,MannEl00,pass_int,3,,,,,
player,201009120nyg,nyg,MannEl00,pass_sacked,1,,,,,
player,201009120nyg,nyg,MannEl00,pass_sacked_yds,5,,,,,
player,201009120nyg,nyg,MannEl00,pass_long,31,,,,,
player,201009120nyg,nyg,MannEl00,pass_rating,87.9,,,,,
player,201009120nyg,nyg,MannEl00,rush_att,4,,,,,
player,201009120nyg,nyg,MannEl00,rush_yds,-2,,,,,
player,201009120nyg,nyg,MannEl00,rush_td,0,,,,,
player,201009120nyg,nyg,MannEl00,rush_long,1,,,,,
player,201009120nyg,nyg,MannEl00,targets,0,,,,,
player,201009120nyg,nyg,MannEl00,rec,0,,,,,
player,201009120nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201009120nyg,nyg,MannEl00,rec_td,0,,,,,
player,201009120nyg,nyg,MannEl00,rec_long,0,,,,,
player,201009120nyg,nyg,MannEl00,fumbles,0,,,,,
player,201009120nyg,nyg,MannEl00,fumbles_lost,,,,,,
player,201009120nyg,nyg,BradAh00,pass_cmp,0,,,,,
player,201009120nyg,nyg,BradAh00,pass_att,0,,,,,
player,201009120nyg,nyg,BradAh00,pass_yds,0,,,,,
player,201009120nyg,nyg,BradAh00,pass_td,0,,,,,
player,201009120nyg,nyg,BradAh00,pass_int,0,,,,,
player,201009120nyg,nyg,BradAh00,pass_sacked,,,,,,
player,201009120nyg,nyg,BradAh00,pass_sacked_yds,,,,,,
player,201009120nyg,nyg,BradAh00,pass_long,0,,,,,
player,201009120nyg,nyg,BradAh00,pass_rating,,,,,,
player,201009120nyg,nyg,BradAh00,rush_att,20,,,,,
player,201009120nyg,nyg,BradAh00,rush_yds,76,,,,,
player,201009120nyg,nyg,BradAh00,rush_td,1,,,,,
player,201009120nyg,nyg,BradAh00,rush_long,39,,,,,
player,201009120nyg,nyg,BradAh00,targets,4,,,,,
player,201009120nyg,nyg,BradAh00,rec,2,,,,,
player,201009120nyg,nyg,BradAh00,rec_yds,17,,,,,
player,201009120nyg,nyg,BradAh00,rec_td,0,,,,,
player,201009120nyg,nyg,BradAh00,rec_long,16,,,,,
player,201009120nyg,nyg,BradAh00,fumbles,1,,,,,
player,201009120nyg,nyg,BradAh00,fumbles_lost,1,,,,,
player,201009120nyg,nyg,JacoBr00,pass_cmp,0,,,,,
player,201009120nyg,nyg,JacoBr00,pass_att,0,,,,,
player,201009120nyg,nyg,JacoBr00,pass_yds,0,,,,,
player,201009120nyg,nyg,JacoBr00,pass_td,0,,,,,
player,201009120nyg,nyg,JacoBr00,pass_int,0,,,,,
player,201009120nyg,nyg,JacoBr00,pass_sacked,,,,,,
player,201009120nyg,nyg,JacoBr00,pass_sacked_yds,,,,,,
player,201009120nyg,nyg,JacoBr00,pass_long,0,,,,,
player,201009120nyg,nyg,JacoBr00,pass_rating,,,,,,
player,201009120nyg,nyg,JacoBr00,rush_att,12,,,,,
player,201009120nyg,nyg,JacoBr00,rush_yds,44,,,,,
player,201009120nyg,nyg,JacoBr00,rush_td,0,,,,,
player,201009120nyg,nyg,JacoBr00,rush_long,22,,,,,
player,201009120nyg,nyg,JacoBr00,targets,2,,,,,
player,201009120nyg,nyg,JacoBr00,rec,2,,,,,
player,201009120nyg,nyg,JacoBr00,rec_yds,21,,,,,
player,201009120nyg,nyg,JacoBr00,rec_td,0,,,,,
player,201009120nyg,nyg,JacoBr00,rec_long,12,,,,,
player,201009120nyg,nyg,JacoBr00,fumbles,0,,,,,
player,201009120nyg,nyg,JacoBr00,fumbles_lost,,,,,,
player,201009120nyg,nyg,MannMa01,pass_cmp,0,,,,,
player,201009120nyg,nyg,MannMa01,pass_att,0,,,,,
player,201009120nyg,nyg,MannMa01,pass_yds,0,,,,,
player,201009120nyg,nyg,MannMa01,pass_td,0,,,,,
player,201009120nyg,nyg,MannMa01,pass_int,0,,,,,
player,201009120nyg,nyg,MannMa01,pass_sacked,,,,,,
player,201009120nyg,nyg,MannMa01,pass_sacked_yds,,,,,,
player,201009120nyg,nyg,MannMa01,pass_long,0,,,,,
player,201009120nyg,nyg,MannMa01,pass_rating,,,,,,
player,201009120nyg,nyg,MannMa01,rush_att,0,,,,,
player,201009120nyg,nyg,MannMa01,rush_yds,0,,,,,
player,201009120nyg,nyg,MannMa01,rush_td,0,,,,,
player,201009120nyg,nyg,MannMa01,rush_long,0,,,,,
player,201009120nyg,nyg,MannMa01,targets,4,,,,,
player,201009120nyg,nyg,MannMa01,rec,4,,,,,
player,201009120nyg,nyg,MannMa01,rec_yds,85,,,,,
player,201009120nyg,nyg,MannMa01,rec_td,0,,,,,
player,201009120nyg,nyg,MannMa01,rec_long,31,,,,,
player,201009120nyg,nyg,MannMa01,fumbles,0,,,,,
player,201009120nyg,nyg,MannMa01,fumbles_lost,,,,,,
player,201009120nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201009120nyg,nyg,NickHa01,pass_att,0,,,,,
player,201009120nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201009120nyg,nyg,NickHa01,pass_td,0,,,,,
player,201009120nyg,nyg,NickHa01,pass_int,0,,,,,
player,201009120nyg,nyg,NickHa01,pass_sacked,,,,,,
player,201009120nyg,nyg,NickHa01,pass_sacked_yds,,,,,,
player,201009120nyg,nyg,NickHa01,pass_long,0,,,,,
player,201009120nyg,nyg,NickHa01,pass_rating,,,,,,
player,201009120nyg,nyg,NickHa01,rush_att,0,,,,,
player,201009120nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201009120nyg,nyg,NickHa01,rush_td,0,,,,,
player,201009120nyg,nyg,NickHa01,rush_long,0,,,,,
player,201009120nyg,nyg,NickHa01,targets,8,,,,,
player,201009120nyg,nyg,NickHa01,rec,4,,,,,
player,201009120nyg,nyg,NickHa01,rec_yds,75,,,,,
player,201009120nyg,nyg,NickHa01,rec_td,3,,,,,
player,201009120nyg,nyg,NickHa01,rec_long,26,,,,,
player,201009120nyg,nyg,NickHa01,fumbles,0,,,,,
player,201009120nyg,nyg,NickHa01,fumbles_lost,,,,,,
player,201009120nyg,nyg,SmitSt02,pass_cmp,0,,,,,
player,201009120nyg,nyg,SmitSt02,pass_att,0,,,,,
player,201009120nyg,nyg,SmitSt02,pass_yds,0,,,,,
player,201009120nyg,nyg,SmitSt02,pass_td,0,,,,,
player,201009120nyg,nyg,SmitSt02,pass_int,0,,,,,
player,201009120nyg,nyg,SmitSt02,pass_sacked,,,,,,
player,201009120nyg,nyg,SmitSt02,pass_sacked_yds,,,,,,
player,201009120nyg,nyg,SmitSt02,pass_long,0,,,,,
player,201009120nyg,nyg,SmitSt02,pass_rating,,,,,,
player,201009120nyg,nyg,SmitSt02,rush_att,0,,,,,
player,201009120nyg,nyg,SmitSt02,rush_yds,0,,,,,
player,201009120nyg,nyg,SmitSt02,rush_td,0,,,,,
player,201009120nyg,nyg,SmitSt02,rush_long,0,,,,,
player,201009120nyg,nyg,SmitSt02,targets,8,,,,,
player,201009120nyg,nyg,SmitSt02,rec,5,,,,,
player,201009120nyg,nyg,SmitSt02,rec_yds,43,,,,,
player,201009120nyg,nyg,SmitSt02,rec_td,0,,,,,
player,201009120nyg,nyg,SmitSt02,rec_long,13,,,,,
player,201009120nyg,nyg,SmitSt02,fumbles,0,,,,,
player,201009120nyg,nyg,SmitSt02,fumbles_lost,,,,,,
player,201009120nyg,nyg,BossKe00,pass_cmp,0,,,,,
player,201009120nyg,nyg,BossKe00,pass_att,0,,,,,
player,201009120nyg,nyg,BossKe00,pass_yds,0,,,,,
player,201009120nyg,nyg,BossKe00,pass_td,0,,,,,
player,201009120nyg,nyg,BossKe00,pass_int,0,,,,,
player,201009120nyg,nyg,BossKe00,pass_sacked,,,,,,
player,201009120nyg,nyg,BossKe00,pass_sacked_yds,,,,,,
player,201009120nyg,nyg,BossKe00,pass_long,0,,,,,
player,201009120nyg,nyg,BossKe00,pass_rating,,,,,,
player,201009120nyg,nyg,BossKe00,rush_att,0,,,,,
player,201009120nyg,nyg,BossKe00,rush_yds,0,,,,,
player,201009120nyg,nyg,BossKe00,rush_td,0,,,,,
player,201009120nyg,nyg,BossKe00,rush_long,0,,,,,
player,201009120nyg,nyg,BossKe00,targets,1,,,,,
player,201009120nyg,nyg,BossKe00,rec,1,,,,,
player,201009120nyg,nyg,BossKe00,rec_yds,11,,,,,
player,201009120nyg,nyg,BossKe00,rec_td,0,,,,,
player,201009120nyg,nyg,BossKe00,rec_long,11,,,,,
player,201009120nyg,nyg,BossKe00,fumbles,0,,,,,
player,201009120nyg,nyg,BossKe00,fumbles_lost,,,,,,
player,201009120nyg,nyg,BeckTr00,pass_cmp,0,,,,,
player,201009120nyg,nyg,BeckTr00,pass_att,0,,,,,
player,201009120nyg,nyg,BeckTr00,pass_yds,0,,,,,
player,201009120nyg,nyg,BeckTr00,pass_td,0,,,,,
player,201009120nyg,nyg,BeckTr00,pass_int,0,,,,,
player,201009120nyg,nyg,BeckTr00,pass_sacked,,,,,,
player,201009120nyg,nyg,BeckTr00,pass_sacked_yds,,,,,,
player,201009120nyg,nyg,BeckTr00,pass_long,0,,,,,
player,201009120nyg,nyg,BeckTr00,pass_rating,,,,,,
player,201009120nyg,nyg,BeckTr00,rush_att,0,,,,,
player,201009120nyg,nyg,BeckTr00,rush_yds,0,,,,,
player,201009120nyg,nyg,BeckTr00,rush_td,0,,,,,
player,201009120nyg,nyg,BeckTr00,rush_long,0,,,,,
player,201009120nyg,nyg,BeckTr00,targets,2,,,,,
player,201009120nyg,nyg,BeckTr00,rec,2,,,,,
player,201009120nyg,nyg,BeckTr00,rec_yds,11,,,,,
player,201009120nyg,nyg,BeckTr00,rec_td,0,,,,,
player,201009120nyg,nyg,BeckTr00,rec_long,8,,,,,
player,201009120nyg,nyg,BeckTr00,fumbles,0,,,,,
player,201009120nyg,nyg,BeckTr00,fumbles_lost,,,,,,
player,201009120nyg,nyg,BardRa00,pass_cmp,,,,,,
player,201009120nyg,nyg,BardRa00,pass_att,,,,,,
player,201009120nyg,nyg,BardRa00,pass_yds,,,,,,
player,201009120nyg,nyg,BardRa00,pass_td,,,,,,
player,201009120nyg,nyg,BardRa00,pass_int,,,,,,
player,201009120nyg,nyg,BardRa00,pass_sacked,,,,,,
player,201009120nyg,nyg,BardRa00,pass_sacked_yds,,,,,,
player,201009120nyg,nyg,BardRa00,pass_long,,,,,,
player,201009120nyg,nyg,BardRa00,pass_rating,,,,,,
player,201009120nyg,nyg,BardRa00,rush_att,,,,,,
player,201009120nyg,nyg,BardRa00,rush_yds,,,,,,
player,201009120nyg,nyg,BardRa00,rush_td,,,,,,
player,201009120nyg,nyg,BardRa00,rush_long,,,,,,
player,201009120nyg,nyg,BardRa00,targets,1,,,,,
player,201009120nyg,nyg,BardRa00,rec,0,,,,,
player,201009120nyg,nyg,BardRa00,rec_yds,0,,,,,
player,201009120nyg,nyg,BardRa00,rec_td,0,,,,,
player,201009120nyg,nyg,BardRa00,rec_long,,,,,,
player,201009120nyg,nyg,BardRa00,fumbles,,,,,,
player,201009120nyg,nyg,BardRa00,fumbles_lost,,,,,,
player,201009120nyg,car,GodfCh99,def_int,2,,,,,
player,201009120nyg,car,GodfCh99,def_int_yds,32,,,,,
player,201009120nyg,car,GodfCh99,def_int_td,0,,,,,
player,201009120nyg,car,GodfCh99,def_int_long,23,,,,,
player,201009120nyg,car,GodfCh99,pass_defended,2,,,,,
player,201009120nyg,car,GodfCh99,sacks,0.0,,,,,
