game,2010,15,20101219,201012190ram,kan,"Kansas City Chiefs",27,ram,"St. Louis Rams",13
player,201012190ram,kan,CassMa00,rec_yds,0,,,,,
player,201012190ram,kan,CassMa00,rec_td,0,,,,,
player,201012190ram,kan,CassMa00,rec_long,0,,,,,
player,201012190ram,kan,CassMa00,fumbles,0,,,,,
player,201012190ram,kan,CassMa00,fumbles_lost,,,,,,
player,201012190ram,kan,CharJa00,pass_cmp,0,,,,,
player,201012190ram,kan,CharJa00,pass_att,0,,,,,
player,201012190ram,kan,CharJa00,pass_yds,0,,,,,
player,201012190ram,kan,CharJa00,pass_td,0,,,,,
player,201012190ram,kan,CharJa00,pass_int,0,,,,,
player,201012190ram,kan,CharJa00,pass_sacked,,,,,,
player,201012190ram,kan,CharJa00,pass_sacked_yds,,,,,,
player,201012190ram,kan,CharJa00,pass_long,0,,,,,
player,201012190ram,kan,CharJa00,pass_rating,,,,,,
player,201012190ram,kan,CharJa00,rush_att,11,,,,,
player,201012190ram,kan,CharJa00,rush_yds,126,,,,,
player,201012190ram,kan,CharJa00,rush_td,1,,,,,
player,201012190ram,kan,CharJa00,rush_long,80,,,,,
player,201012190ram,kan,CharJa00,targets,5,,,,,
player,201012190ram,kan,CharJa00,rec,3,,,,,
player,201012190ram,kan,CharJa00,rec_yds,27,,,,,
player,201012190ram,kan,CharJa00,rec_td,0,,,,,
player,201012190ram,kan,CharJa00,rec_long,14,,,,,
player,201012190ram,kan,CharJa00,fumbles,0,,,,,
player,201012190ram,kan,CharJa00,fumbles_lost,,,,,,
player,201012190ram,kan,JoneTh00,pass_cmp,0,,,,,
player,201012190ram,kan,JoneTh00,pass_att,0,,,,,
player,201012190ram,kan,JoneTh00,pass_yds,0,,,,,
player,201012190ram,kan,JoneTh00,pass_td,0,,,,,
player,201012190ram,kan,JoneTh00,pass_int,0,,,,,
player,201012190ram,kan,JoneTh00,pass_sacked,,,,,,
player,201012190ram,kan,JoneTh00,pass_sacked_yds,,,,,,
player,201012190ram,kan,JoneTh00,pass_long,0,,,,,
player,201012190ram,kan,JoneTh00,pass_rating,,,,,,
player,201012190ram,kan,JoneTh00,rush_att,22,,,,,
player,201012190ram,kan,JoneTh00,rush_yds,62,,,,,
player,201012190ram,kan,JoneTh00,rush_td,1,,,,,
player,201012190ram,kan,JoneTh00,rush_long,16,,,,,
player,201012190ram,kan,JoneTh00,targets,1,,,,,
player,201012190ram,kan,JoneTh00,rec,1,,,,,
player,201012190ram,kan,JoneTh00,rec_yds,16,,,,,
player,201012190ram,kan,JoneTh00,rec_td,0,,,,,
player,201012190ram,kan,JoneTh00,rec_long,16,,,,,
player,201012190ram,kan,JoneTh00,fumbles,0,,,,,
player,201012190ram,kan,JoneTh00,fumbles_lost,,,,,,
player,201012190ram,kan,BattJa00,pass_cmp,0,,,,,
player,201012190ram,kan,BattJa00,pass_att,0,,,,,
player,201012190ram,kan,BattJa00,pass_yds,0,,,,,
player,201012190ram,kan,BattJa00,pass_td,0,,,,,
player,201012190ram,kan,BattJa00,pass_int,0,,,,,
player,201012190ram,kan,BattJa00,pass_sacked,,,,,,
player,201012190ram,kan,BattJa00,pass_sacked_yds,,,,,,
player,201012190ram,kan,BattJa00,pass_long,0,,,,,
player,201012190ram,kan,BattJa00,pass_rating,,,,,,
player,201012190ram,kan,BattJa00,rush_att,2,,,,,
player,201012190ram,kan,BattJa00,rush_yds,9,,,,,
player,201012190ram,kan,BattJa00,rush_td,0,,,,,
player,201012190ram,kan,BattJa00,rush_long,7,,,,,
player,201012190ram,kan,BattJa00,targets,1,,,,,
player,201012190ram,kan,BattJa00,rec,0,,,,,
player,201012190ram,kan,BattJa00,rec_yds,0,,,,,
player,201012190ram,kan,BattJa00,rec_td,0,,,,,
player,201012190ram,kan,BattJa00,rec_long,0,,,,,
player,201012190ram,kan,BattJa00,fumbles,0,,,,,
player,201012190ram,kan,BattJa00,fumbles_lost,,,,,,
player,201012190ram,kan,BoweDw00,pass_cmp,0,,,,,
player,201012190ram,kan,BoweDw00,pass_att,0,,,,,
player,201012190ram,kan,BoweDw00,pass_yds,0,,,,,
player,201012190ram,kan,BoweDw00,pass_td,0,,,,,
player,201012190ram,kan,BoweDw00,pass_int,0,,,,,
player,201012190ram,kan,BoweDw00,pass_sacked,,,,,,
player,201012190ram,kan,BoweDw00,pass_sacked_yds,,,,,,
player,201012190ram,kan,BoweDw00,pass_long,0,,,,,
player,201012190ram,kan,BoweDw00,pass_rating,,,,,,
player,201012190ram,kan,BoweDw00,rush_att,0,,,,,
player,201012190ram,kan,BoweDw00,rush_yds,0,,,,,
player,201012190ram,kan,BoweDw00,rush_td,0,,,,,
player,201012190ram,kan,BoweDw00,rush_long,0,,,,,
player,201012190ram,kan,BoweDw00,targets,6,,,,,
player,201012190ram,kan,BoweDw00,rec,2,,,,,
player,201012190ram,kan,BoweDw00,rec_yds,53,,,,,
player,201012190ram,kan,BoweDw00,rec_td,0,,,,,
player,201012190ram,kan,BoweDw00,rec_long,28,,,,,
player,201012190ram,kan,BoweDw00,fumbles,0,,,,,
player,201012190ram,kan,BoweDw00,fumbles_lost,,,,,,
player,201012190ram,kan,ChamCh00,pass_cmp,0,,,,,
player,201012190ram,kan,ChamCh00,pass_att,0,,,,,
player,201012190ram,kan,ChamCh00,pass_yds,0,,,,,
player,201012190ram,kan,ChamCh00,pass_td,0,,,,,
player,201012190ram,kan,ChamCh00,pass_int,0,,,,,
player,201012190ram,kan,ChamCh00,pass_sacked,,,,,,
player,201012190ram,kan,ChamCh00,pass_sacked_yds,,,,,,
player,201012190ram,kan,ChamCh00,pass_long,0,,,,,
player,201012190ram,kan,ChamCh00,pass_rating,,,,,,
player,201012190ram,kan,ChamCh00,rush_att,0,,,,,
player,201012190ram,kan,ChamCh00,rush_yds,0,,,,,
player,201012190ram,kan,ChamCh00,rush_td,0,,,,,
player,201012190ram,kan,ChamCh00,rush_long,0,,,,,
player,201012190ram,kan,ChamCh00,targets,4,,,,,
player,201012190ram,kan,ChamCh00,rec,3,,,,,
player,201012190ram,kan,ChamCh00,rec_yds,42,,,,,
player,201012190ram,kan,ChamCh00,rec_td,0,,,,,
player,201012190ram,kan,ChamCh00,rec_long,26,,,,,
player,201012190ram,kan,ChamCh00,fumbles,0,,,,,
player,201012190ram,kan,ChamCh00,fumbles_lost,,,,,,
player,201012190ram,kan,MoeaTo00,pass_cmp,0,,,,,
player,201012190ram,kan,MoeaTo00,pass_att,0,,,,,
player,201012190ram,kan,MoeaTo00,pass_yds,0,,,,,
player,201012190ram,kan,MoeaTo00,pass_td,0,,,,,
player,201012190ram,kan,MoeaTo00,pass_int,0,,,,,
player,201012190ram,kan,MoeaTo00,pass_sacked,,,,,,
player,201012190ram,kan,MoeaTo00,pass_sacked_yds,,,,,,
player,201012190ram,kan,MoeaTo00,pass_long,0,,,,,
player,201012190ram,kan,MoeaTo00,pass_rating,,,,,,
player,201012190ram,kan,MoeaTo00,rush_att,0,,,,,
player,201012190ram,kan,MoeaTo00,rush_yds,0,,,,,
player,201012190ram,kan,MoeaTo00,rush_td,0,,,,,
player,201012190ram,kan,MoeaTo00,rush_long,0,,,,,
player,201012190ram,kan,MoeaTo00,targets,4,,,,,
player,201012190ram,kan,MoeaTo00,rec,3,,,,,
player,201012190ram,kan,MoeaTo00,rec_yds,25,,,,,
player,201012190ram,kan,MoeaTo00,rec_td,0,,,,,
player,201012190ram,kan,MoeaTo00,rec_long,12,,,,,
player,201012190ram,kan,MoeaTo00,fumbles,0,,,,,
player,201012190ram,kan,MoeaTo00,fumbles_lost,,,,,,
player,201012190ram,kan,CastTi20,pass_cmp,0,,,,,
player,201012190ram,kan,CastTi20,pass_att,0,,,,,
player,201012190ram,kan,CastTi20,pass_yds,0,,,,,
player,201012190ram,kan,CastTi20,pass_td,0,,,,,
player,201012190ram,kan,CastTi20,pass_int,0,,,,,
player,201012190ram,kan,CastTi20,pass_sacked,,,,,,
player,201012190ram,kan,CastTi20,pass_sacked_yds,,,,,,
player,201012190ram,kan,CastTi20,pass_long,0,,,,,
player,201012190ram,kan,CastTi20,pass_rating,,,,,,
player,201012190ram,kan,CastTi20,rush_att,0,,,,,
player,201012190ram,kan,CastTi20,rush_yds,0,,,,,
player,201012190ram,kan,CastTi20,rush_td,0,,,,,
player,201012190ram,kan,CastTi20,rush_long,0,,,,,
player,201012190ram,kan,CastTi20,targets,2,,,,,
player,201012190ram,kan,CastTi20,rec,1,,,,,
player,201012190ram,kan,CastTi20,rec_yds,12,,,,,
player,201012190ram,kan,CastTi20,rec_td,0,,,,,
player,201012190ram,kan,CastTi20,rec_long,12,,,,,
player,201012190ram,kan,CastTi20,fumbles,0,,,,,
player,201012190ram,kan,CastTi20,fumbles_lost,,,,,,
player,201012190ram,kan,PopeLe00,pass_cmp,0,,,,,
player,201012190ram,kan,PopeLe00,pass_att,0,,,,,
player,201012190ram,kan,PopeLe00,pass_yds,0,,,,,
player,201012190ram,kan,PopeLe00,pass_td,0,,,,,
player,201012190ram,kan,PopeLe00,pass_int,0,,,,,
player,201012190ram,kan,PopeLe00,pass_sacked,,,,,,
player,201012190ram,kan,PopeLe00,pass_sacked_yds,,,,,,
player,201012190ram,kan,PopeLe00,pass_long,0,,,,,
player,201012190ram,kan,PopeLe00,pass_rating,,,,,,
player,201012190ram,kan,PopeLe00,rush_att,0,,,,,
player,201012190ram,kan,PopeLe00,rush_yds,0,,,,,
player,201012190ram,kan,PopeLe00,rush_td,0,,,,,
player,201012190ram,kan,PopeLe00,rush_long,0,,,,,
player,201012190ram,kan,PopeLe00,targets,1,,,,,
player,201012190ram,kan,PopeLe00,rec,1,,,,,
player,201012190ram,kan,PopeLe00,rec_yds,2,,,,,
player,201012190ram,kan,PopeLe00,rec_td,1,,,,,
player,201012190ram,kan,PopeLe00,rec_long,2,,,,,
player,201012190ram,kan,PopeLe00,fumbles,0,,,,,
player,201012190ram,kan,PopeLe00,fumbles_lost,,,,,,
player,201012190ram,kan,McClDe00,pass_cmp,0,,,,,
player,201012190ram,kan,McClDe00,pass_att,0,,,,,
player,201012190ram,kan,McClDe00,pass_yds,0,,,,,
player,201012190ram,kan,McClDe00,pass_td,0,,,,,
player,201012190ram,kan,McClDe00,pass_int,0,,,,,
player,201012190ram,kan,McClDe00,pass_sacked,,,,,,
player,201012190ram,kan,McClDe00,pass_sacked_yds,,,,,,
player,201012190ram,kan,McClDe00,pass_long,0,,,,,
player,201012190ram,kan,McClDe00,pass_rating,,,,,,
player,201012190ram,kan,McClDe00,rush_att,1,,,,,
player,201012190ram,kan,McClDe00,rush_yds,-4,,,,,
player,201012190ram,kan,McClDe00,rush_td,0,,,,,
player,201012190ram,kan,McClDe00,rush_long,-4,,,,,
player,201012190ram,kan,McClDe00,targets,4,,,,,
player,201012190ram,kan,McClDe00,rec,1,,,,,
player,201012190ram,kan,McClDe00,rec_yds,7,,,,,
player,201012190ram,kan,McClDe00,rec_td,0,,,,,
player,201012190ram,kan,McClDe00,rec_long,7,,,,,
player,201012190ram,kan,McClDe00,fumbles,0,,,,,
player,201012190ram,kan,McClDe00,fumbles_lost,,,,,,
player,201012190ram,ram,BradSa00,pass_cmp,21,,,,,
player,201012190ram,ram,BradSa00,pass_att,43,,,,,
player,201012190ram,ram,BradSa00,pass_yds,181,,,,,
player,201012190ram,ram,BradSa00,pass_td,0,,,,,
player,201012190ram,ram,BradSa00,pass_int,2,,,,,
player,201012190ram,ram,BradSa00,pass_sacked,3,,,,,
player,201012190ram,ram,BradSa00,pass_sacked_yds,26,,,,,
player,201012190ram,ram,BradSa00,pass_long,25,,,,,
player,201012190ram,ram,BradSa00,pass_rating,40.9,,,,,
player,201012190ram,ram,BradSa00,rush_att,2,,,,,
player,201012190ram,ram,BradSa00,rush_yds,2,,,,,
player,201012190ram,ram,BradSa00,rush_td,0,,,,,
player,201012190ram,ram,BradSa00,rush_long,3,,,,,
player,201012190ram,ram,BradSa00,targets,0,,,,,
player,201012190ram,ram,BradSa00,rec,0,,,,,
player,201012190ram,ram,BradSa00,rec_yds,0,,,,,
player,201012190ram,ram,BradSa00,rec_td,0,,,,,
player,201012190ram,ram,BradSa00,rec_long,0,,,,,
player,201012190ram,ram,BradSa00,fumbles,1,,,,,
player,201012190ram,ram,BradSa00,fumbles_lost,0,,,,,
player,201012190ram,ram,JackSt00,pass_cmp,0,,,,,
player,201012190ram,ram,JackSt00,pass_att,0,,,,,
player,201012190ram,ram,JackSt00,pass_yds,0,,,,,
player,201012190ram,ram,JackSt00,pass_td,0,,,,,
player,201012190ram,ram,JackSt00,pass_int,0,,,,,
player,201012190ram,ram,JackSt00,pass_sacked,,,,,,
player,201012190ram,ram,JackSt00,pass_sacked_yds,,,,,,
player,201012190ram,ram,JackSt00,pass_long,0,,,,,
player,201012190ram,ram,JackSt00,pass_rating,,,,,,
player,201012190ram,ram,JackSt00,rush_att,19,,,,,
player,201012190ram,ram,JackSt00,rush_yds,67,,,,,
player,201012190ram,ram,JackSt00,rush_td,1,,,,,
player,201012190ram,ram,JackSt00,rush_long,8,,,,,
player,201012190ram,ram,JackSt00,targets,6,,,,,
player,201012190ram,ram,JackSt00,rec,5,,,,,
player,201012190ram,ram,JackSt00,rec_yds,37,,,,,
player,201012190ram,ram,JackSt00,rec_td,0,,,,,
player,201012190ram,ram,JackSt00,rec_long,13,,,,,
player,201012190ram,ram,JackSt00,fumbles,0,,,,,
player,201012190ram,ram,JackSt00,fumbles_lost,,,,,,
player,201012190ram,ram,AmenDa00,pass_cmp,0,,,,,
player,201012190ram,ram,AmenDa00,pass_att,0,,,,,
player,201012190ram,ram,AmenDa00,pass_yds,0,,,,,
player,201012190ram,ram,AmenDa00,pass_td,0,,,,,
player,201012190ram,ram,AmenDa00,pass_int,0,,,,,
player,201012190ram,ram,AmenDa00,pass_sacked,,,,,,
player,201012190ram,ram,AmenDa00,pass_sacked_yds,,,,,,
player,201012190ram,ram,AmenDa00,pass_long,0,,,,,
player,201012190ram,ram,AmenDa00,pass_rating,,,,,,
player,201012190ram,ram,AmenDa00,rush_att,0,,,,,
player,201012190ram,ram,AmenDa00,rush_yds,0,,,,,
player,201012190ram,ram,AmenDa00,rush_td,0,,,,,
player,201012190ram,ram,AmenDa00,rush_long,0,,,,,
player,201012190ram,ram,AmenDa00,targets,11,,,,,
player,201012190ram,ram,AmenDa00,rec,7,,,,,
player,201012190ram,ram,AmenDa00,rec_yds,60,,,,,
player,201012190ram,ram,AmenDa00,rec_td,0,,,,,
player,201012190ram,ram,AmenDa00,rec_long,16,,,,,
player,201012190ram,ram,AmenDa00,fumbles,0,,,,,
player,201012190ram,ram,AmenDa00,fumbles_lost,,,,,,
player,201012190ram,ram,FellDa00,pass_cmp,0,,,,,
player,201012190ram,ram,FellDa00,pass_att,0,,,,,
player,201012190ram,ram,FellDa00,pass_yds,0,,,,,
player,201012190ram,ram,FellDa00,pass_td,0,,,,,
player,201012190ram,ram,FellDa00,pass_int,0,,,,,
player,201012190ram,ram,FellDa00,pass_sacked,,,,,,
player,201012190ram,ram,FellDa00,pass_sacked_yds,,,,,,
player,201012190ram,ram,FellDa00,pass_long,0,,,,,
player,201012190ram,ram,FellDa00,pass_rating,,,,,,
player,201012190ram,ram,FellDa00,rush_att,0,,,,,
player,201012190ram,ram,FellDa00,rush_yds,0,,,,,
player,201012190ram,ram,FellDa00,rush_td,0,,,,,
player,201012190ram,ram,FellDa00,rush_long,0,,,,,
player,201012190ram,ram,FellDa00,targets,8,,,,,
player,201012190ram,ram,FellDa00,rec,4,,,,,
player,201012190ram,ram,FellDa00,rec_yds,47,,,,,
player,201012190ram,ram,FellDa00,rec_td,0,,,,,
player,201012190ram,ram,FellDa00,rec_long,25,,,,,
player,201012190ram,ram,FellDa00,fumbles,0,,,,,
player,201012190ram,ram,FellDa00,fumbles_lost,,,,,,
player,201012190ram,ram,GibsBr00,pass_cmp,0,,,,,
player,201012190ram,ram,GibsBr00,pass_att,0,,,,,
player,201012190ram,ram,GibsBr00,pass_yds,0,,,,,
player,201012190ram,ram,GibsBr00,pass_td,0,,,,,
player,201012190ram,ram,GibsBr00,pass_int,0,,,,,
player,201012190ram,ram,GibsBr00,pass_sacked,,,,,,
player,201012190ram,ram,GibsBr00,pass_sacked_yds,,,,,,
player,201012190ram,ram,GibsBr00,pass_long,0,,,,,
player,201012190ram,ram,GibsBr00,pass_rating,,,,,,
player,201012190ram,ram,GibsBr00,rush_att,0,,,,,
player,201012190ram,ram,GibsBr00,rush_yds,0,,,,,
player,201012190ram,ram,GibsBr00,rush_td,0,,,,,
player,201012190ram,ram,GibsBr00,rush_long,0,,,,,
player,201012190ram,ram,GibsBr00,targets,6,,,,,
player,201012190ram,ram,GibsBr00,rec,3,,,,,
player,201012190ram,ram,GibsBr00,rec_yds,29,,,,,
player,201012190ram,ram,GibsBr00,rec_td,0,,,,,
player,201012190ram,ram,GibsBr00,rec_long,13,,,,,
player,201012190ram,ram,GibsBr00,fumbles,0,,,,,
player,201012190ram,ram,GibsBr00,fumbles_lost,,,,,,
player,201012190ram,ram,RobiLa01,pass_cmp,0,,,,,
player,201012190ram,ram,RobiLa01,pass_att,0,,,,,
player,201012190ram,ram,RobiLa01,pass_yds,0,,,,,
player,201012190ram,ram,RobiLa01,pass_td,0,,,,,
player,201012190ram,ram,RobiLa01,pass_int,0,,,,,
player,201012190ram,ram,RobiLa01,pass_sacked,,,,,,
player,201012190ram,ram,RobiLa01,pass_sacked_yds,,,,,,
player,201012190ram,ram,RobiLa01,pass_long,0,,,,,
player,201012190ram,ram,RobiLa01,pass_rating,,,,,,
player,201012190ram,ram,RobiLa01,rush_att,0,,,,,
player,201012190ram,ram,RobiLa01,rush_yds,0,,,,,
player,201012190ram,ram,RobiLa01,rush_td,0,,,,,
player,201012190ram,ram,RobiLa01,rush_long,0,,,,,
player,201012190ram,ram,RobiLa01,targets,7,,,,,
player,201012190ram,ram,RobiLa01,rec,2,,,,,
player,201012190ram,ram,RobiLa01,rec_yds,8,,,,,
player,201012190ram,ram,RobiLa01,rec_td,0,,,,,
player,201012190ram,ram,RobiLa01,rec_long,8,,,,,
player,201012190ram,ram,RobiLa01,fumbles,0,,,,,
player,201012190ram,ram,RobiLa01,fumbles_lost,,,,,,
player,201012190ram,ram,AlexDa00,pass_cmp,,,,,,
player,201012190ram,ram,AlexDa00,pass_att,,,,,,
player,201012190ram,ram,AlexDa00,pass_yds,,,,,,
player,201012190ram,ram,AlexDa00,pass_td,,,,,,
player,201012190ram,ram,AlexDa00,pass_int,,,,,,
player,201012190ram,ram,AlexDa00,pass_sacked,,,,,,
player,201012190ram,ram,AlexDa00,pass_sacked_yds,,,,,,
player,201012190ram,ram,AlexDa00,pass_long,,,,,,
player,201012190ram,ram,AlexDa00,pass_rating,,,,,,
player,201012190ram,ram,AlexDa00,rush_att,,,,,,
player,201012190ram,ram,AlexDa00,rush_yds,,,,,,
player,201012190ram,ram,AlexDa00,rush_td,,,,,,
player,201012190ram,ram,AlexDa00,rush_long,,,,,,
player,201012190ram,ram,AlexDa00,targets,4,,,,,
player,201012190ram,ram,AlexDa00,rec,0,,,,,
player,201012190ram,ram,AlexDa00,rec_yds,0,,,,,
player,201012190ram,ram,AlexDa00,rec_td,0,,,,,
player,201012190ram,ram,AlexDa00,rec_long,,,,,,
player,201012190ram,ram,AlexDa00,fumbles,,,,,,
player,201012190ram,ram,AlexDa00,fumbles_lost,,,,,,
player,201012190ram,kan,LewiKe00,def_int,2,,,,,
player,201012190ram,kan,LewiKe00,def_int_yds,24,,,,,
player,201012190ram,kan,LewiKe00,def_int_td,0,,,,,
player,201012190ram,kan,LewiKe00,def_int_long,23,,,,,
player,201012190ram,kan,LewiKe00,pass_defended,2,,,,,
player,201012190ram,kan,LewiKe00,sacks,0.0,,,,,
player,201012190ram,kan,LewiKe00,tackles_combined,0,,,,,
player,201012190ram,kan,LewiKe00,tackles_solo,0,,,,,
player,201012190ram,kan,LewiKe00,tackles_assists,0,,,,,
player,201012190ram,kan,LewiKe00,tackles_loss,0,,,,,
player,201012190ram,kan,LewiKe00,qb_hits,1,,,,,
player,201012190ram,kan,LewiKe00,fumbles_rec,0,,,,,
player,201012190ram,kan,LewiKe00,fumbles_rec_yds,0,,,,,
player,201012190ram,kan,LewiKe00,fumbles_rec_td,0,,,,,
player,201012190ram,kan,LewiKe00,fumbles_forced,0,,,,,
player,201012190ram,kan,GilbWa00,def_int,0,,,,,
player,201012190ram,kan,GilbWa00,def_int_yds,0,,,,,
player,201012190ram,kan,GilbWa00,def_int_td,0,,,,,
player,201012190ram,kan,GilbWa00,def_int_long,0,,,,,
player,201012190ram,kan,GilbWa00,pass_defended,0,,,,,
player,201012190ram,kan,GilbWa00,sacks,3.0,,,,,
player,201012190ram,kan,GilbWa00,tackles_combined,3,,,,,
player,201012190ram,kan,GilbWa00,tackles_solo,3,,,,,
player,201012190ram,kan,GilbWa00,tackles_assists,0,,,,,
player,201012190ram,kan,GilbWa00,tackles_loss,2,,,,,
player,201012190ram,kan,GilbWa00,qb_hits,3,,,,,
player,201012190ram,kan,GilbWa00,fumbles_rec,0,,,,,
player,201012190ram,kan,GilbWa00,fumbles_rec_yds,0,,,,,
player,201012190ram,kan,GilbWa00,fumbles_rec_td,0,,,,,
player,201012190ram,kan,GilbWa00,fumbles_forced,1,,,,,
player,201012190ram,kan,JohnDe25,def_int,0,,,,,
player,201012190ram,kan,JohnDe25,def_int_yds,0,,,,,
player,201012190ram,kan,JohnDe25,def_int_td,0,,,,,
player,201012190ram,kan,JohnDe25,def_int_long,0,,,,,
player,201012190ram,kan,JohnDe25,pass_defended,4,,,,,
player,201012190ram,kan,JohnDe25,sacks,0.0,,,,,
player,201012190ram,kan,JohnDe25,tackles_combined,13,,,,,
player,201012190ram,kan,JohnDe25,tackles_solo,10,,,,,
player,201012190ram,kan,JohnDe25,tackles_assists,3,,,,,
player,201012190ram,kan,JohnDe25,tackles_loss,0,,,,,
player,201012190ram,kan,JohnDe25,qb_hits,0,,,,,
player,201012190ram,kan,JohnDe25,fumbles_rec,0,,,,,
player,201012190ram,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201012190ram,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201012190ram,kan,JohnDe25,fumbles_forced,0,,,,,
player,201012190ram,kan,BerrEr99,def_int,0,,,,,
player,201012190ram,kan,BerrEr99,def_int_yds,0,,,,,
player,201012190ram,kan,BerrEr99,def_int_td,0,,,,,
player,201012190ram,kan,BerrEr99,def_int_long,0,,,,,
player,201012190ram,kan,BerrEr99,pass_defended,1,,,,,
player,201012190ram,kan,BerrEr99,sacks,0.0,,,,,
player,201012190ram,kan,BerrEr99,tackles_combined,5,,,,,
player,201012190ram,kan,BerrEr99,tackles_solo,5,,,,,
player,201012190ram,kan,BerrEr99,tackles_assists,0,,,,,
player,201012190ram,kan,BerrEr99,tackles_loss,0,,,,,
player,201012190ram,kan,BerrEr99,qb_hits,0,,,,,
player,201012190ram,kan,BerrEr99,fumbles_rec,0,,,,,
player,201012190ram,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201012190ram,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201012190ram,kan,BerrEr99,fumbles_forced,0,,,,,
player,201012190ram,kan,CarrBr99,def_int,0,,,,,
player,201012190ram,kan,CarrBr99,def_int_yds,0,,,,,
player,201012190ram,kan,CarrBr99,def_int_td,0,,,,,
player,201012190ram,kan,CarrBr99,def_int_long,0,,,,,
player,201012190ram,kan,CarrBr99,pass_defended,2,,,,,
player,201012190ram,kan,CarrBr99,sacks,0.0,,,,,
player,201012190ram,kan,CarrBr99,tackles_combined,4,,,,,
player,201012190ram,kan,CarrBr99,tackles_solo,4,,,,,
player,201012190ram,kan,CarrBr99,tackles_assists,0,,,,,
player,201012190ram,kan,CarrBr99,tackles_loss,0,,,,,
player,201012190ram,kan,CarrBr99,qb_hits,0,,,,,
player,201012190ram,kan,CarrBr99,fumbles_rec,0,,,,,
player,201012190ram,kan,CarrBr99,fumbles_rec_yds,0,,,,,
player,201012190ram,kan,CarrBr99,fumbles_rec_td,0,,,,,
player,201012190ram,kan,CarrBr99,fumbles_forced,0,,,,,
player,201012190ram,kan,DorsGl99,def_int,0,,,,,
player,201012190ram,kan,DorsGl99,def_int_yds,0,,,,,
player,201012190ram,kan,DorsGl99,def_int_td,0,,,,,
player,201012190ram,kan,DorsGl99,def_int_long,0,,,,,
player,201012190ram,kan,DorsGl99,pass_defended,0,,,,,
player,201012190ram,kan,DorsGl99,sacks,0.0,,,,,
player,201012190ram,kan,DorsGl99,tackles_combined,4,,,,,
player,201012190ram,kan,DorsGl99,tackles_solo,3,,,,,
player,201012190ram,kan,DorsGl99,tackles_assists,1,,,,,
player,201012190ram,kan,DorsGl99,tackles_loss,1,,,,,
player,201012190ram,kan,DorsGl99,qb_hits,0,,,,,
player,201012190ram,kan,DorsGl99,fumbles_rec,0,,,,,
player,201012190ram,kan,DorsGl99,fumbles_rec_yds,0,,,,,
player,201012190ram,kan,DorsGl99,fumbles_rec_td,0,,,,,
player,201012190ram,kan,DorsGl99,fumbles_forced,0,,,,,
player,201012190ram,kan,VrabMi20,def_int,0,,,,,
player,201012190ram,kan,VrabMi20,def_int_yds,0,,,,,
player,201012190ram,kan,VrabMi20,def_int_td,0,,,,,
