game,2010,6,20101018,201010180jax,oti,"Tennessee Titans",30,jax,"Jacksonville Jaguars",3
player,201010180jax,oti,YounVi00,rec,0,,,,,
player,201010180jax,oti,YounVi00,rec_yds,0,,,,,
player,201010180jax,oti,YounVi00,rec_td,0,,,,,
player,201010180jax,oti,YounVi00,rec_long,0,,,,,
player,201010180jax,oti,YounVi00,fumbles,1,,,,,
player,201010180jax,oti,YounVi00,fumbles_lost,0,,,,,
player,201010180jax,oti,JohnCh04,pass_cmp,0,,,,,
player,201010180jax,oti,JohnCh04,pass_att,0,,,,,
player,201010180jax,oti,JohnCh04,pass_yds,0,,,,,
player,201010180jax,oti,JohnCh04,pass_td,0,,,,,
player,201010180jax,oti,JohnCh04,pass_int,0,,,,,
player,201010180jax,oti,JohnCh04,pass_sacked,,,,,,
player,201010180jax,oti,JohnCh04,pass_sacked_yds,,,,,,
player,201010180jax,oti,JohnCh04,pass_long,0,,,,,
player,201010180jax,oti,JohnCh04,pass_rating,,,,,,
player,201010180jax,oti,JohnCh04,rush_att,26,,,,,
player,201010180jax,oti,JohnCh04,rush_yds,111,,,,,
player,201010180jax,oti,JohnCh04,rush_td,1,,,,,
player,201010180jax,oti,JohnCh04,rush_long,35,,,,,
player,201010180jax,oti,JohnCh04,targets,2,,,,,
player,201010180jax,oti,JohnCh04,rec,2,,,,,
player,201010180jax,oti,JohnCh04,rec_yds,20,,,,,
player,201010180jax,oti,JohnCh04,rec_td,0,,,,,
player,201010180jax,oti,JohnCh04,rec_long,11,,,,,
player,201010180jax,oti,JohnCh04,fumbles,0,,,,,
player,201010180jax,oti,JohnCh04,fumbles_lost,,,,,,
player,201010180jax,oti,RingJa00,pass_cmp,0,,,,,
player,201010180jax,oti,RingJa00,pass_att,0,,,,,
player,201010180jax,oti,RingJa00,pass_yds,0,,,,,
player,201010180jax,oti,RingJa00,pass_td,0,,,,,
player,201010180jax,oti,RingJa00,pass_int,0,,,,,
player,201010180jax,oti,RingJa00,pass_sacked,,,,,,
player,201010180jax,oti,RingJa00,pass_sacked_yds,,,,,,
player,201010180jax,oti,RingJa00,pass_long,0,,,,,
player,201010180jax,oti,RingJa00,pass_rating,,,,,,
player,201010180jax,oti,RingJa00,rush_att,10,,,,,
player,201010180jax,oti,RingJa00,rush_yds,42,,,,,
player,201010180jax,oti,RingJa00,rush_td,0,,,,,
player,201010180jax,oti,RingJa00,rush_long,13,,,,,
player,201010180jax,oti,RingJa00,targets,1,,,,,
player,201010180jax,oti,RingJa00,rec,1,,,,,
player,201010180jax,oti,RingJa00,rec_yds,8,,,,,
player,201010180jax,oti,RingJa00,rec_td,0,,,,,
player,201010180jax,oti,RingJa00,rec_long,8,,,,,
player,201010180jax,oti,RingJa00,fumbles,0,,,,,
player,201010180jax,oti,RingJa00,fumbles_lost,,,,,,
player,201010180jax,oti,HallAh00,pass_cmp,0,,,,,
player,201010180jax,oti,HallAh00,pass_att,0,,,,,
player,201010180jax,oti,HallAh00,pass_yds,0,,,,,
player,201010180jax,oti,HallAh00,pass_td,0,,,,,
player,201010180jax,oti,HallAh00,pass_int,0,,,,,
player,201010180jax,oti,HallAh00,pass_sacked,,,,,,
player,201010180jax,oti,HallAh00,pass_sacked_yds,,,,,,
player,201010180jax,oti,HallAh00,pass_long,0,,,,,
player,201010180jax,oti,HallAh00,pass_rating,,,,,,
player,201010180jax,oti,HallAh00,rush_att,1,,,,,
player,201010180jax,oti,HallAh00,rush_yds,1,,,,,
player,201010180jax,oti,HallAh00,rush_td,0,,,,,
player,201010180jax,oti,HallAh00,rush_long,1,,,,,
player,201010180jax,oti,HallAh00,targets,0,,,,,
player,201010180jax,oti,HallAh00,rec,0,,,,,
player,201010180jax,oti,HallAh00,rec_yds,0,,,,,
player,201010180jax,oti,HallAh00,rec_td,0,,,,,
player,201010180jax,oti,HallAh00,rec_long,0,,,,,
player,201010180jax,oti,HallAh00,fumbles,0,,,,,
player,201010180jax,oti,HallAh00,fumbles_lost,,,,,,
player,201010180jax,oti,ScaiBo00,pass_cmp,0,,,,,
player,201010180jax,oti,ScaiBo00,pass_att,0,,,,,
player,201010180jax,oti,ScaiBo00,pass_yds,0,,,,,
player,201010180jax,oti,ScaiBo00,pass_td,0,,,,,
player,201010180jax,oti,ScaiBo00,pass_int,0,,,,,
player,201010180jax,oti,ScaiBo00,pass_sacked,,,,,,
player,201010180jax,oti,ScaiBo00,pass_sacked_yds,,,,,,
player,201010180jax,oti,ScaiBo00,pass_long,0,,,,,
player,201010180jax,oti,ScaiBo00,pass_rating,,,,,,
player,201010180jax,oti,ScaiBo00,rush_att,0,,,,,
player,201010180jax,oti,ScaiBo00,rush_yds,0,,,,,
player,201010180jax,oti,ScaiBo00,rush_td,0,,,,,
player,201010180jax,oti,ScaiBo00,rush_long,0,,,,,
player,201010180jax,oti,ScaiBo00,targets,5,,,,,
player,201010180jax,oti,ScaiBo00,rec,4,,,,,
player,201010180jax,oti,ScaiBo00,rec_yds,53,,,,,
player,201010180jax,oti,ScaiBo00,rec_td,1,,,,,
player,201010180jax,oti,ScaiBo00,rec_long,28,,,,,
player,201010180jax,oti,ScaiBo00,fumbles,0,,,,,
player,201010180jax,oti,ScaiBo00,fumbles_lost,,,,,,
player,201010180jax,oti,WillDa04,pass_cmp,0,,,,,
player,201010180jax,oti,WillDa04,pass_att,0,,,,,
player,201010180jax,oti,WillDa04,pass_yds,0,,,,,
player,201010180jax,oti,WillDa04,pass_td,0,,,,,
player,201010180jax,oti,WillDa04,pass_int,0,,,,,
player,201010180jax,oti,WillDa04,pass_sacked,,,,,,
player,201010180jax,oti,WillDa04,pass_sacked_yds,,,,,,
player,201010180jax,oti,WillDa04,pass_long,0,,,,,
player,201010180jax,oti,WillDa04,pass_rating,,,,,,
player,201010180jax,oti,WillDa04,rush_att,0,,,,,
player,201010180jax,oti,WillDa04,rush_yds,0,,,,,
player,201010180jax,oti,WillDa04,rush_td,0,,,,,
player,201010180jax,oti,WillDa04,rush_long,0,,,,,
player,201010180jax,oti,WillDa04,targets,4,,,,,
player,201010180jax,oti,WillDa04,rec,4,,,,,
player,201010180jax,oti,WillDa04,rec_yds,48,,,,,
player,201010180jax,oti,WillDa04,rec_td,0,,,,,
player,201010180jax,oti,WillDa04,rec_long,20,,,,,
player,201010180jax,oti,WillDa04,fumbles,0,,,,,
player,201010180jax,oti,WillDa04,fumbles_lost,,,,,,
player,201010180jax,oti,BritKe00,pass_cmp,0,,,,,
player,201010180jax,oti,BritKe00,pass_att,0,,,,,
player,201010180jax,oti,BritKe00,pass_yds,0,,,,,
player,201010180jax,oti,BritKe00,pass_td,0,,,,,
player,201010180jax,oti,BritKe00,pass_int,0,,,,,
player,201010180jax,oti,BritKe00,pass_sacked,,,,,,
player,201010180jax,oti,BritKe00,pass_sacked_yds,,,,,,
player,201010180jax,oti,BritKe00,pass_long,0,,,,,
player,201010180jax,oti,BritKe00,pass_rating,,,,,,
player,201010180jax,oti,BritKe00,rush_att,0,,,,,
player,201010180jax,oti,BritKe00,rush_yds,0,,,,,
player,201010180jax,oti,BritKe00,rush_td,0,,,,,
player,201010180jax,oti,BritKe00,rush_long,0,,,,,
player,201010180jax,oti,BritKe00,targets,5,,,,,
player,201010180jax,oti,BritKe00,rec,2,,,,,
player,201010180jax,oti,BritKe00,rec_yds,33,,,,,
player,201010180jax,oti,BritKe00,rec_td,1,,,,,
player,201010180jax,oti,BritKe00,rec_long,23,,,,,
player,201010180jax,oti,BritKe00,fumbles,0,,,,,
player,201010180jax,oti,BritKe00,fumbles_lost,,,,,,
player,201010180jax,oti,WashNa00,pass_cmp,0,,,,,
player,201010180jax,oti,WashNa00,pass_att,0,,,,,
player,201010180jax,oti,WashNa00,pass_yds,0,,,,,
player,201010180jax,oti,WashNa00,pass_td,0,,,,,
player,201010180jax,oti,WashNa00,pass_int,0,,,,,
player,201010180jax,oti,WashNa00,pass_sacked,,,,,,
player,201010180jax,oti,WashNa00,pass_sacked_yds,,,,,,
player,201010180jax,oti,WashNa00,pass_long,0,,,,,
player,201010180jax,oti,WashNa00,pass_rating,,,,,,
player,201010180jax,oti,WashNa00,rush_att,0,,,,,
player,201010180jax,oti,WashNa00,rush_yds,0,,,,,
player,201010180jax,oti,WashNa00,rush_td,0,,,,,
player,201010180jax,oti,WashNa00,rush_long,0,,,,,
player,201010180jax,oti,WashNa00,targets,2,,,,,
player,201010180jax,oti,WashNa00,rec,1,,,,,
player,201010180jax,oti,WashNa00,rec_yds,9,,,,,
player,201010180jax,oti,WashNa00,rec_td,0,,,,,
player,201010180jax,oti,WashNa00,rec_long,9,,,,,
player,201010180jax,oti,WashNa00,fumbles,0,,,,,
player,201010180jax,oti,WashNa00,fumbles_lost,,,,,,
player,201010180jax,oti,StevCr00,pass_cmp,,,,,,
player,201010180jax,oti,StevCr00,pass_att,,,,,,
player,201010180jax,oti,StevCr00,pass_yds,,,,,,
player,201010180jax,oti,StevCr00,pass_td,,,,,,
player,201010180jax,oti,StevCr00,pass_int,,,,,,
player,201010180jax,oti,StevCr00,pass_sacked,,,,,,
player,201010180jax,oti,StevCr00,pass_sacked_yds,,,,,,
player,201010180jax,oti,StevCr00,pass_long,,,,,,
player,201010180jax,oti,StevCr00,pass_rating,,,,,,
player,201010180jax,oti,StevCr00,rush_att,,,,,,
player,201010180jax,oti,StevCr00,rush_yds,,,,,,
player,201010180jax,oti,StevCr00,rush_td,,,,,,
player,201010180jax,oti,StevCr00,rush_long,,,,,,
player,201010180jax,oti,StevCr00,targets,2,,,,,
player,201010180jax,oti,StevCr00,rec,0,,,,,
player,201010180jax,oti,StevCr00,rec_yds,0,,,,,
player,201010180jax,oti,StevCr00,rec_td,0,,,,,
player,201010180jax,oti,StevCr00,rec_long,,,,,,
player,201010180jax,oti,StevCr00,fumbles,,,,,,
player,201010180jax,oti,StevCr00,fumbles_lost,,,,,,
player,201010180jax,jax,EdwaTr01,pass_cmp,14,,,,,
player,201010180jax,jax,EdwaTr01,pass_att,24,,,,,
player,201010180jax,jax,EdwaTr01,pass_yds,140,,,,,
player,201010180jax,jax,EdwaTr01,pass_td,0,,,,,
player,201010180jax,jax,EdwaTr01,pass_int,2,,,,,
player,201010180jax,jax,EdwaTr01,pass_sacked,2,,,,,
player,201010180jax,jax,EdwaTr01,pass_sacked_yds,16,,,,,
player,201010180jax,jax,EdwaTr01,pass_long,21,,,,,
player,201010180jax,jax,EdwaTr01,pass_rating,40.3,,,,,
player,201010180jax,jax,EdwaTr01,rush_att,5,,,,,
player,201010180jax,jax,EdwaTr01,rush_yds,16,,,,,
player,201010180jax,jax,EdwaTr01,rush_td,0,,,,,
player,201010180jax,jax,EdwaTr01,rush_long,5,,,,,
player,201010180jax,jax,EdwaTr01,targets,0,,,,,
player,201010180jax,jax,EdwaTr01,rec,0,,,,,
player,201010180jax,jax,EdwaTr01,rec_yds,0,,,,,
player,201010180jax,jax,EdwaTr01,rec_td,0,,,,,
player,201010180jax,jax,EdwaTr01,rec_long,0,,,,,
player,201010180jax,jax,EdwaTr01,fumbles,0,,,,,
player,201010180jax,jax,EdwaTr01,fumbles_lost,,,,,,
player,201010180jax,jax,GarrDa00,pass_cmp,7,,,,,
player,201010180jax,jax,GarrDa00,pass_att,12,,,,,
player,201010180jax,jax,GarrDa00,pass_yds,49,,,,,
player,201010180jax,jax,GarrDa00,pass_td,0,,,,,
player,201010180jax,jax,GarrDa00,pass_int,1,,,,,
player,201010180jax,jax,GarrDa00,pass_sacked,0,,,,,
player,201010180jax,jax,GarrDa00,pass_sacked_yds,0,,,,,
player,201010180jax,jax,GarrDa00,pass_long,10,,,,,
player,201010180jax,jax,GarrDa00,pass_rating,33.0,,,,,
player,201010180jax,jax,GarrDa00,rush_att,0,,,,,
player,201010180jax,jax,GarrDa00,rush_yds,0,,,,,
player,201010180jax,jax,GarrDa00,rush_td,0,,,,,
player,201010180jax,jax,GarrDa00,rush_long,0,,,,,
player,201010180jax,jax,GarrDa00,targets,0,,,,,
player,201010180jax,jax,GarrDa00,rec,0,,,,,
player,201010180jax,jax,GarrDa00,rec_yds,0,,,,,
player,201010180jax,jax,GarrDa00,rec_td,0,,,,,
player,201010180jax,jax,GarrDa00,rec_long,0,,,,,
player,201010180jax,jax,GarrDa00,fumbles,0,,,,,
player,201010180jax,jax,GarrDa00,fumbles_lost,,,,,,
player,201010180jax,jax,DrewMa00,pass_cmp,0,,,,,
player,201010180jax,jax,DrewMa00,pass_att,0,,,,,
player,201010180jax,jax,DrewMa00,pass_yds,0,,,,,
player,201010180jax,jax,DrewMa00,pass_td,0,,,,,
player,201010180jax,jax,DrewMa00,pass_int,0,,,,,
player,201010180jax,jax,DrewMa00,pass_sacked,0,,,,,
player,201010180jax,jax,DrewMa00,pass_sacked_yds,,,,,,
player,201010180jax,jax,DrewMa00,pass_long,0,,,,,
player,201010180jax,jax,DrewMa00,pass_rating,,,,,,
player,201010180jax,jax,DrewMa00,rush_att,17,,,,,
player,201010180jax,jax,DrewMa00,rush_yds,57,,,,,
player,201010180jax,jax,DrewMa00,rush_td,0,,,,,
player,201010180jax,jax,DrewMa00,rush_long,11,,,,,
player,201010180jax,jax,DrewMa00,targets,2,,,,,
player,201010180jax,jax,DrewMa00,rec,2,,,,,
player,201010180jax,jax,DrewMa00,rec_yds,8,,,,,
player,201010180jax,jax,DrewMa00,rec_td,0,,,,,
player,201010180jax,jax,DrewMa00,rec_long,4,,,,,
player,201010180jax,jax,DrewMa00,fumbles,0,,,,,
player,201010180jax,jax,DrewMa00,fumbles_lost,,,,,,
player,201010180jax,jax,KariDe00,pass_cmp,0,,,,,
player,201010180jax,jax,KariDe00,pass_att,0,,,,,
player,201010180jax,jax,KariDe00,pass_yds,0,,,,,
player,201010180jax,jax,KariDe00,pass_td,0,,,,,
player,201010180jax,jax,KariDe00,pass_int,0,,,,,
player,201010180jax,jax,KariDe00,pass_sacked,,,,,,
player,201010180jax,jax,KariDe00,pass_sacked_yds,,,,,,
player,201010180jax,jax,KariDe00,pass_long,0,,,,,
player,201010180jax,jax,KariDe00,pass_rating,,,,,,
player,201010180jax,jax,KariDe00,rush_att,3,,,,,
player,201010180jax,jax,KariDe00,rush_yds,3,,,,,
player,201010180jax,jax,KariDe00,rush_td,0,,,,,
player,201010180jax,jax,KariDe00,rush_long,2,,,,,
player,201010180jax,jax,KariDe00,targets,4,,,,,
player,201010180jax,jax,KariDe00,rec,2,,,,,
player,201010180jax,jax,KariDe00,rec_yds,9,,,,,
player,201010180jax,jax,KariDe00,rec_td,0,,,,,
player,201010180jax,jax,KariDe00,rec_long,7,,,,,
player,201010180jax,jax,KariDe00,fumbles,0,,,,,
player,201010180jax,jax,KariDe00,fumbles_lost,0,,,,,
player,201010180jax,jax,ThomMi01,pass_cmp,0,,,,,
player,201010180jax,jax,ThomMi01,pass_att,0,,,,,
player,201010180jax,jax,ThomMi01,pass_yds,0,,,,,
player,201010180jax,jax,ThomMi01,pass_td,0,,,,,
player,201010180jax,jax,ThomMi01,pass_int,0,,,,,
player,201010180jax,jax,ThomMi01,pass_sacked,,,,,,
player,201010180jax,jax,ThomMi01,pass_sacked_yds,,,,,,
player,201010180jax,jax,ThomMi01,pass_long,0,,,,,
player,201010180jax,jax,ThomMi01,pass_rating,,,,,,
player,201010180jax,jax,ThomMi01,rush_att,0,,,,,
player,201010180jax,jax,ThomMi01,rush_yds,0,,,,,
player,201010180jax,jax,ThomMi01,rush_td,0,,,,,
player,201010180jax,jax,ThomMi01,rush_long,0,,,,,
player,201010180jax,jax,ThomMi01,targets,9,,,,,
player,201010180jax,jax,ThomMi01,rec,8,,,,,
player,201010180jax,jax,ThomMi01,rec_yds,88,,,,,
player,201010180jax,jax,ThomMi01,rec_td,0,,,,,
player,201010180jax,jax,ThomMi01,rec_long,21,,,,,
player,201010180jax,jax,ThomMi01,fumbles,0,,,,,
player,201010180jax,jax,ThomMi01,fumbles_lost,,,,,,
player,201010180jax,jax,LewiMa00,pass_cmp,0,,,,,
player,201010180jax,jax,LewiMa00,pass_att,0,,,,,
player,201010180jax,jax,LewiMa00,pass_yds,0,,,,,
player,201010180jax,jax,LewiMa00,pass_td,0,,,,,
player,201010180jax,jax,LewiMa00,pass_int,0,,,,,
player,201010180jax,jax,LewiMa00,pass_sacked,,,,,,
player,201010180jax,jax,LewiMa00,pass_sacked_yds,,,,,,
player,201010180jax,jax,LewiMa00,pass_long,0,,,,,
player,201010180jax,jax,LewiMa00,pass_rating,,,,,,
player,201010180jax,jax,LewiMa00,rush_att,0,,,,,
player,201010180jax,jax,LewiMa00,rush_yds,0,,,,,
player,201010180jax,jax,LewiMa00,rush_td,0,,,,,
player,201010180jax,jax,LewiMa00,rush_long,0,,,,,
player,201010180jax,jax,LewiMa00,targets,6,,,,,
player,201010180jax,jax,LewiMa00,rec,4,,,,,
player,201010180jax,jax,LewiMa00,rec_yds,39,,,,,
player,201010180jax,jax,LewiMa00,rec_td,0,,,,,
player,201010180jax,jax,LewiMa00,rec_long,15,,,,,
player,201010180jax,jax,LewiMa00,fumbles,1,,,,,
player,201010180jax,jax,LewiMa00,fumbles_lost,1,,,,,
player,201010180jax,jax,MillZa02,pass_cmp,0,,,,,
player,201010180jax,jax,MillZa02,pass_att,0,,,,,
player,201010180jax,jax,MillZa02,pass_yds,0,,,,,
player,201010180jax,jax,MillZa02,pass_td,0,,,,,
player,201010180jax,jax,MillZa02,pass_int,0,,,,,
player,201010180jax,jax,MillZa02,pass_sacked,,,,,,
player,201010180jax,jax,MillZa02,pass_sacked_yds,,,,,,
player,201010180jax,jax,MillZa02,pass_long,0,,,,,
player,201010180jax,jax,MillZa02,pass_rating,,,,,,
player,201010180jax,jax,MillZa02,rush_att,0,,,,,
player,201010180jax,jax,MillZa02,rush_yds,0,,,,,
player,201010180jax,jax,MillZa02,rush_td,0,,,,,
player,201010180jax,jax,MillZa02,rush_long,0,,,,,
player,201010180jax,jax,MillZa02,targets,2,,,,,
player,201010180jax,jax,MillZa02,rec,2,,,,,
player,201010180jax,jax,MillZa02,rec_yds,18,,,,,
player,201010180jax,jax,MillZa02,rec_td,0,,,,,
player,201010180jax,jax,MillZa02,rec_long,10,,,,,
player,201010180jax,jax,MillZa02,fumbles,0,,,,,
player,201010180jax,jax,MillZa02,fumbles_lost,,,,,,
player,201010180jax,jax,WalkMi01,pass_cmp,0,,,,,
player,201010180jax,jax,WalkMi01,pass_att,0,,,,,
player,201010180jax,jax,WalkMi01,pass_yds,0,,,,,
player,201010180jax,jax,WalkMi01,pass_td,0,,,,,
player,201010180jax,jax,WalkMi01,pass_int,0,,,,,
player,201010180jax,jax,WalkMi01,pass_sacked,,,,,,
player,201010180jax,jax,WalkMi01,pass_sacked_yds,,,,,,
player,201010180jax,jax,WalkMi01,pass_long,0,,,,,
player,201010180jax,jax,WalkMi01,pass_rating,,,,,,
player,201010180jax,jax,WalkMi01,rush_att,0,,,,,
player,201010180jax,jax,WalkMi01,rush_yds,0,,,,,
player,201010180jax,jax,WalkMi01,rush_td,0,,,,,
player,201010180jax,jax,WalkMi01,rush_long,0,,,,,
player,201010180jax,jax,WalkMi01,targets,8,,,,,
player,201010180jax,jax,WalkMi01,rec,2,,,,,
player,201010180jax,jax,WalkMi01,rec_yds,16,,,,,
player,201010180jax,jax,WalkMi01,rec_td,0,,,,,
player,201010180jax,jax,WalkMi01,rec_long,10,,,,,
player,201010180jax,jax,WalkMi01,fumbles,0,,,,,
player,201010180jax,jax,WalkMi01,fumbles_lost,,,,,,
player,201010180jax,jax,UndeTi00,pass_cmp,0,,,,,
player,201010180jax,jax,UndeTi00,pass_att,0,,,,,
player,201010180jax,jax,UndeTi00,pass_yds,0,,,,,
player,201010180jax,jax,UndeTi00,pass_td,0,,,,,
player,201010180jax,jax,UndeTi00,pass_int,0,,,,,
player,201010180jax,jax,UndeTi00,pass_sacked,,,,,,
player,201010180jax,jax,UndeTi00,pass_sacked_yds,,,,,,
player,201010180jax,jax,UndeTi00,pass_long,0,,,,,
player,201010180jax,jax,UndeTi00,pass_rating,,,,,,
player,201010180jax,jax,UndeTi00,rush_att,0,,,,,
player,201010180jax,jax,UndeTi00,rush_yds,0,,,,,
player,201010180jax,jax,UndeTi00,rush_td,0,,,,,
player,201010180jax,jax,UndeTi00,rush_long,0,,,,,
player,201010180jax,jax,UndeTi00,targets,5,,,,,
player,201010180jax,jax,UndeTi00,rec,1,,,,,
player,201010180jax,jax,UndeTi00,rec_yds,11,,,,,
player,201010180jax,jax,UndeTi00,rec_td,0,,,,,
player,201010180jax,jax,UndeTi00,rec_long,11,,,,,
player,201010180jax,jax,UndeTi00,fumbles,0,,,,,
player,201010180jax,jax,UndeTi00,fumbles_lost,,,,,,
player,201010180jax,oti,FullVi20,def_int,1,,,,,
player,201010180jax,oti,FullVi20,def_int_yds,0,,,,,
player,201010180jax,oti,FullVi20,def_int_td,0,,,,,
player,201010180jax,oti,FullVi20,def_int_long,0,,,,,
player,201010180jax,oti,FullVi20,pass_defended,1,,,,,
player,201010180jax,oti,FullVi20,sacks,0.0,,,,,
player,201010180jax,oti,FullVi20,tackles_combined,4,,,,,
player,201010180jax,oti,FullVi20,tackles_solo,4,,,,,
player,201010180jax,oti,FullVi20,tackles_assists,0,,,,,
player,201010180jax,oti,FullVi20,tackles_loss,0,,,,,
player,201010180jax,oti,FullVi20,qb_hits,0,,,,,
player,201010180jax,oti,FullVi20,fumbles_rec,0,,,,,
player,201010180jax,oti,FullVi20,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,FullVi20,fumbles_rec_td,0,,,,,
player,201010180jax,oti,FullVi20,fumbles_forced,0,,,,,
player,201010180jax,oti,GrifMi99,def_int,1,,,,,
player,201010180jax,oti,GrifMi99,def_int_yds,13,,,,,
player,201010180jax,oti,GrifMi99,def_int_td,0,,,,,
player,201010180jax,oti,GrifMi99,def_int_long,13,,,,,
player,201010180jax,oti,GrifMi99,pass_defended,1,,,,,
player,201010180jax,oti,GrifMi99,sacks,0.0,,,,,
player,201010180jax,oti,GrifMi99,tackles_combined,3,,,,,
player,201010180jax,oti,GrifMi99,tackles_solo,3,,,,,
player,201010180jax,oti,GrifMi99,tackles_assists,0,,,,,
player,201010180jax,oti,GrifMi99,tackles_loss,0,,,,,
player,201010180jax,oti,GrifMi99,qb_hits,0,,,,,
player,201010180jax,oti,GrifMi99,fumbles_rec,0,,,,,
player,201010180jax,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201010180jax,oti,GrifMi99,fumbles_forced,0,,,,,
player,201010180jax,oti,VernAl99,def_int,1,,,,,
player,201010180jax,oti,VernAl99,def_int_yds,10,,,,,
player,201010180jax,oti,VernAl99,def_int_td,0,,,,,
player,201010180jax,oti,VernAl99,def_int_long,10,,,,,
player,201010180jax,oti,VernAl99,pass_defended,2,,,,,
player,201010180jax,oti,VernAl99,sacks,0.0,,,,,
player,201010180jax,oti,VernAl99,tackles_combined,1,,,,,
player,201010180jax,oti,VernAl99,tackles_solo,1,,,,,
player,201010180jax,oti,VernAl99,tackles_assists,0,,,,,
player,201010180jax,oti,VernAl99,tackles_loss,0,,,,,
player,201010180jax,oti,VernAl99,qb_hits,0,,,,,
player,201010180jax,oti,VernAl99,fumbles_rec,0,,,,,
player,201010180jax,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201010180jax,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201010180jax,oti,VernAl99,fumbles_forced,0,,,,,
player,201010180jax,oti,FordJa99,def_int,0,,,,,
player,201010180jax,oti,FordJa99,def_int_yds,0,,,,,
player,201010180jax,oti,FordJa99,def_int_td,0,,,,,
player,201010180jax,oti,FordJa99,def_int_long,0,,,,,
player,201010180jax,oti,FordJa99,pass_defended,0,,,,,
player,201010180jax,oti,FordJa99,sacks,1.0,,,,,
player,201010180jax,oti,FordJa99,tackles_combined,4,,,,,
player,201010180jax,oti,FordJa99,tackles_solo,4,,,,,
player,201010180jax,oti,FordJa99,tackles_assists,0,,,,,
player,201010180jax,oti,FordJa99,tackles_loss,1,,,,,
player,201010180jax,oti,FordJa99,qb_hits,1,,,,,
