game,2010,11,20101121,201011210jax,cle,"Cleveland Browns",20,jax,"Jacksonville Jaguars",24
player,201011210jax,jax,MiddWi98,qb_hits,1,,,,,
player,201011210jax,jax,MiddWi98,fumbles_rec,0,,,,,
player,201011210jax,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201011210jax,jax,MiddWi98,fumbles_forced,0,,,,,
player,201011210jax,jax,AlleRu00,def_int,0,,,,,
player,201011210jax,jax,AlleRu00,def_int_yds,0,,,,,
player,201011210jax,jax,AlleRu00,def_int_td,0,,,,,
player,201011210jax,jax,AlleRu00,def_int_long,0,,,,,
player,201011210jax,jax,AlleRu00,pass_defended,0,,,,,
player,201011210jax,jax,AlleRu00,sacks,0.0,,,,,
player,201011210jax,jax,AlleRu00,tackles_combined,1,,,,,
player,201011210jax,jax,AlleRu00,tackles_solo,1,,,,,
player,201011210jax,jax,AlleRu00,tackles_assists,0,,,,,
player,201011210jax,jax,AlleRu00,tackles_loss,0,,,,,
player,201011210jax,jax,AlleRu00,qb_hits,0,,,,,
player,201011210jax,jax,AlleRu00,fumbles_rec,0,,,,,
player,201011210jax,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201011210jax,jax,AlleRu00,fumbles_forced,0,,,,,
player,201011210jax,jax,MillZa02,def_int,0,,,,,
player,201011210jax,jax,MillZa02,def_int_yds,0,,,,,
player,201011210jax,jax,MillZa02,def_int_td,0,,,,,
player,201011210jax,jax,MillZa02,def_int_long,0,,,,,
player,201011210jax,jax,MillZa02,pass_defended,0,,,,,
player,201011210jax,jax,MillZa02,sacks,0.0,,,,,
player,201011210jax,jax,MillZa02,tackles_combined,1,,,,,
player,201011210jax,jax,MillZa02,tackles_solo,1,,,,,
player,201011210jax,jax,MillZa02,tackles_assists,0,,,,,
player,201011210jax,jax,MillZa02,tackles_loss,0,,,,,
player,201011210jax,jax,MillZa02,qb_hits,0,,,,,
player,201011210jax,jax,MillZa02,fumbles_rec,0,,,,,
player,201011210jax,jax,MillZa02,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,MillZa02,fumbles_rec_td,0,,,,,
player,201011210jax,jax,MillZa02,fumbles_forced,0,,,,,
player,201011210jax,jax,OwenMo01,def_int,0,,,,,
player,201011210jax,jax,OwenMo01,def_int_yds,0,,,,,
player,201011210jax,jax,OwenMo01,def_int_td,0,,,,,
player,201011210jax,jax,OwenMo01,def_int_long,0,,,,,
player,201011210jax,jax,OwenMo01,pass_defended,0,,,,,
player,201011210jax,jax,OwenMo01,sacks,0.0,,,,,
player,201011210jax,jax,OwenMo01,tackles_combined,1,,,,,
player,201011210jax,jax,OwenMo01,tackles_solo,1,,,,,
player,201011210jax,jax,OwenMo01,tackles_assists,0,,,,,
player,201011210jax,jax,OwenMo01,tackles_loss,0,,,,,
player,201011210jax,jax,OwenMo01,qb_hits,0,,,,,
player,201011210jax,jax,OwenMo01,fumbles_rec,0,,,,,
player,201011210jax,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201011210jax,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201011210jax,jax,OwenMo01,fumbles_forced,0,,,,,
player,201011210jax,cle,SmitCl22,kick_ret,3,,,,,
player,201011210jax,cle,SmitCl22,kick_ret_yds,45,,,,,
player,201011210jax,cle,SmitCl22,kick_ret_yds_per_ret,15.0,,,,,
player,201011210jax,cle,SmitCl22,kick_ret_td,0,,,,,
player,201011210jax,cle,SmitCl22,kick_ret_long,20,,,,,
player,201011210jax,cle,SmitCl22,punt_ret,0,,,,,
player,201011210jax,cle,SmitCl22,punt_ret_yds,0,,,,,
player,201011210jax,cle,SmitCl22,punt_ret_yds_per_ret,,,,,,
player,201011210jax,cle,SmitCl22,punt_ret_td,0,,,,,
player,201011210jax,cle,SmitCl22,punt_ret_long,0,,,,,
player,201011210jax,jax,ThomMi01,kick_ret,0,,,,,
player,201011210jax,jax,ThomMi01,kick_ret_yds,0,,,,,
player,201011210jax,jax,ThomMi01,kick_ret_yds_per_ret,,,,,,
player,201011210jax,jax,ThomMi01,kick_ret_td,0,,,,,
player,201011210jax,jax,ThomMi01,kick_ret_long,0,,,,,
player,201011210jax,jax,ThomMi01,punt_ret,4,,,,,
player,201011210jax,jax,ThomMi01,punt_ret_yds,33,,,,,
player,201011210jax,jax,ThomMi01,punt_ret_yds_per_ret,8.3,,,,,
player,201011210jax,jax,ThomMi01,punt_ret_td,0,,,,,
player,201011210jax,jax,ThomMi01,punt_ret_long,23,,,,,
player,201011210jax,jax,UndeTi00,kick_ret,5,,,,,
player,201011210jax,jax,UndeTi00,kick_ret_yds,88,,,,,
player,201011210jax,jax,UndeTi00,kick_ret_yds_per_ret,17.6,,,,,
player,201011210jax,jax,UndeTi00,kick_ret_td,0,,,,,
player,201011210jax,jax,UndeTi00,kick_ret_long,25,,,,,
player,201011210jax,jax,UndeTi00,punt_ret,0,,,,,
player,201011210jax,jax,UndeTi00,punt_ret_yds,0,,,,,
player,201011210jax,jax,UndeTi00,punt_ret_yds_per_ret,,,,,,
player,201011210jax,jax,UndeTi00,punt_ret_td,0,,,,,
player,201011210jax,jax,UndeTi00,punt_ret_long,0,,,,,
player,201011210jax,cle,dawsophi01,xpm,2,,,,,
player,201011210jax,cle,dawsophi01,xpa,2,,,,,
player,201011210jax,cle,dawsophi01,fgm,2,,,,,
player,201011210jax,cle,dawsophi01,fga,4,,,,,
player,201011210jax,cle,dawsophi01,punt,0,,,,,
player,201011210jax,cle,dawsophi01,punt_yds,0,,,,,
player,201011210jax,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201011210jax,cle,dawsophi01,punt_long,0,,,,,
player,201011210jax,cle,HodgRe20,xpm,,,,,,
player,201011210jax,cle,HodgRe20,xpa,,,,,,
player,201011210jax,cle,HodgRe20,fgm,,,,,,
player,201011210jax,cle,HodgRe20,fga,,,,,,
player,201011210jax,cle,HodgRe20,punt,5,,,,,
player,201011210jax,cle,HodgRe20,punt_yds,220,,,,,
player,201011210jax,cle,HodgRe20,punt_yds_per_punt,44.0,,,,,
player,201011210jax,cle,HodgRe20,punt_long,53,,,,,
player,201011210jax,jax,scobejos01,xpm,3,,,,,
player,201011210jax,jax,scobejos01,xpa,3,,,,,
player,201011210jax,jax,scobejos01,fgm,1,,,,,
player,201011210jax,jax,scobejos01,fga,1,,,,,
player,201011210jax,jax,scobejos01,punt,0,,,,,
player,201011210jax,jax,scobejos01,punt_yds,0,,,,,
player,201011210jax,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201011210jax,jax,scobejos01,punt_long,0,,,,,
player,201011210jax,jax,PodlAd20,xpm,,,,,,
player,201011210jax,jax,PodlAd20,xpa,,,,,,
player,201011210jax,jax,PodlAd20,fgm,,,,,,
player,201011210jax,jax,PodlAd20,fga,,,,,,
player,201011210jax,jax,PodlAd20,punt,2,,,,,
player,201011210jax,jax,PodlAd20,punt_yds,67,,,,,
player,201011210jax,jax,PodlAd20,punt_yds_per_punt,33.5,,,,,
player,201011210jax,jax,PodlAd20,punt_long,38,,,,,
