game,2010,4,20101003,201010030buf,nyj,"New York Jets",38,buf,"Buffalo Bills",14
player,201010030buf,buf,TorbRe20,tackles_assists,0,,,,,
player,201010030buf,buf,TorbRe20,tackles_loss,0,,,,,
player,201010030buf,buf,TorbRe20,qb_hits,0,,,,,
player,201010030buf,buf,TorbRe20,fumbles_rec,0,,,,,
player,201010030buf,buf,TorbRe20,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,TorbRe20,fumbles_rec_td,0,,,,,
player,201010030buf,buf,TorbRe20,fumbles_forced,0,,,,,
player,201010030buf,buf,WillKy20,def_int,0,,,,,
player,201010030buf,buf,WillKy20,def_int_yds,0,,,,,
player,201010030buf,buf,WillKy20,def_int_td,0,,,,,
player,201010030buf,buf,WillKy20,def_int_long,0,,,,,
player,201010030buf,buf,WillKy20,pass_defended,0,,,,,
player,201010030buf,buf,WillKy20,sacks,0.0,,,,,
player,201010030buf,buf,WillKy20,tackles_combined,5,,,,,
player,201010030buf,buf,WillKy20,tackles_solo,5,,,,,
player,201010030buf,buf,WillKy20,tackles_assists,0,,,,,
player,201010030buf,buf,WillKy20,tackles_loss,1,,,,,
player,201010030buf,buf,WillKy20,qb_hits,0,,,,,
player,201010030buf,buf,WillKy20,fumbles_rec,0,,,,,
player,201010030buf,buf,WillKy20,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,WillKy20,fumbles_rec_td,0,,,,,
player,201010030buf,buf,WillKy20,fumbles_forced,0,,,,,
player,201010030buf,buf,WilsGe01,def_int,0,,,,,
player,201010030buf,buf,WilsGe01,def_int_yds,0,,,,,
player,201010030buf,buf,WilsGe01,def_int_td,0,,,,,
player,201010030buf,buf,WilsGe01,def_int_long,0,,,,,
player,201010030buf,buf,WilsGe01,pass_defended,0,,,,,
player,201010030buf,buf,WilsGe01,sacks,0.0,,,,,
player,201010030buf,buf,WilsGe01,tackles_combined,4,,,,,
player,201010030buf,buf,WilsGe01,tackles_solo,1,,,,,
player,201010030buf,buf,WilsGe01,tackles_assists,3,,,,,
player,201010030buf,buf,WilsGe01,tackles_loss,0,,,,,
player,201010030buf,buf,WilsGe01,qb_hits,0,,,,,
player,201010030buf,buf,WilsGe01,fumbles_rec,0,,,,,
player,201010030buf,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201010030buf,buf,WilsGe01,fumbles_forced,0,,,,,
player,201010030buf,buf,ElliKe20,def_int,0,,,,,
player,201010030buf,buf,ElliKe20,def_int_yds,0,,,,,
player,201010030buf,buf,ElliKe20,def_int_td,0,,,,,
player,201010030buf,buf,ElliKe20,def_int_long,0,,,,,
player,201010030buf,buf,ElliKe20,pass_defended,0,,,,,
player,201010030buf,buf,ElliKe20,sacks,0.0,,,,,
player,201010030buf,buf,ElliKe20,tackles_combined,3,,,,,
player,201010030buf,buf,ElliKe20,tackles_solo,1,,,,,
player,201010030buf,buf,ElliKe20,tackles_assists,2,,,,,
player,201010030buf,buf,ElliKe20,tackles_loss,0,,,,,
player,201010030buf,buf,ElliKe20,qb_hits,0,,,,,
player,201010030buf,buf,ElliKe20,fumbles_rec,0,,,,,
player,201010030buf,buf,ElliKe20,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,ElliKe20,fumbles_rec_td,0,,,,,
player,201010030buf,buf,ElliKe20,fumbles_forced,0,,,,,
player,201010030buf,buf,FlorDr20,def_int,0,,,,,
player,201010030buf,buf,FlorDr20,def_int_yds,0,,,,,
player,201010030buf,buf,FlorDr20,def_int_td,0,,,,,
player,201010030buf,buf,FlorDr20,def_int_long,0,,,,,
player,201010030buf,buf,FlorDr20,pass_defended,0,,,,,
player,201010030buf,buf,FlorDr20,sacks,0.0,,,,,
player,201010030buf,buf,FlorDr20,tackles_combined,3,,,,,
player,201010030buf,buf,FlorDr20,tackles_solo,2,,,,,
player,201010030buf,buf,FlorDr20,tackles_assists,1,,,,,
player,201010030buf,buf,FlorDr20,tackles_loss,0,,,,,
player,201010030buf,buf,FlorDr20,qb_hits,0,,,,,
player,201010030buf,buf,FlorDr20,fumbles_rec,0,,,,,
player,201010030buf,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201010030buf,buf,FlorDr20,fumbles_forced,0,,,,,
player,201010030buf,buf,McInCo00,def_int,0,,,,,
player,201010030buf,buf,McInCo00,def_int_yds,0,,,,,
player,201010030buf,buf,McInCo00,def_int_td,0,,,,,
player,201010030buf,buf,McInCo00,def_int_long,0,,,,,
player,201010030buf,buf,McInCo00,pass_defended,0,,,,,
player,201010030buf,buf,McInCo00,sacks,0.0,,,,,
player,201010030buf,buf,McInCo00,tackles_combined,3,,,,,
player,201010030buf,buf,McInCo00,tackles_solo,3,,,,,
player,201010030buf,buf,McInCo00,tackles_assists,0,,,,,
player,201010030buf,buf,McInCo00,tackles_loss,0,,,,,
player,201010030buf,buf,McInCo00,qb_hits,0,,,,,
player,201010030buf,buf,McInCo00,fumbles_rec,0,,,,,
player,201010030buf,buf,McInCo00,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,McInCo00,fumbles_rec_td,0,,,,,
player,201010030buf,buf,McInCo00,fumbles_forced,0,,,,,
player,201010030buf,buf,JohnSt00,def_int,0,,,,,
player,201010030buf,buf,JohnSt00,def_int_yds,0,,,,,
player,201010030buf,buf,JohnSt00,def_int_td,0,,,,,
player,201010030buf,buf,JohnSt00,def_int_long,0,,,,,
player,201010030buf,buf,JohnSt00,pass_defended,0,,,,,
player,201010030buf,buf,JohnSt00,sacks,0.0,,,,,
player,201010030buf,buf,JohnSt00,tackles_combined,2,,,,,
player,201010030buf,buf,JohnSt00,tackles_solo,1,,,,,
player,201010030buf,buf,JohnSt00,tackles_assists,1,,,,,
player,201010030buf,buf,JohnSt00,tackles_loss,0,,,,,
player,201010030buf,buf,JohnSt00,qb_hits,0,,,,,
player,201010030buf,buf,JohnSt00,fumbles_rec,0,,,,,
player,201010030buf,buf,JohnSt00,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,JohnSt00,fumbles_rec_td,0,,,,,
player,201010030buf,buf,JohnSt00,fumbles_forced,0,,,,,
player,201010030buf,buf,ScotBr20,def_int,0,,,,,
player,201010030buf,buf,ScotBr20,def_int_yds,0,,,,,
player,201010030buf,buf,ScotBr20,def_int_td,0,,,,,
player,201010030buf,buf,ScotBr20,def_int_long,0,,,,,
player,201010030buf,buf,ScotBr20,pass_defended,0,,,,,
player,201010030buf,buf,ScotBr20,sacks,0.0,,,,,
player,201010030buf,buf,ScotBr20,tackles_combined,2,,,,,
player,201010030buf,buf,ScotBr20,tackles_solo,2,,,,,
player,201010030buf,buf,ScotBr20,tackles_assists,0,,,,,
player,201010030buf,buf,ScotBr20,tackles_loss,1,,,,,
player,201010030buf,buf,ScotBr20,qb_hits,0,,,,,
player,201010030buf,buf,ScotBr20,fumbles_rec,0,,,,,
player,201010030buf,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201010030buf,buf,ScotBr20,fumbles_forced,0,,,,,
player,201010030buf,buf,ColeAn01,def_int,0,,,,,
player,201010030buf,buf,ColeAn01,def_int_yds,0,,,,,
player,201010030buf,buf,ColeAn01,def_int_td,0,,,,,
player,201010030buf,buf,ColeAn01,def_int_long,0,,,,,
player,201010030buf,buf,ColeAn01,pass_defended,0,,,,,
player,201010030buf,buf,ColeAn01,sacks,0.0,,,,,
player,201010030buf,buf,ColeAn01,tackles_combined,1,,,,,
player,201010030buf,buf,ColeAn01,tackles_solo,1,,,,,
player,201010030buf,buf,ColeAn01,tackles_assists,0,,,,,
player,201010030buf,buf,ColeAn01,tackles_loss,0,,,,,
player,201010030buf,buf,ColeAn01,qb_hits,0,,,,,
player,201010030buf,buf,ColeAn01,fumbles_rec,0,,,,,
player,201010030buf,buf,ColeAn01,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,ColeAn01,fumbles_rec_td,0,,,,,
player,201010030buf,buf,ColeAn01,fumbles_forced,0,,,,,
player,201010030buf,buf,CornRe99,def_int,0,,,,,
player,201010030buf,buf,CornRe99,def_int_yds,0,,,,,
player,201010030buf,buf,CornRe99,def_int_td,0,,,,,
player,201010030buf,buf,CornRe99,def_int_long,0,,,,,
player,201010030buf,buf,CornRe99,pass_defended,1,,,,,
player,201010030buf,buf,CornRe99,sacks,0.0,,,,,
player,201010030buf,buf,CornRe99,tackles_combined,1,,,,,
player,201010030buf,buf,CornRe99,tackles_solo,1,,,,,
player,201010030buf,buf,CornRe99,tackles_assists,0,,,,,
player,201010030buf,buf,CornRe99,tackles_loss,0,,,,,
player,201010030buf,buf,CornRe99,qb_hits,0,,,,,
player,201010030buf,buf,CornRe99,fumbles_rec,0,,,,,
player,201010030buf,buf,CornRe99,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,CornRe99,fumbles_rec_td,0,,,,,
player,201010030buf,buf,CornRe99,fumbles_forced,0,,,,,
player,201010030buf,buf,JoneDo00,def_int,0,,,,,
player,201010030buf,buf,JoneDo00,def_int_yds,0,,,,,
player,201010030buf,buf,JoneDo00,def_int_td,0,,,,,
player,201010030buf,buf,JoneDo00,def_int_long,0,,,,,
player,201010030buf,buf,JoneDo00,pass_defended,0,,,,,
player,201010030buf,buf,JoneDo00,sacks,0.0,,,,,
player,201010030buf,buf,JoneDo00,tackles_combined,1,,,,,
player,201010030buf,buf,JoneDo00,tackles_solo,1,,,,,
player,201010030buf,buf,JoneDo00,tackles_assists,0,,,,,
player,201010030buf,buf,JoneDo00,tackles_loss,0,,,,,
player,201010030buf,buf,JoneDo00,qb_hits,0,,,,,
player,201010030buf,buf,JoneDo00,fumbles_rec,0,,,,,
player,201010030buf,buf,JoneDo00,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,JoneDo00,fumbles_rec_td,0,,,,,
player,201010030buf,buf,JoneDo00,fumbles_forced,0,,,,,
player,201010030buf,buf,linderia01,def_int,0,,,,,
player,201010030buf,buf,linderia01,def_int_yds,0,,,,,
player,201010030buf,buf,linderia01,def_int_td,0,,,,,
player,201010030buf,buf,linderia01,def_int_long,0,,,,,
player,201010030buf,buf,linderia01,pass_defended,0,,,,,
player,201010030buf,buf,linderia01,sacks,0.0,,,,,
player,201010030buf,buf,linderia01,tackles_combined,1,,,,,
player,201010030buf,buf,linderia01,tackles_solo,1,,,,,
player,201010030buf,buf,linderia01,tackles_assists,0,,,,,
player,201010030buf,buf,linderia01,tackles_loss,0,,,,,
player,201010030buf,buf,linderia01,qb_hits,0,,,,,
player,201010030buf,buf,linderia01,fumbles_rec,0,,,,,
player,201010030buf,buf,linderia01,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,linderia01,fumbles_rec_td,0,,,,,
player,201010030buf,buf,linderia01,fumbles_forced,0,,,,,
player,201010030buf,buf,MoatAr00,def_int,0,,,,,
player,201010030buf,buf,MoatAr00,def_int_yds,0,,,,,
player,201010030buf,buf,MoatAr00,def_int_td,0,,,,,
player,201010030buf,buf,MoatAr00,def_int_long,0,,,,,
player,201010030buf,buf,MoatAr00,pass_defended,0,,,,,
player,201010030buf,buf,MoatAr00,sacks,0.0,,,,,
player,201010030buf,buf,MoatAr00,tackles_combined,1,,,,,
player,201010030buf,buf,MoatAr00,tackles_solo,0,,,,,
player,201010030buf,buf,MoatAr00,tackles_assists,1,,,,,
player,201010030buf,buf,MoatAr00,tackles_loss,0,,,,,
player,201010030buf,buf,MoatAr00,qb_hits,0,,,,,
player,201010030buf,buf,MoatAr00,fumbles_rec,0,,,,,
player,201010030buf,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201010030buf,buf,MoatAr00,fumbles_forced,0,,,,,
player,201010030buf,buf,StupJo00,def_int,0,,,,,
player,201010030buf,buf,StupJo00,def_int_yds,0,,,,,
player,201010030buf,buf,StupJo00,def_int_td,0,,,,,
player,201010030buf,buf,StupJo00,def_int_long,0,,,,,
player,201010030buf,buf,StupJo00,pass_defended,0,,,,,
player,201010030buf,buf,StupJo00,sacks,0.0,,,,,
player,201010030buf,buf,StupJo00,tackles_combined,1,,,,,
player,201010030buf,buf,StupJo00,tackles_solo,0,,,,,
player,201010030buf,buf,StupJo00,tackles_assists,1,,,,,
player,201010030buf,buf,StupJo00,tackles_loss,0,,,,,
player,201010030buf,buf,StupJo00,qb_hits,0,,,,,
player,201010030buf,buf,StupJo00,fumbles_rec,0,,,,,
player,201010030buf,buf,StupJo00,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,StupJo00,fumbles_rec_td,0,,,,,
player,201010030buf,buf,StupJo00,fumbles_forced,0,,,,,
player,201010030buf,buf,TrouTo00,def_int,0,,,,,
player,201010030buf,buf,TrouTo00,def_int_yds,0,,,,,
player,201010030buf,buf,TrouTo00,def_int_td,0,,,,,
player,201010030buf,buf,TrouTo00,def_int_long,0,,,,,
player,201010030buf,buf,TrouTo00,pass_defended,0,,,,,
player,201010030buf,buf,TrouTo00,sacks,0.0,,,,,
player,201010030buf,buf,TrouTo00,tackles_combined,1,,,,,
player,201010030buf,buf,TrouTo00,tackles_solo,1,,,,,
player,201010030buf,buf,TrouTo00,tackles_assists,0,,,,,
player,201010030buf,buf,TrouTo00,tackles_loss,0,,,,,
player,201010030buf,buf,TrouTo00,qb_hits,0,,,,,
player,201010030buf,buf,TrouTo00,fumbles_rec,0,,,,,
player,201010030buf,buf,TrouTo00,fumbles_rec_yds,0,,,,,
player,201010030buf,buf,TrouTo00,fumbles_rec_td,0,,,,,
player,201010030buf,buf,TrouTo00,fumbles_forced,0,,,,,
player,201010030buf,nyj,LeonJi23,kick_ret,0,,,,,
player,201010030buf,nyj,LeonJi23,kick_ret_yds,0,,,,,
player,201010030buf,nyj,LeonJi23,kick_ret_yds_per_ret,,,,,,
player,201010030buf,nyj,LeonJi23,kick_ret_td,0,,,,,
player,201010030buf,nyj,LeonJi23,kick_ret_long,0,,,,,
player,201010030buf,nyj,LeonJi23,punt_ret,4,,,,,
player,201010030buf,nyj,LeonJi23,punt_ret_yds,46,,,,,
player,201010030buf,nyj,LeonJi23,punt_ret_yds_per_ret,11.5,,,,,
player,201010030buf,nyj,LeonJi23,punt_ret_td,0,,,,,
player,201010030buf,nyj,LeonJi23,punt_ret_long,17,,,,,
player,201010030buf,nyj,WilsKy99,kick_ret,0,,,,,
player,201010030buf,nyj,WilsKy99,kick_ret_yds,0,,,,,
player,201010030buf,nyj,WilsKy99,kick_ret_yds_per_ret,,,,,,
player,201010030buf,nyj,WilsKy99,kick_ret_td,0,,,,,
player,201010030buf,nyj,WilsKy99,kick_ret_long,0,,,,,
player,201010030buf,nyj,WilsKy99,punt_ret,3,,,,,
player,201010030buf,nyj,WilsKy99,punt_ret_yds,37,,,,,
player,201010030buf,nyj,WilsKy99,punt_ret_yds_per_ret,12.3,,,,,
player,201010030buf,nyj,WilsKy99,punt_ret_td,0,,,,,
player,201010030buf,nyj,WilsKy99,punt_ret_long,15,,,,,
player,201010030buf,nyj,SmitBr01,kick_ret,3,,,,,
player,201010030buf,nyj,SmitBr01,kick_ret_yds,84,,,,,
player,201010030buf,nyj,SmitBr01,kick_ret_yds_per_ret,28.0,,,,,
player,201010030buf,nyj,SmitBr01,kick_ret_td,0,,,,,
player,201010030buf,nyj,SmitBr01,kick_ret_long,38,,,,,
player,201010030buf,nyj,SmitBr01,punt_ret,0,,,,,
player,201010030buf,nyj,SmitBr01,punt_ret_yds,0,,,,,
player,201010030buf,nyj,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201010030buf,nyj,SmitBr01,punt_ret_td,0,,,,,
player,201010030buf,nyj,SmitBr01,punt_ret_long,0,,,,,
player,201010030buf,buf,ParrRo00,kick_ret,0,,,,,
player,201010030buf,buf,ParrRo00,kick_ret_yds,0,,,,,
player,201010030buf,buf,ParrRo00,kick_ret_yds_per_ret,,,,,,
player,201010030buf,buf,ParrRo00,kick_ret_td,0,,,,,
player,201010030buf,buf,ParrRo00,kick_ret_long,0,,,,,
player,201010030buf,buf,ParrRo00,punt_ret,4,,,,,
player,201010030buf,buf,ParrRo00,punt_ret_yds,50,,,,,
player,201010030buf,buf,ParrRo00,punt_ret_yds_per_ret,12.5,,,,,
player,201010030buf,buf,ParrRo00,punt_ret_td,0,,,,,
player,201010030buf,buf,ParrRo00,punt_ret_long,26,,,,,
player,201010030buf,buf,SpilC.00,kick_ret,5,,,,,
player,201010030buf,buf,SpilC.00,kick_ret_yds,110,,,,,
player,201010030buf,buf,SpilC.00,kick_ret_yds_per_ret,22.0,,,,,
player,201010030buf,buf,SpilC.00,kick_ret_td,0,,,,,
player,201010030buf,buf,SpilC.00,kick_ret_long,29,,,,,
player,201010030buf,buf,SpilC.00,punt_ret,0,,,,,
player,201010030buf,buf,SpilC.00,punt_ret_yds,0,,,,,
player,201010030buf,buf,SpilC.00,punt_ret_yds_per_ret,,,,,,
player,201010030buf,buf,SpilC.00,punt_ret_td,0,,,,,
player,201010030buf,buf,SpilC.00,punt_ret_long,0,,,,,
player,201010030buf,buf,ElliCh99,kick_ret,1,,,,,
player,201010030buf,buf,ElliCh99,kick_ret_yds,0,,,,,
player,201010030buf,buf,ElliCh99,kick_ret_yds_per_ret,0.0,,,,,
player,201010030buf,buf,ElliCh99,kick_ret_td,0,,,,,
player,201010030buf,buf,ElliCh99,kick_ret_long,0,,,,,
player,201010030buf,buf,ElliCh99,punt_ret,0,,,,,
player,201010030buf,buf,ElliCh99,punt_ret_yds,0,,,,,
player,201010030buf,buf,ElliCh99,punt_ret_yds_per_ret,,,,,,
player,201010030buf,buf,ElliCh99,punt_ret_td,0,,,,,
player,201010030buf,buf,ElliCh99,punt_ret_long,0,,,,,
player,201010030buf,nyj,FolkNi20,xpm,5,,,,,
player,201010030buf,nyj,FolkNi20,xpa,5,,,,,
player,201010030buf,nyj,FolkNi20,fgm,1,,,,,
player,201010030buf,nyj,FolkNi20,fga,2,,,,,
player,201010030buf,nyj,FolkNi20,punt,0,,,,,
player,201010030buf,nyj,FolkNi20,punt_yds,0,,,,,
player,201010030buf,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201010030buf,nyj,FolkNi20,punt_long,0,,,,,
player,201010030buf,nyj,WeatSt20,xpm,,,,,,
player,201010030buf,nyj,WeatSt20,xpa,,,,,,
player,201010030buf,nyj,WeatSt20,fgm,,,,,,
player,201010030buf,nyj,WeatSt20,fga,,,,,,
player,201010030buf,nyj,WeatSt20,punt,6,,,,,
player,201010030buf,nyj,WeatSt20,punt_yds,241,,,,,
player,201010030buf,nyj,WeatSt20,punt_yds_per_punt,40.2,,,,,
player,201010030buf,nyj,WeatSt20,punt_long,51,,,,,
player,201010030buf,buf,linderia01,xpm,2,,,,,
player,201010030buf,buf,linderia01,xpa,2,,,,,
player,201010030buf,buf,linderia01,fgm,,,,,,
player,201010030buf,buf,linderia01,fga,,,,,,
player,201010030buf,buf,linderia01,punt,0,,,,,
player,201010030buf,buf,linderia01,punt_yds,0,,,,,
player,201010030buf,buf,linderia01,punt_yds_per_punt,,,,,,
player,201010030buf,buf,linderia01,punt_long,0,,,,,
player,201010030buf,buf,MoorBr24,xpm,,,,,,
player,201010030buf,buf,MoorBr24,xpa,,,,,,
player,201010030buf,buf,MoorBr24,fgm,,,,,,
player,201010030buf,buf,MoorBr24,fga,,,,,,
player,201010030buf,buf,MoorBr24,punt,9,,,,,
player,201010030buf,buf,MoorBr24,punt_yds,395,,,,,
player,201010030buf,buf,MoorBr24,punt_yds_per_punt,43.9,,,,,
player,201010030buf,buf,MoorBr24,punt_long,55,,,,,
