game,2010,5,20101010,201010100det,ram,"St. Louis Rams",6,det,"Detroit Lions",44
player,201010100det,det,WendJo99,tackles_loss,0,,,,,
player,201010100det,det,WendJo99,qb_hits,0,,,,,
player,201010100det,det,WendJo99,fumbles_rec,0,,,,,
player,201010100det,det,WendJo99,fumbles_rec_yds,0,,,,,
player,201010100det,det,WendJo99,fumbles_rec_td,0,,,,,
player,201010100det,det,WendJo99,fumbles_forced,0,,,,,
player,201010100det,det,AvriCl99,def_int,0,,,,,
player,201010100det,det,AvriCl99,def_int_yds,0,,,,,
player,201010100det,det,AvriCl99,def_int_td,0,,,,,
player,201010100det,det,AvriCl99,def_int_long,0,,,,,
player,201010100det,det,AvriCl99,pass_defended,1,,,,,
player,201010100det,det,AvriCl99,sacks,0.0,,,,,
player,201010100det,det,AvriCl99,tackles_combined,1,,,,,
player,201010100det,det,AvriCl99,tackles_solo,0,,,,,
player,201010100det,det,AvriCl99,tackles_assists,1,,,,,
player,201010100det,det,AvriCl99,tackles_loss,0,,,,,
player,201010100det,det,AvriCl99,qb_hits,0,,,,,
player,201010100det,det,AvriCl99,fumbles_rec,0,,,,,
player,201010100det,det,AvriCl99,fumbles_rec_yds,0,,,,,
player,201010100det,det,AvriCl99,fumbles_rec_td,0,,,,,
player,201010100det,det,AvriCl99,fumbles_forced,0,,,,,
player,201010100det,det,VashNa99,def_int,0,,,,,
player,201010100det,det,VashNa99,def_int_yds,0,,,,,
player,201010100det,det,VashNa99,def_int_td,0,,,,,
player,201010100det,det,VashNa99,def_int_long,0,,,,,
player,201010100det,det,VashNa99,pass_defended,0,,,,,
player,201010100det,det,VashNa99,sacks,0.0,,,,,
player,201010100det,det,VashNa99,tackles_combined,1,,,,,
player,201010100det,det,VashNa99,tackles_solo,1,,,,,
player,201010100det,det,VashNa99,tackles_assists,0,,,,,
player,201010100det,det,VashNa99,tackles_loss,0,,,,,
player,201010100det,det,VashNa99,qb_hits,0,,,,,
player,201010100det,det,VashNa99,fumbles_rec,0,,,,,
player,201010100det,det,VashNa99,fumbles_rec_yds,0,,,,,
player,201010100det,det,VashNa99,fumbles_rec_td,0,,,,,
player,201010100det,det,VashNa99,fumbles_forced,0,,,,,
player,201010100det,det,WeslDa20,def_int,0,,,,,
player,201010100det,det,WeslDa20,def_int_yds,0,,,,,
player,201010100det,det,WeslDa20,def_int_td,0,,,,,
player,201010100det,det,WeslDa20,def_int_long,0,,,,,
player,201010100det,det,WeslDa20,pass_defended,0,,,,,
player,201010100det,det,WeslDa20,sacks,0.0,,,,,
player,201010100det,det,WeslDa20,tackles_combined,1,,,,,
player,201010100det,det,WeslDa20,tackles_solo,1,,,,,
player,201010100det,det,WeslDa20,tackles_assists,0,,,,,
player,201010100det,det,WeslDa20,tackles_loss,0,,,,,
player,201010100det,det,WeslDa20,qb_hits,0,,,,,
player,201010100det,det,WeslDa20,fumbles_rec,0,,,,,
player,201010100det,det,WeslDa20,fumbles_rec_yds,0,,,,,
player,201010100det,det,WeslDa20,fumbles_rec_td,0,,,,,
player,201010100det,det,WeslDa20,fumbles_forced,0,,,,,
player,201010100det,ram,AmenDa00,kick_ret,0,,,,,
player,201010100det,ram,AmenDa00,kick_ret_yds,0,,,,,
player,201010100det,ram,AmenDa00,kick_ret_yds_per_ret,,,,,,
player,201010100det,ram,AmenDa00,kick_ret_td,0,,,,,
player,201010100det,ram,AmenDa00,kick_ret_long,0,,,,,
player,201010100det,ram,AmenDa00,punt_ret,2,,,,,
player,201010100det,ram,AmenDa00,punt_ret_yds,37,,,,,
player,201010100det,ram,AmenDa00,punt_ret_yds_per_ret,18.5,,,,,
player,201010100det,ram,AmenDa00,punt_ret_td,0,,,,,
player,201010100det,ram,AmenDa00,punt_ret_long,24,,,,,
player,201010100det,ram,GilyMa00,kick_ret,4,,,,,
player,201010100det,ram,GilyMa00,kick_ret_yds,82,,,,,
player,201010100det,ram,GilyMa00,kick_ret_yds_per_ret,20.5,,,,,
player,201010100det,ram,GilyMa00,kick_ret_td,0,,,,,
player,201010100det,ram,GilyMa00,kick_ret_long,22,,,,,
player,201010100det,ram,GilyMa00,punt_ret,0,,,,,
player,201010100det,ram,GilyMa00,punt_ret_yds,0,,,,,
player,201010100det,ram,GilyMa00,punt_ret_yds_per_ret,,,,,,
player,201010100det,ram,GilyMa00,punt_ret_td,0,,,,,
player,201010100det,ram,GilyMa00,punt_ret_long,0,,,,,
player,201010100det,ram,TostKe00,kick_ret,4,,,,,
player,201010100det,ram,TostKe00,kick_ret_yds,75,,,,,
player,201010100det,ram,TostKe00,kick_ret_yds_per_ret,18.8,,,,,
player,201010100det,ram,TostKe00,kick_ret_td,0,,,,,
player,201010100det,ram,TostKe00,kick_ret_long,20,,,,,
player,201010100det,ram,TostKe00,punt_ret,0,,,,,
player,201010100det,ram,TostKe00,punt_ret_yds,0,,,,,
player,201010100det,ram,TostKe00,punt_ret_yds_per_ret,,,,,,
player,201010100det,ram,TostKe00,punt_ret_td,0,,,,,
player,201010100det,ram,TostKe00,punt_ret_long,0,,,,,
player,201010100det,ram,GranLa99,kick_ret,1,,,,,
player,201010100det,ram,GranLa99,kick_ret_yds,8,,,,,
player,201010100det,ram,GranLa99,kick_ret_yds_per_ret,8.0,,,,,
player,201010100det,ram,GranLa99,kick_ret_td,0,,,,,
player,201010100det,ram,GranLa99,kick_ret_long,8,,,,,
player,201010100det,ram,GranLa99,punt_ret,0,,,,,
player,201010100det,ram,GranLa99,punt_ret_yds,0,,,,,
player,201010100det,ram,GranLa99,punt_ret_yds_per_ret,,,,,,
player,201010100det,ram,GranLa99,punt_ret_td,0,,,,,
player,201010100det,ram,GranLa99,punt_ret_long,0,,,,,
player,201010100det,det,LogaSt00,kick_ret,1,,,,,
player,201010100det,det,LogaSt00,kick_ret_yds,105,,,,,
player,201010100det,det,LogaSt00,kick_ret_yds_per_ret,105.0,,,,,
player,201010100det,det,LogaSt00,kick_ret_td,1,,,,,
player,201010100det,det,LogaSt00,kick_ret_long,105,,,,,
player,201010100det,det,LogaSt00,punt_ret,2,,,,,
player,201010100det,det,LogaSt00,punt_ret_yds,24,,,,,
player,201010100det,det,LogaSt00,punt_ret_yds_per_ret,12.0,,,,,
player,201010100det,det,LogaSt00,punt_ret_td,0,,,,,
player,201010100det,det,LogaSt00,punt_ret_long,17,,,,,
player,201010100det,ram,JoneDo21,xpm,,,,,,
player,201010100det,ram,JoneDo21,xpa,,,,,,
player,201010100det,ram,JoneDo21,fgm,,,,,,
player,201010100det,ram,JoneDo21,fga,,,,,,
player,201010100det,ram,JoneDo21,punt,4,,,,,
player,201010100det,ram,JoneDo21,punt_yds,183,,,,,
player,201010100det,ram,JoneDo21,punt_yds_per_punt,45.8,,,,,
player,201010100det,ram,JoneDo21,punt_long,56,,,,,
player,201010100det,ram,brownjos01,xpm,,,,,,
player,201010100det,ram,brownjos01,xpa,,,,,,
player,201010100det,ram,brownjos01,fgm,2,,,,,
player,201010100det,ram,brownjos01,fga,2,,,,,
player,201010100det,ram,brownjos01,punt,0,,,,,
player,201010100det,ram,brownjos01,punt_yds,0,,,,,
player,201010100det,ram,brownjos01,punt_yds_per_punt,,,,,,
player,201010100det,ram,brownjos01,punt_long,0,,,,,
player,201010100det,det,hansojas01,xpm,5,,,,,
player,201010100det,det,hansojas01,xpa,5,,,,,
player,201010100det,det,hansojas01,fgm,3,,,,,
player,201010100det,det,hansojas01,fga,3,,,,,
player,201010100det,det,hansojas01,punt,0,,,,,
player,201010100det,det,hansojas01,punt_yds,0,,,,,
player,201010100det,det,hansojas01,punt_yds_per_punt,,,,,,
player,201010100det,det,hansojas01,punt_long,0,,,,,
player,201010100det,det,HarrNi20,xpm,,,,,,
player,201010100det,det,HarrNi20,xpa,,,,,,
player,201010100det,det,HarrNi20,fgm,,,,,,
player,201010100det,det,HarrNi20,fga,,,,,,
player,201010100det,det,HarrNi20,punt,3,,,,,
player,201010100det,det,HarrNi20,punt_yds,134,,,,,
player,201010100det,det,HarrNi20,punt_yds_per_punt,44.7,,,,,
player,201010100det,det,HarrNi20,punt_long,53,,,,,
