game,2010,1,20100912,201009120nwe,cin,"Cincinnati Bengals",24,nwe,"New England Patriots",38
player,201009120nwe,nwe,NinkRo20,tackles_solo,1,,,,,
player,201009120nwe,nwe,NinkRo20,tackles_assists,3,,,,,
player,201009120nwe,nwe,NinkRo20,tackles_loss,0,,,,,
player,201009120nwe,nwe,NinkRo20,qb_hits,1,,,,,
player,201009120nwe,nwe,NinkRo20,fumbles_rec,1,,,,,
player,201009120nwe,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201009120nwe,nwe,SpikBr99,def_int,0,,,,,
player,201009120nwe,nwe,SpikBr99,def_int_yds,0,,,,,
player,201009120nwe,nwe,SpikBr99,def_int_td,0,,,,,
player,201009120nwe,nwe,SpikBr99,def_int_long,0,,,,,
player,201009120nwe,nwe,SpikBr99,pass_defended,1,,,,,
player,201009120nwe,nwe,SpikBr99,sacks,0.0,,,,,
player,201009120nwe,nwe,SpikBr99,tackles_combined,3,,,,,
player,201009120nwe,nwe,SpikBr99,tackles_solo,1,,,,,
player,201009120nwe,nwe,SpikBr99,tackles_assists,2,,,,,
player,201009120nwe,nwe,SpikBr99,tackles_loss,0,,,,,
player,201009120nwe,nwe,SpikBr99,qb_hits,0,,,,,
player,201009120nwe,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,WilfVi20,def_int,0,,,,,
player,201009120nwe,nwe,WilfVi20,def_int_yds,0,,,,,
player,201009120nwe,nwe,WilfVi20,def_int_td,0,,,,,
player,201009120nwe,nwe,WilfVi20,def_int_long,0,,,,,
player,201009120nwe,nwe,WilfVi20,pass_defended,1,,,,,
player,201009120nwe,nwe,WilfVi20,sacks,0.0,,,,,
player,201009120nwe,nwe,WilfVi20,tackles_combined,3,,,,,
player,201009120nwe,nwe,WilfVi20,tackles_solo,2,,,,,
player,201009120nwe,nwe,WilfVi20,tackles_assists,1,,,,,
player,201009120nwe,nwe,WilfVi20,tackles_loss,0,,,,,
player,201009120nwe,nwe,WilfVi20,qb_hits,1,,,,,
player,201009120nwe,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201009120nwe,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201009120nwe,nwe,SlatMa00,def_int,0,,,,,
player,201009120nwe,nwe,SlatMa00,def_int_yds,0,,,,,
player,201009120nwe,nwe,SlatMa00,def_int_td,0,,,,,
player,201009120nwe,nwe,SlatMa00,def_int_long,0,,,,,
player,201009120nwe,nwe,SlatMa00,pass_defended,0,,,,,
player,201009120nwe,nwe,SlatMa00,sacks,0.0,,,,,
player,201009120nwe,nwe,SlatMa00,tackles_combined,2,,,,,
player,201009120nwe,nwe,SlatMa00,tackles_solo,1,,,,,
player,201009120nwe,nwe,SlatMa00,tackles_assists,1,,,,,
player,201009120nwe,nwe,SlatMa00,tackles_loss,0,,,,,
player,201009120nwe,nwe,SlatMa00,qb_hits,0,,,,,
player,201009120nwe,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201009120nwe,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201009120nwe,nwe,WhitTr20,def_int,0,,,,,
player,201009120nwe,nwe,WhitTr20,def_int_yds,0,,,,,
player,201009120nwe,nwe,WhitTr20,def_int_td,0,,,,,
player,201009120nwe,nwe,WhitTr20,def_int_long,0,,,,,
player,201009120nwe,nwe,WhitTr20,pass_defended,0,,,,,
player,201009120nwe,nwe,WhitTr20,sacks,0.0,,,,,
player,201009120nwe,nwe,WhitTr20,tackles_combined,2,,,,,
player,201009120nwe,nwe,WhitTr20,tackles_solo,1,,,,,
player,201009120nwe,nwe,WhitTr20,tackles_assists,1,,,,,
player,201009120nwe,nwe,WhitTr20,tackles_loss,0,,,,,
player,201009120nwe,nwe,WhitTr20,qb_hits,0,,,,,
player,201009120nwe,nwe,WhitTr20,fumbles_rec,0,,,,,
player,201009120nwe,nwe,WhitTr20,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,WhitTr20,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,WhitTr20,fumbles_forced,0,,,,,
player,201009120nwe,nwe,ArriKy00,def_int,0,,,,,
player,201009120nwe,nwe,ArriKy00,def_int_yds,0,,,,,
player,201009120nwe,nwe,ArriKy00,def_int_td,0,,,,,
player,201009120nwe,nwe,ArriKy00,def_int_long,0,,,,,
player,201009120nwe,nwe,ArriKy00,pass_defended,0,,,,,
player,201009120nwe,nwe,ArriKy00,sacks,0.0,,,,,
player,201009120nwe,nwe,ArriKy00,tackles_combined,1,,,,,
player,201009120nwe,nwe,ArriKy00,tackles_solo,1,,,,,
player,201009120nwe,nwe,ArriKy00,tackles_assists,0,,,,,
player,201009120nwe,nwe,ArriKy00,tackles_loss,0,,,,,
player,201009120nwe,nwe,ArriKy00,qb_hits,0,,,,,
player,201009120nwe,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201009120nwe,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201009120nwe,nwe,BracRo99,def_int,0,,,,,
player,201009120nwe,nwe,BracRo99,def_int_yds,0,,,,,
player,201009120nwe,nwe,BracRo99,def_int_td,0,,,,,
player,201009120nwe,nwe,BracRo99,def_int_long,0,,,,,
player,201009120nwe,nwe,BracRo99,pass_defended,0,,,,,
player,201009120nwe,nwe,BracRo99,sacks,0.0,,,,,
player,201009120nwe,nwe,BracRo99,tackles_combined,1,,,,,
player,201009120nwe,nwe,BracRo99,tackles_solo,1,,,,,
player,201009120nwe,nwe,BracRo99,tackles_assists,0,,,,,
player,201009120nwe,nwe,BracRo99,tackles_loss,1,,,,,
player,201009120nwe,nwe,BracRo99,qb_hits,0,,,,,
player,201009120nwe,nwe,BracRo99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,BracRo99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,BracRo99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,BracRo99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,MurrMa99,def_int,0,,,,,
player,201009120nwe,nwe,MurrMa99,def_int_yds,0,,,,,
player,201009120nwe,nwe,MurrMa99,def_int_td,0,,,,,
player,201009120nwe,nwe,MurrMa99,def_int_long,0,,,,,
player,201009120nwe,nwe,MurrMa99,pass_defended,0,,,,,
player,201009120nwe,nwe,MurrMa99,sacks,0.0,,,,,
player,201009120nwe,nwe,MurrMa99,tackles_combined,1,,,,,
player,201009120nwe,nwe,MurrMa99,tackles_solo,1,,,,,
player,201009120nwe,nwe,MurrMa99,tackles_assists,0,,,,,
player,201009120nwe,nwe,MurrMa99,tackles_loss,0,,,,,
player,201009120nwe,nwe,MurrMa99,qb_hits,0,,,,,
player,201009120nwe,nwe,MurrMa99,fumbles_rec,0,,,,,
player,201009120nwe,nwe,MurrMa99,fumbles_rec_yds,0,,,,,
player,201009120nwe,nwe,MurrMa99,fumbles_rec_td,0,,,,,
player,201009120nwe,nwe,MurrMa99,fumbles_forced,0,,,,,
player,201009120nwe,nwe,WrigMi20,def_int,,,,,,
player,201009120nwe,nwe,WrigMi20,def_int_yds,,,,,,
player,201009120nwe,nwe,WrigMi20,def_int_td,,,,,,
player,201009120nwe,nwe,WrigMi20,def_int_long,,,,,,
player,201009120nwe,nwe,WrigMi20,pass_defended,0,,,,,
player,201009120nwe,nwe,WrigMi20,sacks,0.0,,,,,
player,201009120nwe,nwe,WrigMi20,tackles_combined,0,,,,,
player,201009120nwe,nwe,WrigMi20,tackles_solo,0,,,,,
player,201009120nwe,nwe,WrigMi20,tackles_assists,0,,,,,
player,201009120nwe,nwe,WrigMi20,tackles_loss,0,,,,,
player,201009120nwe,nwe,WrigMi20,qb_hits,1,,,,,
player,201009120nwe,nwe,WrigMi20,fumbles_rec,0,,,,,
player,201009120nwe,nwe,WrigMi20,fumbles_rec_yds,,,,,,
player,201009120nwe,nwe,WrigMi20,fumbles_rec_td,,,,,,
player,201009120nwe,nwe,WrigMi20,fumbles_forced,0,,,,,
player,201009120nwe,cin,JonePa20,kick_ret,2,,,,,
player,201009120nwe,cin,JonePa20,kick_ret_yds,37,,,,,
player,201009120nwe,cin,JonePa20,kick_ret_yds_per_ret,18.5,,,,,
player,201009120nwe,cin,JonePa20,kick_ret_td,0,,,,,
player,201009120nwe,cin,JonePa20,kick_ret_long,19,,,,,
player,201009120nwe,cin,JonePa20,punt_ret,0,,,,,
player,201009120nwe,cin,JonePa20,punt_ret_yds,0,,,,,
player,201009120nwe,cin,JonePa20,punt_ret_yds_per_ret,,,,,,
player,201009120nwe,cin,JonePa20,punt_ret_td,0,,,,,
player,201009120nwe,cin,JonePa20,punt_ret_long,0,,,,,
player,201009120nwe,cin,CosbQu00,kick_ret,1,,,,,
player,201009120nwe,cin,CosbQu00,kick_ret_yds,18,,,,,
player,201009120nwe,cin,CosbQu00,kick_ret_yds_per_ret,18.0,,,,,
player,201009120nwe,cin,CosbQu00,kick_ret_td,0,,,,,
player,201009120nwe,cin,CosbQu00,kick_ret_long,18,,,,,
player,201009120nwe,cin,CosbQu00,punt_ret,0,,,,,
player,201009120nwe,cin,CosbQu00,punt_ret_yds,0,,,,,
player,201009120nwe,cin,CosbQu00,punt_ret_yds_per_ret,,,,,,
player,201009120nwe,cin,CosbQu00,punt_ret_td,0,,,,,
player,201009120nwe,cin,CosbQu00,punt_ret_long,0,,,,,
player,201009120nwe,cin,ScotBe00,kick_ret,1,,,,,
player,201009120nwe,cin,ScotBe00,kick_ret_yds,15,,,,,
player,201009120nwe,cin,ScotBe00,kick_ret_yds_per_ret,15.0,,,,,
player,201009120nwe,cin,ScotBe00,kick_ret_td,0,,,,,
player,201009120nwe,cin,ScotBe00,kick_ret_long,15,,,,,
player,201009120nwe,cin,ScotBe00,punt_ret,0,,,,,
player,201009120nwe,cin,ScotBe00,punt_ret_yds,0,,,,,
player,201009120nwe,cin,ScotBe00,punt_ret_yds_per_ret,,,,,,
player,201009120nwe,cin,ScotBe00,punt_ret_td,0,,,,,
player,201009120nwe,cin,ScotBe00,punt_ret_long,0,,,,,
player,201009120nwe,nwe,TateBr00,kick_ret,4,,,,,
player,201009120nwe,nwe,TateBr00,kick_ret_yds,184,,,,,
player,201009120nwe,nwe,TateBr00,kick_ret_yds_per_ret,46.0,,,,,
player,201009120nwe,nwe,TateBr00,kick_ret_td,1,,,,,
player,201009120nwe,nwe,TateBr00,kick_ret_long,97,,,,,
player,201009120nwe,nwe,TateBr00,punt_ret,1,,,,,
player,201009120nwe,nwe,TateBr00,punt_ret_yds,4,,,,,
player,201009120nwe,nwe,TateBr00,punt_ret_yds_per_ret,4.0,,,,,
player,201009120nwe,nwe,TateBr00,punt_ret_td,0,,,,,
player,201009120nwe,nwe,TateBr00,punt_ret_long,4,,,,,
player,201009120nwe,cin,nugenmik01,xpm,3,,,,,
player,201009120nwe,cin,nugenmik01,xpa,3,,,,,
player,201009120nwe,cin,nugenmik01,fgm,1,,,,,
player,201009120nwe,cin,nugenmik01,fga,1,,,,,
player,201009120nwe,cin,nugenmik01,punt,0,,,,,
player,201009120nwe,cin,nugenmik01,punt_yds,0,,,,,
player,201009120nwe,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201009120nwe,cin,nugenmik01,punt_long,0,,,,,
player,201009120nwe,cin,HubeKe20,xpm,,,,,,
player,201009120nwe,cin,HubeKe20,xpa,,,,,,
player,201009120nwe,cin,HubeKe20,fgm,,,,,,
player,201009120nwe,cin,HubeKe20,fga,,,,,,
player,201009120nwe,cin,HubeKe20,punt,3,,,,,
player,201009120nwe,cin,HubeKe20,punt_yds,139,,,,,
player,201009120nwe,cin,HubeKe20,punt_yds_per_punt,46.3,,,,,
player,201009120nwe,cin,HubeKe20,punt_long,57,,,,,
player,201009120nwe,nwe,GostSt20,xpm,5,,,,,
player,201009120nwe,nwe,GostSt20,xpa,5,,,,,
player,201009120nwe,nwe,GostSt20,fgm,1,,,,,
player,201009120nwe,nwe,GostSt20,fga,3,,,,,
player,201009120nwe,nwe,GostSt20,punt,0,,,,,
player,201009120nwe,nwe,GostSt20,punt_yds,0,,,,,
player,201009120nwe,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201009120nwe,nwe,GostSt20,punt_long,0,,,,,
player,201009120nwe,nwe,MeskZo99,xpm,,,,,,
player,201009120nwe,nwe,MeskZo99,xpa,,,,,,
player,201009120nwe,nwe,MeskZo99,fgm,,,,,,
player,201009120nwe,nwe,MeskZo99,fga,,,,,,
player,201009120nwe,nwe,MeskZo99,punt,1,,,,,
player,201009120nwe,nwe,MeskZo99,punt_yds,43,,,,,
player,201009120nwe,nwe,MeskZo99,punt_yds_per_punt,43.0,,,,,
player,201009120nwe,nwe,MeskZo99,punt_long,43,,,,,
