game,2010,1,20100912,201009120nwe,cin,"Cincinnati Bengals",24,nwe,"New England Patriots",38
player,201009120nwe,cin,BensCe00,pass_rating,,,,,,
player,201009120nwe,cin,BensCe00,rush_att,15,,,,,
player,201009120nwe,cin,BensCe00,rush_yds,43,,,,,
player,201009120nwe,cin,BensCe00,rush_td,1,,,,,
player,201009120nwe,cin,BensCe00,rush_long,10,,,,,
player,201009120nwe,cin,BensCe00,targets,2,,,,,
player,201009120nwe,cin,BensCe00,rec,1,,,,,
player,201009120nwe,cin,BensCe00,rec_yds,11,,,,,
player,201009120nwe,cin,BensCe00,rec_td,0,,,,,
player,201009120nwe,cin,BensCe00,rec_long,11,,,,,
player,201009120nwe,cin,BensCe00,fumbles,1,,,,,
player,201009120nwe,cin,BensCe00,fumbles_lost,1,,,,,
player,201009120nwe,cin,ScotBe00,pass_cmp,0,,,,,
player,201009120nwe,cin,ScotBe00,pass_att,0,,,,,
player,201009120nwe,cin,ScotBe00,pass_yds,0,,,,,
player,201009120nwe,cin,ScotBe00,pass_td,0,,,,,
player,201009120nwe,cin,ScotBe00,pass_int,0,,,,,
player,201009120nwe,cin,ScotBe00,pass_sacked,,,,,,
player,201009120nwe,cin,ScotBe00,pass_sacked_yds,,,,,,
player,201009120nwe,cin,ScotBe00,pass_long,0,,,,,
player,201009120nwe,cin,ScotBe00,pass_rating,,,,,,
player,201009120nwe,cin,ScotBe00,rush_att,6,,,,,
player,201009120nwe,cin,ScotBe00,rush_yds,35,,,,,
player,201009120nwe,cin,ScotBe00,rush_td,0,,,,,
player,201009120nwe,cin,ScotBe00,rush_long,9,,,,,
player,201009120nwe,cin,ScotBe00,targets,4,,,,,
player,201009120nwe,cin,ScotBe00,rec,3,,,,,
player,201009120nwe,cin,ScotBe00,rec_yds,15,,,,,
player,201009120nwe,cin,ScotBe00,rec_td,0,,,,,
player,201009120nwe,cin,ScotBe00,rec_long,9,,,,,
player,201009120nwe,cin,ScotBe00,fumbles,0,,,,,
player,201009120nwe,cin,ScotBe00,fumbles_lost,,,,,,
player,201009120nwe,cin,JohnCh01,pass_cmp,0,,,,,
player,201009120nwe,cin,JohnCh01,pass_att,0,,,,,
player,201009120nwe,cin,JohnCh01,pass_yds,0,,,,,
player,201009120nwe,cin,JohnCh01,pass_td,0,,,,,
player,201009120nwe,cin,JohnCh01,pass_int,0,,,,,
player,201009120nwe,cin,JohnCh01,pass_sacked,0,,,,,
player,201009120nwe,cin,JohnCh01,pass_sacked_yds,0,,,,,
player,201009120nwe,cin,JohnCh01,pass_long,0,,,,,
player,201009120nwe,cin,JohnCh01,pass_rating,,,,,,
player,201009120nwe,cin,JohnCh01,rush_att,0,,,,,
player,201009120nwe,cin,JohnCh01,rush_yds,0,,,,,
player,201009120nwe,cin,JohnCh01,rush_td,0,,,,,
player,201009120nwe,cin,JohnCh01,rush_long,0,,,,,
player,201009120nwe,cin,JohnCh01,targets,13,,,,,
player,201009120nwe,cin,JohnCh01,rec,12,,,,,
player,201009120nwe,cin,JohnCh01,rec_yds,159,,,,,
player,201009120nwe,cin,JohnCh01,rec_td,1,,,,,
player,201009120nwe,cin,JohnCh01,rec_long,28,,,,,
player,201009120nwe,cin,JohnCh01,fumbles,0,,,,,
player,201009120nwe,cin,JohnCh01,fumbles_lost,,,,,,
player,201009120nwe,cin,ShipJo00,pass_cmp,0,,,,,
player,201009120nwe,cin,ShipJo00,pass_att,0,,,,,
player,201009120nwe,cin,ShipJo00,pass_yds,0,,,,,
player,201009120nwe,cin,ShipJo00,pass_td,0,,,,,
player,201009120nwe,cin,ShipJo00,pass_int,0,,,,,
player,201009120nwe,cin,ShipJo00,pass_sacked,,,,,,
player,201009120nwe,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201009120nwe,cin,ShipJo00,pass_long,0,,,,,
player,201009120nwe,cin,ShipJo00,pass_rating,,,,,,
player,201009120nwe,cin,ShipJo00,rush_att,0,,,,,
player,201009120nwe,cin,ShipJo00,rush_yds,0,,,,,
player,201009120nwe,cin,ShipJo00,rush_td,0,,,,,
player,201009120nwe,cin,ShipJo00,rush_long,0,,,,,
player,201009120nwe,cin,ShipJo00,targets,7,,,,,
player,201009120nwe,cin,ShipJo00,rec,5,,,,,
player,201009120nwe,cin,ShipJo00,rec_yds,82,,,,,
player,201009120nwe,cin,ShipJo00,rec_td,0,,,,,
player,201009120nwe,cin,ShipJo00,rec_long,51,,,,,
player,201009120nwe,cin,ShipJo00,fumbles,0,,,,,
player,201009120nwe,cin,ShipJo00,fumbles_lost,,,,,,
player,201009120nwe,cin,OwenTe00,pass_cmp,0,,,,,
player,201009120nwe,cin,OwenTe00,pass_att,0,,,,,
player,201009120nwe,cin,OwenTe00,pass_yds,0,,,,,
player,201009120nwe,cin,OwenTe00,pass_td,0,,,,,
player,201009120nwe,cin,OwenTe00,pass_int,0,,,,,
player,201009120nwe,cin,OwenTe00,pass_sacked,,,,,,
player,201009120nwe,cin,OwenTe00,pass_sacked_yds,,,,,,
player,201009120nwe,cin,OwenTe00,pass_long,0,,,,,
player,201009120nwe,cin,OwenTe00,pass_rating,,,,,,
player,201009120nwe,cin,OwenTe00,rush_att,0,,,,,
player,201009120nwe,cin,OwenTe00,rush_yds,0,,,,,
player,201009120nwe,cin,OwenTe00,rush_td,0,,,,,
player,201009120nwe,cin,OwenTe00,rush_long,0,,,,,
player,201009120nwe,cin,OwenTe00,targets,13,,,,,
player,201009120nwe,cin,OwenTe00,rec,7,,,,,
player,201009120nwe,cin,OwenTe00,rec_yds,53,,,,,
player,201009120nwe,cin,OwenTe00,rec_td,0,,,,,
player,201009120nwe,cin,OwenTe00,rec_long,14,,,,,
player,201009120nwe,cin,OwenTe00,fumbles,0,,,,,
player,201009120nwe,cin,OwenTe00,fumbles_lost,,,,,,
player,201009120nwe,cin,GresJe00,pass_cmp,0,,,,,
player,201009120nwe,cin,GresJe00,pass_att,0,,,,,
player,201009120nwe,cin,GresJe00,pass_yds,0,,,,,
player,201009120nwe,cin,GresJe00,pass_td,0,,,,,
player,201009120nwe,cin,GresJe00,pass_int,0,,,,,
player,201009120nwe,cin,GresJe00,pass_sacked,,,,,,
player,201009120nwe,cin,GresJe00,pass_sacked_yds,,,,,,
player,201009120nwe,cin,GresJe00,pass_long,0,,,,,
player,201009120nwe,cin,GresJe00,pass_rating,,,,,,
player,201009120nwe,cin,GresJe00,rush_att,0,,,,,
player,201009120nwe,cin,GresJe00,rush_yds,0,,,,,
player,201009120nwe,cin,GresJe00,rush_td,0,,,,,
player,201009120nwe,cin,GresJe00,rush_long,0,,,,,
player,201009120nwe,cin,GresJe00,targets,10,,,,,
player,201009120nwe,cin,GresJe00,rec,6,,,,,
player,201009120nwe,cin,GresJe00,rec_yds,25,,,,,
player,201009120nwe,cin,GresJe00,rec_td,1,,,,,
player,201009120nwe,cin,GresJe00,rec_long,8,,,,,
player,201009120nwe,cin,GresJe00,fumbles,0,,,,,
player,201009120nwe,cin,GresJe00,fumbles_lost,,,,,,
player,201009120nwe,cin,CoatDa00,pass_cmp,,,,,,
player,201009120nwe,cin,CoatDa00,pass_att,,,,,,
player,201009120nwe,cin,CoatDa00,pass_yds,,,,,,
player,201009120nwe,cin,CoatDa00,pass_td,,,,,,
player,201009120nwe,cin,CoatDa00,pass_int,,,,,,
player,201009120nwe,cin,CoatDa00,pass_sacked,,,,,,
player,201009120nwe,cin,CoatDa00,pass_sacked_yds,,,,,,
player,201009120nwe,cin,CoatDa00,pass_long,,,,,,
player,201009120nwe,cin,CoatDa00,pass_rating,,,,,,
player,201009120nwe,cin,CoatDa00,rush_att,,,,,,
player,201009120nwe,cin,CoatDa00,rush_yds,,,,,,
player,201009120nwe,cin,CoatDa00,rush_td,,,,,,
player,201009120nwe,cin,CoatDa00,rush_long,,,,,,
player,201009120nwe,cin,CoatDa00,targets,1,,,,,
player,201009120nwe,cin,CoatDa00,rec,0,,,,,
player,201009120nwe,cin,CoatDa00,rec_yds,0,,,,,
player,201009120nwe,cin,CoatDa00,rec_td,0,,,,,
player,201009120nwe,cin,CoatDa00,rec_long,,,,,,
player,201009120nwe,cin,CoatDa00,fumbles,,,,,,
player,201009120nwe,cin,CoatDa00,fumbles_lost,,,,,,
player,201009120nwe,nwe,BradTo00,pass_cmp,25,,,,,
player,201009120nwe,nwe,BradTo00,pass_att,35,,,,,
player,201009120nwe,nwe,BradTo00,pass_yds,258,,,,,
player,201009120nwe,nwe,BradTo00,pass_td,3,,,,,
player,201009120nwe,nwe,BradTo00,pass_int,0,,,,,
player,201009120nwe,nwe,BradTo00,pass_sacked,0,,,,,
player,201009120nwe,nwe,BradTo00,pass_sacked_yds,0,,,,,
player,201009120nwe,nwe,BradTo00,pass_long,45,,,,,
player,201009120nwe,nwe,BradTo00,pass_rating,120.9,,,,,
player,201009120nwe,nwe,BradTo00,rush_att,0,,,,,
player,201009120nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201009120nwe,nwe,BradTo00,rush_td,0,,,,,
player,201009120nwe,nwe,BradTo00,rush_long,0,,,,,
player,201009120nwe,nwe,BradTo00,targets,0,,,,,
player,201009120nwe,nwe,BradTo00,rec,0,,,,,
player,201009120nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201009120nwe,nwe,BradTo00,rec_td,0,,,,,
player,201009120nwe,nwe,BradTo00,rec_long,0,,,,,
player,201009120nwe,nwe,BradTo00,fumbles,0,,,,,
player,201009120nwe,nwe,BradTo00,fumbles_lost,,,,,,
player,201009120nwe,nwe,TaylFr00,pass_cmp,0,,,,,
player,201009120nwe,nwe,TaylFr00,pass_att,0,,,,,
player,201009120nwe,nwe,TaylFr00,pass_yds,0,,,,,
player,201009120nwe,nwe,TaylFr00,pass_td,0,,,,,
player,201009120nwe,nwe,TaylFr00,pass_int,0,,,,,
player,201009120nwe,nwe,TaylFr00,pass_sacked,,,,,,
player,201009120nwe,nwe,TaylFr00,pass_sacked_yds,,,,,,
player,201009120nwe,nwe,TaylFr00,pass_long,0,,,,,
player,201009120nwe,nwe,TaylFr00,pass_rating,,,,,,
player,201009120nwe,nwe,TaylFr00,rush_att,14,,,,,
player,201009120nwe,nwe,TaylFr00,rush_yds,71,,,,,
player,201009120nwe,nwe,TaylFr00,rush_td,0,,,,,
player,201009120nwe,nwe,TaylFr00,rush_long,24,,,,,
player,201009120nwe,nwe,TaylFr00,targets,2,,,,,
player,201009120nwe,nwe,TaylFr00,rec,2,,,,,
player,201009120nwe,nwe,TaylFr00,rec_yds,6,,,,,
player,201009120nwe,nwe,TaylFr00,rec_td,0,,,,,
player,201009120nwe,nwe,TaylFr00,rec_long,7,,,,,
player,201009120nwe,nwe,TaylFr00,fumbles,0,,,,,
player,201009120nwe,nwe,TaylFr00,fumbles_lost,,,,,,
player,201009120nwe,nwe,FaulKe00,pass_cmp,0,,,,,
player,201009120nwe,nwe,FaulKe00,pass_att,0,,,,,
player,201009120nwe,nwe,FaulKe00,pass_yds,0,,,,,
player,201009120nwe,nwe,FaulKe00,pass_td,0,,,,,
player,201009120nwe,nwe,FaulKe00,pass_int,0,,,,,
player,201009120nwe,nwe,FaulKe00,pass_sacked,,,,,,
player,201009120nwe,nwe,FaulKe00,pass_sacked_yds,,,,,,
player,201009120nwe,nwe,FaulKe00,pass_long,0,,,,,
player,201009120nwe,nwe,FaulKe00,pass_rating,,,,,,
player,201009120nwe,nwe,FaulKe00,rush_att,3,,,,,
player,201009120nwe,nwe,FaulKe00,rush_yds,23,,,,,
player,201009120nwe,nwe,FaulKe00,rush_td,0,,,,,
player,201009120nwe,nwe,FaulKe00,rush_long,11,,,,,
player,201009120nwe,nwe,FaulKe00,targets,6,,,,,
player,201009120nwe,nwe,FaulKe00,rec,4,,,,,
player,201009120nwe,nwe,FaulKe00,rec_yds,47,,,,,
player,201009120nwe,nwe,FaulKe00,rec_td,0,,,,,
player,201009120nwe,nwe,FaulKe00,rec_long,21,,,,,
player,201009120nwe,nwe,FaulKe00,fumbles,0,,,,,
player,201009120nwe,nwe,FaulKe00,fumbles_lost,,,,,,
player,201009120nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201009120nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201009120nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201009120nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201009120nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201009120nwe,nwe,GreeBe00,pass_sacked,,,,,,
player,201009120nwe,nwe,GreeBe00,pass_sacked_yds,,,,,,
player,201009120nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201009120nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201009120nwe,nwe,GreeBe00,rush_att,5,,,,,
player,201009120nwe,nwe,GreeBe00,rush_yds,22,,,,,
player,201009120nwe,nwe,GreeBe00,rush_td,0,,,,,
player,201009120nwe,nwe,GreeBe00,rush_long,7,,,,,
player,201009120nwe,nwe,GreeBe00,targets,0,,,,,
player,201009120nwe,nwe,GreeBe00,rec,0,,,,,
player,201009120nwe,nwe,GreeBe00,rec_yds,0,,,,,
player,201009120nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201009120nwe,nwe,GreeBe00,rec_long,0,,,,,
player,201009120nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201009120nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201009120nwe,nwe,MorrSa00,pass_cmp,0,,,,,
player,201009120nwe,nwe,MorrSa00,pass_att,0,,,,,
player,201009120nwe,nwe,MorrSa00,pass_yds,0,,,,,
player,201009120nwe,nwe,MorrSa00,pass_td,0,,,,,
player,201009120nwe,nwe,MorrSa00,pass_int,0,,,,,
player,201009120nwe,nwe,MorrSa00,pass_sacked,,,,,,
player,201009120nwe,nwe,MorrSa00,pass_sacked_yds,,,,,,
player,201009120nwe,nwe,MorrSa00,pass_long,0,,,,,
player,201009120nwe,nwe,MorrSa00,pass_rating,,,,,,
player,201009120nwe,nwe,MorrSa00,rush_att,1,,,,,
player,201009120nwe,nwe,MorrSa00,rush_yds,2,,,,,
player,201009120nwe,nwe,MorrSa00,rush_td,0,,,,,
player,201009120nwe,nwe,MorrSa00,rush_long,2,,,,,
player,201009120nwe,nwe,MorrSa00,targets,0,,,,,
player,201009120nwe,nwe,MorrSa00,rec,0,,,,,
player,201009120nwe,nwe,MorrSa00,rec_yds,0,,,,,
player,201009120nwe,nwe,MorrSa00,rec_td,0,,,,,
player,201009120nwe,nwe,MorrSa00,rec_long,0,,,,,
player,201009120nwe,nwe,MorrSa00,fumbles,0,,,,,
player,201009120nwe,nwe,MorrSa00,fumbles_lost,,,,,,
player,201009120nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201009120nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201009120nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201009120nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201009120nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201009120nwe,nwe,WelkWe00,pass_sacked,,,,,,
player,201009120nwe,nwe,WelkWe00,pass_sacked_yds,,,,,,
player,201009120nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201009120nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201009120nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201009120nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201009120nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201009120nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201009120nwe,nwe,WelkWe00,targets,11,,,,,
player,201009120nwe,nwe,WelkWe00,rec,8,,,,,
player,201009120nwe,nwe,WelkWe00,rec_yds,64,,,,,
player,201009120nwe,nwe,WelkWe00,rec_td,2,,,,,
player,201009120nwe,nwe,WelkWe00,rec_long,12,,,,,
player,201009120nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201009120nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201009120nwe,nwe,MossRa00,pass_cmp,0,,,,,
player,201009120nwe,nwe,MossRa00,pass_att,0,,,,,
player,201009120nwe,nwe,MossRa00,pass_yds,0,,,,,
player,201009120nwe,nwe,MossRa00,pass_td,0,,,,,
player,201009120nwe,nwe,MossRa00,pass_int,0,,,,,
player,201009120nwe,nwe,MossRa00,pass_sacked,,,,,,
player,201009120nwe,nwe,MossRa00,pass_sacked_yds,,,,,,
player,201009120nwe,nwe,MossRa00,pass_long,0,,,,,
player,201009120nwe,nwe,MossRa00,pass_rating,,,,,,
player,201009120nwe,nwe,MossRa00,rush_att,0,,,,,
player,201009120nwe,nwe,MossRa00,rush_yds,0,,,,,
player,201009120nwe,nwe,MossRa00,rush_td,0,,,,,
player,201009120nwe,nwe,MossRa00,rush_long,0,,,,,
player,201009120nwe,nwe,MossRa00,targets,8,,,,,
player,201009120nwe,nwe,MossRa00,rec,5,,,,,
player,201009120nwe,nwe,MossRa00,rec_yds,59,,,,,
player,201009120nwe,nwe,MossRa00,rec_td,0,,,,,
player,201009120nwe,nwe,MossRa00,rec_long,32,,,,,
player,201009120nwe,nwe,MossRa00,fumbles,0,,,,,
player,201009120nwe,nwe,MossRa00,fumbles_lost,,,,,,
player,201009120nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201009120nwe,nwe,HernAa00,pass_att,0,,,,,
player,201009120nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201009120nwe,nwe,HernAa00,pass_td,0,,,,,
player,201009120nwe,nwe,HernAa00,pass_int,0,,,,,
player,201009120nwe,nwe,HernAa00,pass_sacked,,,,,,
player,201009120nwe,nwe,HernAa00,pass_sacked_yds,,,,,,
player,201009120nwe,nwe,HernAa00,pass_long,0,,,,,
player,201009120nwe,nwe,HernAa00,pass_rating,,,,,,
player,201009120nwe,nwe,HernAa00,rush_att,0,,,,,
player,201009120nwe,nwe,HernAa00,rush_yds,0,,,,,
player,201009120nwe,nwe,HernAa00,rush_td,0,,,,,
player,201009120nwe,nwe,HernAa00,rush_long,0,,,,,
player,201009120nwe,nwe,HernAa00,targets,2,,,,,
player,201009120nwe,nwe,HernAa00,rec,1,,,,,
player,201009120nwe,nwe,HernAa00,rec_yds,45,,,,,
player,201009120nwe,nwe,HernAa00,rec_td,0,,,,,
player,201009120nwe,nwe,HernAa00,rec_long,45,,,,,
player,201009120nwe,nwe,HernAa00,fumbles,0,,,,,
player,201009120nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201009120nwe,nwe,TateBr00,pass_cmp,0,,,,,
player,201009120nwe,nwe,TateBr00,pass_att,0,,,,,
player,201009120nwe,nwe,TateBr00,pass_yds,0,,,,,
player,201009120nwe,nwe,TateBr00,pass_td,0,,,,,
player,201009120nwe,nwe,TateBr00,pass_int,0,,,,,
player,201009120nwe,nwe,TateBr00,pass_sacked,,,,,,
player,201009120nwe,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201009120nwe,nwe,TateBr00,pass_long,0,,,,,
player,201009120nwe,nwe,TateBr00,pass_rating,,,,,,
player,201009120nwe,nwe,TateBr00,rush_att,0,,,,,
player,201009120nwe,nwe,TateBr00,rush_yds,0,,,,,
player,201009120nwe,nwe,TateBr00,rush_td,0,,,,,
player,201009120nwe,nwe,TateBr00,rush_long,0,,,,,
player,201009120nwe,nwe,TateBr00,targets,5,,,,,
player,201009120nwe,nwe,TateBr00,rec,4,,,,,
player,201009120nwe,nwe,TateBr00,rec_yds,36,,,,,
player,201009120nwe,nwe,TateBr00,rec_td,0,,,,,
player,201009120nwe,nwe,TateBr00,rec_long,20,,,,,
player,201009120nwe,nwe,TateBr00,fumbles,0,,,,,
player,201009120nwe,nwe,TateBr00,fumbles_lost,,,,,,
player,201009120nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201009120nwe,nwe,GronRo00,pass_att,0,,,,,
player,201009120nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201009120nwe,nwe,GronRo00,pass_td,0,,,,,
player,201009120nwe,nwe,GronRo00,pass_int,0,,,,,
player,201009120nwe,nwe,GronRo00,pass_sacked,,,,,,
player,201009120nwe,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201009120nwe,nwe,GronRo00,pass_long,0,,,,,
player,201009120nwe,nwe,GronRo00,pass_rating,,,,,,
player,201009120nwe,nwe,GronRo00,rush_att,0,,,,,
player,201009120nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201009120nwe,nwe,GronRo00,rush_td,0,,,,,
player,201009120nwe,nwe,GronRo00,rush_long,0,,,,,
player,201009120nwe,nwe,GronRo00,targets,1,,,,,
player,201009120nwe,nwe,GronRo00,rec,1,,,,,
player,201009120nwe,nwe,GronRo00,rec_yds,1,,,,,
player,201009120nwe,nwe,GronRo00,rec_td,1,,,,,
player,201009120nwe,nwe,GronRo00,rec_long,1,,,,,
player,201009120nwe,nwe,GronRo00,fumbles,0,,,,,
player,201009120nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201009120nwe,cin,RiveKe99,def_int,0,,,,,
player,201009120nwe,cin,RiveKe99,def_int_yds,0,,,,,
player,201009120nwe,cin,RiveKe99,def_int_td,0,,,,,
player,201009120nwe,cin,RiveKe99,def_int_long,0,,,,,
player,201009120nwe,cin,RiveKe99,pass_defended,1,,,,,
player,201009120nwe,cin,RiveKe99,sacks,0.0,,,,,
player,201009120nwe,cin,RiveKe99,tackles_combined,10,,,,,
player,201009120nwe,cin,RiveKe99,tackles_solo,7,,,,,
player,201009120nwe,cin,RiveKe99,tackles_assists,3,,,,,
player,201009120nwe,cin,RiveKe99,tackles_loss,0,,,,,
player,201009120nwe,cin,RiveKe99,qb_hits,0,,,,,
player,201009120nwe,cin,RiveKe99,fumbles_rec,0,,,,,
player,201009120nwe,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,RiveKe99,fumbles_forced,0,,,,,
player,201009120nwe,cin,JoneDh20,def_int,0,,,,,
player,201009120nwe,cin,JoneDh20,def_int_yds,0,,,,,
player,201009120nwe,cin,JoneDh20,def_int_td,0,,,,,
player,201009120nwe,cin,JoneDh20,def_int_long,0,,,,,
player,201009120nwe,cin,JoneDh20,pass_defended,0,,,,,
player,201009120nwe,cin,JoneDh20,sacks,0.0,,,,,
player,201009120nwe,cin,JoneDh20,tackles_combined,9,,,,,
player,201009120nwe,cin,JoneDh20,tackles_solo,7,,,,,
player,201009120nwe,cin,JoneDh20,tackles_assists,2,,,,,
player,201009120nwe,cin,JoneDh20,tackles_loss,0,,,,,
player,201009120nwe,cin,JoneDh20,qb_hits,0,,,,,
player,201009120nwe,cin,JoneDh20,fumbles_rec,0,,,,,
player,201009120nwe,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,JoneDh20,fumbles_forced,0,,,,,
player,201009120nwe,cin,CrocCh20,def_int,0,,,,,
player,201009120nwe,cin,CrocCh20,def_int_yds,0,,,,,
player,201009120nwe,cin,CrocCh20,def_int_td,0,,,,,
player,201009120nwe,cin,CrocCh20,def_int_long,0,,,,,
player,201009120nwe,cin,CrocCh20,pass_defended,0,,,,,
player,201009120nwe,cin,CrocCh20,sacks,0.0,,,,,
player,201009120nwe,cin,CrocCh20,tackles_combined,6,,,,,
player,201009120nwe,cin,CrocCh20,tackles_solo,1,,,,,
player,201009120nwe,cin,CrocCh20,tackles_assists,5,,,,,
player,201009120nwe,cin,CrocCh20,tackles_loss,0,,,,,
player,201009120nwe,cin,CrocCh20,qb_hits,0,,,,,
player,201009120nwe,cin,CrocCh20,fumbles_rec,0,,,,,
player,201009120nwe,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201009120nwe,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201009120nwe,cin,CrocCh20,fumbles_forced,0,,,,,
player,201009120nwe,cin,JoseJo20,def_int,0,,,,,
player,201009120nwe,cin,JoseJo20,def_int_yds,0,,,,,
player,201009120nwe,cin,JoseJo20,def_int_td,0,,,,,
player,201009120nwe,cin,JoseJo20,def_int_long,0,,,,,
player,201009120nwe,cin,JoseJo20,pass_defended,0,,,,,
player,201009120nwe,cin,JoseJo20,sacks,0.0,,,,,
player,201009120nwe,cin,JoseJo20,tackles_combined,6,,,,,
player,201009120nwe,cin,JoseJo20,tackles_solo,6,,,,,
