game,2010,2,20100919,201009190cle,kan,"Kansas City Chiefs",16,cle,"Cleveland Browns",14
player,201009190cle,kan,CharJa00,pass_td,0,,,,,
player,201009190cle,kan,CharJa00,pass_int,0,,,,,
player,201009190cle,kan,CharJa00,pass_sacked,,,,,,
player,201009190cle,kan,CharJa00,pass_sacked_yds,,,,,,
player,201009190cle,kan,CharJa00,pass_long,0,,,,,
player,201009190cle,kan,CharJa00,pass_rating,,,,,,
player,201009190cle,kan,CharJa00,rush_att,11,,,,,
player,201009190cle,kan,CharJa00,rush_yds,49,,,,,
player,201009190cle,kan,CharJa00,rush_td,0,,,,,
player,201009190cle,kan,CharJa00,rush_long,20,,,,,
player,201009190cle,kan,CharJa00,targets,1,,,,,
player,201009190cle,kan,CharJa00,rec,1,,,,,
player,201009190cle,kan,CharJa00,rec_yds,27,,,,,
player,201009190cle,kan,CharJa00,rec_td,0,,,,,
player,201009190cle,kan,CharJa00,rec_long,27,,,,,
player,201009190cle,kan,CharJa00,fumbles,0,,,,,
player,201009190cle,kan,CharJa00,fumbles_lost,,,,,,
player,201009190cle,kan,McClDe00,pass_cmp,0,,,,,
player,201009190cle,kan,McClDe00,pass_att,0,,,,,
player,201009190cle,kan,McClDe00,pass_yds,0,,,,,
player,201009190cle,kan,McClDe00,pass_td,0,,,,,
player,201009190cle,kan,McClDe00,pass_int,0,,,,,
player,201009190cle,kan,McClDe00,pass_sacked,,,,,,
player,201009190cle,kan,McClDe00,pass_sacked_yds,,,,,,
player,201009190cle,kan,McClDe00,pass_long,0,,,,,
player,201009190cle,kan,McClDe00,pass_rating,,,,,,
player,201009190cle,kan,McClDe00,rush_att,1,,,,,
player,201009190cle,kan,McClDe00,rush_yds,3,,,,,
player,201009190cle,kan,McClDe00,rush_td,0,,,,,
player,201009190cle,kan,McClDe00,rush_long,3,,,,,
player,201009190cle,kan,McClDe00,targets,3,,,,,
player,201009190cle,kan,McClDe00,rec,0,,,,,
player,201009190cle,kan,McClDe00,rec_yds,0,,,,,
player,201009190cle,kan,McClDe00,rec_td,0,,,,,
player,201009190cle,kan,McClDe00,rec_long,0,,,,,
player,201009190cle,kan,McClDe00,fumbles,0,,,,,
player,201009190cle,kan,McClDe00,fumbles_lost,,,,,,
player,201009190cle,kan,MoeaTo00,pass_cmp,0,,,,,
player,201009190cle,kan,MoeaTo00,pass_att,0,,,,,
player,201009190cle,kan,MoeaTo00,pass_yds,0,,,,,
player,201009190cle,kan,MoeaTo00,pass_td,0,,,,,
player,201009190cle,kan,MoeaTo00,pass_int,0,,,,,
player,201009190cle,kan,MoeaTo00,pass_sacked,,,,,,
player,201009190cle,kan,MoeaTo00,pass_sacked_yds,,,,,,
player,201009190cle,kan,MoeaTo00,pass_long,0,,,,,
player,201009190cle,kan,MoeaTo00,pass_rating,,,,,,
player,201009190cle,kan,MoeaTo00,rush_att,0,,,,,
player,201009190cle,kan,MoeaTo00,rush_yds,0,,,,,
player,201009190cle,kan,MoeaTo00,rush_td,0,,,,,
player,201009190cle,kan,MoeaTo00,rush_long,0,,,,,
player,201009190cle,kan,MoeaTo00,targets,10,,,,,
player,201009190cle,kan,MoeaTo00,rec,5,,,,,
player,201009190cle,kan,MoeaTo00,rec_yds,58,,,,,
player,201009190cle,kan,MoeaTo00,rec_td,0,,,,,
player,201009190cle,kan,MoeaTo00,rec_long,20,,,,,
player,201009190cle,kan,MoeaTo00,fumbles,0,,,,,
player,201009190cle,kan,MoeaTo00,fumbles_lost,,,,,,
player,201009190cle,kan,BoweDw00,pass_cmp,0,,,,,
player,201009190cle,kan,BoweDw00,pass_att,0,,,,,
player,201009190cle,kan,BoweDw00,pass_yds,0,,,,,
player,201009190cle,kan,BoweDw00,pass_td,0,,,,,
player,201009190cle,kan,BoweDw00,pass_int,0,,,,,
player,201009190cle,kan,BoweDw00,pass_sacked,,,,,,
player,201009190cle,kan,BoweDw00,pass_sacked_yds,,,,,,
player,201009190cle,kan,BoweDw00,pass_long,0,,,,,
player,201009190cle,kan,BoweDw00,pass_rating,,,,,,
player,201009190cle,kan,BoweDw00,rush_att,0,,,,,
player,201009190cle,kan,BoweDw00,rush_yds,0,,,,,
player,201009190cle,kan,BoweDw00,rush_td,0,,,,,
player,201009190cle,kan,BoweDw00,rush_long,0,,,,,
player,201009190cle,kan,BoweDw00,targets,5,,,,,
player,201009190cle,kan,BoweDw00,rec,4,,,,,
player,201009190cle,kan,BoweDw00,rec_yds,45,,,,,
player,201009190cle,kan,BoweDw00,rec_td,0,,,,,
player,201009190cle,kan,BoweDw00,rec_long,19,,,,,
player,201009190cle,kan,BoweDw00,fumbles,0,,,,,
player,201009190cle,kan,BoweDw00,fumbles_lost,,,,,,
player,201009190cle,kan,ChamCh00,pass_cmp,0,,,,,
player,201009190cle,kan,ChamCh00,pass_att,0,,,,,
player,201009190cle,kan,ChamCh00,pass_yds,0,,,,,
player,201009190cle,kan,ChamCh00,pass_td,0,,,,,
player,201009190cle,kan,ChamCh00,pass_int,0,,,,,
player,201009190cle,kan,ChamCh00,pass_sacked,,,,,,
player,201009190cle,kan,ChamCh00,pass_sacked_yds,,,,,,
player,201009190cle,kan,ChamCh00,pass_long,0,,,,,
player,201009190cle,kan,ChamCh00,pass_rating,,,,,,
player,201009190cle,kan,ChamCh00,rush_att,0,,,,,
player,201009190cle,kan,ChamCh00,rush_yds,0,,,,,
player,201009190cle,kan,ChamCh00,rush_td,0,,,,,
player,201009190cle,kan,ChamCh00,rush_long,0,,,,,
player,201009190cle,kan,ChamCh00,targets,5,,,,,
player,201009190cle,kan,ChamCh00,rec,3,,,,,
player,201009190cle,kan,ChamCh00,rec_yds,33,,,,,
player,201009190cle,kan,ChamCh00,rec_td,0,,,,,
player,201009190cle,kan,ChamCh00,rec_long,15,,,,,
player,201009190cle,kan,ChamCh00,fumbles,0,,,,,
player,201009190cle,kan,ChamCh00,fumbles_lost,,,,,,
player,201009190cle,kan,CastTi20,pass_cmp,0,,,,,
player,201009190cle,kan,CastTi20,pass_att,0,,,,,
player,201009190cle,kan,CastTi20,pass_yds,0,,,,,
player,201009190cle,kan,CastTi20,pass_td,0,,,,,
player,201009190cle,kan,CastTi20,pass_int,0,,,,,
player,201009190cle,kan,CastTi20,pass_sacked,,,,,,
player,201009190cle,kan,CastTi20,pass_sacked_yds,,,,,,
player,201009190cle,kan,CastTi20,pass_long,0,,,,,
player,201009190cle,kan,CastTi20,pass_rating,,,,,,
player,201009190cle,kan,CastTi20,rush_att,1,,,,,
player,201009190cle,kan,CastTi20,rush_yds,0,,,,,
player,201009190cle,kan,CastTi20,rush_td,0,,,,,
player,201009190cle,kan,CastTi20,rush_long,0,,,,,
player,201009190cle,kan,CastTi20,targets,3,,,,,
player,201009190cle,kan,CastTi20,rec,2,,,,,
player,201009190cle,kan,CastTi20,rec_yds,8,,,,,
player,201009190cle,kan,CastTi20,rec_td,0,,,,,
player,201009190cle,kan,CastTi20,rec_long,5,,,,,
player,201009190cle,kan,CastTi20,fumbles,0,,,,,
player,201009190cle,kan,CastTi20,fumbles_lost,,,,,,
player,201009190cle,cle,WallSe00,pass_cmp,16,,,,,
player,201009190cle,cle,WallSe00,pass_att,31,,,,,
player,201009190cle,cle,WallSe00,pass_yds,229,,,,,
player,201009190cle,cle,WallSe00,pass_td,1,,,,,
player,201009190cle,cle,WallSe00,pass_int,1,,,,,
player,201009190cle,cle,WallSe00,pass_sacked,1,,,,,
player,201009190cle,cle,WallSe00,pass_sacked_yds,3,,,,,
player,201009190cle,cle,WallSe00,pass_long,65,,,,,
player,201009190cle,cle,WallSe00,pass_rating,73.2,,,,,
player,201009190cle,cle,WallSe00,rush_att,1,,,,,
player,201009190cle,cle,WallSe00,rush_yds,4,,,,,
player,201009190cle,cle,WallSe00,rush_td,0,,,,,
player,201009190cle,cle,WallSe00,rush_long,4,,,,,
player,201009190cle,cle,WallSe00,targets,0,,,,,
player,201009190cle,cle,WallSe00,rec,0,,,,,
player,201009190cle,cle,WallSe00,rec_yds,0,,,,,
player,201009190cle,cle,WallSe00,rec_td,0,,,,,
player,201009190cle,cle,WallSe00,rec_long,0,,,,,
player,201009190cle,cle,WallSe00,fumbles,0,,,,,
player,201009190cle,cle,WallSe00,fumbles_lost,,,,,,
player,201009190cle,cle,HillPe00,pass_cmp,0,,,,,
player,201009190cle,cle,HillPe00,pass_att,0,,,,,
player,201009190cle,cle,HillPe00,pass_yds,0,,,,,
player,201009190cle,cle,HillPe00,pass_td,0,,,,,
player,201009190cle,cle,HillPe00,pass_int,0,,,,,
player,201009190cle,cle,HillPe00,pass_sacked,0,,,,,
player,201009190cle,cle,HillPe00,pass_sacked_yds,,,,,,
player,201009190cle,cle,HillPe00,pass_long,0,,,,,
player,201009190cle,cle,HillPe00,pass_rating,,,,,,
player,201009190cle,cle,HillPe00,rush_att,8,,,,,
player,201009190cle,cle,HillPe00,rush_yds,35,,,,,
player,201009190cle,cle,HillPe00,rush_td,1,,,,,
player,201009190cle,cle,HillPe00,rush_long,12,,,,,
player,201009190cle,cle,HillPe00,targets,3,,,,,
player,201009190cle,cle,HillPe00,rec,3,,,,,
player,201009190cle,cle,HillPe00,rec_yds,26,,,,,
player,201009190cle,cle,HillPe00,rec_td,0,,,,,
player,201009190cle,cle,HillPe00,rec_long,11,,,,,
player,201009190cle,cle,HillPe00,fumbles,0,,,,,
player,201009190cle,cle,HillPe00,fumbles_lost,,,,,,
player,201009190cle,cle,HarrJe00,pass_cmp,0,,,,,
player,201009190cle,cle,HarrJe00,pass_att,0,,,,,
player,201009190cle,cle,HarrJe00,pass_yds,0,,,,,
player,201009190cle,cle,HarrJe00,pass_td,0,,,,,
player,201009190cle,cle,HarrJe00,pass_int,0,,,,,
player,201009190cle,cle,HarrJe00,pass_sacked,,,,,,
player,201009190cle,cle,HarrJe00,pass_sacked_yds,,,,,,
player,201009190cle,cle,HarrJe00,pass_long,0,,,,,
player,201009190cle,cle,HarrJe00,pass_rating,,,,,,
player,201009190cle,cle,HarrJe00,rush_att,16,,,,,
player,201009190cle,cle,HarrJe00,rush_yds,33,,,,,
player,201009190cle,cle,HarrJe00,rush_td,0,,,,,
player,201009190cle,cle,HarrJe00,rush_long,8,,,,,
player,201009190cle,cle,HarrJe00,targets,3,,,,,
player,201009190cle,cle,HarrJe00,rec,3,,,,,
player,201009190cle,cle,HarrJe00,rec_yds,35,,,,,
player,201009190cle,cle,HarrJe00,rec_td,0,,,,,
player,201009190cle,cle,HarrJe00,rec_long,23,,,,,
player,201009190cle,cle,HarrJe00,fumbles,1,,,,,
player,201009190cle,cle,HarrJe00,fumbles_lost,1,,,,,
player,201009190cle,cle,CribJo01,pass_cmp,0,,,,,
player,201009190cle,cle,CribJo01,pass_att,0,,,,,
player,201009190cle,cle,CribJo01,pass_yds,0,,,,,
player,201009190cle,cle,CribJo01,pass_td,0,,,,,
player,201009190cle,cle,CribJo01,pass_int,0,,,,,
player,201009190cle,cle,CribJo01,pass_sacked,0,,,,,
player,201009190cle,cle,CribJo01,pass_sacked_yds,,,,,,
player,201009190cle,cle,CribJo01,pass_long,0,,,,,
player,201009190cle,cle,CribJo01,pass_rating,,,,,,
player,201009190cle,cle,CribJo01,rush_att,1,,,,,
player,201009190cle,cle,CribJo01,rush_yds,1,,,,,
player,201009190cle,cle,CribJo01,rush_td,0,,,,,
player,201009190cle,cle,CribJo01,rush_long,1,,,,,
player,201009190cle,cle,CribJo01,targets,5,,,,,
player,201009190cle,cle,CribJo01,rec,3,,,,,
player,201009190cle,cle,CribJo01,rec_yds,74,,,,,
player,201009190cle,cle,CribJo01,rec_td,1,,,,,
player,201009190cle,cle,CribJo01,rec_long,65,,,,,
player,201009190cle,cle,CribJo01,fumbles,0,,,,,
player,201009190cle,cle,CribJo01,fumbles_lost,,,,,,
player,201009190cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201009190cle,cle,WatsBe00,pass_att,0,,,,,
player,201009190cle,cle,WatsBe00,pass_yds,0,,,,,
player,201009190cle,cle,WatsBe00,pass_td,0,,,,,
player,201009190cle,cle,WatsBe00,pass_int,0,,,,,
player,201009190cle,cle,WatsBe00,pass_sacked,,,,,,
player,201009190cle,cle,WatsBe00,pass_sacked_yds,,,,,,
player,201009190cle,cle,WatsBe00,pass_long,0,,,,,
player,201009190cle,cle,WatsBe00,pass_rating,,,,,,
player,201009190cle,cle,WatsBe00,rush_att,0,,,,,
player,201009190cle,cle,WatsBe00,rush_yds,0,,,,,
player,201009190cle,cle,WatsBe00,rush_td,0,,,,,
player,201009190cle,cle,WatsBe00,rush_long,0,,,,,
player,201009190cle,cle,WatsBe00,targets,6,,,,,
player,201009190cle,cle,WatsBe00,rec,4,,,,,
player,201009190cle,cle,WatsBe00,rec_yds,62,,,,,
player,201009190cle,cle,WatsBe00,rec_td,0,,,,,
player,201009190cle,cle,WatsBe00,rec_long,44,,,,,
player,201009190cle,cle,WatsBe00,fumbles,0,,,,,
player,201009190cle,cle,WatsBe00,fumbles_lost,,,,,,
player,201009190cle,cle,RobiBr00,pass_cmp,0,,,,,
player,201009190cle,cle,RobiBr00,pass_att,0,,,,,
player,201009190cle,cle,RobiBr00,pass_yds,0,,,,,
player,201009190cle,cle,RobiBr00,pass_td,0,,,,,
player,201009190cle,cle,RobiBr00,pass_int,0,,,,,
player,201009190cle,cle,RobiBr00,pass_sacked,,,,,,
player,201009190cle,cle,RobiBr00,pass_sacked_yds,,,,,,
player,201009190cle,cle,RobiBr00,pass_long,0,,,,,
player,201009190cle,cle,RobiBr00,pass_rating,,,,,,
player,201009190cle,cle,RobiBr00,rush_att,0,,,,,
player,201009190cle,cle,RobiBr00,rush_yds,0,,,,,
player,201009190cle,cle,RobiBr00,rush_td,0,,,,,
player,201009190cle,cle,RobiBr00,rush_long,0,,,,,
player,201009190cle,cle,RobiBr00,targets,5,,,,,
player,201009190cle,cle,RobiBr00,rec,1,,,,,
player,201009190cle,cle,RobiBr00,rec_yds,12,,,,,
player,201009190cle,cle,RobiBr00,rec_td,0,,,,,
player,201009190cle,cle,RobiBr00,rec_long,12,,,,,
player,201009190cle,cle,RobiBr00,fumbles,0,,,,,
player,201009190cle,cle,RobiBr00,fumbles_lost,,,,,,
player,201009190cle,cle,StucCh20,pass_cmp,0,,,,,
player,201009190cle,cle,StucCh20,pass_att,0,,,,,
player,201009190cle,cle,StucCh20,pass_yds,0,,,,,
player,201009190cle,cle,StucCh20,pass_td,0,,,,,
player,201009190cle,cle,StucCh20,pass_int,0,,,,,
player,201009190cle,cle,StucCh20,pass_sacked,,,,,,
player,201009190cle,cle,StucCh20,pass_sacked_yds,,,,,,
player,201009190cle,cle,StucCh20,pass_long,0,,,,,
player,201009190cle,cle,StucCh20,pass_rating,,,,,,
player,201009190cle,cle,StucCh20,rush_att,0,,,,,
player,201009190cle,cle,StucCh20,rush_yds,0,,,,,
player,201009190cle,cle,StucCh20,rush_td,0,,,,,
player,201009190cle,cle,StucCh20,rush_long,0,,,,,
player,201009190cle,cle,StucCh20,targets,3,,,,,
player,201009190cle,cle,StucCh20,rec,1,,,,,
player,201009190cle,cle,StucCh20,rec_yds,11,,,,,
player,201009190cle,cle,StucCh20,rec_td,0,,,,,
player,201009190cle,cle,StucCh20,rec_long,11,,,,,
player,201009190cle,cle,StucCh20,fumbles,0,,,,,
player,201009190cle,cle,StucCh20,fumbles_lost,,,,,,
player,201009190cle,cle,MassMo00,pass_cmp,0,,,,,
player,201009190cle,cle,MassMo00,pass_att,0,,,,,
player,201009190cle,cle,MassMo00,pass_yds,0,,,,,
player,201009190cle,cle,MassMo00,pass_td,0,,,,,
player,201009190cle,cle,MassMo00,pass_int,0,,,,,
player,201009190cle,cle,MassMo00,pass_sacked,0,,,,,
player,201009190cle,cle,MassMo00,pass_sacked_yds,,,,,,
player,201009190cle,cle,MassMo00,pass_long,0,,,,,
player,201009190cle,cle,MassMo00,pass_rating,,,,,,
player,201009190cle,cle,MassMo00,rush_att,0,,,,,
player,201009190cle,cle,MassMo00,rush_yds,0,,,,,
player,201009190cle,cle,MassMo00,rush_td,0,,,,,
player,201009190cle,cle,MassMo00,rush_long,0,,,,,
player,201009190cle,cle,MassMo00,targets,4,,,,,
player,201009190cle,cle,MassMo00,rec,1,,,,,
player,201009190cle,cle,MassMo00,rec_yds,9,,,,,
player,201009190cle,cle,MassMo00,rec_td,0,,,,,
player,201009190cle,cle,MassMo00,rec_long,9,,,,,
player,201009190cle,cle,MassMo00,fumbles,0,,,,,
player,201009190cle,cle,MassMo00,fumbles_lost,,,,,,
player,201009190cle,cle,MoorEv00,pass_cmp,,,,,,
player,201009190cle,cle,MoorEv00,pass_att,,,,,,
player,201009190cle,cle,MoorEv00,pass_yds,,,,,,
player,201009190cle,cle,MoorEv00,pass_td,,,,,,
player,201009190cle,cle,MoorEv00,pass_int,,,,,,
player,201009190cle,cle,MoorEv00,pass_sacked,,,,,,
player,201009190cle,cle,MoorEv00,pass_sacked_yds,,,,,,
player,201009190cle,cle,MoorEv00,pass_long,,,,,,
player,201009190cle,cle,MoorEv00,pass_rating,,,,,,
player,201009190cle,cle,MoorEv00,rush_att,,,,,,
player,201009190cle,cle,MoorEv00,rush_yds,,,,,,
player,201009190cle,cle,MoorEv00,rush_td,,,,,,
player,201009190cle,cle,MoorEv00,rush_long,,,,,,
player,201009190cle,cle,MoorEv00,targets,2,,,,,
player,201009190cle,cle,MoorEv00,rec,0,,,,,
player,201009190cle,cle,MoorEv00,rec_yds,0,,,,,
player,201009190cle,cle,MoorEv00,rec_td,0,,,,,
player,201009190cle,cle,MoorEv00,rec_long,,,,,,
player,201009190cle,cle,MoorEv00,fumbles,,,,,,
player,201009190cle,cle,MoorEv00,fumbles_lost,,,,,,
player,201009190cle,kan,FlowBr99,def_int,1,,,,,
player,201009190cle,kan,FlowBr99,def_int_yds,33,,,,,
player,201009190cle,kan,FlowBr99,def_int_td,1,,,,,
player,201009190cle,kan,FlowBr99,def_int_long,33,,,,,
player,201009190cle,kan,FlowBr99,pass_defended,1,,,,,
player,201009190cle,kan,FlowBr99,sacks,0.0,,,,,
player,201009190cle,kan,FlowBr99,tackles_combined,3,,,,,
player,201009190cle,kan,FlowBr99,tackles_solo,3,,,,,
player,201009190cle,kan,FlowBr99,tackles_assists,0,,,,,
player,201009190cle,kan,FlowBr99,tackles_loss,0,,,,,
player,201009190cle,kan,FlowBr99,qb_hits,0,,,,,
player,201009190cle,kan,FlowBr99,fumbles_rec,0,,,,,
player,201009190cle,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201009190cle,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201009190cle,kan,FlowBr99,fumbles_forced,0,,,,,
player,201009190cle,kan,GilbWa00,def_int,0,,,,,
player,201009190cle,kan,GilbWa00,def_int_yds,0,,,,,
player,201009190cle,kan,GilbWa00,def_int_td,0,,,,,
player,201009190cle,kan,GilbWa00,def_int_long,0,,,,,
player,201009190cle,kan,GilbWa00,pass_defended,0,,,,,
player,201009190cle,kan,GilbWa00,sacks,1.0,,,,,
player,201009190cle,kan,GilbWa00,tackles_combined,2,,,,,
player,201009190cle,kan,GilbWa00,tackles_solo,2,,,,,
player,201009190cle,kan,GilbWa00,tackles_assists,0,,,,,
player,201009190cle,kan,GilbWa00,tackles_loss,1,,,,,
player,201009190cle,kan,GilbWa00,qb_hits,1,,,,,
player,201009190cle,kan,GilbWa00,fumbles_rec,0,,,,,
player,201009190cle,kan,GilbWa00,fumbles_rec_yds,0,,,,,
player,201009190cle,kan,GilbWa00,fumbles_rec_td,0,,,,,
player,201009190cle,kan,GilbWa00,fumbles_forced,0,,,,,
player,201009190cle,kan,JohnDe25,def_int,0,,,,,
player,201009190cle,kan,JohnDe25,def_int_yds,0,,,,,
player,201009190cle,kan,JohnDe25,def_int_td,0,,,,,
player,201009190cle,kan,JohnDe25,def_int_long,0,,,,,
player,201009190cle,kan,JohnDe25,pass_defended,0,,,,,
player,201009190cle,kan,JohnDe25,sacks,0.0,,,,,
player,201009190cle,kan,JohnDe25,tackles_combined,8,,,,,
player,201009190cle,kan,JohnDe25,tackles_solo,8,,,,,
player,201009190cle,kan,JohnDe25,tackles_assists,0,,,,,
player,201009190cle,kan,JohnDe25,tackles_loss,0,,,,,
player,201009190cle,kan,JohnDe25,qb_hits,0,,,,,
player,201009190cle,kan,JohnDe25,fumbles_rec,0,,,,,
player,201009190cle,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201009190cle,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201009190cle,kan,JohnDe25,fumbles_forced,0,,,,,
player,201009190cle,kan,BelcJo00,def_int,0,,,,,
player,201009190cle,kan,BelcJo00,def_int_yds,0,,,,,
player,201009190cle,kan,BelcJo00,def_int_td,0,,,,,
player,201009190cle,kan,BelcJo00,def_int_long,0,,,,,
player,201009190cle,kan,BelcJo00,pass_defended,0,,,,,
player,201009190cle,kan,BelcJo00,sacks,0.0,,,,,
player,201009190cle,kan,BelcJo00,tackles_combined,7,,,,,
player,201009190cle,kan,BelcJo00,tackles_solo,4,,,,,
player,201009190cle,kan,BelcJo00,tackles_assists,3,,,,,
player,201009190cle,kan,BelcJo00,tackles_loss,0,,,,,
player,201009190cle,kan,BelcJo00,qb_hits,0,,,,,
player,201009190cle,kan,BelcJo00,fumbles_rec,0,,,,,
player,201009190cle,kan,BelcJo00,fumbles_rec_yds,0,,,,,
player,201009190cle,kan,BelcJo00,fumbles_rec_td,0,,,,,
player,201009190cle,kan,BelcJo00,fumbles_forced,0,,,,,
player,201009190cle,kan,BerrEr99,def_int,0,,,,,
player,201009190cle,kan,BerrEr99,def_int_yds,0,,,,,
player,201009190cle,kan,BerrEr99,def_int_td,0,,,,,
player,201009190cle,kan,BerrEr99,def_int_long,0,,,,,
player,201009190cle,kan,BerrEr99,pass_defended,0,,,,,
player,201009190cle,kan,BerrEr99,sacks,0.0,,,,,
player,201009190cle,kan,BerrEr99,tackles_combined,7,,,,,
player,201009190cle,kan,BerrEr99,tackles_solo,7,,,,,
player,201009190cle,kan,BerrEr99,tackles_assists,0,,,,,
player,201009190cle,kan,BerrEr99,tackles_loss,2,,,,,
player,201009190cle,kan,BerrEr99,qb_hits,1,,,,,
player,201009190cle,kan,BerrEr99,fumbles_rec,0,,,,,
player,201009190cle,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201009190cle,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201009190cle,kan,BerrEr99,fumbles_forced,0,,,,,
player,201009190cle,kan,SmitSh20,def_int,0,,,,,
player,201009190cle,kan,SmitSh20,def_int_yds,0,,,,,
player,201009190cle,kan,SmitSh20,def_int_td,0,,,,,
player,201009190cle,kan,SmitSh20,def_int_long,0,,,,,
player,201009190cle,kan,SmitSh20,pass_defended,0,,,,,
player,201009190cle,kan,SmitSh20,sacks,0.0,,,,,
player,201009190cle,kan,SmitSh20,tackles_combined,5,,,,,
player,201009190cle,kan,SmitSh20,tackles_solo,3,,,,,
player,201009190cle,kan,SmitSh20,tackles_assists,2,,,,,
player,201009190cle,kan,SmitSh20,tackles_loss,0,,,,,
player,201009190cle,kan,SmitSh20,qb_hits,0,,,,,
player,201009190cle,kan,SmitSh20,fumbles_rec,0,,,,,
player,201009190cle,kan,SmitSh20,fumbles_rec_yds,0,,,,,
player,201009190cle,kan,SmitSh20,fumbles_rec_td,0,,,,,
player,201009190cle,kan,SmitSh20,fumbles_forced,0,,,,,
player,201009190cle,kan,EdwaRo20,def_int,0,,,,,
player,201009190cle,kan,EdwaRo20,def_int_yds,0,,,,,
player,201009190cle,kan,EdwaRo20,def_int_td,0,,,,,
