game,2010,14,20101212,201012120chi,nwe,"New England Patriots",36,chi,"Chicago Bears",7
player,201012120chi,nwe,GreeBe00,pass_cmp,0,,,,,
player,201012120chi,nwe,GreeBe00,pass_att,0,,,,,
player,201012120chi,nwe,GreeBe00,pass_yds,0,,,,,
player,201012120chi,nwe,GreeBe00,pass_td,0,,,,,
player,201012120chi,nwe,GreeBe00,pass_int,0,,,,,
player,201012120chi,nwe,GreeBe00,pass_sacked,,,,,,
player,201012120chi,nwe,GreeBe00,pass_sacked_yds,,,,,,
player,201012120chi,nwe,GreeBe00,pass_long,0,,,,,
player,201012120chi,nwe,GreeBe00,pass_rating,,,,,,
player,201012120chi,nwe,GreeBe00,rush_att,21,,,,,
player,201012120chi,nwe,GreeBe00,rush_yds,87,,,,,
player,201012120chi,nwe,GreeBe00,rush_td,0,,,,,
player,201012120chi,nwe,GreeBe00,rush_long,17,,,,,
player,201012120chi,nwe,GreeBe00,targets,1,,,,,
player,201012120chi,nwe,GreeBe00,rec,0,,,,,
player,201012120chi,nwe,GreeBe00,rec_yds,0,,,,,
player,201012120chi,nwe,GreeBe00,rec_td,0,,,,,
player,201012120chi,nwe,GreeBe00,rec_long,0,,,,,
player,201012120chi,nwe,GreeBe00,fumbles,0,,,,,
player,201012120chi,nwe,GreeBe00,fumbles_lost,,,,,,
player,201012120chi,nwe,WoodDa02,pass_cmp,0,,,,,
player,201012120chi,nwe,WoodDa02,pass_att,0,,,,,
player,201012120chi,nwe,WoodDa02,pass_yds,0,,,,,
player,201012120chi,nwe,WoodDa02,pass_td,0,,,,,
player,201012120chi,nwe,WoodDa02,pass_int,0,,,,,
player,201012120chi,nwe,WoodDa02,pass_sacked,,,,,,
player,201012120chi,nwe,WoodDa02,pass_sacked_yds,,,,,,
player,201012120chi,nwe,WoodDa02,pass_long,0,,,,,
player,201012120chi,nwe,WoodDa02,pass_rating,,,,,,
player,201012120chi,nwe,WoodDa02,rush_att,7,,,,,
player,201012120chi,nwe,WoodDa02,rush_yds,21,,,,,
player,201012120chi,nwe,WoodDa02,rush_td,1,,,,,
player,201012120chi,nwe,WoodDa02,rush_long,5,,,,,
player,201012120chi,nwe,WoodDa02,targets,3,,,,,
player,201012120chi,nwe,WoodDa02,rec,2,,,,,
player,201012120chi,nwe,WoodDa02,rec_yds,1,,,,,
player,201012120chi,nwe,WoodDa02,rec_td,0,,,,,
player,201012120chi,nwe,WoodDa02,rec_long,5,,,,,
player,201012120chi,nwe,WoodDa02,fumbles,0,,,,,
player,201012120chi,nwe,WoodDa02,fumbles_lost,,,,,,
player,201012120chi,nwe,TaylFr00,pass_cmp,0,,,,,
player,201012120chi,nwe,TaylFr00,pass_att,0,,,,,
player,201012120chi,nwe,TaylFr00,pass_yds,0,,,,,
player,201012120chi,nwe,TaylFr00,pass_td,0,,,,,
player,201012120chi,nwe,TaylFr00,pass_int,0,,,,,
player,201012120chi,nwe,TaylFr00,pass_sacked,,,,,,
player,201012120chi,nwe,TaylFr00,pass_sacked_yds,,,,,,
player,201012120chi,nwe,TaylFr00,pass_long,0,,,,,
player,201012120chi,nwe,TaylFr00,pass_rating,,,,,,
player,201012120chi,nwe,TaylFr00,rush_att,3,,,,,
player,201012120chi,nwe,TaylFr00,rush_yds,16,,,,,
player,201012120chi,nwe,TaylFr00,rush_td,0,,,,,
player,201012120chi,nwe,TaylFr00,rush_long,10,,,,,
player,201012120chi,nwe,TaylFr00,targets,0,,,,,
player,201012120chi,nwe,TaylFr00,rec,0,,,,,
player,201012120chi,nwe,TaylFr00,rec_yds,0,,,,,
player,201012120chi,nwe,TaylFr00,rec_td,0,,,,,
player,201012120chi,nwe,TaylFr00,rec_long,0,,,,,
player,201012120chi,nwe,TaylFr00,fumbles,0,,,,,
player,201012120chi,nwe,TaylFr00,fumbles_lost,,,,,,
player,201012120chi,nwe,MorrSa00,pass_cmp,0,,,,,
player,201012120chi,nwe,MorrSa00,pass_att,0,,,,,
player,201012120chi,nwe,MorrSa00,pass_yds,0,,,,,
player,201012120chi,nwe,MorrSa00,pass_td,0,,,,,
player,201012120chi,nwe,MorrSa00,pass_int,0,,,,,
player,201012120chi,nwe,MorrSa00,pass_sacked,,,,,,
player,201012120chi,nwe,MorrSa00,pass_sacked_yds,,,,,,
player,201012120chi,nwe,MorrSa00,pass_long,0,,,,,
player,201012120chi,nwe,MorrSa00,pass_rating,,,,,,
player,201012120chi,nwe,MorrSa00,rush_att,1,,,,,
player,201012120chi,nwe,MorrSa00,rush_yds,2,,,,,
player,201012120chi,nwe,MorrSa00,rush_td,0,,,,,
player,201012120chi,nwe,MorrSa00,rush_long,2,,,,,
player,201012120chi,nwe,MorrSa00,targets,0,,,,,
player,201012120chi,nwe,MorrSa00,rec,0,,,,,
player,201012120chi,nwe,MorrSa00,rec_yds,0,,,,,
player,201012120chi,nwe,MorrSa00,rec_td,0,,,,,
player,201012120chi,nwe,MorrSa00,rec_long,0,,,,,
player,201012120chi,nwe,MorrSa00,fumbles,0,,,,,
player,201012120chi,nwe,MorrSa00,fumbles_lost,,,,,,
player,201012120chi,nwe,BranDe00,pass_cmp,0,,,,,
player,201012120chi,nwe,BranDe00,pass_att,0,,,,,
player,201012120chi,nwe,BranDe00,pass_yds,0,,,,,
player,201012120chi,nwe,BranDe00,pass_td,0,,,,,
player,201012120chi,nwe,BranDe00,pass_int,0,,,,,
player,201012120chi,nwe,BranDe00,pass_sacked,,,,,,
player,201012120chi,nwe,BranDe00,pass_sacked_yds,,,,,,
player,201012120chi,nwe,BranDe00,pass_long,0,,,,,
player,201012120chi,nwe,BranDe00,pass_rating,,,,,,
player,201012120chi,nwe,BranDe00,rush_att,0,,,,,
player,201012120chi,nwe,BranDe00,rush_yds,0,,,,,
player,201012120chi,nwe,BranDe00,rush_td,0,,,,,
player,201012120chi,nwe,BranDe00,rush_long,0,,,,,
player,201012120chi,nwe,BranDe00,targets,10,,,,,
player,201012120chi,nwe,BranDe00,rec,8,,,,,
player,201012120chi,nwe,BranDe00,rec_yds,151,,,,,
player,201012120chi,nwe,BranDe00,rec_td,1,,,,,
player,201012120chi,nwe,BranDe00,rec_long,59,,,,,
player,201012120chi,nwe,BranDe00,fumbles,0,,,,,
player,201012120chi,nwe,BranDe00,fumbles_lost,,,,,,
player,201012120chi,nwe,WelkWe00,pass_cmp,0,,,,,
player,201012120chi,nwe,WelkWe00,pass_att,0,,,,,
player,201012120chi,nwe,WelkWe00,pass_yds,0,,,,,
player,201012120chi,nwe,WelkWe00,pass_td,0,,,,,
player,201012120chi,nwe,WelkWe00,pass_int,0,,,,,
player,201012120chi,nwe,WelkWe00,pass_sacked,,,,,,
player,201012120chi,nwe,WelkWe00,pass_sacked_yds,,,,,,
player,201012120chi,nwe,WelkWe00,pass_long,0,,,,,
player,201012120chi,nwe,WelkWe00,pass_rating,,,,,,
player,201012120chi,nwe,WelkWe00,rush_att,0,,,,,
player,201012120chi,nwe,WelkWe00,rush_yds,0,,,,,
player,201012120chi,nwe,WelkWe00,rush_td,0,,,,,
player,201012120chi,nwe,WelkWe00,rush_long,0,,,,,
player,201012120chi,nwe,WelkWe00,targets,13,,,,,
player,201012120chi,nwe,WelkWe00,rec,8,,,,,
player,201012120chi,nwe,WelkWe00,rec_yds,115,,,,,
player,201012120chi,nwe,WelkWe00,rec_td,0,,,,,
player,201012120chi,nwe,WelkWe00,rec_long,24,,,,,
player,201012120chi,nwe,WelkWe00,fumbles,0,,,,,
player,201012120chi,nwe,WelkWe00,fumbles_lost,,,,,,
player,201012120chi,nwe,GronRo00,pass_cmp,0,,,,,
player,201012120chi,nwe,GronRo00,pass_att,0,,,,,
player,201012120chi,nwe,GronRo00,pass_yds,0,,,,,
player,201012120chi,nwe,GronRo00,pass_td,0,,,,,
player,201012120chi,nwe,GronRo00,pass_int,0,,,,,
player,201012120chi,nwe,GronRo00,pass_sacked,,,,,,
player,201012120chi,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201012120chi,nwe,GronRo00,pass_long,0,,,,,
player,201012120chi,nwe,GronRo00,pass_rating,,,,,,
player,201012120chi,nwe,GronRo00,rush_att,0,,,,,
player,201012120chi,nwe,GronRo00,rush_yds,0,,,,,
player,201012120chi,nwe,GronRo00,rush_td,0,,,,,
player,201012120chi,nwe,GronRo00,rush_long,0,,,,,
player,201012120chi,nwe,GronRo00,targets,6,,,,,
player,201012120chi,nwe,GronRo00,rec,5,,,,,
player,201012120chi,nwe,GronRo00,rec_yds,43,,,,,
player,201012120chi,nwe,GronRo00,rec_td,1,,,,,
player,201012120chi,nwe,GronRo00,rec_long,15,,,,,
player,201012120chi,nwe,GronRo00,fumbles,0,,,,,
player,201012120chi,nwe,GronRo00,fumbles_lost,,,,,,
player,201012120chi,nwe,TateBr00,pass_cmp,0,,,,,
player,201012120chi,nwe,TateBr00,pass_att,0,,,,,
player,201012120chi,nwe,TateBr00,pass_yds,0,,,,,
player,201012120chi,nwe,TateBr00,pass_td,0,,,,,
player,201012120chi,nwe,TateBr00,pass_int,0,,,,,
player,201012120chi,nwe,TateBr00,pass_sacked,,,,,,
player,201012120chi,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201012120chi,nwe,TateBr00,pass_long,0,,,,,
player,201012120chi,nwe,TateBr00,pass_rating,,,,,,
player,201012120chi,nwe,TateBr00,rush_att,0,,,,,
player,201012120chi,nwe,TateBr00,rush_yds,0,,,,,
player,201012120chi,nwe,TateBr00,rush_td,0,,,,,
player,201012120chi,nwe,TateBr00,rush_long,0,,,,,
player,201012120chi,nwe,TateBr00,targets,3,,,,,
player,201012120chi,nwe,TateBr00,rec,2,,,,,
player,201012120chi,nwe,TateBr00,rec_yds,40,,,,,
player,201012120chi,nwe,TateBr00,rec_td,0,,,,,
player,201012120chi,nwe,TateBr00,rec_long,28,,,,,
player,201012120chi,nwe,TateBr00,fumbles,0,,,,,
player,201012120chi,nwe,TateBr00,fumbles_lost,,,,,,
player,201012120chi,nwe,HernAa00,pass_cmp,0,,,,,
player,201012120chi,nwe,HernAa00,pass_att,0,,,,,
player,201012120chi,nwe,HernAa00,pass_yds,0,,,,,
player,201012120chi,nwe,HernAa00,pass_td,0,,,,,
player,201012120chi,nwe,HernAa00,pass_int,0,,,,,
player,201012120chi,nwe,HernAa00,pass_sacked,,,,,,
player,201012120chi,nwe,HernAa00,pass_sacked_yds,,,,,,
player,201012120chi,nwe,HernAa00,pass_long,0,,,,,
player,201012120chi,nwe,HernAa00,pass_rating,,,,,,
player,201012120chi,nwe,HernAa00,rush_att,0,,,,,
player,201012120chi,nwe,HernAa00,rush_yds,0,,,,,
player,201012120chi,nwe,HernAa00,rush_td,0,,,,,
player,201012120chi,nwe,HernAa00,rush_long,0,,,,,
player,201012120chi,nwe,HernAa00,targets,4,,,,,
player,201012120chi,nwe,HernAa00,rec,2,,,,,
player,201012120chi,nwe,HernAa00,rec_yds,19,,,,,
player,201012120chi,nwe,HernAa00,rec_td,0,,,,,
player,201012120chi,nwe,HernAa00,rec_long,14,,,,,
player,201012120chi,nwe,HernAa00,fumbles,0,,,,,
player,201012120chi,nwe,HernAa00,fumbles_lost,,,,,,
player,201012120chi,nwe,HoyeBr00,pass_cmp,0,,,,,
player,201012120chi,nwe,HoyeBr00,pass_att,0,,,,,
player,201012120chi,nwe,HoyeBr00,pass_yds,0,,,,,
player,201012120chi,nwe,HoyeBr00,pass_td,0,,,,,
player,201012120chi,nwe,HoyeBr00,pass_int,0,,,,,
player,201012120chi,nwe,HoyeBr00,pass_sacked,0,,,,,
player,201012120chi,nwe,HoyeBr00,pass_sacked_yds,,,,,,
player,201012120chi,nwe,HoyeBr00,pass_long,0,,,,,
player,201012120chi,nwe,HoyeBr00,pass_rating,,,,,,
player,201012120chi,nwe,HoyeBr00,rush_att,3,,,,,
player,201012120chi,nwe,HoyeBr00,rush_yds,-2,,,,,
player,201012120chi,nwe,HoyeBr00,rush_td,0,,,,,
player,201012120chi,nwe,HoyeBr00,rush_long,0,,,,,
player,201012120chi,nwe,HoyeBr00,targets,0,,,,,
player,201012120chi,nwe,HoyeBr00,rec,0,,,,,
player,201012120chi,nwe,HoyeBr00,rec_yds,0,,,,,
player,201012120chi,nwe,HoyeBr00,rec_td,0,,,,,
player,201012120chi,nwe,HoyeBr00,rec_long,0,,,,,
player,201012120chi,nwe,HoyeBr00,fumbles,0,,,,,
player,201012120chi,nwe,HoyeBr00,fumbles_lost,,,,,,
player,201012120chi,chi,CutlJa00,pass_cmp,12,,,,,
player,201012120chi,chi,CutlJa00,pass_att,26,,,,,
player,201012120chi,chi,CutlJa00,pass_yds,152,,,,,
player,201012120chi,chi,CutlJa00,pass_td,0,,,,,
player,201012120chi,chi,CutlJa00,pass_int,2,,,,,
player,201012120chi,chi,CutlJa00,pass_sacked,2,,,,,
player,201012120chi,chi,CutlJa00,pass_sacked_yds,14,,,,,
player,201012120chi,chi,CutlJa00,pass_long,33,,,,,
player,201012120chi,chi,CutlJa00,pass_rating,32.9,,,,,
player,201012120chi,chi,CutlJa00,rush_att,2,,,,,
player,201012120chi,chi,CutlJa00,rush_yds,21,,,,,
player,201012120chi,chi,CutlJa00,rush_td,0,,,,,
player,201012120chi,chi,CutlJa00,rush_long,14,,,,,
player,201012120chi,chi,CutlJa00,targets,0,,,,,
player,201012120chi,chi,CutlJa00,rec,0,,,,,
player,201012120chi,chi,CutlJa00,rec_yds,0,,,,,
player,201012120chi,chi,CutlJa00,rec_td,0,,,,,
player,201012120chi,chi,CutlJa00,rec_long,0,,,,,
player,201012120chi,chi,CutlJa00,fumbles,1,,,,,
player,201012120chi,chi,CutlJa00,fumbles_lost,1,,,,,
player,201012120chi,chi,FortMa00,pass_cmp,0,,,,,
player,201012120chi,chi,FortMa00,pass_att,0,,,,,
player,201012120chi,chi,FortMa00,pass_yds,0,,,,,
player,201012120chi,chi,FortMa00,pass_td,0,,,,,
player,201012120chi,chi,FortMa00,pass_int,0,,,,,
player,201012120chi,chi,FortMa00,pass_sacked,,,,,,
player,201012120chi,chi,FortMa00,pass_sacked_yds,,,,,,
player,201012120chi,chi,FortMa00,pass_long,0,,,,,
player,201012120chi,chi,FortMa00,pass_rating,,,,,,
player,201012120chi,chi,FortMa00,rush_att,9,,,,,
player,201012120chi,chi,FortMa00,rush_yds,25,,,,,
player,201012120chi,chi,FortMa00,rush_td,0,,,,,
player,201012120chi,chi,FortMa00,rush_long,9,,,,,
player,201012120chi,chi,FortMa00,targets,6,,,,,
player,201012120chi,chi,FortMa00,rec,2,,,,,
player,201012120chi,chi,FortMa00,rec_yds,36,,,,,
player,201012120chi,chi,FortMa00,rec_td,0,,,,,
player,201012120chi,chi,FortMa00,rec_long,30,,,,,
player,201012120chi,chi,FortMa00,fumbles,0,,,,,
player,201012120chi,chi,FortMa00,fumbles_lost,,,,,,
player,201012120chi,chi,TaylCh01,pass_cmp,0,,,,,
player,201012120chi,chi,TaylCh01,pass_att,0,,,,,
player,201012120chi,chi,TaylCh01,pass_yds,0,,,,,
player,201012120chi,chi,TaylCh01,pass_td,0,,,,,
player,201012120chi,chi,TaylCh01,pass_int,0,,,,,
player,201012120chi,chi,TaylCh01,pass_sacked,,,,,,
player,201012120chi,chi,TaylCh01,pass_sacked_yds,,,,,,
player,201012120chi,chi,TaylCh01,pass_long,0,,,,,
player,201012120chi,chi,TaylCh01,pass_rating,,,,,,
player,201012120chi,chi,TaylCh01,rush_att,3,,,,,
player,201012120chi,chi,TaylCh01,rush_yds,1,,,,,
player,201012120chi,chi,TaylCh01,rush_td,1,,,,,
player,201012120chi,chi,TaylCh01,rush_long,1,,,,,
player,201012120chi,chi,TaylCh01,targets,2,,,,,
player,201012120chi,chi,TaylCh01,rec,1,,,,,
player,201012120chi,chi,TaylCh01,rec_yds,8,,,,,
player,201012120chi,chi,TaylCh01,rec_td,0,,,,,
player,201012120chi,chi,TaylCh01,rec_long,8,,,,,
player,201012120chi,chi,TaylCh01,fumbles,0,,,,,
player,201012120chi,chi,TaylCh01,fumbles_lost,,,,,,
player,201012120chi,chi,BennEa00,pass_cmp,0,,,,,
player,201012120chi,chi,BennEa00,pass_att,0,,,,,
player,201012120chi,chi,BennEa00,pass_yds,0,,,,,
player,201012120chi,chi,BennEa00,pass_td,0,,,,,
player,201012120chi,chi,BennEa00,pass_int,0,,,,,
player,201012120chi,chi,BennEa00,pass_sacked,,,,,,
player,201012120chi,chi,BennEa00,pass_sacked_yds,,,,,,
player,201012120chi,chi,BennEa00,pass_long,0,,,,,
player,201012120chi,chi,BennEa00,pass_rating,,,,,,
player,201012120chi,chi,BennEa00,rush_att,0,,,,,
player,201012120chi,chi,BennEa00,rush_yds,0,,,,,
player,201012120chi,chi,BennEa00,rush_td,0,,,,,
player,201012120chi,chi,BennEa00,rush_long,0,,,,,
player,201012120chi,chi,BennEa00,targets,7,,,,,
player,201012120chi,chi,BennEa00,rec,3,,,,,
player,201012120chi,chi,BennEa00,rec_yds,53,,,,,
player,201012120chi,chi,BennEa00,rec_td,0,,,,,
player,201012120chi,chi,BennEa00,rec_long,33,,,,,
player,201012120chi,chi,BennEa00,fumbles,0,,,,,
player,201012120chi,chi,BennEa00,fumbles_lost,,,,,,
player,201012120chi,chi,HestDe99,pass_cmp,0,,,,,
player,201012120chi,chi,HestDe99,pass_att,0,,,,,
player,201012120chi,chi,HestDe99,pass_yds,0,,,,,
player,201012120chi,chi,HestDe99,pass_td,0,,,,,
player,201012120chi,chi,HestDe99,pass_int,0,,,,,
player,201012120chi,chi,HestDe99,pass_sacked,,,,,,
player,201012120chi,chi,HestDe99,pass_sacked_yds,,,,,,
player,201012120chi,chi,HestDe99,pass_long,0,,,,,
player,201012120chi,chi,HestDe99,pass_rating,,,,,,
player,201012120chi,chi,HestDe99,rush_att,0,,,,,
player,201012120chi,chi,HestDe99,rush_yds,0,,,,,
player,201012120chi,chi,HestDe99,rush_td,0,,,,,
player,201012120chi,chi,HestDe99,rush_long,0,,,,,
player,201012120chi,chi,HestDe99,targets,4,,,,,
player,201012120chi,chi,HestDe99,rec,2,,,,,
player,201012120chi,chi,HestDe99,rec_yds,17,,,,,
player,201012120chi,chi,HestDe99,rec_td,0,,,,,
player,201012120chi,chi,HestDe99,rec_long,12,,,,,
player,201012120chi,chi,HestDe99,fumbles,0,,,,,
player,201012120chi,chi,HestDe99,fumbles_lost,,,,,,
player,201012120chi,chi,KnoxJo00,pass_cmp,0,,,,,
player,201012120chi,chi,KnoxJo00,pass_att,0,,,,,
player,201012120chi,chi,KnoxJo00,pass_yds,0,,,,,
player,201012120chi,chi,KnoxJo00,pass_td,0,,,,,
player,201012120chi,chi,KnoxJo00,pass_int,0,,,,,
player,201012120chi,chi,KnoxJo00,pass_sacked,,,,,,
player,201012120chi,chi,KnoxJo00,pass_sacked_yds,,,,,,
player,201012120chi,chi,KnoxJo00,pass_long,0,,,,,
player,201012120chi,chi,KnoxJo00,pass_rating,,,,,,
player,201012120chi,chi,KnoxJo00,rush_att,0,,,,,
player,201012120chi,chi,KnoxJo00,rush_yds,0,,,,,
player,201012120chi,chi,KnoxJo00,rush_td,0,,,,,
player,201012120chi,chi,KnoxJo00,rush_long,0,,,,,
player,201012120chi,chi,KnoxJo00,targets,4,,,,,
player,201012120chi,chi,KnoxJo00,rec,2,,,,,
player,201012120chi,chi,KnoxJo00,rec_yds,16,,,,,
player,201012120chi,chi,KnoxJo00,rec_td,0,,,,,
player,201012120chi,chi,KnoxJo00,rec_long,19,,,,,
player,201012120chi,chi,KnoxJo00,fumbles,1,,,,,
player,201012120chi,chi,KnoxJo00,fumbles_lost,1,,,,,
player,201012120chi,chi,AromDe00,pass_cmp,0,,,,,
player,201012120chi,chi,AromDe00,pass_att,0,,,,,
player,201012120chi,chi,AromDe00,pass_yds,0,,,,,
player,201012120chi,chi,AromDe00,pass_td,0,,,,,
player,201012120chi,chi,AromDe00,pass_int,0,,,,,
player,201012120chi,chi,AromDe00,pass_sacked,,,,,,
player,201012120chi,chi,AromDe00,pass_sacked_yds,,,,,,
player,201012120chi,chi,AromDe00,pass_long,0,,,,,
player,201012120chi,chi,AromDe00,pass_rating,,,,,,
player,201012120chi,chi,AromDe00,rush_att,0,,,,,
player,201012120chi,chi,AromDe00,rush_yds,0,,,,,
player,201012120chi,chi,AromDe00,rush_td,0,,,,,
player,201012120chi,chi,AromDe00,rush_long,0,,,,,
player,201012120chi,chi,AromDe00,targets,1,,,,,
player,201012120chi,chi,AromDe00,rec,1,,,,,
player,201012120chi,chi,AromDe00,rec_yds,16,,,,,
player,201012120chi,chi,AromDe00,rec_td,0,,,,,
player,201012120chi,chi,AromDe00,rec_long,16,,,,,
player,201012120chi,chi,AromDe00,fumbles,0,,,,,
player,201012120chi,chi,AromDe00,fumbles_lost,,,,,,
player,201012120chi,chi,OlseGr00,pass_cmp,0,,,,,
player,201012120chi,chi,OlseGr00,pass_att,0,,,,,
player,201012120chi,chi,OlseGr00,pass_yds,0,,,,,
player,201012120chi,chi,OlseGr00,pass_td,0,,,,,
player,201012120chi,chi,OlseGr00,pass_int,0,,,,,
player,201012120chi,chi,OlseGr00,pass_sacked,,,,,,
player,201012120chi,chi,OlseGr00,pass_sacked_yds,,,,,,
player,201012120chi,chi,OlseGr00,pass_long,0,,,,,
player,201012120chi,chi,OlseGr00,pass_rating,,,,,,
player,201012120chi,chi,OlseGr00,rush_att,0,,,,,
player,201012120chi,chi,OlseGr00,rush_yds,0,,,,,
player,201012120chi,chi,OlseGr00,rush_td,0,,,,,
player,201012120chi,chi,OlseGr00,rush_long,0,,,,,
player,201012120chi,chi,OlseGr00,targets,1,,,,,
player,201012120chi,chi,OlseGr00,rec,1,,,,,
player,201012120chi,chi,OlseGr00,rec_yds,6,,,,,
player,201012120chi,chi,OlseGr00,rec_td,0,,,,,
player,201012120chi,chi,OlseGr00,rec_long,6,,,,,
player,201012120chi,chi,OlseGr00,fumbles,0,,,,,
player,201012120chi,chi,OlseGr00,fumbles_lost,,,,,,
player,201012120chi,chi,ManuBr00,pass_cmp,,,,,,
player,201012120chi,chi,ManuBr00,pass_att,,,,,,
player,201012120chi,chi,ManuBr00,pass_yds,,,,,,
player,201012120chi,chi,ManuBr00,pass_td,,,,,,
player,201012120chi,chi,ManuBr00,pass_int,,,,,,
player,201012120chi,chi,ManuBr00,pass_sacked,,,,,,
player,201012120chi,chi,ManuBr00,pass_sacked_yds,,,,,,
player,201012120chi,chi,ManuBr00,pass_long,,,,,,
player,201012120chi,chi,ManuBr00,pass_rating,,,,,,
player,201012120chi,chi,ManuBr00,rush_att,,,,,,
player,201012120chi,chi,ManuBr00,rush_yds,,,,,,
player,201012120chi,chi,ManuBr00,rush_td,,,,,,
player,201012120chi,chi,ManuBr00,rush_long,,,,,,
player,201012120chi,chi,ManuBr00,targets,1,,,,,
player,201012120chi,chi,ManuBr00,rec,0,,,,,
player,201012120chi,chi,ManuBr00,rec_yds,0,,,,,
player,201012120chi,chi,ManuBr00,rec_td,0,,,,,
player,201012120chi,chi,ManuBr00,rec_long,,,,,,
player,201012120chi,chi,ManuBr00,fumbles,,,,,,
player,201012120chi,chi,ManuBr00,fumbles_lost,,,,,,
player,201012120chi,nwe,GuytGa99,def_int,1,,,,,
player,201012120chi,nwe,GuytGa99,def_int_yds,13,,,,,
player,201012120chi,nwe,GuytGa99,def_int_td,0,,,,,
player,201012120chi,nwe,GuytGa99,def_int_long,13,,,,,
player,201012120chi,nwe,GuytGa99,pass_defended,1,,,,,
player,201012120chi,nwe,GuytGa99,sacks,0.0,,,,,
player,201012120chi,nwe,GuytGa99,tackles_combined,3,,,,,
player,201012120chi,nwe,GuytGa99,tackles_solo,2,,,,,
player,201012120chi,nwe,GuytGa99,tackles_assists,1,,,,,
player,201012120chi,nwe,GuytGa99,tackles_loss,0,,,,,
player,201012120chi,nwe,GuytGa99,qb_hits,0,,,,,
player,201012120chi,nwe,GuytGa99,fumbles_rec,1,,,,,
player,201012120chi,nwe,GuytGa99,fumbles_rec_yds,35,,,,,
player,201012120chi,nwe,GuytGa99,fumbles_rec_td,1,,,,,
player,201012120chi,nwe,GuytGa99,fumbles_forced,0,,,,,
player,201012120chi,nwe,MeriBr99,def_int,1,,,,,
player,201012120chi,nwe,MeriBr99,def_int_yds,0,,,,,
player,201012120chi,nwe,MeriBr99,def_int_td,0,,,,,
player,201012120chi,nwe,MeriBr99,def_int_long,0,,,,,
player,201012120chi,nwe,MeriBr99,pass_defended,1,,,,,
player,201012120chi,nwe,MeriBr99,sacks,0.0,,,,,
player,201012120chi,nwe,MeriBr99,tackles_combined,1,,,,,
player,201012120chi,nwe,MeriBr99,tackles_solo,1,,,,,
player,201012120chi,nwe,MeriBr99,tackles_assists,0,,,,,
player,201012120chi,nwe,MeriBr99,tackles_loss,0,,,,,
player,201012120chi,nwe,MeriBr99,qb_hits,0,,,,,
player,201012120chi,nwe,MeriBr99,fumbles_rec,0,,,,,
player,201012120chi,nwe,MeriBr99,fumbles_rec_yds,0,,,,,
