game,2010,16,20101226,201012260cin,sdg,"San Diego Chargers",20,cin,"Cincinnati Bengals",34
player,201012260cin,sdg,MathRy00,pass_td,0,,,,,
player,201012260cin,sdg,MathRy00,pass_int,0,,,,,
player,201012260cin,sdg,MathRy00,pass_sacked,,,,,,
player,201012260cin,sdg,MathRy00,pass_sacked_yds,,,,,,
player,201012260cin,sdg,MathRy00,pass_long,0,,,,,
player,201012260cin,sdg,MathRy00,pass_rating,,,,,,
player,201012260cin,sdg,MathRy00,rush_att,12,,,,,
player,201012260cin,sdg,MathRy00,rush_yds,55,,,,,
player,201012260cin,sdg,MathRy00,rush_td,1,,,,,
player,201012260cin,sdg,MathRy00,rush_long,23,,,,,
player,201012260cin,sdg,MathRy00,targets,3,,,,,
player,201012260cin,sdg,MathRy00,rec,3,,,,,
player,201012260cin,sdg,MathRy00,rec_yds,28,,,,,
player,201012260cin,sdg,MathRy00,rec_td,0,,,,,
player,201012260cin,sdg,MathRy00,rec_long,16,,,,,
player,201012260cin,sdg,MathRy00,fumbles,0,,,,,
player,201012260cin,sdg,MathRy00,fumbles_lost,,,,,,
player,201012260cin,sdg,SproDa00,pass_cmp,0,,,,,
player,201012260cin,sdg,SproDa00,pass_att,0,,,,,
player,201012260cin,sdg,SproDa00,pass_yds,0,,,,,
player,201012260cin,sdg,SproDa00,pass_td,0,,,,,
player,201012260cin,sdg,SproDa00,pass_int,0,,,,,
player,201012260cin,sdg,SproDa00,pass_sacked,,,,,,
player,201012260cin,sdg,SproDa00,pass_sacked_yds,,,,,,
player,201012260cin,sdg,SproDa00,pass_long,0,,,,,
player,201012260cin,sdg,SproDa00,pass_rating,,,,,,
player,201012260cin,sdg,SproDa00,rush_att,3,,,,,
player,201012260cin,sdg,SproDa00,rush_yds,8,,,,,
player,201012260cin,sdg,SproDa00,rush_td,0,,,,,
player,201012260cin,sdg,SproDa00,rush_long,6,,,,,
player,201012260cin,sdg,SproDa00,targets,10,,,,,
player,201012260cin,sdg,SproDa00,rec,8,,,,,
player,201012260cin,sdg,SproDa00,rec_yds,55,,,,,
player,201012260cin,sdg,SproDa00,rec_td,0,,,,,
player,201012260cin,sdg,SproDa00,rec_long,13,,,,,
player,201012260cin,sdg,SproDa00,fumbles,0,,,,,
player,201012260cin,sdg,SproDa00,fumbles_lost,,,,,,
player,201012260cin,sdg,HestJa00,pass_cmp,0,,,,,
player,201012260cin,sdg,HestJa00,pass_att,0,,,,,
player,201012260cin,sdg,HestJa00,pass_yds,0,,,,,
player,201012260cin,sdg,HestJa00,pass_td,0,,,,,
player,201012260cin,sdg,HestJa00,pass_int,0,,,,,
player,201012260cin,sdg,HestJa00,pass_sacked,,,,,,
player,201012260cin,sdg,HestJa00,pass_sacked_yds,,,,,,
player,201012260cin,sdg,HestJa00,pass_long,0,,,,,
player,201012260cin,sdg,HestJa00,pass_rating,,,,,,
player,201012260cin,sdg,HestJa00,rush_att,2,,,,,
player,201012260cin,sdg,HestJa00,rush_yds,1,,,,,
player,201012260cin,sdg,HestJa00,rush_td,0,,,,,
player,201012260cin,sdg,HestJa00,rush_long,1,,,,,
player,201012260cin,sdg,HestJa00,targets,0,,,,,
player,201012260cin,sdg,HestJa00,rec,0,,,,,
player,201012260cin,sdg,HestJa00,rec_yds,0,,,,,
player,201012260cin,sdg,HestJa00,rec_td,0,,,,,
player,201012260cin,sdg,HestJa00,rec_long,0,,,,,
player,201012260cin,sdg,HestJa00,fumbles,0,,,,,
player,201012260cin,sdg,HestJa00,fumbles_lost,,,,,,
player,201012260cin,sdg,NaanLe00,pass_cmp,0,,,,,
player,201012260cin,sdg,NaanLe00,pass_att,0,,,,,
player,201012260cin,sdg,NaanLe00,pass_yds,0,,,,,
player,201012260cin,sdg,NaanLe00,pass_td,0,,,,,
player,201012260cin,sdg,NaanLe00,pass_int,0,,,,,
player,201012260cin,sdg,NaanLe00,pass_sacked,,,,,,
player,201012260cin,sdg,NaanLe00,pass_sacked_yds,,,,,,
player,201012260cin,sdg,NaanLe00,pass_long,0,,,,,
player,201012260cin,sdg,NaanLe00,pass_rating,,,,,,
player,201012260cin,sdg,NaanLe00,rush_att,0,,,,,
player,201012260cin,sdg,NaanLe00,rush_yds,0,,,,,
player,201012260cin,sdg,NaanLe00,rush_td,0,,,,,
player,201012260cin,sdg,NaanLe00,rush_long,0,,,,,
player,201012260cin,sdg,NaanLe00,targets,7,,,,,
player,201012260cin,sdg,NaanLe00,rec,4,,,,,
player,201012260cin,sdg,NaanLe00,rec_yds,59,,,,,
player,201012260cin,sdg,NaanLe00,rec_td,0,,,,,
player,201012260cin,sdg,NaanLe00,rec_long,19,,,,,
player,201012260cin,sdg,NaanLe00,fumbles,0,,,,,
player,201012260cin,sdg,NaanLe00,fumbles_lost,,,,,,
player,201012260cin,sdg,JackVi00,pass_cmp,0,,,,,
player,201012260cin,sdg,JackVi00,pass_att,0,,,,,
player,201012260cin,sdg,JackVi00,pass_yds,0,,,,,
player,201012260cin,sdg,JackVi00,pass_td,0,,,,,
player,201012260cin,sdg,JackVi00,pass_int,0,,,,,
player,201012260cin,sdg,JackVi00,pass_sacked,,,,,,
player,201012260cin,sdg,JackVi00,pass_sacked_yds,,,,,,
player,201012260cin,sdg,JackVi00,pass_long,0,,,,,
player,201012260cin,sdg,JackVi00,pass_rating,,,,,,
player,201012260cin,sdg,JackVi00,rush_att,0,,,,,
player,201012260cin,sdg,JackVi00,rush_yds,0,,,,,
player,201012260cin,sdg,JackVi00,rush_td,0,,,,,
player,201012260cin,sdg,JackVi00,rush_long,0,,,,,
player,201012260cin,sdg,JackVi00,targets,9,,,,,
player,201012260cin,sdg,JackVi00,rec,4,,,,,
player,201012260cin,sdg,JackVi00,rec_yds,54,,,,,
player,201012260cin,sdg,JackVi00,rec_td,0,,,,,
player,201012260cin,sdg,JackVi00,rec_long,17,,,,,
player,201012260cin,sdg,JackVi00,fumbles,0,,,,,
player,201012260cin,sdg,JackVi00,fumbles_lost,,,,,,
player,201012260cin,sdg,WashKe00,pass_cmp,0,,,,,
player,201012260cin,sdg,WashKe00,pass_att,0,,,,,
player,201012260cin,sdg,WashKe00,pass_yds,0,,,,,
player,201012260cin,sdg,WashKe00,pass_td,0,,,,,
player,201012260cin,sdg,WashKe00,pass_int,0,,,,,
player,201012260cin,sdg,WashKe00,pass_sacked,,,,,,
player,201012260cin,sdg,WashKe00,pass_sacked_yds,,,,,,
player,201012260cin,sdg,WashKe00,pass_long,0,,,,,
player,201012260cin,sdg,WashKe00,pass_rating,,,,,,
player,201012260cin,sdg,WashKe00,rush_att,0,,,,,
player,201012260cin,sdg,WashKe00,rush_yds,0,,,,,
player,201012260cin,sdg,WashKe00,rush_td,0,,,,,
player,201012260cin,sdg,WashKe00,rush_long,0,,,,,
player,201012260cin,sdg,WashKe00,targets,6,,,,,
player,201012260cin,sdg,WashKe00,rec,5,,,,,
player,201012260cin,sdg,WashKe00,rec_yds,40,,,,,
player,201012260cin,sdg,WashKe00,rec_td,1,,,,,
player,201012260cin,sdg,WashKe00,rec_long,11,,,,,
player,201012260cin,sdg,WashKe00,fumbles,0,,,,,
player,201012260cin,sdg,WashKe00,fumbles_lost,,,,,,
player,201012260cin,sdg,McMiRa01,pass_cmp,0,,,,,
player,201012260cin,sdg,McMiRa01,pass_att,0,,,,,
player,201012260cin,sdg,McMiRa01,pass_yds,0,,,,,
player,201012260cin,sdg,McMiRa01,pass_td,0,,,,,
player,201012260cin,sdg,McMiRa01,pass_int,0,,,,,
player,201012260cin,sdg,McMiRa01,pass_sacked,,,,,,
player,201012260cin,sdg,McMiRa01,pass_sacked_yds,,,,,,
player,201012260cin,sdg,McMiRa01,pass_long,0,,,,,
player,201012260cin,sdg,McMiRa01,pass_rating,,,,,,
player,201012260cin,sdg,McMiRa01,rush_att,0,,,,,
player,201012260cin,sdg,McMiRa01,rush_yds,0,,,,,
player,201012260cin,sdg,McMiRa01,rush_td,0,,,,,
player,201012260cin,sdg,McMiRa01,rush_long,0,,,,,
player,201012260cin,sdg,McMiRa01,targets,3,,,,,
player,201012260cin,sdg,McMiRa01,rec,2,,,,,
player,201012260cin,sdg,McMiRa01,rec_yds,13,,,,,
player,201012260cin,sdg,McMiRa01,rec_td,0,,,,,
player,201012260cin,sdg,McMiRa01,rec_long,8,,,,,
player,201012260cin,sdg,McMiRa01,fumbles,0,,,,,
player,201012260cin,sdg,McMiRa01,fumbles_lost,,,,,,
player,201012260cin,sdg,WilsKr00,pass_cmp,0,,,,,
player,201012260cin,sdg,WilsKr00,pass_att,0,,,,,
player,201012260cin,sdg,WilsKr00,pass_yds,0,,,,,
player,201012260cin,sdg,WilsKr00,pass_td,0,,,,,
player,201012260cin,sdg,WilsKr00,pass_int,0,,,,,
player,201012260cin,sdg,WilsKr00,pass_sacked,0,,,,,
player,201012260cin,sdg,WilsKr00,pass_sacked_yds,0,,,,,
player,201012260cin,sdg,WilsKr00,pass_long,0,,,,,
player,201012260cin,sdg,WilsKr00,pass_rating,,,,,,
player,201012260cin,sdg,WilsKr00,rush_att,0,,,,,
player,201012260cin,sdg,WilsKr00,rush_yds,0,,,,,
player,201012260cin,sdg,WilsKr00,rush_td,0,,,,,
player,201012260cin,sdg,WilsKr00,rush_long,0,,,,,
player,201012260cin,sdg,WilsKr00,targets,,,,,,
player,201012260cin,sdg,WilsKr00,rec,1,,,,,
player,201012260cin,sdg,WilsKr00,rec_yds,7,,,,,
player,201012260cin,sdg,WilsKr00,rec_td,0,,,,,
player,201012260cin,sdg,WilsKr00,rec_long,7,,,,,
player,201012260cin,sdg,WilsKr00,fumbles,0,,,,,
player,201012260cin,sdg,WilsKr00,fumbles_lost,,,,,,
player,201012260cin,sdg,TolbMi00,pass_cmp,0,,,,,
player,201012260cin,sdg,TolbMi00,pass_att,0,,,,,
player,201012260cin,sdg,TolbMi00,pass_yds,0,,,,,
player,201012260cin,sdg,TolbMi00,pass_td,0,,,,,
player,201012260cin,sdg,TolbMi00,pass_int,0,,,,,
player,201012260cin,sdg,TolbMi00,pass_sacked,,,,,,
player,201012260cin,sdg,TolbMi00,pass_sacked_yds,,,,,,
player,201012260cin,sdg,TolbMi00,pass_long,0,,,,,
player,201012260cin,sdg,TolbMi00,pass_rating,,,,,,
player,201012260cin,sdg,TolbMi00,rush_att,4,,,,,
player,201012260cin,sdg,TolbMi00,rush_yds,-2,,,,,
player,201012260cin,sdg,TolbMi00,rush_td,0,,,,,
player,201012260cin,sdg,TolbMi00,rush_long,6,,,,,
player,201012260cin,sdg,TolbMi00,targets,0,,,,,
player,201012260cin,sdg,TolbMi00,rec,0,,,,,
player,201012260cin,sdg,TolbMi00,rec_yds,0,,,,,
player,201012260cin,sdg,TolbMi00,rec_td,0,,,,,
player,201012260cin,sdg,TolbMi00,rec_long,0,,,,,
player,201012260cin,sdg,TolbMi00,fumbles,2,,,,,
player,201012260cin,sdg,TolbMi00,fumbles_lost,1,,,,,
player,201012260cin,sdg,WilsKi00,pass_cmp,,,,,,
player,201012260cin,sdg,WilsKi00,pass_att,,,,,,
player,201012260cin,sdg,WilsKi00,pass_yds,,,,,,
player,201012260cin,sdg,WilsKi00,pass_td,,,,,,
player,201012260cin,sdg,WilsKi00,pass_int,,,,,,
player,201012260cin,sdg,WilsKi00,pass_sacked,,,,,,
player,201012260cin,sdg,WilsKi00,pass_sacked_yds,,,,,,
player,201012260cin,sdg,WilsKi00,pass_long,,,,,,
player,201012260cin,sdg,WilsKi00,pass_rating,,,,,,
player,201012260cin,sdg,WilsKi00,rush_att,,,,,,
player,201012260cin,sdg,WilsKi00,rush_yds,,,,,,
player,201012260cin,sdg,WilsKi00,rush_td,,,,,,
player,201012260cin,sdg,WilsKi00,rush_long,,,,,,
player,201012260cin,sdg,WilsKi00,targets,2,,,,,
player,201012260cin,sdg,WilsKi00,rec,0,,,,,
player,201012260cin,sdg,WilsKi00,rec_yds,0,,,,,
player,201012260cin,sdg,WilsKi00,rec_td,0,,,,,
player,201012260cin,sdg,WilsKi00,rec_long,,,,,,
player,201012260cin,sdg,WilsKi00,fumbles,,,,,,
player,201012260cin,sdg,WilsKi00,fumbles_lost,,,,,,
player,201012260cin,cin,PalmCa00,pass_cmp,16,,,,,
player,201012260cin,cin,PalmCa00,pass_att,21,,,,,
player,201012260cin,cin,PalmCa00,pass_yds,269,,,,,
player,201012260cin,cin,PalmCa00,pass_td,4,,,,,
player,201012260cin,cin,PalmCa00,pass_int,0,,,,,
player,201012260cin,cin,PalmCa00,pass_sacked,0,,,,,
player,201012260cin,cin,PalmCa00,pass_sacked_yds,0,,,,,
player,201012260cin,cin,PalmCa00,pass_long,59,,,,,
player,201012260cin,cin,PalmCa00,pass_rating,157.2,,,,,
player,201012260cin,cin,PalmCa00,rush_att,2,,,,,
player,201012260cin,cin,PalmCa00,rush_yds,-1,,,,,
player,201012260cin,cin,PalmCa00,rush_td,0,,,,,
player,201012260cin,cin,PalmCa00,rush_long,0,,,,,
player,201012260cin,cin,PalmCa00,targets,0,,,,,
player,201012260cin,cin,PalmCa00,rec,0,,,,,
player,201012260cin,cin,PalmCa00,rec_yds,0,,,,,
player,201012260cin,cin,PalmCa00,rec_td,0,,,,,
player,201012260cin,cin,PalmCa00,rec_long,0,,,,,
player,201012260cin,cin,PalmCa00,fumbles,0,,,,,
player,201012260cin,cin,PalmCa00,fumbles_lost,,,,,,
player,201012260cin,cin,BensCe00,pass_cmp,0,,,,,
player,201012260cin,cin,BensCe00,pass_att,0,,,,,
player,201012260cin,cin,BensCe00,pass_yds,0,,,,,
player,201012260cin,cin,BensCe00,pass_td,0,,,,,
player,201012260cin,cin,BensCe00,pass_int,0,,,,,
player,201012260cin,cin,BensCe00,pass_sacked,,,,,,
player,201012260cin,cin,BensCe00,pass_sacked_yds,,,,,,
player,201012260cin,cin,BensCe00,pass_long,0,,,,,
player,201012260cin,cin,BensCe00,pass_rating,,,,,,
player,201012260cin,cin,BensCe00,rush_att,24,,,,,
player,201012260cin,cin,BensCe00,rush_yds,52,,,,,
player,201012260cin,cin,BensCe00,rush_td,0,,,,,
player,201012260cin,cin,BensCe00,rush_long,11,,,,,
player,201012260cin,cin,BensCe00,targets,0,,,,,
player,201012260cin,cin,BensCe00,rec,0,,,,,
player,201012260cin,cin,BensCe00,rec_yds,0,,,,,
player,201012260cin,cin,BensCe00,rec_td,0,,,,,
player,201012260cin,cin,BensCe00,rec_long,0,,,,,
player,201012260cin,cin,BensCe00,fumbles,1,,,,,
player,201012260cin,cin,BensCe00,fumbles_lost,1,,,,,
player,201012260cin,cin,ScotBe00,pass_cmp,0,,,,,
player,201012260cin,cin,ScotBe00,pass_att,0,,,,,
player,201012260cin,cin,ScotBe00,pass_yds,0,,,,,
player,201012260cin,cin,ScotBe00,pass_td,0,,,,,
player,201012260cin,cin,ScotBe00,pass_int,0,,,,,
player,201012260cin,cin,ScotBe00,pass_sacked,,,,,,
player,201012260cin,cin,ScotBe00,pass_sacked_yds,,,,,,
player,201012260cin,cin,ScotBe00,pass_long,0,,,,,
player,201012260cin,cin,ScotBe00,pass_rating,,,,,,
player,201012260cin,cin,ScotBe00,rush_att,11,,,,,
player,201012260cin,cin,ScotBe00,rush_yds,50,,,,,
player,201012260cin,cin,ScotBe00,rush_td,1,,,,,
player,201012260cin,cin,ScotBe00,rush_long,10,,,,,
player,201012260cin,cin,ScotBe00,targets,1,,,,,
player,201012260cin,cin,ScotBe00,rec,1,,,,,
player,201012260cin,cin,ScotBe00,rec_yds,-1,,,,,
player,201012260cin,cin,ScotBe00,rec_td,0,,,,,
player,201012260cin,cin,ScotBe00,rec_long,-1,,,,,
player,201012260cin,cin,ScotBe00,fumbles,0,,,,,
player,201012260cin,cin,ScotBe00,fumbles_lost,,,,,,
player,201012260cin,cin,PeerCe00,pass_cmp,0,,,,,
player,201012260cin,cin,PeerCe00,pass_att,0,,,,,
player,201012260cin,cin,PeerCe00,pass_yds,0,,,,,
player,201012260cin,cin,PeerCe00,pass_td,0,,,,,
player,201012260cin,cin,PeerCe00,pass_int,0,,,,,
player,201012260cin,cin,PeerCe00,pass_sacked,,,,,,
player,201012260cin,cin,PeerCe00,pass_sacked_yds,,,,,,
player,201012260cin,cin,PeerCe00,pass_long,0,,,,,
player,201012260cin,cin,PeerCe00,pass_rating,,,,,,
player,201012260cin,cin,PeerCe00,rush_att,1,,,,,
player,201012260cin,cin,PeerCe00,rush_yds,1,,,,,
player,201012260cin,cin,PeerCe00,rush_td,0,,,,,
player,201012260cin,cin,PeerCe00,rush_long,1,,,,,
player,201012260cin,cin,PeerCe00,targets,1,,,,,
player,201012260cin,cin,PeerCe00,rec,0,,,,,
player,201012260cin,cin,PeerCe00,rec_yds,0,,,,,
player,201012260cin,cin,PeerCe00,rec_td,0,,,,,
player,201012260cin,cin,PeerCe00,rec_long,0,,,,,
player,201012260cin,cin,PeerCe00,fumbles,0,,,,,
player,201012260cin,cin,PeerCe00,fumbles_lost,,,,,,
player,201012260cin,cin,SimpJe00,pass_cmp,0,,,,,
player,201012260cin,cin,SimpJe00,pass_att,0,,,,,
player,201012260cin,cin,SimpJe00,pass_yds,0,,,,,
player,201012260cin,cin,SimpJe00,pass_td,0,,,,,
player,201012260cin,cin,SimpJe00,pass_int,0,,,,,
player,201012260cin,cin,SimpJe00,pass_sacked,,,,,,
player,201012260cin,cin,SimpJe00,pass_sacked_yds,,,,,,
player,201012260cin,cin,SimpJe00,pass_long,0,,,,,
player,201012260cin,cin,SimpJe00,pass_rating,,,,,,
player,201012260cin,cin,SimpJe00,rush_att,0,,,,,
player,201012260cin,cin,SimpJe00,rush_yds,0,,,,,
player,201012260cin,cin,SimpJe00,rush_td,0,,,,,
player,201012260cin,cin,SimpJe00,rush_long,0,,,,,
player,201012260cin,cin,SimpJe00,targets,7,,,,,
player,201012260cin,cin,SimpJe00,rec,6,,,,,
player,201012260cin,cin,SimpJe00,rec_yds,124,,,,,
player,201012260cin,cin,SimpJe00,rec_td,2,,,,,
player,201012260cin,cin,SimpJe00,rec_long,59,,,,,
player,201012260cin,cin,SimpJe00,fumbles,0,,,,,
player,201012260cin,cin,SimpJe00,fumbles_lost,,,,,,
player,201012260cin,cin,CaldAn00,pass_cmp,0,,,,,
player,201012260cin,cin,CaldAn00,pass_att,0,,,,,
player,201012260cin,cin,CaldAn00,pass_yds,0,,,,,
player,201012260cin,cin,CaldAn00,pass_td,0,,,,,
player,201012260cin,cin,CaldAn00,pass_int,0,,,,,
player,201012260cin,cin,CaldAn00,pass_sacked,,,,,,
player,201012260cin,cin,CaldAn00,pass_sacked_yds,,,,,,
player,201012260cin,cin,CaldAn00,pass_long,0,,,,,
player,201012260cin,cin,CaldAn00,pass_rating,,,,,,
player,201012260cin,cin,CaldAn00,rush_att,0,,,,,
player,201012260cin,cin,CaldAn00,rush_yds,0,,,,,
player,201012260cin,cin,CaldAn00,rush_td,0,,,,,
player,201012260cin,cin,CaldAn00,rush_long,0,,,,,
player,201012260cin,cin,CaldAn00,targets,5,,,,,
player,201012260cin,cin,CaldAn00,rec,4,,,,,
player,201012260cin,cin,CaldAn00,rec_yds,87,,,,,
player,201012260cin,cin,CaldAn00,rec_td,0,,,,,
player,201012260cin,cin,CaldAn00,rec_long,44,,,,,
player,201012260cin,cin,CaldAn00,fumbles,0,,,,,
player,201012260cin,cin,CaldAn00,fumbles_lost,,,,,,
player,201012260cin,cin,GresJe00,pass_cmp,0,,,,,
player,201012260cin,cin,GresJe00,pass_att,0,,,,,
player,201012260cin,cin,GresJe00,pass_yds,0,,,,,
player,201012260cin,cin,GresJe00,pass_td,0,,,,,
player,201012260cin,cin,GresJe00,pass_int,0,,,,,
player,201012260cin,cin,GresJe00,pass_sacked,,,,,,
player,201012260cin,cin,GresJe00,pass_sacked_yds,,,,,,
player,201012260cin,cin,GresJe00,pass_long,0,,,,,
player,201012260cin,cin,GresJe00,pass_rating,,,,,,
player,201012260cin,cin,GresJe00,rush_att,0,,,,,
player,201012260cin,cin,GresJe00,rush_yds,0,,,,,
player,201012260cin,cin,GresJe00,rush_td,0,,,,,
player,201012260cin,cin,GresJe00,rush_long,0,,,,,
player,201012260cin,cin,GresJe00,targets,5,,,,,
player,201012260cin,cin,GresJe00,rec,4,,,,,
player,201012260cin,cin,GresJe00,rec_yds,56,,,,,
player,201012260cin,cin,GresJe00,rec_td,1,,,,,
player,201012260cin,cin,GresJe00,rec_long,23,,,,,
player,201012260cin,cin,GresJe00,fumbles,0,,,,,
player,201012260cin,cin,GresJe00,fumbles_lost,,,,,,
player,201012260cin,cin,ShipJo00,pass_cmp,0,,,,,
player,201012260cin,cin,ShipJo00,pass_att,0,,,,,
player,201012260cin,cin,ShipJo00,pass_yds,0,,,,,
player,201012260cin,cin,ShipJo00,pass_td,0,,,,,
player,201012260cin,cin,ShipJo00,pass_int,0,,,,,
player,201012260cin,cin,ShipJo00,pass_sacked,,,,,,
player,201012260cin,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201012260cin,cin,ShipJo00,pass_long,0,,,,,
player,201012260cin,cin,ShipJo00,pass_rating,,,,,,
player,201012260cin,cin,ShipJo00,rush_att,0,,,,,
player,201012260cin,cin,ShipJo00,rush_yds,0,,,,,
player,201012260cin,cin,ShipJo00,rush_td,0,,,,,
player,201012260cin,cin,ShipJo00,rush_long,0,,,,,
player,201012260cin,cin,ShipJo00,targets,2,,,,,
player,201012260cin,cin,ShipJo00,rec,1,,,,,
player,201012260cin,cin,ShipJo00,rec_yds,3,,,,,
player,201012260cin,cin,ShipJo00,rec_td,1,,,,,
player,201012260cin,cin,ShipJo00,rec_long,3,,,,,
player,201012260cin,cin,ShipJo00,fumbles,0,,,,,
player,201012260cin,cin,ShipJo00,fumbles_lost,,,,,,
player,201012260cin,sdg,WeddEr99,def_int,0,,,,,
player,201012260cin,sdg,WeddEr99,def_int_yds,0,,,,,
player,201012260cin,sdg,WeddEr99,def_int_td,0,,,,,
player,201012260cin,sdg,WeddEr99,def_int_long,0,,,,,
player,201012260cin,sdg,WeddEr99,pass_defended,1,,,,,
player,201012260cin,sdg,WeddEr99,sacks,0.0,,,,,
player,201012260cin,sdg,WeddEr99,tackles_combined,16,,,,,
player,201012260cin,sdg,WeddEr99,tackles_solo,11,,,,,
player,201012260cin,sdg,WeddEr99,tackles_assists,5,,,,,
player,201012260cin,sdg,WeddEr99,tackles_loss,0,,,,,
player,201012260cin,sdg,WeddEr99,qb_hits,0,,,,,
player,201012260cin,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201012260cin,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201012260cin,sdg,ApplAn99,def_int,0,,,,,
player,201012260cin,sdg,ApplAn99,def_int_yds,0,,,,,
player,201012260cin,sdg,ApplAn99,def_int_td,0,,,,,
player,201012260cin,sdg,ApplAn99,def_int_long,0,,,,,
player,201012260cin,sdg,ApplAn99,pass_defended,0,,,,,
player,201012260cin,sdg,ApplAn99,sacks,0.0,,,,,
player,201012260cin,sdg,ApplAn99,tackles_combined,9,,,,,
player,201012260cin,sdg,ApplAn99,tackles_solo,4,,,,,
player,201012260cin,sdg,ApplAn99,tackles_assists,5,,,,,
player,201012260cin,sdg,ApplAn99,tackles_loss,0,,,,,
player,201012260cin,sdg,ApplAn99,qb_hits,0,,,,,
player,201012260cin,sdg,ApplAn99,fumbles_rec,0,,,,,
player,201012260cin,sdg,ApplAn99,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,ApplAn99,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,ApplAn99,fumbles_forced,1,,,,,
player,201012260cin,sdg,GregSt20,def_int,0,,,,,
player,201012260cin,sdg,GregSt20,def_int_yds,0,,,,,
player,201012260cin,sdg,GregSt20,def_int_td,0,,,,,
player,201012260cin,sdg,GregSt20,def_int_long,0,,,,,
player,201012260cin,sdg,GregSt20,pass_defended,0,,,,,
player,201012260cin,sdg,GregSt20,sacks,0.0,,,,,
player,201012260cin,sdg,GregSt20,tackles_combined,6,,,,,
player,201012260cin,sdg,GregSt20,tackles_solo,3,,,,,
player,201012260cin,sdg,GregSt20,tackles_assists,3,,,,,
player,201012260cin,sdg,GregSt20,tackles_loss,0,,,,,
player,201012260cin,sdg,GregSt20,qb_hits,0,,,,,
player,201012260cin,sdg,GregSt20,fumbles_rec,0,,,,,
player,201012260cin,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201012260cin,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201012260cin,sdg,GregSt20,fumbles_forced,0,,,,,
player,201012260cin,sdg,SileBr99,def_int,0,,,,,
player,201012260cin,sdg,SileBr99,def_int_yds,0,,,,,
