game,2010,16,20101226,201012260cin,sdg,"San Diego Chargers",20,cin,"Cincinnati Bengals",34
player,201012260cin,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201012260cin,cin,PekoDo20,fumbles_forced,0,,,,,
player,201012260cin,cin,ReyxVi00,def_int,0,,,,,
player,201012260cin,cin,ReyxVi00,def_int_yds,0,,,,,
player,201012260cin,cin,ReyxVi00,def_int_td,0,,,,,
player,201012260cin,cin,ReyxVi00,def_int_long,0,,,,,
player,201012260cin,cin,ReyxVi00,pass_defended,0,,,,,
player,201012260cin,cin,ReyxVi00,sacks,0.0,,,,,
player,201012260cin,cin,ReyxVi00,tackles_combined,2,,,,,
player,201012260cin,cin,ReyxVi00,tackles_solo,1,,,,,
player,201012260cin,cin,ReyxVi00,tackles_assists,1,,,,,
player,201012260cin,cin,ReyxVi00,tackles_loss,0,,,,,
player,201012260cin,cin,ReyxVi00,qb_hits,0,,,,,
player,201012260cin,cin,ReyxVi00,fumbles_rec,0,,,,,
player,201012260cin,cin,ReyxVi00,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,ReyxVi00,fumbles_rec_td,0,,,,,
player,201012260cin,cin,ReyxVi00,fumbles_forced,0,,,,,
player,201012260cin,cin,SimsPa99,def_int,0,,,,,
player,201012260cin,cin,SimsPa99,def_int_yds,0,,,,,
player,201012260cin,cin,SimsPa99,def_int_td,0,,,,,
player,201012260cin,cin,SimsPa99,def_int_long,0,,,,,
player,201012260cin,cin,SimsPa99,pass_defended,0,,,,,
player,201012260cin,cin,SimsPa99,sacks,0.0,,,,,
player,201012260cin,cin,SimsPa99,tackles_combined,2,,,,,
player,201012260cin,cin,SimsPa99,tackles_solo,1,,,,,
player,201012260cin,cin,SimsPa99,tackles_assists,1,,,,,
player,201012260cin,cin,SimsPa99,tackles_loss,0,,,,,
player,201012260cin,cin,SimsPa99,qb_hits,0,,,,,
player,201012260cin,cin,SimsPa99,fumbles_rec,0,,,,,
player,201012260cin,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201012260cin,cin,SimsPa99,fumbles_forced,0,,,,,
player,201012260cin,cin,SkutDa00,def_int,0,,,,,
player,201012260cin,cin,SkutDa00,def_int_yds,0,,,,,
player,201012260cin,cin,SkutDa00,def_int_td,0,,,,,
player,201012260cin,cin,SkutDa00,def_int_long,0,,,,,
player,201012260cin,cin,SkutDa00,pass_defended,0,,,,,
player,201012260cin,cin,SkutDa00,sacks,0.0,,,,,
player,201012260cin,cin,SkutDa00,tackles_combined,2,,,,,
player,201012260cin,cin,SkutDa00,tackles_solo,0,,,,,
player,201012260cin,cin,SkutDa00,tackles_assists,2,,,,,
player,201012260cin,cin,SkutDa00,tackles_loss,0,,,,,
player,201012260cin,cin,SkutDa00,qb_hits,0,,,,,
player,201012260cin,cin,SkutDa00,fumbles_rec,0,,,,,
player,201012260cin,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201012260cin,cin,SkutDa00,fumbles_forced,0,,,,,
player,201012260cin,cin,MuckRo99,def_int,0,,,,,
player,201012260cin,cin,MuckRo99,def_int_yds,0,,,,,
player,201012260cin,cin,MuckRo99,def_int_td,0,,,,,
player,201012260cin,cin,MuckRo99,def_int_long,0,,,,,
player,201012260cin,cin,MuckRo99,pass_defended,0,,,,,
player,201012260cin,cin,MuckRo99,sacks,0.0,,,,,
player,201012260cin,cin,MuckRo99,tackles_combined,1,,,,,
player,201012260cin,cin,MuckRo99,tackles_solo,0,,,,,
player,201012260cin,cin,MuckRo99,tackles_assists,1,,,,,
player,201012260cin,cin,MuckRo99,tackles_loss,0,,,,,
player,201012260cin,cin,MuckRo99,qb_hits,0,,,,,
player,201012260cin,cin,MuckRo99,fumbles_rec,0,,,,,
player,201012260cin,cin,MuckRo99,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,MuckRo99,fumbles_rec_td,0,,,,,
player,201012260cin,cin,MuckRo99,fumbles_forced,0,,,,,
player,201012260cin,cin,PeerCe00,def_int,0,,,,,
player,201012260cin,cin,PeerCe00,def_int_yds,0,,,,,
player,201012260cin,cin,PeerCe00,def_int_td,0,,,,,
player,201012260cin,cin,PeerCe00,def_int_long,0,,,,,
player,201012260cin,cin,PeerCe00,pass_defended,0,,,,,
player,201012260cin,cin,PeerCe00,sacks,0.0,,,,,
player,201012260cin,cin,PeerCe00,tackles_combined,1,,,,,
player,201012260cin,cin,PeerCe00,tackles_solo,0,,,,,
player,201012260cin,cin,PeerCe00,tackles_assists,1,,,,,
player,201012260cin,cin,PeerCe00,tackles_loss,0,,,,,
player,201012260cin,cin,PeerCe00,qb_hits,0,,,,,
player,201012260cin,cin,PeerCe00,fumbles_rec,0,,,,,
player,201012260cin,cin,PeerCe00,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,PeerCe00,fumbles_rec_td,0,,,,,
player,201012260cin,cin,PeerCe00,fumbles_forced,0,,,,,
player,201012260cin,cin,StitCl00,def_int,0,,,,,
player,201012260cin,cin,StitCl00,def_int_yds,0,,,,,
player,201012260cin,cin,StitCl00,def_int_td,0,,,,,
player,201012260cin,cin,StitCl00,def_int_long,0,,,,,
player,201012260cin,cin,StitCl00,pass_defended,0,,,,,
player,201012260cin,cin,StitCl00,sacks,0.0,,,,,
player,201012260cin,cin,StitCl00,tackles_combined,1,,,,,
player,201012260cin,cin,StitCl00,tackles_solo,1,,,,,
player,201012260cin,cin,StitCl00,tackles_assists,0,,,,,
player,201012260cin,cin,StitCl00,tackles_loss,0,,,,,
player,201012260cin,cin,StitCl00,qb_hits,0,,,,,
player,201012260cin,cin,StitCl00,fumbles_rec,0,,,,,
player,201012260cin,cin,StitCl00,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,StitCl00,fumbles_rec_td,0,,,,,
player,201012260cin,cin,StitCl00,fumbles_forced,0,,,,,
player,201012260cin,cin,WhitMa99,def_int,0,,,,,
player,201012260cin,cin,WhitMa99,def_int_yds,0,,,,,
player,201012260cin,cin,WhitMa99,def_int_td,0,,,,,
player,201012260cin,cin,WhitMa99,def_int_long,0,,,,,
player,201012260cin,cin,WhitMa99,pass_defended,0,,,,,
player,201012260cin,cin,WhitMa99,sacks,0.0,,,,,
player,201012260cin,cin,WhitMa99,tackles_combined,1,,,,,
player,201012260cin,cin,WhitMa99,tackles_solo,1,,,,,
player,201012260cin,cin,WhitMa99,tackles_assists,0,,,,,
player,201012260cin,cin,WhitMa99,tackles_loss,0,,,,,
player,201012260cin,cin,WhitMa99,qb_hits,0,,,,,
player,201012260cin,cin,WhitMa99,fumbles_rec,0,,,,,
player,201012260cin,cin,WhitMa99,fumbles_rec_yds,0,,,,,
player,201012260cin,cin,WhitMa99,fumbles_rec_td,0,,,,,
player,201012260cin,cin,WhitMa99,fumbles_forced,0,,,,,
player,201012260cin,sdg,CasoAn99,kick_ret,0,,,,,
player,201012260cin,sdg,CasoAn99,kick_ret_yds,0,,,,,
player,201012260cin,sdg,CasoAn99,kick_ret_yds_per_ret,,,,,,
player,201012260cin,sdg,CasoAn99,kick_ret_td,0,,,,,
player,201012260cin,sdg,CasoAn99,kick_ret_long,0,,,,,
player,201012260cin,sdg,CasoAn99,punt_ret,1,,,,,
player,201012260cin,sdg,CasoAn99,punt_ret_yds,12,,,,,
player,201012260cin,sdg,CasoAn99,punt_ret_yds_per_ret,12.0,,,,,
player,201012260cin,sdg,CasoAn99,punt_ret_td,0,,,,,
player,201012260cin,sdg,CasoAn99,punt_ret_long,12,,,,,
player,201012260cin,sdg,SproDa00,kick_ret,5,,,,,
player,201012260cin,sdg,SproDa00,kick_ret_yds,114,,,,,
player,201012260cin,sdg,SproDa00,kick_ret_yds_per_ret,22.8,,,,,
player,201012260cin,sdg,SproDa00,kick_ret_td,0,,,,,
player,201012260cin,sdg,SproDa00,kick_ret_long,45,,,,,
player,201012260cin,sdg,SproDa00,punt_ret,0,,,,,
player,201012260cin,sdg,SproDa00,punt_ret_yds,0,,,,,
player,201012260cin,sdg,SproDa00,punt_ret_yds_per_ret,,,,,,
player,201012260cin,sdg,SproDa00,punt_ret_td,0,,,,,
player,201012260cin,sdg,SproDa00,punt_ret_long,0,,,,,
player,201012260cin,sdg,HestJa00,kick_ret,1,,,,,
player,201012260cin,sdg,HestJa00,kick_ret_yds,13,,,,,
player,201012260cin,sdg,HestJa00,kick_ret_yds_per_ret,13.0,,,,,
player,201012260cin,sdg,HestJa00,kick_ret_td,0,,,,,
player,201012260cin,sdg,HestJa00,kick_ret_long,13,,,,,
player,201012260cin,sdg,HestJa00,punt_ret,0,,,,,
player,201012260cin,sdg,HestJa00,punt_ret_yds,0,,,,,
player,201012260cin,sdg,HestJa00,punt_ret_yds_per_ret,,,,,,
player,201012260cin,sdg,HestJa00,punt_ret_td,0,,,,,
player,201012260cin,sdg,HestJa00,punt_ret_long,0,,,,,
player,201012260cin,cin,ScotBe00,kick_ret,3,,,,,
player,201012260cin,cin,ScotBe00,kick_ret_yds,72,,,,,
player,201012260cin,cin,ScotBe00,kick_ret_yds_per_ret,24.0,,,,,
player,201012260cin,cin,ScotBe00,kick_ret_td,0,,,,,
player,201012260cin,cin,ScotBe00,kick_ret_long,27,,,,,
player,201012260cin,cin,ScotBe00,punt_ret,0,,,,,
player,201012260cin,cin,ScotBe00,punt_ret_yds,0,,,,,
player,201012260cin,cin,ScotBe00,punt_ret_yds_per_ret,,,,,,
player,201012260cin,cin,ScotBe00,punt_ret_td,0,,,,,
player,201012260cin,cin,ScotBe00,punt_ret_long,0,,,,,
player,201012260cin,cin,CosbQu00,kick_ret,1,,,,,
player,201012260cin,cin,CosbQu00,kick_ret_yds,12,,,,,
player,201012260cin,cin,CosbQu00,kick_ret_yds_per_ret,12.0,,,,,
player,201012260cin,cin,CosbQu00,kick_ret_td,0,,,,,
player,201012260cin,cin,CosbQu00,kick_ret_long,12,,,,,
player,201012260cin,cin,CosbQu00,punt_ret,0,,,,,
player,201012260cin,cin,CosbQu00,punt_ret_yds,0,,,,,
player,201012260cin,cin,CosbQu00,punt_ret_yds_per_ret,,,,,,
player,201012260cin,cin,CosbQu00,punt_ret_td,0,,,,,
player,201012260cin,cin,CosbQu00,punt_ret_long,0,,,,,
player,201012260cin,sdg,kaedinat01,xpm,2,,,,,
player,201012260cin,sdg,kaedinat01,xpa,2,,,,,
player,201012260cin,sdg,kaedinat01,fgm,2,,,,,
player,201012260cin,sdg,kaedinat01,fga,2,,,,,
player,201012260cin,sdg,kaedinat01,punt,0,,,,,
player,201012260cin,sdg,kaedinat01,punt_yds,0,,,,,
player,201012260cin,sdg,kaedinat01,punt_yds_per_punt,,,,,,
player,201012260cin,sdg,kaedinat01,punt_long,0,,,,,
player,201012260cin,sdg,ScifMi20,xpm,,,,,,
player,201012260cin,sdg,ScifMi20,xpa,,,,,,
player,201012260cin,sdg,ScifMi20,fgm,,,,,,
player,201012260cin,sdg,ScifMi20,fga,,,,,,
player,201012260cin,sdg,ScifMi20,punt,4,,,,,
player,201012260cin,sdg,ScifMi20,punt_yds,127,,,,,
player,201012260cin,sdg,ScifMi20,punt_yds_per_punt,31.8,,,,,
player,201012260cin,sdg,ScifMi20,punt_long,37,,,,,
player,201012260cin,cin,StitCl00,xpm,4,,,,,
player,201012260cin,cin,StitCl00,xpa,5,,,,,
player,201012260cin,cin,StitCl00,fgm,,,,,,
player,201012260cin,cin,StitCl00,fga,,,,,,
player,201012260cin,cin,StitCl00,punt,0,,,,,
player,201012260cin,cin,StitCl00,punt_yds,0,,,,,
player,201012260cin,cin,StitCl00,punt_yds_per_punt,,,,,,
player,201012260cin,cin,StitCl00,punt_long,0,,,,,
player,201012260cin,cin,HubeKe20,xpm,,,,,,
player,201012260cin,cin,HubeKe20,xpa,,,,,,
player,201012260cin,cin,HubeKe20,fgm,,,,,,
player,201012260cin,cin,HubeKe20,fga,,,,,,
player,201012260cin,cin,HubeKe20,punt,4,,,,,
player,201012260cin,cin,HubeKe20,punt_yds,129,,,,,
player,201012260cin,cin,HubeKe20,punt_yds_per_punt,32.3,,,,,
player,201012260cin,cin,HubeKe20,punt_long,42,,,,,
