game,2010,12,20101125,201011250det,nwe,"New England Patriots",45,det,"Detroit Lions",24
player,201011250det,det,McBrTu99,tackles_combined,1,,,,,
player,201011250det,det,McBrTu99,tackles_solo,0,,,,,
player,201011250det,det,McBrTu99,tackles_assists,1,,,,,
player,201011250det,det,McBrTu99,tackles_loss,0,,,,,
player,201011250det,det,McBrTu99,qb_hits,0,,,,,
player,201011250det,det,McBrTu99,fumbles_rec,0,,,,,
player,201011250det,det,McBrTu99,fumbles_rec_yds,0,,,,,
player,201011250det,det,McBrTu99,fumbles_rec_td,0,,,,,
player,201011250det,det,McBrTu99,fumbles_forced,0,,,,,
player,201011250det,det,McDoBr99,def_int,0,,,,,
player,201011250det,det,McDoBr99,def_int_yds,0,,,,,
player,201011250det,det,McDoBr99,def_int_td,0,,,,,
player,201011250det,det,McDoBr99,def_int_long,0,,,,,
player,201011250det,det,McDoBr99,pass_defended,0,,,,,
player,201011250det,det,McDoBr99,sacks,0.0,,,,,
player,201011250det,det,McDoBr99,tackles_combined,1,,,,,
player,201011250det,det,McDoBr99,tackles_solo,1,,,,,
player,201011250det,det,McDoBr99,tackles_assists,0,,,,,
player,201011250det,det,McDoBr99,tackles_loss,0,,,,,
player,201011250det,det,McDoBr99,qb_hits,0,,,,,
player,201011250det,det,McDoBr99,fumbles_rec,0,,,,,
player,201011250det,det,McDoBr99,fumbles_rec_yds,0,,,,,
player,201011250det,det,McDoBr99,fumbles_rec_td,0,,,,,
player,201011250det,det,McDoBr99,fumbles_forced,0,,,,,
player,201011250det,det,PalmAs99,def_int,0,,,,,
player,201011250det,det,PalmAs99,def_int_yds,0,,,,,
player,201011250det,det,PalmAs99,def_int_td,0,,,,,
player,201011250det,det,PalmAs99,def_int_long,0,,,,,
player,201011250det,det,PalmAs99,pass_defended,0,,,,,
player,201011250det,det,PalmAs99,sacks,0.0,,,,,
player,201011250det,det,PalmAs99,tackles_combined,1,,,,,
player,201011250det,det,PalmAs99,tackles_solo,0,,,,,
player,201011250det,det,PalmAs99,tackles_assists,1,,,,,
player,201011250det,det,PalmAs99,tackles_loss,0,,,,,
player,201011250det,det,PalmAs99,qb_hits,0,,,,,
player,201011250det,det,PalmAs99,fumbles_rec,0,,,,,
player,201011250det,det,PalmAs99,fumbles_rec_yds,0,,,,,
player,201011250det,det,PalmAs99,fumbles_rec_td,0,,,,,
player,201011250det,det,PalmAs99,fumbles_forced,0,,,,,
player,201011250det,det,VashNa99,def_int,0,,,,,
player,201011250det,det,VashNa99,def_int_yds,0,,,,,
player,201011250det,det,VashNa99,def_int_td,0,,,,,
player,201011250det,det,VashNa99,def_int_long,0,,,,,
player,201011250det,det,VashNa99,pass_defended,0,,,,,
player,201011250det,det,VashNa99,sacks,0.0,,,,,
player,201011250det,det,VashNa99,tackles_combined,1,,,,,
player,201011250det,det,VashNa99,tackles_solo,0,,,,,
player,201011250det,det,VashNa99,tackles_assists,1,,,,,
player,201011250det,det,VashNa99,tackles_loss,0,,,,,
player,201011250det,det,VashNa99,qb_hits,0,,,,,
player,201011250det,det,VashNa99,fumbles_rec,0,,,,,
player,201011250det,det,VashNa99,fumbles_rec_yds,0,,,,,
player,201011250det,det,VashNa99,fumbles_rec_td,0,,,,,
player,201011250det,det,VashNa99,fumbles_forced,0,,,,,
player,201011250det,det,WendJo99,def_int,0,,,,,
player,201011250det,det,WendJo99,def_int_yds,0,,,,,
player,201011250det,det,WendJo99,def_int_td,0,,,,,
player,201011250det,det,WendJo99,def_int_long,0,,,,,
player,201011250det,det,WendJo99,pass_defended,0,,,,,
player,201011250det,det,WendJo99,sacks,0.0,,,,,
player,201011250det,det,WendJo99,tackles_combined,1,,,,,
player,201011250det,det,WendJo99,tackles_solo,0,,,,,
player,201011250det,det,WendJo99,tackles_assists,1,,,,,
player,201011250det,det,WendJo99,tackles_loss,0,,,,,
player,201011250det,det,WendJo99,qb_hits,0,,,,,
player,201011250det,det,WendJo99,fumbles_rec,0,,,,,
player,201011250det,det,WendJo99,fumbles_rec_yds,0,,,,,
player,201011250det,det,WendJo99,fumbles_rec_td,0,,,,,
player,201011250det,det,WendJo99,fumbles_forced,0,,,,,
player,201011250det,det,WillCo21,def_int,0,,,,,
player,201011250det,det,WillCo21,def_int_yds,0,,,,,
player,201011250det,det,WillCo21,def_int_td,0,,,,,
player,201011250det,det,WillCo21,def_int_long,0,,,,,
player,201011250det,det,WillCo21,pass_defended,0,,,,,
player,201011250det,det,WillCo21,sacks,0.0,,,,,
player,201011250det,det,WillCo21,tackles_combined,1,,,,,
player,201011250det,det,WillCo21,tackles_solo,1,,,,,
player,201011250det,det,WillCo21,tackles_assists,0,,,,,
player,201011250det,det,WillCo21,tackles_loss,0,,,,,
player,201011250det,det,WillCo21,qb_hits,0,,,,,
player,201011250det,det,WillCo21,fumbles_rec,0,,,,,
player,201011250det,det,WillCo21,fumbles_rec_yds,0,,,,,
player,201011250det,det,WillCo21,fumbles_rec_td,0,,,,,
player,201011250det,det,WillCo21,fumbles_forced,0,,,,,
player,201011250det,det,VandKy99,def_int,0,,,,,
player,201011250det,det,VandKy99,def_int_yds,0,,,,,
player,201011250det,det,VandKy99,def_int_td,0,,,,,
player,201011250det,det,VandKy99,def_int_long,0,,,,,
player,201011250det,det,VandKy99,pass_defended,0,,,,,
player,201011250det,det,VandKy99,sacks,0.0,,,,,
player,201011250det,det,VandKy99,tackles_combined,0,,,,,
player,201011250det,det,VandKy99,tackles_solo,0,,,,,
player,201011250det,det,VandKy99,tackles_assists,0,,,,,
player,201011250det,det,VandKy99,tackles_loss,0,,,,,
player,201011250det,det,VandKy99,qb_hits,1,,,,,
player,201011250det,det,VandKy99,fumbles_rec,0,,,,,
player,201011250det,det,VandKy99,fumbles_rec_yds,0,,,,,
player,201011250det,det,VandKy99,fumbles_rec_td,0,,,,,
player,201011250det,det,VandKy99,fumbles_forced,0,,,,,
player,201011250det,nwe,EdelJu00,kick_ret,0,,,,,
player,201011250det,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201011250det,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201011250det,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201011250det,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201011250det,nwe,EdelJu00,punt_ret,3,,,,,
player,201011250det,nwe,EdelJu00,punt_ret_yds,47,,,,,
player,201011250det,nwe,EdelJu00,punt_ret_yds_per_ret,15.7,,,,,
player,201011250det,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201011250det,nwe,EdelJu00,punt_ret_long,28,,,,,
player,201011250det,nwe,TateBr00,kick_ret,4,,,,,
player,201011250det,nwe,TateBr00,kick_ret_yds,69,,,,,
player,201011250det,nwe,TateBr00,kick_ret_yds_per_ret,17.3,,,,,
player,201011250det,nwe,TateBr00,kick_ret_td,0,,,,,
player,201011250det,nwe,TateBr00,kick_ret_long,26,,,,,
player,201011250det,nwe,TateBr00,punt_ret,0,,,,,
player,201011250det,nwe,TateBr00,punt_ret_yds,0,,,,,
player,201011250det,nwe,TateBr00,punt_ret_yds_per_ret,,,,,,
player,201011250det,nwe,TateBr00,punt_ret_td,0,,,,,
player,201011250det,nwe,TateBr00,punt_ret_long,0,,,,,
player,201011250det,det,LogaSt00,kick_ret,7,,,,,
player,201011250det,det,LogaSt00,kick_ret_yds,194,,,,,
player,201011250det,det,LogaSt00,kick_ret_yds_per_ret,27.7,,,,,
player,201011250det,det,LogaSt00,kick_ret_td,0,,,,,
player,201011250det,det,LogaSt00,kick_ret_long,42,,,,,
player,201011250det,det,LogaSt00,punt_ret,1,,,,,
player,201011250det,det,LogaSt00,punt_ret_yds,8,,,,,
player,201011250det,det,LogaSt00,punt_ret_yds_per_ret,8.0,,,,,
player,201011250det,det,LogaSt00,punt_ret_td,0,,,,,
player,201011250det,det,LogaSt00,punt_ret_long,8,,,,,
player,201011250det,nwe,grahasha01,xpm,6,,,,,
player,201011250det,nwe,grahasha01,xpa,6,,,,,
player,201011250det,nwe,grahasha01,fgm,1,,,,,
player,201011250det,nwe,grahasha01,fga,1,,,,,
player,201011250det,nwe,grahasha01,punt,0,,,,,
player,201011250det,nwe,grahasha01,punt_yds,0,,,,,
player,201011250det,nwe,grahasha01,punt_yds_per_punt,,,,,,
player,201011250det,nwe,grahasha01,punt_long,0,,,,,
player,201011250det,nwe,MeskZo99,xpm,,,,,,
player,201011250det,nwe,MeskZo99,xpa,,,,,,
player,201011250det,nwe,MeskZo99,fgm,,,,,,
player,201011250det,nwe,MeskZo99,fga,,,,,,
player,201011250det,nwe,MeskZo99,punt,3,,,,,
player,201011250det,nwe,MeskZo99,punt_yds,153,,,,,
player,201011250det,nwe,MeskZo99,punt_yds_per_punt,51.0,,,,,
player,201011250det,nwe,MeskZo99,punt_long,53,,,,,
player,201011250det,det,raynedav01,xpm,3,,,,,
player,201011250det,det,raynedav01,xpa,3,,,,,
player,201011250det,det,raynedav01,fgm,1,,,,,
player,201011250det,det,raynedav01,fga,2,,,,,
player,201011250det,det,raynedav01,punt,0,,,,,
player,201011250det,det,raynedav01,punt_yds,0,,,,,
player,201011250det,det,raynedav01,punt_yds_per_punt,,,,,,
player,201011250det,det,raynedav01,punt_long,0,,,,,
player,201011250det,det,HarrNi20,xpm,,,,,,
player,201011250det,det,HarrNi20,xpa,,,,,,
player,201011250det,det,HarrNi20,fgm,,,,,,
player,201011250det,det,HarrNi20,fga,,,,,,
player,201011250det,det,HarrNi20,punt,3,,,,,
player,201011250det,det,HarrNi20,punt_yds,141,,,,,
player,201011250det,det,HarrNi20,punt_yds_per_punt,47.0,,,,,
player,201011250det,det,HarrNi20,punt_long,48,,,,,
